"繁体字"	"简体字"	"新晃凳寨"	"国际音标"	"说明"	
"祥"	"祥"	"siang2"	"siang11"	"老"	
"翔"	"翔"	"siang2"	"siang11"	"老"	
"詳"	"详"	"siang2"	"siang11"	"老"	
"想"	"想"	"siang3"	"siang21"	"老"	
"像"	"像"	"siang5"	"siang45"	"老"	
"相"	"相"	"siang5"	"siang45"	"老"	
"宵"	"宵"	"siao1"	"siau21"	"老"	
"消"	"消"	"siao1"	"siau13"	"老"	
"硝"	"硝"	"siao1"	"siau13"	"老"	
"簫"	"箫"	"siao1"	"siau13"	"老"	
"肖"	"肖"	"siao1"	"siau13"	"老"	
"蕭"	"萧"	"siao1"	"siau13"	"老"	
"蛸"	"蛸"	"siao1"	"siau13"	"老"	
"銷"	"销"	"siao1"	"siau13"	"老"	
"霄"	"霄"	"siao1"	"siau13"	"老"	
"小"	"小"	"siao3"	"siau21"	"老"	
"嘯"	"啸"	"siao5"	"siau45"	"老"	
"笑"	"笑"	"siao5"	"siau45"	"老"	
"些"	"些"	"sie1"	"sie13"	"老"	
"薛"	"薛"	"sie1"	"sie13"	"老"	
"斜"	"斜"	"sie2"	"sie11"	"老"	
"泄"	"泄"	"sie2"	"sie11"	"老，泄气"	
"邪"	"邪"	"sie2"	"sie11"	"老"	
"雪"	"雪"	"sie2"	"sie11"	"老"	
"寫"	"写"	"sie3"	"sie21"	"老"	
"卸"	"卸"	"sie5"	"sie45"	"老"	
"泄"	"泄"	"sie5"	"sie45"	"老，泄洪"	
"瀉"	"泻"	"sie5"	"sie45"	"老"	
"謝"	"谢"	"sie5"	"sie45"	"老"	
"司"	"司"	"sii1"	"sɿ13"		
"嘶"	"嘶"	"sii1"	"sɿ13"		
"尸"	"尸"	"sii1"	"sɿ13"		
"屍"	"尸"	"sii1"	"sɿ13"		
"師"	"师"	"sii1"	"sɿ13"		
"廝"	"厮"	"sii1"	"sɿ13"		
"思"	"思"	"sii1"	"sɿ13"		
"撕"	"撕"	"sii1"	"sɿ13"		
"斯"	"斯"	"sii1"	"sɿ13"		
"施"	"施"	"sii1"	"sɿ13"		
"獅"	"狮"	"sii1"	"sɿ13"		
"私"	"私"	"sii1"	"sɿ13"		
"篩"	"筛"	"sii1"	"sɿ13"		
"糸"	"纟"	"sii1"	"sɿ13"		
"絲"	"丝"	"sii1"	"sɿ13"		
"緦"	"缌"	"sii1"	"sɿ13"		
"虱"	"虱"	"sii1"	"sɿ13"		
"螄"	"蛳"	"sii1"	"sɿ13"		
"詩"	"诗"	"sii1"	"sɿ13"		
"鷥"	"鸶"	"sii1"	"sɿ13"		
"什"	"什"	"sii2"	"sɿ11"		
"匙"	"匙"	"sii2"	"sɿ11"		
"十"	"十"	"sii2"	"sɿ11"		
"塒"	"埘"	"sii2"	"sɿ11"		
"失"	"失"	"sii2"	"sɿ11"		
"室"	"室"	"sii2"	"sɿ11"		
"實"	"实"	"sii2"	"sɿ11"		
"徙"	"徙"	"sii2"	"sɿ11"		
"拾"	"拾"	"sii2"	"sɿ11"		
"溼"	"湿"	"sii2"	"sɿ11"		
"石"	"石"	"sii2"	"sɿ11"		
"蒔"	"莳"	"sii2"	"sɿ11"		
"蝕"	"蚀"	"sii2"	"sɿ11"		
"釋"	"释"	"sii2"	"sɿ11"		
"食"	"食"	"sii2"	"sɿ11"		
"鰣"	"鲥"	"sii2"	"sɿ11"		
"使"	"使"	"sii3"	"sɿ21"		
"史"	"史"	"sii3"	"sɿ21"		
"始"	"始"	"sii3"	"sɿ21"		
"屎"	"屎"	"sii3"	"sɿ21"		
"死"	"死"	"sii3"	"sɿ21"		
"矢"	"矢"	"sii3"	"sɿ21"		
"豕"	"豕"	"sii3"	"sɿ21"		
"駛"	"驶"	"sii3"	"sɿ21"		
"世"	"世"	"sii5"	"sɿ45"		
"事"	"事"	"sii5"	"sɿ45"		
"仕"	"仕"	"sii5"	"sɿ45"		
"伺"	"伺"	"sii5"	"sɿ45"		
"似"	"似"	"sii5"	"sɿ45"		
"侍"	"侍"	"sii5"	"sɿ45"		
"兕"	"兕"	"sii5"	"sɿ45"		
"勢"	"势"	"sii5"	"sɿ45"		
"嗜"	"嗜"	"sii5"	"sɿ45"		
"嗣"	"嗣"	"sii5"	"sɿ45"		
"噬"	"噬"	"sii5"	"sɿ45"		
"四"	"四"	"sii5"	"sɿ45"		
"士"	"士"	"sii5"	"sɿ45"		
"姒"	"姒"	"sii5"	"sɿ45"		
"寺"	"寺"	"sii5"	"sɿ45"		
"巳"	"巳"	"sii5"	"sɿ45"		
"市"	"市"	"sii5"	"sɿ45"		
"式"	"式"	"sii5"	"sɿ45"		
"恃"	"恃"	"sii5"	"sɿ45"		
"拭"	"拭"	"sii5"	"sɿ45"		
"是"	"是"	"sii5"	"sɿ45"		
"時"	"时"	"sii5"	"sɿ45"		
"柿"	"柿"	"sii5"	"sɿ45"		
"氏"	"氏"	"sii5"	"sɿ45"		
"汜"	"汜"	"sii5"	"sɿ45"		
"泗"	"泗"	"sii5"	"sɿ45"		
"澌"	"澌"	"sii5"	"sɿ45"		
"示"	"示"	"sii5"	"sɿ45"		
"祀"	"祀"	"sii5"	"sɿ45"		
"筮"	"筮"	"sii5"	"sɿ45"		
"肆"	"肆"	"sii5"	"sɿ45"		
"舐"	"舐"	"sii5"	"sɿ45"		
"視"	"视"	"sii5"	"sɿ45"		
"試"	"试"	"sii5"	"sɿ45"		
"誓"	"誓"	"sii5"	"sɿ45"		
"軾"	"轼"	"sii5"	"sɿ45"		
"逝"	"逝"	"sii5"	"sɿ45"		
"適"	"适"	"sii5"	"sɿ45"		
"鈰"	"铈"	"sii5"	"sɿ45"		
"飼"	"饲"	"sii5"	"sɿ45"		
"飾"	"饰"	"sii5"	"sɿ45"		
"駟"	"驷"	"sii5"	"sɿ45"		
"心"	"心"	"sin1"	"sin13"	"老"	
"惺"	"惺"	"sin1"	"sin13"	"老"	
"新"	"新"	"sin1"	"sin13"	"老"	
"星"	"星"	"sin1"	"sin13"	"老"	
"猩"	"猩"	"sin1"	"sin13"	"老"	
"腥"	"腥"	"sin1"	"sin13"	"老"	
"芯"	"芯"	"sin1"	"sin13"	"老"	
"薪"	"薪"	"sin1"	"sin13"	"老"	
"辛"	"辛"	"sin1"	"sin13"	"老"	
"省"	"省"	"sin3"	"sin21"	"老"	
"醒"	"醒"	"sin3"	"sin21"	"老"	
"信"	"信"	"sin5"	"sin45"	"老"	
"姓"	"姓"	"sin5"	"sin45"	"老"	
"性"	"性"	"sin5"	"sin45"	"老"	
"訊"	"讯"	"sin5"	"sin45"	"老"	
"削"	"削"	"sio2"	"sio11"	"老"	
"修"	"修"	"siu1"	"siəu13"	"老"	
"羞"	"羞"	"siu1"	"siəu13"	"老"	
"脩"	"修"	"siu1"	"siəu13"	"老"	
"宿"	"宿"	"siu5"	"siəu45"	"老"	
"秀"	"秀"	"siu5"	"siəu45"	"老"	
"袖"	"袖"	"siu5"	"siəu45"	"老"	
"鏽"	"锈"	"siu5"	"siəu45"	"老"	
"唆"	"唆"	"so1"	"so13"		
"嗦"	"嗦"	"so1"	"so13"		
"娑"	"娑"	"so1"	"so13"		
"挲"	"挲"	"so1"	"so13"		
"梭"	"梭"	"so1"	"so13"		
"簑"	"蓑"	"so1"	"so13"		
"簑"	"蓑"	"so1"	"so13"		
"索"	"索"	"so2"	"so11"	"索子"	
"縮"	"缩"	"so2"	"so11"		
"所"	"所"	"so3"	"so21"		
"瑣"	"琐"	"so3"	"so21"		
"索"	"索"	"so3"	"so21"	"索要"	
"鎖"	"锁"	"so3"	"so21"		
"妁"	"妁"	"so5"	"so45"		
"碩"	"硕"	"so5"	"so45"		
"鑠"	"铄"	"so5"	"so45"		
"松"	"松"	"song1"	"soŋ13"		
"鬆"	"松"	"song1"	"soŋ13"		
"慫"	"怂"	"song2"	"soŋ11"		
"聳"	"耸"	"song3"	"soŋ21"		
"宋"	"宋"	"song5"	"soŋ45"		
"訟"	"讼"	"song5"	"soŋ45"		
"訴"	"诉"	"song5"	"soŋ45"		
"誦"	"诵"	"song5"	"soŋ45"		
"送"	"送"	"song5"	"soŋ45"		
"頌"	"颂"	"song5"	"soŋ45"		
"倏"	"倏"	"sou1"	"səu13"		
"囌"	"苏"	"sou1"	"səu13"		
"姝"	"姝"	"sou1"	"səu13"		
"搜"	"搜"	"sou1"	"səu13"		
"收"	"收"	"sou1"	"səu13"		
"梳"	"梳"	"sou1"	"səu13"		
"樞"	"枢"	"sou1"	"səu13"		
"淑"	"淑"	"sou1"	"səu13"		
"甦"	"苏"	"sou1"	"səu13"		
"疏"	"疏"	"sou1"	"səu13"		
"穌"	"稣"	"sou1"	"səu13"		
"紓"	"纾"	"sou1"	"səu13"		
"舒"	"舒"	"sou1"	"səu13"		
"艘"	"艘"	"sou1"	"səu13"		
"菽"	"菽"	"sou1"	"səu13"		
"蒐"	"搜"	"sou1"	"səu13"		
"蔬"	"蔬"	"sou1"	"səu13"		
"蘇"	"苏"	"sou1"	"səu13"		
"酥"	"酥"	"sou1"	"səu13"		
"俗"	"俗"	"sou2"	"səu11"		
"叔"	"叔"	"sou2"	"səu11"		
"塾"	"塾"	"sou2"	"səu11"		
"孰"	"孰"	"sou2"	"səu11"		
"宿"	"宿"	"sou2"	"səu11"		
"屬"	"属"	"sou2"	"səu11"		
"束"	"束"	"sou2"	"səu11"	"約束"	
"殊"	"殊"	"sou2"	"səu11"		
"熟"	"熟"	"sou2"	"səu12"		
"續"	"续"	"sou2"	"səu11"		
"術"	"术"	"sou2"	"səu11"		
"贖"	"赎"	"sou2"	"səu11"		
"速"	"速"	"sou2"	"səu11"		
"守"	"守"	"sou3"	"səu21"		
"手"	"手"	"sou3"	"səu21"		
"擻"	"擞"	"sou3"	"səu21"		
"數"	"数"	"sou3"	"səu21"		
"署"	"署"	"sou3"	"səu21"		
"艏"	"艏"	"sou3"	"səu21"		
"薯"	"薯"	"sou3"	"səu21"		
"蜀"	"蜀"	"sou3"	"səu21"		
"首"	"首"	"sou3"	"səu21"		
"黍"	"黍"	"sou3"	"səu21"		
"僳"	"僳"	"sou5"	"səu45"		
"受"	"受"	"sou5"	"səu45"		
"售"	"售"	"sou5"	"səu45"		
"嗽"	"嗽"	"sou5"	"səu45"		
"塑"	"塑"	"sou5"	"səu45"		
"壽"	"寿"	"sou5"	"səu45"		
"庶"	"庶"	"sou5"	"səu45"		
"恕"	"恕"	"sou5"	"səu45"		
"戌"	"戌"	"sou5"	"səu45"		
"戍"	"戍"	"sou5"	"səu45"		
"授"	"授"	"sou5"	"səu45"		
"數"	"数"	"sou5"	"səu45"		
"朔"	"朔"	"sou5"	"səu45"		
"束"	"束"	"sou5"	"səu45"	"一束"	
"槊"	"槊"	"sou5"	"səu45"		
"溯"	"溯"	"sou5"	"səu45"		
"漱"	"漱"	"sou5"	"səu45"		
"狩"	"狩"	"sou5"	"səu45"		
"獸"	"兽"	"sou5"	"səu45"		
"瘦"	"瘦"	"sou5"	"səu45"		
"粟"	"粟"	"sou5"	"səu45"		
"素"	"素"	"sou5"	"səu45"		
"綬"	"绶"	"sou5"	"səu45"		
"肅"	"肃"	"sou5"	"səu45"		
"訴"	"诉"	"sou5"	"səu45"		
"述"	"述"	"sou5"	"səu45"		
"刪"	"删"	"suan1"	"suan13"		
"栓"	"栓"	"suan1"	"suan13"	"新"	
"酸"	"酸"	"suan1"	"suan13"		
"閂"	"闩"	"suan1"	"suan13"		
"算"	"算"	"suan5"	"suan45"		
"蒜"	"蒜"	"suan5"	"suan45"		
"純"	"纯"	"sun2"	"suən11"		
"他"	"他"	"ta1"	"tʰa13"		
"她"	"她"	"ta1"	"tʰa13"		
"它"	"它"	"ta1"	"tʰa13"		
"塌"	"塌"	"ta2"	"tʰa11"		
"塔"	"塔"	"ta2"	"tʰa11"		
"蹋"	"蹋"	"ta2"	"tʰa11"		
"獺"	"獭"	"ta3"	"tʰa21"		
"台"	"台"	"tai1"	"tʰai13"	"台州"	
"胎"	"胎"	"tai1"	"tʰai13"		
"抬"	"抬"	"tai2"	"tʰai11"		
"臺"	"台"	"tai2"	"tʰai11"		
"苔"	"苔"	"tai2"	"tʰai11"		
"颱"	"台"	"tai2"	"tʰai11"		
"太"	"太"	"tai5"	"tʰai45"		
"態"	"态"	"tai5"	"tʰai45"		
"汰"	"汰"	"tai5"	"tʰai45"		
"泰"	"泰"	"tai5"	"tʰai45"		
"坍"	"坍"	"tan1"	"tʰan13"		
"攤"	"摊"	"tan1"	"tʰan13"		
"灘"	"滩"	"tan1"	"tʰan13"		
"癱"	"瘫"	"tan1"	"tʰan13"		
"貪"	"贪"	"tan1"	"tʰan13"		
"壇"	"坛"	"tan2"	"tʰan11"		
"彈"	"弹"	"tan2"	"tʰan11"		
"曇"	"昙"	"tan2"	"tʰan11"		
"檀"	"檀"	"tan2"	"tʰan11"		
"潭"	"潭"	"tan2"	"tʰan11"		
"痰"	"痰"	"tan2"	"tʰan11"		
"罈"	"坛"	"tan2"	"tʰan11"		
"談"	"谈"	"tan2"	"tʰan11"		
"譚"	"谭"	"tan2"	"tʰan11"		
"坦"	"坦"	"tan3"	"tʰan21"		
"忐"	"忐"	"tan3"	"tʰan21"		
"毯"	"毯"	"tan3"	"tʰan21"		
"袒"	"袒"	"tan3"	"tʰan21"		
"嘆"	"叹"	"tan5"	"tʰan45"		
"探"	"探"	"tan5"	"tʰan45"		
"炭"	"炭"	"tan5"	"tʰan45"		
"碳"	"碳"	"tan5"	"tʰan45"		
"襠"	"裆"	"tang1"	"tʰaŋ13"		"蜜甜"
"鐺"	"铛"	"tang1"	"tʰaŋ13"		
"唐"	"唐"	"tang2"	"tʰaŋ11"		
"堂"	"堂"	"tang2"	"tʰaŋ11"		
"塘"	"塘"	"tang2"	"tʰaŋ11"		
"搪"	"搪"	"tang2"	"tʰaŋ11"		
"棠"	"棠"	"tang2"	"tʰaŋ11"		
"湯"	"汤"	"tang2"	"tʰaŋ11"		
"糖"	"糖"	"tang2"	"tʰaŋ11"		
"膛"	"膛"	"tang2"	"tʰaŋ11"		
"螳"	"螳"	"tang2"	"tʰaŋ11"		
"倘"	"倘"	"tang3"	"tʰaŋ13"		
"淌"	"淌"	"tang3"	"tʰaŋ13"		
"躺"	"躺"	"tang3"	"tʰaŋ13"		
"燙"	"烫"	"tang5"	"tʰaŋ45"		
"趟"	"趟"	"tang5"	"tʰaŋ45"		
"叨"	"叨"	"tao1"	"tʰau13"		
"掏"	"掏"	"tao1"	"tʰau13"		
"滔"	"滔"	"tao1"	"tʰau13"		
"濤"	"涛"	"tao1"	"tʰau13"		
"絛"	"绦"	"tao1"	"tʰau13"		
"韜"	"韬"	"tao1"	"tʰau13"		
"饕"	"饕"	"tao1"	"tʰau13"		
"桃"	"桃"	"tao2"	"tʰau11"		
"淘"	"淘"	"tao2"	"tʰau11"		
"萄"	"萄"	"tao2"	"tʰau11"		
"逃"	"逃"	"tao2"	"tʰau11"		
"陶"	"陶"	"tao2"	"tʰau11"		
"討"	"讨"	"tao3"	"tʰau21"		
"蹈"	"蹈"	"tao3"	"tʰau21"		
"套"	"套"	"tao5"	"tʰau45"		
"忑"	"忑"	"te2"	"tʰe11"		
"忒"	"忒"	"te2"	"tʰe11"		
"特"	"特"	"te2"	"tʰe11"		
"推"	"推"	"tei1"	"tʰəi13"		
"頹"	"颓"	"tei2"	"tʰəi11"		
"腿"	"腿"	"tei3"	"tʰəi21"		
"蛻"	"蜕"	"tei5"	"tʰəi45"		
"褪"	"褪"	"tei5"	"tʰəi45"		
"退"	"退"	"tei5"	"tʰəi45"		
"吞"	"吞"	"ten1"	"tʰən13"		
"囤"	"囤"	"ten2"	"tʰən11"		
"屯"	"屯"	"ten2"	"tʰən11"		
"疼"	"疼"	"ten2"	"tʰən11"		
"籐"	"藤"	"ten2"	"tʰən11"		
"臀"	"臀"	"ten2"	"tʰən11"		
"藤"	"藤"	"ten2"	"tʰən11"		
"謄"	"誊"	"ten2"	"tʰən11"		
"騰"	"腾"	"ten2"	"tʰən11"		
"梯"	"梯"	"ti1"	"tʰi13"		
"啼"	"啼"	"ti2"	"tʰi11"		
"提"	"提"	"ti2"	"tʰi11"		
"踢"	"踢"	"ti2"	"tʰi11"		
"蹄"	"蹄"	"ti2"	"tʰi11"		
"醍"	"醍"	"ti2"	"tʰi11"		
"銻"	"锑"	"ti2"	"tʰi11"		
"題"	"题"	"ti2"	"tʰi11"		
"體"	"体"	"ti3"	"tʰi21"		
"剃"	"剃"	"ti5"	"tʰi45"		
"剔"	"剔"	"ti5"	"tʰi45"		
"嚏"	"嚏"	"ti5"	"tʰi45"		
"屜"	"屉"	"ti5"	"tʰi45"		
"帝"	"帝"	"ti5"	"tʰi45"		
"惕"	"惕"	"ti5"	"tʰi45"		
"替"	"替"	"ti5"	"tʰi45"		
"涕"	"涕"	"ti5"	"tʰi45"		
"天"	"天"	"tian1"	"tʰien13"		
"添"	"添"	"tian1"	"tʰien13"		
"顚"	"顚"	"tian1"	"tʰien13"		
"顛"	"颠"	"tian1"	"tʰien13"		
"填"	"填"	"tian2"	"tʰien11"		
"恬"	"恬"	"tian2"	"tʰien11"		
"甜"	"甜"	"tian2"	"tʰien11"		
"田"	"田"	"tian2"	"tʰien11"		
"鈿"	"钿"	"tian2"	"tʰien11"		
"舔"	"舔"	"tian3"	"tʰien21"		
"靦"	"腼"	"tian3"	"tʰien21"		
"挑"	"挑"	"tiao1"	"tʰiau13"	"文"	
"條"	"条"	"tiao2"	"tʰiau11"		
"笤"	"笤"	"tiao2"	"tʰiau11"		
"苕"	"苕"	"tiao2"	"tʰiau11"		
"調"	"调"	"tiao2"	"tʰiau11"		
"迢"	"迢"	"tiao2"	"tʰiau11"		
"斢"	"斢"	"tiao21"	"tʰiau21"	"换"	
"挑"	"挑"	"tiao3"	"tʰiau21"		
"眺"	"眺"	"tiao5"	"tʰiau45"		
"跳"	"跳"	"tiao5"	"tʰiau45"		
"帖"	"帖"	"tie2"	"tʰie11"		
"貼"	"贴"	"tie2"	"tʰie11"		
"鐵"	"铁"	"tie2"	"tʰie11"		
"廳"	"厅"	"tin1"	"tʰin13"		
"汀"	"汀"	"tin1"	"tʰin13"		
"亭"	"亭"	"tin2"	"tʰin11"		
"停"	"停"	"tin2"	"tʰin11"		
"庭"	"庭"	"tin2"	"tʰin11"		
"廷"	"廷"	"tin2"	"tʰin11"		
"蜓"	"蜓"	"tin2"	"tʰin11"		
"挺"	"挺"	"tin3"	"tʰin21"		
"脡"	"脡"	"tin3"	"tʰin21"		
"艇"	"艇"	"tin3"	"tʰin21"		
"聽"	"听"	"tin5"	"tʰin45"		
"拖"	"拖"	"to1"	"tʰo13"		
"托"	"托"	"to2"	"tʰo11"		
"脫"	"脱"	"to2"	"tʰo11"		
"舵"	"舵"	"to2"	"tʰo11"		
"託"	"托"	"to2"	"tʰo11"		
"陀"	"陀"	"to2"	"tʰo11"		
"馱"	"驮"	"to2"	"tʰo11"		
"駝"	"驼"	"to2"	"tʰo11"		
"鴕"	"鸵"	"to2"	"tʰo11"		
"妥"	"妥"	"to3"	"tʰo21"		
"橢"	"椭"	"to3"	"tʰo21"		
"唾"	"唾"	"to5"	"tʰo45"		
"拓"	"拓"	"to5"	"tʰo45"		
"摞"	"摞"	"to5"	"tʰo45"		
"彤"	"彤"	"tong1"	"tʰoŋ13"		
"童"	"童"	"tong1"	"tʰoŋ11"		
"通"	"通"	"tong1"	"tʰoŋ13"		
"同"	"同"	"tong2"	"tʰoŋ11"		
"桐"	"桐"	"tong2"	"tʰoŋ11"		
"瞳"	"瞳"	"tong2"	"tʰoŋ11"		
"筒"	"筒"	"tong2"	"tʰoŋ11"	"一筒"	
"酮"	"酮"	"tong2"	"tʰoŋ11"		
"銅"	"铜"	"tong2"	"tʰoŋ11"		
"捅"	"捅"	"tong3"	"tʰoŋ21"		
"桶"	"桶"	"tong3"	"tʰoŋ21"		
"筒"	"筒"	"tong3"	"tʰoŋ21"	"筒鞋"	
"統"	"统"	"tong3"	"tʰoŋ21"		
"痛"	"痛"	"tong5"	"tʰoŋ45"		
"偷"	"偷"	"tou1"	"tʰəu13"		
"禿"	"秃"	"tou1"	"tʰəu13"		
"凸"	"凸"	"tou2"	"tʰəu11"		
"圖"	"图"	"tou2"	"tʰəu11"		
"塗"	"涂"	"tou2"	"tʰəu11"		
"塗"	"涂"	"tou2"	"tʰəu11"		
"屠"	"屠"	"tou2"	"tʰəu11"		
"徒"	"徒"	"tou2"	"tʰəu11"		
"投"	"投"	"tou2"	"tʰəu11"		
"突"	"突"	"tou2"	"tʰəu11"		
"途"	"途"	"tou2"	"tʰəu11"		
"頭"	"头"	"tou2"	"tʰəu11"		
"吐"	"吐"	"tou3"	"tʰəu21"		
"土"	"土"	"tou3"	"tʰəu21"		
"抖"	"抖"	"tou3"	"tʰəu21"	"白"	
"兔"	"兔"	"tou5"	"tʰəu45"		
"吐"	"吐"	"tou5"	"tʰəu45"		
"透"	"透"	"tou5"	"tʰəu45"		
"湍"	"湍"	"tuan1"	"tʰuan13"		
"團"	"团"	"tuan2"	"tʰuan11"		
"哇"	"哇"	"wa1"	"va13"		
"挖"	"挖"	"wa1"	"va13"		
"窪"	"洼"	"wa1"	"va13"		
"蛙"	"蛙"	"wa1"	"va13"		
"蝸"	"蜗"	"wa1"	"va13"		
"娃"	"娃"	"wa2"	"va11"		
"襪"	"袜"	"wa2"	"va11"		
"搲"	"搲"	"wa3"	"va21"	"搲水"	
"瓦"	"瓦"	"wa3"	"va21"		
"歪"	"歪"	"wai1"	"vai13"		
"外"	"外"	"wai5"	"vai4"		
"宛"	"宛"	"wan1"	"van13"		
"彎"	"弯"	"wan1"	"van13"		
"灣"	"湾"	"wan1"	"van13"		
"豌"	"豌"	"wan1"	"van13"		
"丸"	"丸"	"wan2"	"van11"		
"完"	"完"	"wan2"	"van11"		
"烷"	"烷"	"wan2"	"van11"		
"玩"	"玩"	"wan2"	"van11"		
"頑"	"顽"	"wan2"	"van11"		
"婉"	"婉"	"wan3"	"van21"		
"宛"	"宛"	"wan3"	"van21"		
"惋"	"惋"	"wan3"	"van21"		
"挽"	"挽"	"wan3"	"van21"		
"晚"	"晚"	"wan3"	"van21"		
"皖"	"皖"	"wan3"	"van21"		
"碗"	"碗"	"wan3"	"van21"		
"輓"	"挽"	"wan3"	"van21"		
"腕"	"腕"	"wan5"	"van45"		
"萬"	"万"	"wan5"	"van45"		
"汪"	"汪"	"wang1"	"vaŋ13"		
"亡"	"亡"	"wang2"	"vaŋ11"		
"王"	"王"	"wang2"	"vaŋ11"		
"璜"	"璜"	"wang2"	"vaŋ11"		
"皇"	"皇"	"wang2"	"vaŋ11"		
"往"	"往"	"wang3"	"vaŋ21"		
"枉"	"枉"	"wang3"	"vaŋ21"		
"網"	"网"	"wang3"	"vaŋ21"		
"妄"	"妄"	"wang5"	"vaŋ45"		
"忘"	"忘"	"wang5"	"vaŋ45"		
"旺"	"旺"	"wang5"	"vaŋ45"		
"望"	"望"	"wang5"	"vaŋ45"		
"威"	"威"	"wei1"	"vəi13"		
"巍"	"巍"	"wei1"	"vəi13"		
"微"	"微"	"wei1"	"vəi13"		
"煨"	"煨"	"wei1"	"vəi13"		
"薇"	"薇"	"wei1"	"vəi13"		
"偎"	"偎"	"wei1"	"vəi13"		
"危"	"危"	"wei2"	"vəi11"		
"唯"	"唯"	"wei2"	"vəi11"		
"圍"	"围"	"wei2"	"vəi11"		
"惟"	"惟"	"wei2"	"vəi11"		
"桅"	"桅"	"wei2"	"vəi11"		
"濰"	"潍"	"wei2"	"vəi11"		
"為"	"为"	"wei2"	"vəi11"		
"維"	"维"	"wei2"	"vəi11"		
"違"	"违"	"wei2"	"vəi11"		
"遺"	"遗"	"wei2"	"vəi11"		
"偉"	"伟"	"wei3"	"vəi21"		
"偽"	"伪"	"wei3"	"vəi21"		
"委"	"委"	"wei3"	"vəi21"		
"尾"	"尾"	"wei3"	"vəi21"		
"緯"	"纬"	"wei3"	"vəi21"		
"萎"	"萎"	"wei3"	"vəi21"		
"葦"	"苇"	"wei3"	"vəi21"		
"韋"	"韦"	"wei3"	"vəi21"		
"位"	"位"	"wei5"	"vəi45"		
"味"	"味"	"wei5"	"vəi45"		
"喂"	"喂"	"wei5"	"vəi45"		
"尉"	"尉"	"wei5"	"vəi45"		
"慰"	"慰"	"wei5"	"vəi45"		
"未"	"未"	"wei5"	"vəi45"		
"渭"	"渭"	"wei5"	"vəi45"		
"為"	"为"	"wei5"	"vəi45"		
"畏"	"畏"	"wei5"	"vəi45"		
"胃"	"胃"	"wei5"	"vəi45"		
"蔚"	"蔚"	"wei5"	"vəi45"		
"蝟"	"猬"	"wei5"	"vəi45"		
"衛"	"卫"	"wei5"	"vəi45"		
"謂"	"谓"	"wei5"	"vəi45"		
"餵"	"喂"	"wei5"	"vəi45"		
"魏"	"魏"	"wei5"	"vəi45"		
"溫"	"温"	"wen1"	"vən13"		
"瘟"	"瘟"	"wen1"	"vən13"		
"文"	"文"	"wen2"	"vən11"		
"紋"	"纹"	"wen2"	"vən11"		
"聞"	"闻"	"wen2"	"vən11"		
"蚊"	"蚊"	"wen2"	"vən11"		
"吻"	"吻"	"wen3"	"vən21"		
"穩"	"稳"	"wen3"	"vən21"		
"紊"	"紊"	"wen3"	"vən21"		
"問"	"问"	"wen5"	"vən45"		
"侮"	"侮"	"wu1"	"vu13"		
"嗚"	"呜"	"wu1"	"vu13"		
"塢"	"坞"	"wu1"	"vu13"		
"巫"	"巫"	"wu1"	"vu13"		
"汙"	"污"	"wu1"	"vu13"		
"烏"	"乌"	"wu1"	"vu13"		
"誣"	"诬"	"wu1"	"vu13"		
"鎢"	"钨"	"wu1"	"vu13"		
"吳"	"吴"	"wu2"	"vu11"		
"吾"	"吾"	"wu2"	"vu11"		
"屋"	"屋"	"wu2"	"vu11"		
"梧"	"梧"	"wu2"	"vu11"		
"毋"	"毋"	"wu2"	"vu11"		
"無"	"无"	"wu2"	"vu11"		
"無"	"无"	"wu2"	"vu11"		
"物"	"物"	"wu2"	"vu11"		
"蕪"	"芜"	"wu2"	"vu11"		
"蜈"	"蜈"	"wu2"	"vu11"		
"五"	"五"	"wu3"	"vu21"		
"伍"	"伍"	"wu3"	"vu21"		
"午"	"午"	"wu3"	"vu21"		
"武"	"武"	"wu3"	"vu21"		
"舞"	"舞"	"wu3"	"vu21"		
"鵡"	"鹉"	"wu3"	"vu21"		
"務"	"务"	"wu5"	"vu45"		
"勿"	"勿"	"wu5"	"vu45"		
"悟"	"悟"	"wu5"	"vu45"		
"捂"	"捂"	"wu5"	"vu45"		
"晤"	"晤"	"wu5"	"vu45"		
"誤"	"误"	"wu5"	"vu45"		
"霧"	"雾"	"wu5"	"vu45"		
"戊"	"戊"	"wu5"	"vu45"		
"瞀"	"瞀"	"wu5"	"vu45"	"视不清"	
"嘻"	"嘻"	"xi1"	"ɕi13"		
"夕"	"夕"	"xi1"	"ɕi13"	"新"	
"嬉"	"嬉"	"xi1"	"ɕi13"		
"希"	"希"	"xi1"	"ɕi13"		
"悉"	"悉"	"xi1"	"ɕi13"		
"棲"	"栖"	"xi1"	"ɕi13"		
"汐"	"汐"	"xi1"	"ɕi13"	"新"	
"烯"	"烯"	"xi1"	"ɕi13"		
"熙"	"熙"	"xi1"	"ɕi13"		
"犀"	"犀"	"xi1"	"ɕi13"		
"犧"	"牺"	"xi1"	"ɕi13"		
"硒"	"硒"	"xi1"	"ɕi13"		
"稀"	"稀"	"xi1"	"ɕi13"		
"蟋"	"蟋"	"xi1"	"ɕi13"		
"需"	"需"	"xi1"	"ɕi13"	"老"	
"須"	"须"	"xi1"	"ɕi13"	"老"	
"鬚"	"须"	"xi1"	"ɕi13"	"老"	
