正體	簡體	音標	調類	備註
屑	屑	ɕiɪʔ	⑦	
息	息	ɕiɪʔ	⑦	子～：子女
悉	悉	ɕiɪʔ	⑦	
惜	惜	ɕiɪʔ	⑦	～罪過：為不浪費而吃掉用掉
淅	淅	ɕiɪʔ	⑦	
紲	绁	ɕiɪʔ	⑦	
雪	雪	ɕiɪʔ	⑦	
晰	晰	ɕiɪʔ	⑦	
渫	渫	ɕiɪʔ	⑦	
腊	腊	ɕiɪʔ	⑦	
舄	舄	ɕiɪʔ	⑦	
菥	菥	ɕiɪʔ	⑦	
媳	媳	ɕiɪʔ	⑦	
楔	楔	ɕiɪʔ	⑦	
晳	晳	ɕiɪʔ	⑦	
榍	榍	ɕiɪʔ	⑦	
蜥	蜥	ɕiɪʔ	⑦	
裼	裼	ɕiɪʔ	⑦	
錫	锡	ɕiɪʔ	⑦	
膝	膝	ɕiɪʔ	⑦	
燮	燮	ɕiɪʔ	⑦	
薛	薛	ɕiɪʔ	⑦	
蟋	蟋	ɕiɪʔ	⑦	
褻	亵	ɕiɪʔ	⑦	
鱈	鳕	ɕiɪʔ	⑦	
躞	躞	ɕiɪʔ	⑦	
肸	肸	ɕiɪʔ	⑦	
赩	赩	ɕiɪʔ	⑦	
噏	噏	ɕiɪʔ	⑦	
熻	熻	ɕiɪʔ	⑦	
㽺	㽺	ɕiɪʔ	⑦	
卹	恤	ɕiɪʔ	⑦	
偰	偰	ɕiɪʔ	⑦	
揳	揳	ɕiɪʔ	⑦	
緆	緆	ɕiɪʔ	⑦	
蒠	蒠	ɕiɪʔ	⑦	
窸	窸	ɕiɪʔ	⑦	
蕮	蕮	ɕiɪʔ	⑦	
潟	舄	ɕiɪʔ	⑦	
日	日	ȵiɪʔ	⑦	～腳：日子
入	入	ȵiɪʔ	⑦	
熱	热	ȵiɪʔ	⑦	
聶	聂	ȵiɪʔ	⑦	
顳	颞	ȵiɪʔ	⑦	
躡	蹑	ȵiɪʔ	⑦	
囁	嗫	ȵiɪʔ	⑦	
鑷	镊	ȵiɪʔ	⑦	
孽	孽	ȵiɪʔ	⑦	兒：～子不孝
逆	逆	ȵiɪʔ	⑦	
溺	溺	ȵiɪʔ	⑦	
匿	匿	ȵiɪʔ	⑦	酒瓶～勒袋里
仡	仡	ȵiɪʔ	⑦	
圪	圪	ȵiɪʔ	⑦	
屹	屹	ȵiɪʔ	⑦	
岌	岌	ȵiɪʔ	⑦	
昵	昵	ȵiɪʔ	⑦	
涅	涅	ȵiɪʔ	⑦	
臬	臬	ȵiɪʔ	⑦	
堨	堨	ȵiɪʔ	⑦	
隉	陧	ȵiɪʔ	⑦	
業	业	ȵiɪʔ	⑦	
鄴	邺	ȵiɪʔ	⑦	
鎳	镍	ȵiɪʔ	⑦	
嚙	啮	ȵiɪʔ	⑦	
惄	惄	ȵiɪʔ	⑦	
暱	昵	ȵiɪʔ	⑦	
馹	驲	ȵiɪʔ	⑦	
闑	闑	ȵiɪʔ	⑦	
爇	爇	ȵiɪʔ	⑦	
一	一	iɪʔ	⑦	
乙	乙	iɪʔ	⑦	
揖	揖	iɪʔ	⑦	作～
壹	壹	iɪʔ	⑦	
噎	噎	iɪʔ	⑦	～牢
抑	抑	iɪʔ	⑦	
溢	溢	iɪʔ	⑦	
縊	缢	iɪʔ	⑦	
葉	叶	iɪʔ	⑦	
頁	页	iɪʔ	⑦	
逸	逸	iɪʔ	⑦	
翼	翼	iɪʔ	⑦	又
譯	译	iɪʔ	⑦	
亦	亦	iɪʔ	⑦	
靨	靥	iɪʔ	⑦	酒～：酒窩兒
益	益	iɪʔ	⑦	
謁	谒	iɪʔ	⑦	
邑	邑	iɪʔ	⑦	
咽	咽	iɪʔ	⑦	
悒	悒	iɪʔ	⑦	
挹	挹	iɪʔ	⑦	
浥	浥	iɪʔ	⑦	
擫	擫	iɪʔ	⑦	
謚	谥	iɪʔ	⑦	
饐	饐	iɪʔ	⑦	
弌	弌	iɪʔ	⑦	
擪	擪	iɪʔ	⑦	
𥣘	𥣘	iɪʔ	⑦	
𨉖	𨉖	iɪʔ	⑦	
不	不	pəʔ	⑦	(文)｜無～：沒有
畀	畀	pəʔ	⑦	
鉢	钵	pəʔ	⑦	
撥	拨	pəʔ	⑦	
缽	钵	pəʔ	⑦	～頭：陶瓷罐子
茇	茇	pəʔ	⑦	
般	般	pəʔ	⑦	
鈈	钚	pəʔ	⑦	
鮁	鲅	pəʔ	⑦	
砵	砵	pəʔ	⑦	
襏	袯	pəʔ	⑦	
醱	酦	pəʔ	⑦	
潑	泼	pʰəʔ	⑦	
迫	迫	pʰəʔ	⑦	
☐	☐	bəʔ	⑧	～翻：盛器側倒湯水溢出。俗作潑翻
孛	孛	bəʔ	⑧	
勃	勃	bəʔ	⑧	
挬	挬	bəʔ	⑧	
脖	脖	bəʔ	⑧	
荸	荸	bəʔ	⑧	
渤	渤	bəʔ	⑧	
帛	帛	bəʔ	⑧	
誖	誖	bəʔ	⑧	
餑	饽	bəʔ	⑧	
鵓	鹁	bəʔ	⑧	
浡	浡	bəʔ	⑧	
跋	跋	bəʔ	⑧	
茇	茇	bəʔ	⑧	
炦	炦	bəʔ	⑧	
別	别	bəʔ	⑧	
葡	葡	bəʔ	⑧	
鈸	钹	bəʔ	⑧	
魃	魃	bəʔ	⑧	
鼻	鼻	bəʔ	⑧	
踣	踣	bəʔ	⑧	
鼥	鼥	bəʔ	⑧	
坺	坺	bəʔ	⑧	
㧊	㧊	bəʔ	⑧	
末	末	məʔ	⑦	著～：最後
沒	没	məʔ	⑦	
抹	抹	məʔ	⑦	
歿	殁	məʔ	⑦	
沫	沫	məʔ	⑦	
茉	茉	məʔ	⑦	
秣	秣	məʔ	⑦	
靺	靺	məʔ	⑦	
物	物	məʔ	⑦	(白)～事：東西
墨	墨	məʔ	⑦	
默	默	məʔ	⑦	
嚜	嚜	məʔ	⑦	
歾	歾	məʔ	⑦	
彿	佛	fəʔ	⑦	
拂	拂	fəʔ	⑦	
芾	芾	fəʔ	⑦	
氟	氟	fəʔ	⑦	
祓	祓	fəʔ	⑦	
紼	绋	fəʔ	⑦	
艴	艴	fəʔ	⑦	
咈	咈	fəʔ	⑦	
茀	茀	fəʔ	⑦	
韍	韨	fəʔ	⑦	
不	不	vəʔ	⑧	(白)同勿
弗	弗	vəʔ	⑧	
勿	勿	vəʔ	⑧	～能去｜～是
佛	佛	vəʔ	⑧	
怫	怫	vəʔ	⑧	
物	物	vəʔ	⑧	(文)事～
芴	芴	vəʔ	⑧	
咈	咈	vəʔ	⑧	
坲	坲	vəʔ	⑧	
咄	咄	təʔ	⑦	
得	得	təʔ	⑦	有～哩：夠了｜勿～：不止
掇	掇	təʔ	⑦	端：～張椅子｜～轉：轉過來
敠	敠	təʔ	⑦	
答	答	təʔ	⑦	
搭	搭	təʔ	⑦	
裰	裰	təʔ	⑦	
德	德	təʔ	⑦	
鍀	锝	təʔ	⑦	
柮	柮	təʔ	⑦	
鎝	鎝	təʔ	⑦	
嘚	嘚	təʔ	⑦	
飿	饳	təʔ	⑦	
㿯	㿯	təʔ	⑦	
忑	忑	tʰəʔ	⑦	
忒	忒	tʰəʔ	⑦	～大：太大
脫	脱	tʰəʔ	⑦	
搭	搭	tʰəʔ	⑦	
漯	漯	tʰəʔ	⑦	
慝	慝	tʰəʔ	⑦	
鋱	铽	tʰəʔ	⑦	
貣	貣	tʰəʔ	⑦	
奪	夺	dəʔ	⑧	
特	特	dəʔ	⑧	
突	突	dəʔ	⑧	
凸	凸	dəʔ	⑧	
沓	沓	dəʔ	⑧	
迭	迭	dəʔ	⑧	
疊	迭	dəʔ	⑧	
涾	涾	dəʔ	⑧	
腯	腯	dəʔ	⑧	
葖	葖	dəʔ	⑧	
遝	沓	dəʔ	⑧	
誻	誻	dəʔ	⑧	
螣	螣	dəʔ	⑧	
吶	吶	nəʔ	⑦	
肭	肭	nəʔ	⑦	
納	纳	nəʔ	⑦	
衲	衲	nəʔ	⑦	
訥	讷	nəʔ	⑦	
鈉	钠	nəʔ	⑦	
抐	抐	nəʔ	⑦	
㨥	㨥	nəʔ	⑦	
了	了	ləʔ	⑦	
勒	勒	ləʔ	⑦	
肋	肋	ləʔ	⑦	
𢫫	𢫫	ləʔ	⑦	
仂	仂	ləʔ	⑦	
叻	叻	ləʔ	⑦	
肋	肋	ləʔ	⑦	～彭骨：肋骨
☐	☐	ləʔ	⑦	皮膚被銳物劃開。俗作勒
垃	垃	ləʔ	⑦	
泐	泐	ləʔ	⑦	
捋	捋	ləʔ	⑦	
嘞	嘞	ləʔ	⑦	
邋	邋	ləʔ	⑦	
鰳	鳓	ləʔ	⑦	
鑞	镴	ləʔ	⑦	
鞡	鞡	ləʔ	⑦	
仄	仄	tsəʔ	⑦	
者	者	tsəʔ	⑦	
折	折	tsəʔ	⑦	鈔票～糧還人家
褶	褶	tsəʔ	⑦	
執	执	tsəʔ	⑦	
汁	汁	tsəʔ	⑦	
哲	哲	tsəʔ	⑦	
浙	浙	tsəʔ	⑦	
質	质	tsəʔ	⑦	
只	只	tsəʔ	⑦	～得：只有
卒	卒	tsəʔ	⑦	
則	则	tsəʔ	⑦	
側	侧	tsəʔ	⑦	～過來：轉過來
織	织	tsəʔ	⑦	
職	职	tsəʔ	⑦	
責	责	tsəʔ	⑦	
轍	辙	tsəʔ	⑦	
拙	拙	tsəʔ	⑦	
絀	绌	tsəʔ	⑦	
昃	昃	tsəʔ	⑦	
拶	拶	tsəʔ	⑦	
茁	茁	tsəʔ	⑦	
郅	郅	tsəʔ	⑦	
桎	桎	tsəʔ	⑦	
陟	陟	tsəʔ	⑦	
啐	啐	tsəʔ	⑦	
窒	窒	tsəʔ	⑦	
膣	膣	tsəʔ	⑦	
這	这	tsəʔ	⑦	
蜇	蜇	tsəʔ	⑦	
嘖	啧	tsəʔ	⑦	
輒	辄	tsəʔ	⑦	
嘬	嘬	tsəʔ	⑦	
櫛	栉	tsəʔ	⑦	
縶	絷	tsəʔ	⑦	
蕺	蕺	tsəʔ	⑦	
騭	骘	tsəʔ	⑦	
懾	慑	tsəʔ	⑦	
攥	攥	tsəʔ	⑦	
厔	厔	tsəʔ	⑦	
窋	窋	tsəʔ	⑦	
惙	惙	tsəʔ	⑦	
罬	罬	tsəʔ	⑦	
銍	铚	tsəʔ	⑦	
噆	噆	tsəʔ	⑦	
醊	醊	tsəʔ	⑦	
徹	彻	tsʰəʔ	⑦	
撤	撤	tsʰəʔ	⑦	
澈	澈	tsʰəʔ	⑦	
猝	猝	tsʰəʔ	⑦	
出	出	tsʰəʔ	⑦	～門：出嫁
測	测	tsʰəʔ	⑦	
赤	赤	tsʰəʔ	⑦	～黑
叱	叱	tsʰəʔ	⑦	
斥	斥	tsʰəʔ	⑦	
怵	怵	tsʰəʔ	⑦	
啜	啜	tsʰəʔ	⑦	
敕	敕	tsʰəʔ	⑦	
惻	恻	tsʰəʔ	⑦	
飭	饬	tsʰəʔ	⑦	
撮	撮	tsʰəʔ	⑦	
輟	辍	tsʰəʔ	⑦	
黜	黜	tsʰəʔ	⑦	
黢	黢	tsʰəʔ	⑦	
齣	出	tsʰəʔ	⑦	
攝	摄	səʔ	⑦	
澀	涩	səʔ	⑦	
溼	湿	səʔ	⑦	
濕	湿	səʔ	⑦	
設	设	səʔ	⑦	無～法：不知怎麼办好
刷	刷	səʔ	⑦	～帚：刷鍋具
瑟	瑟	səʔ	⑦	
失	失	səʔ	⑦	
虱	虱	səʔ	⑦	白～
室	室	səʔ	⑦	
率	率	səʔ	⑦	～領
蟀	蟀	səʔ	⑦	
飾	饰	səʔ	⑦	
色	色	səʔ	⑦	
啬	啬	səʔ	⑦	
式	式	səʔ	⑦	
拭	拭	səʔ	⑦	
識	识	səʔ	⑦	～相：知趣
釋	释	səʔ	⑦	
說	说	səʔ	⑦	小～
☐	☐	səʔ	⑦	飯米～：飯粒
十	十	səʔ	⑦	
什	什	səʔ	⑦	
圾	圾	səʔ	⑦	
涮	涮	səʔ	⑦	
唰	唰	səʔ	⑦	
趿	趿	səʔ	⑦	
軾	轼	səʔ	⑦	
銫	铯	səʔ	⑦	
撤	撤	səʔ	⑦	
蝨	虱	səʔ	⑦	
適	适	səʔ	⑦	
槭	槭	səʔ	⑦	
穑	穑	səʔ	⑦	
懾	慑	səʔ	⑦	
灄	滠	səʔ	⑦	
窣	窣	səʔ	⑦	
靸	靸	səʔ	⑦	
鎝	鎝	səʔ	⑦	
十	十	zəʔ	⑧	
入	入	zəʔ	⑧	
日	日	zəʔ	⑧	(文)～本
值	值	zəʔ	⑧	
直	直	zəʔ	⑧	
食	食	zəʔ	⑧	
賊	贼	zəʔ	⑧	～骨頭：賊
實	实	zəʔ	⑧	著～甜：十分甜
術	术	zəʔ	⑧	
澤	泽	zəʔ	⑧	
什	什	zəʔ	⑧	
舌	舌	zəʔ	⑧	
拾	拾	zəʔ	⑧	
植	植	zəʔ	⑧	
擇	择	zəʔ	⑧	
蝕	蚀	zəʔ	⑧	
殖	殖	zəʔ	⑧	
侄	侄	zəʔ	⑧	
朮	朮	zəʔ	⑧	
帙	帙	zəʔ	⑧	
述	述	zəʔ	⑧	
沭	沭	zəʔ	⑧	
涉	涉	zəʔ	⑧	
秩	秩	zəʔ	⑧	
秫	秫	zəʔ	⑧	
埴	埴	zəʔ	⑧	
蜇	蜇	zəʔ	⑧	
轍	辙	zəʔ	⑧	
雜	杂	zəʔ	⑧	嘈～
姪	侄	zəʔ	⑧	
柣	柣	zəʔ	⑧	
紩	紩	zəʔ	⑧	
寔	寔	zəʔ	⑧	
湜	湜	zəʔ	⑧	
椊	椊	zəʔ	⑧	
鰂	鲗	zəʔ	⑧	
箇	箇	kəʔ	⑦	這
格	格	kəʔ	⑦	(又)“箇”的俗字。
鴿	鸽	kəʔ	⑦	
割	割	kəʔ	⑦	
葛	葛	kəʔ	⑦	
革	革	kəʔ	⑦	
隔	隔	kəʔ	⑦	～嘴：口吃
虼	虼	kəʔ	⑦	～蚤
☐	☐	kəʔ	⑦	打～：勸說
疙	疙	kəʔ	⑦	
佮	佮	kəʔ	⑦	
蛤	蛤	kəʔ	⑦	
嗑	嗑	kəʔ	⑦	
鉿	铪	kəʔ	⑦	
頜	颌	kəʔ	⑦	
噶	噶	kəʔ	⑦	
匌	匌	kəʔ	⑦	
刻	刻	kʰəʔ	⑦	～毒
剋	克	kʰəʔ	⑦	
克	克	kʰəʔ	⑦	
咳	咳	kʰəʔ	⑦	
氪	氪	kʰəʔ	⑦	
渴	渴	kʰəʔ	⑦	
溘	溘	kʰəʔ	⑦	
瞌	瞌	kʰəʔ	⑦	
磕	磕	kʰəʔ	⑦	
迲	迲	kʰəʔ	⑦	
喝	喝	həʔ	⑦	～彩
黑	黑	həʔ	⑦	
嘿	嘿	həʔ	⑦	
合	合	əʔ	⑦	
个	个	əʔ	⑦	
劾	劾	əʔ	⑦	
曷	曷	əʔ	⑦	
核	核	əʔ	⑦	審～
盍	盍	əʔ	⑦	
盒	盒	əʔ	⑦	
耠	耠	əʔ	⑦	
嗑	嗑	əʔ	⑦	
閡	阂	əʔ	⑦	
罯	罯	əʔ	⑦	盖住，捂住
☐	☐	əʔ	⑦	定～
☐	☐	əʔ	⑦	拾取：地上～起来
郃	合	əʔ	⑦	
鞨	鞨	əʔ	⑦	
鶡	鹖	əʔ	⑦	
个	个	əʔ	⑦	
呃	呃	əʔ	⑦	
堨	堨	əʔ	⑦	
遏	遏	əʔ	⑦	
蝎	蝎	əʔ	⑦	
褐	褐	əʔ	⑦	
閼	阏	əʔ	⑦	
搕	搕	əʔ	⑦	
餩	餩	əʔ	⑦	
餲	餲	əʔ	⑦	
骨	骨	kuəʔ	⑦	
國	国	kuəʔ	⑦	
囗	囗	kuəʔ	⑦	
嘓	嘓	kuəʔ	⑦	
幗	帼	kuəʔ	⑦	
蟈	蝈	kuəʔ	⑦	
汨	汨	kuəʔ	⑦	
鶻	鹘	kuəʔ	⑦	
扢	扢	kuəʔ	⑦	
搰	搰	kuəʔ	⑦	
榾	榾	kuəʔ	⑦	
蓇	蓇	kuəʔ	⑦	
餶	馉	kuəʔ	⑦	
圣	圣	kʰuəʔ	⑦	
闊	阔	kʰuəʔ	⑦	
窟	窟	kʰuəʔ	⑦	
堀	堀	kʰuəʔ	⑦	
蛞	蛞	kʰuəʔ	⑦	
矻	矻	kʰuəʔ	⑦	
朏	朏	kʰuəʔ	⑦	
忽	忽	huəʔ	⑦	
寣	寣	huəʔ	⑦	
笏	笏	huəʔ	⑦	
惚	惚	huəʔ	⑦	
淴	淴	huəʔ	⑦	
唿	唿	huəʔ	⑦	
㧾	㧾	huəʔ	⑦	
啘	啘	uəʔ	⑦	
殟	殟	uəʔ	⑦	
核	核	uəʔ	⑦	桃～
腽	腽	uəʔ	⑦	
𩑦	𩑦	uəʔ	⑦	桃～
活	活	uəʔ	⑦	
或	或	uəʔ	⑦	
鶻	鹘	uəʔ	⑦	
囫	囫	uəʔ	⑦	
猢	猢	uəʔ	⑦	
厥	厥	ʨyəʔ	⑦	
決	决	ʨyəʔ	⑦	
訣	诀	ʨyəʔ	⑦	
橘	橘	ʨyəʔ	⑦	
抉	抉	ʨyəʔ	⑦	
觖	觖	ʨyəʔ	⑦	
劂	劂	ʨyəʔ	⑦	
噘	噘	ʨyəʔ	⑦	
撅	撅	ʨyəʔ	⑦	
獗	獗	ʨyəʔ	⑦	
蕨	蕨	ʨyəʔ	⑦	
譎	谲	ʨyəʔ	⑦	
玦	玦	ʨyəʔ	⑦	
駃	駃	ʨyəʔ	⑦	
瘚	瘚	ʨyəʔ	⑦	
屈	屈	ʨʰyəʔ	⑦	
缺	缺	ʨʰyəʔ	⑦	
炔	炔	ʨʰyəʔ	⑦	
詘	诎	ʨʰyəʔ	⑦	
闋	阕	ʨʰyəʔ	⑦	
闕	阙	ʨʰyəʔ	⑦	
倔	倔	ʥyəʔ	⑧	
掘	掘	ʥyəʔ	⑧	猪鼻头～烂泥
堀	堀	ʥyəʔ	⑧	
崛	崛	ʥyəʔ	⑧	
噘	噘	ʥyəʔ	⑧	
撅	撅	ʥyəʔ	⑧	
橛	橛	ʥyəʔ	⑧	
血	血	ɕyəʔ	⑦	
☐	☐	ɕyəʔ	⑦	～头：有派头，能说会道，干得漂亮
噱	噱	ɕyəʔ	⑦	～头：有派头，能说会道，干得漂亮
肷	肷	ɕyəʔ	⑦	
怴	怴	ɕyəʔ	⑦	
魆	魆	ɕyəʔ	⑦	
尉	尉	yəʔ	⑦	
熨	熨	yəʔ	⑦	
蔚	蔚	yəʔ	⑦	
鬱	郁	yəʔ	⑦	
曰	曰	yəʔ	⑦	
月	月	yəʔ	⑦	
穴	穴	yəʔ	⑦	
悅	悦	yəʔ	⑦	
聿	聿	yəʔ	⑦	
越	越	yəʔ	⑦	
粵	粤	yəʔ	⑦	
閱	阅	yəʔ	⑦	
玥	玥	yəʔ	⑦	
樾	樾	yəʔ	⑦	
鷸	鹬	yəʔ	⑦	
茓	茓	yəʔ	⑦	
刖	刖	yəʔ	⑦	
北	北	poʔ	⑦	
波	波	poʔ	⑦	
博	博	poʔ	⑦	
啵	啵	poʔ	⑦	
剝	剥	poʔ	⑦	
卜	卜	poʔ	⑦	
駁	驳	poʔ	⑦	
八	八	poʔ	⑦	又
☐	☐	poʔ	⑦	到～：年齡到頭該死了
駮	驳	poʔ	⑦	
搏	搏	poʔ	⑦	
膊	膊	poʔ	⑦	
卟	卟	poʔ	⑦	
趵	趵	poʔ	⑦	
鑮	鑮	poʔ	⑦	
攴	攴	pʰoʔ	⑦	
攵	攵	pʰoʔ	⑦	
撲	扑	pʰoʔ	⑦	
朴	朴	pʰoʔ	⑦	
樸	朴	pʰoʔ	⑦	
噗	噗	pʰoʔ	⑦	
璞	璞	pʰoʔ	⑦	
濮	濮	pʰoʔ	⑦	
仆	仆	pʰoʔ	⑦	
濼	泺	pʰoʔ	⑦	
醭	醭	pʰoʔ	⑦	
蹼	蹼	pʰoʔ	⑦	
釙	钋	pʰoʔ	⑦	
圤	圤	pʰoʔ	⑦	
扑	扑	pʰoʔ	⑦	
奤	奤	pʰoʔ	⑦	
狛	狛	pʰoʔ	⑦	
𩌌	𩌌	pʰoʔ	⑦	
薄	薄	boʔ	⑧	
泊	泊	boʔ	⑧	梁山～
卜	卜	boʔ	⑧	
簿	簿	boʔ	⑧	
蔔	卜	boʔ	⑧	
魄	魄	boʔ	⑧	
鉑	铂	boʔ	⑧	
瀑	瀑	boʔ	⑧	
縛	缚	boʔ	⑧	～～牢
僕	仆	boʔ	⑧	倒下
箔	箔	boʔ	⑧	
亳	亳	boʔ	⑧	
僰	僰	boʔ	⑧	
匐	匐	boʔ	⑧	
礴	礴	boʔ	⑧	
踣	踣	boʔ	⑧	
鏷	镤	boʔ	⑧	
菔	菔	boʔ	⑧	
雹	雹	boʔ	⑧	
麼	么	moʔ	⑦	
木	木	moʔ	⑦	～知～覺：呆滯，蒙在鼓裡
目	目	moʔ	⑦	
沐	沐	moʔ	⑦	
坶	坶	moʔ	⑦	
☐	☐	moʔ	⑦	～勞勞｜～興興：極多
牧	牧	moʔ	⑦	
苜	苜	moʔ	⑦	
莫	莫	moʔ	⑦	
睦	睦	moʔ	⑦	
鉬	钼	moʔ	⑦	
寞	寞	moʔ	⑦	
慕	慕	moʔ	⑦	
摸	摸	moʔ	⑦	
漠	漠	moʔ	⑦	
膜	膜	moʔ	⑦	
瘼	瘼	moʔ	⑦	
穆	穆	moʔ	⑦	
邈	邈	moʔ	⑦	
鏌	镆	moʔ	⑦	
幅	幅	foʔ	⑦	
福	福	foʔ	⑦	
蝠	蝠	foʔ	⑦	
輻	辐	foʔ	⑦	
腹	腹	foʔ	⑦	
蝮	蝮	foʔ	⑦	
複	复	foʔ	⑦	
馥	馥	foʔ	⑦	
覆	覆	foʔ	⑦	
服	服	voʔ	⑧	
伏	伏	voʔ	⑧	～貼：順從
復	复	voʔ	⑧	
茯	茯	voʔ	⑧	
匐	匐	voʔ	⑧	
縛	缚	voʔ	⑧	
袱	袱	voʔ	⑧	
幞	幞	voʔ	⑧	
宓	宓	voʔ	⑧	
洑	洑	voʔ	⑧	
栿	栿	voʔ	⑧	
督	督	toʔ	⑦	
☐	☐	toʔ	⑦	扔：～磚頭
☐	☐	toʔ	⑦	豎立：～起一塊碑｜陡：壁～壁～
篤	笃	toʔ	⑦	
啄	啄	toʔ	⑦	
厾	厾	toʔ	⑦	
涿	涿	toʔ	⑦	
沰	沰	toʔ	⑦	～雨｜～鼻涕
豛	豛	toʔ	⑦	
㞘	㞘	toʔ	⑦	
☐	☐	tʰoʔ	⑦	全部，清一色：～是雌蟹
乇	乇	tʰoʔ	⑦	
托	托	tʰoʔ	⑦	
禿	秃	tʰoʔ	⑦	
拓	拓	tʰoʔ	⑦	
柝	柝	tʰoʔ	⑦	
託	托	tʰoʔ	⑦	
庹	庹	tʰoʔ	⑦	
魄	魄	tʰoʔ	⑦	
橐	橐	tʰoʔ	⑦	
籜	箨	tʰoʔ	⑦	
侂	侂	tʰoʔ	⑦	
飥	饦	tʰoʔ	⑦	
跅	跅	tʰoʔ	⑦	
蘀	萚	tʰoʔ	⑦	
袥	袥	tʰoʔ	⑦	
度	度	doʔ	⑧	
毒	毒	doʔ	⑧	
讀	读	doʔ	⑧	
獨	独	doʔ	⑧	
踱	踱	doʔ	⑧	
犢	犊	doʔ	⑧	
瀆	渎	doʔ	⑧	
牘	牍	doʔ	⑧	
櫝	椟	doʔ	⑧	
黷	黩	doʔ	⑧	
鐸	铎	doʔ	⑧	
諾	诺	noʔ	⑦	
喏	喏	noʔ	⑦	
偌	偌	noʔ	⑦	
鍩	锘	noʔ	⑦	
搦	搦	noʔ	⑦	
耨	耨	noʔ	⑦	
傉	傉	noʔ	⑦	
搙	搙	noʔ	⑦	
六	六	loʔ	⑦	
樂	乐	loʔ	⑦	快～
落	落	loʔ	⑦	明朝～起：明日始
綠	绿	loʔ	⑦	
陸	陆	loʔ	⑦	
錄	录	loʔ	⑦	
洛	洛	loʔ	⑦	
鹿	鹿	loʔ	⑦	
祿	禄	loʔ	⑦	
駱	骆	loʔ	⑦	
氯	氯	loʔ	⑦	
絡	络	loʔ	⑦	
烙	烙	loʔ	⑦	
麓	麓	loʔ	⑦	
珞	珞	loʔ	⑦	
碌	碌	loʔ	⑦	
戮	戮	loʔ	⑦	
酪	酪	loʔ	⑦	
雒	雒	loʔ	⑦	
硌	硌	loʔ	⑦	
逯	逯	loʔ	⑦	
濼	泺	loʔ	⑦	
漉	漉	loʔ	⑦	
録	録	loʔ	⑦	
僇	僇	loʔ	⑦	
轆	辘	loʔ	⑦	
籙	箓	loʔ	⑦	
躒	跞	loʔ	⑦	
甪	甪	loʔ	⑦	
彔	彔	loʔ	⑦	
渌	渌	loʔ	⑦	
盝	盝	loʔ	⑦	
蹗	蹗	loʔ	⑦	
餎	饹	loʔ	⑦	
笿	笿	loʔ	⑦	
睩	睩	loʔ	⑦	
僇	僇	loʔ	⑦	
☐	☐	loʔ	⑦	賺取扣除：裁縫～布。白話小說作落
作	作	tsoʔ	⑦	～文
祝	祝	tsoʔ	⑦	
足	足	tsoʔ	⑦	
竹	竹	tsoʔ	⑦	
屬	属	tsoʔ	⑦	
粥	粥	tsoʔ	⑦	
卓	卓	tsoʔ	⑦	
桌	桌	tsoʔ	⑦	
捉	捉	tsoʔ	⑦	
築	筑	tsoʔ	⑦	
燭	烛	tsoʔ	⑦	火～：火災
啄	啄	tsoʔ	⑦	
☐	☐	tsoʔ	⑦	跡～：衣上污漬
竺	竺	tsoʔ	⑦	
琢	琢	tsoʔ	⑦	
蹙	蹙	tsoʔ	⑦	
囑	嘱	tsoʔ	⑦	
淖	淖	tsoʔ	⑦	
鏃	镞	tsoʔ	⑦	
嘬	嘬	tsoʔ	⑦	
矚	瞩	tsoʔ	⑦	
棹	棹	tsoʔ	⑦	
斫	斫	tsoʔ	⑦	
瘃	瘃	tsoʔ	⑦	
倬	倬	tsoʔ	⑦	
涿	涿	tsoʔ	⑦	～縣
茁	茁	tsoʔ	⑦	
諑	诼	tsoʔ	⑦	
斲	斲	tsoʔ	⑦	
唶	唶	tsoʔ	⑦	
錯	错	tsʰoʔ	⑦	
促	促	tsʰoʔ	⑦	～掐：陰險刁鑽
撮	撮	tsʰoʔ	⑦	
觸	触	tsʰoʔ	⑦	
趣	趣	tsʰoʔ	⑦	
戳	戳	tsʰoʔ	⑦	
趨	趋	tsʰoʔ	⑦	
簇	簇	tsʰoʔ	⑦	～新
畜	畜	tsʰoʔ	⑦	～牲
矗	矗	tsʰoʔ	⑦	
亍	亍	tsʰoʔ	⑦	
蹴	蹴	tsʰoʔ	⑦	
猝	猝	tsʰoʔ	⑦	
怵	怵	tsʰoʔ	⑦	
齪	龊	tsʰoʔ	⑦	
俶	俶	tsʰoʔ	⑦	
蔟	蔟	tsʰoʔ	⑦	
搐	搐	tsʰoʔ	⑦	
瘯	瘯	tsʰoʔ	⑦	
擉	擉	tsʰoʔ	⑦	
甴	甴	tsʰoʔ	⑦	
娖	娖	tsʰoʔ	⑦	
厝	厝	tsʰoʔ	⑦	
說	说	soʔ	⑦	一句～話：一句話
索	索	soʔ	⑦	
速	速	soʔ	⑦	
縮	缩	soʔ	⑦	
叔	叔	soʔ	⑦	
宿	宿	soʔ	⑦	陳舊，不鮮：～貨｜～脫了
束	束	soʔ	⑦	皮帶～～結
塑	塑	soʔ	⑦	
嗦	嗦	soʔ	⑦	
朔	朔	soʔ	⑦	
粟	粟	soʔ	⑦	
肅	肃	soʔ	⑦	
溯	溯	soʔ	⑦	
爍	烁	soʔ	⑦	
夙	夙	soʔ	⑦	
僳	僳	soʔ	⑦	
倏	倏	soʔ	⑦	
