语素	音标	注释
织	ʨieʔ7	~绒线：织毛衣
□	ʨieʔ7	~蛛：蜘蛛
棘	ʨieʔ7	~手（口语叫“辣手”）
戟	ʨieʔ7	方天画~
击	ʨieʔ7	速~战；冲~力
激	ʨieʔ7	刺~
怯	ʨʰieʔ7h	胆~
泣	ʨʰieʔ7h	哭~
乞	ʨʰieʔ7h	讨~
讫	ʨʰieʔ7h	收~
隙	ʨʰieʔ7h	空~
吃	ʨʰieʔ7h	~力：累
及	ʥieʔ8	来得~/来弗~：来得及/来不及；弗~：不如
杰	ʥieʔ8	
极	ʥieʔ8	~致
剧	ʥieʔ8	昆~/沪~
屐	ʥieʔ8	板木~：木屐板，旧时的木制拖鞋
□	ʥieʔ8	急，~出乌拉、~夹=龙=咚：着急的样子
聂	ȵieʔ8	~荣臻
镊	ȵieʔ8	<读字>
蹑	ȵieʔ8	~手~脚
业	ȵieʔ8	产~
入	ȵieʔ8	~殓；咬得~/咬弗~：咬得动/咬不动
热	ȵieʔ8	~水；眼~：羡慕
孽	ȵieʔ8	作~：可怜，作#~：造孽
涅	ȵieʔ8	~槃
日	ȵieʔ8	天；生~；~里：白天；好~：结婚；~头：太阳
逆	ȵieʔ8	~风
溺	ȵieʔ8	~爱
吸	ɕieʔ7	~气；~铁石：磁铁
歇	ɕieʔ7	休息；~工：收工；晏~：过会儿；~两日：过几天
蝎	ɕieʔ7	~子
揭	ɕieʔ7	
竭	ɕieʔ7	~尽全力
靥	ieʔ7	酒~：酒窝
揖	ieʔ7	作~
邑	ieʔ7	郡~
噎	ieʔ7	打~：打冷嗝
乙	ieʔ7	天干第二
一	ieʔ7	~夜天：整夜；~歇：一会儿/一下
壹	ieʔ7	
抑	ieʔ7	用干的东西按在水湿的东西上吸干水分
益	ieʔ7	收~
溢	ieʔ7	<读字>
隘	ieʔ7	狭~
缢	ieʔ7	自~
叶	ieʔ8	树~子：树叶；~爿：叶片；紫角~：本地野菜
拽	ieʔ8	拉直，~衣裳：把衣服拉直
页	ieʔ8	百~：豆腐皮
亦	ieʔ8	又，副词；越，副词
腋	ieʔ8	~窝<读字>
液	ieʔ8	口服~
译	ieʔ8	翻~
易	ieʔ8	贸~
阔	kʰuəʔ7h	宽
扩	kʰuəʔ7h	~大；~张（又读kʰuoʔ7h）
惑	uəʔ8	迷~
厥	ʨyəʔ7	~倒
蕨	ʨyəʔ7	~类
撅	ʨyəʔ7	~脱：干掉
决	ʨyəʔ7	~议
诀	ʨyəʔ7	~窍
橘	ʨyəʔ7	~子，晏~子：晚橘子，朱~/福~
菊	ʨyəʔ7	~花
鞠	ʨyəʔ7	~躬
掬	ʨyəʔ7	
孓	ʨyəʔ7	孑~
□	ʨyəʔ7	歪躺、瘫在凳子上
缺	ʨʰyəʔ7h	~陷
吃	ʨʰyəʔ7h	~饭；~弗落：吃不下；~耳光：被打耳光
屈	ʨʰyəʔ7h	~原（又读ʨʰioʔ7h，能~能伸）
掘	ʥyəʔ8	~坟
倔	ʥyəʔ8	
□	ʥyəʔ8	量词，一~锁
月	ȵyəʔ8	~亮；月份，二~，满~（又读ŋəʔ8）
血	ɕyəʔ7	猪~；~~虫：血吸虫（又读ɕioʔ7，极少）
噱	ɕyəʔ7	哄、骗；~头：好玩、有趣
郁	yəʔ7	忧~症：抑郁症（又读ioʔ7）
郁	yəʔ7	~金香；~达夫
□	yəʔ7	鱼、肉等在烹调前置于酱油或酒等液体里浸泡
悦	yəʔ8	愉~
阅	yəʔ8	~读
粤	yəʔ8	
月	yəʔ8	<读字>
越	yəʔ8	~脚=：越/更加；~溪：原吴县地名
穴	yəʔ8	太阳~
域	yəʔ8	区~；流~
役	yəʔ8	战~
疫	yəʔ8	~情
笆	poʔ7	山~（<pʊ）：笆斗
八	poʔ7	八~半：中秋节；~仙桌
钵	poʔ7	~头
拨	poʔ7	~开；俗语 “算盘子，~一~，动一动”，形容做事缺乏主动性的人
博	poʔ7	~士生；赌~；渊~
剥	poʔ7	
驳	poʔ7	~岸；用石头铺筑；用船运送，~到元山
北	poʔ7	江~人/江~腔；~瓜
膊	poʔ7	赤~落雄鸡搭鸭愁：形容自己不如别人却还为人发愁
卜	poʔ7	问~
□	poʔ7	草鞋~头：制作草鞋/蒲鞋的工具
□	poʔ7	~差头：找茬儿
□	poʔ7	老zɑʔ4~：大型的青壳或黑壳青蛙
□	poʔ7	猪~鸟：猪的阴茎
扑	pʰoʔ7h	~灭；反~
朴	pʰoʔ7h	淳~；~素
朴	pʰoʔ7h	~树
泼	pʰoʔ7h	~水
覆	pʰoʔ7h	趴；~翻：（船）翻；~盆/~水盆：盖在腌菜坛上防虫的盆子
𩔈	pʰoʔ7h	~ tʰoʔ5/老~tʰoʔ5：肚皮下的肥肉
仆	pʰoʔ7h	奴~
瀑	boʔ8	~布
鄱	boʔ8	~阳湖
薄	boʔ8	~膜；稀（粥~）；~浪=汤：米粒稀少的粥汤水
箔	boʔ8	锡~
□	boʔ8	捧
□	boʔ8	摔（~跤），俗语有“屎坑棚浪~跤”
□	boʔ8	烂~屎：稀的粪便
蟆	moʔ8	虾~：蝌蚪
嬷	moʔ8	小老~：小老婆（“姆嬷”也有此音）
慕	moʔ8	羡~（读字）
模	moʔ8	~糊
末	moʔ8	着~：最后
抹	moʔ8	~布
莫	moʔ8	~非
寞	moʔ8	寂~
膜	moʔ8	薄~；内~
摸	moʔ8	~菱：摸菱角
木	moʔ8	~头/~板/~鱼；~片爿：木片；呆头~脑：笨头笨脑
沐	moʔ8	~浴
目	moʔ8	数~；项~
穆	moʔ8	~桂英
牧	moʔ8	
摹	moʔ8	~临
暮	moʔ8	朝朝~~
募	moʔ8	~捐；招~（又读mʊ）
福	foʔ7	光~：原吴县地名；独~：固执
幅	foʔ7	量词，全~
蝠	foʔ7	蝙~子：蝙蝠
辐	foʔ7	~射
腹	foʔ7	剖~产
复	foʔ7	反~
复	foʔ7	~原；恢~；还~阵：回笼觉
缚	voʔ8	~鞋带；束~
服	voʔ8	~侍；~帖
伏	voʔ8	~天，分为头~/初~、中~、末~三部分，最热的叫“大~天”
袱	voʔ8	包~
沰	toʔ7	量词，滴，一~雨/一~水；~雨：淋雨
啄	toʔ7	~木鸟
笃	toʔ7	~定：放心、定心
督	toʔ7	监~；基~教
厾	toʔ7	丢、扔；恶~烂底：形容人坏到根上无可救药
□	toʔ7	煮，~汤
□	toʔ7	人称代词复数标记，尔~：你们，渠~：他/她/它们
托	tʰoʔ7h	~词；寄~
托	tʰoʔ7h	托~所
拓	tʰoʔ7h	开~
秃	tʰoʔ7h	~子/~顶：秃子
□	tʰoʔ7h	pʰoʔ3~/老pʰoʔ3~：肚皮下的肥肉
踱	doʔ8	~方步
独	doʔ8	~轮车；~/~福：固执；~立
读	doʔ8	~书：念书、上学
渎	doʔ8	木~：原吴县地名
犊	doʔ8	黄~山：西山地名
牍	doʔ8	文~
毒	doʔ8	~药
□	doʔ8	掉落
诺	noʔ8	承~
落	loʔ8	下，~雨/~雪/~冰雹/~葬，吃得~；冷~：冷清；淋雨，~湿脱啧
洛	loʔ8	托~茨基
络	loʔ8	活~：机灵、灵活
骆	loʔ8	~驼
烙	loʔ8	~印
酪	loʔ8	奶~
乐	loʔ8	~趣
鹿	loʔ8	~村：西山地名
禄	loʔ8	福~寿；俸~
甪	loʔ8	~湾里：西山地名
碌	loʔ8	劳~：事情多而辛苦；赤骨~：赤膊
六	loʔ8	~月里：夏天
陆	loʔ8	~氏；~墓：原吴县地名
绿	loʔ8	~豆；铜~：铜锈
录	loʔ8	回忆~
咾	loʔ8	放于句末表原因；介~：所以
□	loʔ8	阎~王：阎王
赂	loʔ8	贿~（声旁类推）
骼	loʔ8	骨~（声旁类推）
砾	loʔ8	瓦~（声旁类推）
陋	loʔ3	简~
作	ʦoʔ7	收~：收拾；修~：修理；料~：衣料；~料：佐料
斫	ʦoʔ7	割，~草/~稻/~麦；砍，~柴
桌	ʦoʔ7	书~/半~/八仙~
卓	ʦoʔ7	
琢	ʦoʔ7	雕~
捉	ʦoʔ7	抓/捕，~小偷/~鱼；~狗屎：拾粪
竹	ʦoʔ7	~头：竹子/竹竿；敲~杠；甘~：甘蔗
筑	ʦoʔ7	~路；建~
粥	ʦoʔ7	烧米~：用米直接烧的粥；饭泡~：米饭加水烧的粥
祝	ʦoʔ7	~贺；~家桥：西山地名
𡎺	ʦoʔ7	填补，~漏：填补漏洞，~坝：填补田埂缺
足	ʦoʔ7	
烛	ʦoʔ7	蜡
嘱	ʦoʔ7	叮~
戳	ʦʰoʔ7h	性交，~尔笃=个娘：肏你妈，詈语；~粒头：植物的刺
簇	ʦʰoʔ7h	草木的量词，一~；新~~：很新
畜	ʦʰoʔ7h	~牲<读字>
促	ʦʰoʔ7h	~掐：刁钻
龊	ʦʰoʔ7h	龌~：脏
触	ʦʰoʔ7h	~霉头：倒霉；~蟮：蚯蚓
□	ʦʰoʔ7h	杂~间：堆放农具等杂物的房间
猝	ʦʰoʔ7h	仓~
㪬	ʣoʔ8	戳，扎，~只洞
朔	soʔ7	~望
塑	soʔ7	~料
索	soʔ7	苎麻制作的绳子；~子：麻将牌的索；~粉：粉丝
速	soʔ7	~度
肃	soʔ7	~静回避
宿	soʔ7	~舍
缩	soʔ7	
叔	soʔ7	~~：叔叔（面称），爷~/阿~：叔叔（背称）
束	soʔ7	结~；系（~裙）
粟	soʔ7	
十	soʔ7	~五，三~五
戍	soʔ7	~边
凿	zoʔ8	~子；捻~：改锥；~媒头：纸媒儿的头，引火用
昨	zoʔ8	昨日（头）：~天
勺	zoʔ8	<读字>
浊	zoʔ8	浑~
射	zoʔ8	~箭
族	zoʔ8	
逐	zoʔ8	日~：每天
熟	zoʔ8	熟悉；黄~梅；软~：软；~瓜：甜瓜/香瓜
淑	zoʔ8	~女
俗	zoʔ8	
续	zoʔ8	~弦
赎	zoʔ8	~药：买中药
属	zoʔ8	~于；家~
蜀	zoʔ8	~羊泉；~国
辱	zoʔ8	耻~
□	zoʔ8	蛇咬人的动作
涿	zoʔ8	~鹿
鄂	ŋoʔ8	
鳄	ŋoʔ8	~鱼
腭	ŋoʔ8	
鹤	ŋoʔ8	仙~；松~楼
岳	ŋoʔ8	~飞
岳	ŋoʔ8	五~
觉	ʨioʔ7	嗅~；视~；感~（又读ʨyəʔ7）
确	ʨʰioʔ7h	~认；~定；~实（又读ʨʰyəʔ7h）
曲	ʨʰioʔ7h	歌~
镯	ʥioʔ8	~头：镯子；银~（读字为zoʔ8）
轴	ʥioʔ8	~心；~承
局	ʥioʔ8	总~
月	ȵioʔ8	~饼
肉	ȵioʔ8	果~：花生仁
褥	ȵioʔ8	~子/~单：床单、褥子、垫被
搙	ȵioʔ8	揉，~面
玉	ȵioʔ8	
狱	ȵioʔ8	地~
畜	ɕioʔ7	~牧
蓄	ɕioʔ7	储~（又读ɕyəʔ7）
乐	ioʔ8	音~
学	ioʔ8	科~；数~；~识（又读yəʔ8）
育	ioʔ8	教~（又读yəʔ7）
欲	ioʔ8	~望；~速则不达
浴	ioʔ8	淴~：洗澡；淴冷~：游泳；~盆：澡盆
骨	kuoʔ7	~头；鱼~头：鱼刺
各	kuoʔ7	~种；~荡~处：四面八方
阁	kuoʔ7	~楼；文昌~：西山地名；抬~：旧时西山一种民俗娱乐活动
搁	kuoʔ7	耽~
郭	kuoʔ7	~巷：原吴县地名
觉	kuoʔ7	~着：觉得
角	kuoʔ7	~落；~子：硬币；三~裤
国	kuoʔ7	外~人（又读kuəʔ7）
啯	kuoʔ7	~嘴：漱口
谷	kuoʔ7	稻谷；~箩担：一种竹制箩筐；~雨
谷	kuoʔ7	山~
□	kuoʔ7	~蜢：蝈蝈/中华螽斯
□	kuoʔ7	ti33~：有偿还的能力
廓	kuoʔ7	轮~
窟	kʰuoʔ7h	~窿
壳	kʰuoʔ7h	后脑~：后脑勺；竹~子：老式热水瓶外的竹壳
哭	kʰuoʔ7h	~出乌拉：哭泣的样子
酷	kʰuoʔ7h	残~
搁	ɡuoʔ8	（船）~浅
□	ɡuoʔ8	~落=三=（姆=）：全部
豁	huoʔ7	~然开朗
忽	huoʔ7	~略
淴	huoʔ7	~浴：洗澡
寣	huoʔ7	睏过~：睡过头
霍	huoʔ7	~闪：闪电
藿	huoʔ7	~香
□	huoʔ7	靠近、贴近
□	huoʔ7	少量地泼出
□	huoʔ7	~脱：衣服变脆
□	huoʔ7	~触毛屄：骂人虚头八脑、不真实
斛	huoʔ7	铁皮石~
殟	uoʔ7	~塞：心里不舒畅；~塞热：气候潮湿闷热
恶	uoʔ7	~心
恶	uoʔ7	可~
屋	uoʔ7	~里：家；~脊/~面；~头顶：屋顶
龌	uoʔ7	~龊：脏
沃	uoʔ7	肥~
葫	uoʔ8	~（<u2）芦：葫芦、匏瓜
猢	uoʔ8	~（<u2）狲：猴子
活	uoʔ8	做生~：干活儿（又读uəʔ8）
核	uoʔ8	蔬果的核儿
镬	uoʔ8	~子：铁质锅子；~盖：锅盖
学	uoʔ8	~生子：学生；到~堂/放~：上学/放学
或	uoʔ8	~者（读字又读uəʔ8）
获	uoʔ8	~取
囫	uoʔ8	~囵吞
斛	uoʔ8	容积单位，五斗为一~
姆	m̩1	~嬷：父亲/丈夫的姊妹；~妹：伯母/丈夫的母亲；舍~娘：产妇
沫	m̩1	沫子，也指煮肉起的泡沫
磨	m̩2	~刀
无	m̩2	~不：没有（存有的否定），不如
亩	m̩4	一~
磨	m̩2/6	~子：磨子（石磨、磨盘）
尔	n̩2	~笃=：你们；~笃=爷：你爸
吴	ŋ̍2	姓氏；~县，~江；~村：西山地名
梧	ŋ̍2	~巷：西山地名
忤	ŋ̍2	~逆
我	ŋ̍4	~伲/~里：我们；~伲爷：我爸
五	ŋ̍4	~老爷：西山本地神祇
午	ŋ̍4	端~<读字>
□	ŋ̍1/5	~娘：妈妈（老派说法）
儿	ŋ̍2/6	~子（又音ȵi2）；囡~：女儿
儿	ɚ1	托~所；幼~园
饵	ɚ1	钓~
尔	ɚ1	黑格~；丘吉~
而	ɚ2	~且
耳	ɚ4	木~；~鼻喉科
二	ɚ4	~流子；~胡；~百五：詈语
