漢字	注釋	清流城關	清流林畬	清流長校(長校村)	清流長校(江坊村)	寧化石壁
謗		─	pã²⁴	poŋ⁴⁵	poŋ⁵⁵	pʰoŋ⁴⁵
傍		─	pʰuẽ⁵⁵	─	─	─
當	典當	tõ²⁴	toŋ²⁴	toŋ⁴⁵	toŋ⁵⁵	toŋ³¹³
燙		─	─	─	─	tʰoŋ³¹³
宕		─	─	tʰoŋ⁵⁵	tʰoŋ⁴⁴	toŋ³¹³
浪		lõ⁴³	loŋ⁵⁵海~；laŋ⁵⁵~漫	─	loŋ⁴⁴	loŋ⁴⁵
葬		tsõ²⁴	tsoŋ²⁴	tsoŋ⁴⁵	tsoŋ⁵⁵	tsoŋ³¹³
藏	西藏	tsʰõ⁴³	tsoŋ²⁴	─	tsoŋ⁵⁵	tsʰoŋ⁴⁵
臟		tsʰõ⁴³	tsoŋ²⁴	tsʰoŋ⁵⁵	tsʰoŋ⁴⁴	tsʰoŋ⁴⁵
喪	喪失	─	─	─	─	soŋ³¹³
鋼		kõ²⁴	koŋ²⁴	─	koŋ⁵⁵	─
抗		kʰõ²⁴	kʰoŋ²⁴	─	kʰoŋ⁵⁵	kʰoŋ³¹³
炕		kʰõ²⁴	kʰoŋ²⁴	─	─	─
博		p(u)o³¹	pɵʔ²	poʔ⁵⁴	poʔ⁵³	puoʔ⁵⁴
泊		─	peʔ²	─	─	pʰuoʔ⁵⁴
薄		pʰoʔ⁵⁴	pʰɵ⁵⁵	pʰoʔ³¹	pʰoʔ³¹	pʰuo⁴⁵
泊		─	─	poʔ⁵⁴	poʔ⁵³	─
莫		─	mɵ⁵⁵	─	boʔ³¹	─
膜		m(u)oʔ⁵⁴	mɵʔ²	boʔ⁵⁴	boʔ⁵³	muoʔ⁵⁴
幕		muʔ⁵⁴	─	buʔ⁵⁴	buʔ⁵³	─
寞		─	mɵ⁵⁵	─	─	─
摸		mia³³；mo³³	─	─	─	mia³⁵³
託		─	tʰɵʔ²	tʰoʔ⁵⁴	tʰoʔ⁵³	tʰuoʔ⁵⁴
托		tʰo³¹	tʰɵʔ²	tʰoʔ⁵⁴	tʰoʔ⁵³	tʰuoʔ⁵⁴
諾		─	lɵ⁵⁵	loʔ³¹	loʔ³¹	─
落		loʔ⁵⁴	lɵ⁵⁵	loʔ³¹	loʔ³¹	luo⁴⁵
烙		loʔ⁵⁴	─	loʔ³¹	loʔ³¹	─
駱		loʔ⁵⁴	lɵ⁵⁵	─	─	luo⁴⁵
洛		loʔ⁵⁴	─	loʔ³¹	loʔ³¹	luo⁴⁵
絡		─	lɵ⁵⁵	loʔ³¹	loʔ³¹	luo⁴⁵
樂		loʔ⁵⁴	lɵ⁵⁵	loʔ³¹	loʔ³¹	luo⁴⁵
作		tso³¹	tsɵʔ²	─	tsoʔ⁵³	tsuoʔ⁵⁴
錯		tsʰo²⁴	tsʰɵʔ²	─	tsʰoʔ⁵³	tsʰuo⁴⁵
鑿		─	tsʰɵ⁵⁵	─	tsʰoʔ³¹	tsʰuo⁴⁵
昨		tsʰoʔ⁵⁴	─	─	─	tsʰoŋ⁴⁵
索		so³¹	sɵʔ²	soʔ⁵⁴	soʔ⁵³	suoʔ⁵⁴
各		ko³¹	kɵʔ²	koʔ⁵⁴	koʔ⁵³	kuoʔ⁵⁴
閣		ko³¹	kɵʔ²	─	koʔ⁵³	kəʔ⁵⁴
擱		ko³¹	─	─	─	kəʔ⁵⁴
鄂		goʔ⁵⁴	─	─	─	─
鶴		hoʔ⁵⁴	hɵ⁵⁵/hɤ⁵⁵	hoʔ³¹	hoʔ³¹	huo⁴⁵
惡		o³¹	ɵʔ²/ɤʔ²	─	oʔ⁵³	vuoʔ⁵⁴
娘		ŋiõ¹³	ŋioŋ²¹/ioŋ²¹	gioŋ²¹	gioŋ²¹	ŋioŋ¹¹³
良		liõ¹³	lioŋ²¹	tioŋ²¹	tioŋ²¹	lioŋ¹¹³
涼		liõ¹³	lioŋ²¹	tioŋ²¹	tioŋ²¹	lioŋ¹¹³
量	量長短	liõ¹³	lioŋ²¹	tioŋ²¹	tioŋ²¹	lioŋ¹¹³
糧		liõ¹³	lioŋ²¹	tioŋ²¹	tioŋ²¹	lioŋ¹¹³
梁		liõ¹³	lioŋ²¹	tioŋ²¹	tioŋ²¹	lioŋ¹¹³
粱		liõ¹³	─	tioŋ²¹	tioŋ²¹	lioŋ¹¹³
將	將來	tsioŋ³³/tsiõ³³	tsioŋ³³	─	tsioŋ²²	tsioŋ³⁵³
漿		tsioŋ³³/tsiõ³³	tsioŋ³³	─	─	tsioŋ³⁵³
槍		tsʰioŋ³³/tsʰiõ³³	tsʰioŋ³³	tsʰioŋ³³	tsʰioŋ²²	tsʰioŋ³⁵³
牆		tsʰioŋ¹³/tsʰiõ¹³	tsʰioŋ²¹	tsʰioŋ²¹	tsʰioŋ²¹	tsʰioŋ¹¹³
相	互相	sioŋ³³/siõ³³	sioŋ³³	sioŋ³³	sioŋ²²	sioŋ³⁵³
箱		sioŋ³³/siõ³³	sioŋ³³	sioŋ³³	sioŋ²²	sioŋ³⁵³
廂		sioŋ³³/siõ³³	sioŋ³³	─	─	sioŋ³⁵³
湘		sioŋ³³/siõ³³	sioŋ³³	─	─	sioŋ³⁵³
襄		sioŋ³³/siõ³³	sioŋ³³	─	─	sioŋ³⁵³
鑲		sioŋ³³/siõ³³	─	sioŋ³³	sioŋ²²	sioŋ³⁵³
詳		sioŋ¹³/siõ¹³	sioŋ²¹	sioŋ²¹	sioŋ²¹	sioŋ¹¹³
祥		sioŋ¹³/siõ¹³	sioŋ²¹	sioŋ²¹	sioŋ²¹	sioŋ¹¹³
張		tʃoŋ³³/tʃõ³³	tsoŋ³³	tʃoŋ³³	tʃoŋ²²	tsoŋ³⁵³
長	長短	tʃʰoŋ¹³/tʃʰõ¹³	tsʰoŋ²¹	tʃʰoŋ²¹	tʃʰoŋ²¹	tsʰoŋ¹¹³
腸		tʃʰoŋ¹³/tʃʰõ¹³	tsʰoŋ²¹	─	tʃʰoŋ²¹	tsʰoŋ¹¹³
場		tʃʰoŋ¹³/tʃʰõ¹³	tsʰoŋ²¹	tʃʰoŋ²¹	tʃʰoŋ²¹	tsʰoŋ¹¹³
莊		tsoŋ³³/tsõ³³	tsoŋ³³	─	tsoŋ²²	tsoŋ³⁵³
裝		tsoŋ³³/tsõ³³	tsoŋ³³	─	tsoŋ²²	tsoŋ³⁵³
瘡		tsʰoŋ³³/tsʰõ³³	tsʰoŋ³³	─	tsʰoŋ²²	tsʰoŋ³⁵³
牀		soŋ¹³/sõ¹³	soŋ²¹	soŋ²¹	soŋ²¹	soŋ¹¹³
霜		soŋ³³/sõ³³	soŋ³³	soŋ³³	soŋ²²	soŋ³⁵³
孀		soŋ³³/sõ³³	─	─	─	─
章		tʃoŋ³³/tʃõ³³	tsoŋ³³	tʃoŋ³³	tʃoŋ²²	tsoŋ³⁵³
樟		tʃoŋ³³/tʃõ³³	tsoŋ³³	tʃoŋ³³	tʃoŋ²²	tsoŋ³⁵³
昌		tʃʰoŋ³³/tʃʰõ³³	tsʰoŋ³³	tʃʰoŋ³³	tʃʰoŋ²²	tsʰoŋ³⁵³
菖		tʃʰoŋ³³/tʃʰõ³³	tsʰoŋ³³	tʃʰoŋ³³	tʃʰoŋ²²	tsʰoŋ³⁵³
商		ʃoŋ³³/ʃõ³³	soŋ³³	ʃ(i)oŋ³³	ʃ(i)oŋ²²	soŋ³⁵³
傷		ʃoŋ³³/ʃõ³³	soŋ³³	ʃ(i)oŋ³³	ʃ(i)oŋ²²	soŋ³⁵³
常		tʃʰoŋ¹³/tʃʰõ¹³	tsʰoŋ²¹平~	tʃʰoŋ²¹	tʃʰoŋ²¹	soŋ¹¹³；tsʰoŋ¹¹³
嘗		ʃoŋ¹³/ʃõ¹³	tsʰoŋ²¹	ʃ(i)oŋ²¹	ʃ(i)oŋ²¹	soŋ¹¹³
裳		ʃoŋ¹³/ʃõ¹³	soŋ²¹	─	─	─
償		ʃoŋ¹³/ʃõ¹³	soŋ³¹	tʃʰoŋ²¹	tʃʰoŋ²¹	soŋ⁵³
瓤		loŋ³³/lõ³³	loŋ²¹~noŋ²¹	loŋ³³	loŋ²²	loŋ³⁵³
疆		kioŋ³³/kiõ³³	koŋ³³	─	─	kʰioŋ³⁵³
僵		kioŋ³³/kiõ³³	kioŋ³³	─	─	kioŋ³⁵³
薑		kioŋ³³/kiõ³³	kioŋ³³	kioŋ³³	─	kioŋ³⁵³
姜		kioŋ³³/kiõ³³	koŋ³³	kioŋ³³	kioŋ²²	kʰioŋ³⁵³
羌		─	tsʰioŋ³³	kioŋ³³	kioŋ²²	kʰioŋ³⁵³
強		kʰioŋ¹³/kʰiõ¹³	kʰioŋ²¹	kʰioŋ²¹	kʰioŋ²¹	kʰioŋ¹¹³
香		ʃioŋ³³/ʃiõ³³	soŋ³³	ʃoŋ³³	ʃ(i)oŋ²²	hioŋ³⁵³
鄉		ʃioŋ³³/ʃiõ³³	soŋ³³	ʃoŋ³³	ʃ(i)oŋ²²	hioŋ³⁵³
央		ioŋ³³/iõ³³	ioŋ³³	─	ioŋ²²	ioŋ³⁵³
秧		ioŋ³³/iõ³³	ioŋ³³	─	ioŋ²²	ioŋ³⁵³
殃		ioŋ³³/iõ³³	ioŋ³³	─	ioŋ²²	ioŋ³⁵³
羊		ioŋ¹³/iõ¹³	ioŋ²¹	─	ioŋ²¹	ioŋ¹¹³
洋		ioŋ¹³/iõ¹³	ioŋ²¹	─	─	ioŋ¹¹³
烊		ioŋ¹³/iõ¹³	─	─	─	ioŋ¹¹³
楊		ioŋ¹³/iõ¹³	ioŋ²¹	ioŋ²¹	ioŋ²¹	ioŋ¹¹³
陽		ioŋ¹³/iõ¹³	ioŋ²¹	ioŋ²¹	─	ioŋ¹¹³
揚		ioŋ¹³/iõ¹³	ioŋ²¹	─	─	ioŋ¹¹³
瘍		ioŋ¹³/iõ¹³	ioŋ²¹	ioŋ²¹	ioŋ²¹	iaŋ³¹³
兩	兩個	liõ³¹	lioŋ³¹	tioŋ²⁴	tioŋ²⁴	lioŋ³¹³
兩	幾兩	─	lioŋ³¹	tioŋ²⁴	tioŋ²⁴	lioŋ³⁵³
蔣		tsioŋ³¹/tsiõ³¹	tsioŋ³¹	tsioŋ²⁴	tsioŋ²⁴	tsioŋ³¹³
獎		tsioŋ³¹/tsiõ³¹	tsioŋ³¹	tsioŋ²⁴	tsioŋ²⁴	tsioŋ³¹³
槳		tsioŋ³¹/tsiõ³¹	tsioŋ³¹	─	─	tsioŋ³¹³
搶		tsʰioŋ³¹/tsʰiõ³¹	tsʰioŋ³¹	tsʰioŋ²⁴	tsʰioŋ²⁴	tsʰioŋ³¹³
想		sioŋ³¹/siõ³¹	sioŋ³¹	sioŋ²⁴	sioŋ²⁴	sioŋ³¹³
象		sioŋ⁴³/siõ⁴³	sioŋ⁵⁵	sioŋ⁵⁵	sioŋ⁴⁴	sioŋ⁴⁵
像		tsʰioŋ⁴³/tsʰiõ⁴³	sioŋ²⁴	─	tsʰioŋ⁴⁴	tsʰioŋ⁴⁵好~；sioŋ³¹³畫~、雕~
橡		sioŋ⁴³/siõ⁴³	sioŋ⁵⁵	sioŋ⁵⁵	sioŋ⁴⁴	─
長	生長	tʃoŋ³¹/tʃõ³¹	tsoŋ³¹	tʃoŋ²⁴	tʃoŋ²⁴	tsoŋ³¹³
漲		─	tsoŋ³¹	─	─	tsoŋ³¹³
丈		tʃʰoŋ⁴³/tʃʰõ⁴³	tsʰoŋ³¹姑~、姨~；tsʰoŋ⁵⁵一~	tʃʰoŋ⁵⁵一~高；tʃʰoŋ³³姑~	tʃʰoŋ⁴⁴一~高；tʃʰoŋ²²姑~	tsʰoŋ⁴⁵
仗		tʃoŋ²⁴/tʃõ²⁴	tsoŋ²⁴	─	tʃʰoŋ⁴⁴	tsoŋ³¹³
杖		tʃʰoŋ⁴³/tʃʰõ⁴³	tsoŋ²⁴	─	tʃoŋ⁵⁵	tsʰoŋ⁴⁵
闖		tsʰoŋ³¹/tsʰõ³¹	tsʰiẽ³¹~紅燈	─	─	tsʰuan³¹³
爽		soŋ³¹/sõ³¹	soŋ³¹	soŋ²⁴	suaŋ²⁴	soŋ³¹³
掌		tʃoŋ³¹/tʃõ³¹	tsoŋ³¹	tʃoŋ²⁴	tʃoŋ²⁴	tsoŋ³¹³
廠		tʃʰoŋ³¹/tʃʰõ³¹	tsʰoŋ³¹	tʃʰoŋ²⁴	tʃʰoŋ²⁴	tsʰoŋ³¹³
賞		ʃoŋ³¹/ʃõ³¹	soŋ³¹	ʃ(i)oŋ²⁴	ʃ(i)oŋ²⁴	soŋ³¹³
上	上山	ʃoŋ⁴³/ʃõ⁴³	soŋ⁵⁵	ʃioŋ³³	ʃioŋ²²	soŋ³⁵³
壤		─	ŋioŋ⁵⁵	─	─	loŋ³¹³
強	勉強	kʰioŋ³¹/kʰiõ³¹	─	─	kʰioŋ²⁴	─
仰		ioŋ³¹/iõ³¹	ioŋ³¹	ŋioŋ²⁴	ŋioŋ²⁴	ŋioŋ³¹³
享		ʃioŋ³¹/ʃiõ³¹	soŋ³¹	─	ʃ(i)oŋ²⁴	hioŋ³¹³
響		ʃioŋ³¹/ʃiõ³¹	soŋ³¹	─	─	hioŋ³¹³
養		ioŋ³¹/iõ³¹	ioŋ³¹	ioŋ²⁴	ioŋ²⁴	ioŋ³¹³
癢		ioŋ³³/iõ³³	ioŋ³¹	ioŋ³³	ioŋ²²	ioŋ³⁵³
釀		ŋioŋ⁴³/ŋiõ⁴³	─	gioŋ⁵⁵	gioŋ⁴⁴	ŋioŋ³¹³
亮		lioŋ⁴³/liõ⁴³	─	─	tioŋ⁴⁴	lioŋ⁴⁵
諒		lioŋ⁴³/liõ⁴³	lioŋ⁵⁵	tioŋ⁵⁵	tioŋ⁴⁴	lioŋ⁴⁵
輛		lioŋ¹³/liõ¹³	lioŋ²¹	─	─	lioŋ¹¹³
量	數量	lioŋ⁴³/liõ⁴³	lioŋ⁵⁵	─	tioŋ⁴⁴	lioŋ⁴⁵
醬		─	tsioŋ²⁴	tsioŋ⁴⁵	tsioŋ⁵⁵	tsioŋ³¹³
將	大將	tsioŋ²⁴/tsiõ²⁴	tsioŋ²⁴	tsioŋ⁴⁵	tsioŋ⁵⁵	tsioŋ³¹³
匠		tsʰioŋ⁴³/tsʰiõ³³	tsʰioŋ⁵⁵	tsʰioŋ⁵⁵	tsʰioŋ⁴⁴	sioŋ⁴⁵
相	相貌	sioŋ²⁴/siõ²⁴	sioŋ²⁴	sioŋ⁴⁵	sioŋ⁵⁵	sioŋ³¹³
帳		tʃoŋ²⁴/tʃõ²⁴	tsoŋ²⁴	─	tʃoŋ⁵⁵	tsoŋ³¹³
賬		tʃoŋ²⁴/tʃõ²⁴	tsoŋ²⁴	─	tʃoŋ⁵⁵	─
脹		tʃoŋ²⁴/tʃõ²⁴	tsoŋ²⁴	─	tʃoŋ⁵⁵	tsoŋ³¹³
暢		─	tsʰoŋ²⁴	─	tʃʰoŋ⁵⁵	tsʰoŋ³¹³
壯		tsoŋ²⁴/tsõ²⁴	tsoŋ²⁴	─	tsoŋ⁵⁵	tsoŋ³¹³
創		tʃʰyn²⁴~造、~新	tsʰiẽ²⁴~造、~意	─	tsʰoŋ⁵⁵	tsʰuan³¹³
狀		tsʰoŋ⁴³/tsʰõ⁴³	tsʰoŋ⁵⁵	─	tsʰoŋ⁴⁴	tsʰoŋ⁴⁵
障		tʃoŋ²⁴/tʃõ²⁴	tsoŋ²⁴	tʃoŋ⁴⁵	tʃoŋ⁵⁵	tsoŋ³¹³
瘴		tʃoŋ²⁴/tʃõ²⁴	─	─	─	─
唱		tʃʰoŋ²⁴/tʃʰõ²⁴	tsʰoŋ²⁴	tʃʰoŋ⁴⁵	tʃʰoŋ⁵⁵	tsʰoŋ³¹³
倡		tʃʰoŋ²⁴/tʃʰõ²⁴	tsʰoŋ²⁴	─	─	tsʰoŋ³¹³
尚		ʃoŋ⁴³/ʃõ⁴³和~；ʃyn⁴³高~	soŋ²⁴	ʃoŋ⁵⁵	ʃ(i)oŋ⁴⁴	soŋ⁴⁵
上	上面	─	soŋ⁵⁵	ʃoŋ⁵⁵	ʃ(i)oŋ⁴⁴	soŋ⁴⁵
讓		ŋioŋ⁴³/giõ⁴³	(ŋ)ioŋ⁵⁵	─	─	ŋioŋ⁴⁵
向		ʃioŋ²⁴/ʃiõ²⁴	sioŋ²⁴	─	ʃ(i)oŋ⁵⁵	hioŋ³¹³
樣		ioŋ⁴³/iõ⁴³	ioŋ⁵⁵	─	ioŋ⁴⁴	ioŋ⁴⁵
略		lioʔ⁵⁴	lio⁵⁵	─	tioʔ³¹	lio⁴⁵
掠		lioʔ⁵⁴	lio⁵⁵	─	─	lio⁴⁵
爵		tsio³¹	─	─	tsioʔ⁵³	tsioʔ⁵⁴
雀		tsio³¹	─	tsʰioʔ⁵⁴	tsʰioʔ⁵³	tsʰioʔ⁵⁴
鵲		tsʰio³¹	kʰioʔ²	─	─	siaʔ⁵⁴
削		sio³¹	sioʔ²	sioʔ⁵⁴	sioʔ⁵³	sioʔ⁵⁴
著	著衣	tʃo³¹	tsɵʔ²	─	tʃioʔ⁵³	tsuoʔ⁵⁴
著	睡著	tʃʰoʔ⁵⁴	─	─	─	tsʰuo⁴⁵
酌		─	─	─	tsoʔ⁵³	tsuoʔ⁵⁴
綽		─	─	─	─	tsʰuoʔ⁵⁴
勺		ʃioʔ⁵⁴	─	─	─	suo⁴⁵
芍		tʃʰo³¹~藥花	─	─	─	─
若		─	─	─	─	io⁴⁵
弱		gioʔ⁵⁴	gio⁵⁵	gioʔ³¹	gioʔ³¹	gio⁴⁵
腳		kio³¹	─	kioʔ⁵⁴	kioʔ⁵³	kioʔ⁵⁴
卻		kʰio³¹	─	─	─	kʰioʔ⁵⁴
虐		gioʔ⁵⁴	gio⁵⁵	gioʔ³¹	gioʔ³¹	gio⁴⁵
瘧		gioʔ⁵⁴	─	─	─	─
約		io³¹	ioʔ²	ioʔ⁵⁴	ioʔ⁵³	ioʔ⁵⁴
藥		ioʔ⁵⁴	io⁵⁵	─	ioʔ³¹	io⁴⁵
躍		iɑɔ⁴³	iau⁵⁵	io⁵⁵	io⁴⁴	─
光		koŋ³³/kõ³³	koŋ³³	koŋ³³	koŋ²²	koŋ³⁵³
荒		foŋ³³/fõ³³	foŋ³³	foŋ³³	foŋ²²	foŋ³⁵³
慌		foŋ³³/fõ³³	foŋ³³	foŋ³³	foŋ²²	foŋ³⁵³
黃		voŋ¹³/võ¹³	voŋ²¹	voŋ²¹	voŋ²¹	voŋ¹¹³
簧		voŋ¹³/võ¹³	foŋ²¹	─	─	foŋ¹¹³
皇		foŋ¹³/fõ¹³	foŋ²¹	foŋ²¹	foŋ²¹	foŋ¹¹³
蝗		foŋ¹³/fõ¹³	voŋ²¹	foŋ²¹	foŋ²¹	foŋ¹¹³
汪		voŋ³³/võ³³	─	─	voŋ²²	─
廣		koŋ³¹/kõ³¹	koŋ³¹	koŋ²⁴	koŋ²⁴	koŋ³¹³
謊		foŋ³¹/fõ³¹	foŋ³¹	foŋ²⁴	foŋ²⁴	foŋ³¹³
曠		─	kʰoŋ²⁴	─	─	kʰoŋ³¹³
郭		ko³¹	kɵʔ²/kɤʔ²	koʔ⁵⁴	koʔ⁵³	kuoʔ⁵⁴
廓		ko³¹	─	─	─	kʰuoʔ⁵⁴
擴		kʰo³¹	kʰɵʔ²/kʰɤʔ²	kʰoʔ⁵⁴	kʰoʔ⁵³	─
霍		fo³¹	hɵ⁵⁵	─	─	huo⁴⁵
藿		fo³¹	─	─	─	─
方		foŋ³³/fõ³³	foŋ³³	foŋ³³	foŋ²²	foŋ³⁵³
肪		foŋ¹³/fõ¹³	─	─	foŋ²¹	foŋ¹¹³
芳		foŋ³³/fõ³³	foŋ³³	─	foŋ²²	foŋ³⁵³
妨		foŋ¹³/fõ¹³	foŋ²¹	─	─	foŋ¹¹³
房		foŋ¹³/fõ¹³	foŋ²¹	foŋ²¹	foŋ²¹	foŋ¹¹³
防		foŋ¹³/fõ¹³	foŋ²¹	─	─	foŋ¹¹³
亡		moŋ¹³/mõ¹³	moŋ²¹	─	moŋ²¹	moŋ¹¹³
芒		moŋ¹³/mõ¹³	─	─	─	moŋ¹¹³
匡		kʰuã³³	kʰoŋ³³	kʰoŋ³³	kʰuaŋ²²	kʰioŋ³⁵³
筐		kʰuã³³	─	kʰoŋ³³	kʰuaŋ²²	kʰioŋ³⁵³
眶		─	─	kʰoŋ³³	kʰuaŋ²²	kʰioŋ³⁵³
狂		kʰuã¹³	kʰuẽ²¹~風	kʰuaŋ²¹	kʰuaŋ²¹	kʰoŋ¹¹³
王		voŋ¹³/võ¹³	voŋ²¹	voŋ²¹	voŋ²¹	voŋ¹¹³
紡		foŋ³¹/fõ³¹	foŋ³¹	─	foŋ²⁴	foŋ³¹³
仿		─	foŋ³¹	─	─	─
彷		─	foŋ³¹	─	─	foŋ³¹³
網		mioŋ³¹/miõ³¹	mioŋ³¹(魚網、蜘蛛網)；voŋ³¹~路、~球	bioŋ²⁴	bioŋ²⁴	mioŋ³¹³；voŋ³¹³
枉		voŋ³¹/võ³¹	voŋ³¹	voŋ²⁴	voŋ²⁴	voŋ³¹³
往		voŋ³¹/võ³¹	voŋ³¹	voŋ²⁴	voŋ²⁴	voŋ³¹³
放		pioŋ²⁴/piõ²⁴；foŋ²⁴/fõ²⁴	pioŋ²⁴~門(開門)；foŋ²⁴開~、~心	pioŋ⁴⁵；foŋ⁴⁵	pioŋ⁵⁵；foŋ⁵⁵	pioŋ³¹³
訪		foŋ³¹/fõ³¹	foŋ³¹	foŋ²⁴	foŋ²⁴	foŋ³¹³
忘		voŋ¹³/võ¹³	voŋ⁵⁵遺~	─	─	─
妄		voŋ⁴³/võ⁴³	─	─	─	─
望		voŋ⁴³/võ⁴³	voŋ⁵⁵	bioŋ⁵⁵	bioŋ⁴⁴	voŋ⁴⁵
逛		kuã²⁴	─	─	─	koŋ³¹³；kuan³¹³
况		─	─	─	kʰoŋ⁵⁵	kʰoŋ³¹³
旺		voŋ⁴³/võ⁴³	voŋ⁵⁵	─	voŋ⁴⁴	voŋ⁴⁵
縛		fuʔ⁵⁴	─	pʰioʔ³¹	pʰioʔ³¹	pʰio⁴⁵
钁		kio³¹	─	kioʔ⁵⁴	kioʔ⁵³	kioʔ⁵⁴
邦		pã³³	paŋ³³	paŋ³³	paŋ²²	poŋ³⁵³
龐		pʰã¹³	pʰaŋ²¹	─	pʰaŋ²¹	pʰɑŋ¹¹³
樁		tʃuŋ³³	tsoŋ³³	─	─	─
窗		tsʰuŋ³³	tsʰəŋ³³	tsʰəŋ³³	tsʰuŋ²²	tsʰəŋ³⁵³
雙		suŋ³³	səŋ³³	səŋ³³	suŋ²²	səŋ³⁵³；soŋ³⁵³
江		koŋ³³/kõ³³	koŋ³³	koŋ³³	koŋ²²	koŋ³⁵³
扛		koŋ³³/kõ³³	koŋ³³	koŋ³³	koŋ²²	koŋ³⁵³
豇		koŋ³³/kõ³³	─	─	─	─
腔		kʰioŋ³³/kʰiõ³³	kʰioŋ³³	kʰioŋ³³	kʰioŋ²²	kʰioŋ³⁵³
夯		hã³³	─	haŋ³³	haŋ²²	─
降	降伏	hoŋ¹³/hõ¹³	hoŋ²¹	─	hoŋ²¹	hoŋ¹¹³
綁		─	─	poŋ²⁴	poŋ²⁴	poŋ³¹³
棒		pã²⁴	paŋ²⁴	poŋ²⁴	─	pəŋ³¹³
蚌		pʰã⁴³	─	─	─	─
講		koŋ³¹/kõ³¹	koŋ³¹	koŋ²⁴	koŋ²⁴	koŋ³¹³
港		koŋ³¹/kõ³¹	koŋ³¹	koŋ²⁴	koŋ²⁴	koŋ³¹³
項		hoŋ⁴³/hõ⁴³	hoŋ⁵⁵	hoŋ⁵⁵	hoŋ⁴⁴	hoŋ⁴⁵
胖		pʰã²⁴	─	pʰaŋ⁴⁵	pʰaŋ⁵⁵	─
撞		tsʰoŋ⁴³/tsʰõ⁴³	tsʰoŋ⁵⁵	tsʰoŋ⁵⁵	tsʰoŋ⁴⁴	tsʰoŋ⁴⁵
降	下降	koŋ²⁴/kõ²⁴	koŋ²⁴	koŋ⁴⁵；kaŋ⁴⁵	kaŋ⁵⁵	koŋ³¹³
虹		fuŋ¹³	kʰioŋ³¹	─	─	koŋ³¹³
巷		hoŋ⁴³/hõ⁴³	hoŋ⁵⁵	hoŋ⁵⁵	sioŋ⁴⁴	─
剝		po³¹	pioʔ²	poʔ⁵⁴	poʔ⁵³	puoʔ⁵⁴
駁		─	pɵʔ²	poʔ⁵⁴	poʔ⁵³	puoʔ⁵⁴
樸		─	─	pʰuʔ⁵⁴	pʰuʔ⁵³	─
朴		pʰu³¹	─	─	─	─
雹		pʰoʔ⁵⁴	pʰɵ⁵⁵	pʰoʔ³¹	─	pʰuo⁴⁵
桌		tso³¹	tsɵʔ²	tsoʔ⁵⁴	tsoʔ⁵³	tsuoʔ⁵⁴
卓		tso³¹	tsɵʔ²	tsoʔ⁵⁴	tsoʔ⁵³	tsuoʔ⁵⁴
琢		tso³¹	─	tsʰoʔ³¹	tsʰoʔ³¹	─
啄		toʔ⁵⁴	─	tsʰoʔ³¹	tsʰoʔ³¹	tuʔ⁵⁴
涿		tu³¹~雨	─	─	─	─
戳		tsʰoʔ⁵⁴	─	─	─	tuʔ⁵⁴
濁		─	─	tsoʔ⁵⁴	tsoʔ⁵³	─
捉		tso³¹	─	tsoʔ⁵⁴	tsoʔ⁵³	tsuoʔ⁵⁴
鐲		tsʰoʔ⁵⁴	tsʰɵ⁵⁵	─	─	tsʰuo⁴⁵
朔		─	─	─	─	suoʔ⁵⁴
覺	知覺	kio³¹	kɵʔ²感~；kioʔ²發~	kʰioʔ⁵⁴；kioʔ⁵⁴	kʰioʔ⁵³；kioʔ⁵³	kioʔ⁵⁴
角		ko³¹	kɵʔ²	koʔ⁵⁴	koʔ⁵³	kuoʔ⁵⁴
餃		kiɑɔ³¹	─	─	cau²⁴	─
確		kʰio³¹	kʰioʔ²	kʰoʔ⁵⁴	kʰoʔ⁵³	kʰioʔ⁵⁴
搉		─	─	kʰoʔ⁵⁴	kʰoʔ⁵³	kʰuoʔ⁵⁴
殼		kʰo³¹	kʰɵʔ²/kʰɤʔ²	kʰoʔ⁵⁴	kʰoʔ⁵³	kʰuoʔ⁵⁴
嶽		ŋoʔ⁵⁴	─	─	─	guo⁴⁵
岳		ŋoʔ⁵⁴	io⁵⁵	goʔ³¹	goʔ³¹	─
樂	音樂	ioʔ⁵⁴	io⁵⁵	─	loʔ³¹	io⁴⁵
學		hoʔ⁵⁴	hɵ⁵⁵	─	hoʔ³¹	huo⁴⁵
握		vo³¹	vɵʔ²	voʔ⁵⁴	voʔ⁵³	vuoʔ⁵⁴
崩		pɛ̃³³	pɛ̃³³	pəŋ³³	pəŋ²²	peŋ³⁵³
朋		pʰɛ̃¹³	pʰɛ̃²¹	pʰəŋ²¹	pʰəŋ²¹	pʰeŋ¹¹³
登		tɛ̃³³	tɛ̃³³	təŋ³³	təŋ²²	teŋ³⁵³
燈		tɛ̃³³	tɛ̃³³	təŋ³³	təŋ²²	tiŋ³⁵³
騰		tʰuɛ̃¹³	tʰɛ̃²¹	tʰəŋ²¹	tʰəŋ²¹	tʰeŋ¹¹³
藤		tʰɤŋ¹³	tʰɛ̃²¹	tʰəŋ²¹	tʰəŋ²¹	tʰiŋ¹¹³
疼		tʰɤŋ¹³	─	─	─	─
能		lɛ̃¹³	lɛ̃²¹	ləŋ²¹	ləŋ²¹	leŋ¹¹³
曾	姓	tsɛ̃³³	tsɛ̃³³	tsəŋ³³	tsəŋ²²	tseŋ³⁵³
