繁體	简体	拼音	/IPa/	[IPA]	注释
些	些	xie1	ɕiɛ˦˥	ɕɨɛ˦˥	
邪	邪	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
斜	斜	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
叶	叶	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
協	协	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
脅	胁	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
纈	缬	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
薛	薛	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
歇	歇	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
蝎	蝎	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
屑	屑	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
雪	雪	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
血	血	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
恤	恤	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
穴	穴	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	
隙	隙	xie2	ɕiɛ˨˩	ɕɨɛ˨˩	间~；空~
寫	写	xie3	ɕiɛ˦˧	ɕɨɛ˦˧	
瀉	泻	xie3	ɕiɛ˦˧	ɕɨɛ˦˧	倾~
卸	卸	xie4	ɕiɛ˨˦	ɕɨɛ˨˦	
謝	谢	xie4	ɕiɛ˨˦	ɕɨɛ˨˦	
榭	榭	xie4	ɕiɛ˨˦	ɕɨɛ˨˦	
瀉	泻	xie4	ɕiɛ˨˦	ɕɨɛ˨˦	
洩	泄	xie4	ɕiɛ˨˦	ɕɨɛ˨˦	
耶	耶	ie1	iɛ˦˥	ɦɨɛ˦˥	
椰	椰	ie1	iɛ˦˥	ɦɨɛ˦˥	
抈	抈	ie1	iɛ˦˥	ɦɨɛ˦˥	
噦	哕	ie1	iɛ˦˥	ɦɨɛ˦˥	打干~
咦	咦	ie1	iɛ˦˥	ɦɨɛ˦˥	语气词惊呼，表示感到不可思议
爺	爷	ie2	iɛ˨˩	ɦɨɛ˨˩	
頁	页	ie2	iɛ˨˩	ɦɨɛ˨˩	
葉	叶	ie2	iɛ˨˩	ɦɨɛ˨˩	
悅	悦	ie2	iɛ˨˩	ɦɨɛ˨˩	
閱	阅	ie2	iɛ˨˩	ɦɨɛ˨˩	
月	月	ie2	iɛ˨˩	ɦɨɛ˨˩	
越	越	ie2	iɛ˨˩	ɦɨɛ˨˩	
曰	曰	ie2	iɛ˨˩	ɦɨɛ˨˩	
粵	粤	ie2	iɛ˨˩	ɦɨɛ˨˩	
也	也	ie3	iɛ˦˧	ɦɨɛ˦˧	
野	野	ie3	iɛ˦˧	ɦɨɛ˦˧	
冶	冶	ie3	iɛ˦˧	ɦɨɛ˦˧	
噦	哕	ie3	iɛ˦˧	ɦɨɛ˦˧	
夜	夜	ie4	iɛ˨˦	ɦɨɛ˨˦	
掇	掇	due2	tuɛ˨˩	d̥uɛ˨˩	指捅过去或上前应对，有硬碰硬之意
頹	颓	tue2	tʰuɛ˨˩	tʰuɛ˨˩	白读
賊	贼	zue2	tsuɛ˨˩	tsuɛ˨˩	白读
拙	拙	zue2	tsuɛ˨˩	tsuɛ˨˩	~劣
茁	茁	zue2	tsuɛ˨˩	tsuɛ˨˩	~芽
綴	缀	zue2	tsuɛ˨˩	tsuɛ˨˩	~合
輟	辍	zue2	tsuɛ˨˩	tsuɛ˨˩	~笔
掇	掇	zue2	tsuɛ˨˩	tsuɛ˨˩	拾~；~醍，指点拨人使其清醒
國	国	gue2	kuɛ˨˩	ɟ̊uɛ˨˩	
擴	扩	kue2	kʰuɛ˨˩	cʰuɛ˨˩	
闊	阔	kue2	kʰuɛ˨˩	cʰuɛ˨˩	
逵	逵	kue2	kʰuɛ˨˩	cʰuɛ˨˩	白读
或	或	hue2	xuɛ˨˩	çuɛ˨˩	
惑	惑	hue2	xuɛ˨˩	çuɛ˨˩	
獲	获	hue2	xuɛ˨˩	çuɛ˨˩	
兒	儿	er2	ɚ˨˩	Øɛ˞˨˩	文读
而	而	er2	ɚ˨˩	Øɛ˞˨˩	文读
馹	驲	er2	ɚ˨˩	Øɛ˞˨˩	
耳	耳	er3	ɚ˦˧	Øɛ˞˦˧	文读
餌	饵	er3	ɚ˦˧	Øɛ˞˦˧	
爾	尔	er3	ɚ˦˧	Øɛ˞˦˧	
二	二	er4	ɚ˨˦	Øɛ˞˨˦	文读
貳	贰	er4	ɚ˨˦	Øɛ˞˨˦	
貮	貮	er4	ɚ˨˦	Øɛ˞˨˦	
𧵸	𧵸	er4	ɚ˨˦	Øɛ˞˨˦	
㒃	㒃	er4	ɚ˨˦	Øɛ˞˨˦	
𠍎	𠍎	er4	ɚ˨˦	Øɛ˞˨˦	
冇	冇	biu3	piu˦˧	b̥ɨ̹u˦˧	“不有”合音
嘟	嘟	jiu1	tɕiu˦˥	tɕɨ̹u˦˥	肥~~
卒	卒	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	
誶	谇	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	文读
猝	猝	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	仓~
踤	踤	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	文读
㰵	㰵	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	
啹	啹	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	即“㰵”
橘	橘	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	
桔	桔	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	~子
菊	菊	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	
足	足	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	
促	促	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	仓~
局	局	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	
粥	粥	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	白读
燭	烛	jiu2	tɕiu˨˩	tɕɨ̹u˨˩	白读
黢	黢	qiu1	tɕʰiu˦˥	tɕʰɨ̹u˦˥	
屈	屈	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	
倔	倔	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	白读
崛	崛	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	白读
掘	掘	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	白读
族	族	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	
簇	簇	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	白读
捽	捽	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	文读
促	促	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	敦~
蹙	蹙	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	~眉
蹵	蹵	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	皱~
蹴	蹴	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	~鞠
曲	曲	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	
蛐	蛐	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	~蟮，即蚯蚓
渠	渠	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	水~
趣	趣	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	知~
覷	觑	qiu2	tɕʰiu˨˩	tɕʰɨ̹u˨˩	不可小~
黢	黢	qiu3	tɕʰiu˦˧	tɕʰɨ̹u˦˧	雾~~，指颜色暗淡；乌~~，指表面肮脏不堪
束	束	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	白读
速	速	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	
粟	粟	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	白读
宿	宿	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	
畜	畜	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	
蓄	蓄	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	
俗	俗	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	
續	续	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	白读
贖	赎	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	~买
旭	旭	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	
戌	戌	xiu2	ɕiu˨˩	ɕɨ̹u˨˩	
郁	郁	iu2	iu˨˩	ɦɨ̹u˨˩	~~葱葱
域	域	iu2	iu˨˩	ɦɨ̹u˨˩	
彧	彧	iu2	iu˨˩	ɦɨ̹u˨˩	
役	役	iu2	iu˨˩	ɦɨ̹u˨˩	
疫	疫	iu2	iu˨˩	ɦɨ̹u˨˩	
育	育	iu2	iu˨˩	ɦɨ̹u˨˩	
獄	狱	iu2	iu˨˩	ɦɨ̹u˨˩	
慾	欲	iu2	iu˨˩	ɦɨ̹u˨˩	
浴	浴	iu2	iu˨˩	ɦɨ̹u˨˩	
昱	昱	iu2	iu˨˩	ɦɨ̹u˨˩	
煜	煜	iu2	iu˨˩	ɦɨ̹u˨˩	
毓	毓	iu2	iu˨˩	ɦɨ̹u˨˩	
如	如	iu2	iu˨˩	ɦɨ̹u˨˩	譬~
尤	尤	iu2	iu˨˩	ɦɨ̹u˨˩	蚩~
油	油	iu2	iu˨˩	ɦɨ̹u˨˩	老~子
拜	拜	bai1	pai˦˥	b̥ɐɛ˦˥	~~，再见
𨃅	𨃅	bai1	pai˦˥	b̥ɐɛ˦˥	
跛	跛	bai1	pai˦˥	b̥ɐɛ˦˥	白读
擺	摆	bai3	pai˦˧	b̥ɐɛ˦˧	
拜	拜	bai4	pai˨˦	b̥ɐɛ˨˦	
敗	败	bai4	pai˨˦	b̥ɐɛ˨˦	
稗	稗	bai4	pai˨˦	b̥ɐɛ˨˦	
牌	牌	pai1	pʰai˦˥	pʰɐɛ˦˥	“跳板”游戏中的石子
排	排	pai2	pʰai˨˩	pʰɐɛ˨˩	
牌	牌	pai2	pʰai˨˩	pʰɐɛ˨˩	
丕	丕	pai3	pʰai˦˧	pʰɐɛ˦˧	双手侧平举时中指尖之间距离，约1.7米；一字排开；实~~，指真实存在
派	派	pai4	pʰai˨˦	pʰɐɛ˨˦	
魄	魄	pai4	pʰai˨˦	pʰɐɛ˨˦	~头
埋	埋	mai2	mai˨˩	mᵇɐɛ˨˩	
麥	麦	mai2	mai˨˩	mᵇɐɛ˨˩	烧~
買	买	mai3	mai˦˧	mᵇɐɛ˦˧	
賣	卖	mai4	mai˨˦	mᵇɐɛ˨˦	
邁	迈	mai4	mai˨˦	mᵇɐɛ˨˦	
呆	呆	dai1	tai˦˥	d̥ɐɛ˦˥	
逮	逮	dai3	tai˦˧	d̥ɐɛ˦˧	
歹	歹	dai3	tai˦˧	d̥ɐɛ˦˧	
扽	扽	dai3	tai˦˧	d̥ɐɛ˦˧	拉直
戴	戴	dai4	tai˨˦	d̥ɐɛ˨˦	
帶	带	dai4	tai˨˦	d̥ɐɛ˨˦	
待	待	dai4	tai˨˦	d̥ɐɛ˨˦	
怠	怠	dai4	tai˨˦	d̥ɐɛ˨˦	
殆	殆	dai4	tai˨˦	d̥ɐɛ˨˦	
代	代	dai4	tai˨˦	d̥ɐɛ˨˦	
袋	袋	dai4	tai˨˦	d̥ɐɛ˨˦	
貸	贷	dai4	tai˨˦	d̥ɐɛ˨˦	
大	大	dai4	tai˨˦	d̥ɐɛ˨˦	~夫；山~王
在	在	dai4	tai˨˦	d̥ɐɛ˨˦	白读
胎	胎	tai1	tʰai˦˥	tʰɐɛ˦˥	
抬	抬	tai1	tʰai˦˥	tʰɐɛ˦˥	~乒乓球
奤	奤	tai1	tʰai˦˥	tʰɐɛ˦˥	说话做事不动脑子，言行鲁莽
台	台	tai2	tʰai˨˩	tʰɐɛ˨˩	
苔	苔	tai2	tʰai˨˩	tʰɐɛ˨˩	
抬	抬	tai2	tʰai˨˩	tʰɐɛ˨˩	
才	才	tai2	tʰai˨˩	tʰɐɛ˨˩	白读
太	太	tai4	tʰai˨˦	tʰɐɛ˨˦	
態	态	tai4	tʰai˨˦	tʰɐɛ˨˦	
泰	泰	tai4	tʰai˨˦	tʰɐɛ˨˦	
奶	奶	lai1	lai˦˥	l̃ɐɛ˦˥	~~，旧时被晚辈以此称呼祖母的，一般身份为妾；乳房
來	来	lai2	lai˨˩	l̃ɐɛ˨˩	文读
淶	涞	lai2	lai˨˩	l̃ɐɛ˨˩	
唻	唻	lai2	lai˨˩	l̃ɐɛ˨˩	文读
萊	莱	lai2	lai˨˩	l̃ɐɛ˨˩	
奶	奶	lai2	lai˨˩	l̃ɐɛ˨˩	姑~，对女儿或女友的爱称
乃	乃	lai3	lai˦˧	l̃ɐɛ˦˧	
奶	奶	lai3	lai˦˧	l̃ɐɛ˦˧	
耐	耐	lai4	lai˨˦	l̃ɐɛ˨˦	
奈	奈	lai4	lai˨˦	l̃ɐɛ˨˦	
萘	萘	lai4	lai˨˦	l̃ɐɛ˨˦	
賴	赖	lai4	lai˨˦	l̃ɐɛ˨˦	
瀨	濑	lai4	lai˨˦	l̃ɐɛ˨˦	
籟	籁	lai4	lai˨˦	l̃ɐɛ˨˦	
癩	癞	lai4	lai˨˦	l̃ɐɛ˨˦	
睞	睐	lai4	lai˨˦	l̃ɐɛ˨˦	
災	灾	zai1	tsai˦˥	tsɐɛ˦˥	
甾	甾	zai1	tsai˦˥	tsɐɛ˦˥	
栽	栽	zai1	tsai˦˥	tsɐɛ˦˥	
齋	斋	zai1	tsai˦˥	tsɐɛ˦˥	
崽	崽	zai2	tsai˨˩	tsɐɛ˨˩	~哦，语气词，相当于“天哪”
宰	宰	zai3	tsai˦˧	tsɐɛ˦˧	
崽	崽	zai3	tsai˦˧	tsɐɛ˦˧	
仔	仔	zai3	tsai˦˧	tsɐɛ˦˧	
載	载	zai4	tsai˨˦	tsɐɛ˨˦	
在	在	zai4	tsai˨˦	tsɐɛ˨˦	文读
再	再	zai4	tsai˨˦	tsɐɛ˨˦	
債	债	zai4	tsai˨˦	tsɐɛ˨˦	
寨	寨	zai4	tsai˨˦	tsɐɛ˨˦	
眥	眦	zai4	tsai˨˦	tsɐɛ˨˦	
猜	猜	cai1	tsʰai˦˥	tsʰɐɛ˦˥	
釵	钗	cai1	tsʰai˦˥	tsʰɐɛ˦˥	
差	差	cai1	tsʰai˦˥	tsʰɐɛ˦˥	出~
才	才	cai2	tsʰai˨˩	tsʰɐɛ˨˩	文读
財	财	cai2	tsʰai˨˩	tsʰɐɛ˨˩	
裁	裁	cai2	tsʰai˨˩	tsʰɐɛ˨˩	
豺	豺	cai2	tsʰai˨˩	tsʰɐɛ˨˩	
柴	柴	cai2	tsʰai˨˩	tsʰɐɛ˨˩	
採	采	cai3	tsʰai˦˧	tsʰɐɛ˦˧	
睬	睬	cai3	tsʰai˦˧	tsʰɐɛ˦˧	
踩	踩	cai3	tsʰai˦˧	tsʰɐɛ˦˧	
彩	彩	cai3	tsʰai˦˧	tsʰɐɛ˦˧	
菜	菜	cai4	tsʰai˨˦	tsʰɐɛ˨˦	
蔡	蔡	cai4	tsʰai˨˦	tsʰɐɛ˨˦	
腮	腮	sai1	sai˦˥	sɐɛ˦˥	
篩	筛	sai1	sai˦˥	sɐɛ˦˥	
塞	塞	sai1	sai˦˥	sɐɛ˦˥	支垫
塞	塞	sai4	sai˨˦	sɐɛ˨˦	要~
賽	赛	sai4	sai˨˦	sɐɛ˨˦	
曬	晒	sai4	sai˨˦	sɐɛ˨˦	
該	该	gai1	kai˦˥	ɟ̊ɐɛ˦˥	
街	街	gai1	kai˦˥	ɟ̊ɐɛ˦˥	
皆	皆	gai1	kai˦˥	ɟ̊ɐɛ˦˥	白读
階	阶	gai1	kai˦˥	ɟ̊ɐɛ˦˥	白读
偕	偕	gai1	kai˦˥	ɟ̊ɐɛ˦˥	宠辱~忘
改	改	gai3	kai˦˧	ɟ̊ɐɛ˦˧	
解	解	gai3	kai˦˧	ɟ̊ɐɛ˦˧	白读
解	解	gai4	kai˨˦	ɟ̊ɐɛ˨˦	~元
蓋	盖	gai4	kai˨˦	ɟ̊ɐɛ˨˦	
丐	丐	gai4	kai˨˦	ɟ̊ɐɛ˨˦	
介	介	gai4	kai˨˦	ɟ̊ɐɛ˨˦	白读
芥	芥	gai4	kai˨˦	ɟ̊ɐɛ˨˦	白读
界	界	gai4	kai˨˦	ɟ̊ɐɛ˨˦	白读
屆	届	gai4	kai˨˦	ɟ̊ɐɛ˨˦	白读
戒	戒	gai4	kai˨˦	ɟ̊ɐɛ˨˦	白读
械	械	gai4	kai˨˦	ɟ̊ɐɛ˨˦	白读
誡	诫	gai4	kai˨˦	ɟ̊ɐɛ˨˦	白读
開	开	kai1	kʰai˦˥	cʰɐɛ˦˥	
揩	揩	kai1	kʰai˦˥	cʰɐɛ˦˥	白读
凱	凯	kai3	kʰai˦˧	cʰɐɛ˦˧	
剴	剀	kai3	kʰai˦˧	cʰɐɛ˦˧	
愷	恺	kai3	kʰai˦˧	cʰɐɛ˦˧	
塏	垲	kai3	kʰai˦˧	cʰɐɛ˦˧	
鎧	铠	kai3	kʰai˦˧	cʰɐɛ˦˧	
鍇	锴	kai3	kʰai˦˧	cʰɐɛ˦˧	
慨	慨	kai3	kʰai˦˧	cʰɐɛ˦˧	
概	概	kai4	kʰai˨˦	cʰɐɛ˨˦	
溉	溉	kai4	kʰai˨˦	cʰɐɛ˨˦	
哀	哀	ngai1	ŋai˦˥	ɲᶡɐɛ˦˥	
埃	埃	ngai1	ŋai˦˥	ɲᶡɐɛ˦˥	
挨	挨	ngai1	ŋai˦˥	ɲᶡɐɛ˦˥	~着
唉	唉	ngai1	ŋai˦˥	ɲᶡɐɛ˦˥	文读
哎	哎	ngai1	ŋai˦˥	ɲᶡɐɛ˦˥	文读
崖	崖	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	
捱	捱	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	
涯	涯	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	天~海角
睚	睚	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	
癌	癌	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	
岩	岩	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	
磑	硙	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	
額	额	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	~颅，即额头
挨	挨	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	~打
騃	騃	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	
唉	唉	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	你~哪样~，强调或重复语气词
哎	哎	ngai2	ŋai˨˩	ɲᶡɐɛ˨˩	你~哪样呀，强调或重复语气词
藹	蔼	ngai3	ŋai˦˧	ɲᶡɐɛ˦˧	
矮	矮	ngai3	ŋai˦˧	ɲᶡɐɛ˦˧	
欸	欸	ngai3	ŋai˦˧	ɲᶡɐɛ˦˧	文读
皑	皑	ngai3	ŋai˦˧	ɲᶡɐɛ˦˧	
哎	哎	ngai3	ŋai˦˧	ɲᶡɐɛ˦˧	你~哪样哟，强调或重复语气词
礙	碍	ngai4	ŋai˨˦	ɲᶡɐɛ˨˦	
艾	艾	ngai4	ŋai˨˦	ɲᶡɐɛ˨˦	
愛	爱	ngai4	ŋai˨˦	ɲᶡɐɛ˨˦	
靄	霭	ngai4	ŋai˨˦	ɲᶡɐɛ˨˦	
藹	蔼	ngai4	ŋai˨˦	ɲᶡɐɛ˨˦	和~可亲
隘	隘	ngai4	ŋai˨˦	ɲᶡɐɛ˨˦	
嗨	嗨	hai1	xai˦˥	çɐɛ˦˥	
咍	咍	hai1	xai˦˥	çɐɛ˦˥	
害	害	hai1	xai˦˥	çɐɛ˦˥	~怕
酣	酣	hai1	xai˦˥	çɐɛ˦˥	狼吞虎咽地吃
奒	奒	hai1	xai˦˥	çɐɛ˦˥	即“大”
大	大	hai1	xai˦˥	çɐɛ˦˥	白读
許	许	hai1	xai˦˥	çɐɛ˦˥	~多、~扯，表示非常
孩	孩	hai2	xai˨˩	çɐɛ˨˩	
骸	骸	hai2	xai˨˩	çɐɛ˨˩	
鞋	鞋	hai2	xai˨˩	çɐɛ˨˩	
偕	偕	hai2	xai˨˩	çɐɛ˨˩	白读
諧	谐	hai2	xai˨˩	çɐɛ˨˩	白读
還	还	hai2	xai˨˩	çɐɛ˨˩	白读1
海	海	hai3	xai˦˧	çɐɛ˦˧	
蟹	蟹	hai3	xai˦˧	çɐɛ˦˧	白读
亥	亥	hai3	xai˦˧	çɐɛ˦˧	辛~革命
亥	亥	hai4	xai˨˦	çɐɛ˨˦	
害	害	hai4	xai˨˦	çɐɛ˨˦	
解	解	hai4	xai˨˦	çɐɛ˨˦	浑身~数
瀣	瀣	hai4	xai˨˦	çɐɛ˨˦	
䪥	䪥	hai4	xai˨˦	çɐɛ˨˦	
薤	薤	hai4	xai˨˦	çɐɛ˨˦	
鼾	鼾	hai4	xai˨˦	çɐɛ˨˦	打喝~
捱	捱	ai2	ai˨˩	ɦɐɛ˨˩	~时间
呆	呆	ai2	ai˨˩	ɦɐɛ˨˩	~板
兮	兮	ai2	ai˨˩	ɦɐɛ˨˩	叹气声，即“唉”
唉	唉	ai2	ai˨˩	ɦɐɛ˨˩	叹气声
哎	哎	ai2	ai˨˩	ɦɐɛ˨˩	~呀
哎	哎	ai3	ai˦˧	ɦɐɛ˦˧	~哟
皆	皆	jiai1	tɕiai˦˥	tɕɨɐɛ˦˥	文读
階	阶	jiai1	tɕiai˦˥	tɕɨɐɛ˦˥	文读
解	解	jiai3	tɕiai˦˧	tɕɨɐɛ˦˧	文读
介	介	jiai4	tɕiai˨˦	tɕɨɐɛ˨˦	文读
芥	芥	jiai4	tɕiai˨˦	tɕɨɐɛ˨˦	文读
界	界	jiai4	tɕiai˨˦	tɕɨɐɛ˨˦	文读
屆	届	jiai4	tɕiai˨˦	tɕɨɐɛ˨˦	文读
戒	戒	jiai4	tɕiai˨˦	tɕɨɐɛ˨˦	文读
械	械	jiai4	tɕiai˨˦	tɕɨɐɛ˨˦	文读
誡	诫	jiai4	tɕiai˨˦	tɕɨɐɛ˨˦	文读
揩	揩	qiai1	tɕʰiai˦˥	tɕʰɨɐɛ˦˥	文读
偕	偕	xiai2	ɕiai˨˩	ɕɨɐɛ˨˩	文读
諧	谐	xiai2	ɕiai˨˩	ɕɨɐɛ˨˩	文读
解	解	xiai4	ɕiai˨˦	ɕɨɐɛ˨˦	姓
懈	懈	xiai4	ɕiai˨˦	ɕɨɐɛ˨˦	
邂	邂	xiai4	ɕiai˨˦	ɕɨɐɛ˨˦	
蟹	蟹	xiai4	ɕiai˨˦	ɕɨɐɛ˨˦	文读
摔	摔	zuai1	tsuai˦˥	tsuɐɛ˦˥	白读
睉	睉	zuai1	tsuai˦˥	tsuɐɛ˦˥	
臜	臜	zuai1	tsuai˦˥	tsuɐɛ˦˥	白读1
掇	掇	zuai2	tsuai˨˩	tsuɐɛ˨˩	白读
拙	拙	zuai2	tsuai˨˩	tsuɐɛ˨˩	笨~
茁	茁	zuai2	tsuai˨˩	tsuɐɛ˨˩	~实
跩	跩	zuai3	tsuai˦˧	tsuɐɛ˦˧	文读
撮	撮	zuai3	tsuai˦˧	tsuɐɛ˦˧	白读2
拽	拽	zuai4	tsuai˨˦	tsuɐɛ˨˦	
嘬	嘬	zuai4	tsuai˨˦	tsuɐɛ˨˦	文读
揣	揣	cuai1	tsʰuai˦˥	tsʰuɐɛ˦˥	
踹	踹	cuai3	tsʰuai˦˧	tsʰuɐɛ˦˧	
喘	喘	cuai3	tsʰuai˦˧	tsʰuɐɛ˦˧	类似哮喘发作的症状
嘬	嘬	cuai4	tsʰuai˨˦	tsʰuɐɛ˨˦	妇女撒泼
衰	衰	suai1	suai˦˥	suɐɛ˦˥	
摔	摔	suai1	suai˦˥	suɐɛ˦˥	文读
甩	甩	suai3	suai˦˧	suɐɛ˦˧	
帥	帅	suai4	suai˨˦	suɐɛ˨˦	
率	率	suai4	suai˨˦	suɐɛ˨˦	统~；~先；~领
乖	乖	guai1	kuai˦˥	ɟ̊uɐɛ˦˥	
拐	拐	guai2	kuai˨˩	ɟ̊uɐɛ˨˩	一~一~的
拐	拐	guai3	kuai˦˧	ɟ̊uɐɛ˦˧	
怪	怪	guai4	kuai˨˦	ɟ̊uɐɛ˨˦	
塊	块	kuai3	kʰuai˦˧	cʰuɐɛ˦˧	
炔	炔	kuai3	kʰuai˦˧	cʰuɐɛ˦˧	
蒯	蒯	kuai3	kʰuai˦˧	cʰuɐɛ˦˧	
快	快	kuai4	kʰuai˨˦	cʰuɐɛ˨˦	
筷	筷	kuai4	kʰuai˨˦	cʰuɐɛ˨˦	
會	会	kuai4	kʰuai˨˦	cʰuɐɛ˨˦	~计
劊	刽	kuai4	kʰuai˨˦	cʰuɐɛ˨˦	
歡	欢	huai1	xuai˦˥	çuɐɛ˦˥	~喜
懷	怀	huai2	xuai˨˩	çuɐɛ˨˩	
槐	槐	huai2	xuai˨˩	çuɐɛ˨˩	
淮	淮	huai2	xuai˨˩	çuɐɛ˨˩	
或	或	huai2	xuai˨˩	çuɐɛ˨˩	~者
惑	惑	huai2	xuai˨˩	çuɐɛ˨˩	疑~
壞	坏	huai4	xuai˨˦	çuɐɛ˨˦	
歪	歪	uai1	uai˦˥	ɦuɐɛ˦˥	
腌	腌	uai1	uai˦˥	ɦuɐɛ˦˥	白读1
懷	怀	uai2	uai˨˩	ɦuɐɛ˨˩	很大
崴	崴	uai3	uai˦˧	ɦuɐɛ˦˧	
歪	歪	uai3	uai˦˧	ɦuɐɛ˦˧	~货
𨂿	𨂿	uai3	uai˦˧	ɦuɐɛ˦˧	
外	外	uai4	uai˨˦	ɦuɐɛ˨˦	
背	背	bei1	pei˦˥	b̥ɘɨ˦˥	~起
杯	杯	bei1	pei˦˥	b̥ɘɨ˦˥	
卑	卑	bei1	pei˦˥	b̥ɘɨ˦˥	
碑	碑	bei1	pei˦˥	b̥ɘɨ˦˥	
悲	悲	bei1	pei˦˥	b̥ɘɨ˦˥	
背	背	bei4	pei˨˦	b̥ɘɨ˨˦	文读
輩	辈	bei4	pei˨˦	b̥ɘɨ˨˦	
費	费	bei4	pei˨˦	b̥ɘɨ˨˦	姓
貝	贝	bei4	pei˨˦	b̥ɘɨ˨˦	
呗	呗	bei4	pei˨˦	b̥ɘɨ˨˦	文读
倍	倍	bei4	pei˨˦	b̥ɘɨ˨˦	
焙	焙	bei4	pei˨˦	b̥ɘɨ˨˦	文读
蓓	蓓	bei4	pei˨˦	b̥ɘɨ˨˦	
被	被	bei4	pei˨˦	b̥ɘɨ˨˦	~窝
備	备	bei4	pei˨˦	b̥ɘɨ˨˦	预~
臂	臂	bei4	pei˨˦	b̥ɘɨ˨˦	
鐾	鐾	bei4	pei˨˦	b̥ɘɨ˨˦	
避	避	bei4	pei˨˦	b̥ɘɨ˨˦	~开
閉	闭	bei4	pei˨˦	b̥ɘɨ˨˦	嘴巴~着
幣	币	bei4	pei˨˦	b̥ɘɨ˨˦	硬~
陛	陛	bei4	pei˨˦	b̥ɘɨ˨˦	
泌	泌	bei4	pei˨˦	b̥ɘɨ˨˦	人名
秘	秘	bei4	pei˨˦	b̥ɘɨ˨˦	~方；~籍；~密；~鲁；~书
祕	祕	bei4	pei˨˦	b̥ɘɨ˨˦	
袐	袐	bei4	pei˨˦	b̥ɘɨ˨˦	
柲	柲	bei4	pei˨˦	b̥ɘɨ˨˦	
㧙	㧙	bei4	pei˨˦	b̥ɘɨ˨˦	
苾	苾	bei4	pei˨˦	b̥ɘɨ˨˦	
批	批	pei1	pʰei˦˥	pʰɘɨ˦˥	
