"繁體"	"简体"	"音標"	"註釋"	"聲"	"韻"	"調"
"睘"	"睘"	"t͡ɕʰy̑in˨˩"	""	"t͡ɕʰ"	"y̑in"	"˨˩"
"𢶇"	"𢶇"	"t͡ɕʰy̑in˨˩"	""	"t͡ɕʰ"	"y̑in"	"˨˩"
"煢"	"茕"	"t͡ɕʰy̑in˨˩"	""	"t͡ɕʰ"	"y̑in"	"˨˩"
"璚"	"璚"	"t͡ɕʰy̑in˨˩"	""	"t͡ɕʰ"	"y̑in"	"˨˩"
"頔"	"頔"	"t͡ɕʰy̑in˦˩"	""	"t͡ɕʰ"	"y̑in"	"˦˩"
"㩩"	"㩩"	"t͡ɕʰy̑in˦˩"	""	"t͡ɕʰ"	"y̑in"	"˦˩"
"檾"	"檾"	"t͡ɕʰy̑in˦˩"	""	"t͡ɕʰ"	"y̑in"	"˦˩"
"苘"	"苘"	"t͡ɕʰy̑in˦˩"	""	"t͡ɕʰ"	"y̑in"	"˦˩"
"䔛"	"䔛"	"t͡ɕʰy̑in˦˩"	""	"t͡ɕʰ"	"y̑in"	"˦˩"
"頃"	"顷"	"t͡ɕʰy̑in˦˩"	""	"t͡ɕʰ"	"y̑in"	"˦˩"
"騂"	"骍"	"ɕin˦˥"	""	"ɕ"	"in"	"˦˥"
"騂"	"骍"	"ɕy̑in˦˥"	""	"ɕ"	"y̑in"	"˦˥"
"𤙡"	"𤙡"	"ɕy̑in˦˥"	""	"ɕ"	"y̑in"	"˦˥"
"垶"	"垶"	"ɕy̑in˦˥"	""	"ɕ"	"y̑in"	"˦˥"
"觪"	"觪"	"ɕy̑in˦˥"	""	"ɕ"	"y̑in"	"˦˥"
"觲"	"觲"	"ɕy̑in˦˥"	""	"ɕ"	"y̑in"	"˦˥"
"𧵣"	"𧵣"	"ɕy̑in˦˥"	""	"ɕ"	"y̑in"	"˦˥"
"敻"	"敻"	"ɕy̑in˩˧"	""	"ɕ"	"y̑in"	"˩˧"
"詗"	"诇"	"ɕy̑in˩˧"	""	"ɕ"	"y̑in"	"˩˧"
"矎"	"矎"	"ɕy̑in˩˧"	""	"ɕ"	"y̑in"	"˩˧"
"縈"	"萦"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"褮"	"褮"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"嫈"	"嫈"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"𢄋"	"𢄋"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"䪯"	"䪯"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"營"	"营"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"鎣"	"蓥"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"䁝"	"䁝"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"嵤"	"嵤"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"濴"	"濴"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"謍	"	"謍	"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"塋"	"茔"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"頴"	"颕"	"ɥin˦˩"	""	"j"	"y̑in"	"˦˩"
"㯋"	"㯋"	"ɥin˦˩"	""	"j"	"y̑in"	"˦˩"
"穎"	"颖"	"jin˦˩"	""	"j"	"in"	"˦˩"
"扃"	"扃"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"駉"	"駉"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"坰"	"坰"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"冋"	"冋"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"𪕍"	"𪕍"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"絅"	"䌹"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"𣕄"	"𣕄"	"t͡ɕy̑in˦˥"	""	"t͡ɕ"	"y̑in"	"˦˥"
"螢"	"萤"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"熒"	"荧"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"褮"	"褮"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"滎"	"滎"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"瀅"	"滢"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"濙"	"濙"	"ɥin˨˩"	""	"j"	"y̑in"	"˨˩"
"𧵣"	"𧵣"	"ɕy̑in˨˩"	""	"ɕ"	"y̑in"	"˨˩"
"濙"	"濙"	"ɥin˦˩"	""	"j"	"y̑in"	"˦˩"
"迥"	"迥"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"熲"	"颎"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"𧍮"	"𧍮"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"炯"	"炯"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"𩚱"	"𩚱"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"炅"	"炅"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"𠖷"	"𠖷"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"煛"	"煛"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"顈"	"顈"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"絅"	"䌹"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"褧"	"褧"	"t͡ɕy̑in˦˩"	""	"t͡ɕ"	"y̑in"	"˦˩"
"詗"	"诇"	"ɕy̑in˩˧"	""	"ɕ"	"y̑in"	"˩˧"
"𦳖"	"𦳖"	"ɕy̑in˩˧"	""	"ɕ"	"y̑in"	"˩˧"
"𢣙"	"𢣙"	"ɥin˩˧"	""	"j"	"y̑in"	"˩˧"
"篷"	"篷"	"pʰoŋ˨˩"	""	"pʰ"	"oŋ"	"˨˩"
"蓬"	"蓬"	"pʰoŋ˨˩"	""	"pʰ"	"oŋ"	"˨˩"
"蒙"	"蒙"	"mᵇoŋ˦˥"	""	"mᵇ"	"oŋ"	"˦˥"
"蒙"	"蒙"	"mᵇoŋ˨˩"	""	"mᵇ"	"oŋ"	"˨˩"
"㩚"	"㩚"	"mᵇoŋ˦˩"	"動詞，如：把眼睛～著"	"mᵇ"	"oŋ"	"˦˩"
"懵"	"懵"	"mᵇoŋ˦˥"	""	"mᵇ"	"oŋ"	"˦˥"
"東"	"东"	"toŋ˦˥"	""	"t"	"oŋ"	"˦˥"
"董"	"董"	"toŋ˦˩"	""	"t"	"oŋ"	"˦˩"
"懂"	"懂"	"toŋ˦˩"	""	"t"	"oŋ"	"˦˩"
"棟"	"栋"	"toŋ˩˧"	""	"t"	"oŋ"	"˩˧"
"凍"	"冻"	"toŋ˩˧"	""	"t"	"oŋ"	"˩˧"
"通"	"通"	"tʰoŋ˦˥"	""	"tʰ"	"oŋ"	"˦˥"
"桶"	"桶"	"tʰoŋ˦˩"	""	"tʰ"	"oŋ"	"˦˩"
"捅"	"捅"	"tʰoŋ˦˩"	""	"tʰ"	"oŋ"	"˦˩"
"痛"	"痛"	"tʰoŋ˩˧"	""	"tʰ"	"oŋ"	"˩˧"
"同"	"同"	"tʰoŋ˨˩"	""	"tʰ"	"oŋ"	"˨˩"
"銅"	"铜"	"tʰoŋ˨˩"	""	"tʰ"	"oŋ"	"˨˩"
"桐"	"桐"	"tʰoŋ˨˩"	""	"tʰ"	"oŋ"	"˨˩"
"筒"	"筒"	"tʰoŋ˨˩"	""	"tʰ"	"oŋ"	"˨˩"
"童"	"童"	"tʰoŋ˨˩"	""	"tʰ"	"oŋ"	"˨˩"
"瞳"	"瞳"	"tʰoŋ˨˩"	""	"tʰ"	"oŋ"	"˨˩"
"動"	"动"	"toŋ˩˧"	""	"t"	"oŋ"	"˩˧"
"洞"	"洞"	"toŋ˩˧"	""	"t"	"oŋ"	"˩˧"
"籠"	"笼"	"l̃oŋ˨˩"	""	"l̃"	"oŋ"	"˨˩"
"聾"	"聋"	"l̃oŋ˦˥"	""	"l̃"	"oŋ"	"˦˥"
"聾"	"聋"	"l̃oŋ˨˩"	"文讀"	"l̃"	"oŋ"	"˨˩"
"攏"	"拢"	"l̃oŋ˦˩"	""	"l̃"	"oŋ"	"˦˩"
"弄"	"弄"	"l̃oŋ˦˥"	"白讀，如：～整"	"l̃"	"oŋ"	"˦˥"
"弄"	"弄"	"l̃oŋ˩˧"	"文讀"	"l̃"	"oŋ"	"˩˧"
"棕"	"棕"	"t͡soŋ˦˥"	""	"t͡s"	"oŋ"	"˦˥"
"鬃"	"鬃"	"t͡soŋ˦˥"	""	"t͡s"	"oŋ"	"˦˥"
"總"	"总"	"t͡soŋ˦˩"	""	"t͡s"	"oŋ"	"˦˩"
"粽"	"粽"	"t͡soŋ˩˧"	""	"t͡s"	"oŋ"	"˩˧"
"聰"	"聪"	"t͡sʰoŋ˦˥"	""	"t͡sʰ"	"oŋ"	"˦˥"
"匆"	"匆"	"t͡sʰoŋ˦˥"	""	"t͡sʰ"	"oŋ"	"˦˥"
"蔥"	"葱"	"t͡sʰoŋ˦˥"	""	"t͡sʰ"	"oŋ"	"˦˥"
"囪"	"囱"	"t͡sʰoŋ˦˥"	""	"t͡sʰ"	"oŋ"	"˦˥"
"叢"	"丛"	"t͡sʰoŋ˨˩"	""	"t͡sʰ"	"oŋ"	"˨˩"
"送"	"送"	"soŋ˩˧"	""	"s"	"oŋ"	"˩˧"
"公"	"公"	"koŋ˦˥"	""	"k"	"oŋ"	"˦˥"
"工"	"工"	"koŋ˦˥"	""	"k"	"oŋ"	"˦˥"
"功"	"功"	"koŋ˦˥"	""	"k"	"oŋ"	"˦˥"
"攻"	"攻"	"koŋ˦˥"	""	"k"	"oŋ"	"˦˥"
"貢"	"贡"	"koŋ˩˧"	""	"k"	"oŋ"	"˩˧"
"空"	"空"	"kʰoŋ˦˥"	""	"kʰ"	"oŋ"	"˦˥"
"孔"	"孔"	"kʰoŋ˦˩"	""	"kʰ"	"oŋ"	"˦˩"
"控"	"控"	"kʰoŋ˩˧"	""	"kʰ"	"oŋ"	"˩˧"
"空"	"空"	"kʰoŋ˩˧"	""	"kʰ"	"oŋ"	"˩˧"
"烘"	"烘"	"xoŋ˦˥"	""	"x"	"oŋ"	"˦˥"
"哄"	"哄"	"xoŋ˦˩"	""	"x"	"oŋ"	"˦˩"
"紅"	"红"	"xoŋ˨˩"	""	"x"	"oŋ"	"˨˩"
"訌"	"讧"	"kɑŋ˩˧"	""	"k"	"ɑŋ"	"˩˧"
"洪"	"洪"	"xoŋ˨˩"	""	"x"	"oŋ"	"˨˩"
"鴻"	"鸿"	"xoŋ˨˩"	""	"x"	"oŋ"	"˨˩"
"汞"	"汞"	"koŋ˦˩"	""	"k"	"oŋ"	"˦˩"
"閧"	"閧"	"xoŋ˩˧"	""	"x"	"oŋ"	"˩˧"
"翁"	"翁"	"oŋ˦˥"	""	"Ø"	"oŋ"	"˦˥"
"翁"	"翁"	"oŋ˩˧"	"姓氏"	"Ø"	"oŋ"	"˩˧"
"甕"	"瓮"	"oŋ˩˧"	""	"Ø"	"oŋ"	"˩˧"
"冬"	"冬"	"toŋ˦˥"	""	"t"	"oŋ"	"˦˥"
"統"	"统"	"tʰoŋ˦˩"	""	"tʰ"	"oŋ"	"˦˩"
"農"	"农"	"l̃oŋ˨˩"	""	"l̃"	"oŋ"	"˨˩"
"膿"	"脓"	"l̃oŋ˨˩"	""	"l̃"	"oŋ"	"˨˩"
"宗"	"宗"	"t͡soŋ˦˥"	""	"t͡s"	"oŋ"	"˦˥"
"鬆"	"松"	"soŋ˦˥"	""	"s"	"oŋ"	"˦˥"
"宋"	"宋"	"soŋ˩˧"	""	"s"	"oŋ"	"˩˧"
"風"	"风"	"foŋ˦˥"	""	"f"	"oŋ"	"˦˥"
"瘋"	"疯"	"foŋ˦˥"	""	"f"	"oŋ"	"˦˥"
"諷"	"讽"	"foŋ˦˩"	""	"f"	"oŋ"	"˦˩"
"豐"	"丰"	"foŋ˦˥"	""	"f"	"oŋ"	"˦˥"
"酆"	"丰"	"foŋ˦˥"	""	"f"	"oŋ"	"˦˥"
"馮"	"冯"	"foŋ˨˩"	""	"f"	"oŋ"	"˨˩"
"鳳"	"凤"	"foŋ˩˧"	""	"f"	"oŋ"	"˩˧"
"夢"	"梦"	"mᵇoŋ˩˧"	""	"mᵇ"	"oŋ"	"˩˧"
"隆"	"隆"	"l̃oŋ˨˩"	""	"l̃"	"oŋ"	"˨˩"
"隆"	"隆"	"l̃oŋ˨˩"	""	"l̃"	"oŋ"	"˨˩"
"嵩"	"嵩"	"soŋ˦˥"	""	"s"	"oŋ"	"˦˥"
"中"	"中"	"t͡soŋ˦˥"	""	"t͡s"	"oŋ"	"˦˥"
"忠"	"忠"	"t͡soŋ˦˥"	""	"t͡s"	"oŋ"	"˦˥"
"中"	"中"	"t͡soŋ˩˧"	""	"t͡s"	"oŋ"	"˩˧"
"蟲"	"虫"	"t͡sʰoŋ˨˩"	""	"t͡sʰ"	"oŋ"	"˨˩"
"仲"	"仲"	"t͡soŋ˩˧"	""	"t͡s"	"oŋ"	"˩˧"
"崇"	"崇"	"t͡sʰoŋ˨˩"	""	"t͡sʰ"	"oŋ"	"˨˩"
"終"	"终"	"t͡soŋ˦˥"	""	"t͡s"	"oŋ"	"˦˥"
"眾"	"众"	"t͡soŋ˩˧"	""	"t͡s"	"oŋ"	"˩˧"
"充"	"充"	"t͡sʰoŋ˦˥"	""	"t͡sʰ"	"oŋ"	"˦˥"
"銃"	"铳"	"t͡sʰoŋ˩˧"	""	"t͡sʰ"	"oŋ"	"˩˧"
"絨"	"绒"	"zoŋ˨˩"	""	"z"	"oŋ"	"˨˩"
"戎"	"戎"	"zoŋ˨˩"	""	"z"	"oŋ"	"˨˩"
"弓"	"弓"	"t͡ɕy̑oŋ˦˥"	"白讀，作動詞，如：背～起。"	"t͡ɕ"	"y̑oŋ"	"˦˥"
"弓"	"弓"	"koŋ˦˥"	""	"k"	"oŋ"	"˦˥"
"躬"	"躬"	"koŋ˦˥"	""	"k"	"oŋ"	"˦˥"
"宮"	"宫"	"koŋ˦˥"	""	"k"	"oŋ"	"˦˥"
"穹"	"穹"	"t͡ɕʰy̑oŋ˨˩"	""	"t͡ɕʰ"	"y̑oŋ"	"˨˩"
"窮"	"穷"	"t͡ɕʰy̑oŋ˨˩"	""	"t͡ɕʰ"	"y̑oŋ"	"˨˩"
"熊"	"熊"	"ɕy̑oŋ˨˩"	""	"ɕ"	"y̑oŋ"	"˨˩"
"雄"	"雄"	"ɕy̑oŋ˨˩"	""	"ɕ"	"y̑oŋ"	"˨˩"
"融"	"融"	"ɥoŋ˨˩"	""	"j"	"y̑oŋ"	"˨˩"
"封"	"封"	"foŋ˦˥"	""	"f"	"oŋ"	"˦˥"
"峰"	"峰"	"foŋ˦˥"	""	"f"	"oŋ"	"˦˥"
"蜂"	"蜂"	"foŋ˦˥"	""	"f"	"oŋ"	"˦˥"
"鋒"	"锋"	"foŋ˦˥"	""	"f"	"oŋ"	"˦˥"
"捧"	"捧"	"pʰoŋ˦˩"	""	"pʰ"	"oŋ"	"˦˩"
"逢"	"逢"	"foŋ˨˩"	""	"f"	"oŋ"	"˨˩"
"縫"	"缝"	"foŋ˨˩"	""	"f"	"oŋ"	"˨˩"
"奉"	"奉"	"foŋ˩˧"	""	"f"	"oŋ"	"˩˧"
"俸"	"俸"	"foŋ˩˧"	""	"f"	"oŋ"	"˩˧"
"俸"	"俸"	"foŋ˩˧"	""	"f"	"oŋ"	"˩˧"
"縫"	"缝"	"foŋ˩˧"	""	"f"	"oŋ"	"˩˧"
"濃"	"浓"	"l̃oŋ˨˩"	""	"l̃"	"oŋ"	"˨˩"
"嚨"	"咙"	"l̃oŋ˦˥"	"白讀，如：喉～"	"l̃"	"oŋ"	"˦˥"
"嚨"	"咙"	"l̃oŋ˨˩"	""	"l̃"	"oŋ"	"˨˩"
"龍"	"龙"	"l̃oŋ˨˩"	""	"l̃"	"oŋ"	"˨˩"
"龍"	"龙"	"l̃oŋ˨˩"	""	"l̃"	"oŋ"	"˨˩"
"隴"	"陇"	"l̃oŋ˦˩"	""	"l̃"	"oŋ"	"˦˩"
"壟"	"垄"	"l̃oŋ˦˩"	""	"l̃"	"oŋ"	"˦˩"
"壟"	"垄"	"l̃oŋ˦˩"	""	"l̃"	"oŋ"	"˦˩"
"蹤"	"踪"	"t͡soŋ˦˥"	""	"t͡s"	"oŋ"	"˦˥"
"縱"	"纵"	"t͡soŋ˩˧"	""	"t͡s"	"oŋ"	"˩˧"
"從"	"从"	"t͡sʰoŋ˨˩"	""	"t͡sʰ"	"oŋ"	"˨˩"
"㞞"	"㞞"	"soŋ˨˩"	""	"s"	"oŋ"	"˨˩"
"慫"	"怂"	"soŋ˦˩"	""	"s"	"oŋ"	"˦˩"
"誦"	"诵"	"soŋ˩˧"	""	"s"	"oŋ"	"˩˧"
"頌"	"颂"	"soŋ˩˧"	""	"s"	"oŋ"	"˩˧"
"訟"	"讼"	"soŋ˩˧"	""	"s"	"oŋ"	"˩˧"
"塚"	"冢"	"t͡soŋ˦˩"	""	"t͡s"	"oŋ"	"˦˩"
"寵"	"宠"	"t͡sʰoŋ˦˩"	""	"t͡sʰ"	"oŋ"	"˦˩"
"重"	"重"	"t͡sʰoŋ˨˩"	""	"t͡sʰ"	"oŋ"	"˨˩"
"重"	"重"	"t͡soŋ˩˧"	""	"t͡s"	"oŋ"	"˩˧"
"鐘"	"钟"	"t͡soŋ˦˥"	""	"t͡s"	"oŋ"	"˦˥"
"摏"	"摏"	"t͡soŋ˦˥"	"動詞，表示用棍等物體向下捅"	"t͡s"	"oŋ"	"˦˥"
"盅"	"盅"	"t͡soŋ˦˥"	""	"t͡s"	"oŋ"	"˦˥"
"種"	"种"	"t͡soŋ˦˩"	""	"t͡s"	"oŋ"	"˦˩"
"腫"	"肿"	"t͡soŋ˦˩"	""	"t͡s"	"oŋ"	"˦˩"
"種"	"种"	"t͡soŋ˩˧"	""	"t͡s"	"oŋ"	"˩˧"
"衝"	"冲"	"t͡sʰoŋ˦˥"	""	"t͡sʰ"	"oŋ"	"˦˥"
"舂"	"舂"	"t͡sʰoŋ˦˥"	""	"t͡sʰ"	"oŋ"	"˦˥"
"沖"	"冲"	"t͡sʰoŋ˦˥"	""	"t͡sʰ"	"oŋ"	"˦˥"
"衝"	"冲"	"t͡sʰoŋ˩˧"	""	"t͡sʰ"	"oŋ"	"˩˧"
"茸"	"茸"	"zoŋ˨˩"	""	"z"	"oŋ"	"˨˩"
"冗"	"冗"	"zoŋ˦˩"	""	"z"	"oŋ"	"˦˩"
"𩉪"	"𩉪"	"zoŋ˩˧"	""	"z"	"oŋ"	"˩˧"
"恭"	"恭"	"koŋ˦˥"	""	"k"	"oŋ"	"˦˥"
"供"	"供"	"t͡ɕy̑oŋ˦˥"	"白讀，如：～他讀書"	"t͡ɕ"	"y̑oŋ"	"˦˥"
"供"	"供"	"koŋ˩˧"	""	"k"	"oŋ"	"˩˧"
"拱"	"拱"	"koŋ˦˩"	""	"k"	"oŋ"	"˦˩"
"拱"	"拱"	"koŋ˩˧"	"人頂進去"	"k"	"oŋ"	"˩˧"
"鞏"	"巩"	"koŋ˦˩"	""	"k"	"oŋ"	"˦˩"
"恐"	"恐"	"kʰoŋ˦˩"	""	"kʰ"	"oŋ"	"˦˩"
"共"	"共"	"koŋ˩˧"	""	"k"	"oŋ"	"˩˧"
"胸"	"胸"	"ɕy̑oŋ˦˥"	""	"ɕ"	"y̑oŋ"	"˦˥"
"兇"	"凶"	"ɕy̑oŋ˦˥"	""	"ɕ"	"y̑oŋ"	"˦˥"
"邛"	"邛"	"t͡ɕʰy̑oŋ˨˩"	""	"t͡ɕʰ"	"y̑oŋ"	"˨˩"
"雍"	"雍"	"ɥoŋ˦˥"	""	"j"	"y̑oŋ"	"˦˥"
"擁"	"拥"	"ɥoŋ˦˥"	""	"j"	"y̑oŋ"	"˦˥"
"雍"	"雍"	"ɥoŋ˦˥"	""	"j"	"y̑oŋ"	"˦˥"
"容"	"容"	"ɥoŋ˨˩"	""	"j"	"y̑oŋ"	"˨˩"
"熔"	"熔"	"ɥoŋ˨˩"	""	"j"	"y̑oŋ"	"˨˩"
"溶"	"溶"	"ɥoŋ˨˩"	""	"j"	"y̑oŋ"	"˦˩"
"融"	"融"	"ɥoŋ˨˩"	""	"j"	"y̑oŋ"	"˦˩"
"庸"	"庸"	"ɥoŋ˦˥"	""	"j"	"y̑oŋ"	"˦˥"
"甬"	"甬"	"ɥoŋ˦˩"	""	"j"	"y̑oŋ"	"˦˩"
"勇"	"勇"	"ɥoŋ˦˩"	""	"j"	"y̑oŋ"	"˦˩"
"湧"	"涌"	"ɥoŋ˦˩"	""	"j"	"y̑oŋ"	"˦˩"
"用"	"用"	"ɥoŋ˩˧"	""	"j"	"y̑oŋ"	"˩˧"
"卜"	"卜"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"獛"	"獛"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"蹼"	"蹼"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"𡡐"	"𡡐"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"轐"	"轐"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"𩯏"	"𩯏"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"䧤"	"䧤"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"濮"	"濮"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"轐"	"轐"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"𪇰"	"𪇰"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"纀"	"纀"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"䪁"	"䪁"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"鳪"	"鳪"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"襆"	"襆"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"撲"	"扑"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"僕"	"仆"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"鏷"	"镤"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"䗱"	"䗱"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"轐"	"轐"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"瞨"	"瞨"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"䴆"	"䴆"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"曝"	"曝"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"瀑"	"瀑"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"䗱"	"䗱"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"㲫"	"㲫"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"䑑"	"䑑"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"𡕡"	"𡕡"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"菐"	"菐"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"𥐁"	"𥐁"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"穙"	"穙"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"醭"	"醭"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"墣"	"墣"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"攴"	"攴"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"骲"	"骲"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"䴆"	"䴆"	"pʰoʔ˧"	""	"pʰ"	"oʔ"	"˧"
"襮"	"襮"	"poʔ˧"	"黼領博沃切三"	"p"	"oʔ"	"˧"
"𪇰"	"𪇰"	"poʔ˧"	""	"p"	"oʔ"	"˧"
"艒"	"艒"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"𣔺"	"𣔺"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"萺"	"萺"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"木"	"木"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"沐"	"沐"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"朷"	"朷"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"毣"	"毣"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"鶩"	"鹜"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"霂"	"霂"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"㡔"	"㡔"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"蓩"	"蓩"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"鞪"	"鞪"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"蚞"	"蚞"	"mᵇoʔ˧"	""	"mᵇ"	"oʔ"	"˧"
"禿"	"秃"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"𢬳"	"𢬳"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"䛢"	"䛢"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"𣬜"	"𣬜"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"鵚"	"鵚"	"tʰoʔ˧"	""	"tʰ"	"oʔ"	"˧"
"𢽴"	"𢽴"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"𣫔"	"𣫔"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"𧞐"	"𧞐"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"剢"	"剢"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"獨"	"独"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"黷"	"黩"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"讟"	"讟"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"髑"	"髑"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"䫳"	"䫳"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"殰"	"㱩"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"櫝"	"椟"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"儥"	"儥"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"㾄"	"㾄"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"贕	"	"贕	"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"碡"	"碡"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"䢱"	"䢱"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"䮷"	"䮷"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"皾"	"皾"	"toʔ˧"	""	"t"	"oʔ"	"˧"
"𪇆"	"𪇆"	"toʔ˧"	""	"t"	"oʔ"	"˧"
