"字頭"	"聲紐"	"呼"	"等"	"韻部"	"聲調"	"組"	"攝"	"聲母"	"韻母"	"聲調"	"備註"		"部首"	"單字筆畫"	"部首外筆畫"	"注音"	"解釋"	
"莎"	"心"	"合"	"一"	"歌"	"平"	"精"	"果"	"s"	"o"	1			"艸"	"11"	"07	"	"ㄕㄚ
ㄙㄨㄛ"	"1.(1)譯音用字。如：「莎士比亞」。(2)莎雞：一種昆蟲。體長約六公分，體色為綠或褐色。有鞭狀觸角，頭頂前方兩側有複眼，右前翅有透明發聲器，後肢較強大。雌蟲尾端有劍狀產卵器。晝伏草叢，夜出覓食，會摩擦發聲。或稱為「絡緯」、「紡織」。如：「莎雞常在夏季夜裡振翅作聲，擾人清夢。」2.莎草：多年生草本植物。葉片細長，有平行脈。花為黃褐色。地下塊根稱為「香附」，可以入藥，有健胃、理氣、調經等功能。或稱為「雷公頭」、「續根草」。如：「莎草是常見的野草，適合的生長環境是曠地或耕地。」_x000D_
"	
"儀"	"疑"	"開"	"三"	"支B"	"平"	"見"	"止"	"nj"	"i"	4			"人"	"15"	"13"	"ㄧˊ"	"(1)人的容貌舉止。如：「威儀」、「儀容」、「儀表堂堂」、「儀態萬千」。(2)有一定規矩、程序的禮節。如：「禮儀」、「司儀」、「儀式」。(3)禮物。如：「賀儀」、「奠儀」、「謝儀」。(4)器具。如：「儀器」、「地球儀」、「渾天儀」、「地動儀」。(5)仰慕、嚮往。如：「心儀已久」。_x000D_
"	
"蟻"	"疑"	"開"	"三"	"支B"	"上"	"見"	"止"	"nj"	"i"	5	"文讀：螞～"							
"台"	"透"	"開"	"一"	"咍"	"平"	"端"	"蟹"	"t"	"oi"	1	"地名：天~、~州"	1						
"陶"	"定"	"開"	"一"	"豪"	"平"	"端"	"效"	"d"	"eou"	4			"阜"	"11"	"08	"	"ㄊㄠˊ"	"(1)用黏土燒製的器物。如：「彩陶」、「陶器」、「陶瓷」。(2)培養、教育。如：「陶冶」、「薰陶」、「陶鑄」。(3)快樂的樣子。如：「陶然」、「樂陶陶」。
"	
"啊"	"影"	"開"	"一"	"歌"	"平"	"影"	"果"	0	"aa"	13	"詢問聲"	1						
"邪"	"邪"	"開"	"三"	"麻"	"平"	"精"	"假"	"d"	"e"	4			"邑"	"07	"	"04	"	"ㄒㄧㄝˊ
ㄧㄝˊ"	"1.(1)不正的。如：「邪惡」、「邪念」、「邪事」、「邪說」、「邪魔歪道」。(2)不正當的思想或行為。如：「改邪歸正」、「邪不勝正」。(3)怪異、不合常理。如：「這事很邪門，要小心應付才行！」(4)人們無法理解的怪異事件。如：「中邪」、「百邪不侵」。(5)中醫稱足以傷人致病的四時之氣或環境因素。如：「風邪」、「寒邪」。2.文言文裡，表示疑問或感嘆的語氣。同「耶」。如：「是邪？非邪？」_x000D_
"	
"尤"	"云"	"開"	"三"	"尤"	"平"	"影"	"流"	"j"	"au"	4			"尢"	"04	"	"01	"	"ㄧㄡˊ"	"(1)特別、格外。如：「尤其」、「尤甚」。(2)怪罪、怨恨。如：「怨天尤人」。(3)過失、錯誤。如：「以警效尤」。(4)尤物：A>特異的人物。B>美女。_x000D_
"	
"斜"	"邪"	"開"	"三"	"麻"	"平"	"精"	"假"	"d"	"e"	4			"斗"	"11"	"07	"	"ㄒㄧㄝˊ"	"(1)橫傾不正。如：「傾斜」、「歪斜」。(2)偏斜的。如：「斜陽」。(3)傾斜的。如：「斜坡」。_x000D_
"	
"捉"	"莊"	"開"	"二"	"江"	"入"	"莊"	"江"	"z"	"ok"	8			"手"	"10"	"07	"	"ㄓㄨㄛ"	"(1)捕、追拿。如：「捕捉」、「捉小偷」。(2)握住。如：「捉住不放」、「小心捉住繩子。」(3)捉弄：戲弄。如：「你不要再捉弄他了。」(4)捉摸、猜測、料想。如：「捉摸不定」、「難以捉摸」。_x000D_
"	
"唯"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"w"	"ai"	4			"口"	"11"	"08	"	"ㄨㄟˊ"	"(1)獨、只有。如：「唯一」、「唯有」、「唯獨」。(2)表示謙恭的應答聲。如：「唯諾」。_x000D_
"	
"惟"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"w"	"ai"	4			"心"	"11"	"08	"	"ㄨㄟˊ"	"(1)思想。如：「思惟」。(2)單、只。如：「惟恐」、「惟有」、「惟一」。(3)文言助詞。如：「惟民國五年」。_x000D_
"	
"維"	"以"	"合"	"三"	"脂A"	"平"	"以"	"止"	"w"	"ai"	4			"糸"	"14"	"08	"	"ㄨㄟˊ"	"(1)連結、聯繫。如：「維繫」。(2)保護、保全。如：「維護」、「維持」、「維修」。(3)本指方形網上四邊的粗繩，後用來比喻重點、要點。如：「四維八德」。(4)維他命：生物體所需的滋養成分，多自食物中取得。為英語 vitamin的音譯。如：「注意維他命的攝取，有助於身體健康。」_x000D_
"	
"郵"	"云"	"開"	"三"	"尤"	"平"	"影"	"流"	"j"	"au"	4			"邑"	"12"	"09	"	"ㄧㄡˊ"	"(1)寄、傳遞信件。如：「郵寄」、「投郵」、「郵遞」。(2)與收寄文書信件有關的。如：「郵局」、「郵差」、「郵筒」。_x000D_
"	
"役"	"以"	"合"	"三"	"清A"	"入"	"以"	"梗"	"w"	"ik"	9			"彳"	"07	"	"04	"	"ㄧˋ"	"(1)命令、使喚。如：「役使」、「奴役」。(2)勞動的事情。如：「雜役」、「勞役」、「苦役」。(3)聽人使喚做事的人。如：「僕役」、「差役」。(4)戰事。如：「戰役」、「黃花岡之役」。(5)當兵的。如：「役男」。_x000D_
"	
"疫"	"以"	"合"	"三"	"清A"	"入"	"以"	"梗"	"w"	"ik"	9			"疒"	"09	"	"04	"	"ㄧˋ"	"流行性或急性傳染病的總稱。如：「鼠疫」、「檢疫」、「疫苗」、「免疫」。_x000D_
"	
"營"	"以"	"合"	"三"	"清A"	"平"	"以"	"梗"	"w"	"ing"	4			"火"	"17"	"13"	"ㄧㄥˊ"	"(1)軍隊駐紮的地區。如：「軍營」、「兵營」。(2)軍隊的編制單位。如：「步兵營」、「工兵營」。(3)一些活動的組織名稱。如：「露營」、「夏令營」、「戰鬥營」。(4)謀劃、管理。如：「經營」、「營運」、「營業」、「公營事業」。(5)謀求。如：「鑽營」、「營求」、「營生」、「營利」。(6)營養：食物中包含的養分。_x000D_
"	
"穎"	"以"	"合"	"三"	"清A"	"上"	"以"	"梗"	"w"	"ing"	5			"禾"	"16"	"11"	"ㄧㄥˇ"	"(1)禾莖的末端。如：「稻穎」。(2)泛指事物的尖端。如：「鋒穎」、「脫穎而出」。(3)聰明的。如：「聰穎」、「穎慧」、「穎悟」。(4)新的、特出的。如：「新穎」、「穎異」。_x000D_
"	
"吭"	"匣"	"開"	"一"	"唐"	"平"	"影"	"宕"	0	"ong"	4			"口"	"07	"	"04	"	"ㄏㄤˊ
ㄎㄥ"	"1.喉嚨、咽喉。如：「引吭高歌」。2.發出聲音。如：「吭聲」、「吭氣」、「悶不吭聲」。
"	
"黠"	"匣"	"開"	"二"	"山"	"入"	"影"	"山"	0	"ot"	10			"黑"	"18"	"06	"	"ㄒㄧㄚˊ"	"(1)聰明、機靈。如：「慧黠」。(2)奸詐、狡猾。如：「黠吏」、「狡黠」、「奸黠」。_x000D_
"	
"祂"	"N#A"	"N#A"	"N#A"	"N#A"	"N#A"	"N#A"	"N#A"	"t"	"o"	1			"示"	"08	"	"03	"	"ㄊㄚ"	"(1)西方宗教在華傳教時，對上帝、耶穌等的第三人稱代詞。如：「每位虔誠的基督徒都深信『祂就是真理，信祂得永生』這句話。」(2)泛指一般神明的第三人稱代詞。_x000D_
"	
"嫻"	"匣"	"開"	"二"	"山"	"平"	"影"	"山"	0	"on"	4			"女"	"15"	"12"	"ㄒㄧㄢˊ"	"(1)熟習、熟練。如：「嫻熟」、「嫻習」、「嫻於辭令」。(2)文靜優雅。如：「嫻靜」、「嫻雅」。_x000D_
"	
"友"	"云"	"開"	"三"	"尤"	"上"	"影"	"流"	"j"	"au"	5			"又"	"04	"	"02	"	"ㄧㄡˇ"	"(1)意氣相投、情誼互通的人。如：「朋友」、「友人」、「益友」、「筆友」、「至交好友」。(2)兄弟相親相愛。如：「友愛」、「兄友弟恭」。(3)親愛。如：「琴瑟友之」。(4)有友好關係的。如：「友軍」、「友邦」。_x000D_
"	
"琇"	"心"	"開"	"三"	"尤"	"上"	"精"	"流"	"sl"	"au"	3			"玉"	"11"	"07	"	"ㄒㄧㄡˋ"	"美石。如：「彼都人士，充耳琇實。」_x000D_
"	
"有"	"云"	"開"	"三"	"尤"	"上"	"影"	"流"	"j"	"au"	5			"月"	"06	"	"02	"	"ㄧㄡˇ
ㄧㄡˋ"	"1.(1)表事實、狀況的正面存在。與「沒」、「無」相對。如：「有錢」、「有力」、「有學問」、「有困難」。(2)表示部分狀態。如：「有人歡笑，有人痛哭。」(3)某，表示不確定。如：「有一天」、「有人說你很講義氣。」(4)置於動詞前，表示客氣。如：「有勞」、「有請陳先生。」2.用於數目之間，表示附加。通「又」。如：「六十有六歲」、「七十有七人」。_x000D_
"	
"又"	"云"	"開"	"三"	"尤"	"去"	"影"	"流"	"j"	"au"	6			"又"	"02	"	"00	"	"ㄧㄡˋ"	"(1)再。表示動作或現象的重複。如：「看了又看」、「你又來了！」、「一天又一天」、「野火燒不盡，春風吹又生。」(2)兼而有之。用來連結平列的詞意。如：「又唱又跳」、「又快又好」、「她又美又聰明。」(3)並。表示強調的語氣。如：「你又不是不知道。」、「我又不是三歲小孩，怎麼會不懂呢？」(4)表示更進一層。如：「他的病情又加重了。」(5)表示動作或情況先後連接。如：「他病才剛好又回去工作了。」(6)表示數目的附加。如：「三又二分之一。」_x000D_
"	
"右"	"云"	"開"	"三"	"尤"	"上"	"影"	"流"	"j"	"au"	6			"口"	"05	"	"02	"	"ㄧㄡˋ"	"(1)表示方向、位置。與「左」相對。如：「右手」、「向右轉」、「前後左右」。(2)地理位置上，方位面向南時，指西邊。如：「江右」、「隴右」、「山之右」。(3)政治立場保守的。如：「右派」、「右翼」、「右傾」。(4)高。如：「無出其右」。
"	
"佑"	"云"	"開"	"三"	"尤"	"去"	"影"	"流"	"j"	"au"	6			"人"	"07	"	"05	"	"ㄧㄡˋ"	"幫助、保護。如：「天佑」、「保佑」、「神佑」、「庇佑」。_x000D_
"	
"祐"	"云"	"開"	"三"	"尤"	"去"	"影"	"流"	"j"	"au"	6			"示"	"10"	"05	"	"ㄧㄡˋ"	"神明護助。如：「保祐」、「庇祐」。_x000D_
"	
"迂"	"云"	"合"	"三"	"虞"	"平"	"影"	"遇"	"j"	"yu"	1			"辵"	"07	"	"03	"	"ㄩ"	"(1)曲折。如：「迂迴」、「迂曲」。(2)言行誇張荒誕而不切實際。如：「迂腐」、「迂儒」。_x000D_
"	
"于"	"云"	"合"	"三"	"虞"	"平"	"影"	"遇"	"j"	"yu"	1			"二"	"03	"	"01	"	"ㄩˊ"	"(1)介詞。同「於」。如：「生于臺北」、「忠于職守」、「出于自願」、「取之于民，用之于民。」(2)于歸：女子出嫁。如：「之子于歸」、「于歸誌喜」。_x000D_
"	
"嗚"	"影"	"開"	"一"	"模"	"平"	"影"	"遇"	"w"	"u"	4		1						
"盂"	"云"	"合"	"三"	"虞"	"平"	"影"	"遇"	"j"	"yu"	4			"皿"	"08	"	"03	"	"ㄩˊ"	"盛裝食物或液體的容器。如：「水盂」、「缽盂」、「痰盂」。
"	
"宇"	"云"	"合"	"三"	"虞"	"上"	"影"	"遇"	"j"	"yu"	5			"宀"	"06	"	"03	"	"ㄩˇ"	"(1)泛指屋簷。如：「飛宇」。(2)房屋。如：「屋宇」、「廟宇」。(3)人的儀態。如：「眉宇」、「氣宇非凡」。(4)四方上下的空間。如：「宇宙」、「宇內」。_x000D_
"	
"羽"	"云"	"合"	"三"	"虞"	"上"	"影"	"遇"	"j"	"yu"	5			"羽"	"06	"	"00	"	"ㄩˇ"	"(1)鳥類身上的毛。如：「羽毛」。(2)以羽毛製成的。如：「羽衣」、「羽扇綸巾」。(3)鳥類的代稱。如：「羽族」。(4)黨羽：同黨附合的人，多指附從為惡的人。如：「他和他的黨羽們，終日不務正業，為非作歹。」(5)羽化：得道成仙。如：「這個故事的結局是主角羽化成仙了。」_x000D_
"	
"雨"	"云"	"合"	"三"	"虞"	"上"	"影"	"遇"	"j"	"yu"	5			"雨"	"08	"	"00	"	"ㄩˇ
ㄩˋ"	"1.(1)空氣中的水蒸氣遇冷，凝結而降落的小水滴。如：「下雨」、「雨水」、「梅雨」、「風雨交加」。(2)舊雨：指老朋友。如：「舊雨新知」、「舊雨重逢」。2.(1)下雨。用於文言文中。如：「雨我公田」。(2)落下、降落。用於文言文中。如：「雨雪」。(3)潤澤。如：「夏雨雨人」。_x000D_
"	
"縈"	"影"	"合"	"三"	"清A"	"平"	"影"	"梗"	"w"	"ing"	4		1	"糸"	"16"	"10"	"ㄧㄥˊ"	"圍繞、纏繞。如：「縈繞」、「縈青繚白」、「魂牽夢縈」。_x000D_
"	
"袁"	"云"	"合"	"三"	"元"	"平"	"影"	"山"	"j"	"yun"	4			"衣"	"10"	"04	"	"ㄩㄢˊ"	"姓。_x000D_
"	
"員"	"云"	"合"	"三"	"文"	"平"	"影"	"臻"	"j"	"yun"	4			"口"	"10"	"07	"	"ㄩㄢˊ"	"(1)從事某種職業的人。如：「演員」、「教員」、「公務員」。(2)團體中的一分子。如：「黨員」、「會員」、「團員」。(3)土地、疆域的周圍。如：「幅員」。(4)員外：A>古時官名，員外郎的簡稱。B>古時稱富貴人家的主人。(5)量詞。用於計算人數的單位。如：「一員武將」。_x000D_
"	
"鬱"	"影"	"合"	"三"	"文"	"入"	"影"	"臻"	"w"	"at"	7		1	"鬯"	"29"	"19"	"ㄩˋ"	"(1)愁悶、不快樂。如：「憂鬱」、「鬱氣」、「鬱悶」、「抑鬱」。(2)積聚、凝滯。如：「鬱積」、「鬱結」。(3)茂盛。如：「鬱茂」、「蒼鬱」、「蔥鬱」。_x000D_
"	
"潁"	"以"	"合"	"三"	"清A"	"上"	"以"	"梗"	"w"	"ing"	5			"水"	"15"	"11"	"ㄧㄥˇ"	"潁河：源於大陸地區豫西山地中的河川。東南流入安徽省，經潁上，至正陽關流入淮河。
"	
"援"	"云"	"合"	"三"	"元"	"平"	"影"	"山"	"j"	"yun"	4			"手"	"12"	"09	"	"ㄩㄢˊ"	"(1)幫助。如：「救援」、「援助」、「支援」、「孤立無援」。(2)引用。如：「援例」、「援引書證」。(3)以手拉、牽。如：「攀援」。_x000D_
"	
"園"	"云"	"合"	"三"	"元"	"平"	"影"	"山"	"j"	"yun"	4			"囗"	"13"	"10"	"ㄩㄢˊ"	"(1)種植花木蔬果的地方。如：「花園」、「菜園」、「果園」、「茶園」。(2)供人遊賞的場所。如：「公園」、「動物園」、「兒童樂園」。(3)墓地。如：「墓園」、「園陵」。_x000D_
"	
"圓"	"云"	"合"	"三"	"仙B"	"平"	"影"	"山"	"j"	"yun"	4			"囗"	"13"	"10"	"ㄩㄢˊ"	"(1)從中心至外環距離全等的形狀。如：「圓形」、「圓心」。(2)全備無缺。如「圓滿」、「團圓」。(3)掩飾說話的矛盾。如：「圓謊」、「自圓其說」。(4)交際手腕善融通。如：「圓滑」、「圓通」。(5)形容人的音調清楚、好聽。如：「字正腔圓」、「歌喉圓潤」。(6)量詞。用於計算錢幣的單位。一圓等於十角。如：「拾圓」、「伍圓」。_x000D_
"	
"猿"	"云"	"合"	"三"	"元"	"平"	"影"	"山"	"j"	"yun"	4			"犬"	"13"	"10"	"ㄩㄢˊ"	"一種形狀像人的哺乳類動物。比猴子大，能站能坐，前肢長，腳可當手用，沒有尾巴，善於模仿。_x000D_
"	
"轅"	"云"	"合"	"三"	"元"	"平"	"影"	"山"	"j"	"yun"	4			"車"	"17"	"10"	"ㄩㄢˊ"	"(1)古代車前用來套駕牲畜的直木。如：「車轅」。(2)官署、行館。如：「行轅」、「轅門」。_x000D_
"	
"遠"	"云"	"合"	"三"	"元"	"上"	"影"	"山"	"j"	"yun"	5			"辵"	"14"	"10"	"ㄩㄢˇ
ㄩㄢˋ"	"1.(1)距離不近的。如：「遠方」、「遠客」、「遠路」、「遠水救不了近火」。(2)不親近。如：「疏遠」、「遠親」。(3)深奧。如：「深遠」、「言近旨遠」。2.遠離、避開。如：「遠嫌」、「遠小人」、「敬鬼神而遠之」。
"	
"曰"	"云"	"合"	"三"	"元"	"入"	"影"	"山"	"j"	"yet"	10			"曰"	"04	"	"00	"	"ㄩㄝ"	"(1)說。用於文言文。如：「子曰：學而時習之，不亦說乎。」(2)稱為。用於文言文。如：「五行：一曰水，二曰火，三曰木，四曰金，五曰土。」_x000D_
"	
"越"	"云"	"合"	"三"	"元"	"入"	"影"	"山"	"j"	"yet"	10			"走"	"12"	"05	"	"ㄩㄝˋ"	"(1)度過、跨過。如：「越野」、「翻山越嶺」、「越牆而走」。(2)超出某種範圍或常規。如：「越禮」、「越線」、「越級」、「越位」、「越權」。(3)更加。如：「越來越好」、「你真是越大越不懂事！」(4)越南的簡稱。如：「南越」、「北越」。_x000D_
"	
"粵"	"云"	"合"	"三"	"元"	"入"	"影"	"山"	"j"	"yet"	10			"米"	"13"	"07	"	"ㄩㄝˋ"	"大陸地區廣東省的簡稱。如：「粵語」、「粵劇」。
"	
"疣"	"云"	"開"	"三"	"尤"	"平"	"影"	"流"	"j"	"au"	4			"疒"	"09	"	"04	"	"ㄧㄡˊ"	"皮膚上突起的小肉瘤。如：「贅疣」。_x000D_
"	
"禹"	"云"	"合"	"三"	"虞"	"上"	"影"	"遇"	"j"	"yu"	5			"禸"	"09	"	"04	"	"ㄩˇ"	"夏朝的開國君主。相傳因治水有功，而得到舜的讓位，建立夏朝。_x000D_
"	
"划"	"匣"	"合"	"二"	"麻"	"平"	"影"	"假"	"w"	"aa"	6	"同「劃」"	1	"刀"	"06	"	"04	"	"ㄏㄨㄚˊ"	"(1)搖槳撥水使船隻往前推進。如：「划船」、「划龍舟」。(2)依著情勢計較利害得失。如：「划算」、「划不來」、「你看這樣做划得來嗎？」(3)划拳：猜拳。如：「划拳助興」。_x000D_
"	
"義"	"疑"	"開"	"三"	"支B"	"去"	"見"	"止"	"nj"	"i"	6			"羊"	"13"	"07	"	"ㄧˋ"	"(1)正當的道理。如：「道義」、「仁義」、「正義」、「義理」。(2)情誼。如：「情義」、「忘恩負義」。(3)為公理或大我而犧牲奉獻的。如：「義行」、「義民」、「義婦」、「義舉」、「義賣」、「義演」。(4)感情。如：「情義」。(5)意思。如：「意義」、「字義」。(6)人工的、假的。如：「義齒」、「義肢」、「義父」、「義子」。(7)義大利的簡稱。如：「德義軍事同盟」。_x000D_
"	
"誼"	"疑"	"開"	"三"	"支B"	"去"	"見"	"止"	"nj"	"i"	4		1	"言"	"15"	"08	"	"ㄧˋ"	"(1)應有的道理或原則。通「義」。如：「地主之誼」。(2)相交的情義。如：「友誼」、「情誼」、「同鄉之誼」、「深情厚誼」。_x000D_
"	
"鈉"	"日"	"合"	"三"	"祭A"	"去"	"日"	"蟹"	"n"	"op"	10		1	"金"	"12"	"04	"	"ㄋㄚˋ"	"化學元素。符號為Na。銀白色金屬，質軟具延展性。在空氣中極易氧化，需貯存於石油中。主要以化合物型態存在，如食鹽。亦可做還原劑及熔劑，用途極廣。_x000D_
"	
"溺"	"日"	"開"	"三"	"陽"	"入"	"日"	"宕"	"n"	"ik"	9		1	"水"	"13"	"10"	"ㄋㄧˋ
ㄋㄧㄠˋ"	"1.(1)被水淹沒。如：「溺斃」、「溺死」。(2)過分喜好、沉迷其中。如：「沉溺」、「溺愛」、「溺於酒色」。2.小便。通「尿」。如：「便溺」。_x000D_
"	
"懦"	"日"	"合"	"三"	"虞"	"平"	"日"	"遇"	"n"	"oe"	6		1	"心"	"17"	"14"	"ㄋㄨㄛˋ"	"柔弱畏縮。如：「懦弱」、「怯懦」、「懦夫」。_x000D_
"	
"議"	"疑"	"開"	"三"	"支B"	"去"	"見"	"止"	"nj"	"i"	5			"言"	"20"	"13"	"ㄧˋ"	"(1)申述意見的言論。如：「建議」、「提議」、「博采眾議」。(2)商量、討論。如：「商議」、「協議」、「議決」。(3)批評、評論。如：「議論」、「評議」。_x000D_
"	
"鈹"	"滂"	"開"	"三"	"支"	"平"	"幫"	"止"	"b"	"i"	4								
"鉍"	"幫"	"開"	"三"	"脂"	"去"	"幫"	"止"	"bb"	"i"	3								
"事"	"崇"	"開"	"三"	"之"	"去"	"莊"	"止"	"s"	"i"	6			"亅"	"08	"	"07	"	"ㄕˋ"	"(1)人類的所作所為，都稱為「事」。如：「事情」、「人事」、「事與願違」。(2)職業。如：「謀事」、「事業」、「事求人」、「人浮於事」。(3)關係、責任。如：「當事人」、「沒你的事，請別插手！」(4)變故。如：「出事了！」、「交通事故」、「平安無事」、「九一八事變」。(5)奉養。如：「事奉父母」。(6)做。如：「大事宣傳」、「不事生產」。_x000D_
"	
"籽"	"#N/A"	"#N/A"	"#N/A"	"#N/A"	"#N/A"	"#N/A"	"#N/A"	"dd"	"i"	2			"米"	"09	"	"03	"	"ㄗˇ"	"植物的種子。如：「菜籽」、「無籽西瓜」。_x000D_
"	
"吟"	"疑"	"開"	"三"	"侵B"	"平"	"見"	"深"	"nj"	"am"	4	"文讀"		"口"	"07	"	"04	"	"ㄧㄣˊ"	"(1)拉長聲音，帶有節奏的誦讀。如：「吟唱」、「低吟」、「吟詩」、「吟誦」、「吟詠」、「吟風弄月」。(2)呻吟：身心苦痛所發出的呼喊聲。如：「車禍現場一片呻吟聲。」(3)啼叫、鳴叫。如：「猿吟」、「蟬吟」。(4)體會、玩味。如：「吟味」。(5)古代一種詩體的名稱。如：「遊子吟」、「梁甫吟」、「白頭吟」、「隴頭吟」。_x000D_
"	
"呀"	"疑"	"開"	"二"	"麻"	"平"	"見"	"假"	"j"	"aa"	13	"徵求意見聲"	1	"口"	"07	"	"04	"	"ㄧㄚ
˙ㄧㄚ"	"1.(1)狀聲詞。形容開門或叫喊聲。如：「洞門呀的一聲打開了。」、「小鳥兒呀呀的叫，可能肚子餓了。」(2)表示感嘆或驚訝的語氣。如：「呀！完蛋了！」、「呀！真是悲慘。」、「呀！下大雨了。」、「呀！我忘了把門關上了。」2.助詞：A>表示驚嘆的語氣。如：「媽呀！」、「真的呀！」、「好險呀！」、「這瓜真甜呀！」B>表示疑問。如：「你還要去呀？」、「這是什麼東西呀？」C>表示肯定。如：「是呀！」、「對呀！」、「沒錯呀！」
"	
"娛"	"疑"	"合"	"三"	"虞"	"平"	"見"	"遇"	"nj"	"yu"	4			"女"	"10"	"07	"	"ㄩˊ"	"(1)愉快、快樂。如：「娛樂」、「極盡耳目感官之娛」。(2)取悅、使人快樂。如：「自娛娛人」、「彩衣娛親」。_x000D_
"	
"魚"	"疑"	"開"	"三"	"魚"	"平"	"見"	"遇"	"nj"	"yu"	4			"魚"	"11"	"00	"	"ㄩˊ"	"(1)一種脊椎動物。有鱗與鰭，生活於水中，用鰓呼吸。種類繁多，如黃魚、鯉魚、吳郭魚等。(2)形狀像魚的動物或物品。如：「鯨魚」、「木魚」。_x000D_
"	
