單字	松柏(調類)	松柏(調值)	注释
糖	tʰuɔŋ4	tʰuɔŋ²¹	
棠	tʰuɔŋ4	tʰuɔŋ²¹	
塘	tʰuɔŋ4	tʰuɔŋ²¹	
唐	tʰuɔŋ4	tʰuɔŋ²¹	
螳	tʰuɔŋ4	tʰuɔŋ²¹	
堂	tʰuɔŋ4	tʰuɔŋ²¹	
蕩	tuɔŋ6	tuɔŋ⁵²	
宕	tuɔŋ6	tuɔŋ⁵²	
踱	tuɔk9	tuɔk⁵²	
鐸	tuɔk9	tuɔk⁵²	
藏	ʦʰuɔŋ4	ʦʰuɔŋ²¹	收藏
藏	ʦuɔŋ6	ʦuɔŋ⁵²	寶藏
奘	ʦuɔŋ6	ʦuɔŋ⁵²	
昨	ʦuɔk9	ʦuɔk⁵²	
膀	puɔŋ4	puɔŋ²¹	膀胱
旁	pʰuɔŋ4	pʰuɔŋ²¹	
彷	pʰuɔŋ4	pʰuɔŋ²¹	彷徨
螃	pʰuɔŋ4	pʰuɔŋ²¹	
傍	puɔŋ6	puɔŋ⁵²	依山傍水
傍	pʰuɔŋ4	pʰuɔŋ²¹	傍晚
徬	pʰuɔŋ4	pʰuɔŋ²¹	
薄	puɔk9	puɔk⁵²	
泊	puɔk9	puɔk⁵²	
箔	puɔk9	puɔk⁵²	
礴	puɔk9	puɔk⁵²	
幫	puɔŋ1	puɔŋ⁴⁵	
博	puɔk8	puɔk³	
謗	puɔŋ3	puɔŋ⁴⁴	
妝	ʦuɔŋ1	ʦuɔŋ⁴⁵	
莊	ʦuɔŋ1	ʦuɔŋ⁴⁵	
裝	ʦuɔŋ1	ʦuɔŋ⁴⁵	
壯	ʦuɔŋ3	ʦuɔŋ⁴⁴	
著	ʦiɛk8	ʦiɛk³	著衫
張	ʦiɛŋ1	ʦiɛŋ⁴⁵	
漲	ʦiɛŋ3	ʦiɛŋ⁴⁴	
長	ʦiɛŋ2	ʦiɛŋ²¹⁴	長大
帳	ʦiɛŋ3	ʦiɛŋ⁴⁴	
脹	ʦiɛŋ3	ʦiɛŋ⁴⁴	
障	ʦiɛŋ3	ʦiɛŋ⁴⁴	
璋	ʦiɛŋ1	ʦiɛŋ⁴⁵	
樟	ʦiɛŋ1	ʦiɛŋ⁴⁵	
章	ʦiɛŋ1	ʦiɛŋ⁴⁵	
漳	ʦiɛŋ1	ʦiɛŋ⁴⁵	
彰	ʦiɛŋ1	ʦiɛŋ⁴⁵	
掌	ʦiɛŋ2	ʦiɛŋ²¹⁴	
酌	ʦiɛk8	ʦiɛk³	又读ʦʰiɛk³
灼	ʦʰiɛk8	ʦʰiɛk³	
勺	siɛk8	siɛk³	
瘴	ʦiɛŋ1	ʦiɛŋ⁴⁵	
焯	ʦʰiɛk8	ʦʰiɛk³	
王	wuɔŋ4	wuɔŋ²¹	國王
王			王天下
往	wuɔŋ5	wuɔŋ²¹²	
旺	wuɔŋ6	wuɔŋ⁵²	
籰			
枉	wuɔŋ2	wuɔŋ²¹⁴	
泱	jiɛŋ1	jiɛŋ⁴⁵	
鞅	jiɛŋ1	jiɛŋ⁴⁵	
鴦	jiɛŋ1	jiɛŋ⁴⁵	
央	jiɛŋ1	jiɛŋ⁴⁵	
殃	jiɛŋ1	jiɛŋ⁴⁵	
秧	jiɛŋ1	jiɛŋ⁴⁵	
詳	ʦʰiɛŋ4	ʦʰiɛŋ²¹	
恙	jiɛŋ6	jiɛŋ⁵²	
揚	jiɛŋ4	jiɛŋ²¹	
洋	jiɛŋ4	jiɛŋ²¹	
羊	jiɛŋ4	jiɛŋ²¹	
陽	jiɛŋ4	jiɛŋ²¹	
烊	jiɛŋ4	jiɛŋ²¹	
徉	jiɛŋ4	jiɛŋ²¹	
楊	jiɛŋ4	jiɛŋ²¹	
瘍	jiɛŋ4	jiɛŋ²¹	
癢	jiɛŋ5	jiɛŋ²¹²	
養	jiɛŋ5	jiɛŋ²¹²	
漾	jiɛŋ6	jiɛŋ⁵²	
躍	jiɛk9	jiɛk⁵²	
藥	jiɛk9	jiɛk⁵²	
鑰	jiɛk9	jiɛk⁵²	
仰	jiɛŋ5	jiɛŋ²¹²	
瘧	jiɛk9	jiɛk⁵²	
虐	jiɛk9	jiɛk⁵²	
鯗			
襄	siɛŋ1	siɛŋ⁴⁵	
湘	siɛŋ1	siɛŋ⁴⁵	
相	siɛŋ1	siɛŋ⁴⁵	互相
相	siɛŋ3	siɛŋ⁴⁴	相貌
廂	siɛŋ1	siɛŋ⁴⁵	
箱	siɛŋ1	siɛŋ⁴⁵	
想	siɛŋ2	siɛŋ²¹⁴	
削	siɛk8	siɛk³	
翔	ʦʰiɛŋ4	ʦʰiɛŋ²¹	
祥	ʦʰiɛŋ4	ʦʰiɛŋ²¹	
庠			
橡	ʦiɛŋ6	ʦiɛŋ⁵²	
像	ʦiɛŋ6	ʦiɛŋ⁵²	
象	ʦiɛŋ6	ʦiɛŋ⁵²	
鄉	hiɛŋ1	hiɛŋ⁴⁵	
香	hiɛŋ1	hiɛŋ⁴⁵	
嚮	hiɛŋ3	hiɛŋ⁴⁴	
響	hiɛŋ2	hiɛŋ²¹⁴	
饗	hiɛŋ2	hiɛŋ²¹⁴	
況	kʰuɔŋ3	kʰuɔŋ⁴⁴	
謔	jiɛk9	jiɛk⁵²	
框	huɔŋ1	huɔŋ⁴⁵	
筐	huɔŋ1	huɔŋ⁴⁵	又读kʰuɔŋ⁴⁵
羌	kiɛŋ1	kiɛŋ⁴⁵	
眶	huɔŋ1	huɔŋ⁴⁵	
匡	huɔŋ1	huɔŋ⁴⁵	又读kʰuɔŋ⁴⁵
湯	tʰuɔŋ1	tʰuɔŋ⁴⁵	
向	hiɛŋ3	hiɛŋ⁴⁴	
爍	lɪk7	lɪk⁴	
餉	hiɛŋ2	hiɛŋ²¹⁴	
商	siɛŋ1	siɛŋ⁴⁵	
傷	siɛŋ1	siɛŋ⁴⁵	
賞	siɛŋ2	siɛŋ²¹⁴	
孀	suɔŋ1	suɔŋ⁴⁵	
霜	suɔŋ1	suɔŋ⁴⁵	
爽	suɔŋ2	suɔŋ²¹⁴	
若	jiɛk9	jiɛk⁵²	假若
攘	jiɛŋ5	jiɛŋ²¹²	攘除
壤	jiɛŋ4	jiɛŋ²¹	
讓	jiɛŋ6	jiɛŋ⁵²	
箬			
弱	jiɛk9	jiɛk⁵²	
瓤	niɛŋ4	niɛŋ²¹	
鑲	siɛŋ1	siɛŋ⁴⁵	
強	kiɛŋ4	kiɛŋ²¹	強壯
狂	kʰiɛŋ4	kʰiɛŋ²¹	
搶	ʦʰiɛŋ2	ʦʰiɛŋ²¹⁴	
鏘	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
槍	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
鵲	ʦiɛk8	ʦiɛk³	
彷	fuɔŋ2	fuɔŋ²¹⁴	仿佛
妨	fuɔŋ4	fuɔŋ²¹	
芳	fuɔŋ1	fuɔŋ⁴⁵	
仿	fuɔŋ2	fuɔŋ²¹⁴	
紡	fuɔŋ2	fuɔŋ²¹⁴	
訪	fuɔŋ2	fuɔŋ²¹⁴	
釀	jiɛŋ6	jiɛŋ⁵²	
娘	niɛŋ4	niɛŋ²¹	
亡	muɔŋ4	muɔŋ²¹	
望	muɔŋ6	muɔŋ⁵²	
芒	muɔŋ4	muɔŋ²¹	光芒
惘	muɔŋ5	muɔŋ²¹²	
網	muɔŋ5	muɔŋ²¹²	
妄	muɔŋ4	muɔŋ²¹	
忘	muɔŋ4	muɔŋ²¹	
輞			
糧	liɛŋ4	liɛŋ²¹	
量	liɛŋ4	liɛŋ²¹	測量
量	liɛŋ6	liɛŋ⁵²	重量
蜋	luɔŋ4	luɔŋ²¹	
粱	liɛŋ4	liɛŋ²¹	
良	liɛŋ4	liɛŋ²¹	
涼	liɛŋ4	liɛŋ²¹	
梁	liɛŋ4	liɛŋ²¹	
兩	niɛŋ5	niɛŋ²¹²	兩個
兩	liɛŋ2	liɛŋ²¹⁴	十兩
亮	liɛŋ6	liɛŋ⁵²	
掠	liɛk9	liɛk⁵²	
諒	liɛŋ6	liɛŋ⁵²	
略	liɛk9	liɛk⁵²	
踉			
蔣	ʦiɛŋ2	ʦiɛŋ²¹⁴	
將	ʦiɛŋ1	ʦiɛŋ⁴⁵	將來
將	ʦiɛŋ3	ʦiɛŋ⁴⁴	將領
漿	ʦiɛŋ1	ʦiɛŋ⁴⁵	
獎	ʦiɛŋ2	ʦiɛŋ²¹⁴	
槳	ʦiɛŋ2	ʦiɛŋ²¹⁴	
醬	ʦiɛŋ3	ʦiɛŋ⁴⁴	
雀	ʦʰiɛk8	ʦʰiɛk³	
爵	ʦiɛk8	ʦiɛk³	
疆	kiɛŋ1	kiɛŋ⁴⁵	
薑	kiɛŋ1	kiɛŋ⁴⁵	
韁	kiɛŋ1	kiɛŋ⁴⁵	
僵	kiɛŋ1	kiɛŋ⁴⁵	
姜	kiɛŋ1	kiɛŋ⁴⁵	
逛			
襁			
獷	kʰuɔŋ3	kʰuɔŋ⁴⁴	
腳	kiɛk8	kiɛk³	
卻	kʰiɛk8	kʰiɛk³	
礓			
钁			
繮	kiɛŋ1	kiɛŋ⁴⁵	
牆	ʦʰiɛŋ4	ʦʰiɛŋ²¹	
薔	ʦʰiɛŋ4	ʦʰiɛŋ²¹	
匠	ʦiɛŋ6	ʦiɛŋ⁵²	
嚼	ʦiɛk8	ʦiɛk³	
創	ʦʰuɔŋ3	ʦʰuɔŋ⁴⁴	創傷
創	ʦʰuɔŋ3	ʦʰuɔŋ⁴⁴	創造
瘡	ʦʰuɔŋ1	ʦʰuɔŋ⁴⁵	
愴	ʦʰuɔŋ2	ʦʰuɔŋ²¹⁴	
床	ʦʰuɔŋ4	ʦʰuɔŋ²¹	
狀	ʦuɔŋ6	ʦuɔŋ⁵²	
牀	ʦʰuɔŋ4	ʦʰuɔŋ²¹	
著	ʦiɛk9	ʦiɛk⁵²	著涼
長	ʦʰiɛŋ4	ʦʰiɛŋ²¹	長久
腸	ʦʰiɛŋ4	ʦʰiɛŋ²¹	
場	ʦʰiɛŋ4	ʦʰiɛŋ²¹	
仗	ʦiɛŋ6	ʦiɛŋ⁵²	仗義
杖	ʦiɛŋ6	ʦiɛŋ⁵²	
丈	ʦiɛŋ6	ʦiɛŋ⁵²	
悵	ʦʰiɛŋ3	ʦʰiɛŋ⁴⁴	
暢	ʦʰiɛŋ3	ʦʰiɛŋ⁴⁴	
嘗	siɛŋ4	siɛŋ²¹	
常	siɛŋ4	siɛŋ²¹	
償	siɛŋ4	siɛŋ²¹	
徜	siɛŋ4	siɛŋ²¹	
尚	siɛŋ6	siɛŋ⁵²	
裳	siɛŋ4	siɛŋ²¹	
上	siɛŋ6	siɛŋ⁵²	
上	siɛŋ5	siɛŋ²¹²	
猖	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
倡	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	倡優
倡	ʦʰiɛŋ3	ʦʰiɛŋ⁴⁴	倡導
昌	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
菖	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
敞	ʦʰuɔŋ2	ʦʰuɔŋ²¹⁴	
廠	ʦʰuɔŋ2	ʦʰuɔŋ²¹⁴	
唱	ʦʰiɛŋ3	ʦʰiɛŋ⁴⁴	
綽	ʦʰiɛk8	ʦʰiɛk³	
娼	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
鯧	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	
芍			
肪	fuɔŋ1	fuɔŋ⁴⁵	
方	fuɔŋ1	fuɔŋ⁴⁵	
防	fuɔŋ4	fuɔŋ²¹	
房	fuɔŋ4	fuɔŋ²¹	
坊	fuɔŋ1	fuɔŋ⁴⁵	堤坊
魴			
坊	fuɔŋ1	fuɔŋ⁴⁵	街坊
放	fuɔŋ3	fuɔŋ⁴⁴	
倣			
舫	fuɔŋ2	fuɔŋ²¹⁴	
塞	sɐk7	sɐk⁴	塞車
僧	ʦɐŋ1	ʦɐŋ⁴⁵	
黑	hɐk7	hɐk⁴	
薨			
恆	hɐŋ4	hɐŋ²¹	
弘	fɐŋ4	fɐŋ²¹	
惑	wɐk9	wɐk⁵²	
或	wɐk9	wɐk⁵²	
肯	hɐŋ2	hɐŋ²¹⁴	
剋	hɐk7	hɐk⁴	
刻	hɐk7	hɐk⁴	
克	hɐk7	hɐk⁴	
忒			
蹭			
冒			冒頓
墨	mɐk9	mɐk⁵²	
默	mɐk9	mɐk⁵²	
楞	lɪŋ4	lɪŋ²¹	楞角
稜	lɪŋ4	lɪŋ²¹	
肋	lɐk9	lɐk⁵²	
勒	lɐk9	lɐk⁵²	
棱	lɪŋ4	lɪŋ²¹	
增	ʦɐŋ1	ʦɐŋ⁴⁵	
憎	ʦɐŋ1	ʦɐŋ⁴⁵	
曾	ʦɐŋ1	ʦɐŋ⁴⁵	曾孫
則	ʦɐk7	ʦɐk⁴	
亙	kɐŋ2	kɐŋ²¹⁴	
國	kɔk8	kɔk³	
肱			
燈	tɐŋ1	tɐŋ⁴⁵	
登	tɐŋ1	tɐŋ⁴⁵	
凳	tɐŋ3	tɐŋ⁴⁴	
德	tɐk7	tɐk⁴	
得	tɐk7	tɐk⁴	
鐙	tɐŋ1	tɐŋ⁴⁵	
騰	tʰɐŋ4	tʰɐŋ²¹	
藤	tʰɐŋ4	tʰɐŋ²¹	
蹬	tɐŋ6	tɐŋ⁵²	
鄧	tɐŋ6	tɐŋ⁵²	
特	tɐk9	tɐk⁵²	
謄	tʰɐŋ4	tʰɐŋ²¹	
滕	tʰɐŋ4	tʰɐŋ²¹	
曾	ʦʰɐŋ4	ʦʰɐŋ²¹	曾經
層	ʦʰɐŋ4	ʦʰɐŋ²¹	
贈	ʦɐŋ6	ʦɐŋ⁵²	
賊	ʦʰɐk9	ʦʰɐk⁵²	
朋	pʰɐŋ4	pʰɐŋ²¹	
鵬	pʰɐŋ4	pʰɐŋ²¹	
蔔	pɐk9	pɐk⁵²	
崩	pɐŋ1	pɐŋ⁴⁵	
北	pɐk7	pɐk⁴	
側	ʦɐk7	ʦɐk⁴	
仄	ʦɐk7	ʦɐk⁴	
徵	ʦɪŋ1	ʦɪŋ⁴⁵	徵求
癥	ʦɪŋ3	ʦɪŋ⁴⁴	
稙			
蒸	ʦɪŋ1	ʦɪŋ⁴⁵	
拯	ʦɪŋ2	ʦɪŋ²¹⁴	又读ʦʰɪŋ²¹⁴
證	ʦɪŋ3	ʦɪŋ⁴⁴	
職	ʦɪk7	ʦɪk⁴	
域	wɪk9	wɪk⁵²	
臆	jɐt7	jɐt⁴	
膺	jɪŋ1	jɪŋ⁴⁵	
應	jɪŋ1	jɪŋ⁴⁵	應該
應	jɪŋ3	jɪŋ⁴⁴	回應,白读ʔɪŋ⁴⁴
鷹	jɪŋ1	jɪŋ⁴⁵	
億	jɪk7	jɪk⁴	
憶	jɪk7	jɪk⁴	
抑	jɪk7	jɪk⁴	
弋			
蠅	jɪŋ4	jɪŋ²¹	
孕	jɐn6	jɐn⁵²	
翌	jɪk9	jɪk⁵²	
翼	jɪk9	jɪk⁵²	
凝	nɪŋ4	nɪŋ²¹	又读jɪŋ²¹
熄	sɪk7	sɪk⁴	
息	sɪk7	sɪk⁴	
興	hɪŋ1	hɪŋ⁴⁵	興旺
興	hɪŋ3	hɪŋ⁴⁴	助興
識	sɪk7	sɪk⁴	認識
升	sɪŋ1	sɪŋ⁴⁵	
昇	sɪŋ1	sɪŋ⁴⁵	
勝	sɪŋ1	sɪŋ⁴⁵	勝任
勝	sɪŋ3	sɪŋ⁴⁴	勝利
軾	sɪk7	sɪk⁴	
飾	sɪk7	sɪk⁴	
式	sɪk7	sɪk⁴	
拭	sɪk7	sɪk⁴	
嗇	sɪk7	sɪk⁴	
色	sɪk7	sɪk⁴	
仍	jɪŋ4	jɪŋ²¹	
扔	jɪŋ4	jɪŋ²¹	
極	kɪk9	kɪk⁵²	
匿	nɪk7	nɪk⁴	
凌	lɪŋ4	lɪŋ²¹	
陵	lɪŋ4	lɪŋ²¹	
菱	lɪŋ4	lɪŋ²¹	
力	lɪk9	lɪk⁵²	
綾	lɪŋ4	lɪŋ²¹	
鯪	lɪŋ4	lɪŋ²¹	
即	ʦɪk7	ʦɪk⁴	
鯽	ʦɐk7	ʦɐk⁴	
稷	ʦɪk7	ʦɪk⁴	
亟	kɪk7	kɪk⁴	亟需
兢	kɪŋ1	kɪŋ⁴⁵	
棘	kɪk7	kɪk⁴	
矜	kɪŋ1	kɪŋ⁴⁵	
塍			
繩	sɪŋ4	sɪŋ²¹	
乘	sɪŋ4	sɪŋ²¹	乘車
乘			萬乘之國
剩	sɪŋ6	sɪŋ⁵²	
蝕	sɪk9	sɪk⁵²	
惻	ʦʰɐk7	ʦʰɐk⁴	
測	ʦʰɐk7	ʦʰɐk⁴	
懲	ʦʰɪŋ4	ʦʰɪŋ²¹	
直	ʦɪk9	ʦɪk⁵²	
敕			
飭			
丞	sɪŋ4	sɪŋ²¹	
承	sɪŋ4	sɪŋ²¹	
殖	ʦɪk9	ʦɪk⁵²	
稱	ʦʰɪŋ1	ʦʰɪŋ⁴⁵	稱呼
稱	ʦʰɪŋ3	ʦʰɪŋ⁴⁴	稱職
秤	ʦʰɪŋ3	ʦʰɪŋ⁴⁴	地秤
馮			暴虎馮河
憑	pʰɐŋ4	pʰɐŋ²¹	
愎			
冰	pɪŋ1	pɪŋ⁴⁵	
逼	pɪk7	pɪk⁴	
圇	lɐn4	lɐn²¹	
圾	sɐp7	sɐp⁴	
歹	tai2	tai²¹⁴	
圳	ʦɐn3	ʦɐn⁴⁴	
劍	kim3	kim⁴⁴	
享	hiɛŋ2	hiɛŋ²¹⁴	
踩	ʦʰai2	ʦʰai²¹⁴	白读jai²¹⁴
踮	tim3	tim⁴⁴	
螂	luɔŋ4	luɔŋ²¹	
踴	jʊŋ2	jʊŋ²¹⁴	
鴕	tʰuɔ4	tʰuɔ²¹	
糕	kɐu1	kɐu⁴⁵	
柿	si6	si⁵²	
糬			
糯	nuɔ6	nuɔ⁵²	
妞			
焙	pui6	pui⁵²	又读pʰui²¹
妳	ni5	ni²¹²	
妮	ni4	ni²¹	
歪	wai1	wai⁴⁵	
疤	pa1	pa⁴⁵	
污	wu1	wu⁴⁵	
汽	hi3	hi⁴⁴	
粑	pa1	pa⁴⁵	
桕	kʰɐu5	kʰɐu²¹²	
棕	ʦʊŋ1	ʦʊŋ⁴⁵	
撇	pʰit8	pʰit³	
撒	sat8	sat³	
撐	ʦʰɐŋ3	ʦʰɐŋ⁴⁴	
囫			
囡			
砸	ʦap9	ʦap⁵²	
砲	pʰau3	pʰau⁴⁴	
饈	sɐu1	sɐu⁴⁵	
掙	ʦɐŋ1	ʦɐŋ⁴⁵	掙脫
砍	hɐm2	hɐm²¹⁴	
聯	lun4	lun²¹	又读lin²¹
棋	kʰi4	kʰi²¹	
蹦	pɐŋ1	pɐŋ⁴⁵	
週	ʦɐu1	ʦɐu⁴⁵	
她	tʰa1	tʰa⁴⁵	
奶	nai5	nai²¹²	
剷	ʦʰan2	ʦʰan²¹⁴	
闆	pan2	pan²¹⁴	
剎	sat8	sat³	
磁	ʦʰi4	ʦʰi²¹	
骷			
嘩	wa1	wa⁴⁵	
磚	ʦin1	ʦin⁴⁵	
躲	tuɔ2	tuɔ²¹⁴	
磺	wuɔŋ4	wuɔŋ²¹	
躺	tʰuɔŋ2	tʰuɔŋ²¹⁴	
罕	huɔn5	huɔn²¹²	
耙	pʰa4	pʰa²¹	
嘴	ʦui2	ʦui²¹⁴	
瑪	ma5	ma²¹²	
間	kan1	kan⁴⁵	空間
籽	ʦi2	ʦi²¹⁴	
瑙	nɐu5	nɐu²¹²	
啤	pɛ1	pɛ⁴⁵	
餃	kau2	kau²¹⁴	
揪			
餵	wɐi3	wɐi⁴⁴	
揍	ʦɐu3	ʦɐu⁴⁴	
餡	hɐm6	hɐm⁵²	
淌	tʰuɔŋ2	tʰuɔŋ²¹⁴	
嶄	ʦam2	ʦam²¹⁴	
淘	tʰɐu4	tʰɐu²¹	
釉	jɐu6	jɐu⁵²	
擤	sɐŋ3	sɐŋ⁴⁴	
擦	ʦʰat8	ʦʰat³	
嚕	lu1	lu⁴⁵	
嚐	siɛŋ4	siɛŋ²¹	
擱	kuɔk8	kuɔk³	
嚎	hɐu4	hɐu²¹	
擂	lui4	lui²¹	
桿	kuɔn1	kuɔn⁴⁵	
胸	hʊŋ1	hʊŋ⁴⁵	
刨	pʰau4	pʰau²¹	
胚	pʰui1	pʰui⁴⁵	
挖	wat8	wat³	
碗	wun2	wun²¹⁴	
碟	tiɐp9	tiɐp⁵²	
碘	tin2	tin²¹⁴	
碳	tʰan3	tʰan⁴⁴	
碰	pʰʊŋ3	pʰʊŋ⁴⁴	
觔			
熔	jʊŋ4	jʊŋ²¹	
颳	kat8	kat³	
琉	lɐu4	lɐu²¹	
嗖	sɐu1	sɐu⁴⁵	
榕	jʊŋ4	jʊŋ²¹	
缽	put8	put³	
您	ni5	ni²¹²	
搧	sin3	sin⁴⁴	
搬	pun1	pun⁴⁵	
噹	tuɔŋ1	tuɔŋ⁴⁵	
噸	tɐn1	tɐn⁴⁵	
搗	tɐu2	tɐu²¹⁴	
跺	tuɔ2	tuɔ²¹⁴	
褂	ka3	ka⁴⁴	
搞	kau2	kau²¹⁴	
舔	tʰim2	tʰim²¹⁴	
鞍	ʔuɔn1	ʔuɔn⁴⁵	
捱	ŋai4	ŋai²¹	
捆	kʰɐn2	kʰɐn²¹⁴	
癱	tʰan1	tʰan⁴⁵	
灶	ʦɐu3	ʦɐu⁴⁴	
峰	fʊŋ1	fʊŋ⁴⁵	
壟	lʊŋ5	lʊŋ²¹²	
肇	siu6	siu⁵²	
摹	mu4	mu²¹	
嘀			
摀			
嘟			
嘛			喇嘛
摔	sɐt7	sɐt⁴	
腺	sin3	sin⁴⁴	
槓	kuɔŋ3	kuɔŋ⁴⁴	
輛	liɛŋ5	liɛŋ²¹²	
騙	pʰin3	pʰin⁴⁴	
筷	kʰai3	kʰai⁴⁴	
惦	tim3	tim⁴⁴	
霉	mui4	mui²¹	
瀟	siu1	siu⁴⁵	
瀕			
籐	tʰɐŋ4	tʰɐŋ²¹	
鋁	lui5	lui²¹²	
錶	piu1	piu⁴⁵	
崑	kɐn1	kɐn⁴⁵	
崙	lɐn4	lɐn²¹	
崁			
簑			
群	kʰɐn4	kʰɐn²¹	
怎	ʦɐm2	ʦɐm²¹⁴	
嗨			
嗯	ŋ4	ŋ²¹	又读m²¹
嗡	jʊŋ1	jʊŋ⁴⁵	
嗦	suɔ1	suɔ⁴⁵	
嗶	pɐt7	pɐt⁴	
嗎	ma1	ma⁴⁵	助詞
嗆	ʦʰiɛŋ1	ʦʰiɛŋ⁴⁵	食急氣逆
嗅	ʦʰɐu3	ʦʰɐu⁴⁴	
齣	ʦʰɐt7	ʦʰɐt⁴	
嗓	suɔŋ2	suɔŋ²¹⁴	
獗	kʰit8	kʰit³	
峇			
鱷	ŋuɔk9	ŋuɔk⁵²	
舺			
溯	suɔk8	suɔk³	
峪			
塭			
烤	hau1	hau⁴⁵	
烯	hi1	hi⁴⁵	
烷	jin2	jin²¹⁴	
烹	pʰɐŋ1	pʰɐŋ⁴⁵	
塌	tʰap8	tʰap³	
膛	tʰuɔŋ4	tʰuɔŋ²¹	
篛	jiɛk9	jiɛk⁵²	
辣	lat9	lat⁵²	
匆	ʦʰʊŋ1	ʦʰʊŋ⁴⁵	
睬	ʦʰuɔi2	ʦʰuɔi²¹⁴	
銲	huɔn6	huɔn⁵²	
睏	kʰɐn3	kʰɐn⁴⁴	
謊	fuɔŋ1	fuɔŋ⁴⁵	
裡	li5	li²¹²	
儘	ʦɐn6	ʦɐn⁵²	儘管
岔	ʦʰa3	ʦʰa⁴⁴	
滾	kan2	kan²¹⁴	
岩	ŋam4	ŋam²¹	
喲	juɔ1	juɔ⁴⁵	
喳	ʦa1	ʦa⁴⁵	
喂	wɐi3	wɐi⁴⁴	又读wɐi⁵²;wi⁵²
喇	la1	la⁴⁵	喇嘛
臟	ʦuɔŋ6	ʦuɔŋ⁵²	
罈	tʰam4	tʰam²¹	
迤	ji5	ji²¹²	斜行延伸
蛋	tan6	tan⁵²	
僱	ku3	ku⁴⁴	
魂	wɐn4	wɐn²¹	
魷	jɐu4	jɐu²¹	
啦	la1	la⁴⁵	
啊	ʔa1	ʔa⁴⁵	
啃	hɐŋ2	hɐŋ²¹⁴	
啟	kʰai2	kʰai²¹⁴	
矽	ʦɪk9	ʦɪk⁵²	
鈾	jɐu4	jɐu²¹	
孢	pau1	pau⁴⁵	
蹧	ʦɐu1	ʦɐu⁴⁵	
屜	tʰɐi3	tʰɐi⁴⁴	
忑	tʰɪk7	tʰɪk⁴	
忐	tʰam2	tʰam²¹⁴	
唷	juɔ1	juɔ⁴⁵	
唔	m4	m²¹	
蝴	wu4	wu²¹	
鬍	wu4	wu²¹	
懂	tʊŋ2	tʊŋ²¹⁴	
鏽	sɐu3	sɐu⁴⁴	
糰	tʰun4	tʰun²¹	
傢	ka1	ka⁴⁵	
伙	fuɔ2	fuɔ²¹⁴	
櫥	ʦʰi4	ʦʰi²¹	
湧	jʊŋ2	jʊŋ²¹⁴	
燙	tʰuɔŋ3	tʰuɔŋ⁴⁴	
尷	kam3	kam⁴⁴	
愣			
哼	hɐŋ1	hɐŋ⁴⁵	哼歌
哪	na5	na²¹²	哪吒
哩	li5	li²¹²	英哩
勾	ŋɐu1	ŋɐu⁴⁵	勾劃
哞	mɐu4	mɐu²¹	
瞄	miu4	miu²¹	
瞌	hɐp7	hɐp⁴	
瞧	ʦʰiu4	ʦʰiu²¹	
靛	tin6	tin⁵²	
嬤	ma1	ma⁴⁵	
耍	sa2	sa²¹⁴	
稿	kɐu2	kɐu²¹⁴	
另	lɪŋ6	lɪŋ⁵²	
叭	pa1	pa⁴⁵	
茉	mut9	mut⁵²	
叼	tiu1	tiu⁴⁵	
覷	ʦʰui3	ʦʰui⁴⁴	
茼	tʰʊŋ4	tʰʊŋ²¹	
茲			在茲
螞	ma5	ma²¹²	螞蟻
艙	ʦʰuɔŋ1	ʦʰuɔŋ⁴⁵	
你	ni5	ni²¹²	
佣	jʊŋ6	jʊŋ⁵²	
樣	jiɛŋ6	jiɛŋ⁵²	
票	pʰiu3	pʰiu⁴⁴	
祂	tʰa1	tʰa⁴⁵	
颱	tʰuɔi4	tʰuɔi²¹	
嘿	hi1	hi⁴⁵	嘿嘿
燜	mun6	mun⁵²	
褲	fu3	fu⁴⁴	
癌	ŋam4	ŋam²¹	
癒	ji6	ji⁵²	
蠕	ji4	ji²¹	
蠔	hɐu4	hɐu²¹	
嫦	siɛŋ4	siɛŋ²¹	
嫻	han4	han²¹	
倆	niɛŋ5	niɛŋ²¹²	
橛	kit8	kit³	木橛子
橛	kʰit9	kʰit⁵²	兩橛
倘	tʰuɔŋ2	tʰuɔŋ²¹⁴	
們	mun4	mun²¹	
濾	lui6	lui⁵²	
厘	li4	li²¹	
咱			
咯	luɔ1	luɔ⁴⁵	助詞
咩	mɛ1	mɛ⁴⁵	
咪	mi1	mi⁴⁵	
咕	ku1	ku⁴⁵	
咖	ka3	ka⁴⁴	
咐	fu3	fu⁴⁴	
咒	ʦɐu3	ʦɐu⁴⁴	
咚	tʊŋ1	tʊŋ⁴⁵	
喵	miu1	miu⁴⁵	
緡	mɐn4	mɐn²¹	
癮	jɐn5	jɐn²¹²	
瘋	fʊŋ1	fʊŋ⁴⁵	
腮	suɔi1	suɔi⁴⁵	
簽	ʦʰim1	ʦʰim⁴⁵	
