字頭	聲紐	韻部	小韻	調類	字義	擬音(聲母)	擬音(韻母)	擬音(聲調)	粵拼(聲母)	粵拼(韻母)	粵拼(聲調)
閨	古	威	歸	陰平	宮中門也	kʷ	ɐi	53	gw	ai	1
龜	古	威	歸	陰平	所以卜也	kʷ	ɐi	53	gw	ai	1
龟	古	威	歸	陰平	同上(所以卜也)	kʷ	ɐi	53	gw	ai	1
嬀	古	威	歸	陰平	水名又姓	kʷ	ɐi	53	gw	ai	1
潙	古	威	歸	陰平	同上(水名又姓)	kʷ	ɐi	53	gw	ai	1
刲	古	威	歸	陰平	剌也割也	kʷ	ɐi	53	gw	ai	1
躋	精	威	躋	陰平	登也升也	ts	ɐi	53	z	ai	1
劑	精	威	躋	陰平	調劑又劑量	ts	ɐi	53	z	ai	1
隮	精	威	躋	陰平	惡氣上升也	ts	ɐi	53	z	ai	1
穧	精	威	躋	陰平	刈禾把數也束也	ts	ɐi	53	z	ai	1
擠	精	威	躋	陰平	排也推也	ts	ɐi	53	z	ai	1
齎	精	威	躋	陰平	送也行道所用也	ts	ɐi	53	z	ai	1
𧅱	精	威	躋	陰平	薑蒜爲之又碎也和也	ts	ɐi	53	z	ai	1
賷	精	威	躋	陰平	持送曰賷詔是也	ts	ɐi	53	z	ai	1
溪	溪	威	溪	陰平	河也水澗	kʰ	ɐi	53	k	ai	1
谿	溪	威	溪	陰平	川水	kʰ	ɐi	53	k	ai	1
蹊	溪	威	溪	陰平	小路	kʰ	ɐi	53	k	ai	1
稽	溪	威	溪	陰平	稽考又下拜首至地	kʰ	ɐi	53	k	ai	1
嵇	溪	威	溪	陰平	山名又姓	kʰ	ɐi	53	k	ai	1
妻	淸	威	妻	陰平	夫妻	tsʰ	ɐi	53	c	ai	1
悽	淸	威	妻	陰平	悲也	tsʰ	ɐi	53	c	ai	1
凄	淸	威	妻	陰平	寒也又凄凉	tsʰ	ɐi	53	c	ai	1
棲	淸	威	妻	陰平	棲息又牀也	tsʰ	ɐi	53	c	ai	1
栖	淸	威	妻	陰平	依也宿也	tsʰ	ɐi	53	c	ai	1
恓	淸	威	妻	陰平	惶懼也	tsʰ	ɐi	53	c	ai	1
萋	淸	威	妻	陰平	草盛	tsʰ	ɐi	53	c	ai	1
緀	淸	威	妻	陰平	緀裴文章相錯貌	tsʰ	ɐi	53	c	ai	1
規	困	威	規	陰平	規矩爲員之器也	kʷʰ	ɐi	53	kw	ai	1
窺	困	威	規	陰平	竊視也	kʷʰ	ɐi	53	kw	ai	1
闚	困	威	規	陰平	傾頭門邪視也	kʷʰ	ɐi	53	kw	ai	1
盔	困	威	規	陰平	戰士頭所戴者	kʷʰ	ɐi	53	kw	ai	1
西	心	威	西	陰平	東西	s	ɐi	53	s	ai	1
粞	心	威	西	陰平	碎米	s	ɐi	53	s	ai	1
犀	心	威	西	陰平	犀牛	s	ɐi	53	s	ai	1
樨	心	威	西	陰平	木樨花	s	ɐi	53	s	ai	1
荽	心	威	西	陰平	芫荽	s	ɐi	53	s	ai	1
撕	心	威	西	陰平	提撕	s	ɐi	53	s	ai	1
嘶	心	威	西	陰平	馬鳴	s	ɐi	53	s	ai	1
雞	見	威	雞	陰平	禽名	k	ɐi	53	g	ai	1
鷄	見	威	雞	陰平	同上(禽名)	k	ɐi	53	g	ai	1
笄	見	威	雞	陰平	簪也女子年十五而笄	k	ɐi	53	g	ai	1
枅	見	威	雞	陰平	柱上橫木承棟者	k	ɐi	53	g	ai	1
低	端	威	低	陰平	卑也高低	t	ɐi	53	d	ai	1
氐	端	威	低	陰平	宿名	t	ɐi	53	d	ai	1
羝	端	威	低	陰平	牝羊	t	ɐi	53	d	ai	1
隄	端	威	低	陰平	岸也水防也	t	ɐi	53	d	ai	1
堤	端	威	低	陰平	塞也滯也	t	ɐi	53	d	ai	1
鞮	端	威	低	陰平	革履也又音提	t	ɐi	53	d	ai	1
梯	透	威	梯	陰平	階梯	tʰ	ɐi	53	t	ai	1
稊	透	威	梯	陰平	木之更生也	tʰ	ɐi	53	t	ai	1
篩	審	威	篩	陰平	篩箕	ʃ	ɐi	53	sh	ai	1
批	滂	威	批	陰平	判也示也	pʰ	ɐi	53	p	ai	1
㧗	滂	威	批	陰平	同上(判也示也)	pʰ	ɐi	53	p	ai	1
砒	滂	威	批	陰平	砒霜	pʰ	ɐi	53	p	ai	1
篦	幫	威	篦	陰平	竹篦北揮切	p	ɐi	53	b	ai	1
鎞	幫	威	篦	陰平	釵鎞	p	ɐi	53	b	ai	1
跛	幫	威	篦	陰平	足偏廢行不正也	p	ɐi	53	b	ai	1
爲	云	威	爲	陽平	作事曰爲	w	ɐi	21	w	ai	4
惟	云	威	爲	陽平	獨也謀也思也	w	ɐi	21	w	ai	4
唯	云	威	爲	陽平	獨也又音委	w	ɐi	21	w	ai	4
帷	云	威	爲	陽平	帳幔也	w	ɐi	21	w	ai	4
幃	云	威	爲	陽平	同上(帳幔也)	w	ɐi	21	w	ai	4
維	云	威	爲	陽平	係也又四維方隅也	w	ɐi	21	w	ai	4
濰	云	威	爲	陽平	水名又姓	w	ɐi	21	w	ai	4
違	云	威	爲	陽平	背也避也	w	ɐi	21	w	ai	4
圍	云	威	爲	陽平	環也又範圍又九圍	w	ɐi	21	w	ai	4
闈	云	威	爲	陽平	宮闈又試塲	w	ɐi	21	w	ai	4
韋	云	威	爲	陽平	柔革也性急則佩韋	w	ɐi	21	w	ai	4
遺	云	威	爲	陽平	忘也失也又餘也又餽贈	w	ɐi	21	w	ai	4
壝	云	威	爲	陽平	壇壝	w	ɐi	21	w	ai	4
桅	云	威	爲	陽平	桅行	w	ɐi	21	w	ai	4
危	我	威	危	陽平	險也懼也又宿名	ŋ	ɐi	21	ng	ai	4
倪	我	威	危	陽平	端倪頭緒也又姓	ŋ	ɐi	21	ng	ai	4
麑	我	威	危	陽平	鹿子	ŋ	ɐi	21	ng	ai	4
霓	我	威	危	陽平	虹霓	ŋ	ɐi	21	ng	ai	4
輗	我	威	危	陽平	轅端橫木大車所用	ŋ	ɐi	21	ng	ai	4
巍	我	威	危	陽平	高大貌	ŋ	ɐi	21	ng	ai	4
嵬	我	威	危	陽平	同上(高大貌)	ŋ	ɐi	21	ng	ai	4
題	透	威	題	陽平	品題又琁題又額也	tʰ	ɐi	21	t	ai	4
提	透	威	題	陽平	挈也抱也舉也	tʰ	ɐi	21	t	ai	4
褆	透	威	題	陽平	衣厚也	tʰ	ɐi	21	t	ai	4
騠	透	威	題	陽平	駿馬	tʰ	ɐi	21	t	ai	4
瑅	透	威	題	陽平	玉名	tʰ	ɐi	21	t	ai	4
睼	透	威	題	陽平	迎視也	tʰ	ɐi	21	t	ai	4
緹	透	威	題	陽平	白赤色	tʰ	ɐi	21	t	ai	4
荑	透	威	題	陽平	茅之始生曰荑	tʰ	ɐi	21	t	ai	4
啼	透	威	題	陽平	啼哭	tʰ	ɐi	21	t	ai	4
蹄	透	威	題	陽平	獸足曰蹄	tʰ	ɐi	21	t	ai	4
綈	透	威	題	陽平	綈也	tʰ	ɐi	21	t	ai	4
鵜	透	威	題	陽平	水鳥	tʰ	ɐi	21	t	ai	4
䨑	透	威	題	陽平	䨑霽	tʰ	ɐi	21	t	ai	4
鮧	透	威	題	陽平	大鮎魚名	tʰ	ɐi	21	t	ai	4
鴺	透	威	題	陽平	山雞	tʰ	ɐi	21	t	ai	4
黎	來	威	黎	陽平	衆也又黑也又姓	l	ɐi	21	l	ai	4
藜	來	威	黎	陽平	蒺藜	l	ɐi	21	l	ai	4
犂	來	威	黎	陽平	耕田之器	l	ɐi	21	l	ai	4
犁	來	威	黎	陽平	同上(耕田之器)	l	ɐi	21	l	ai	4
迷	明	威	迷	陽平	昏迷又亂也	m	ɐi	21	m	ai	4
埋	明	威	迷	陽平	藏也瘞也	m	ɐi	21	m	ai	4
霾	明	威	迷	陽平	雨土蒙霧也	m	ɐi	21	m	ai	4
奚	曉	威	奚	陽平	何也	h	ɐi	21	h	ai	4
徯	曉	威	奚	陽平	待也	h	ɐi	21	h	ai	4
兮	曉	威	奚	陽平	語詞	h	ɐi	21	h	ai	4
鼷	曉	威	奚	陽平	小鼠春秋鼷鼠食郊牛角	h	ɐi	21	h	ai	4
坭	泥	威	坭	陽平	泥土	n	ɐi	21	n	ai	4
泥	泥	威	坭	陽平	同上(泥土)	n	ɐi	21	n	ai	4
齊	淸	威	齊	陽平	整齊不參差也又國名	tsʰ	ɐi	21	c	ai	4
蠐	淸	威	齊	陽平	螬蠐蟲名	tsʰ	ɐi	21	c	ai	4
葵	困	威	葵	陽平	葵花	kʷʰ	ɐi	21	kw	ai	4
攜	困	威	葵	陽平	攜手	kʷʰ	ɐi	21	kw	ai	4
畦	困	威	葵	陽平	治田	kʷʰ	ɐi	21	kw	ai	4
觿	困	威	葵	陽平	角銳可解結者詩童子佩觿	kʷʰ	ɐi	21	kw	ai	4
携	困	威	葵	陽平	與攜同	kʷʰ	ɐi	21	kw	ai	4
偉	云	威	偉	陰上	大也奇也	w	ɐi	35	w	ai	2
葦	云	威	偉	陰上	蘆葦	w	ɐi	35	w	ai	2
煒	云	威	偉	陰上	盛赤也光明也	w	ɐi	35	w	ai	2
緯	云	威	偉	陰上	經緯橫曰經直曰緯	w	ɐi	35	w	ai	2
瑋	云	威	偉	陰上	瑰瑋美玉也	w	ɐi	35	w	ai	2
韡	云	威	偉	陰上	華盛貌又光明也	w	ɐi	35	w	ai	2
韙	云	威	偉	陰上	是也	w	ɐi	35	w	ai	2
喟	云	威	偉	陰上	歎聲	w	ɐi	35	w	ai	2
唯	云	威	偉	陰上	應之速也	w	ɐi	35	w	ai	2
卉	云	威	偉	陰上	草木總名	w	ɐi	35	w	ai	2
委	云	威	偉	陰上	委曲委任委靡委積委隨又差委	w	ɐi	35	w	ai	2
諉	云	威	偉	陰上	推諉	w	ɐi	35	w	ai	2
萎	云	威	偉	陰上	草木總名	w	ɐi	35	w	ai	2
痿	云	威	偉	陰上	痿痹	w	ɐi	35	w	ai	2
毁	云	威	偉	陰上	毀壞毀謗	w	ɐi	35	w	ai	2
燬	云	威	偉	陰上	火燒壞也	w	ɐi	35	w	ai	2
虺	云	威	偉	陰上	虺蛇又仲虺湯之臣也又音灰詩我馬虺尵	w	ɐi	35	w	ai	2
洗	心	威	洗	陰上	洗浴又音冼	s	ɐi	35	s	ai	2
洒	心	威	洗	陰上	雪其恥也	s	ɐi	35	s	ai	2
枲	心	威	洗	陰上	卷耳菜名麻屬	s	ɐi	35	s	ai	2
底	端	威	底	陰上	平也定也致也又底木	t	ɐi	35	d	ai	2
砥	端	威	底	陰上	礪石	t	ɐi	35	d	ai	2
弤	端	威	底	陰上	天子之彫弓	t	ɐi	35	d	ai	2
詆	端	威	底	陰上	毀也又音低	t	ɐi	35	d	ai	2
抵	端	威	底	陰上	抵尼又致也	t	ɐi	35	d	ai	2
柢	端	威	底	陰上	根柢本也	t	ɐi	35	d	ai	2
邸	端	威	底	陰上	客舍	t	ɐi	35	d	ai	2
鬼	古	威	鬼	陰上	鬼神陰之靈也	kʷ	ɐi	35	gw	ai	2
簋	古	威	鬼	陰上	宗廟盛黍稷之器	kʷ	ɐi	35	gw	ai	2
軌	古	威	鬼	陰上	法也又車之跡	kʷ	ɐi	35	gw	ai	2
匭	古	威	鬼	陰上	匣也函也	kʷ	ɐi	35	gw	ai	2
詭	古	威	鬼	陰上	異也詐也戾也	kʷ	ɐi	35	gw	ai	2
垝	古	威	鬼	陰上	壞也	kʷ	ɐi	35	gw	ai	2
宄	古	威	鬼	陰上	士宄在外曰宄在内曰奸	kʷ	ɐi	35	gw	ai	2
晷	古	威	鬼	陰上	日影也又姓	kʷ	ɐi	35	gw	ai	2
體	透	威	體	陰上	身體質也又體道	tʰ	ɐi	35	t	ai	2
体	透	威	體	陰上	同上(身體質也又體道)	tʰ	ɐi	35	t	ai	2
啓	溪	威	啓	陰上	開也發也又書啓	kʰ	ɐi	35	k	ai	2
綮	溪	威	啓	陰上	支戟也又肯綮筋肉結處	kʰ	ɐi	35	k	ai	2
棨	溪	威	啓	陰上	木名	kʰ	ɐi	35	k	ai	2
仔	精	威	仔	陰上	兒子也又仔肩	ts	ɐi	35	z	ai	2
矮	亞	威	矮	陰上	不高也	ʔ	ɐi	35		ai	2
使	審	威	使	陰上	深底切使唤	ʃ	ɐi	35	sh	ai	2
睨	我	威	睨	陽上	邪視	ŋ	ɐi	23	ng	ai	5
蟻	我	威	睨	陽上	蛾蟻	ŋ	ɐi	23	ng	ai	5
艤	我	威	睨	陽上	船名	ŋ	ɐi	23	ng	ai	5
揆	困	威	揆	陽上	度也又百揆官也	kʷʰ	ɐi	23	kw	ai	5
睽	困	威	揆	陽上	乖異也又違別	kʷʰ	ɐi	23	kw	ai	5
跬	困	威	揆	陽上	舉足半步也	kʷʰ	ɐi	23	kw	ai	5
禮	來	威	禮	陽上	禮儀	l	ɐi	23	l	ai	5
醴	來	威	禮	陽上	甘酒	l	ɐi	23	l	ai	5
澧	來	威	禮	陽上	水名	l	ɐi	23	l	ai	5
泚	淸	威	泚	陽上	汗出貌	tsʰ	ɐi	23	c	ai	5
薺	淸	威	泚	陽上	甘菜	tsʰ	ɐi	23	c	ai	5
睥	滂	威	睥	陽上	睥睨竊視欲奪之也	pʰ	ɐi	23	p	ai	5
米	明	威	米	陽上	穀米	m	ɐi	23	m	ai	5
芈	明	威	米	陽上	楚姓	m	ɐi	23	m	ai	5
娣	透	威	娣	陽上	兄弟之妻曰娣從妻而歸亦曰娣	tʰ	ɐi	23	t	ai	5
畏	云	威	畏	陰去	懼也敬也	w	ɐi	33	w	ai	3
慰	云	威	畏	陰去	安慰	w	ɐi	33	w	ai	3
尉	云	威	畏	陰去	太尉官名侯也	w	ɐi	33	w	ai	3
蔚	云	威	畏	陰去	草名	w	ɐi	33	w	ai	3
穢	云	威	畏	陰去	污穢又蕪穢又雜蘼	w	ɐi	33	w	ai	3
濊	云	威	畏	陰去	汪濊深廣之貌	w	ɐi	33	w	ai	3
翽	云	威	畏	陰去	羽聲	w	ɐi	33	w	ai	3
薈	云	威	畏	陰去	草盛	w	ɐi	33	w	ai	3
噦	云	威	畏	陰去	車聲徐行有節也又室深廣也	w	ɐi	33	w	ai	3
計	見	威	計	陰去	謀也數也	k	ɐi	33	g	ai	3
繼	見	威	計	陰去	續也紹也	k	ɐi	33	g	ai	3
繫	見	威	計	陰去	結也束縛也	k	ɐi	33	g	ai	3
薊	見	威	計	陰去	地名	k	ɐi	33	g	ai	3
髻	見	威	計	陰去	束髮爲髻	k	ɐi	33	g	ai	3
閉	幫	威	閉	陰去	閉塞	p	ɐi	33	b	ai	3
蔽	幫	威	閉	陰去	遮隔也	p	ɐi	33	b	ai	3
貱	幫	威	閉	陰去	益也移此以與彼也	p	ɐi	33	b	ai	3
縊	亞	威	縊	陰去	懸樑自縊	ʔ	ɐi	33		ai	3
翳	亞	威	縊	陰去	障翳	ʔ	ɐi	33		ai	3
曀	亞	威	縊	陰去	隂而風也	ʔ	ɐi	33		ai	3
祭	精	威	祭	陰去	祀也薦也	ts	ɐi	33	z	ai	3
際	精	威	祭	陰去	交會也又邊畔也	ts	ɐi	33	z	ai	3
穄	精	威	祭	陰去	谷也似黍而小	ts	ɐi	33	z	ai	3
濟	精	威	祭	陰去	周濟又通也	ts	ɐi	33	z	ai	3
霽	精	威	祭	陰去	雨止而日光也	ts	ɐi	33	z	ai	3
懠	精	威	祭	陰去	怒也	ts	ɐi	33	z	ai	3
替	透	威	替	陰去	代也又衰也	tʰ	ɐi	33	t	ai	3
涕	透	威	替	陰去	泣涕	tʰ	ɐi	33	t	ai	3
剃	透	威	替	陰去	剃頭	tʰ	ɐi	33	t	ai	3
締	透	威	替	陰去	結而不解也	tʰ	ɐi	33	t	ai	3
揥	透	威	替	陰去	所以摘髮	tʰ	ɐi	33	t	ai	3
嚏	透	威	替	陰去	人之傷風鬱氣而成也	tʰ	ɐi	33	t	ai	3
鬀	透	威	替	陰去	削髮也	tʰ	ɐi	33	t	ai	3
廢	非	威	廢	陰去	絕也棄也	f	ɐi	33	f	ai	3
諱	非	威	廢	陰去	忌諱又護短曰諱又名也生曰名死曰諱	f	ɐi	33	f	ai	3
肺	非	威	廢	陰去	肺肺肝	f	ɐi	33	f	ai	3
芾	非	威	廢	陰去	蔽芾木盛也	f	ɐi	33	f	ai	3
費	非	威	廢	陰去	費用又姓	f	ɐi	33	f	ai	3
沸	非	威	廢	陰去	火煮水滚又泉湧出曰沸	f	ɐi	33	f	ai	3
世	審	威	世	陰去	代也三十年爲一世	ʃ	ɐi	33	sh	ai	3
貰	審	威	世	陰去	貸也恕也	ʃ	ɐi	33	sh	ai	3
勢	審	威	世	陰去	權力也	ʃ	ɐi	33	sh	ai	3
势	審	威	世	陰去	同上(權力也)	ʃ	ɐi	33	sh	ai	3
砌	淸	威	砌	陰去	堦基也	tsʰ	ɐi	33	c	ai	3
切	淸	威	砌	陰去	齊也衆也	tsʰ	ɐi	33	c	ai	3
妻	淸	威	砌	陰去	以女嫁人曰妻	tsʰ	ɐi	33	c	ai	3
細	心	威	細	陰去	小也微也密也	s	ɐi	33	s	ai	3
壻	心	威	細	陰去	女之夫曰壻	s	ɐi	33	s	ai	3
貴	古	威	貴	陰去	富貴在尊位也	kʷ	ɐi	33	gw	ai	3
僓	古	威	貴	陰去	心亂也又音頽	kʷ	ɐi	33	gw	ai	3
悸	古	威	貴	陰去	帶下垂也又心動也	kʷ	ɐi	33	gw	ai	3
季	古	威	貴	陰去	晚也末也又一年四季	kʷ	ɐi	33	gw	ai	3
桂	古	威	貴	陰去	桂花	kʷ	ɐi	33	gw	ai	3
癸	古	威	貴	陰去	干名	kʷ	ɐi	33	gw	ai	3
帝	端	威	帝	陰去	三王五帝君王之美稱也	t	ɐi	33	d	ai	3
蒂	端	威	帝	陰去	根蒂並蒂	t	ɐi	33	d	ai	3
禘	端	威	帝	陰去	祭名王者五年一舉	t	ɐi	33	d	ai	3
諦	端	威	帝	陰去	審也	t	ɐi	33	d	ai	3
蝃	端	威	帝	陰去	蝃蝀虹也	t	ɐi	33	d	ai	3
制	照	威	制	陰去	節也禁也	tʃ	ɐi	33	zh	ai	3
製	照	威	制	陰去	造也作也	tʃ	ɐi	33	zh	ai	3
掣	照	威	制	陰去	掣肘滯隔不進也	tʃ	ɐi	33	zh	ai	3
晣	照	威	制	陰去	小星明也又音昔	tʃ	ɐi	33	zh	ai	3
愧	困	威	愧	陰去	慚愧	kʷʰ	ɐi	33	kw	ai	3
媿	困	威	愧	陰去	同上(慚愧)	kʷʰ	ɐi	33	kw	ai	3
契	溪	威	契	陰去	合也又音竊	kʰ	ɐi	33	k	ai	3
位	云	威	位	陽去	列也職也	w	ɐi	22	w	ai	6
譓	云	威	位	陽去	多謀智也辨察也	w	ɐi	22	w	ai	6
惠	云	威	位	陽去	思也順也慈也賜予也	w	ɐi	22	w	ai	6
蕙	云	威	位	陽去	似蘭而香	w	ɐi	22	w	ai	6
恚	云	威	位	陽去	忿恨	w	ɐi	22	w	ai	6
慧	云	威	位	陽去	聰敏	w	ɐi	22	w	ai	6
衛	云	威	位	陽去	捍也防也又國名又姓	w	ɐi	22	w	ai	6
胃	云	威	位	陽去	脾胃又宿名	w	ɐi	22	w	ai	6
謂	云	威	位	陽去	告也言也	w	ɐi	22	w	ai	6
蝟	云	威	位	陽去	蝟蛄小而有尾	w	ɐi	22	w	ai	6
嘒	云	威	位	陽去	微也詩嘒彼小星又音畏	w	ɐi	22	w	ai	6
篲	云	威	位	陽去	竹掃帚	w	ɐi	22	w	ai	6
彗	云	威	位	陽去	妖星連上俱又音遂	w	ɐi	22	w	ai	6
逝	審	威	逝	陽去	往也去也	ʃ	ɐi	22	sh	ai	6
誓	審	威	逝	陽去	盟誓又誓命	ʃ	ɐi	22	sh	ai	6
筮	審	威	逝	陽去	卜筮	ʃ	ɐi	22	sh	ai	6
噬	審	威	逝	陽去	齧也	ʃ	ɐi	22	sh	ai	6
藝	我	威	藝	陽去	才能也又樹藝	ŋ	ɐi	22	ng	ai	6
蓻	我	威	藝	陽去	種植	ŋ	ɐi	22	ng	ai	6
秇	我	威	藝	陽去	文籍	ŋ	ɐi	22	ng	ai	6
羿	我	威	藝	陽去	古之善射者	ŋ	ɐi	22	ng	ai	6
毅	我	威	藝	陽去	強忍也	ŋ	ɐi	22	ng	ai	6
僞	我	威	藝	陽去	詐也又假也	ŋ	ɐi	22	ng	ai	6
譌	我	威	藝	陽去	詐也又音訛	ŋ	ɐi	22	ng	ai	6
詣	我	威	藝	陽去	造也至也	ŋ	ɐi	22	ng	ai	6
魏	我	威	藝	陽去	國名	ŋ	ɐi	22	ng	ai	6
饋	古	威	饋	陽去	進食也	kʷ	ɐi	22	gw	ai	6
餽	古	威	饋	陽去	迭也	kʷ	ɐi	22	gw	ai	6
蕢	古	威	饋	陽去	竹器	kʷ	ɐi	22	gw	ai	6
匱	古	威	饋	陽去	乏也又匣也	kʷ	ɐi	22	gw	ai	6
櫃	古	威	饋	陽去	書櫃	kʷ	ɐi	22	gw	ai	6
跪	古	威	饋	陽去	拜跪	kʷ	ɐi	22	gw	ai	6
跽	古	威	饋	陽去	同上(拜跪)	kʷ	ɐi	22	gw	ai	6
蹶	古	威	饋	陽去	行急遽也	kʷ	ɐi	22	gw	ai	6
厲	來	威	厲	陽去	嚴厲猛也危也病也	l	ɐi	22	l	ai	6
勵	來	威	厲	陽去	勉勵	l	ɐi	22	l	ai	6
礪	來	威	厲	陽去	磨礪砥礪	l	ɐi	22	l	ai	6
糲	來	威	厲	陽去	麤米	l	ɐi	22	l	ai	6
癘	來	威	厲	陽去	疫疾	l	ɐi	22	l	ai	6
濿	來	威	厲	陽去	以衣渡水即詩云深則厲之義也	l	ɐi	22	l	ai	6
麗	來	威	厲	陽去	緌也謂帶以束身也又音离	l	ɐi	22	l	ai	6
儷	來	威	厲	陽去	伉儷即匹偶	l	ɐi	22	l	ai	6
隷	來	威	厲	陽去	皂卒也又附屬	l	ɐi	22	l	ai	6
荔	來	威	厲	陽去	荔枝	l	ɐi	22	l	ai	6
例	來	威	厲	陽去	法則也	l	ɐi	22	l	ai	6
栵	來	威	厲	陽去	木成行者	l	ɐi	22	l	ai	6
禲	來	威	厲	陽去	無後之鬼也	l	ɐi	22	l	ai	6
酈	來	威	厲	陽去	姓	l	ɐi	22	l	ai	6
犡	來	威	厲	陽去	牛白脊也	l	ɐi	22	l	ai	6
敝	幫	威	敝	陽去	壞也	p	ɐi	22	b	ai	6
弊	幫	威	敝	陽去	惡也奸也	p	ɐi	22	b	ai	6
幣	幫	威	敝	陽去	帛也又錢也	p	ɐi	22	b	ai	6
斃	幫	威	敝	陽去	死也	p	ɐi	22	b	ai	6
陛	幫	威	敝	陽去	升堂之階級稱皇帝曰陛下	p	ɐi	22	b	ai	6
狴	幫	威	敝	陽去	犴狴牢獄也	p	ɐi	22	b	ai	6
稗	幫	威	敝	陽去	草似木者	p	ɐi	22	b	ai	6
弟	端	威	弟	陽去	兄弟又善事兄長曰弟	t	ɐi	22	d	ai	6
第	端	威	弟	陽去	第宅又次第	t	ɐi	22	d	ai	6
苐	端	威	弟	陽去	但也	t	ɐi	22	d	ai	6
逓	端	威	弟	陽去	迢逓更也傳也遠也	t	ɐi	22	d	ai	6
遞	端	威	弟	陽去	同上(迢逓更也傳也遠也)	t	ɐi	22	d	ai	6
棣	端	威	弟	陽去	花名	t	ɐi	22	d	ai	6
杕	端	威	弟	陽去	特也孤特之意	t	ɐi	22	d	ai	6
滯	照	威	滯	陽去	阻滯不通也	tʃ	ɐi	22	zh	ai	6
值	照	威	滯	陽去	遇也當也又音直作價值	tʃ	ɐi	22	zh	ai	6
曳	以	威	曳	陽去	牽引也	j	ɐi	22	j	ai	6
拽	以	威	曳	陽去	拖也	j	ɐi	22	j	ai	6
泄	以	威	曳	陽去	怠玩不理事	j	ɐi	22	j	ai	6
枻	以	威	曳	陽去	楫也	j	ɐi	22	j	ai	6
係	曉	威	係	陽去	戀也又聯也是也	h	ɐi	22	h	ai	6
系	曉	威	係	陽去	世系緒也繼也	h	ɐi	22	h	ai	6
繫	曉	威	係	陽去	因繫羈繫音計	h	ɐi	22	h	ai	6
偈	見	威	偈	陽去	公滯切佛偈	k	ɐi	22	g	ai	6
揭	見	威	偈	陽去	高舉也又褰衣涉水曰揭	k	ɐi	22	g	ai	6
袂	明	威	袂	陽去	衣袙	m	ɐi	22	m	ai	6
謎	明	威	袂	陽去	隱語也	m	ɐi	22	m	ai	6
吠	非	威	吠	陽去	犬聲	f	ɐi	22	f	ai	6
幾	見	幾	幾	陰平	微也又事之方動	k	i	53	g	i	1
畿	見	幾	幾	陰平	玉者之都	k	i	53	g	i	1
機	見	幾	幾	陰平	樞機又巧術也	k	i	53	g	i	1
饑	見	幾	幾	陰平	餓也又穀不孰曰饑	k	i	53	g	i	1
譏	見	幾	幾	陰平	譏誚毀謗也又譏察	k	i	53	g	i	1
磯	見	幾	幾	陰平	石爲水激	k	i	53	g	i	1
蟣	見	幾	幾	陰平	蟣蝨	k	i	53	g	i	1
璣	見	幾	幾	陰平	珠璣玉名	k	i	53	g	i	1
箕	見	幾	幾	陰平	竹器	k	i	53	g	i	1
萁	見	幾	幾	陰平	豆枝	k	i	53	g	i	1
朞	見	幾	幾	陰平	週年曰朞	k	i	53	g	i	1
期	見	幾	幾	陰平	同上(週年曰朞)	k	i	53	g	i	1
基	見	幾	幾	陰平	基業又木也	k	i	53	g	i	1
綦	見	幾	幾	陰平	隆盛也又彌也	k	i	53	g	i	1
羈	見	幾	幾	陰平	係也又馬絡首	k	i	53	g	i	1
覉	見	幾	幾	陰平	旅寓也或作羈	k	i	53	g	i	1
𦠄	見	幾	幾	陰平	膚體	k	i	53	g	i	1
肌	見	幾	幾	陰平	同上(膚體)	k	i	53	g	i	1
姬	見	幾	幾	陰平	周姓又美女	k	i	53	g	i	1
奇	見	幾	幾	陰平	易奇偶奇	k	i	53	g	i	1
圻	見	幾	幾	陰平	郊圻	k	i	53	g	i	1
詩	審	幾	詩	陰平	吟咏也又詩禮	ʃ	i	53	sh	i	1
施	審	幾	詩	陰平	設施又施捨	ʃ	i	53	sh	i	1
絁	審	幾	詩	陰平	絲布	ʃ	i	53	sh	i	1
蓍	審	幾	詩	陰平	蒿草可筮者	ʃ	i	53	sh	i	1
尸	審	幾	詩	陰平	主也	ʃ	i	53	sh	i	1
屍	審	幾	詩	陰平	在牀曰屍在棺曰柩	ʃ	i	53	sh	i	1
鳲	審	幾	詩	陰平	鳲鳩俗讀作痴	ʃ	i	53	sh	i	1
希	曉	幾	希	陰平	少也又希望	h	i	53	h	i	1
𢁫	曉	幾	希	陰平	望也	h	i	53	h	i	1
稀	曉	幾	希	陰平	踈也少也	h	i	53	h	i	1
晞	曉	幾	希	陰平	乾也明也	h	i	53	h	i	1
睎	曉	幾	希	陰平	望也視也	h	i	53	h	i	1
俙	曉	幾	希	陰平	依俙彷彿	h	i	53	h	i	1
絺	曉	幾	希	陰平	葛之精者	h	i	53	h	i	1
熹	曉	幾	希	陰平	盛也	h	i	53	h	i	1
禧	曉	幾	希	陰平	福也	h	i	53	h	i	1
僖	曉	幾	希	陰平	樂也又魯僖公	h	i	53	h	i	1
嬉	曉	幾	希	陰平	嬉獻又笑又和悅也	h	i	53	h	i	1
嘻	曉	幾	希	陰平	嘻笑	h	i	53	h	i	1
譆	曉	幾	希	陰平	痛而呼之也	h	i	53	h	i	1
羲	曉	幾	希	陰平	伏羲皇帝	h	i	53	h	i	1
犧	曉	幾	希	陰平	犧牲	h	i	53	h	i	1
熙	曉	幾	希	陰平	光明也	h	i	53	h	i	1
欺	曉	幾	希	陰平	欺詐誣也	h	i	53	h	i	1
