繁体	简体	IPA	注释	来源		#說明：	
捝	捝	tʰəʔ7		鄉音字類			
忒	忒	tʰəʔ7	~嫌高	鄉音字類			
奪	夺	dəʔ8		鄉音字類			
突	突	dəʔ8	衝~	鄉音字類			
腯	腯	dəʔ8		鄉音字類			
沓	沓	dəʔ8	一~：數量詞。[例]一沓紙頭|一沓鈔票|一沓錫箔	鄉音字類			
遝	遝	dəʔ8	雜~：衆多而紛亂的樣子	鄉音字類			
特	特	dəʔ8	~別	鄉音字類			
螣	螣	dəʔ8		鄉音字類			
犆	犆	dəʔ8		鄉音字類			
衲	衲	nəʔ8	千補百~	鄉音字類			
納	納	nəʔ8	出~	鄉音字類			
訥	訥	nəʔ8		鄉音字類			
勒	勒	ləʔ8		鄉音字類			
扐	扐	ləʔ8		鄉音字類			
阞	阞	ləʔ8		鄉音字類			
泐	泐	ləʔ8		鄉音字類			
肋	肋	ləʔ8		鄉音字類			
仂	仂	ləʔ8		鄉音字類			
埒	埒	ləʔ8		鄉音字類			
捋	捋	ləʔ8		鄉音字類			
責	责	ʦəʔ7	~任	鄉音字類			
幘	帻	ʦəʔ7		鄉音字類			
嘖	啧	ʦəʔ7		鄉音字類			
簀	箦	ʦəʔ7		鄉音字類			
𧐐	𧐐	ʦəʔ7		鄉音字類			
咋	咋	ʦəʔ7		鄉音字類			
磔	磔	ʦəʔ7		鄉音字類			
卒	卒	ʦəʔ7	兵~	鄉音字類			
隻	只	ʦəʔ7		鄉音字類			
擿	擿	ʦəʔ7		鄉音字類			
鏑	镝	ʦəʔ7		鄉音字類			
謫	谪	ʦəʔ7		鄉音字類			
摘	摘	ʦəʔ7	~要	鄉音字類			
仄	仄	ʦəʔ7		鄉音字類			
昃	昃	ʦəʔ7		鄉音字類			
庂	庂	ʦəʔ7		鄉音字類			
側	侧	ʦəʔ7		鄉音字類			
則	则	ʦəʔ7	法~	鄉音字類			
柞	柞	ʦəʔ7		鄉音字類			
窄	窄	ʦəʔ7		鄉音字類			
唶	唶	ʦəʔ7		鄉音字類			
笮	笮	ʦəʔ7		鄉音字類			
策	策	ʦʰəʔ7		鄉音字類			
冊	册	ʦʰəʔ7		鄉音字類			
筴	策	ʦʰəʔ7		鄉音字類			
惻	恻	ʦʰəʔ7		鄉音字類			
測	测	ʦʰəʔ7	~量	鄉音字類			
畟	畟	ʦʰəʔ7		鄉音字類			
撮	撮	ʦʰəʔ7	一~	鄉音字類			
蕞	蕞	ʦʰəʔ7		鄉音字類			
蕝	蕝	ʦʰəʔ7		鄉音字類			
焠	焠	ʦʰəʔ7		鄉音字類			
猝	猝	ʦʰəʔ7	倉~	鄉音字類			
捽	捽	ʦʰəʔ7		鄉音字類			
崒	崒	ʦʰəʔ7		鄉音字類			
坼	坼	ʦʰəʔ7		鄉音字類			
𡍩	坼	ʦʰəʔ7		鄉音字類			
拆	拆	ʦʰəʔ7		鄉音字類			
崱	崱	ʦʰəʔ7		鄉音字類			
色	色	səʔ7	顔~	鄉音字類			
嗇	啬	səʔ7	吝~	鄉音字類			
穡	穑	səʔ7		鄉音字類			
轖	轖	səʔ7		鄉音字類			
撒	撒	səʔ7	~種子	蘇州同音常用字彙			
瑟	瑟	səʔ7	~~抖	鄉音字類			
虱	虱	səʔ7		鄉音字類			
颯	飒	səʔ7		鄉音字類			
蟀	蟀	səʔ7		鄉音字類			
率	率	səʔ7	~領	鄉音字類			
率	率	liəʔ8	速~	蘇州同音常用字彙			
澀	涩	səʔ7		鄉音字類			
塞	塞	səʔ7	陽溝~没哉	鄉音字類			
㥶	㥶	səʔ7		鄉音字類			
宅	宅	zəʔ8		鄉音字類			
澤	泽	zəʔ8	又讀	鄉音字類			
擇	择	zəʔ8		鄉音字類			
襍	杂	zəʔ8		鄉音字類			
雜	杂	zəʔ8		鄉音字類			
蠈	蠈	zəʔ8		鄉音字類			
賊	贼	zəʔ8		鄉音字類			
鰂	鲗	zəʔ8	白讀：鳥~魚	蘇州同音常用字彙			
葛	葛	kəʔ7	~布	鄉音字類			
割	割	kəʔ7		鄉音字類			
轕	轕	kəʔ7		鄉音字類			
革	革	kəʔ7	文讀：~命	鄉音字類			
隔	隔	kəʔ7	文讀	鄉音字類			
鬲	鬲	kəʔ7		鄉音字類			
膈	膈	kəʔ7		鄉音字類			
格	格	kəʔ7		鄉音字類			
骼	骼	kəʔ7		鄉音字類			
蛤	蛤	kəʔ7	~蜊	鄉音字類			
韐	韐	kəʔ7		鄉音字類			
鴿	鴿	kəʔ7		鄉音字類			
翮	翮	kəʔ7		鄉音字類			
克	克	kʰəʔ7		鄉音字類			
剋	剋	kʰəʔ7		鄉音字類			
刻	刻	kʰəʔ7	時~	鄉音字類			
客	客	kʰəʔ7		鄉音字類			
客	客	kʰɑʔ7	白讀：~人	蘇州同音常用字彙			
渴	渴	kʰəʔ7	口~	鄉音字類			
赫	赫	həʔ7	~~有名	鄉音字類			
嚇	吓	həʔ7	怒聲	鄉音字類			
黑	黑	həʔ7	墨~	鄉音字類			
喝	喝	həʔ7		鄉音字類			
合	合	ɦəʔ8		鄉音字類			
盒	盒	ɦəʔ8	~盤	鄉音字類			
盍	盍	ɦəʔ8		鄉音字類			
嗑	嗑	ɦəʔ8		鄉音字類			
闔	闔	ɦəʔ8		鄉音字類			
溘	溘	ɦəʔ8		鄉音字類			
榼	榼	ɦəʔ8		鄉音字類			
兀	兀	ŋəʔ8		鄉音字類			
屼	屼	ŋəʔ8		鄉音字類			
杌	杌	ŋəʔ8	~子	鄉音字類			
扤	扤	ŋəʔ8		鄉音字類			
卼	卼	ŋəʔ8		鄉音字類			
矹	矹	ŋəʔ8		鄉音字類			
厄	厄	ŋəʔ8		鄉音字類			
扼	扼	ŋəʔ8		鄉音字類			
軛	軛	ŋəʔ8		鄉音字類			
戹	戹	ŋəʔ8		鄉音字類			
阨	阨	ŋəʔ8		鄉音字類			
㧖	㧖	ŋəʔ8		鄉音字類			
啞	哑	ŋəʔ8		鄉音字類			
搤	搤	ŋəʔ8		鄉音字類			
紇	紇	ŋəʔ8		鄉音字類			
扢	扢	ŋəʔ8		鄉音字類			
齕	齕	ŋəʔ8		鄉音字類			
核	核	ŋəʔ8		鄉音字類			
覈	覈	ŋəʔ8		鄉音字類			
劾	劾	ŋəʔ8		鄉音字類			
額	额	ŋəʔ8		鄉音字類			
額	额	ŋɑʔ8	白讀：~角頭	蘇州同音常用字彙			
仡	仡	ŋəʔ8		鄉音字類			
頞	頞	əʔ7		鄉音字類			
遏	遏	əʔ7		鄉音字類			
閼	閼	əʔ7		鄉音字類			
曷	曷	əʔ7		鄉音字類			
褐	褐	əʔ7		鄉音字類			
毼	毼	əʔ7		鄉音字類			
鶡	鶡	əʔ7		鄉音字類			
必	必	piɪʔ7		鄉音字類			
筆	笔	piɪʔ7		鄉音字類			
觱	觱	piɪʔ7		鄉音字類			
畢	毕	piɪʔ7	姓	鄉音字類			
嗶	哔	piɪʔ7		蘇州同音常用字彙			
篳	筚	piɪʔ7		鄉音字類			
蹕	跸	piɪʔ7		鄉音字類			
韠	韠	piɪʔ7		鄉音字類			
珌	珌	piɪʔ7		鄉音字類			
縪	縪	piɪʔ7		鄉音字類			
碧	碧	piɪʔ7	~~緑	鄉音字類			
璧	璧	piɪʔ7		鄉音字類			
辟	辟	piɪʔ7		鄉音字類			
襞	襞	piɪʔ7		鄉音字類			
逼	逼	piɪʔ7		鄉音字類			
楅	楅	piɪʔ7		鄉音字類			
偪	偪	piɪʔ7		鄉音字類			
愊	愊	piɪʔ7		鄉音字類			
湢	湢	piɪʔ7		鄉音字類			
腷	腷	piɪʔ7		鄉音字類			
壁	壁	piɪʔ7		鄉音字類			
擗	擗	piɪʔ7		鄉音字類			
鷩	𫜁	piɪʔ7		鄉音字類			
龞	鳖	piɪʔ7	卽脚魚	鄉音字類			
疈	疈	piɪʔ7		鄉音字類			
癟	瘪	piɪʔ7	~螺痧	蘇州同音常用字彙			
霹	霹	pʰiɪʔ7	~靂	鄉音字類			
癖	癖	pʰiɪʔ7		鄉音字類			
僻	僻	pʰiɪʔ7		鄉音字類			
澼	澼	pʰiɪʔ7		鄉音字類			
甓	甓	pʰiɪʔ7		鄉音字類			
躄	躄	pʰiɪʔ7		鄉音字類			
闢	辟	pʰiɪʔ7		鄉音字類			
撇	撇	pʰiɪʔ7		鄉音字類			
暼	暼	pʰiɪʔ7	一~	鄉音字類			
蹩	蹩	pʰiɪʔ7		鄉音字類			
匹	匹	pʰiɪʔ7		鄉音字類			
擗	擗	pʰiɪʔ7		鄉音字類			
疋	疋	pʰiɪʔ7		鄉音字類			
弼	弼	biɪʔ8		鄉音字類			
怭	怭	biɪʔ8		鄉音字類			
愎	愎	biɪʔ8		鄉音字類			
别	别	biɪʔ8		鄉音字類			
鼻	鼻	biɪʔ8		鄉音字類			
枇	枇	biɪʔ8	白讀	鄉音字類			
蹩	蹩	biɪʔ8	~脚	蘇州同音常用字彙			
蜜	蜜	miɪʔ8		鄉音字類			
密	密	miɪʔ8		鄉音字類			
衊	蔑	miɪʔ8		鄉音字類			
篾	篾	miɪʔ8	~片	鄉音字類			
蔑	蔑	miɪʔ8		鄉音字類			
幭	幭	miɪʔ8		鄉音字類			
眛	眛	miɪʔ8		鄉音字類			
覓	觅	miɪʔ8		鄉音字類			
謐	谧	miɪʔ8		鄉音字類			
冪	冪	miɪʔ8		鄉音字類			
羃	羃	miɪʔ8		鄉音字類			
鼏	鼏	miɪʔ8		鄉音字類			
塓	塓	miɪʔ8		鄉音字類			
幎	幎	miɪʔ8		鄉音字類			
幦	幦	miɪʔ8		鄉音字類			
烕	灭	miɪʔ8		鄉音字類			
滅	灭	miɪʔ8		鄉音字類			
的	的	tiɪʔ7		鄉音字類			
嫡	嫡	tiɪʔ7		鄉音字類			
蹢	蹢	tiɪʔ7		鄉音字類			
滴	滴	tiɪʔ7		鄉音字類			
甋	甋	tiɪʔ7		鄉音字類			
帖	帖	tʰiɪʔ7	~子	鄉音字類			
跕	跕	tʰiɪʔ7		鄉音字類			
貼	贴	tʰiɪʔ7		鄉音字類			
呫	呫	tʰiɪʔ7		鄉音字類			
惕	惕	tʰiɪʔ7		鄉音字類			
剔	剔	tʰiɪʔ7		鄉音字類			
倜	倜	tʰiɪʔ7		鄉音字類			
逖	逖	tʰiɪʔ7		鄉音字類			
䢰	䢰	tʰiɪʔ7		鄉音字類			
餮	餮	tʰiɪʔ7		鄉音字類			
鐵	铁	tʰiɪʔ7	~匠	鄉音字類			
敵	敌	diɪʔ8		鄉音字類			
覿	觌	diɪʔ8		鄉音字類			
迪	迪	diɪʔ8		鄉音字類			
滌	涤	diɪʔ8		鄉音字類			
翟	翟	diɪʔ8		鄉音字類			
籊	籊	diɪʔ8		鄉音字類			
糴	籴	diɪʔ8	~米燒飯	鄉音字類			
荻	荻	diɪʔ8		鄉音字類			
狄	狄	diɪʔ8	姓	鄉音字類			
笛	笛	diɪʔ8		鄉音字類			
篴	篴	diɪʔ8		鄉音字類			
疊	叠	diɪʔ8		鄉音字類			
蝶	蝶	diɪʔ8		鄉音字類			
諜	谍	diɪʔ8		鄉音字類			
堞	堞	diɪʔ8		鄉音字類			
蹀	蹀	diɪʔ8		鄉音字類			
牒	牒	diɪʔ8		蘇州同音常用字彙			
喋	喋	diɪʔ8		鄉音字類			
瓞	瓞	diɪʔ8		鄉音字類			
垤	垤	diɪʔ8		鄉音字類			
耋	耋	diɪʔ8		鄉音字類			
迭	迭	diɪʔ8		鄉音字類			
凸	凸	diɪʔ8		鄉音字類			
昳	昳	diɪʔ8		鄉音字類			
絰	絰	diɪʔ8		鄉音字類			
眣	眣	diɪʔ8		鄉音字類			
蛭	蛭	diɪʔ8		鄉音字類			
立	立	liɪʔ8		鄉音字類			
笠	笠	liɪʔ8		鄉音字類			
苙	苙	liɪʔ8		鄉音字類			
粒	粒	liɪʔ8		鄉音字類			
栗	栗	liɪʔ8	~子	鄉音字類			
慄	慄	liɪʔ8		鄉音字類			
溧	溧	liɪʔ8		鄉音字類			
篥	篥	liɪʔ8		鄉音字類			
列	列	liɪʔ8		鄉音字類			
冽	冽	liɪʔ8		鄉音字類			
洌	洌	liɪʔ8		鄉音字類			
烈	烈	liɪʔ8		鄉音字類			
裂	裂	liɪʔ8	分~	鄉音字類			
瀝	沥	liɪʔ8	竹~	鄉音字類			
厯	历	liɪʔ8		鄉音字類			
櫪	枥	liɪʔ8		鄉音字類			
靂	雳	liɪʔ8		鄉音字類			
酈	郦	liɪʔ8		鄉音字類			
礫	砾	liɪʔ8		鄉音字類			
皪	皪	liɪʔ8		鄉音字類			
櫟	栎	liɪʔ8		鄉音字類			
曆	历	liɪʔ8	~本	鄉音字類			
濼	泺	liɪʔ8		鄉音字類			
癧	疬	liɪʔ8		鄉音字類			
捩	捩	liɪʔ8	~一把	鄉音字類			
律	律	liɪʔ8	~例	鄉音字類			
繂	繂	liɪʔ8		鄉音字類			
鬣	鬣	liɪʔ8		鄉音字類			
躐	躐	liɪʔ8		鄉音字類			
獵	猎	liɪʔ8		鄉音字類			
力	力	liɪʔ8		鄉音字類			
屴	屴	liɪʔ8		鄉音字類			
劣	劣	liɪʔ8		鄉音字類			
即	即	ʦiɪʔ7		鄉音字類			
鲫	鯽	ʦiɪʔ7		鄉音字類			
唧	唧	ʦiɪʔ7		鄉音字類			
堲	堲	ʦiɪʔ7		鄉音字類			
稷	稷	ʦiɪʔ7		鄉音字類			
楖	楖	ʦiɪʔ7		鄉音字類			
節	节	ʦiɪʔ7	竹~	鄉音字類			
脊	脊	ʦiɪʔ7	背梁~骨	鄉音字類			
鶺	鹡	ʦiɪʔ7		鄉音字類			
蹐	蹐	ʦiɪʔ7		鄉音字類			
迹	迹	ʦiɪʔ7		鄉音字類			
積	积	ʦiɪʔ7		鄉音字類			
踖	踖	ʦiɪʔ7		鄉音字類			
瘠	瘠	ʦiɪʔ7		鄉音字類			
磧	碛	ʦiɪʔ7		鄉音字類			
頤	颐	ʦiɪʔ7		鄉音字類			
勣	绩	ʦiɪʔ7		鄉音字類			
績	绩	ʦiɪʔ7		鄉音字類			
接	接	ʦiɪʔ7		鄉音字類			
浹	浃	ʦiɪʔ7		鄉音字類			
櫛	栉	ʦiɪʔ7	①梳子和篦子的總稱，喩像梳齒那樣密集排列著：鱗次~比。②梳頭，梳理：~髮。③剔除。據《集韻》：側瑟切，音節	鄉音字類			
粢	粢	ʦiɪʔ7		鄉音字類			
七	七	ʦʰiɪʔ7		鄉音字類			
柒	柒	ʦʰiɪʔ7		鄉音字類			
桼	桼	ʦʰiɪʔ7		鄉音字類			
漆	漆	ʦʰiɪʔ7	~匠	鄉音字類			
切	切	ʦʰiɪʔ7		鄉音字類			
竊	窃	ʦʰiɪʔ7		鄉音字類			
妾	妾	ʦʰiɪʔ7		鄉音字類			
戚	戚	ʦʰiɪʔ7		鄉音字類			
鏚	鏚	ʦʰiɪʔ7		鄉音字類			
慼	戚	ʦʰiɪʔ7		鄉音字類			
墄	墄	ʦʰiɪʔ7		鄉音字類			
楫	楫	ʦʰiɪʔ7		鄉音字類			
緝	缉	ʦʰiɪʔ7		鄉音字類			
葺	葺	ʦʰiɪʔ7		鄉音字類			
輯	辑	ʦʰiɪʔ7		鄉音字類			
檝	楫	ʦʰiɪʔ7		鄉音字類			
戢	戢	ʦʰiɪʔ7		鄉音字類			
𧤏	𧤏	ʦʰiɪʔ7		鄉音字類			
濈	濈	ʦʰiɪʔ7		鄉音字類			
摵	摵	ʦʰiɪʔ7		鄉音字類			
析	析	siɪʔ7	分~	蘇州同音常用字彙			
雪	雪	siɪʔ7		鄉音字類			
戌	戌	siɪʔ7		鄉音字類			
卹	恤	siɪʔ7		鄉音字類			
恤	恤	siɪʔ7		鄉音字類			
殈	殈	siɪʔ7		鄉音字類			
洩	泄	siɪʔ7	~漏	鄉音字類			
絏	绁	siɪʔ7		鄉音字類			
辥	辥	siɪʔ7		鄉音字類			
暬	亵	siɪʔ7		鄉音字類			
紲	绁	siɪʔ7		鄉音字類			
渫	渫	siɪʔ7		鄉音字類			
媟	媟	siɪʔ7		鄉音字類			
緤	緤	siɪʔ7		鄉音字類			
褻	亵	siɪʔ7		鄉音字類			
卨	卨	siɪʔ7		鄉音字類			
栔	栔	siɪʔ7		鄉音字類			
熄	熄	siɪʔ7		鄉音字類			
息	息	siɪʔ7	好消~	鄉音字類			
媳	媳	siɪʔ7		鄉音字類			
晰	晰	siɪʔ7		鄉音字類			
淅	淅	siɪʔ7		鄉音字類			
錫	锡	siɪʔ7	無~	鄉音字類			
皙	皙	siɪʔ7		鄉音字類			
裼	裼	siɪʔ7		鄉音字類			
緆	緆	siɪʔ7		鄉音字類			
舄	舄	siɪʔ7		鄉音字類			
昔	昔	siɪʔ7		鄉音字類			
惜	惜	siɪʔ7		鄉音字類			
腊	腊	siɪʔ7		鄉音字類			
屑	屑	siɪʔ7	木~	鄉音字類			
楔	楔	siɪʔ7		鄉音字類			
屧	屧	siɪʔ7		鄉音字類			
燮	燮	siɪʔ7		鄉音字類			
𤑔	𤑔	siɪʔ7		鄉音字類			
焫	焫	siɪʔ7		鄉音字類			
𠉪	𠉪	siɪʔ7		鄉音字類			
悉	悉	siɪʔ7		鄉音字類			
膝	膝	siɪʔ7	~褲	鄉音字類			
厀	膝	siɪʔ7		鄉音字類			
捷	捷	ziɪʔ8	~足先登。理論上聲母爲[dz]	鄉音字類			
婕	婕	ziɪʔ8		鄉音字類			
萐	萐	ziɪʔ8		鄉音字類			
箑	箑	ziɪʔ8		鄉音字類			
倢	倢	ziɪʔ8		鄉音字類			
睫	睫	ziɪʔ8		鄉音字類			
習	习	ziɪʔ8	~慣成自然。|弗~上：不學好樣，不求上進	鄉音字類			
隰	隰	ziɪʔ8		鄉音字類			
襲	袭	ziɪʔ8	~擊	鄉音字類			
夕	夕	ziɪʔ8	除~	鄉音字類			
汐	汐	ziɪʔ8		鄉音字類			
穸	穸	ziɪʔ8		鄉音字類			
席	席	ziɪʔ8	~柴：亂七八糟，忙亂	鄉音字類			
蓆	蓆	ziɪʔ8		鄉音字類			
寂	寂	ziɪʔ8		鄉音字類			
截	截	ziɪʔ8		鄉音字類			
集	集	ziɪʔ8		鄉音字類			
絕	绝	ziɪʔ8		鄉音字類			
絶	绝	ziɪʔ8		蘇州同音常用字彙			
疾	疾	ziɪʔ8		鄉音字類			
嫉	嫉	ziɪʔ8		鄉音字類			
蒺	蒺	ziɪʔ8		鄉音字類			
耤	耤	ziɪʔ8		鄉音字類			
籍	籍	ziɪʔ8		鄉音字類			
藉	藉	ziɪʔ8		鄉音字類			
簎	簎	ziɪʔ8		鄉音字類			
吉	吉	ʨiɪʔ7		鄉音字類			
拮	拮	ʨiɪʔ7		鄉音字類			
蛣	蛣	ʨiɪʔ7		鄉音字類			
結	结	ʨiɪʔ7		鄉音字類			
桔	桔	ʨiɪʔ7		鄉音字類			
袺	袺	ʨiɪʔ7		鄉音字類			
甲	甲	ʨiɪʔ7		蘇州同音常用字彙			
絜	絜	ʨiɪʔ7		鄉音字類			
潔	洁	ʨiɪʔ7		鄉音字類			
詰	诘	ʨiɪʔ7	~問	鄉音字類			
劼	劼	ʨiɪʔ7	①慎重，謹慎。②穩固。③努力，勤勉	鄉音字類			
佶	佶	ʨiɪʔ7		鄉音字類			
姞	姞	ʨiɪʔ7		鄉音字類			
硈	硈	ʨiɪʔ7		鄉音字類			
黠	黠	ʨiɪʔ7		鄉音字類			
䕸	秸	ʨiɪʔ7		鄉音字類			
碣	碣	ʨiɪʔ7		鄉音字類			
朅	朅	ʨiɪʔ7		鄉音字類			
猲	猲	ʨiɪʔ7		鄉音字類			
羯	羯	ʨiɪʔ7	①被閹割過的羊。②中國古代西北的民族之一。爲匈奴的別支。魏晉時約分布於今山西潞城附近各縣。也稱爲“羯胡”。	鄉音字類			
揭	揭	ʨiɪʔ7	~示	鄉音字類			
訐	讦	ʨiɪʔ7	攻~	鄉音字類			
汲	汲	ʨiɪʔ7		鄉音字類			
伋	伋	ʨiɪʔ7		鄉音字類			
級	级	ʨiɪʔ7	等~	鄉音字類			
急	急	ʨiɪʔ7	~來來抱佛脚	鄉音字類			
給	给	ʨiɪʔ7		鄉音字類			
楬	楬	ʨiɪʔ7		鄉音字類			
趿	趿	ʨiɪʔ7		鄉音字類			
笈	笈	ʨiɪʔ7		鄉音字類			
岌	岌	ʨiɪʔ7		鄉音字類			
孑	孑	ʨiɪʔ7		鄉音字類			
劫	劫	ʨiɪʔ7		鄉音字類			
跲	跲	ʨiɪʔ7		鄉音字類			
戛	戛	ʨiɪʔ7		鄉音字類			
嘎	嘎	ʨiɪʔ7		鄉音字類			
秸	秸	ʨiɪʔ7		鄉音字類			
袷	袷	ʨiɪʔ7	①交領。②舊日朝服之曲領	鄉音字類			
稭	秸	ʨiɪʔ7		鄉音字類			
鴶	鴶	ʨiɪʔ7	～鵴，卽布穀鳥	鄉音字類			
鞂	秸	ʨiɪʔ7		鄉音字類			
殛	殛	ʨiɪʔ7		鄉音字類			
亟	亟	ʨiɪʔ7	緊急，急切：~待解決	鄉音字類			
戟	戟	ʨiɪʔ7		鄉音字類			
擊	击	ʨiɪʔ7	~彭	鄉音字類			
激	激	ʨiɪʔ7		鄉音字類			
棘	棘	ʨiɪʔ7		鄉音字類			
毄	毄	ʨiɪʔ7		鄉音字類			
乞	乞	ʨʰiɪʔ7		鄉音字類			
迄	迄	ʨʰiɪʔ7		鄉音字類			
訖	讫	ʨʰiɪʔ7	清~	鄉音字類			
吃	吃	ʨʰiɪʔ7		鄉音字類			
噄	吃	ʨʰiɪʔ7		鄉音字類			
隙	隙	ʨʰiɪʔ7		鄉音字類			
綌	绤	ʨʰiɪʔ7		鄉音字類			
慊	慊	ʨʰiɪʔ7		鄉音字類			
篋	箧	ʨʰiɪʔ7		鄉音字類			
愜	惬	ʨʰiɪʔ7		鄉音字類			
郄	郄	ʨʰiɪʔ7		鄉音字類			
怯	怯	ʨʰiɪʔ7	膽~	鄉音字類			
恝	恝	ʨʰiɪʔ7		鄉音字類			
泣	泣	ʨʰiɪʔ7	哭~	鄉音字類			
歉	歉	ʨʰiɪʔ7	白讀：抱~	蘇州同音常用字彙			
挈	挈	ʨʰiɪʔ7		鄉音字類			
挈	挈	ʨiɪʔ7	聲母疑記錯，應讀[ʨʰiɪʔ⁴]	蘇州同音常用字彙			
及	及	ʥiɪʔ8		鄉音字類			
竭	竭	ʥiɪʔ8		鄉音字類			
桀	桀	ʥiɪʔ8		鄉音字類			
傑	杰	ʥiɪʔ8	豪~	鄉音字類			
榤	桀	ʥiɪʔ8	木樁	鄉音字類			
屐	屐	ʥiɪʔ8	木~	鄉音字類			
劇	剧	ʥiɪʔ8	戲~	鄉音字類			
臬	臬	ȵiɪʔ8		鄉音字類			
嵲	嵲	ȵiɪʔ8		鄉音字類			
臲	臲	ȵiɪʔ8	~卼，指惶惶不安	鄉音字類			
闑	闑	ȵiɪʔ8		鄉音字類			
齧	啮	ȵiɪʔ8		鄉音字類			
齧	啮	ŋaʔ8	白讀：~脱一塊	蘇州同音常用字彙			
隉	隉	ȵiɪʔ8		鄉音字類			
槷	槷	ȵiɪʔ8		鄉音字類			
孽	孽	ȵiɪʔ8	作~	鄉音字類			
蘖	蘖	ȵiɪʔ8	萌~	鄉音字類			
櫱	蘖	ȵiɪʔ8		鄉音字類			
啮	啮	ȵiɪʔ8		鄉音字類			
齾	齾	ȵiɪʔ8		鄉音字類			
枿	枿	ȵiɪʔ8		鄉音字類			
鷊	鹝	ȵiɪʔ8		鄉音字類			
虉	虉	ȵiɪʔ8		鄉音字類			
業	业	ȵiɪʔ8		鄉音字類			
涅	涅	ȵiɪʔ8		鄉音字類			
篞	篞	ȵiɪʔ8		鄉音字類			
苶	苶	ȵiɪʔ8		鄉音字類			
聶	聂	ȵiɪʔ8	姓	鄉音字類			
鑷	镊	ȵiɪʔ8	夾~子	鄉音字類			
躡	蹑	ȵiɪʔ8		鄉音字類			
囁	嗫	ȵiɪʔ8		鄉音字類			
惄	惄	ȵiɪʔ8		鄉音字類			
溺	溺	ȵiɪʔ8	沈~	鄉音字類			
昵	昵	ȵiɪʔ8		鄉音字類			
暱	昵	ȵiɪʔ8	親~	鄉音字類			
匿	匿	ȵiɪʔ8	藏~	鄉音字類			
嫟	嫟	ȵiɪʔ8		鄉音字類			
逆	逆	ȵiɪʔ8		鄉音字類			
搦	搦	ȵiɪʔ8		鄉音字類			
籋	籋	ȵiɪʔ8		鄉音字類			
捻	捻	ȵiɪʔ8		鄉音字類			
敜	敜	ȵiɪʔ8		鄉音字類			
摰	摰	ȵiɪʔ8		鄉音字類			
吸	吸	ɕiɪʔ7	呼吸淸~	鄉音字類			
歙	歙	ɕiɪʔ7		鄉音字類			
翕	翕	ɕiɪʔ7		鄉音字類			
潝	潝	ɕiɪʔ7		鄉音字類			
衋	衋	ɕiɪʔ7		鄉音字類			
肸	肸	ɕiɪʔ7		鄉音字類			
歇	歇	ɕiɪʔ7	等一~~	鄉音字類			
猲	猲	ɕiɪʔ7		鄉音字類			
汔	汔	ɕiɪʔ7		鄉音字類			
脅	胁	ɕiɪʔ7	~助	鄉音字類			
䦧	阋	ɕiɪʔ7		鄉音字類			
虩	虩	ɕiɪʔ7		鄉音字類			
扱	扱	ɕiɪʔ7		鄉音字類			
易	易	ɦiɪʔ8	交~	鄉音字類			
斁	斁	ɦiɪʔ8		鄉音字類			
嶧	峄	ɦiɪʔ8		鄉音字類			
驛	驿	ɦiɪʔ8		鄉音字類			
譯	译	ɦiɪʔ8		鄉音字類			
繹	绎	ɦiɪʔ8		鄉音字類			
懌	怿	ɦiɪʔ8		鄉音字類			
睪	睪	ɦiɪʔ8		鄉音字類			
埸	埸	ɦiɪʔ8		鄉音字類			
亦	亦	ɦiɪʔ8		鄉音字類			
奕	奕	ɦiɪʔ8		鄉音字類			
弈	弈	ɦiɪʔ8		鄉音字類			
帟	帟	ɦiɪʔ8		鄉音字類			
腋	腋	ɦiɪʔ8		鄉音字類			
掖	掖	ɦiɪʔ8		鄉音字類			
液	液	ɦiɪʔ8	津~	鄉音字類			
佚	佚	ɦiɪʔ8		鄉音字類			
泆	泆	ɦiɪʔ8		鄉音字類			
軼	轶	ɦiɪʔ8		鄉音字類			
洽	洽	ɦiɪʔ8	接~	鄉音字類			
袷	袷	ɦiɪʔ8	《集韻》：轄夾切，音洽。義同（於音劫和音夾者）	鄉音字類			
弋	弋	ɦiɪʔ8		鄉音字類			
杙	杙	ɦiɪʔ8		鄉音字類			
黓	黓	ɦiɪʔ8		鄉音字類			
翊	翊	ɦiɪʔ8		鄉音字類			
翌	翌	ɦiɪʔ8	~日	鄉音字類			
翼	翼	ɦiɪʔ8		鄉音字類			
佾	佾	ɦiɪʔ8		鄉音字類			
熠	熠	ɦiɪʔ8		鄉音字類			
頁	页	ɦiɪʔ8	册~	鄉音字類			
饁	馌	ɦiɪʔ8		鄉音字類			
燁	烨	ɦiɪʔ8		鄉音字類			
爗	烨	ɦiɪʔ8		鄉音字類			
曄	晔	ɦiɪʔ8		鄉音字類			
圛	圛	ɦiɪʔ8		鄉音字類			
叶	叶	ɦiɪʔ8		鄉音字類			
勰	勰	ɦiɪʔ8		鄉音字類			
協	协	ɦiɪʔ8	~力同心	鄉音字類			
檄	檄	ɦiɪʔ8		鄉音字類			
覡	觋	ɦiɪʔ8		鄉音字類			
葉	叶	ɦiɪʔ8	姓	鄉音字類			
頡	颉	ɦiɪʔ8		鄉音字類			
擷	撷	ɦiɪʔ8		鄉音字類			
纈	缬	ɦiɪʔ8		鄉音字類			
一	一	iɪʔ7		鄉音字類			
壹	壹	iɪʔ7		鄉音字類			
乙	乙	iɪʔ7		鄉音字類			
