字	IPA	原文	客拼	源	備注		到格拉夫覈校，2024年12月更新		
捕	pʰu5	p'ou5	pu5	客法辭典					
哺	pu1	pou1	bu1	客法辭典					
哺	pʰu5	p'ou5	pu5	客法辭典					
補	pu3	pou3	bu3	客法辭典					
不	put7	pout7	bud7	客法辭典					
布	pu5	pou5	bu5	客法辭典					
步	pʰu5	p'ou5	pu5	客法辭典					
吥	pʰiau1	p'iao1	piau1	客法辭典					
佈	pu5	pou5	bu5	客法辭典					
抪	pu5	pou5	bu5	客法辭典					
怖	pu5	pou5	bu5	客法辭典					
部	pʰu5	p'ou5	pu5	客法辭典					
悑	pu1	pou1	bu1	客法辭典					
埠	feu5	feou5	feu5	客法辭典					
瓿	pʰiau3	p'iao3	piau3	客法辭典					
蔀	pʰiau3	p'iao3	piau3	客法辭典					
餔	pʰu2	p'ou2	pu2	客法辭典					
簿	pʰu1	p'ou1	pu1	客法辭典					
擦	tsʰat7	ts'at7	cad7	客法辭典					
偲	sɿ1	se1	sii1	客法辭典					
猜	tsʰai1	ts'ai1	cai1	客法辭典					
才	tsʰoi2	ts'oi2	coi2	客法辭典					
材	tsʰoi2	ts'oi2	coi2	客法辭典					
財	tsʰoi2	ts'oi2	coi2	客法辭典					
裁	tsʰai2	ts'ai2	cai2	客法辭典					
裁	tsʰoi2	ts'oi2	coi2	客法辭典					
纔	tsʰai2	ts'ai2	cai2	客法辭典					
采	tsʰai3	ts'ai3	cai3	客法辭典					
采	tsʰoi2	ts'oi2	coi2	客法辭典					
採	tsʰai3	ts'ai3	cai3	客法辭典					
彩	tsʰai3	ts'ai3	cai3	客法辭典					
睬	tsʰai3	ts'ai3	cai3	客法辭典					
睬	tsʰoi3	ts'oi3	coi3	客法辭典					
睬	tsʰioi3	ts'ioi3	cioi3	客法辭典					
跴	tsʰai3	ts'ai3	cai3	客法辭典					
綵	tsʰai3	ts'ai3	cai3	客法辭典					
踩	tsʰai3	ts'ai3	cai3	客法辭典					
埰	tsʰai3	ts'ai3	cai3	客法辭典					
菜	tsʰoi5	ts'oi5	coi5	客法辭典					
棌	tsʰai3	ts'ai3	cai3	客法辭典					
蔡	tsʰai5	ts'ai5	cai5	客法辭典					
縩	tsʰai5	ts'ai5	cai5	客法辭典					
縩	tse5	tse5	ze5	客法辭典					
參	sem1	sem1	sem1	客法辭典					
參	sem3	sem3	sem3	客法辭典					
參	sem5	sem5	sem5	客法辭典					
參	tsʰam1	ts'am1	cam1	客法辭典					
叅	tsʰam1	ts'am1	cam1	客法辭典					
飱	tsʰon1	ts'on1	con1	客法辭典					
傪	tsʰam1	ts'am1	cam1	客法辭典					
嵾	tsʰam1	ts'am1	cam1	客法辭典					
餐	tsʰon1	ts'on1	con1	客法辭典					
驂	tsʰam1	ts'am1	cam1	客法辭典					
殘	tsʰan2	ts'an2	can2	客法辭典					
慚	tsʰam2	ts'am2	cam2	客法辭典					
慙	tsʰam2	ts'am2	cam2	客法辭典					
蠶	tsʰam2	ts'am2	cam2	客法辭典					
慘	tsʰam3	ts'am3	cam3	客法辭典					
憯	tsʰam3	ts'am3	cam3	客法辭典					
黲	tsʰam3	ts'am3	cam3	客法辭典					
粲	tsʰan5	ts'an5	can5	客法辭典	【替字】穗。麥～。穀～。				
璨	tsʰan5	ts'an5	can5	客法辭典					
燦	tsʰan5	ts'an5	can5	客法辭典					
謲	tsʰam1	ts'am1	cam1	客法辭典					
倉	tsʰoŋ1	ts'ong1	cong1	客法辭典					
蒼	tsʰoŋ1	ts'ong1	cong1	客法辭典					
滄	tsʰoŋ1	ts'ong1	cong1	客法辭典					
艙	tsʰoŋ1	ts'ong1	cong1	客法辭典					
藏	tsʰoŋ2	ts'ong2	cong2	客法辭典					
藏	tsʰoŋ5	ts'ong5	cong5	客法辭典					
操	tsʰau1	ts'ao1	cau1	客法辭典					
糙	tsʰau5	ts'ao5	cau5	客法辭典					
曹	tsʰau2	ts'ao2	cau2	客法辭典					
曹	tsʰo2	ts'o2	co2	客法辭典					
嘈	tsʰau2	ts'ao2	cau2	客法辭典					
漕	tsau5	tsao5	zau5	客法辭典					
漕	tso5	tso5	zo5	客法辭典					
漕	tsʰau2	ts'ao2	cau2	客法辭典					
槽	tsʰau2	ts'ao2	cau2	客法辭典					
槽	tsʰo2	ts'o2	co2	客法辭典					
螬	tsʰau2	ts'ao2	cau2	客法辭典					
艚	tsʰau2	ts'ao2	cau2	客法辭典					
艸	tsʰau3	ts'ao3	cau3	客法辭典					
草	tsʰau3	ts'ao3	cau3	客法辭典					
愺	tsʰau3	ts'ao3	cau3	客法辭典					
冊	tsʰak7	ts'ac7	cag7	客法辭典					
册	tsʰak7	ts'ac7	cag7	客法辭典					
厠	tsʰɿ5	tse5	cii5	客法辭典					
側	tset7	tset7	zed7	客法辭典					
策	tsʰet7	ts'et7	ced7	客法辭典					
廁	tsʰɿ5	tse5	cii5	客法辭典					
廁	tsʰa5	ts'a5	ca5	客法辭典					
測	tsʰet7	ts'et7	ced7	客法辭典					
惻	tsʰet7	ts'et7	ced7	客法辭典					
筞	tsʰet7	ts'et7	ced7	客法辭典					
岑	tsʰem2	ts'em2	cem2	客法辭典					
涔	tsʰem2	ts'em2	cem2	客法辭典					
涔	tsʰim2	ts'im2	cim2	客法辭典					
噌	tsʰen1	ts'en1	cen1	客法辭典					
曾	tsen1	tsen1	zen1	客法辭典					
曾	tsʰen2	ts'en2	cen2	客法辭典					
嶒	tsʰen2	ts'en2	cen2	客法辭典					
層	tsʰen2	ts'en2	cen2	客法辭典					
層	tsʰen5	ts'en5	cen5	客法辭典					
竲	tsen1	tsen1	zen1	客法辭典					
蹭	tsʰen5	ts'en5	cen5	客法辭典					
叉	tsa5	tsa5	za5	客法辭典					
叉	tsʰa1	ts'a1	ca1	客法辭典					
扱	tsʰap7	ts'ap7	cab7	客法辭典					
扱	kiak7	kiac7	giag7	客法辭典	取、除去。窗～開來，打開窗。～開來，拿開、除去。				
扠	tsʰa1	ts'a1	ca1	客法辭典					
杈	tsʰa1	ts'a1	ca1	客法辭典					
臿	tsʰap7	ts'ap7	cab7	客法辭典					
挿	tsʰap7	ts'ap7	cab7	客法辭典					
插	tsʰap7	ts'ap7	cab7	客法辭典					
嗏	tsʰa1	ts'a1	ca1	客法辭典					
艖	tsʰa1	ts'a1	ca1	客法辭典					
鍤	tsʰap7	ts'ap7	cab7	客法辭典					
秅	tsʰa2	ts'a2	ca2	客法辭典					
茶	tsʰa2	ts'a2	ca2	客法辭典					
查	tsʰa2	ts'a2	ca2	客法辭典					
搽	tsʰa2	ts'a2	ca2	客法辭典					
靫	tsʰa1	ts'a1	ca1	客法辭典					
槎	tsʰa1	ts'a1	ca1	客法辭典					
察	tsʰat7	ts'at7	cad7	客法辭典					
衩	tsʰai5	ts'ai5	cai5	客法辭典					
汊	tsʰa1	ts'a1	ca1	客法辭典					
奼	tsa5	tsa5	za5	客法辭典					
岔	tsʰa1	ts'a1	ca1	客法辭典					
侘	tsa5	tsa5	za5	客法辭典					
差	tsʰa1	ts'a1	ca1	客法辭典					
差	tsʰai1	ts'ai1	cai1	客法辭典					
姹	tsa5	tsa5	za5	客法辭典					
詫	tsa5	tsa5	za5	客法辭典					
拆	tsʰak7	ts'ac7	cag7	客法辭典					
犲	sai2	sai2	sai2	客法辭典					
柴	tsʰai2	ts'ai2	cai2	客法辭典					
豺	sai2	sai2	sai2	客法辭典					
祡	tsʰai2	ts'ai2	cai2	客法辭典					
喍	tsʰai2	ts'ai2	cai2	客法辭典					
儕	sa2	sa2	sa2	客法辭典	【替字】人。				
儕	ha2	ha2	ha2	客法辭典	【替字】原文：在某些地方使用。nai5～，誰。無na3～，沒有人。				
傞	sa2	sa2	sa2	客法辭典	【重定向替字】人。				
瘥	tsʰo1	ts'o1	co1	客法辭典					
瘥	tsʰa1	ts'a1	ca1	客法辭典					
蠆	tsʰai5	ts'ai5	cai5	客法辭典					
覘	tʃam1	tcham1	zham1	客法辭典					
摻	tsʰam1	ts'am1	cam1	客法辭典					
幨	tʃam1	tcham1	zham1	客法辭典					
襜	tʃam1	tcham1	zham1	客法辭典					
攙	tsʰam1	ts'am1	cam1	客法辭典					
孱	tsan1	tsan1	zan1	客法辭典					
僝	tsan1	tsan1	zan1	客法辭典					
獑	tsʰam2	ts'am2	cam2	客法辭典					
廛	tʃʰan2	chan2	chan2	客法辭典					
潹	tsan1	tsan1	zan1	客法辭典					
潺	tsan1	tsan1	zan1	客法辭典					
嬋	ʃam2	cham2	sham2	客法辭典					
緾	tʃʰan2	chan2	chan2	客法辭典					
禪	ʃam2	cham2	sham2	客法辭典					
禪	ʃan5	chan5	shan5	客法辭典					
禪	tan1	tan1	dan1	客法辭典					
毚	tsʰam2	ts'am2	cam2	客法辭典					
蟬	ʃam2	cham2	sham2	客法辭典					
蟬	sam2	sam2	sam2	客法辭典					
蟾	ʃam2	cham2	sham2	客法辭典					
儳	tsʰam2	ts'am2	cam2	客法辭典					
劖	tsʰam2	ts'am2	cam2	客法辭典					
繵	tʃʰan2	chan2	chan2	客法辭典					
欃	tsʰam2	ts'am2	cam2	客法辭典					
纏	tʃʰan2	chan2	chan2	客法辭典					
躔	tʃʰan2	chan2	chan2	客法辭典					
纒	tʃʰan2	chan2	chan2	客法辭典					
讒	tsʰam2	ts'am2	cam2	客法辭典					
鑱	tsʰam2	ts'am2	cam2	客法辭典					
饞	tsʰam2	ts'am2	cam2	客法辭典					
丳	tsʰon3	ts'on3	con3	客法辭典					
產	san3	san3	san3	客法辭典					
剷	tsʰan3	ts'an3	can3	客法辭典					
剷	tsʰan5	ts'an5	can5	客法辭典	【重定向】①翻、折。～開蛇皮，把蛇皮翻出來剝掉。～目皮，翻眼皮。遮子分風～撇了，傘被風翻了個底朝天。褲頭～下來，褲頭折下來。②頑皮。～頭，頑皮。③生長出。～筍。④翻湧。水花～天，水花飛濺。				
嵼	san3	san3	san3	客法辭典					
滻	san3	san3	san3	客法辭典					
蕆	tʃʰan3	chan3	chan3	客法辭典					
幝	ʃan5	chan5	shan5	客法辭典					
諂	tsʰam3	ts'am3	cam3	客法辭典					
燀	ʃan5	chan5	shan5	客法辭典					
醦	tsʰam3	ts'am3	cam3	客法辭典					
鏟	tsʰan3	ts'an3	can3	客法辭典					
譂	ʃan5	chan5	shan5	客法辭典					
闡	ʃan5	chan5	shan5	客法辭典					
囅	tʃan3	tchan3	zhan3	客法辭典					
剗	tsʰan1	ts'an1	can1	客法辭典	【替字】①矛盾、反駁。～人家，用自相矛盾的事反駁人家。②逆着。剃頭～毛，逆着紋理理髮。鱗～～爾，如手捋刷子或野豬毛般。				
剗	tsʰan3	ts'an3	can3	客法辭典	同「剷」。				
剗	tsʰan5	ts'an5	can5	客法辭典	①翻、折。～開蛇皮，把蛇皮翻出來剝掉。～目皮，翻眼皮。遮子分風～撇了，傘被風翻了個底朝天。褲頭～下來，褲頭折下來。②頑皮。～頭，頑皮。③【重定向】生長出。～筍。④【重定向】翻湧。水花～天，水花飛濺。				
懺	tsʰam5	ts'am5	cam5	客法辭典					
羼	tsʰan3	ts'an3	can3	客法辭典					
韂	tʃam1	tcham1	zham1	客法辭典					
韂	tsʰan5	ts'an5	can5	客法辭典					
顫	tʃan5	tchan5	zhan5	客法辭典					
昌	tsʰoŋ1	ts'ong1	cong1	客法辭典					
倀	tʃʰoŋ2	chong2	chong2	客法辭典					
菖	tʃʰoŋ1	chong1	chong1	客法辭典					
猖	tʃʰoŋ1	chong1	chong1	客法辭典					
娼	tʃʰoŋ1	chong1	chong1	客法辭典					
閶	tʃʰoŋ1	chong1	chong1	客法辭典					
長	tʃoŋ3	tchong3	zhong3	客法辭典					
長	tʃʰoŋ2	chong2	chong2	客法辭典					
長	tsʰoŋ2	ts'ong2	cong2	客法辭典					
萇	tʃʰoŋ2	chong2	chong2	客法辭典					
常	ʃoŋ2	chong2	shong2	客法辭典					
場	tʃʰoŋ2	chong2	chong2	客法辭典					
場	it8	yt8	id8	客法辭典					
甞	ʃoŋ2	chong2	shong2	客法辭典					
腸	tʃʰoŋ2	chong2	chong2	客法辭典					
塲	tʃʰoŋ2	chong2	chong2	客法辭典					
嘗	ʃoŋ2	chong2	shong2	客法辭典					
嫦	ʃoŋ2	chong2	shong2	客法辭典					
償	ʃoŋ2	chong2	shong2	客法辭典					
鱨	ʃoŋ2	chong2	shong2	客法辭典					
昶	tʃʰoŋ3	chong3	chong3	客法辭典					
敞	tʃʰoŋ3	chong3	chong3	客法辭典					
僘	tʃʰoŋ3	chong3	chong3	客法辭典					
廠	tʃʰoŋ3	chong3	chong3	客法辭典					
氅	tʃʰoŋ3	chong3	chong3	客法辭典					
倡	tʃʰoŋ1	chong1	chong1	客法辭典					
鬯	tʃʰoŋ3	chong3	chong3	客法辭典					
唱	tʃʰoŋ5	chong5	chong5	客法辭典					
悵	tʃʰoŋ5	chong5	chong5	客法辭典					
暢	tʃʰoŋ3	chong3	chong3	客法辭典					
誯	tʃʰoŋ5	chong5	chong5	客法辭典					
韔	tʃʰoŋ3	chong3	chong3	客法辭典					
抄	tsʰau1	ts'ao1	cau1	客法辭典					
怊	tʃʰau1	chao1	chau1	客法辭典					
弨	tʃʰau1	chao1	chau1	客法辭典					
訬	tsʰau2	ts'ao2	cau2	客法辭典					
超	tʃʰau1	chao1	chau1	客法辭典					
鈔	tsʰau1	ts'ao1	cau1	客法辭典					
巢	tsʰau2	ts'ao2	cau2	客法辭典					
朝	tʃau1	tchao1	zhau1	客法辭典					
朝	tʃʰau2	chao2	chau2	客法辭典					
朝	tsʰau2	ts'ao2	cau2	客法辭典					
樔	tsʰau2	ts'ao2	cau2	客法辭典					
嘲	sau3	sao3	sau3	客法辭典					
嘲	tsau1	tsao1	zau1	客法辭典					
潮	tʃʰau2	chao2	chau2	客法辭典					
轈	tsʰau2	ts'ao2	cau2	客法辭典					
鼂	tʃʰau2	chao2	chau2	客法辭典					
謿	sau3	sao3	sau3	客法辭典					
謿	tsau1	tsao1	zau1	客法辭典					
吵	tsʰau2	ts'ao2	cau2	客法辭典					
炒	tsʰau3	ts'ao3	cau3	客法辭典					
煼	tsʰau3	ts'ao3	cau3	客法辭典					
仯	miau3	miao3	miau3	客法辭典					
耖	tsʰau5	ts'ao5	cau5	客法辭典					
車	tʃʰa1	cha1	cha1	客法辭典					
車	tsʰa	ts'a	ca	客法辭典					
硨	tʃʰa1	cha1	cha1	客法辭典					
扯	tʃʰa1	cha1	cha1	客法辭典					
扯	tʃʰa3	cha3	cha3	客法辭典					
撦	tʃʰa3	cha3	cha3	客法辭典					
撦	tʃʰa1	cha1	cha1	客法辭典					
坼	tsʰak7	ts'ac7	cag7	客法辭典					
掣	tʃʰat7	chat7	chad7	客法辭典					
撤	tʃʰat7	chat7	chad7	客法辭典					
徹	tʃʰat8	chat8	chad8	客法辭典					
徹	tʃʰat7	chat7	chad7	客法辭典					
郴	tʃʰim1	chim1	chim1	客法辭典					
琛	tʃʰim1	chim1	chim1	客法辭典					
嗔	tʰien2	t'ien2	tien2	客法辭典					
嗔	tʃʰin1	chin1	chin1	客法辭典					
嗔	ʃim3	chim3	shim3	客法辭典					
綝	tʃʰim1	chim1	chim1	客法辭典					
瞋	tʃin1	tchin1	zhin1	客法辭典					
瞋	tʃʰin1	chin1	chin1	客法辭典					
臣	ʃin2	chin2	shin2	客法辭典					
臣	tʃʰin2	chin2	chin2	客法辭典					
辰	ʃin2	chin2	shin2	客法辭典					
沉	tʃʰim2	chim2	chim2	客法辭典					
忱	ʃim1	chim1	shim1	客法辭典					
莀	nuŋ2	noung2	nung2	客法辭典					
陳	tʃʰin2	chin2	chin2	客法辭典					
晨	ʃin2	chin2	shin2	客法辭典					
訦	ʃim1	chim1	shim1	客法辭典					
愖	ʃim1	chim1	shim1	客法辭典					
愖	ʃim3	chim3	shim3	客法辭典					
煁	ʃim1	chim1	shim1	客法辭典					
塵	tʃʰin2	chin2	chin2	客法辭典					
霃	tʃʰim2	chim2	chim2	客法辭典					
諶	ʃim1	chim1	shim1	客法辭典					
墋	tsʰam3	ts'am3	cam3	客法辭典					
磣	tsʰam3	ts'am3	cam3	客法辭典					
贂	tsʰam3	ts'am3	cam3	客法辭典					
疢	tʃin3	tchin3	zhin3	客法辭典					
趁	tsʰen5	ts'en5	cen5	客法辭典					
齔	tsʰen5	ts'en5	cen5	客法辭典					
嚫	tsʰaŋ5	ts'ang5	cang5	客法辭典					
櫬	tsʰaŋ5	ts'ang5	cang5	客法辭典					
襯	tsʰaŋ5	ts'ang5	cang5	客法辭典					
讖	siam2	siam2	siam2	客法辭典					
讖	tsʰiam5	ts'iam5	ciam5	客法辭典					
琤	tsen1	tsen1	zen1	客法辭典					
稱	tʃʰin5	chin5	chin5	客法辭典					
稱	tsʰem1	ts'em1	cem1	客法辭典					
撐	tsʰaŋ5	ts'ang5	cang5	客法辭典	塞。～釀腸，塞香腸。～tsat7 tsat7，把東西塞到沒空隙爲止。				
撑	tsʰaŋ5	ts'ang5	cang5	客法辭典					
赬	ʃin5	chin5	shin5	客法辭典					
橕	tsʰaŋ5	ts'ang5	cang5	客法辭典					
檉	ʃin5	chin5	shin5	客法辭典					
鏳	tsen1	tsen1	zen1	客法辭典					
成	ʃaŋ2	chang2	shang2	客法辭典					
成	ʃin2	chin2	shin2	客法辭典					
成	tʃaŋ5	tchang5	zhang5	客法辭典					
丞	ʃin2	chin2	shin2	客法辭典					
呈	tʃʰin2	chin2	chin2	客法辭典					
承	ʃin2	chin2	shin2	客法辭典					
城	ʃaŋ2	chang2	shang2	客法辭典					
乗	iau1	yao1	iau1	客法辭典					
埕	tʃʰaŋ2	chang2	chang2	客法辭典					
埕	tʃʰin2	chin2	chin2	客法辭典					
晟	ʃin5	chin5	shin5	客法辭典					
乘	ʃin1	chin1	shin1	客法辭典					
乘	ʃin5	chin5	shin5	客法辭典					
脀	tʃin1	tchin1	zhin1	客法辭典					
珵	tʃʰin2	chin2	chin2	客法辭典					
堘	ʃun2	choun2	shun2	客法辭典					
堘	ʃin2	chin2	shin2	客法辭典					
棖	tsʰen2	ts'en2	cen2	客法辭典					
程	tʃʰaŋ2	chang2	chang2	客法辭典					
椉	ʃin1	chin1	shin1	客法辭典					
裎	tʃʰin2	chin2	chin2	客法辭典					
誠	ʃin2	chin2	shin2	客法辭典					
酲	tʃʰin2	chin2	chin2	客法辭典					
澄	tʃʰin2	chin2	chin2	客法辭典					
橙	tʃʰaŋ2	chang2	chang2	客法辭典					
懲	tʃin3	tchin3	zhin3	客法辭典					
侱	tʃʰin3	chin3	chin3	客法辭典					
逞	tʃʰin3	chin3	chin3	客法辭典					
徎	tʃʰin3	chin3	chin3	客法辭典					
悜	tʃʰin3	chin3	chin3	客法辭典					
騁	pʰin3	p'in3	pin3	客法辭典					
秤	tʃʰin5	chin5	chin5	客法辭典					
牚	tsʰaŋ5	ts'ang5	cang5	客法辭典					
吃	kʰet7	k'et7	ked7	客法辭典					
侙	tʃʰit7	chit7	chid7	客法辭典					
眵	tʃʰɿ1	tche1	chii1	客法辭典					
眵	tʃʰi1	tch'i1	chi1	客法辭典					
笞	tʃʰɿ1	tche1	chii1	客法辭典					
笞	tʃʰi1	tch'i1	chi1	客法辭典					
喫	kʰet7	k'et7	ked7	客法辭典					
嗤	tʃʰɿ1	tche1	chii1	客法辭典					
嗤	tʃʰi1	tch'i1	chi1	客法辭典					
痴	tʃʰɿ1	tche1	chii1	客法辭典					
痴	tʃʰi1	tch'i1	chi1	客法辭典					
媸	tʃʰɿ1	tche1	chii1	客法辭典					
媸	tʃʰi1	tch'i1	chi1	客法辭典					
絺	hi1	hi1	hi1	客法辭典					
鴟	tʃʰɿ1	tche1	chii1	客法辭典					
鴟	tʃʰi1	tch'i1	chi1	客法辭典					
癡	tʃʰɿ1	tche1	chii1	客法辭典					
癡	tʃʰi1	tch'i1	chi1	客法辭典					
齝	tʃʰɿ1	tche1	chii1	客法辭典					
齝	tʃʰi1	tch'i1	chi1	客法辭典					
黐	tʰi1	t'i1	ti1	客法辭典					
池	tʃʰɿ2	tche2	chii2	客法辭典					
池	tʃʰi2	tch'i2	chi2	客法辭典					
弛	tʃʰɿ3	tche3	chii3	客法辭典					
弛	tʃʰi3	tch'i3	chi3	客法辭典					
持	tʃʰɿ2	tche2	chii2	客法辭典					
持	tʃʰi2	tch'i2	chi2	客法辭典					
竾	tʃʰɿ2	tche2	chii2	客法辭典					
竾	tʃʰi2	tch'i2	chi2	客法辭典					
蚳	tʃʰɿ2	tche2	chii2	客法辭典					
蚳	tʃʰi2	tch'i2	chi2	客法辭典					
馳	tʃʰɿ1	tche1	chii1	客法辭典					
馳	tʃʰi1	tch'i1	chi1	客法辭典					
趍	tʃʰɿ2	tche2	chii2	客法辭典					
趍	tʃʰi2	tch'i2	chi2	客法辭典					
漦	li2	li2	li2	客法辭典					
墀	tʃʰɿ2	tche2	chii2	客法辭典					
墀	tʃʰi2	tch'i2	chi2	客法辭典					
踟	tʃʰɿ2	tche2	chii2	客法辭典					
踟	tʃʰi2	tch'i2	chi2	客法辭典					
遲	tʃʰɿ2	tche2	chii2	客法辭典					
遲	tʃʰi2	tch'i2	chi2	客法辭典					
尺	tʃʰak7	chac7	chag7	客法辭典					
侈	tʃʰɿ3	tche3	chii3	客法辭典					
侈	tʃʰi3	tch'i3	chi3	客法辭典					
耻	tʃʰɿ3	tche3	chii3	客法辭典					
耻	tʃʰi3	tch'i3	chi3	客法辭典					
恥	tʃʰɿ3	tche3	chii3	客法辭典					
恥	tʃʰi3	tch'i3	chi3	客法辭典					
蚇	tʃʰak7	chac7	chag7	客法辭典					
豉	ʃɿ5	che5	shii5	客法辭典					
齒	tʃʰɿ3	tche3	chii3	客法辭典					
齒	tʃʰi3	tch'i3	chi3	客法辭典					
褫	tʃʰɿ3	tche3	chii3	客法辭典					
褫	tʃʰi3	tch'i3	chi3	客法辭典					
彳	tʃʰit7	chit7	chid7	客法辭典					
斥	tʃʰit7	chit7	chid7	客法辭典					
赤	tʃʰak7	chac7	chag7	客法辭典					
抶	tʃit7	tchit7	zhid7	客法辭典					
勅	tʃʰit7	chit7	chid7	客法辭典					
翅	tʃʰɿ5	tche5	chii5	客法辭典					
翅	tʃʰi5	tch'i5	chi5	客法辭典					
敕	tʃʰit7	chit7	chid7	客法辭典					
敕	sok7	soc7	sog7	客法辭典					
飭	hit7	hit7	hid7	客法辭典					
啻	tʃʰɿ3	tche3	chii3	客法辭典					
啻	tʃʰi3	tch'i3	chi3	客法辭典					
跮	tʃɿ5	tje5	zhii5	客法辭典					
痸	tʃʰat7	chat7	chad7	客法辭典					
熾	tʃɿ5	tje5	zhii5	客法辭典					
饎	ʃan5	chan5	shan5	客法辭典					
饎	tʃɿ5	tje5	zhii5	客法辭典					
充	tʃʰuŋ1	choung1	chung1	客法辭典					
沖	tʃʰuŋ1	choung1	chung1	客法辭典					
沖	tʃʰuŋ5	choung5	chung5	客法辭典					
忡	tʃʰuŋ1	choung1	chung1	客法辭典					
翀	tʃʰuŋ1	choung1	chung1	客法辭典					
舂	tsʰuŋ1	ts'oung1	cung1	客法辭典					
摏	tʃuŋ1	tchoung1	zhung1	客法辭典					
憃	tʃuŋ1	tchoung1	zhung1	客法辭典					
衝	tʃʰuŋ1	choung1	chung1	客法辭典					
憧	tʃʰuŋ1	choung1	chung1	客法辭典					
罿	tʃʰuŋ1	choung1	chung1	客法辭典					
蹖	tʃuŋ1	tchoung1	zhung1	客法辭典					
虫	tʃʰuŋ2	choung2	chung2	客法辭典					
崇	tsʰuŋ2	ts'oung2	cung2	客法辭典					
漴	tsʰuŋ1	ts'oung1	cung1	客法辭典					
蟲	tʃʰuŋ2	choung2	chung2	客法辭典					
爞	tʰuŋ1	t'oung1	tung1	客法辭典					
寵	tʃʰuŋ3	choung3	chung3	客法辭典					
揰	tʃʰuŋ5	choung5	chung5	客法辭典					
銃	tʃʰuŋ5	choung5	chung5	客法辭典					
抽	tʃʰu1	chou1	chu1	客法辭典					
抽	tʃʰiu1	chiou1	chiu1	客法辭典					
紬	tʃʰu2	chou2	chu2	客法辭典					
紬	tʃʰiu2	chiou2	chiu2	客法辭典					
搊	tsʰeu1	ts'eou1	ceu1	客法辭典					
瘳	liau2	liao2	liau2	客法辭典					
犨	tʃʰu2	chou2	chu2	客法辭典					
犨	tʃʰiu2	chiou2	chiu2	客法辭典					
犫	tʃʰu2	chou2	chu2	客法辭典					
犫	tʃʰiu2	chiou2	chiu2	客法辭典					
仇	ʃu2	chou2	shu2	客法辭典					
仇	ʃiu2	chiou2	shiu2	客法辭典					
仇	tʃʰiu2	chiou2	chiu2	客法辭典					
仇	kʰiu2	k'iou2	kiu2	客法辭典					
惆	tʃʰu2	chou2	chu2	客法辭典					
惆	tʃʰiu2	chiou2	chiu2	客法辭典					
酬	tʃʰu2	chou2	chu2	客法辭典					
酬	tʃʰiu2	chiou2	chiu2	客法辭典					
酧	tʃʰu2	chou2	chu2	客法辭典					
酧	tʃʰiu2	chiou2	chiu2	客法辭典					
稠	tʃʰu2	chou2	chu2	客法辭典					
稠	tʃʰiu2	chiou2	chiu2	客法辭典					
愁	seu2	seou2	seu2	客法辭典					
詶	tʃʰu2	chou2	chu2	客法辭典					
詶	tʃʰiu2	chiou2	chiu2	客法辭典					
裯	tʃʰu2	chou2	chu2	客法辭典					
裯	tʃʰiu2	chiou2	chiu2	客法辭典					
綢	tʃʰu2	chou2	chu2	客法辭典					
綢	tʃʰiu2	chiou2	chiu2	客法辭典					
儔	tʃʰu2	chou2	chu2	客法辭典					
儔	tʃʰiu2	chiou2	chiu2	客法辭典					
幬	tau3	tao3	dau3	客法辭典					
疇	tʃʰiu2	chiou2	chiu2	客法辭典					
籌	tʃʰu2	chou2	chu2	客法辭典					
籌	tʃʰiu2	chiou2	chiu2	客法辭典					
躊	tʃʰu2	chou2	chu2	客法辭典					
躊	tʃʰiu2	chiou2	chiu2	客法辭典					
讐	ʃu2	chou2	shu2	客法辭典					
讐	ʃiu2	chiou2	shiu2	客法辭典					
讐	tʃʰiu2	chiou2	chiu2	客法辭典					
讎	ʃu2	chou2	shu2	客法辭典					
讎	ʃiu2	chiou2	shiu2	客法辭典					
讎	tʃʰiu2	chiou2	chiu2	客法辭典					
丑	tʃu3	tchou3	zhu3	客法辭典					
丑	tʃʰiu3	chiou3	chiu3	客法辭典					
杻	tʃʰu3	chou3	chu3	客法辭典					
杻	tʃʰiu3	chiou3	chiu3	客法辭典					
偢	tsʰiu1	ts'iou1	ciu1	客法辭典					
瞅	tsʰeu3	ts'eou3	ceu3	客法辭典					
醜	tʃʰu3	chou3	chu3	客法辭典					
醜	tʃʰiu3	chiou3	chiu3	客法辭典					
臭	tʃʰu5	chou5	chu5	客法辭典					
臭	tʃʰiu5	chiou5	chiu5	客法辭典					
出	tʃʰut7	chout7	chud7	客法辭典					
初	tsʰɿ1	tse1	cii1	客法辭典					
初	tsʰo1	ts'o1	co1	客法辭典					
摴	ʃu1	chou1	shu1	客法辭典					
除	tʃʰu2	chou2	chu2	客法辭典					
芻	tsʰɿ1	tse1	cii1	客法辭典					
蒢	tʃʰu2	chou2	chu2	客法辭典					
厨	tʃʰu2	chou2	chu2	客法辭典					
耡	tsʰɿ2	tse2	cii2	客法辭典					
蒭	tsʰɿ1	tse1	cii1	客法辭典					
蜍	ʃu2	chou2	shu2	客法辭典					
蜍	tʃʰu2	chou2	chu2	客法辭典					
媰	tsʰɿ1	tse1	cii1	客法辭典					
鋤	tsʰɿ2	tse2	cii2	客法辭典					
鋤	tsʰo2	ts'o2	co2	客法辭典					
鋤	tsʰio2	ts'io2	cio2	客法辭典					
