	富阳街道	柳家龙岩	古城秀山	莲山水寨	朝东水谷	城北马山	福利毛家	麦岭街道	朝东街道	朝东茶山	白沙黄板桥	石家街道	石家龙湾	葛坡老塘面寨	新华街道	江永桃川	富川保庆话	富川七都话	富川八都话	富川客家话	富川梧州话
决	kye213	kye213	kye13	kye213	kye213	ʨye31	kye31	tɕye31	ʨye31	ʨiɛ31	kyɛ21	kyɛ31	kye31	ʨye31	kye213	ʨye31	tʃye14	ky24	tʃye45	kiet2	kye203
缺	kʰye213	kʰye213	kʰye13	kʰye213	kʰye213	ʨʰye31	kʰye31	tɕʰye31	ʨʰye31	ʨʰyɛ31	kʰyɛ21	kʰyɛ31	kʰye33	ʨʰye31	kʰye213	ʨʰye31	tʃʰy33	kʰy55	kʰuæi14	kʰiet2	kʰy51
血	ɕie213	xie213	ɕie13	xie213	xiẽ213	ɕye31	ɕie31	ɕie31	ɕye31	ɕyɛ31	ɕyɛ21	ɕyɛ31	ɕye31	ɕye31	ɕye213	ɕye31	ʃy33	fuei55	fæi14	ʃiet2	fi51
吞	tʰɐn44	tʰən44	tʰɐn44	tʰɘ̃44	tʰən44	tʰen33	tʰen44	tʰən33	tʰen44	tʰen33	tʰən33	tʰən44	tʰɜn33	tʰəŋ33	tʰɜn44	tʰiɪn44	tʰin33	koŋ52	tʰɘŋ42	tʰʊn24	tʰəŋ51
根	kɐn44	kən44	kɐn44	kɘ̃44	kən44	ken33	ken44	kən33	ken44	ken33	kən33	kən44	kɜn33	kəŋ33	kɜn44	ken44	ken33	koŋ52	kɘŋ52	kien24	kəŋ51
恨	xɐn35	xən35	xɐn35	xɘ̃35	xən35	xen24	xen35	xən13	xen24	xen24	xən24	xən35	xɜn24	xəŋ24	xɜn224	xen13	xen14	hen35	hɘŋ45	hen51	həŋ203
恩	ŋɐn44	ŋən44	ŋɐn44	ŋɘ̃44	ŋən44	ŋen33	ŋen44	ən33	ŋen44	ŋen33	ŋən33	ŋən44	ŋɜn33	əŋ33	ŋɜn44	ŋen44	en33	oŋ52	ɘŋ52	en24	əŋ51
贫	pin31	pin31	pin21	pin31	pin31	pʰin31	pʰin31	pʰiẽ31	pʰiɪ̃31	pʰin31	pʰin21	pʰiɪ̃31	pʰin31	pʰin31	pʰiẽ22	pʰin31	pin213	pʰien22	piɘŋ31	pʰin12	pɛ̃231
民	min31	min31	min21	min31	min31	min31	min31	miẽ31	miɪ̃31	min31	min21	miɪ̃31	min31	min31	miẽ22	min31	min213	mioŋ22	miɘŋ31	min12	mɛ̃231
邻	lin31	lin31	lin21	lin31	lin31	lin31	lin31	ndiẽ31	liɪ̃31	lin31	lin21	liɪ̃31	lin31	lin31	ndiẽ22	lin31	ndin213	lien22	liɘŋ31	lin12	lɛ̃231
进	tɕin35	tɕin35	tɕin35	tɕin35	tɕĩ35	tɕin24	tɕin35	tɕiẽ13	tɕiɪ̃24	tɕin24	tɕin24	tɕiɛ̃35	tɕin24	tɕin24	tɕiẽ224	tɕin13	tʃin45	tʃen35	tʃi33	tʃin51	tʃɛ̃503
亲(~人)	tɕʰin44	tɕʰin44	tɕʰin44	tɕʰin44	tɕʰin44	tɕʰin33	tɕʰin44	tɕʰiẽ33	tɕʰiɪ̃44	tɕʰin33	tɕʰin33	tɕʰiɪ̃44	tɕʰin33	tɕʰin33	tɕʰiẽ44	tɕʰin44	tʃʰin33	tsʰuei52	tʃʰi42	tʃʰin24	tʰəŋ51
新	ɕin44	ɕin44	ɕin44	ɕin44	ɕin44	ɕin33	ɕin44	ɕiẽ33	ɕiɪ̃44	ɕin33	ɕin33	ɕiɪ̃44	ɕin33	ɕin33	ɕiẽ44	ɕin44	ʃin33	suei52	ʃi42	sin24	səŋ51
镇	tɕin35	tɕin35	tɕin35	tɕin35	tɕĩ35	tɕin24	tɕin35	tɕiẽ13	tɕiɪ̃24	tɕin24	tɕin24	tɕiɪ̃35	tɕin24	tɕin24	tsɜn224	tɕin13	tʃin45	tʃen35	tʃi52	tʃin31	tʃəŋ503
阵	tɕin31	tɕin31	tɕin21	tɕin31	tɕin31	tɕʰin31	tɕʰin31	tɕʰiẽ31	tɕʰiɪ̃31	tɕʰin31	tɕʰin21	tsʰən31	tɕʰin31	tɕʰin31	tsʰɜn22	tɕʰin31	ʃin213	tʃen22	tʃi42	tʃʰin12	səŋ231
震	tɕin35	tɕin35	tɕin35	tɕin35	tsən35	tɕin24	tɕin35	tɕiẽ13	ʦen24	tɕin24	tɕin24	tɕiɪ̃35	tɕin24	tɕin24	tsɜn224	ʦin45	tsen45	tʃen35	tɪŋ33	tʃin51	tʃəŋ503
神	ɕin31	ɕin31	ɕin21	ɕin31	ɕin31	ɕin31	ɕin31	ɕin31	ɕiɪ̃31	ɕin31	ɕin21	ɕiɪ̃31	ɕin31	ɕin31	ʃẽ22	ɕin31	ʃin213	ʃi22	ʃi31	ʃin12	səŋ231
身	ɕin44	ɕin44	ɕin44	ɕin44	ɕin44	ɕin33	ɕin44	ɕin33	ɕiɪ̃44	ɕin33	ɕin33	ɕiɪ̃44/sən44	ɕin33	ɕin33	ʃẽ44	ɕin44	ʃin33	ʃi52	ʃi52	ʃin24	səŋ51
辰	ɕyn31	tsʰən31	tɕin21	ʨʰin31	tsʰən31	tsʰen31	sen31	sən31	sen31	ɕin31	tɕʰin21	tsʰən31	ʨʰin31	tsəŋ31	tsʰɜn22	ɕyn31	ʃin213	sen22	ʃi31	tʃʰin12	səŋ231
人	in31	in31	in21	in31	in31	in31	in31	iẽ31	iɪ̃31	in31	in21	iɪ̃31	in31	in31	iẽ22	in31	ŋ213	ȵi22	ȵi31	ŋin12	ȵəŋ231
认	in35	in35	in35	in35	ĩ35	in24	in35	iẽ13	iɪ̃24	in24	in24	iɛ̃35	in24	in24	iẽ224	in13	ʃin14	ien35	iŋ45	ŋin51	ȵəŋ203
紧	kin53	kin53	kin51	kin53	kin553	ʨin453	kin53	ʨiẽ45	tɕiɪ̃55	tɕin51	kin55	kiɪ̃55	kin55	ʨin53	kiẽ553	tɕin45	tʃin31	ki24/ken42	tsɘŋ211	kin31	tʃəŋ44
银	in31	in31	in21	in31	in31	in31	in31	iẽ31	iɪ̃31	in31	in21	iɪ̃31	in31	in31	iẽ22	in31	in213	ȵi22	ȵi31	ŋyn12	ŋəŋ231
印	in35	in35	in35	in35	ĩ35	in24	in35	iẽ13	iɪ̃24	in24	in24	iɪ̃35	in24	in24	iẽ224	in13	in45	i33	i33	in51	iəŋ503
引	in53	in53	in51	in53	in553	in453	iŋ53	iẽ45	iɪ̃55	in51	in55	iɪ̃55	in55	in53	iẽ553	in45	in31	iŋ42	i33	in31	iəŋ231
笔	pi213	pi213	pi13	pi213	pi213	pi31	pi31	piɪ31	pi31	pi31	pi21	pi31	pi31	pi31	pi213	pi31	pi14	pua55	pɑ14	pit2	pɤ51
匹	pʰi31	pi31	pʰi21	pi31	pi31	pʰi31	pʰi31	pʰiɪ31	pʰi31	pʰi33	pʰi21	pʰi31	pʰi31	pʰi31	pʰi213	pʰi31	pʰi33	pua33	pʰɑ14	pʰi12	pi231
密	mi213	mi213	mi13	mi213	mi213	mi31	mi31	miɪ31	mi31	mi31	mi21	mi31	mi31	mi35	mi213	mi31	mi45	mua35	muo45	mit5	mɤ203
栗	li213	li44/li31	li13	li31	li213	ndi31	li31	ndiɪ31	li31	ni31	li21	li31	li31	li31	li213	li31	ndi33	lua55/li33	lɑ45	lit5	li24
七	tɕʰi213	tɕʰi213	tɕʰi13	tɕʰi213	tɕʰi213	tɕʰi243	tɕʰi243	tɕʰiɪ13	tɕʰi31	tʂʰʅ31	tɕʰi21	tɕʰi31	tɕʰi243	tɕʰi243	tɕʰi213	tɕʰi31	tʃʰʅ33	tsʰua55	tsʰɑ14	tʃʰit2	tʰɤ51
侄	tɕi31	tɕi31	tɕi21	tɕi31	tɕi31	ʨi31	ʨi31	ʨiɪ31	tɕi31	tʂʅ31	tɕi21	tɕi31	ʨi31	ʨi31	tɕi213	tɕi31	tʃʅ14	tsɿ35	tʃii45	tʃʰit5	tʃɤ51
虱	sɤ213	sɤ213	sɤ13	sɘ213	sɯə213	sə31	sə31	sə31	sə31	sə31	sə21	sɤ213	sɤ31	sɜ31	sɿ44	sə31	ʃi33	sua55	soɔ14	set2	sɤ51
实	ɕi31	ɕi213	ɕi21	ɕi213	ɕi213	ɕi31	ɕi31	ɕiɪ31	ɕi31	ʂʅ31	ɕi21	ɕi31	ɕi31	ɕi31	ɕi213	ɕi31	ʃʅ45	sɿ35	sɿ241	ʃit5	sɤ203
失	sɿ213	ɕi213	ɕie13	ɕi213	ɕi31	ɕi31	ɕi31	ɕiɪ31	ɕi31	ʂʅ31	ɕi21	ɕi31	ɕi31	ɕi31	ɕi213	ɕi31	ʃʅ14	ʃi35	ʃi45	ʃit2	sie203
日	i213	i213	i13	i213	i213	i31	i31	iɪ31	i31	i31	i21	i31	i31	i35	i213	i31	ŋ33	nua55	nɑ14	ŋit2	ɲiɤ203
吉	ki213	ki213	ki13	ki213	ki213	ʨi31	ki31	ʨiɪ31	tɕi31	tʂʰʅ31	ki21	kiɛ31	ki31	ʨie31	kie213	tɕi31	tʃʅ14	ki35	tʃi14	kit2	tʃɤ51
一	i213/i44	i213	i13	i213	i213	i31	i44	iɪ31	i31	i33	i21	i31	i33	i31	i213	i31	i14/i44	i55	i14/i44	it2	iɤ51
筋	kin44	kin44	kin44	kin44	kin44	ʨin33	kin44	ʨiẽ33	tɕiɪ̃44	ʨin33	kin33	kiɪ̃44	kin33	kin33	kiẽ44	tɕin44	tʃin33	ki52	tʃi52	kin24	tʃəŋ51
劲(有~)	kin35	kin35	kin35	kin35	kĩ35	ʨin24	kin35	ʨiẽ13	tɕiɪ̃24	ʨin24	kin24	kiɪ̃35	kin24	ʨin24	kiẽ224	tɕiɪn13	tʃin45	kien35	tʃɪŋ24	kin51	kɛ503
勤	kin31	kin31	kin21	kin31	kin31	ʨʰin31	kʰin31	ʨʰiẽ31	tɕʰiɪ̃31	ʨʰin31	kʰin21	kʰiɪ̃31	kʰin31	ʨʰin31	kʰiẽ22	tɕʰin31	ʃin213	kʰien22	tʃʰɪŋ31	kʰin12	tʃəŋ231
近	kin35	kin35	kin35	kin35	kĩ35	ʨin24	kin35	ʨiẽ13	tɕiɪ̃24	ʨin24	kin24	kiɪ̃35	kin24	kin24	kiẽ224	tɕin13	tʃin45	ki42	tʃi33	kʰyn24	tʃɤ231
隐	in53	in53	in51	in53	in553	in453	in53	iẽ45	iɪ̃55	in51	in55	iɪ̃55	in55	in53	iẽ553	in45	in31	ien42	yi211	in31	iəŋ24
本	pɐn53	pən53	pɐn51	pɘ̃53	pən553	pen453	pen53	pən45	pen55	pen51	pən55	pən55	pɜn55	pəŋ53	pɜn553	pen45	pin31	poŋ24	mɘŋ211	pʊn31	pi44
盆	pɐn31	pən31	pɐn21	pɘ̃31	pən31	pʰen31	pʰen31	pʰən31	pʰen31	pʰen31	pʰən21	pʰən31	pʰɜn31	pʰəŋ31	pʰɜn22	pʰen31	pin213	poŋ22	pɘŋ31	pʰun12	pi231
门	mɐn31	mən31	mɐn21	mɘ̃31	mən31	men31	men31	mən31	men31	men31	mən21	mən31	mɜn31	məŋ31	mɜn22	men31	min213	mu22	mɘŋ31	mʊn12	mi231
墩	tɐn44	tən44	tɐn44	tɘ̃44	tən44	ten33	tuen44	tuən33	ten44	ten33	tən33	tuən44	tɜn33	təŋ33	tɜn44	ten44	tun33	ɗoŋ52	tɘŋ52	tʊn24	lyn51
嫩	nɐn35	nən35	nɐn35	nɘ̃35	nən35	nen24	nen35	nən13	nen24	nen24	nən24	nən35	nɜn24	nəŋ24	nɜn224	len13	nin33	noŋ35	noŋ45	nʊn51	nyn203
村	tsʰɐn44	tsʰən44	tsʰɐn44	tsʰɘ̃44	tsʰən44	tsʰen33	tsʰen44	tsʰən33	tsʰen44	tʰen33	tsʰən33	tsʰən44	tsʰɜn33	tsʰəŋ33	tsʰɜn44	tsʰen44	tsʰen33	tsʰɿ52	tʰoŋ42	tʃʰʊn24	tʰyn51
寸	tsʰɐn35	tsʰən35	tsʰɐn35	tsʰɘ̃35	tsʰən35	tsʰyen24	tsʰen35	tsʰən13	tsʰen24	tsʰen24	tsʰən24	tsʰən35	tsʰɜn24	tsʰəŋ24	tsʰɜn224	tsʰen13	tsʰen14	tsʰoŋ33	tsʰoŋ33	tʃʰʊn51	tʰyn503
蹲	tɐn44	tən44/tsən31	tsɐn21/tɐn44	tsɘ̃44/tuən44	tən44	tsou33	tsʰen44	tsʰən31/ʦən33	ten44	tsɐu33	tuən33	tsən31/mou44	tuɜn33	tsəŋ33	tuɜn44	ten44	tʃiɯ33	sɿ52	tsɔu52	tʊn24	lyn51
孙(~子)	sɐn44	sən44	sɐn44	suɘ̃44	sən44	sen33	sen44	sən33	sen44	sen33	suən33	sən44	suɜn33	səŋ33	suɜn44	sen44	sen33		soŋ42	sʊn24	syn51
滚	kuɐn53	kuən53	kuɐn51	kuən53	kuən553	kuen453	kuen53	kuən45	kuen55	kuen51	kuən55	kuən55	kuɜn55	kuəŋ53	kuɜn553	kuen45	kuen31	kuen24	kɘŋ45	kʊn31	kuə̃231
困	kʰuɐn35	kʰuən35	kʰuɐn35	kʰuən35	kʰuən35	kʰuen24	kʰuen35	kʰuən13	kʰuen24	kʰuen24	kʰuən24	kʰuən35	kʰuɜn24	kʰuəŋ24	kʰuɜn224	kʰuen13	kʰuen14	kʰuen35	kʰuɘŋ33	kʰʊn51	kʰuə̃503
婚	fɐn44	fən44	fɐn44	fɘ̃44	fən44	fen33	fen44	fən33	fen44	fen33	fən33	fən44	fɜn33	fəŋ33	xuɜn44	fen44	fen33	hoŋ52	hɘŋ42	fʊn24	fə̃51
魂	fɐn31	fən31	fɐn21	fɘ̃31	fən31	fen31	fen31	fən31	fen31	fen31	fən21	fən31	fɜn31	fəŋ31	ɵuɜn22	fen31	fen213	hoŋ33	hɘŋ31	fʊn12	fə̃231
温	uɐn44	uən44	uɐn44	ɘ̃44	uən44	uen33	uen44	uən33	uen44	uen33	uən33	uən44	uɜn33	uəŋ33	uɜn44	uen44	uen33	oŋ52	uɘŋ52	vʊn24	uə̃44
卒(棋子)	tsu213	tsu213	tsu13	tsu213	tsu213	tsu31	tsu31	tsu31	tsu31	tsu31	tsu21	tsu31	tsu31	tsu31	tsu213	tsu31	tsu14	tsu35	tsu24	tʃuk2	tʃu51
骨	ku213	ku213	ku13	ku213	ku213	ku31	ku31	ku31	ku31	ku31	ku21	ku31	ku31	ku31	ku213	ku31	kuei33	ky55	koɔ14	kut2	kuɤ51
轮	lɐn31	lən31	lɐn21	lɘ̃31	lən31	len31	len31	lən31	len31	len31	lən21	lən31	lɜn31	ləŋ31	lɜn22	len31	len213	len22	lɘŋ31	lʊn12	lə̃231
俊	tsɐn35	ʦən35	ʨin35	ʦɘ̃35	tsən35	tsen24	tsen35	tsuən13	tsen24	tɕyn24	tsən24	tɕyɪ̃35	tsɜn24	tɕin24	ʨye224	tsyn13	tsyn45	tʃuen35	tʃyi33	tʃʊn51	tʃyn503
笋	sɐn53	sən53	sɐn51	sɘ̃53	sən553	sen453	sen53	sən45	sen55	sen51	sən55	sən55	sɜn55	səŋ53	sɜn553	sen45	soŋ31	ʃy24	ʃyi211	sʊn31	sə̃44
准	tɕuɐn53	tɕyn53	tɕyn51	tɕyn53	tɕyn553	tɕyn453	tɕyn53	tɕyẽ45	tɕyẽ55	tɕyn51	tɕyn55	tɕyɪ̃55	tɕyn55	tɕyn53	tsɜn553	tɕʰyn45	tʃyn31	tʃy24	tʃyi211	tʃʊn31	tʃyn231
春	tɕʰyn44	tɕʰyn44	tɕʰyn44	tɕʰyn44	tɕʰyn44	tɕʰyn33	tɕʰyn44	tɕʰyẽ33	tɕʰyẽ44	tɕʰyn33	tɕʰyn33	tɕʰyɪ̃44	tɕʰyn33	tɕʰyn33	tɕʰyẽ44	tɕʰyn44	tʃʰyn33	tʃʰy52	tʃʰyi52	tʃʰʊn24	tʃʰə̃51
唇	ɕyn31	ɕin31	ɕyẽ21	ɕin31	tsɐn31	ɕien31	sen31	sən31	tsen31	ɕyn31	ɕyn21	tɕʰyɪ̃31	ɕyn31	ɕyn31	tsʰɜn21	ɕyn31	ʃyn213	ʃy35	ʃi42	ʃʊn12	sə̃231
顺	ɕyn35	ɕyn35	ɕyn35	ɕin35	ɕỹ35	ɕyn24	ɕyn35	ɕyẽ13	ɕyẽ24	ɕyn24	ɕyn24	ɕyɪ̃35	ɕyn24	ɕyn24	ɕyẽ224	ɕyn13	ʃyn45	ʃy35	ʃyi45	ʃʊn51	syn503
纯	ɕyn31	ɕyn31	ɕyn21	ɕyn31	ɕyn31	ɕyen31	ɕyn31	ɕyẽ31	ɕyẽ31	ɕyn31	ɕyn21	ɕyɪ̃31	ɕyn31	ɕyn31	ɕyẽ22	ɕyn31	ʃyn213	ʃyen22	ʃuɘŋ31	tʃʰʊn12	syn231
闰	yn35	yn35	yn35	yn35	ỹ35	yn24	yn35	yẽ13	yẽ24	yn24	yn24	yɪ̃35	yn24	yn24	yẽ224	yn13	yn45	y35	yi45	iʊn51	və̃203
均	kyn44	kʰyn44	kʰyn44	kʰyn44	kʰyn44	ʨyn33	kyn44	tɕʰyẽ33	tɕyẽ44	ʨyn33	kyn33	kyɪ̃44	kyn33	kyn33	kyẽ44	tɕyn44	tʃyn33	kyen55	ʨyi52	kyn24	kʰyn44
匀	yn31	yn31	yn21	yn31	yn31	yn31	yn31	yẽ31	yẽ31	yn31	yn21	yɪ̃31	yn31	yn31	yẽ22	yn31	yn213	yen22	uɘŋ31	iʊn12	yn231
律	ly213	ly213	ly13	ly31	ly213	ly31	ly31	lyɪ31	ly31	ly31	ly21	ly31	ly31	ly31	ly213	ly31	ndy45	li35	li31	lit5	ly203
出	tɕʰy213	tɕʰy213	tɕʰy13	tɕʰy213	tɕʰy213	tɕʰy31	tɕʰy31	tɕʰyɪ31	tɕʰy31	tɕʰy31	tɕʰy21	tɕʰy31	tɕʰy31	tɕʰy31	tɕʰy44	tɕʰy31	tʃʰy33	ʃy55	suɑ14	tʃʰut2	tʃʰɤ51
橘	ky213	ky213	ky13	ky213	ky213	ʨy31	ky31	ʨyɪ31	tɕy31	ʨy31	ky21	ky31	ky31	ʨy31	ky213	tɕy31	tʃy14	kuei55	ʨyi31	kyt2	ky231
分(动词)	fɐn44	fən44	fɐn44	fɘ̃44	fən44	fen33	fen44	fən33	fen44	fen33	fən33	fən44	fɜn33	fəŋ33	fɜn44	fen44	fen33	poŋ52	mɘŋ42	fun24	pə̃51
粉	fɐn53	fən53	fɐn51	fɘ̃53	fən553	fen453	fen53	fən45	fen55	fen51	fən55	fən55	fɜn55	fəŋ53	fɜn553	fen45	fen31	hoŋ24	hɘŋ211	fun31	fə̃44
粪	fɐn35	fən35	fɐn35	fɘ̃35	fən35	fen24	fen35	fən13	fen24	fen24	fən24	fən35	fɜn24	fəŋ24	fɜn224	fen13	fen45	pua33/fen35	pɘŋ52	fun51	pə̃503
坟	fɐn31	fən31	fɐn21	fɘ̃31	fən31	fen31	fen31	fən31	fen31	fen31	fən21	fən31	fɜn31	fəŋ31	fɜn22	fen31	fen213		fɘŋ31	fun12	pə̃231
蚊	uɐn31	uən31	uɐn21	uɘ̃31	uən31	uen31	uen31	uən31	uen31	uen31	uən21	uən31	uɜn31	uəŋ31	uɜn22	uen31	min33	mu22	mɘŋ42	mun24	mə̃231
问	uɐn35	uən35	uɐn35	uɘ̃35	uən35	uen24	uen35	uən13	uen24	uen24	uən24	uən35	uɜn24	uəŋ24	uɜn224	uen13	fen14	moŋ35	mɘŋ45	mun51	mə̃203
军	kyn44	kyn44	kyn44	kyn44	kyn44	ʨyn33	kyn44	ʨyẽ33	tɕyẽ44	ʨyn33	kyn33	kyɪ̃44	kyn33	ʨyn33	kyẽ44	tɕyn44	tʃyn33	ky52	ʨyi52	kʊn24	kuə̃51
裙	kyn31	kyn31	kyn21	kyn31	kyn31	ʨʰyn31	kʰyn31	ʨʰyẽ31	tɕʰyẽ31	ʨʰyn31	kʰyn21	kʰyɪ̃31	kʰyn31	ʨʰyn31	kʰyẽ22	tɕʰyn31	ʃyn213	kʰyen22	ʨyi42	kʰyn12	kuə̃231
熏	ɕyn44	ɕyn44	ɕyn44	xyn44	ɕyn44	ɕyn33	ɕyn44	ɕyẽ33	ɕyẽ44	ɕyn33	ɕyn33	ɕyɪ̃44	ɕyn33	ɕyn33	ɕyẽ44	ɕyn44	ʃyn33	ʃy52	ʃyi52	ʃʊn24	ʃy51
云	yn31	yn31	yn21	yn31	yn31	yn31	yn31	yẽ31	yẽ31	yn31	yn21	yɪ̃31	yn31	yn31	yẽ22	yn31	yn213	y22	yi31	iʊn12	və̃231
运	yn35	yn35	yn35	yn35	yn35	yn24	yn35	yẽ13	yẽ24	yn24	yn24	yɪ̃35	yn24	yn24	yẽ224	yn13	yn45	y35/yen35	yi45	iʊn51	və̃203
佛	fu213	fu213	fu13	fu213	fu213	xuo31	fu31	fu31	fu31	fu31	fu21	fou31	fu31	xuo31	fɤ213	fo31	fu213	fu22	hoɔ45	fut2	pu231
物	u213	u213	u13	u213	u213	uo31	u31	uo31	u31	uo31	u21	uo31	u31	u35	u213	və31	u45	u35	oɔ31	vut5	vɤ203
帮	pɑŋ44	pɑŋ44	paŋ44	pɑŋ44	paŋ44	paŋ33	pɑŋ44	paŋ33	pã44	paŋ33	paŋ33	pɑ̃44	pɑŋ33	pɑŋ33	paŋ44	paŋ44	põ33	paŋ52	mɐŋ52	pɔŋ24	piɛ̃51
忙	mɑŋ31	mɑŋ31	maŋ21	mɑŋ31	maŋ31	maŋ31	mɑŋ31	maŋ31	mã31	maŋ31	maŋ21	mɑ̃31	mɑŋ31	mɑŋ31	maŋ22	maŋ31	mõ213	maŋ22	mɐŋ31	mɔŋ12	miɛ̃231
党	tɑŋ53	tɑŋ53	taŋ51	tɑŋ53	taŋ553	taŋ453	tɑŋ53	taŋ45	tã55	taŋ51	taŋ55	tɑ̃55	tɑŋ55	tɑŋ53	taŋ553	taŋ45	tæ̃31	taŋ52	nɐŋ211	tɔŋ31	lã44
汤	tʰɑŋ44	tʰɑŋ44	tʰaŋ44	tʰɑŋ44	tʰaŋ44	tʰaŋ33	tʰɑŋ44	tʰaŋ33	tʰã44	tʰaŋ33	tʰaŋ33	tʰɑ̃44	tʰɑŋ33	tʰɑŋ33	tʰaŋ44	tʰaŋ44	tʰõ33	tʰaŋ52	tʰɐŋ42	tʰɔŋ24	tʰiɛ̃51
糖	tɑŋ31	tɑŋ31	taŋ21	tɑŋ31	taŋ31	tʰaŋ31	tʰɑŋ31	tʰaŋ31	tã31	tʰaŋ31	tʰaŋ21	tɑ̃31	tʰɑŋ31	tʰɑŋ31	tʰaŋ22	tʰaŋ31	tõ213	ɗaŋ22	tɐŋ31	tʰɔŋ12	tiɛ̃231
浪	lɑŋ35	lɑŋ35	laŋ35	lɑŋ35	laŋ35	laŋ24	lɑŋ35	laŋ13	lã24	laŋ24	laŋ24	lɑ̃35	lɑŋ24	lɑŋ24	laŋ224	laŋ13	næ̃33	laŋ35	lɐŋ45	lɔŋ51	niɛ̃203
仓	tsʰɑŋ44	tʰɑŋ44	tsʰaŋ44	tsʰɑŋ44	tsʰaŋ44	tsʰaŋ33	tsʰɑŋ44	tsʰaŋ33	tsʰã44	tsʰaŋ33	tsʰaŋ33	tsʰɑ̃44	tsʰɑŋ33	tsʰɑŋ33	tsʰaŋ44	tsʰaŋ44	tsʰõ33	tsʰaŋ33	tsʰɐŋ42	tʃʰɔŋ24	tʰiɛ̃51
钢	kɑŋ44	kɑŋ44	kaŋ44	kɑŋ44	kaŋ44	kaŋ33	kɑŋ44	kaŋ33	kã44	kaŋ33	kaŋ33	kɑ̃44	kɑŋ33	kɑŋ33	kaŋ44	kaŋ44	kæ̃33	kaŋ52	kɐŋ52	kɔŋ51	kyɛ̃51
糠	kʰɑŋ44	kʰɑŋ44	kʰaŋ44	kʰɑŋ44	kʰaŋ44	kʰaŋ33	kʰɑŋ44	kʰaŋ33	kʰã44	kʰaŋ33	kʰaŋ33	kʰɑ̃44	kʰɑŋ33	kʰɑŋ33	kʰaŋ44	kʰaŋ44	kʰõ33	haŋ52	hɐŋ42	kʰɔŋ24	ʃiɛ̃51
薄(厚~)	puo31	puo213	puo13	puo213	puo31	puo31	puo31	puo31	puo31	puo31	puo21	puo31	po31	puo31	puo213	po31	pʰuo14	pu35	pɤɯ14	pʰɔk5	pia203
摸	muo44	muo44	muo44	muo44	muo44	muo33	muo44	muo33	muo44	muo33	mo33	muo44	mo33	muo33	muo44	mo44	muo14	mɤ55	mɤɯ14	mɔ24	my51
托	tʰuo213	tʰuo213	tʰuo44	tʰuo213	tʰuo213	tʰuo33	tʰuo31	tʰuo31	tʰuo31	tʰuo31	tʰuo21	tʰuo44	tʰo31	tʰuo31	tʰuo213	tʰo31	tʰu33	tʰɤ55	tʰɤɯ14	tʰɔk2	tʰuɤ51
落	luo213	luo213	luo13	luo213	luo213	luo31	luo31	luo31	luo31	luo31	luo21	luo31	lo31	luo31	luo213	lo31	lu45	ləu35	lɤɯ241	lɔk5	liɑ203
作	tsuo213	tsuo213	tsuo13	tsuo213	tsuo213	tsuo31	tsuo31	tsuo31	tsuo31	tsuo31	tsuo21	tsuo31	tso24	tsuo31	tsuo213	tso31	tsuo14	tsu35	tɤɯ33	tʃɔk2	tiɑ503
索	suo213	suo213	suo13	suo213	suo213	suo31	suo31	suo31	suo31	suo24	so21	su35	so31	suo31	suo213	so31	suo14	su35	sɔu42	sɔk2	sy51
各	kuo213	kuo213	kuo13	kuo213	kuo213	kuo31	kuo31	kuo31	kuo31	kuo31	kuo21	kuo31	ko31	kuo31	kuo213	ko31	ku33	ku55	ku14	kɔk2	kyɑ503
鹤	kʰuo213	kʰuo213	xuo13	xɘ213	xɯə213	xuo31	xuo243	kʰuo31/kuo31	xuo31	xuo24	xuo21	xuo31	xo243	xuo31	xuo213	xo31	xuo14	hɤ35	kʰu14	hɔk2	hɤ51
恶(善恶)	uo213	uo213	uo13	uo213	uo213	uo31	uo31	uo31	uo31	uo31	uo21	uo31	ŋo31	uo24	uo213	ŋo31	uo14	u35	ɔu14	ɔk2	yɑ503
娘	niɑŋ31	ŋiɑŋ31	ȵiaŋ21	ŋiɑŋ31	ŋiaŋ31	ȵiaŋ31	niɑŋ31	ȵiaŋ31	niã31	niaŋ31	ȵiaŋ21	ȵiɑ̃31	ȵiɑŋ31	niɑŋ31	ȵiaŋ22	niaŋ31	ȵio213	ȵiaŋ22	ȵaŋ31	niɔŋ12	nie231
两(斤~)	liɑŋ53	liɑŋ53	liaŋ51	liɑŋ53	liaŋ553	liaŋ453	liɑŋ53	ndiaŋ45	liã55	niaŋ51	liaŋ55	liɑ̃55	liɑŋ55	liɑŋ53	ndiaŋ553	niaŋ45	ȵiɑɔ31	ɗiaŋ24	liaŋ33	liɔŋ31	lie231
亮	liɑŋ35	liɑŋ35	liaŋ35	liɑŋ35	liaŋ35	liaŋ24	liɑŋ35	ndiaŋ13	liã24	niaŋ24	liaŋ24	liɑ̃35	liɑŋ24	liɑŋ24	ndiaŋ224	niaŋ13	ȵiɑɔ45	ɗiaŋ35	liaŋ45	liɔŋ51	lie203
浆	tɕiɑŋ44	tɕiɑŋ44	tɕiaŋ44	tɕiɑŋ44	tɕiaŋ44	tɕiaŋ24	tɕiɑŋ44	tɕiaŋ33	tɕiã44	tɕiaŋ33	tɕiaŋ33	tɕiɑ̃44	tɕiɑŋ33	tɕiɑŋ24	tɕiaŋ44	tɕiaŋ44	tʃiõ33	tʃiaŋ52	tʃiaŋ52	tʃiɔŋ24	tiaŋ51
