漢字	聲部	韻部	調類	聲-值	韻-值	調-值	釋義
急	見	金入	陰入	k	ɐp	7	緊急迫也速也
恰	曉	金入	陰入	h	ɐp	7	似也適當之詞
悒	以	金入	陰入	j	ɐp	7	悒悒不安貌憂也
戢	清	金入	陰入	tsʰ	ɐp	7	安集也止也斂也藏也
拉	來	金入	陰入	l	ɐp	7	摧折也又招也又音凉加切
挹	以	金入	陰入	j	ɐp	7	酌也又抒也
揖	以	金入	陰入	j	ɐp	7	拱揖
揖	精	兼入	陰入	ts	ip	7	短揖以進舟名
汁	照	金入	陰入	tʃ	ɐp	7	液也
汲	溪	金入	陰入	kʰ	ɐp	7	引也又孜汲勤勉也
泣	以	金入	陰入	j	ɐp	7	無言出涕曰泣
浥	以	金入	陰入	j	ɐp	7	濕意
潝	以	金入	陰入	j	ɐp	7	水出貌
澀	審	金入	陰入	ʃ	ɐp	7	同上(活潤貌不乾也)
濈	清	金入	陰入	tsʰ	ɐp	7	口舌聲
濕	審	金入	陰入	ʃ	ɐp	7	活潤貌不乾也
熠	以	金入	陰入	j	ɐp	7	盛光也閃鑠貌
笈	溪	金入	陰入	kʰ	ɐp	7	書箱也故從師者曰負笈
笠	來	金入	陰入	l	ɐp	7	蓑笠帽也
粒	泥	金入	陰入	n	ɐp	7	米顆
級	溪	金入	陰入	kʰ	ɐp	7	等級又留次
給	溪	金入	陰入	kʰ	ɐp	7	供給瞻也又口給言詞利捷也
緝	清	金入	陰入	tsʰ	ɐp	7	繼續也續也
縶	照	金入	陰入	tʃ	ɐp	7	羈係也絆馬足曰縶
翕	以	金入	陰入	j	ɐp	7	合也衆也
苙	來	金入	陰入	l	ɐp	7	畜欄也
葺	清	金入	陰入	tsʰ	ɐp	7	修補也
輯	清	金入	陰入	tsʰ	ɐp	7	斂也聚也集也
邑	以	金入	陰入	j	ɐp	7	都邑
闟	溪	金入	陰入	kʰ	ɐp	7	戟名又闔也
馽	照	金入	陰入	tʃ	ɐp	7	同上(羈係也絆馬足曰縶)
什	審	金入	陽入	ʃ	ɐp	8	同上又篇什(數之終也)
入	日	金入	陽入	ɲ	ɐp	8	進也納也
十	審	金入	陽入	ʃ	ɐp	8	數之終也
及	溪	金入	陽入	kʰ	ɐp	8	逮也波也至也兼與之詞
廿	以	金入	陽入	j	ɐp	8	二十曰廿
拾	審	金入	陽入	ʃ	ɐp	8	掇拾取也亦作十
槢	精	金入	陽入	ts	ɐp	8	堅木
立	來	金入	陽入	l	ɐp	8	企也建也置也豎立特立
習	精	金入	陽入	ts	ɐp	8	學慣熟也狎也練也
襍	精	金入	陽入	ts	ɐp	8	同上(參錯也亂也)
襍	精	緘入	陽入	ts	ap	8	同上(參錯也五綵相合也)
襲	精	金入	陽入	ts	ɐp	8	重衣也因也又潛師掩取曰襲
隰	精	金入	陽入	ts	ɐp	8	下濕曰隰
集	精	金入	陽入	ts	ɐp	8	聚集會集
雜	精	金入	陽入	ts	ɐp	8	參錯也亂也
雜	精	緘入	陽入	ts	ap	8	參錯也五綵相合也
霫	精	金入	陽入	ts	ɐp	8	大雨
交	見	交	陰平	k	au	1	交易交互交友
包	幫	交	陰平	p	au	1	裹也合也容藏也
哮	曉	交	陰平	h	au	1	哮喘又豕驚聲又大怒也
啁	照	交	陰平	tʃ	au	1	啁嘐聲
嘐	見	交	陰平	k	au	1	志大言大貌
嘲	照	交	陰平	tʃ	au	1	以言相譏笑也
墝	曉	交	陰平	h	au	1	土之堅也
弰	審	交	陰平	ʃ	au	1	弓衣也
抄	穿	交	陰平	tʃʰ	au	1	抄寫
抛	滂	交	陰平	pʰ	au	1	投也擲也
拷	曉	交	陰平	h	au	1	拷打
教	見	交	陰平	k	au	1	使之爲也
教	見	交	陰去	k	au	5	訓誨
敲	曉	交	陰平	h	au	1	叩也擊也
梢	審	交	陰平	ʃ	au	1	木枝也又駕船之人曰梢公
磽	曉	交	陰平	h	au	1	瘠薄也
筲	審	交	陰平	ʃ	au	1	竹器
胞	幫	交	陰平	p	au	1	胎衣也
膠	見	交	陰平	k	au	1	無變通曰膠固
苞	幫	交	陰平	p	au	1	苞桑叢生也豐茂也
茭	見	交	陰平	k	au	1	茭笋
虓	曉	交	陰平	h	au	1	虎怒鳴
蛟	見	交	陰平	k	au	1	龍屬
蛸	審	交	陰平	ʃ	au	1	螵蛸小蜘蛛也
轇	見	交	陰平	k	au	1	轇轕言語紛紜也
郊	見	交	陰平	k	au	1	邑外曰郊
鮫	見	交	陰平	k	au	1	魚名
䖥	明	交	陽平	m	au	2	食苗根蟲
匏	滂	交	陽平	pʰ	au	2	匏瓠可爲笙竿
呶	泥	交	陽平	n	au	2	讙聲
咆	滂	交	陽平	pʰ	au	2	熊虎聲
崤	我	交	陽平	ŋ	au	2	山名
巢	穿	交	陽平	tʃʰ	au	2	鳥在木上曰巢
庖	滂	交	陽平	pʰ	au	2	庖廚
怓	泥	交	陽平	n	au	2	喧也
殽	我	交	陽平	ŋ	au	2	同上謂錯雜(餚饌凡非穀而食皆曰饌)
淆	我	交	陽平	ŋ	au	2	混淆
漅	穿	交	陽平	tʃʰ	au	2	湖名在合肥亦作巢
炰	滂	交	陽平	pʰ	au	2	炰休氣健貌
爻	我	交	陽平	ŋ	au	2	卦名
狃	泥	交	陽平	n	au	2	山名
矛	明	交	陽平	m	au	2	勾刀
肴	我	交	陽平	ŋ	au	2	啖也
茅	明	交	陽平	m	au	2	草之高大曰茅
茆	明	交	陽平	m	au	2	同上(草之高大曰茅)
譊	泥	交	陽平	n	au	2	爭也恚呼也
跑	滂	交	陽平	pʰ	au	2	足跑地也
轈	穿	交	陽平	tʃʰ	au	2	兵車加轈以望敵也
鞄	滂	交	陽平	pʰ	au	2	柔革之功
餚	我	交	陽平	ŋ	au	2	餚饌凡非穀而食皆曰饌
髳	明	交	陽平	m	au	2	長刀
姣	見	交	陰上	k	au	3	好也
巧	曉	交	陰上	h	au	3	好也又精巧
找	照	交	陰上	tʃ	au	3	找尋找換
拗	亞	交	陰上		au	3	屋狡切以手拉折物
拗	亞	交	陰去		au	5	偏急不相合也
攪	見	交	陰上	k	au	3	亂之也撓也擾也又手動也
攷	曉	交	陰上	h	au	3	稽察也
栲	曉	交	陰上	h	au	3	木名山樗也
炒	穿	交	陰上	tʃʰ	au	3	乾熬食物曰炒
煼	穿	交	陰上	tʃʰ	au	3	同上(乾熬食物曰炒)
爪	照	交	陰上	tʃ	au	3	手足甲也
狡	見	交	陰上	k	au	3	狂也猾也又少狗也匈奴地有狡犬巨口而黒身
皎	見	交	陰上	k	au	3	潔白也又月光也
稍	審	交	陰上	ʃ	au	3	漸也略也又廩食曰稍
絞	見	交	陰上	k	au	3	纏也繞也迫急也
考	曉	交	陰上	h	au	3	夀考稽考又成也又稱父曰考
酵	曉	交	陰上	h	au	3	酒味醇也
飽	幫	交	陰上	p	au	3	滿食
卯	明	交	陽上	m	au	4	辰名
咬	我	交	陽上	ŋ	au	4	噬也
撓	泥	交	陽上	n	au	4	屈也又擾亂也又摧折也
昴	明	交	陽上	m	au	4	木名
齩	我	交	陽上	ŋ	au	4	齧也
䈇	照	交	陰去	tʃ	au	5	同上(罩嘲去聲取魚器也)
凹	亞	交	陰去		au	5	灣也曲也
哨	審	交	陰去	ʃ	au	5	物之殺銳曰哨兵之夥亦曰哨
坳	亞	交	陰去		au	5	地坳下也不平也
孝	曉	交	陰去	h	au	5	善事父母曰孝喪服亦曰孝
校	見	交	陰去	k	au	5	計校相角也考也又音效學宮也
校	曉	交	陽去	h	au	6	學宮名夏曰校
棹	照	交	陰去	tʃ	au	5	進船之器
櫂	照	交	陰去	tʃ	au	5	同上(進船之器)
泡	滂	交	陰去	pʰ	au	5	水上浮漚
滘	見	交	陰去	k	au	5	涌𣽸
炮	滂	交	陰去	pʰ	au	5	火炮
爆	幫	交	陰去	p	au	5	包去聲火烈貌又音暴
珓	見	交	陰去	k	au	5	珓盃
窖	見	交	陰去	k	au	5	地藏物曰窖
笊	照	交	陰去	tʃ	au	5	笊籬
罩	照	交	陰去	tʃ	au	5	罩嘲去聲取魚器也
豹	滂	交	陰去	pʰ	au	5	似虎而圓絞
趵	滂	交	陰去	pʰ	au	5	跳躍貌
鈔	穿	交	陰去	tʃʰ	au	5	鈔錢又略取也
鉸	見	交	陰去	k	au	5	鉸剪釘鉸
傚	曉	交	陽去	h	au	6	倣也則也
効	曉	交	陽去	h	au	6	効者致其力也亦作功効
恔	曉	交	陽去	h	au	6	快也
效	曉	交	陽去	h	au	6	學效功效又效法效驗
斆	曉	交	陽去	h	au	6	與效同
淖	泥	交	陽去	n	au	6	泥也
貌	明	交	陽去	m	au	6	形貌容貌
鬧	泥	交	陽去	n	au	6	喧囂也不靜也
㘽	精	栽	陰平	ts	ɔi	1	培也
䚡	心	栽	陰平	s	ɔi	1	角中有角
䰄	心	栽	陰平	s	ɔi	1	與腮同又音思多鬚貌
台	透	栽	陰平	tʰ	ɔi	1	星名又台鼎三公之位
哀	亞	栽	陰平		ɔi	1	悲哀
哉	精	栽	陰平	ts	ɔi	1	語助詞又始也
垓	見	栽	陰平	k	ɔi	1	八極地也
埃	亞	栽	陰平		ɔi	1	塵埃
愢	心	栽	陰平	s	ɔi	1	意不定也
栽	精	栽	陰平	ts	ɔi	1	種植也
毸	心	栽	陰平	s	ɔi	1	張羽也
涘	亞	栽	陰平		ɔi	1	涓涘即一滴水又音自
災	精	栽	陰平	ts	ɔi	1	災禍災害
灾	精	栽	陰平	ts	ɔi	1	同上(災禍災害)
烖	精	栽	陰平	ts	ɔi	1	同上(災禍災害)
胎	透	栽	陰平	tʰ	ɔi	1	孕婦三月
腮	心	栽	陰平	s	ɔi	1	腮頰
荄	見	栽	陰平	k	ɔi	1	草木枯根
該	見	栽	陰平	k	ɔi	1	當也兼也
邰	透	栽	陰平	tʰ	ɔi	1	國名
開	曉	栽	陰平	h	ɔi	1	啓也闢也
陔	見	栽	陰平	k	ɔi	1	階次也
顋	心	栽	陰平	s	ɔi	1	同上(腮頰)
駘	透	栽	陰平	tʰ	ɔi	1	駘駑醜馬
䅘	來	栽	陽平	l	ɔi	2	麥也
來	來	栽	陽平	l	ɔi	2	往來至也又招之也
呆	我	栽	陽平	ŋ	ɔi	2	蠢也
孩	曉	栽	陽平	h	ɔi	2	小童子也
崍	來	栽	陽平	l	ɔi	2	山名
徠	來	栽	陽平	l	ɔi	2	同上又盼徠(招𢯦)
才	清	栽	陽平	tsʰ	ɔi	2	能也功也略也
擡	透	栽	陽平	tʰ	ɔi	2	扛也舉也
材	清	栽	陽平	tsʰ	ɔi	2	人之可用者曰賢木之可用者曰材料
来	來	栽	陽平	l	ɔi	2	同上(往來至也又招之也)
檯	透	栽	陽平	tʰ	ɔi	2	木名
炱	透	栽	陽平	tʰ	ɔi	2	煤也火煙所生塵也
纔	清	栽	陽平	tsʰ	ɔi	2	暫也僅也又剛纔方纔
臺	透	栽	陽平	tʰ	ɔi	2	樓臺
苔	透	栽	陽平	tʰ	ɔi	2	水草
萊	來	栽	陽平	l	ɔi	2	草萊又蓬萊仙境
薹	透	栽	陽平	tʰ	ɔi	2	大須草
裁	清	栽	陽平	tsʰ	ɔi	2	裁衣又裁度裁製
財	清	栽	陽平	tsʰ	ɔi	2	寶也又貨也
頦	曉	栽	陽平	h	ɔi	2	頤也頷也
駭	曉	栽	陽平	h	ɔi	2	驚駭
騃	我	栽	陽平	ŋ	ɔi	2	同上(蠢也)
騋	來	栽	陽平	l	ɔi	2	馬七尺以上爲騋
骸	曉	栽	陽平	h	ɔi	2	骸骨
𢯦	來	栽	陽平	l	ɔi	2	招𢯦
𦆵	清	栽	陽平	tsʰ	ɔi	2	同上(暫也僅也又剛纔方纔)
僾	亞	栽	陰上		ɔi	3	彷彿貌
凱	曉	栽	陰上	h	ɔi	3	和樂也善也又征勝而旋曰凱旋歌曰凱歌
剴	曉	栽	陰上	h	ɔi	3	切也割也
塏	曉	栽	陰上	h	ɔi	3	高爽也
宰	精	栽	陰上	ts	ɔi	3	主宰烹宰又邑宰家宰
寀	清	栽	陰上	tsʰ	ɔi	3	寮寀
嵦	曉	栽	陰上	h	ɔi	3	高燥貌
彩	清	栽	陰上	tsʰ	ɔi	3	光彩
愷	曉	栽	陰上	h	ɔi	3	愷悌樂易也
採	清	栽	陰上	tsʰ	ɔi	3	取也
改	見	栽	陰上	k	ɔi	3	更也易也
曖	亞	栽	陰上		ɔi	3	曖昧暗也不明也
棌	清	栽	陰上	tsʰ	ɔi	3	木名
海	曉	栽	陰上	h	ɔi	3	江海
綵	清	栽	陰上	tsʰ	ɔi	3	文色也繪也
藹	亞	栽	陰上		ɔi	3	和藹又人臣盡力之美
載	精	栽	陰上	ts	ɔi	3	年也
載	精	栽	陰去	ts	ɔi	5	裝載又載籍
醢	曉	栽	陰上	h	ɔi	3	肉醬曰醢
采	清	栽	陰上	tsʰ	ɔi	3	文采又采取
鎧	曉	栽	陰上	h	ɔi	3	甲也
闓	曉	栽	陰上	h	ɔi	3	闢也又闓也
靄	亞	栽	陰上		ɔi	3	雲集貌
靉	亞	栽	陰上		ɔi	3	雲盛貌
殆	透	栽	陽上	tʰ	ɔi	4	危也又語詞
丐	溪	栽	陰去	kʰ	ɔi	5	乞丐
嘅	溪	栽	陰去	kʰ	ɔi	5	嘆詞
愛	亞	栽	陰去		ɔi	5	愛慕寵愛
慨	溪	栽	陰去	kʰ	ɔi	5	慷慨又感慨
概	溪	栽	陰去	kʰ	ɔi	5	大略也又一概節概氣概
溉	溪	栽	陰去	kʰ	ɔi	5	灌也注也
爱	亞	栽	陰去		ɔi	5	同上(愛慕寵愛)
盖	見	栽	陰去	k	ɔi	5	同上(覆也掩也又起語詞)
菜	清	栽	陰去	tsʰ	ɔi	5	蔬菜
葢	見	栽	陰去	k	ɔi	5	同上(覆也掩也又起語詞)
蓋	見	栽	陰去	k	ɔi	5	覆也掩也又起語詞
蓋	見	甘入	陰入	k	ɔp	7	齊邑名
蔡	清	栽	陰去	tsʰ	ɔi	5	國名又大龜也又姓
賽	心	栽	陰去	s	ɔi	5	比併也又報賽
亥	曉	栽	陽去	h	ɔi	6	辰名
代	端	栽	陽去	t	ɔi	6	世代又替代
内	泥	栽	陽去	n	ɔi	6	裏也
再	精	栽	陽去	ts	ɔi	6	又也乃也
在	精	栽	陽去	ts	ɔi	6	居也存也
外	我	栽	陽去	ŋ	ɔi	6	内外表也
奈	泥	栽	陽去	n	ɔi	6	同上(無柰即無如之何)
害	曉	栽	陽去	h	ɔi	6	傷害妨害
岱	端	栽	陽去	t	ɔi	6	泰山衆山之宗
待	端	栽	陽去	t	ɔi	6	俟也
柰	泥	栽	陽去	n	ɔi	6	無柰即無如之何
玳	端	栽	陽去	t	ɔi	6	玳瑁
瑇	端	栽	陽去	t	ɔi	6	瑇瑁
碍	我	栽	陽去	ŋ	ɔi	6	窒碍妨碍阻碍
礙	我	栽	陽去	ŋ	ɔi	6	同上(窒碍妨碍阻碍)
耐	泥	栽	陽去	n	ɔi	6	耐久忍耐
耒	來	栽	陽去	l	ɔi	6	耒耜
袋	端	栽	陽去	t	ɔi	6	布袋
誄	來	栽	陽去	l	ɔi	6	禱祝詞與祭詞俱曰誄
賚	來	栽	陽去	l	ɔi	6	賜予也
閡	我	栽	陽去	ŋ	ɔi	6	同上又隔閡又音亥(窒碍妨碍阻碍)
靆	端	栽	陽去	t	ɔi	6	雲靉靆
黛	端	栽	陽去	t	ɔi	6	粉黛眉黛
㑒	清	兼	陰平	tsʰ	im	1	同上(咸也皆也共也)
䠨	照	兼	陰平	tʃ	im	1	仰視
僉	清	兼	陰平	tsʰ	im	1	咸也皆也共也
兼	見	兼	陰平	k	im	1	并也統也
占	照	兼	陰平	tʃ	im	1	驗也測也候也
占	照	兼	陰去	tʃ	im	5	霸占擅據也
奄	以	兼	陰平	j	im	1	急也遽也又國名
尖	精	兼	陰平	ts	im	1	小也
崦	以	兼	陰平	j	im	1	崦嵭
幨	照	兼	陰平	tʃ	im	1	帖也
憸	清	兼	陰平	tsʰ	im	1	利也
拈	泥	兼	陰平	n	im	1	鳥占切以手持物也
摻	清	兼	陰平	tsʰ	im	1	與攕同又音覽
摻	清	緘	陰上	tsʰ	am	3	羅而取之
殲	清	兼	陰平	tsʰ	im	1	滅也盡也
沾	照	兼	陰平	tʃ	im	1	漬也濡也又沾恩
淹	以	兼	陰平	j	im	1	漬也滯也
添	透	兼	陰平	tʰ	im	1	益也加也
渰	以	兼	陰平	j	im	1	同上(漬也滯也)
瀸	清	兼	陰平	tsʰ	im	1	汲也
瞻	照	兼	陰平	tʃ	im	1	瞻仰
秥	照	兼	陰平	tʃ	im	1	秥米
簽	清	兼	陰平	tsʰ	im	1	竹簾又簽書
籤	清	兼	陰平	tsʰ	im	1	神籤驗也又竹籌
粘	照	兼	陰平	tʃ	im	1	糊也
纖	清	兼	陰平	tsʰ	im	1	細微也
腌	以	兼	陰平	j	im	1	用鹽腌物
蒹	見	兼	陰平	k	im	1	蒹葭草名
襜	照	兼	陰平	tʃ	im	1	整也
覘	照	兼	陰平	tʃ	im	1	闚視也
詹	照	兼	陰平	tʃ	im	1	姓亦竹名
謙	曉	兼	陰平	h	im	1	讓也敬也
譫	照	兼	陰平	tʃ	im	1	多言也
醃	以	兼	陰平	j	im	1	漬藏物
閹	以	兼	陰平	j	im	1	閹宦
霑	照	兼	陰平	tʃ	im	1	霑足雨之多也
鰜	見	兼	陰平	k	im	1	比目魚
鶼	見	兼	陰平	k	im	1	比翼鳥
黏	照	兼	陰平	tʃ	im	1	穀名
𠠃	清	兼	陰平	tsʰ	im	1	竊也割也
𦧕	照	兼	陰平	tʃ	im	1	同上(姓亦竹名)
䉷	日	兼	陽平	ɲ	im	2	弋射所蔽
匳	來	兼	陽平	l	im	2	鏡匣又妝匳
嚴	日	兼	陽平	ɲ	im	2	威嚴端莊也
塩	以	兼	陽平	j	im	2	同上(煮海爲鹽)
嫌	以	兼	陽平	j	im	2	憎也疑也
帘	來	兼	陽平	l	im	2	酒望子即招牌也
廉	來	兼	陽平	l	im	2	清廉不貪
恬	透	兼	陽平	tʰ	im	2	安也靜也
柑	溪	兼	陽平	kʰ	im	2	木銜馬口
柑	見	甘	陰平	k	ɔm	1	果名
檐	以	兼	陽平	j	im	2	同上(屋簷)
湉	透	兼	陽平	tʰ	im	2	水靜也
潛	清	兼	陽平	tsʰ	im	2	伏也藏也
濂	來	兼	陽平	l	im	2	溪名
炎	日	兼	陽平	ɲ	im	2	熱也又火光也
甜	透	兼	陽平	tʰ	im	2	甘甜
箝	溪	兼	陽平	kʰ	im	2	箝天下之口
簷	以	兼	陽平	j	im	2	屋簷
簾	來	兼	陽平	l	im	2	編竹作帷
臁	來	兼	陽平	l	im	2	脛臁
蘞	來	兼	陽平	l	im	2	草名詩蘞蔓于野
蟾	審	兼	陽平	ʃ	im	2	月影爲蟾光炎
贍	審	兼	陽平	ʃ	im	2	足也賙也又繼食也
釅	日	兼	陽平	ɲ	im	2	酒醋味厚
鈐	溪	兼	陽平	kʰ	im	2	鐵鈐
鉗	溪	兼	陽平	kʰ	im	2	同上(鐵鈐)
鐮	來	兼	陽平	l	im	2	鐵鐮
髯	日	兼	陽平	ɲ	im	2	鬚髯
鮎	泥	兼	陽平	n	im	2	鳥潛切魚名
鹽	以	兼	陽平	j	im	2	煮海爲鹽
黔	溪	兼	陽平	kʰ	im	2	黑髮也即黔首
𢅏	來	兼	陽平	l	im	2	同上(編竹作帷)
𥖝	來	兼	陽平	l	im	2	礪石赤色
𦆆	來	兼	陽平	l	im	2	絲繒
𩬚	溪	兼	陽平	kʰ	im	2	去髮之刑
儼	以	兼	陰上	j	im	3	莊敬也
冉	以	兼	陰上	j	im	3	姓
剡	以	兼	陰上	j	im	3	銳利也又削也
厭	以	兼	陰上	j	im	3	消沮閉藏貌
厭	以	兼	陰去	j	im	5	足也又厭棄
埯	以	兼	陰上	j	im	3	土復物也
弇	以	兼	陰上	j	im	3	蓋也
忝	透	兼	陰上	tʰ	im	3	忝辱也
扊	以	兼	陰上	j	im	3	扊扅
掞	以	兼	陰上	j	im	3	削也又掞藻
掩	以	兼	陰上	j	im	3	避蓋也
揜	以	兼	陰上	j	im	3	同上(避蓋也)
撿	見	兼	陰上	k	im	3	搜尋也
斂	來	兼	陰上	l	im	3	收斂聚斂
染	以	兼	陰上	j	im	3	染色
檢	見	兼	陰上	k	im	3	巡察也搜也
殮	來	兼	陰上	l	im	3	以衣殮死者
点	端	兼	陰上	t	im	3	同上(吏點星點圈點)
獫	曉	兼	陰上	h	im	3	長喙犬也
玁	曉	兼	陰上	h	im	3	玁狁北狄也
琰	以	兼	陰上	j	im	3	璧也美色也又琰之銳者
苒	以	兼	陰上	j	im	3	荏苒柔喏貌又草盛貌
諂	穿	兼	陰上	tʃʰ	im	3	䛕媚也
讇	穿	兼	陰上	tʃʰ	im	3	同上(䛕媚也)
閃	審	兼	陰上	ʃ	im	3	躲避也
陝	審	兼	陰上	ʃ	im	3	陝西地名
險	曉	兼	陰上	h	im	3	危險
靨	以	兼	陰上	j	im	3	瘡靨
魘	以	兼	陰上	j	im	3	氣窒心亂而神惓則魘
點	端	兼	陰上	t	im	3	吏點星點圈點
黶	以	兼	陰上	j	im	3	面有黑子
𠑊	以	兼	陰上	j	im	3	同上(莊敬也)
僭	清	兼	陰去	tsʰ	im	5	越分也爭也
剣	見	兼	陰去	k	im	5	同上(兵器也其名曰龍泉太阿干將莫鋣曰巨闕辟閭)
劍	見	兼	陰去	k	im	5	兵器也其名曰龍泉太阿干將莫鋣曰巨闕辟閭
坫	端	兼	陰去	t	im	5	屏也障也酒肆也
塹	清	兼	陰去	tsʰ	im	5	坑塹
墊	端	兼	陰去	t	im	5	下也愛也
壍	清	兼	陰去	tsʰ	im	5	同上(坑塹)
店	端	兼	陰去	t	im	5	店肆
暹	清	兼	陰去	tsʰ	im	5	日光也升也進也
槧	清	兼	陰去	tsʰ	im	5	斬木爲槧
檿	以	兼	陰去	j	im	5	山桑
欠	曉	兼	陰去	h	im	5	少也
玷	端	兼	陰去	t	im	5	玉之瑕
阽	端	兼	陰去	t	im	5	阽危
饜	以	兼	陰去	j	im	5	飽飫也又貪婪謂無饜
儉	見	兼	陽去	k	im	6	慳儉
念	泥	兼	陽去	n	im	6	思念懷念
歛	來	兼	陽去	l	im	6	聚斂
漸	精	兼	陽去	ts	im	6	次也徐也稍也漬也
瀲	來	兼	陽去	l	im	6	瀲灩水滿貌
灩	以	兼	陽去	j	im	6	瀲灩水滿貌
焰	以	兼	陽去	j	im	6	火光
燄	以	兼	陽去	j	im	6	同上(火光)
爓	以	兼	陽去	j	im	6	火爓
臉	來	兼	陽去	l	im	6	腮臉
艶	以	兼	陽去	j	im	6	美也
豔	以	兼	陽去	j	im	6	同上(美也)
輦	來	兼	陽去	l	im	6	人步挽車
騐	以	兼	陽去	j	im	6	徵騐效騐應騐考騐證騐
驗	以	兼	陽去	j	im	6	同上(徵騐效騐應騐考騐證騐)
刦	見	兼入	陰入	k	ip	7	同上(劫掠強取也奪也剽掠也勢脅也)
劫	見	兼入	陰入	k	ip	7	劫掠強取也奪也剽掠也勢脅也
妾	清	兼入	陰入	tsʰ	ip	7	次妻曰妾
帖	透	兼入	陰入	tʰ	ip	7	簡帖券帖
怗	透	兼入	陰入	tʰ	ip	7	安也服也定也靜也
怯	曉	兼入	陰入	h	ip	7	畏也懦也懾也
恊	曉	兼入	陰入	h	ip	7	同心也和合也
愜	曉	兼入	陰入	h	ip	7	快也適也
慊	曉	兼入	陰入	h	ip	7	快也足也慰也
慴	照	兼入	陰入	tʃ	ip	7	同上(衣也)
懾	審	兼入	陰入	ʃ	ip	7	怖也心服也喪氣也怯也
挕	審	兼入	陰入	ʃ	ip	7	同上(兼攝總持也管束也)
挾	曉	兼入	陰入	h	ip	7	懷也持也藏也與也帶也掖也
接	精	兼入	陰入	ts	ip	7	相續也運也受也待也
摺	照	兼入	陰入	tʃ	ip	7	摺曡
攝	審	兼入	陰入	ʃ	ip	7	兼攝總持也管束也
曄	審	兼入	陰入	ʃ	ip	7	電光也
歉	曉	兼入	陰入	h	ip	7	不足也
浹	精	兼入	陰入	ts	ip	7	浹洽通徹也
涉	審	兼入	陰入	ʃ	ip	7	徒行過水曰涉又干涉
燁	審	兼入	陰入	ʃ	ip	7	同上(電光也)
睫	精	兼入	陰入	ts	ip	7	目睫目旁毛也
脅	曉	兼入	陰入	h	ip	7	迫脅
褶	照	兼入	陰入	tʃ	ip	7	衣也
襵	照	兼入	陰入	tʃ	ip	7	同上(衣也)
貼	透	兼入	陰入	tʰ	ip	7	粘貼附也
輒	照	兼入	陰入	tʃ	ip	7	急然也專也即也就也
饁	以	兼入	陰入	j	ip	7	以食餉作田之人也
叠	端	兼入	陽入	t	ip	8	同上(重曡積也累也又震曡)
喋	端	兼入	陽入	t	ip	8	多言便莅
屧	端	兼入	陽入	t	ip	8	履中薦
捏	泥	兼入	陽入	n	ip	8	捏誣
捻	泥	兼入	陽入	n	ip	8	用指捻物
揲	端	兼入	陽入	t	ip	8	摺揲
楪	端	兼入	陽入	t	ip	8	木楪
業	日	兼入	陽入	ɲ	ip	8	事業功業產業凡切治者皆業也又既也
涅	泥	兼入	陽入	n	ip	8	染皂物
渫	端	兼入	陽入	t	ip	8	間渫軍中間也即今細作也
牒	端	兼入	陽入	t	ip	8	札也簡也又官府移文謂之牒
獵	來	兼入	陽入	l	ip	8	逐取禽獸也
疊	端	兼入	陽入	t	ip	8	重曡積也累也又震曡
碟	端	兼入	陽入	t	ip	8	碗碟
籋	泥	兼入	陽入	n	ip	8	箝也又與攝同
聶	泥	兼入	陽入	n	ip	8	細切肉也又姓
艓	端	兼入	陽入	t	ip	8	小舟
葉	以	兼入	陽入	j	ip	8	樹葉國家至末世曰中葉
蝶	端	兼入	陽入	t	ip	8	蝴蝶
諜	端	兼入	陽入	t	ip	8	間諜
蹀	端	兼入	陽入	t	ip	8	踐履也
躐	來	兼入	陽入	l	ip	8	踐履也踰等也不循次謂躐等
躡	泥	兼入	陽入	n	ip	8	登也踏也
鄴	日	兼入	陽入	ɲ	ip	8	鄴架即書架也
鍱	端	兼入	陽入	t	ip	8	鍋鍱錫鍱
鑷	泥	兼入	陽入	n	ip	8	取魚器也
韘	端	兼入	陽入	t	ip	8	射決也
鬣	來	兼入	陽入	l	ip	8	馬領毛曰鬣魚龍頷旁小鬃亦曰鬣又豕曰剛鬣
啍	照	津	陰平	tʃ	ɵn	1	啍啍重語貌
峋	心	津	陰平	s	ɵn	1	嶙峋山厓重深貌
徇	心	津	陰平	s	ɵn	1	順也歸也又以身從物曰徇
恂	心	津	陰平	s	ɵn	1	信實嚴謹之貌
惇	端	津	陰平	t	ɵn	1	同上(篤厚也)
憝	端	津	陰平	t	ɵn	1	大惡也
憝	端	魁	陽去	t	ui	6	怨恨也
敦	端	津	陰平	t	ɵn	1	篤厚也
春	穿	津	陰平	tʃʰ	ɵn	1	四季之首
椿	穿	津	陰平	tʃʰ	ɵn	1	木名父曰椿母曰萱
榛	精	津	陰平	ts	ɵn	1	木名
殉	心	津	陰平	s	ɵn	1	從葬曰殉
津	精	津	陰平	ts	ɵn	1	濟渡處又津液
洵	心	津	陰平	s	ɵn	1	信也
湍	透	津	陰平	tʰ	ɵn	1	湯春切波流瀠洄
溱	精	津	陰平	ts	ɵn	1	水名
珣	心	津	陰平	s	ɵn	1	玉名
罇	精	津	陰平	ts	ɵn	1	同上(酒樽)
肫	照	津	陰平	tʃ	ɵn	1	懇至貌
膥	穿	津	陰平	tʃʰ	ɵn	1	鳥之卵
臻	精	津	陰平	ts	ɵn	1	至也
荀	心	津	陰平	s	ɵn	1	姓
