字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
黃	=D3650&E3650&F3650	文	h	uaŋ	44	=IF(D3650=0,"〇",D3650)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3650=B3651,0,1)	=D3650&E3650	=IF(L3650=L3651,0,1)	=IF(M3649=0,IF(K3649=0,IF(B3650=B3649,N3649&IF(C3650=0,A3650,A3650&"{"&C3650&"}"),"["&J3650&"]"&IF(C3650=0,A3650,A3650&"{"&C3650&"}")),N3649&"["&J3650&"]"&IF(C3650=0,A3650,A3650&"{"&C3650&"}")),"["&J3650&"]"&IF(C3650=0,A3650,A3650&"{"&C3650&"}"))	=L3650&N3650
蝗	=D3651&E3651&F3651	文	h	uaŋ	44	=IF(D3651=0,"〇",D3651)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3651=B3652,0,1)	=D3651&E3651	=IF(L3651=L3652,0,1)	=IF(M3650=0,IF(K3650=0,IF(B3651=B3650,N3650&IF(C3651=0,A3651,A3651&"{"&C3651&"}"),"["&J3651&"]"&IF(C3651=0,A3651,A3651&"{"&C3651&"}")),N3650&"["&J3651&"]"&IF(C3651=0,A3651,A3651&"{"&C3651&"}")),"["&J3651&"]"&IF(C3651=0,A3651,A3651&"{"&C3651&"}"))	=L3651&N3651
皇	=D3652&E3652&F3652	文	h	uaŋ	44	=IF(D3652=0,"〇",D3652)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3652=B3653,0,1)	=D3652&E3652	=IF(L3652=L3653,0,1)	=IF(M3651=0,IF(K3651=0,IF(B3652=B3651,N3651&IF(C3652=0,A3652,A3652&"{"&C3652&"}"),"["&J3652&"]"&IF(C3652=0,A3652,A3652&"{"&C3652&"}")),N3651&"["&J3652&"]"&IF(C3652=0,A3652,A3652&"{"&C3652&"}")),"["&J3652&"]"&IF(C3652=0,A3652,A3652&"{"&C3652&"}"))	=L3652&N3652
妨	=D3653&E3653&F3653		h	uaŋ	44	=IF(D3653=0,"〇",D3653)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3653=B3654,0,1)	=D3653&E3653	=IF(L3653=L3654,0,1)	=IF(M3652=0,IF(K3652=0,IF(B3653=B3652,N3652&IF(C3653=0,A3653,A3653&"{"&C3653&"}"),"["&J3653&"]"&IF(C3653=0,A3653,A3653&"{"&C3653&"}")),N3652&"["&J3653&"]"&IF(C3653=0,A3653,A3653&"{"&C3653&"}")),"["&J3653&"]"&IF(C3653=0,A3653,A3653&"{"&C3653&"}"))	=L3653&N3653
房	=D3654&E3654&F3654	文	h	uaŋ	44	=IF(D3654=0,"〇",D3654)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3654=B3655,0,1)	=D3654&E3654	=IF(L3654=L3655,0,1)	=IF(M3653=0,IF(K3653=0,IF(B3654=B3653,N3653&IF(C3654=0,A3654,A3654&"{"&C3654&"}"),"["&J3654&"]"&IF(C3654=0,A3654,A3654&"{"&C3654&"}")),N3653&"["&J3654&"]"&IF(C3654=0,A3654,A3654&"{"&C3654&"}")),"["&J3654&"]"&IF(C3654=0,A3654,A3654&"{"&C3654&"}"))	=L3654&N3654
防	=D3655&E3655&F3655		h	uaŋ	44	=IF(D3655=0,"〇",D3655)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3655=B3656,0,1)	=D3655&E3655	=IF(L3655=L3656,0,1)	=IF(M3654=0,IF(K3654=0,IF(B3655=B3654,N3654&IF(C3655=0,A3655,A3655&"{"&C3655&"}"),"["&J3655&"]"&IF(C3655=0,A3655,A3655&"{"&C3655&"}")),N3654&"["&J3655&"]"&IF(C3655=0,A3655,A3655&"{"&C3655&"}")),"["&J3655&"]"&IF(C3655=0,A3655,A3655&"{"&C3655&"}"))	=L3655&N3655
樊	=D3656&E3656&F3656	文	h	uaŋ	44	=IF(D3656=0,"〇",D3656)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3656=B3657,0,1)	=D3656&E3656	=IF(L3656=L3657,0,1)	=IF(M3655=0,IF(K3655=0,IF(B3656=B3655,N3655&IF(C3656=0,A3656,A3656&"{"&C3656&"}"),"["&J3656&"]"&IF(C3656=0,A3656,A3656&"{"&C3656&"}")),N3655&"["&J3656&"]"&IF(C3656=0,A3656,A3656&"{"&C3656&"}")),"["&J3656&"]"&IF(C3656=0,A3656,A3656&"{"&C3656&"}"))	=L3656&N3656
簧	=D3657&E3657&F3657		h	uaŋ	44	=IF(D3657=0,"〇",D3657)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3657=B3658,0,1)	=D3657&E3657	=IF(L3657=L3658,0,1)	=IF(M3656=0,IF(K3656=0,IF(B3657=B3656,N3656&IF(C3657=0,A3657,A3657&"{"&C3657&"}"),"["&J3657&"]"&IF(C3657=0,A3657,A3657&"{"&C3657&"}")),N3656&"["&J3657&"]"&IF(C3657=0,A3657,A3657&"{"&C3657&"}")),"["&J3657&"]"&IF(C3657=0,A3657,A3657&"{"&C3657&"}"))	=L3657&N3657
隍	=D3658&E3658&F3658	文	h	uaŋ	44	=IF(D3658=0,"〇",D3658)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3658=B3659,0,1)	=D3658&E3658	=IF(L3658=L3659,0,1)	=IF(M3657=0,IF(K3657=0,IF(B3658=B3657,N3657&IF(C3658=0,A3658,A3658&"{"&C3658&"}"),"["&J3658&"]"&IF(C3658=0,A3658,A3658&"{"&C3658&"}")),N3657&"["&J3658&"]"&IF(C3658=0,A3658,A3658&"{"&C3658&"}")),"["&J3658&"]"&IF(C3658=0,A3658,A3658&"{"&C3658&"}"))	=L3658&N3658
緩	=D3659&E3659&F3659		h	uaŋ	53	=IF(D3659=0,"〇",D3659)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3659=B3660,0,1)	=D3659&E3659	=IF(L3659=L3660,0,1)	=IF(M3658=0,IF(K3658=0,IF(B3659=B3658,N3658&IF(C3659=0,A3659,A3659&"{"&C3659&"}"),"["&J3659&"]"&IF(C3659=0,A3659,A3659&"{"&C3659&"}")),N3658&"["&J3659&"]"&IF(C3659=0,A3659,A3659&"{"&C3659&"}")),"["&J3659&"]"&IF(C3659=0,A3659,A3659&"{"&C3659&"}"))	=L3659&N3659
反	=D3660&E3660&F3660	文	h	uaŋ	53	=IF(D3660=0,"〇",D3660)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3660=B3661,0,1)	=D3660&E3660	=IF(L3660=L3661,0,1)	=IF(M3659=0,IF(K3659=0,IF(B3660=B3659,N3659&IF(C3660=0,A3660,A3660&"{"&C3660&"}"),"["&J3660&"]"&IF(C3660=0,A3660,A3660&"{"&C3660&"}")),N3659&"["&J3660&"]"&IF(C3660=0,A3660,A3660&"{"&C3660&"}")),"["&J3660&"]"&IF(C3660=0,A3660,A3660&"{"&C3660&"}"))	=L3660&N3660
恍	=D3661&E3661&F3661		h	uaŋ	53	=IF(D3661=0,"〇",D3661)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3661=B3662,0,1)	=D3661&E3661	=IF(L3661=L3662,0,1)	=IF(M3660=0,IF(K3660=0,IF(B3661=B3660,N3660&IF(C3661=0,A3661,A3661&"{"&C3661&"}"),"["&J3661&"]"&IF(C3661=0,A3661,A3661&"{"&C3661&"}")),N3660&"["&J3661&"]"&IF(C3661=0,A3661,A3661&"{"&C3661&"}")),"["&J3661&"]"&IF(C3661=0,A3661,A3661&"{"&C3661&"}"))	=L3661&N3661
仿	=D3662&E3662&F3662		h	uaŋ	53	=IF(D3662=0,"〇",D3662)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3662=B3663,0,1)	=D3662&E3662	=IF(L3662=L3663,0,1)	=IF(M3661=0,IF(K3661=0,IF(B3662=B3661,N3661&IF(C3662=0,A3662,A3662&"{"&C3662&"}"),"["&J3662&"]"&IF(C3662=0,A3662,A3662&"{"&C3662&"}")),N3661&"["&J3662&"]"&IF(C3662=0,A3662,A3662&"{"&C3662&"}")),"["&J3662&"]"&IF(C3662=0,A3662,A3662&"{"&C3662&"}"))	=L3662&N3662
紡	=D3663&E3663&F3663	文	h	uaŋ	53	=IF(D3663=0,"〇",D3663)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3663=B3664,0,1)	=D3663&E3663	=IF(L3663=L3664,0,1)	=IF(M3662=0,IF(K3662=0,IF(B3663=B3662,N3662&IF(C3663=0,A3663,A3663&"{"&C3663&"}"),"["&J3663&"]"&IF(C3663=0,A3663,A3663&"{"&C3663&"}")),N3662&"["&J3663&"]"&IF(C3663=0,A3663,A3663&"{"&C3663&"}")),"["&J3663&"]"&IF(C3663=0,A3663,A3663&"{"&C3663&"}"))	=L3663&N3663
彷	=D3664&E3664&F3664	文	h	uaŋ	53	=IF(D3664=0,"〇",D3664)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3664=B3665,0,1)	=D3664&E3664	=IF(L3664=L3665,0,1)	=IF(M3663=0,IF(K3663=0,IF(B3664=B3663,N3663&IF(C3664=0,A3664,A3664&"{"&C3664&"}"),"["&J3664&"]"&IF(C3664=0,A3664,A3664&"{"&C3664&"}")),N3663&"["&J3664&"]"&IF(C3664=0,A3664,A3664&"{"&C3664&"}")),"["&J3664&"]"&IF(C3664=0,A3664,A3664&"{"&C3664&"}"))	=L3664&N3664
訪	=D3665&E3665&F3665		h	uaŋ	53	=IF(D3665=0,"〇",D3665)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3665=B3666,0,1)	=D3665&E3665	=IF(L3665=L3666,0,1)	=IF(M3664=0,IF(K3664=0,IF(B3665=B3664,N3664&IF(C3665=0,A3665,A3665&"{"&C3665&"}"),"["&J3665&"]"&IF(C3665=0,A3665,A3665&"{"&C3665&"}")),N3664&"["&J3665&"]"&IF(C3665=0,A3665,A3665&"{"&C3665&"}")),"["&J3665&"]"&IF(C3665=0,A3665,A3665&"{"&C3665&"}"))	=L3665&N3665
倣	=D3666&E3666&F3666		h	uaŋ	53	=IF(D3666=0,"〇",D3666)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3666=B3667,0,1)	=D3666&E3666	=IF(L3666=L3667,0,1)	=IF(M3665=0,IF(K3665=0,IF(B3666=B3665,N3665&IF(C3666=0,A3666,A3666&"{"&C3666&"}"),"["&J3666&"]"&IF(C3666=0,A3666,A3666&"{"&C3666&"}")),N3665&"["&J3666&"]"&IF(C3666=0,A3666,A3666&"{"&C3666&"}")),"["&J3666&"]"&IF(C3666=0,A3666,A3666&"{"&C3666&"}"))	=L3666&N3666
返	=D3667&E3667&F3667		h	uaŋ	53	=IF(D3667=0,"〇",D3667)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3667=B3668,0,1)	=D3667&E3667	=IF(L3667=L3668,0,1)	=IF(M3666=0,IF(K3666=0,IF(B3667=B3666,N3666&IF(C3667=0,A3667,A3667&"{"&C3667&"}"),"["&J3667&"]"&IF(C3667=0,A3667,A3667&"{"&C3667&"}")),N3666&"["&J3667&"]"&IF(C3667=0,A3667,A3667&"{"&C3667&"}")),"["&J3667&"]"&IF(C3667=0,A3667,A3667&"{"&C3667&"}"))	=L3667&N3667
患	=D3668&E3668&F3668		h	uaŋ	11	=IF(D3668=0,"〇",D3668)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3668=B3669,0,1)	=D3668&E3668	=IF(L3668=L3669,0,1)	=IF(M3667=0,IF(K3667=0,IF(B3668=B3667,N3667&IF(C3668=0,A3668,A3668&"{"&C3668&"}"),"["&J3668&"]"&IF(C3668=0,A3668,A3668&"{"&C3668&"}")),N3667&"["&J3668&"]"&IF(C3668=0,A3668,A3668&"{"&C3668&"}")),"["&J3668&"]"&IF(C3668=0,A3668,A3668&"{"&C3668&"}"))	=L3668&N3668
晃	=D3669&E3669&F3669		h	uaŋ	11	=IF(D3669=0,"〇",D3669)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3669=B3670,0,1)	=D3669&E3669	=IF(L3669=L3670,0,1)	=IF(M3668=0,IF(K3668=0,IF(B3669=B3668,N3668&IF(C3669=0,A3669,A3669&"{"&C3669&"}"),"["&J3669&"]"&IF(C3669=0,A3669,A3669&"{"&C3669&"}")),N3668&"["&J3669&"]"&IF(C3669=0,A3669,A3669&"{"&C3669&"}")),"["&J3669&"]"&IF(C3669=0,A3669,A3669&"{"&C3669&"}"))	=L3669&N3669
喚	=D3670&E3670&F3670		h	uaŋ	41	=IF(D3670=0,"〇",D3670)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3670=B3671,0,1)	=D3670&E3670	=IF(L3670=L3671,0,1)	=IF(M3669=0,IF(K3669=0,IF(B3670=B3669,N3669&IF(C3670=0,A3670,A3670&"{"&C3670&"}"),"["&J3670&"]"&IF(C3670=0,A3670,A3670&"{"&C3670&"}")),N3669&"["&J3670&"]"&IF(C3670=0,A3670,A3670&"{"&C3670&"}")),"["&J3670&"]"&IF(C3670=0,A3670,A3670&"{"&C3670&"}"))	=L3670&N3670
煥	=D3671&E3671&F3671		h	uaŋ	41	=IF(D3671=0,"〇",D3671)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3671=B3672,0,1)	=D3671&E3671	=IF(L3671=L3672,0,1)	=IF(M3670=0,IF(K3670=0,IF(B3671=B3670,N3670&IF(C3671=0,A3671,A3671&"{"&C3671&"}"),"["&J3671&"]"&IF(C3671=0,A3671,A3671&"{"&C3671&"}")),N3670&"["&J3671&"]"&IF(C3671=0,A3671,A3671&"{"&C3671&"}")),"["&J3671&"]"&IF(C3671=0,A3671,A3671&"{"&C3671&"}"))	=L3671&N3671
換	=D3672&E3672&F3672	文	h	uaŋ	41	=IF(D3672=0,"〇",D3672)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3672=B3673,0,1)	=D3672&E3672	=IF(L3672=L3673,0,1)	=IF(M3671=0,IF(K3671=0,IF(B3672=B3671,N3671&IF(C3672=0,A3672,A3672&"{"&C3672&"}"),"["&J3672&"]"&IF(C3672=0,A3672,A3672&"{"&C3672&"}")),N3671&"["&J3672&"]"&IF(C3672=0,A3672,A3672&"{"&C3672&"}")),"["&J3672&"]"&IF(C3672=0,A3672,A3672&"{"&C3672&"}"))	=L3672&N3672
宦	=D3673&E3673&F3673		h	uaŋ	41	=IF(D3673=0,"〇",D3673)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3673=B3674,0,1)	=D3673&E3673	=IF(L3673=L3674,0,1)	=IF(M3672=0,IF(K3672=0,IF(B3673=B3672,N3672&IF(C3673=0,A3673,A3673&"{"&C3673&"}"),"["&J3673&"]"&IF(C3673=0,A3673,A3673&"{"&C3673&"}")),N3672&"["&J3673&"]"&IF(C3673=0,A3673,A3673&"{"&C3673&"}")),"["&J3673&"]"&IF(C3673=0,A3673,A3673&"{"&C3673&"}"))	=L3673&N3673
販	=D3674&E3674&F3674	文	h	uaŋ	41	=IF(D3674=0,"〇",D3674)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3674=B3675,0,1)	=D3674&E3674	=IF(L3674=L3675,0,1)	=IF(M3673=0,IF(K3673=0,IF(B3674=B3673,N3673&IF(C3674=0,A3674,A3674&"{"&C3674&"}"),"["&J3674&"]"&IF(C3674=0,A3674,A3674&"{"&C3674&"}")),N3673&"["&J3674&"]"&IF(C3674=0,A3674,A3674&"{"&C3674&"}")),"["&J3674&"]"&IF(C3674=0,A3674,A3674&"{"&C3674&"}"))	=L3674&N3674
放	=D3675&E3675&F3675	文	h	uaŋ	41	=IF(D3675=0,"〇",D3675)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3675=B3676,0,1)	=D3675&E3675	=IF(L3675=L3676,0,1)	=IF(M3674=0,IF(K3674=0,IF(B3675=B3674,N3674&IF(C3675=0,A3675,A3675&"{"&C3675&"}"),"["&J3675&"]"&IF(C3675=0,A3675,A3675&"{"&C3675&"}")),N3674&"["&J3675&"]"&IF(C3675=0,A3675,A3675&"{"&C3675&"}")),"["&J3675&"]"&IF(C3675=0,A3675,A3675&"{"&C3675&"}"))	=L3675&N3675
舫	=D3676&E3676&F3676		h	uaŋ	41	=IF(D3676=0,"〇",D3676)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3676=B3677,0,1)	=D3676&E3676	=IF(L3676=L3677,0,1)	=IF(M3675=0,IF(K3675=0,IF(B3676=B3675,N3675&IF(C3676=0,A3676,A3676&"{"&C3676&"}"),"["&J3676&"]"&IF(C3676=0,A3676,A3676&"{"&C3676&"}")),N3675&"["&J3676&"]"&IF(C3676=0,A3676,A3676&"{"&C3676&"}")),"["&J3676&"]"&IF(C3676=0,A3676,A3676&"{"&C3676&"}"))	=L3676&N3676
畈	=D3677&E3677&F3677		h	uaŋ	41	=IF(D3677=0,"〇",D3677)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3677=B3678,0,1)	=D3677&E3677	=IF(L3677=L3678,0,1)	=IF(M3676=0,IF(K3676=0,IF(B3677=B3676,N3676&IF(C3677=0,A3677,A3677&"{"&C3677&"}"),"["&J3677&"]"&IF(C3677=0,A3677,A3677&"{"&C3677&"}")),N3676&"["&J3677&"]"&IF(C3677=0,A3677,A3677&"{"&C3677&"}")),"["&J3677&"]"&IF(C3677=0,A3677,A3677&"{"&C3677&"}"))	=L3677&N3677
瘓	=D3678&E3678&F3678	俗	h	uaŋ	41	=IF(D3678=0,"〇",D3678)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3678=B3679,0,1)	=D3678&E3678	=IF(L3678=L3679,0,1)	=IF(M3677=0,IF(K3677=0,IF(B3678=B3677,N3677&IF(C3678=0,A3678,A3678&"{"&C3678&"}"),"["&J3678&"]"&IF(C3678=0,A3678,A3678&"{"&C3678&"}")),N3677&"["&J3678&"]"&IF(C3678=0,A3678,A3678&"{"&C3678&"}")),"["&J3678&"]"&IF(C3678=0,A3678,A3678&"{"&C3678&"}"))	=L3678&N3678
豌	=D3679&E3679&F3679			uaŋ	35	=IF(D3679=0,"〇",D3679)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3679=B3680,0,1)	=D3679&E3679	=IF(L3679=L3680,0,1)	=IF(M3678=0,IF(K3678=0,IF(B3679=B3678,N3678&IF(C3679=0,A3679,A3679&"{"&C3679&"}"),"["&J3679&"]"&IF(C3679=0,A3679,A3679&"{"&C3679&"}")),N3678&"["&J3679&"]"&IF(C3679=0,A3679,A3679&"{"&C3679&"}")),"["&J3679&"]"&IF(C3679=0,A3679,A3679&"{"&C3679&"}"))	=L3679&N3679
彎	=D3680&E3680&F3680			uaŋ	35	=IF(D3680=0,"〇",D3680)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3680=B3681,0,1)	=D3680&E3680	=IF(L3680=L3681,0,1)	=IF(M3679=0,IF(K3679=0,IF(B3680=B3679,N3679&IF(C3680=0,A3680,A3680&"{"&C3680&"}"),"["&J3680&"]"&IF(C3680=0,A3680,A3680&"{"&C3680&"}")),N3679&"["&J3680&"]"&IF(C3680=0,A3680,A3680&"{"&C3680&"}")),"["&J3680&"]"&IF(C3680=0,A3680,A3680&"{"&C3680&"}"))	=L3680&N3680
灣	=D3681&E3681&F3681			uaŋ	35	=IF(D3681=0,"〇",D3681)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3681=B3682,0,1)	=D3681&E3681	=IF(L3681=L3682,0,1)	=IF(M3680=0,IF(K3680=0,IF(B3681=B3680,N3680&IF(C3681=0,A3681,A3681&"{"&C3681&"}"),"["&J3681&"]"&IF(C3681=0,A3681,A3681&"{"&C3681&"}")),N3680&"["&J3681&"]"&IF(C3681=0,A3681,A3681&"{"&C3681&"}")),"["&J3681&"]"&IF(C3681=0,A3681,A3681&"{"&C3681&"}"))	=L3681&N3681
冤	=D3682&E3682&F3682			uaŋ	35	=IF(D3682=0,"〇",D3682)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3682=B3683,0,1)	=D3682&E3682	=IF(L3682=L3683,0,1)	=IF(M3681=0,IF(K3681=0,IF(B3682=B3681,N3681&IF(C3682=0,A3682,A3682&"{"&C3682&"}"),"["&J3682&"]"&IF(C3682=0,A3682,A3682&"{"&C3682&"}")),N3681&"["&J3682&"]"&IF(C3682=0,A3682,A3682&"{"&C3682&"}")),"["&J3682&"]"&IF(C3682=0,A3682,A3682&"{"&C3682&"}"))	=L3682&N3682
淵	=D3683&E3683&F3683			uaŋ	35	=IF(D3683=0,"〇",D3683)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3683=B3684,0,1)	=D3683&E3683	=IF(L3683=L3684,0,1)	=IF(M3682=0,IF(K3682=0,IF(B3683=B3682,N3682&IF(C3683=0,A3683,A3683&"{"&C3683&"}"),"["&J3683&"]"&IF(C3683=0,A3683,A3683&"{"&C3683&"}")),N3682&"["&J3683&"]"&IF(C3683=0,A3683,A3683&"{"&C3683&"}")),"["&J3683&"]"&IF(C3683=0,A3683,A3683&"{"&C3683&"}"))	=L3683&N3683
汪	=D3684&E3684&F3684			uaŋ	35	=IF(D3684=0,"〇",D3684)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3684=B3685,0,1)	=D3684&E3684	=IF(L3684=L3685,0,1)	=IF(M3683=0,IF(K3683=0,IF(B3684=B3683,N3683&IF(C3684=0,A3684,A3684&"{"&C3684&"}"),"["&J3684&"]"&IF(C3684=0,A3684,A3684&"{"&C3684&"}")),N3683&"["&J3684&"]"&IF(C3684=0,A3684,A3684&"{"&C3684&"}")),"["&J3684&"]"&IF(C3684=0,A3684,A3684&"{"&C3684&"}"))	=L3684&N3684
完	=D3685&E3685&F3685			uaŋ	44	=IF(D3685=0,"〇",D3685)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3685=B3686,0,1)	=D3685&E3685	=IF(L3685=L3686,0,1)	=IF(M3684=0,IF(K3684=0,IF(B3685=B3684,N3684&IF(C3685=0,A3685,A3685&"{"&C3685&"}"),"["&J3685&"]"&IF(C3685=0,A3685,A3685&"{"&C3685&"}")),N3684&"["&J3685&"]"&IF(C3685=0,A3685,A3685&"{"&C3685&"}")),"["&J3685&"]"&IF(C3685=0,A3685,A3685&"{"&C3685&"}"))	=L3685&N3685
