id	ini	fn	pt	middeng	middiao	midini	midkaihe	midyun	单字	ipa调值	ipa调号	注释
2924	f	ɔŋ	33	一	上	曉	合	唐	謊	fɔŋ33	fɔŋ1a	说～
2925	f	ɔk	021	一	入	曉	合	鐸	霍	fɔk21	fɔk8a	姓；～乱
2926	f	ɔk	021	一	入	曉	合	鐸	藿	fɔk21	fɔk8a	～香（中药）
2927	v	ɔŋ	213						黃	vɔŋ213	vɔŋ2	姓；～色
2928	v	ɔŋ	213	一	平	匣	合	唐	簧	vɔŋ213	vɔŋ2	弹～
2929	v	ɔŋ	213	一	平	匣	合	唐	皇	vɔŋ213	vɔŋ2	～帝
2930	v	ɔŋ	213	一	平	匣	合	唐	蝗	vɔŋ213	vɔŋ2	～虫
2931	v	ɔŋ	213	一	平	匣	合	唐	凰	vɔŋ213	vɔŋ2	凤～
2932	f	ɔŋ	21	一	上	匣	合	唐	晃	fɔŋ21	fɔŋ3	摇～，～动
2933	f	ɔŋ	21	一	上	匣	合	唐	晃	fɔŋ21	fɔŋ3	～光
2934	v	ɔk	021	一	入	匣	合	鐸	鑊	vɔk21	vɔk8a	锅
2935	v	ɔn	33	一	平	影	合	唐	汪	vɔn33	vɔn1a	姓，～洋
2936	f	ɔn	33	三	平	非	合	陽	方	fɔn33	fɔn1a	地～，大～
2937	f	ɔn	33	三	平	非	合	陽	肪	fɔn33	fɔn1a	脂～
2938	f	ɔn	21	三	上	非	合	陽	倣	fɔn21	fɔn3	～效
2939	f	ɔn	451	三	去	非	合	陽	放	fɔn451	fɔn5	解～，～心[文]
2940	f	ɔn	451	三	去	非	合	陽	放	fɔn451	fɔn5	～手[白]
2941	f	ɔn	33	三	平	敷	合	陽	芳	fɔn33	fɔn1a	～香
2942	f	ɔn	213	三	平	敷	合	陽	妨	fɔn213	fɔn2	～碍
2943	f	ɔn	21	三	上	敷	合	陽	紡	fɔn21	fɔn3	～织
2944	f	ɔn	21	三	上	敷	合	陽	仿	fɔn21	fɔn3	～照，相～
2945	f	ɔn	21	三	上	敷	合	陽	彷	fɔn21	fɔn3	～佛
2946	f	ɔn	21	三	去	敷	合	陽	訪	fɔn21	fɔn3	采～，～问
2947	f	ɔn	213	三	平	奉	合	陽	房	fɔn213	fɔn2	～间
2948	f	ɔŋ	213	三	平	奉	合	陽	房	fɔŋ213	fɔŋ2	姓，～玄龄
2949	f	ɔŋ	213	三	平	奉	合	陽	防	fɔŋ213	fɔŋ2	～止，国～
2950	m	ɔn	213	三	平	微	合	陽	亡	mɔn213	mɔn2	死～
2951	m	ɔn	45	一	平	明	開	唐	芒	mɔn45	mɔn1b	～果
2952	m	ɔn	45	一	平	明	開	唐	芒	mɔn45	mɔn1b	～花草（可制扫帚）
2953	m	ɔn	21	三	上	微	合	陽	網	mɔn21	mɔn3	鱼～，～络
2954	m	ɔŋ	213	三	去	微	合	陽	忘	mɔŋ213	mɔŋ2	～记，遗～[文]
2955	m	ɔŋ	213	三	去	微	合	陽	忘	mɔŋ213	mɔŋ2	～记，遗～[白]
2956	m	ɔŋ	213	三	去	微	合	陽	忘	mɔŋ213	mɔŋ2	添～（忘记）[白]
2957	m	ɔŋ	21	三	去	微	合	陽	妄	mɔŋ21	mɔŋ3	狂～，痴心～想
2958	m	ɔŋ	21	三	去	微	合	陽	望	mɔŋ21	mɔŋ3	失～
2959	f	ɔk	021	三	入	奉	合	藥	縛	fɔk21	fɔk8a	束～
2960	kʰ	uk	021	三	入	見	合	藥	钁	kʰuk21	kʰuk8a	锄头，～锄，～头
2961	v	ɔn	33	三	平	溪	合	陽	匡	vɔn33	vɔn1a	～扶正义；赵～胤（人名）
2962	kʰ	ɔn	45	三	平	溪	合	陽	筐	kʰɔn45	kʰɔn1b	箩～，两～[文]
2963	kʰ	ɔn	45	三	平	溪	合	陽	筐	kʰɔn45	kʰɔn1b	两～[白]
2964	v	ɔŋ	45	三	平	溪	合	陽	眶	vɔŋ45	vɔŋ1b	眼眶
2965	kʰ	ɔŋ	213	三	平	群	合	陽	狂	kʰɔŋ213	kʰɔŋ2	发～
2966	kʰ	ɔŋ	451	三	平	溪	合	陽	況	kʰɔŋ451	kʰɔŋ5	情～，～且
2967	v	ɔŋ	21	三	上	影	合	陽	枉	vɔŋ21	vɔŋ3	冤～
2968	v	ɔŋ	213	三	平	雲	合	陽	王	vɔŋ213	vɔŋ2	姓；大～
2969	v	ɔŋ	21	三	上	雲	合	陽	往	vɔŋ21	vɔŋ3	来～，～日
2970	v	ɔŋ	21	三	去	雲	合	陽	旺	vɔŋ21	vɔŋ3	兴～
2971	p	ɔŋ	33	二	平	幫	開	江	邦	pɔŋ33	pɔŋ1a	～国；刘～（人名）
2972	p	ɔŋ	21	二	平	幫	開	江	綁	pɔŋ21	pɔŋ3	捆～
2973	m	ɔk	021						剝	mɔk21	mɔk8a	～削，～皮
2974	p	ɔk	021	二	入	幫	開	覺	駁	pɔk21	pɔk8a	反～
2975	pʰ	ɐn	451	二	去	滂	開	江	胖	pʰɐn451	pʰɐn5	～子，肥～
2976	pʰ	ɔk	021	二	入	滂	開	覺	樸	pʰɔk21	pʰɔk8a	～素
2977	pʰ	ɔŋ	213	二	平	並	開	江	龐	pʰɔŋ213	pʰɔŋ2	～大；姓，～太师
2978	pʰ	ɐŋ	451	二	上	並	開	江	棒	pʰɐŋ451	pʰɐŋ5	棍～，～打鸳鸯
2979	pʰ	ɔŋ	21	二	上	並	開	江	蚌	pʰɔŋ21	pʰɔŋ3	～埠（地名）
2980	pʰ	ɔŋ	21	二	上	並	開	江	蚌	pʰɔŋ21	pʰɔŋ3	～壳
2981	pʰ	ɔk	021	二	入	並	開	覺	雹	pʰɔk21	pʰɔk8a	冰～
2982	ʦ	ɔŋ	33	二	平	知	開	江	樁	ʦɔŋ33	ʦɔŋ1a	打～
2983	ʦʰ	ɔk	021	二	入	知	開	覺	桌	ʦʰɔk21	ʦʰɔk8a	书～
2984	ʦʰ	ɔk	021	二	入	知	開	覺	卓	ʦʰɔk21	ʦʰɔk8a	～越；姓，～别林
2985	t	œt	021	二	入	知	開	覺	琢	tœt21	tœt8a	～磨，雕～
2986	t	œt	021	二	入	知	開	覺	啄	tœt21	tœt8a	～木鸟，鸡～米
2987	ʦʰ	ɔŋ	451	二	去	澄	開	江	撞	ʦʰɔŋ451	ʦʰɔŋ5	～人
2988	v	ɐn	213	二	入	澄	開	覺	濁	vɐn213	vɐn2	浑～
2989	ʦ	ɔk	021	二	入	莊	開	覺	捉	ʦɔk21	ʦɔk8a	捕～，～棋（下棋）
2990	ʦʰ	ɔŋ	33	二	平	初	開	江	窗	ʦʰɔŋ33	ʦʰɔŋ1a	门～，～帘
2991	ʔ	æk	021	二	入	崇	開	覺	鐲	ʔæk21	ʔæk8a	手～
2992	ɬ	ɔŋ	33	二	平	生	開	江	雙	ɬɔŋ33	ɬɔŋ1a	一～鞋
2993	ɬ	ɔk	021	二	入	生	開	覺	朔	ɬɔk21	ɬɔk8a	每月初一，～望
2994	k	ɔŋ	33	二	平	見	開	江	江	kɔŋ33	kɔŋ1a	长～，～湖
2995	kʰ	ɔŋ	33	二	平	見	開	江	扛	kʰɔŋ33	kʰɔŋ1a	肩扛，双手抬
2996	k	ɔŋ	21	二	上	見	開	江	講	kɔŋ21	kɔŋ3	～话
2997	k	ɔŋ	21	二	上	見	開	江	港	kɔŋ21	kɔŋ3	～口；香～（地名）
2998	k	ɔŋ	451	二	去	見	開	江	降	kɔŋ451	kɔŋ5	下～，～低
2999	h	oŋ	213	一	平	匣	合	東	虹	hoŋ213	hoŋ2	彩～
3000	k	au	451	二	入	見	開	覺	覺	kau451	kau5	～得，知～
3001	k	ɔk	021	二	入	見	開	覺	角	kɔk21	kɔk8a	牛～，～色
3002	k	au	21	二	入	見	開	覺	餃	kau21	kau3	饺子，水～
3003	h	oŋ	33	二	平	溪	開	江	腔	hoŋ33	hoŋ1a	口～
3004	h	ɔk	021	二	入	溪	開	覺	確	hɔk21	hɔk8a	～定，的～
3005	h	ɔk	045	二	入	溪	開	覺	殼	hɔk45	hɔk7	贝～
3006	ŋ	ɔk	021	二	入	疑	開	覺	嶽	ŋɔk21	ŋɔk8a	五～
3007	ŋ	ɔk	021	二	入	疑	開	覺	岳	ŋɔk21	ŋɔk8a	姓，～飞
3008	ŋ	ɔk	021	一	入	來	開	鐸	樂	ŋɔk21	ŋɔk8a	音～
3009	h	ɔŋ	213	二	去	見	開	江	降	hɔŋ213	hɔŋ2	投～
3010	h	ɔŋ	21	二	上	匣	開	江	項	hɔŋ21	hɔŋ3	～链；姓，～羽
3011	h	ɔŋ	21	二	去	匣	開	江	巷	hɔŋ21	hɔŋ3	巷子，两条～
3012	h	ɔk	021	二	入	匣	開	覺	學	hɔk21	hɔk8a	数～，～习
3013	ʔ	ɔk	021	二	入	影	開	覺	握	ʔɔk21	ʔɔk8a	～手，把～
3014	p	ɐŋ	33	一	平	幫	開	登	崩	pɐŋ33	pɐŋ1a	倒塌，山～，～溃
3015	p	ɐt	021	一	入	幫	開	德	北	pɐt21	pɐt8a	东南西北
3016	pʰ	ɐŋ	213	一	平	並	開	登	朋	pʰɐŋ213	pʰɐŋ2	～友
3017	m	ɐt	021	一	入	明	開	德	墨	mɐt21	mɐt8a	～水
3018	m	ɐt	021	一	入	明	開	德	默	mɐt21	mɐt8a	沉～，～写
3019	t	ɐn	33	一	平	端	開	登	登	tɐn33	tɐn1a	～山，攀～
3020	t	ɐn	33	一	平	端	開	登	燈	tɐn33	tɐn1a	～光
3021	t	ɐn	21	一	上	端	開	登	等	tɐn21	tɐn3	～人，高～
3022	t	ɐn	451	一	去	端	開	登	凳	tɐn451	tɐn5	凳子
3023	t	ɐt	021	一	入	端	開	德	得	tɐt21	tɐt8a	获～，～意
3024	t	ɐt	021	一	入	端	開	德	德	tɐt21	tɐt8a	品～；～国（国名）
3026	tʰ	ɐn	213	一	平	定	開	登	騰	tʰɐn213	tʰɐn2	奔～
3027	tʰ	ɐn	213	一	平	定	開	登	謄	tʰɐn213	tʰɐn2	～写，～抄
3028	tʰ	ɐn	213	一	平	定	開	登	藤	tʰɐn213	tʰɐn2	～椅
3029	tʰ	ɐn	213	一	平	定	開	登	疼	tʰɐn213	tʰɐn2	疼痛
3030	tʰ	ɐn	21	一	去	定	開	登	鄧	tʰɐn21	tʰɐn3	姓，～小平
3031	tʰ	ɐp	021	一	入	定	開	德	特	tʰɐp21	tʰɐp8a	～别
3032	n	ɐŋ	213	一	平	泥	開	登	能	nɐŋ213	nɐŋ2	才～，～够
3033	l	ɐp	021	一	入	來	開	德	肋	lɐp21	lɐp8a	～骨
3034	l	ɐt	021	一	入	來	開	德	勒	lɐt21	lɐt8a	～索
3035	ʦ	ɐn	33	一	平	從	開	登	曾	ʦɐn33	ʦɐn1a	姓
3036	ʦ	ɐn	33	一	平	精	開	登	增	ʦɐn33	ʦɐn1a	～加
3037	ʦ	ɐn	33	一	平	精	開	登	憎	ʦɐn33	ʦɐn1a	～恨
3038	ʦ	ɐn	21	一	入	精	開	德	則	ʦɐn21	ʦɐn3	否～，规～
3040	ʦʰ	ɐn	213	一	平	從	開	登	曾	ʦʰɐn213	ʦʰɐn2	～经
3041	ʦʰ	ɐn	213	一	平	從	開	登	層	ʦʰɐn213	ʦʰɐn2	～次
3042	ʦ	ɐn	451	一	去	從	開	登	贈	ʦɐn451	ʦɐn5	～送
3043	ʦ	ɐt	021	一	入	從	開	德	賊	ʦɐt21	ʦɐt8a	做～
3044	ʦ	ɐn	33	一	平	心	開	登	僧	ʦɐn33	ʦɐn1a	唐～，沙～
3045	ʦ	ɐn	33	一	平	心	開	登	僧	ʦɐn33	ʦɐn1a	～人
3046	ɬ	ɐt	045	一	入	心	開	德	塞	ɬɐt45	ɬɐt7	堵～，～车
3047	h	ɐn	21	一	上	溪	開	登	肯	hɐn21	hɐn3	～定，中～[文]
3048	h	ɐn	21	一	上	溪	開	登	肯	hɐn21	hɐn3	愿意，～去[白]
3049	h	ɐt	021	一	入	溪	開	德	刻	hɐt21	hɐt8a	时～ ，～画[文]
3050	h	ɐt	021	一	入	溪	開	德	刻	hɐt21	hɐt8a	～字[白]
3051	h	ɐt	021	一	入	溪	開	德	克	hɐt21	hɐt8a	～服，攻～
3052	h	ɐt	021	一	入	曉	開	德	黑	hɐt21	hɐt8a	～白
3053	h	ɐn	213	一	平	匣	開	登	恒	hɐn213	hɐn2	～心，永～
3054	p	ɐn	33	三	平	幫	開	蒸	冰	pɐn33	pɐn1a	结～，～箱
3055	pʰ	ɐŋ	213	三	平	並	開	蒸	憑	pʰɐŋ213	pʰɐŋ2	文～，～借[文]
3056	pʰ	ɐŋ	213	三	平	並	開	蒸	憑	pʰɐŋ213	pʰɐŋ2	倚靠，～墙[白]
3058	l	ɐŋ	213	三	平	來	開	蒸	陵	lɐŋ213	lɐŋ2	中山～
3059	l	ɐŋ	213	三	平	來	開	蒸	淩	lɐŋ213	lɐŋ2	冰淇～，壮志～云
3060	l	ɐŋ	213	三	平	來	開	蒸	菱	lɐŋ213	lɐŋ2	～角
3061	l	ɐt	021	三	入	來	開	職	力	lɐt21	lɐt8a	大～，～量
3062	ʦ	ɐt	045						卽	ʦɐt45	ʦɐt7	～时，立～
3063	ʦ	ɐt	021	三	入	精	開	職	鯽	ʦɐt21	ʦɐt8a	～鱼
3064	ɬ	ɐt	021	三	入	心	開	職	息	ɬɐt21	ɬɐt8a	休～[文]
3065	ɬ	ɐt	021	三	入	心	開	職	息	ɬɐt21	ɬɐt8a	子息，孙～[白]
3066	ɬ	ɐt	021	三	入	心	開	職	熄	ɬɐt21	ɬɐt8a	～火
3067	ɬ	ɐt	021	三	入	心	開	職	媳	ɬɐt21	ɬɐt8a	～妇，婆～
3068	ʦ	ɐn	33	三	平	知	開	蒸	徵	ʦɐn33	ʦɐn1a	～求
3069	pʰ	ɐn	213	三	平	澄	開	蒸	澄	pʰɐn213	pʰɐn2	～清[文]
3070	kʰ	ɐn	213	三	平	澄	開	蒸	澄	kʰɐn213	kʰɐn2	水浑，澄一澄[白]
3071	ʦʰ	ɐn	213	三	平	澄	開	蒸	澄	ʦʰɐn213	ʦʰɐn2	～海（地名）[白]
3072	ʦʰ	ɐn	213	三	平	澄	開	蒸	懲	ʦʰɐn213	ʦʰɐn2	～罚，严～
3073	ʦʰ	ɐn	213	三	平	澄	開	蒸	橙	ʦʰɐn213	ʦʰɐn2	橙子
3074	t	ɐn	33	三	去	澄	開	蒸	瞪	tɐn33	tɐn1a	瞪眼，目～口呆[文]
3075	t	ɐn	33	三	去	澄	開	蒸	瞪	tɐn33	tɐn1a	瞪眼[白]
3076	ʦʰ	ɐt	021	三	入	澄	開	職	直	ʦʰɐt21	ʦʰɐt8a	～接
3077	ʦʰ	ɐt	021	三	入	澄	開	職	值	ʦʰɐt21	ʦʰɐt8a	价～，～日
3078	ʦ	ɐt	021	三	入	莊	開	職	側	ʦɐt21	ʦɐt8a	～面
3079	ʦʰ	ɐt	021	三	入	初	開	職	測	ʦʰɐt21	ʦʰɐt8a	～量，观～
3080	s	ɐt	021	三	入	生	開	職	色	sɐt21	sɐt8a	颜～，～彩
3082	ʦ	ɐn	33	三	平	章	開	蒸	蒸	ʦɐn33	ʦɐn1a	清～，～发
3083	s	ɐn	213	三	上	章	開	蒸	拯	sɐn213	sɐn2	～救；包～（人名）
3084	ʦ	ɐn	451	三	去	章	開	蒸	證	ʦɐn451	ʦɐn5	～明
3085	ʦ	ɐn	451	三	去	章	開	蒸	症	ʦɐn451	ʦɐn5	～状
3086	ʦ	ɐn	21	三	入	章	開	職	織	ʦɐn21	ʦɐn3	纺～，～布
3087	ʦ	ɐn	21	三	入	章	開	職	職	ʦɐn21	ʦɐn3	～位，称～
3088	ʦʰ	ɐn	451	三	平	昌	開	蒸	稱	ʦʰɐn451	ʦʰɐn5	～心如意，对～
3089	ʦʰ	ɐn	33	三	平	昌	開	蒸	稱	ʦʰɐn33	ʦʰɐn1a	～呼
3090	ʦʰ	ɐn	451	三	去	昌	開	蒸	秤	ʦʰɐn451	ʦʰɐn5	用以称物，～砣
3091	s	ɐn	213	三	平	船	開	蒸	乘	sɐn213	sɐn2	～机，～车
3092	s	ɐn	213	三	平	船	開	蒸	乘	sɐn213	sɐn2	加减乘除
3093	s	ɐn	213	三	平	船	開	蒸	繩	sɐn213	sɐn2	～之以法
3094	s	ɐn	213	三	平	船	開	蒸	塍	sɐn213	sɐn2	田～
3095	s	ɐn	21	三	去	船	開	蒸	剩	sɐn21	sɐn3	～下，～余
3096	s	ɐt	021	三	入	船	開	職	食	sɐt21	sɐt8a	粮～；吃
3097	s	ɐt	021	三	入	船	開	職	蝕	sɐt21	sɐt8a	腐～
3098	s	ɐn	33	三	平	書	開	蒸	升	sɐn33	sɐn1a	～级
3099	s	ɐn	451	三	去	書	開	蒸	勝	sɐn451	sɐn5	～任
3100	s	ɐn	451	三	去	書	開	蒸	勝	sɐn451	sɐn5	～利，战～
3101	s	ɐt	021	三	入	書	開	職	識	sɐt21	sɐt8a	相～，～字
3102	s	ɐt	021	三	入	書	開	職	式	sɐt21	sɐt8a	～样，公～
3103	s	ɐt	021	三	入	書	開	職	飾	sɐt21	sɐt8a	装～
3104	s	ɐn	213	三	平	禪	開	蒸	承	sɐn213	sɐn2	～担，继～
3105	s	ɐn	213	三	平	禪	開	蒸	丞	sɐn213	sɐn2	～相
3106	ʦʰ	ɐt	021	三	入	禪	開	職	殖	ʦʰɐt21	ʦʰɐt8a	繁～
3107	ʦʰ	ɐt	021	三	入	澄	開	職	植	ʦʰɐt21	ʦʰɐt8a	～物
3108	ȵ	ɐn	213	三	平	日	開	蒸	仍	ȵɐn213	ȵɐn2	～然
3109	kʰ	ɐt	021	三	入	群	開	職	極	kʰɐt21	kʰɐt8a	南～
3110	ŋ	ɐn	213	三	平	疑	開	蒸	凝	ŋɐn213	ŋɐn2	～聚，～结
3111	ŋ	ɐn	213	三	平	疑	開	蒸	凝	ŋɐn213	ŋɐn2	凝固，～油[训]
3112	ŋ	ɐn	213	三	平	疑	開	蒸	凝	ŋɐn213	ŋɐn2	冰霜，霜～[训]
3113	h	ɐn	33	三	平	曉	開	蒸	興	hɐn33	hɐn1a	～旺；绍～（地名）
3114	h	ɐn	451	三	平	曉	開	蒸	興	hɐn451	hɐn5	高～，～趣[文]
3115	h	ɐŋ	451	三	平	曉	開	蒸	興	hɐŋ451	hɐŋ5	高兴[白]
3116	j	ɐn	33	三	平	影	開	蒸	應	jɐn33	jɐn1a	～当，～该
3117	j	ɐn	451	三	平	影	開	蒸	應	jɐn451	jɐn5	～用，响～
3118	j	ɐn	33	三	平	影	開	蒸	鷹	jɐn33	jɐn1a	老～
3119	j	ɐt	045	三	入	影	開	職	憶	jɐt45	jɐt7	回～
3120	j	ɐt	045	三	入	影	開	職	億	jɐt45	jɐt7	十～
3121	j	ɐt	021	三	入	影	開	職	抑	jɐt21	jɐt8a	～制，压～
3122	s	ɐn	213	三	平	以	開	蒸	蠅	sɐn213	sɐn2	乌～（苍蝇）
3123	ȵ	ɐn	21	三	去	以	開	蒸	孕	ȵɐn21	ȵɐn3	怀～，～妇
3124	j	ɐt	045	三	入	以	開	職	翼	jɐt45	jɐt7	鸡～，机～
3125	k	ɔk	021	一	入	見	合	德	國	kɔk21	kɔk8a	～家，中～
3126	h	ian	213	一	平	匣	合	登	弘	hian213	hian2	～扬
3127	v	æk	045	一	入	匣	合	德	或	væk45	væk7	～者
3128	v	æk	045	一	入	匣	合	德	惑	væk45	væk7	迷～
3129	j	ɐt	045	三	入	雲	合	職	域	jɐt45	jɐt7	领～，地～
3130	p	æk	021	二	入	幫	開	陌	百	pæk21	pæk8a	～姓
3131	p	æk	021	二	入	幫	開	陌	柏	pæk21	pæk8a	松～，～树；～林（地名）
3132	p	æk	021	二	入	幫	開	陌	伯	pæk21	pæk8a	大～
3133	p	ɐt	021	二	入	幫	開	陌	迫	pɐt21	pɐt8a	压～，～害[训]
3134	pʰ	ɐŋ	33	二	平	滂	開	庚	烹	pʰɐŋ33	pʰɐŋ1a	～调
3135	pʰ	æk	021	二	入	滂	開	陌	拍	pʰæk21	pʰæk8a	～片，～球
3136	pʰ	æk	021	二	入	滂	開	陌	珀	pʰæk21	pʰæk8a	琥～
3137	pʰ	æk	021	二	入	滂	開	陌	魄	pʰæk21	pʰæk8a	魂～，气～
3138	pʰ	ɐŋ	213	二	平	並	開	庚	彭	pʰɐŋ213	pʰɐŋ2	姓，～德怀
3139	pʰ	ɐŋ	213	二	平	並	開	庚	膨	pʰɐŋ213	pʰɐŋ2	～胀
3140	pʰ	æk	033	二	入	並	開	陌	白	pʰæk33	pʰæk8b	～色
3141	m	ɐŋ	213	二	平	明	開	庚	盲	mɐŋ213	mɐŋ2	文～，～目
3142	m	ɔŋ	213	二	平	明	開	庚	虻	mɔŋ213	mɔŋ2	牛～
3143	m	ɐŋ	21	二	上	明	開	庚	猛	mɐŋ21	mɐŋ3	～烈，凶～
3144	m	ɐŋ	21	二	去	明	開	庚	孟	mɐŋ21	mɐŋ3	姓，～姜女
3145	m	æk	021						扌百	mæk21	mæk8a	大力打
3146	p	ɐt	021	二	入	明	開	陌	陌	pɐt21	pɐt8a	～生人
3147	t	a	21	二	上	端	開	庚	打	ta21	ta3	～针
3148	l	ɐŋ	33	二	上	來	開	庚	冷	lɐŋ33	lɐŋ1a	～热，～清
3149	ʦʰ	ɐn	33						撐	ʦʰɐn33	ʦʰɐn1a	支～，～开
3150	ʦʰ	æk	021	二	入	徹	開	陌	拆	ʦʰæk21	ʦʰæk8a	～开
3151	ʦʰ	æk	033	二	入	澄	開	陌	澤	ʦʰæk33	ʦʰæk8b	毛～东（人名）
3152	ʦʰ	æk	033	二	入	澄	開	陌	擇	ʦʰæk33	ʦʰæk8b	选～[文]
3153	tʰ	ɔk	021	二	入	澄	開	陌	擇	tʰɔk21	tʰɔk8a	～菜[白]
3154	ʦ	æk	033	二	入	澄	開	陌	宅	ʦæk33	ʦæk8b	住～
3155	ʦ	æk	021	二	入	莊	開	陌	窄	ʦæk21	ʦæk8a	狭～
3156	ɬ	ɐn	33	二	平	生	開	庚	生	ɬɐn33	ɬɐn1a	学～，～活[文]
3157	ɬ	ɐn	33	二	平	生	開	庚	生	ɬɐn33	ɬɐn1a	与“死”相对[白]
3158	ɬ	ɐn	33	二	平	生	開	庚	牲	ɬɐn33	ɬɐn1a	牺～[文]
3159	ɬ	ɐn	33	二	平	生	開	庚	牲	ɬɐn33	ɬɐn1a	头～[白]
3160	ɬ	ɐn	33	二	平	生	開	庚	甥	ɬɐn33	ɬɐn1a	外～
3161	ɬ	ɐn	21	二	上	生	開	庚	省	ɬɐn21	ɬɐn3	～长，节～[文]
3162	ɬ	ɐn	21	二	上	生	開	庚	省	ɬɐn21	ɬɐn3	节省，～钱[白]
3163	k	ɐn	451	二	平	見	開	庚	更	kɐn451	kɐn5	～换，～衣
3164	k	ɐn	33	二	平	見	開	庚	更	kɐn33	kɐn1a	五～
3165	k	ɐn	33	二	平	見	開	庚	庚	kɐn33	kɐn1a	天干，庚辛壬癸
3166	k	ɐn	45	二	平	見	開	庚	羹	kɐn45	kɐn1b	调～；米糊
3167	kʰ	ɐn	21	二	上	見	開	庚	哽	kʰɐn21	kʰɐn3	哽住，骨头～到
3168	k	ɐn	21	二	上	見	開	庚	梗	kɐn21	kɐn3	心肌～塞[文]
3169	k	ɐn	21	二	上	見	開	庚	梗	kɐn21	kɐn3	茎，菜～[白]
3170	k	ɐn	451	二	平	見	開	庚	更	kɐn451	kɐn5	～加
3171	k	ɐk	021	二	入	見	開	陌	格	kɐk21	kɐk8a	～式；还珠～～[文]
3172	k	ɐk	021	二	入	見	開	陌	格	kɐk21	kɐk8a	空～，三～[白]
3173	h	ɐn	33	二	平	溪	開	庚	坑	hɐn33	hɐn1a	水～，～沟
3174	h	ɐk	021	二	入	溪	開	陌	客	hɐk21	hɐk8a	请～
3175	ŋ	ɐn	21	二	去	疑	開	庚	硬	ŋɐn21	ŋɐn3	软～
3176	ŋ	ɐt	021	二	入	疑	開	陌	額	ŋɐt21	ŋɐt8a	名～
3177	h	ɐn	33	二	平	曉	開	庚	亨	hɐn33	hɐn1a	～通；～特（人名）
3178	h	ɐt	021	二	入	曉	開	陌	赫	hɐt21	hɐt8a	～～有名，显～
3179	h	ɐt	021	二	入	曉	開	陌	嚇	hɐt21	hɐt8a	～一跳
3180	h	ɐŋ	213	二	平	匣	開	庚	行	hɐŋ213	hɐŋ2	～为；行走
3181	h	ɐŋ	213	二	平	匣	開	庚	衡	hɐŋ213	hɐŋ2	～量，平～
3182	h	ɐn	21	二	上	匣	開	庚	杏	hɐn21	hɐn3	～仁
3183	h	ɐŋ	213	二	平	匣	開	庚	行	hɐŋ213	hɐŋ2	品～
3184	p	ɐn	33	二	平	幫	開	耕	浜	pɐn33	pɐn1a	沙家～
3185	m	ɐt	021	二	入	幫	開	麥	擘	mɐt21	mɐt8a	用手分开，～开
3186	pʰ	ɐn	213	一	平	並	開	耕	棚	pʰɐn213	pʰɐn2	楼～，瓜～
3187	m	ɐŋ	213	二	平	明	開	耕	萌	mɐŋ213	mɐŋ2	～芽
3188	m	ɔŋ	213	二	平	明	開	耕	氓	mɔŋ213	mɔŋ2	流～
3189	m	ɐt	045	二	入	明	開	麥	麥	mɐt45	mɐt7	小～，～芽糖
3190	m	ɐt	021	二	入	明	開	麥	脈	mɐt21	mɐt8a	～搏，把～
3191	ʦ	ɐt	021	二	入	知	開	麥	摘	ʦɐt21	ʦɐt8a	～菜
3192	ʦ	ɐn	33						爭	ʦɐn33	ʦɐn1a	～取，斗～[文]
3193	ʦ	ɐn	33						爭	ʦɐn33	ʦɐn1a	相～，～唔多（差不多）[白]
3194	ʦ	ɐn	33						箏	ʦɐn33	ʦɐn1a	风～
3195	ʦ	ɐn	33						睜	ʦɐn33	ʦɐn1a	～眼
3196	ʦ	ɐt	021	二	入	莊	開	麥	責	ʦɐt21	ʦɐt8a	～任，负～
3197	ʦʰ	ɐt	021	二	入	初	開	麥	策	ʦʰɐt21	ʦʰɐt8a	～划，政～
3198	ʦʰ	ɐt	021						冊	ʦʰɐt21	ʦʰɐt8a	两～，～封
3199	k	ɐn	33	二	平	見	開	耕	耕	kɐn33	kɐn1a	～田
3200	k	ɐn	21	二	上	見	開	耕	耿	kɐn21	kɐn3	忠心～～；姓，～精忠
3201	k	ɐt	021	二	入	見	開	麥	革	kɐt21	kɐt8a	～命，改～
3202	k	ɐt	021	二	入	見	開	麥	隔	kɐt21	kɐt8a	～壁
3203	k	iɐn	451	二	平	匣	開	耕	莖	kiɐn451	kiɐn5	根；莲～
3204	h	ɐn	21	二	上	匣	開	耕	幸	hɐn21	hɐn3	荣～，～福
3205	ʔ	ɐn	33	二	平	影	開	耕	鶯	ʔɐn33	ʔɐn1a	黄～，夜～
3206	j	iɐn	33	二	平	影	開	耕	鸚	jiɐn33	jiɐn1a	～鹉
3207	j	iɐn	33	二	平	影	開	耕	櫻	jiɐn33	jiɐn1a	～桃
3208	ʔ	ɐt	021	二	入	影	開	麥	扼	ʔɐt21	ʔɐt8a	～杀，～制
3209	ʔ	ɐt	021	二	入	影	開	麥	軛	ʔɐt21	ʔɐt8a	牛～（牛耕田时套的人字形工具）
3210	p	ɐn	33	三	平	幫	開	庚	兵	pɐn33	pɐn1a	当～
3211	p	ian	21	三	上	幫	開	庚	丙	pian21	pian3	天干，甲乙丙丁
3212	pʰ	ɐn	21	三	上	幫	開	庚	秉	pʰɐn21	pʰɐn3	～持，～公办事
3213	p	ian	451	三	去	幫	開	庚	柄	pian451	pian5	刀～，把～
3214	p	iɐt	021	三	入	幫	開	陌	碧	piɐt21	piɐt8a	～玉，～绿
