汉字	注释	环县甜水	环县环城	环县车道	庆城庆城	庆城桐川	庆城太白梁	华池柔远	华池乔川	合水西华池	合水太白	合水段家集	西峰西街	西峰肖金	镇原城关	镇原新城	镇原三岔	宁县新宁	宁县早胜	宁县盘克	正宁山河	正宁宫河	正宁五顷原	正宁三嘉	泾川泾明	泾川城关	泾川玉都	灵台中台	灵台邵寨	华亭东华	华亭神峪	崇信锦屏	崇信木林	崇信新窑	崆峒柳湖汉	崆峒柳湖回	崆峒香莲	崆峒大秦
降		꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ	꜁ɕiɑŋ
项		ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄	ɕiɑŋ꜄/xɑŋ꜄
学		꜁ɕyə	꜁ɕyɤ	꜁ɕyə	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyə	꜁ɕyo	꜁ɕyə	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyə	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyɤ	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyə	꜁ɕyə	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyo	꜁ɕyɤ	꜁ɕyɤ	꜁ɕyɤ	꜁ɕyo
握		꜀və/꜀lyə	꜀uɤ/꜀lyɤ	꜀və/꜀lyə	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀və/꜀lyə	꜀uo/꜀lyo	꜀uə/꜀lyə	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uə/꜀lyə	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uɤ/꜀lyɤ	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uo/꜀ȵyo	꜀və/꜀lyə	꜀və/꜀lyə	꜀uo/꜀lyə	꜀uo/꜀yo	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uo/꜀yo	꜀uo/꜀lyo	꜀uo/꜀lyo	꜀uɤ/꜀lyɤ	꜀uɤ/꜀lyɤ	꜀vɤ/꜀lyɤ	꜀uo/꜀lyo
北		꜁pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei	꜀pei
朋		꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ	꜁pʰəŋ
墨		꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mɛ	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei	꜁mei
凳		təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄	təŋ꜄
得		꜁tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei/꜀tɛ	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei
德		꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei/꜀tɛ	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei	꜀tei
特		꜁tʰə/꜀tʰei	꜀tʰɛ	꜀tʰɛ	꜀tʰei	꜀tʰɛ	꜀tʰɛ	꜀tʰɛ	꜀tʰɛ	꜀tʰei	꜀tʰei	꜀tʰei	꜀tʰei	꜀tʰei	꜀tʰɛ	꜀tʰɛ	꜀tʰɛ	꜀tʰei	꜀tʰei	꜀tʰei	꜁tʰei	꜀tʰei	꜀tʰei	꜀tʰei	꜀tʰɛ	꜀tʰɛ	꜀tʰɛ	꜀tʰɛ	꜀tʰei	꜀tʰɛ	꜀tʰei	꜀tʰɛ	꜀tʰɛ	꜀tʰei	꜀tʰɛ	꜀tʰei	꜀tʰɛ	꜀tʰɛ
能		꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁ləŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ
楞		꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁nəŋ	꜁ləŋ	꜁nəŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁nəŋ	꜁nəŋ	꜁ləŋ	꜁ləŋ	꜁nəŋ	꜁ləŋ	꜁ləŋ	꜁ləŋ	꜁nəŋ
则		꜁tsə/꜁tsei	꜁tsei	꜁tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsɛ	꜀tsɛ	꜀tsɛ	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsɛ	꜀tsɛ	꜀tsɛ	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsei	꜀tsɛ	꜀tsei	꜀tsɛ	꜀tsei
层		꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ	꜁tsʰəŋ
贼		꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsʰei	꜁tsei	꜁tsei	꜁tsʰei	꜁tsʰei	꜁tsʰei	꜁tsʰei	꜁tsʰei	꜁tsʰei	꜁tsʰei	꜁tsʰei	꜁tsei	꜁tsʰei	꜁tsʰei	꜁tsʰei	꜁tsʰei	꜁tsʰei	꜁tsʰei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei	꜁tsei/꜁tsʰei
僧		꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ	꜀səŋ
塞		꜁sə꜀sei꜀tsei / /	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei	꜀sei/꜀tsei
肯		꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ	꜂kʰəŋ
刻		꜀kʰei	꜀kʰei/꜀kʰɛ	꜀kʰə	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰɛ	꜀kʰɛ	꜀kʰɛ	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰɛ	꜀kʰɛ	꜀kʰɛ	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei
克		꜀kʰə/꜂kʰɛ	꜀kʰei/꜂kʰɛ	꜀kʰə	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰɛ	꜀kʰɛ	꜀kʰɛ	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei	꜀kʰei
黑		꜀xei/꜁xɯ	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei/꜀xɛ眼黑（讨厌）	꜀xei/꜀xɛ眼黑（讨厌）	꜀xei/꜀xɛ眼黑（讨厌）	꜀xei	꜀xei	꜀xei	꜀xei/	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei/꜀xɛ眼黑（讨厌）	꜀xei/꜀xɛ眼黑（讨厌）	꜀xei/꜀xɛ眼黑（讨厌）	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei	꜀xei/꜀xɛ眼黑（讨厌）	꜀xei	꜀xei/꜀xɛ眼黑（讨厌）	꜀xei
冰		꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ	꜀piŋ
逼		꜁pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pɿ	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi	꜀pi
陵		꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ	꜁liŋ
力		꜁li	꜀li	꜀li	꜀li	꜀li	꜀li	꜀li	꜀li	꜀li	꜀li	꜀lei	꜀li	꜀li	꜀lei	꜀li	꜀li	꜀lei	꜀lɪi	꜀lei	꜀lei	꜀lei	꜀li	꜀lei	꜀lɪi	꜀li	꜀lɿ	꜀li	꜀li	꜀li	꜀li	꜀li	꜀li	꜀li	꜀li	꜀li	꜀li	꜀li
即		꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tsi	꜁tsi	꜁tɕi	꜁tɕi	꜁tsi	꜁tsi	꜁tɕi	꜁tsi	꜁tsi	꜁tɕi	꜁tsi	꜁tɕi	꜁tɕi	꜁tʃʒ̍ʷ	꜁tsi	꜁tsi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tsi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi	꜁tɕi
媳		꜁ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀si	꜀si	꜀ɕi	꜀ɕi	꜀si	꜀si	꜀ɕi	꜀si	꜀si	꜀ɕi	꜀si	꜀ɕi	꜀ɕi	꜀ʃʒ̍ʷ	꜀si	꜀si	꜀ɕi	꜀ɕi	꜀ɕi	꜀si	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi	꜀ɕi
澄		꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ	꜁tʂʰəŋ
直		꜁tʂʅ/꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʅ/꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʰʅ	꜁tʂʅ	꜁tʂʅ	꜁tʂʅ	꜁tʂʅ	꜁tʂʅ	꜁tʂʅ	꜁tʂʅ	꜁tʂʅ	꜁tʂʅ/꜁tʂʰʅ
侧	～面	꜁tsʰə/꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei꜀	꜀tsʰei	꜀tsʰei	꜀tsʰɛ	꜀tsʰɛ	꜀tsʰɛ	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei
测		꜁tsʰə/꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰɛ	꜀tsʰɛ	꜀tsʰɛ	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei	꜀tsʰei
色		꜁sə/꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sɛ	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei
啬		꜁sə/꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sɛ	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei	꜀sei
证		tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄	tʂəŋ꜄
织		꜁tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ	꜀tʂʅ
称	～呼	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ	꜂tʂʰəŋ
绳		꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ	꜁ʂəŋ
