例字	注释	中古音	公平	九屋	潭下	甘棠	定江	三街	灵田	大圩力村	潮田	大境	海洋江尾
一		臻开三入质影	i4	iᴇ5	i5/iɛ5	i5	i5	i5	iᴇ21	i53	iᴇ5	iɛ5	iɛ5
斤		臻开三平殷见	kiaŋ44	kiŋ232	tʃiŋ13	kiŋ132	tʃiŋ24	tiŋ13	tɕin242	tʃin422	kiɘŋ43	tiŋ42	tiᵊŋ24
勤		臻开三平殷群	kiaŋ21	kiŋ33	tiŋ33	kiŋ22	tʃiŋ22	tʃʰiŋ533	tɕin33	tʃʰin33	tiɘŋ33	tʃiŋ33	tʃiᵊŋ21
近		臻开三上隐群	kiaŋ33	kiŋ21	tiŋ21	kiŋ44	tʃiŋ13	tʃiŋ33	tɕin21	tʃʰin21	kʰiɘŋ52	tʃʰiŋ53	tʃʰiᵊŋ53
隐		臻开三上隐影		iŋ33	iŋ44	iŋ44	iŋ33	iŋ33	in35		iɘŋ55	iŋ55	iᵊŋ55
劲		臻开三去掀见	kiaŋ35		nəi5	kiŋ35	tʃiŋ55	tʃiəi33	tɕin55		ȵiᴇ5	tʃiŋ35	tʃiᵊŋ53
盆		臻合一平魂並	paŋ21	pa33	piɛ33	paŋ22	paŋ22	paŋ33	pə33	pin33	pɘŋ33	pɘŋ33	pɘŋ21
门		臻合一平魂明	maŋ21	ma33	miɛ33	maŋ22	maŋ22	maŋ33	mə33	min33	mɘŋ33	mɘŋ33	mɘŋ21
尊		臻合一平魂精		tsaŋ232	tsuaŋ33{借桂}	tsaŋ132	tsaŋ24	tsaŋ13	tsuən242	tsəŋ422	tsɘŋ43	tsɘŋ42	tsɘŋ24
村		臻合一平魂清	tsʰaŋ44	tsʰaŋ232	tsʰaŋ13	tsʰaŋ132	tsʰɔŋ24	tsʰaŋ13	tsʰuən242	tsʰɔŋ33{变调}	tsʰɘŋ43	tsʰɘŋ42	tsʰɘŋ24
存		臻合一平魂从	tsaŋ21	tsaŋ33	tsaŋ33	tsaŋ22	tsɔŋ22	tsaŋ33	sᴇn33	tsʰɜn33/tsʰɔŋ33	tsʰɘŋ33	tsɘŋ33	tsɘŋ21
孙		臻合一平魂心	saŋ44	saŋ232	sa13/sᵘɔŋ13	saŋ132	sɔŋ24	saŋ13	suən242	sɔŋ422	sɘŋ43	sɘŋ42	sɘŋ24
昆		臻合一平魂见		kʰuaŋ33{借桂}	kʰuaŋ33{借桂}	kʰuaŋ132	kʰuɔŋ24	kʰioŋ13	kʰuən242	kʰyn422	kʰuɘŋ43	kʰuɘŋ42	kʰuɘŋ24
坤		臻合一平魂溪		kʰuaŋ33{借桂}	kʰᵘɔŋ13	kʰuaŋ132	kuɔŋ24	kʰuaŋ13	kʰuən242	kʰyn33	kʰuɘŋ43	kʰuɘŋ42	kʰuɘŋ24
婚		臻合一平魂晓	faŋ44	huaŋ232	hᵘɔŋ13	huaŋ132	fɔŋ24	faŋ13	huən242		fɘŋ43	huɘŋ42	fɘŋ24
魂		臻合一平魂匣	faŋ21	huaŋ33	hᵘɔŋ33	huaŋ22	fɔŋ22	foŋ33	huən33	fʊin33	fɘŋ33	huɘŋ33	fɘŋ21
温		臻合一平魂影	ʊaŋ44	uaŋ232	uaŋ13	ioŋ132	uɔŋ24	ioŋ13	uən242	ʊin33	uɘŋ43	uɘŋ42	uɘŋ24
本		臻合一上混帮	paŋ55	pa422	piɛ44	paŋ44	pɔŋ33	paŋ33	pə35	ɓɜn55	pɘŋ55	pɘŋ55	pɘŋ55
滚		臻合一上混见	kʊaŋ33	kuaŋ422	kᵘɔŋ44	kuaŋ44	kuɔŋ33	kioŋ33	kuən35	kyn55	kuɘŋ55	kuɘŋ55	kuɘŋ55
混		臻合一上混匣	faŋ53	huaŋ422	huɑŋ53	huaŋ21	fɔŋ31	faŋ21	huən44		fɘŋ24	huɘŋ21	fɘŋ33
稳		臻合一上混影	ʊaŋ55	uaŋ422	uaŋ44	uaŋ44	uɔŋ33	ioŋ33	uən35	ʊin55	uɘŋ55	uɘŋ55	uɘŋ55
嫩		臻合一去恩泥	naŋ53	naŋ33	nᵘɔŋ53	naŋ21	lɔŋ31	naŋ21	nən44	nɔŋ21	nɘŋ21	nɘŋ21	nɘŋ33
寸		臻合一去恩清	tsʰaŋ35	tsʰaŋ53	tsʰaŋ53	tsʰaŋ35	tsʰɔŋ55	tsʰaŋ35	tsʰuən55	tsʰɔŋ35	tsʰɘŋ24	tsʰɘŋ35	tsʰɘŋ53
棍		臻合一去恩见	kʊaŋ33	kuaŋ33	kᵘɔŋ35	kuaŋ35	kuɔŋ55	kioŋ33	kuən55	kyn35	kuɘŋ24	kuɘŋ35	kuɘŋ53
困		臻合一去恩溪	kʰʊaŋ33	kuaŋ35	kʰuaŋ53	kʰuaŋ35	kʰuɔŋ55	kʰuaŋ33	kʰuən55	kʰyn35	kʰuɘŋ24	kʰuɘŋ33	kʰuɘŋ53
没		臻合一入没明	ma4		15	15		ma5/nia33	mə21		mɤ33	mɤ53	
骨		臻合一入没见	kʊɯ4	kua5	ku5	kʊ5	ku5	ku5	kə21	kʊɔ53	ku5	ku5	ku5
轮		臻合三平谆来		naŋ33	naŋ33	naŋ22	lɔŋ22	laŋ533	lan33	lin33	naŋ33	laŋ33	lɑŋ21
椿		臻合三平谆彻	tsʰaŋ44	tsʰoŋ232	tsʰuaŋ13	tsʰaŋ132	tsʰuɔŋ24	tʃioŋ13	tsʰuən242	tʃʰyn33	tʃʰyɘŋ43	tʃʰyŋ42	tʃʰyᵊŋ24
春		臻合三平谆昌	tsʰaŋ44	tsʰoŋ232	tsʰuaŋ13	tsʰuaŋ132	tsʰuɔŋ24	tioŋ13	tsʰuən242	tʃʰyn33{变调}	tʃʰyɘŋ43	tʃʰuɘŋ42	tʃʰyᵊŋ24
纯		臻合三平谆禅	tsaŋ21	tsʰuaŋ21{借桂}	suaŋ33	saŋ22	suɔŋ22	sioŋ533	suən33		ʃyɘŋ33	ʃyŋ33	ʃɑŋ21
均		臻合三平谆见		kiŋ232	tʃyɛ13	kaŋ44	tʃyŋ24	tyŋ13	tɕyn242	kyn422	tʃyɘŋ43	tyŋ42	tʃyᵊŋ24
匀		臻合三平谆以	iaŋ21	yŋ21{借桂}	iᵘɔŋ33	iŋ22	yŋ22	ioŋ33	yn33	yn33	yɘŋ33	yŋ33	yᵊŋ21
笋		臻合三上准心	saŋ55	ʃiŋ422	saŋ44	saŋ44	sɔŋ33	saŋ33	sən35	sin55	sɘŋ55	sɘŋ55	sɘŋ55
准		臻合三上准章	tʃʊaŋ55	tsoŋ422	tsuaŋ44	tsuaŋ44	tsuɔŋ33	tioŋ33	tsuən35	tʃyn55	tʃyɘŋ55	tʃyŋ55	tʃyᵊŋ55
蠢		臻合三上准昌	tʃʰʊaŋ55	tsʰuaŋ21	tsʰuaŋ21	tsʰuaŋ44	tsʰuɔŋ13	tioŋ33	tsʰuən35	tʃyn55	tʃyɘŋ55	tyŋ55	tʃʰyᵊŋ55
菌		臻合三上准群	kiaŋ53	kuaŋ21	kᵘɔŋ21	kyŋ35	tyŋ24	koŋ33	kən33/tɕyn44	kʰyn21	tʃyɘŋ21	tʃyŋ21	tʃyᵊŋ33
顺		臻合三去椁船	ʃʊaŋ53	soŋ33	suaŋ53	saŋ21	suɔŋ31	ʃioŋ21	suən44	ʃyn21	ʃyɘŋ21	ʃyŋ21	ʃyᵊŋ33
闰		臻合三去椁日	ȵiaŋ53	uaŋ53	iᵘɔŋ53	iŋ21	iŋ31	ioŋ21	yn44	yn21	yɘŋ21	yŋ21	yᵊŋ33
律		臻合三入术来		ny21{借桂}	15	ȵʏ5	ly22	ly33	ly21	ly33	ȵy21{借桂}	ly33	ly21
出		臻合三入术昌	tʃʰiᴇ21/tʃʰɑʊ35	tsʰa422	tʃʰy5	tʰʏ5	tʃʰy5	tʃy33	tɕʰyᴇ21	tʃʰy53	tʃʰyᴇ5	tʃʰyɛ5	su21
术		臻合三入术船		su21{借桂}	ʃy21	ʃiou21	su22	su33	ɕiɑu33	su21	su21{借桂}	su21{借桂}	su21
分		臻合三平文非	faŋ44	fa232	fiɛ13	faŋ132	fɔŋ24	faŋ13	fə242	fʊin422	fɘŋ43	fɘŋ42	fɘŋ24
坟		臻合三平文奉	faŋ21	fa33	fiɛ33	faŋ22	fɔŋ22	faŋ33	fə33	fʊin33	huɘŋ33	fɘŋ33	fɘŋ21
蚊		臻合三平文微	maŋ21	ma33	miɛ33	maŋ22	mɔŋ22	maŋ33	man33	min33	mɘŋ33	mɘŋ33	mɘŋ21
军		臻合三平文见	kiaŋ44	tʃyŋ232	tyn13	kyŋ132	tʃyŋ24	tʃyŋ13/koŋ13	tɕyn242	kyn422	tʃyɘŋ43	tʃyŋ42	tʃyᵊŋ24
裙		臻合三平文群	kiaŋ53	kuaŋ33	kᵘɔŋ33	kaŋ22	kaŋ22	kaŋ533	tɕyn33	kʰyn33	tʃʰyɘŋ33	tʃyŋ33	tʃyᵊŋ21
熏		臻合三平文晓	hiaŋ44	huaŋ232	hᵘɔŋ13	haŋ132	haŋ24	haŋ13	ɕyn242	ʃyn33	ʃyɘŋ43	ʃyŋ42	ʃyᵊŋ24
荤		臻合三平文晓	faŋ44	huaŋ232	hᵘɔŋ13	huaŋ132	fɔŋ24	foŋ13	huən242	ʃyn422	fɘŋ43	huɘŋ42	fɘŋ24
云		臻合三平文云	iaŋ21	uaŋ33	iᵘɔŋ33	iŋ22	yŋ22	ioŋ533	ioŋ33	yn33	yɘŋ33	yŋ33	yᵊŋ21
粉		臻合三上吻非	faŋ55	fa422	fiɛ44	faŋ44	fɔŋ33	foŋ33	fən35	fʊin55	fɘŋ55	fɘŋ55	fɘŋ55
粪		臻合三去问非	faŋ35	fa33	fiɛ35	faŋ35	fɔŋ55	faŋ33	fə55	fʊin35	fɘŋ24	fɘŋ35	fɘŋ53
份		臻合三去问奉	faŋ53	fa53	fiɛ53	faŋ21	fɔŋ31	foŋ21	fə44	fʊin21	fɘŋ21	fɘŋ21	fɘŋ33
问		臻合三去问微	maŋ53	ma53	miɛ53	maŋ21	mɔŋ31	maŋ21	mə44	min21	mɘŋ21	mɘŋ21	mɘŋ33
运		臻合三去问云	iaŋ53	uaŋ53	yn53	iŋ21	yŋ55	ioŋ21	yn44	yn21	yɘŋ21	yŋ21	yᵊŋ33
物		臻合三入物微	ʊɯ21	ua33	ua5	ua5	u22	ua33	u33	u21	u21	u21	u21
帮		宕开一平唐帮	pon44	pɑŋ232	pɑŋ13	pɑŋ132	paŋ24	paŋ13	paŋ242	ɓɔŋ422	paŋ43	paŋ42	pɑŋ24
旁		宕开一平唐並	pon21	pɑŋ33	pɑŋ33	pɑŋ22	paŋ22	paŋ533	paŋ33	pɔŋ33	paŋ33	paŋ33	pɑŋ21
忙		宕开一平唐明		mɑŋ33	mɑŋ33	mɑŋ21	maŋ22	maŋ533	maŋ33	mɔŋ33	maŋ33	maŋ33	mɑŋ21
当	{~时}	宕开一平唐端		tɑŋ232	tɑŋ13	tɑŋ132	taŋ24	taŋ13	laŋ242	ɗɑŋ33	taŋ43	taŋ42	tɑŋ24
汤		宕开一平唐透	tʰɔ̃44	tɑŋ232	tʰɑŋ13	tʰɑŋ132	taŋ24	taŋ13	tʰaŋ242	tʰɑŋ422	tʰaŋ43	tʰaŋ42	tʰɑŋ24
堂		宕开一平唐定	tɔ̃21	tɑŋ33	tɑŋ33	tɑŋ22	taŋ22	taŋ33	taŋ33	tɑŋ33	taŋ33	taŋ33	tɑŋ21
糖		宕开一平唐定	tɔ̃21	tɑŋ33	tɑŋ33	tɑŋ22	taŋ22	taŋ533	taŋ33	tɑŋ33	taŋ33	taŋ33	tɑŋ21
塘		宕开一平唐定	tɔ̃21	tɑŋ33	tɑŋ33	tɑŋ22	taŋ22	taŋ533	taŋ33	tɑŋ33	taŋ33	taŋ33	tɑŋ21
郎		宕开一平唐来	lɔ̃21	nɑŋ33	nɑŋ33	nɑŋ22	laŋ22	laŋ33	laŋ33	lɑŋ33	naŋ33	laŋ33	lɑŋ21
狼		宕开一平唐来	lɔ̃21	nɑŋ33	nɑŋ33	nɑŋ22	laŋ22	laŋ33	laŋ33	lɑŋ33	naŋ33	laŋ33	lɑŋ21
仓		宕开一平唐清	tsʰɔ̃44	tsʰɑŋ232	tsʰɑŋ13	tsʰɑŋ132	tsʰaŋ24	tsʰaŋ13	tsʰaŋ242	tsʰɑŋ33	tsʰaŋ43	tsʰaŋ42	tsʰɑŋ24
桑		宕开一平唐心		sɑŋ232	sᵘɔ13	sɑŋ132	saŋ24	saŋ13	saŋ242	sɑŋ33	saŋ43	saŋ42	sɑŋ24
刚		宕开一平唐见	kɔ̃44	kɑŋ232	kɑŋ13	kɑŋ132	kaŋ24	kaŋ13	kaŋ242	kɑŋ422	kaŋ43	kaŋ42	kɑŋ24
缸		宕开一平唐见	on35	kɑŋ232	kɑŋ13	kɑŋ132	kaŋ24	kaŋ13	kaŋ242	kɑŋ422	kaŋ43	kaŋ42	kɑŋ24
糠		宕开一平唐溪	hɔ̃44	hɑŋ232	kʰɑŋ13	kʰɑŋ132	kʰaŋ24	kaŋ13	kʰaŋ242	kʰɑŋ422	kʰaŋ43	kʰaŋ42	kʰɑŋ24
昂		宕开一平唐疑	ŋɔ̃21	ɑŋ33	15	ŋɑŋ22	ŋaŋ22	naŋ533	ȵiaŋ21			ŋaŋ33	ŋɑŋ21
行		宕开一平唐匣	hɔ̃21	hɑŋ33	hɑŋ33	hɑŋ22	haŋ22	haŋ533	haŋ33	hɑŋ33	haŋ33	haŋ33	hɑŋ21
榜		宕开一上荡帮	pɒ̃33	pɑŋ422	pᵘɔ44	pɑŋ44	paŋ33	paŋ33	paŋ35	ɓɔŋ55	paŋ55	paŋ55	pɑŋ55
党		宕开一上荡端	tɔ̃55	tɑŋ422	tɑŋ44/tᵘɔ44	tɑŋ44	taŋ33	taŋ33	laŋ35	ɗɑŋ55	taŋ55	taŋ55	tɑŋ55
嗓		宕开一上荡心	sɔ̃55	sɑŋ422	sɑŋ44	sɑŋ44	saŋ33	saŋ33	saŋ35		saŋ55	saŋ55	sɑŋ55
当	{~铺}	宕开一去宕端	tɔ̃35	tɑŋ33	tɑŋ35	tɑŋ35	taŋ55	taŋ33	laŋ55	ɗɑŋ35	taŋ24	taŋ35	tɑŋ53
浪		宕开一去宕来	lɔ̃53	nɑŋ53	nɑŋ35	nɑŋ21	lɔ31	laŋ21	laŋ44	lɑŋ21	naŋ21	laŋ35	lɑŋ53
葬		宕开一去宕精	tsɔ̃35	tsɑŋ33	tsɑŋ35	tsɑŋ35	tsaŋ55	tsaŋ33	tsaŋ55	tsɑŋ35	tsaŋ24	tsaŋ35	tsɑŋ53
杠		宕开一去宕见	kɔ̃44	kɑŋ33	kɑŋ35	kɑŋ35	kaŋ55	kaŋ35	kaŋ55	kɑŋ35	kaŋ24	kaŋ35	kɑŋ53
抗		宕开一去宕溪		kʰɑŋ35	kʰɑŋ53	kʰɑŋ35	kʰaŋ55	kʰaŋ33	kʰaŋ55	kʰɑŋ35	kʰaŋ24	kʰaŋ35	kʰɑŋ53
博		宕开一入铎帮		puo5	pᵘɔ21	puo21	puo22	puo5	puo4	ɓʊɔ21	puo24	puo5	pᵘo21
薄		宕开一入铎並	pɯ33	pua53	pɑu53	pou21	pau31	puo21	pu33	pʊɔ21	puo21	pu21	
摸		宕开一入铎明	mũ44	mɑu232	mɑu5	muo132	muo13	muo13	mu242	pu21		ma5	mᵘo24
落		宕开一入铎来	lʊo53	nɑu21	nɑu5	nou5	lau5	luo5	luo21	lʊɔ53	nuo52	luo53	lᵘo5
乐		宕开一入铎来	lʊo21	nuo21{借桂}	nua5	iɑu5	luo31	luo5	luo21	lʊɔ21	nuo21	luo33	
作		宕开一入铎精		tsɿ5	tsua33	tsuo5	tsau22/sau5	tsu5	tsuo21	tsɿ35	tsuo5	tsuo21	tsᵘo21
凿		宕开一入铎从	tsʊo53	tsuo422	tsᵘɔ53	tsᵘɔ44	tsɔ31	tsuo21					tsᵘo21
索		宕开一入铎心	sʊo55	sɑu5	sɑu5	sou5	sau5/suo33	suo5	suo21	sʊɔ53	suo5	suo5	sᵘo5
各		宕开一入铎见	ka4	kua5	ku35	kou5	kɔ5	kuo5	kuo21	kʊɔ53	kuo5	kuo5	kᵘo53
鹤		宕开一入铎匣		ha33	15	huo44		huo5	huo4	hʊɔ21	huo24	huo5	hᵘo21
恶		宕开一入铎影	o55	uo5	ua5	uo5	uo5	u21	uo21	ʊɔ53	uo24	uo5	ᵘo5
粮		宕开三平阳来	lin21	niɑŋ33	niɑŋ33	ȵiɑŋ22	liaŋ22	liaŋ33	liaŋ33	liɑŋ33	niɑŋ33	liaŋ33	liɑŋ24
将		宕开三平阳精	tsin44	tʃiɑŋ232	tʃiɑŋ13	tʃiɑŋ132	tʃiaŋ24	tiaŋ13	tɕiaŋ242	tiɑŋ422	tʃiɑŋ43	tʃiaŋ42	tsiɑŋ24
枪		宕开三平阳清	tsʰin44	tʃʰiɑŋ232	tʃʰiɑŋ13	tʃʰiɑŋ132	tʰiaŋ24	tiaŋ13	tɕʰiaŋ242	tiɑŋ422	tʃiɑŋ43	tʃʰiaŋ42	tsʰiɑŋ24
墙		宕开三平阳从	tsin21	tʃiɑŋ33	tʃiɑŋ33	tʃiɑŋ22	tʃiaŋ22	tʃiaŋ33	tɕiaŋ33	tʃʰiɑŋ33	tʃʰiɑŋ33	tʃiaŋ33	tsiɑŋ21
箱		宕开三平阳心	sin44	ʃiɑŋ232	ʃiɑŋ13	ʃiɑŋ132	ʃiaŋ24	ʃiaŋ13	ɕiaŋ242	ʃiɑŋ422	ʃiɑŋ43	ʃiaŋ42	siɑŋ24
详		宕开三平阳邪		tʃiɑŋ33	tʃiɑŋ33	tʃiɑŋ22	tʃiaŋ22	tʃiaŋ533	tɕiaŋ33	tʃʰiɑŋ33	tʃʰiɑŋ33	tʃiaŋ33	tsiɑŋ21
张		宕开三平阳知	tʃin44	tsɑŋ232	tsɑŋ13	tsɑŋ132	tsaŋ24	tsaŋ13	tsaŋ242	tʃɔŋ422	tʃaŋ43	tʃaŋ42	tʃiɑŋ24
长	{~短}	宕开三平阳澄	tin21	tiɑŋ33	tiɑŋ33	tsɑŋ22	tiaŋ22	tiaŋ533	tiaŋ33	tiɑŋ33	tiɑŋ33	tiaŋ33	tiɑŋ21
肠		宕开三平阳澄	tin21	tsɑŋ33	tsɑŋ33	tsɑŋ22	tsaŋ22	tsaŋ21	tsaŋ33	tʃʰɑŋ21	tʃʰaŋ21{借桂}	tʃaŋ33	tʃiɑŋ21
场		宕开三平阳澄	tʃin21	tsɑŋ33	tsʰɑŋ21{借桂}	tsɑŋ22	tsaŋ22	tsaŋ33	tsaŋ33	tʃʰɑŋ21	tʃʰaŋ21{借桂}	tʃaŋ33	tʃiɑŋ21
庄		宕开三平阳庄	tʃʊɔ̃44	tsɑŋ232	tsuɑŋ13	tsuɑŋ44	tsuaŋ24	tyaŋ13	tsuaŋ242	tʃʊɑŋ422	fuɑŋ43	tʃuaŋ42	tsuɑŋ24
装		宕开三平阳庄	tʃʊɔ̃44	tsɑŋ232	tsuɑŋ13	15	tsuaŋ24	tyaŋ13	tsuaŋ242	tʃʊɑŋ422	tʃuɑŋ43	tʃuaŋ42	tsuɑŋ24
疮		宕开三平阳初	tʃʰʊɔ̃44	tsʰɑŋ232	tsʰuɑŋ13	tsʰuɑŋ44	tsʰuaŋ24	tyaŋ13	tsʰuaŋ242	tʃʰɔŋ422	tʃʰuɑŋ43	tʃʰuaŋ42	tsʰuɑŋ24
床		宕开三平阳崇	tʃʊɔ̃21	tsɑŋ33	tsɑŋ33	tsuɑŋ22	tsaŋ22	tʃyaŋ533	tsuaŋ33	tʃʰɔŋ33	tʃʰuɑŋ33	tʃuaŋ33	tsuɑŋ21
霜		宕开三平阳生	ʃʊɔ̃44	sɑŋ232	suɑŋ13	suɑŋ132	suaŋ24	ʃyaŋ13	suaŋ242	ʃɑŋ422	ʃuɑŋ43	ʃuaŋ42	suɑŋ24
章		宕开三平阳章	tʃin44	tsɑŋ232	tsɑŋ13	tsɑŋ132	tsaŋ24	tsaŋ13	tsaŋ242	tʃɑŋ422	tʃaŋ43	tʃaŋ42	tʃiɑŋ24
昌		宕开三平阳昌		tsʰɑŋ232	tsʰɑŋ13	tsʰɑŋ132	tsʰaŋ24	tsʰaŋ13	tsʰaŋ242	tʃʰɔŋ422	tʃʰaŋ43	tʃʰaŋ42	tʃʰiɑŋ24
伤		宕开三平阳书	ʃin44	saŋ232	sɑŋ13	sɑŋ132	saŋ24	saŋ13	saŋ242	ʃɑŋ422	ʃaŋ43	ʃaŋ42	ʃiɑŋ24
常		宕开三平阳禅		tsɑŋ33	tsɑŋ33	tsɑŋ22	tsaŋ22	tsaŋ33	tsaŋ33	tʃʰɑŋ33	tʃʰaŋ33	tʃaŋ33	tʃiɑŋ21
尝		宕开三平阳禅	ʃaŋ21	sɑŋ33	sɑŋ33	sɑŋ22	saŋ22	tsaŋ33	saŋ33	ʃɑŋ33	ʃaŋ33	ʃaŋ33	tʃiɑŋ21
姜		宕开三平阳见	kin44	kiɑŋ232	tʃiɑŋ13	kiɑŋ132	tʃiaŋ24	tʃiaŋ13	tɕiaŋ242	tʃiɑŋ422	tʃiɑŋ43	tʃiaŋ42	tʃiɑŋ24
强		宕开三平阳群	kin21	kiɑŋ33	tʃiɑŋ33	kiɑŋ22	tʃiaŋ22	tʃiaŋ533	tɕiaŋ33	tʃʰiɑŋ33	tʃʰiɑŋ33	tʃiaŋ33	tʃiɑŋ21
香		宕开三平阳晓	hin44	hiɑŋ232	ʃiɑŋ13	hiɑŋ132	ʃiaŋ24	ʃiaŋ13	ɕiaŋ242	ʃiɑŋ422	ʃiɑŋ43	ʃiaŋ42	ʃiɑŋ24
乡		宕开三平阳晓	hin44	hiɑŋ232	ʃiɑŋ13	hiɑŋ132	ʃiaŋ24	ʃiaŋ13	ɕiaŋ242	ʃiɑŋ422	ʃiɑŋ43	ʃiaŋ42	ʃiɑŋ24
秧		宕开三平阳影	iaŋ44	iɑŋ232	iɑŋ13	iɑŋ132	iaŋ24	iaŋ13	iaŋ242	iɑŋ422	iɑŋ43	iaŋ42	iɑŋ24
羊		宕开三平阳以	iaŋ21	iɑŋ33	iɑŋ33	iɑŋ22	iaŋ22	iaŋ33	iaŋ33	iɑŋ33	iɑŋ33	iaŋ33	iɑŋ21
杨		宕开三平阳以	iaŋ21	iɑŋ33	iɑŋ33	iɑŋ22	iaŋ22	iaŋ33	iaŋ33	iɑŋ33	iɑŋ33	iaŋ33	iɑŋ21
两	{~个}	宕开三上养来	liɛ̃33	niɑŋ21	niɑŋ21	ȵiɑŋ44	liaŋ13	liaŋ33	liaŋ21	liɑŋ13	ȵiɑŋ52	liaŋ53	liɑŋ55
两	{斤~}	宕开三上养来	lin55	niɑŋ21	niɑŋ44	ȵiɑŋ44	liaŋ33	liaŋ33	liaŋ35	liɑŋ55	ȵiɑŋ55	liaŋ53	liɑŋ54
奖		宕开三上养精	tsin55	tʃiɑŋ422	tʃiɑŋ44	tʃiɑŋ44	tʃiaŋ33	tʃiaŋ33	tɕiaŋ35	tʃiɑŋ55	tʃiɑŋ55	fiaŋ55	tsiɑŋ55
抢		宕开三上养清	tsʰin55	tʃʰiɑŋ21	tʃʰiɑŋ21	tʃʰiɑŋ44	tiaŋ13	tiaŋ33	tɕʰiaŋ35	tʃʰiɑŋ55	tʃʰiɑŋ55	tʃʰiaŋ55	tsʰiɑŋ55
想		宕开三上养心	sin55	ʃiɑŋ422	ʃiɑŋ44	ʃiɑŋ44	ʃiaŋ33	ʃiaŋ33	ɕiaŋ35	ʃiɑŋ55	ʃiɑŋ55	ʃiaŋ55	siɑŋ55
象		宕开三上养邪	sin35	tʃiɑŋ53	ʃiɑŋ53	tʃiɑŋ21	tʃiaŋ31	tʃiaŋ21	ɕiaŋ44	ʃiɑŋ13	tʃʰiɑŋ21	ʃiaŋ21	tsiɑŋ33
像		宕开三上养邪	sin35	tʃiɑŋ33	ʃiɑŋ53	ʃiɑŋ35	ʃiaŋ55	tʃiaŋ21	tɕiaŋ44	ʃiɑŋ13	ʃiɑŋ24	ʃiaŋ21	tsiɑŋ33
涨		宕开三上养知	tʃin55	tsɑŋ422	tsɑŋ44	tsɑŋ44	tsaŋ33	tsaŋ33	tsaŋ35	tiɑŋ55	tʃaŋ55	tʃaŋ55	tʃiɑŋ55
丈		宕开三上养澄	tin53	tiɑŋ33	tiɑŋ53	tiɑŋ21	tiaŋ31	tsaŋ21	tiaŋ44	tiɑŋ21	tiɑŋ21	tiaŋ21	tiɑŋ33
杖		宕开三上养澄		tsɑŋ33	15	tsɑŋ35	tsaŋ55	tsaŋ21	tsaŋ44	tʃɑŋ13	tʃaŋ24	tʃaŋ35	tiɑŋ33
闯		宕开三上养初	tʃʰʊɔ̃55	tsʰuɑŋ21	tsʰuɑŋ53	tsʰuɑŋ44	tsʰuaŋ13	tyaŋ33	tsʰuaŋ35	tʃʰʊɑŋ55	tʃʰuɑŋ54	tʃʰuaŋ55	tsʰuɑŋ55
掌		宕开三上养章		tsɑŋ422	tsɑŋ44	tsɑŋ44	tsaŋ33	tsaŋ33	tsaŋ35	tʃɑŋ55	tʃaŋ55	tʃaŋ55	tʃiɑŋ55
厂		宕开三上养昌	tʃʰin55	tsʰɑŋ21	tsʰɑŋ21	tsʰɑŋ44	tsʰaŋ13	tsʰaŋ33	tsʰaŋ35	tʃʰɑŋ55	tʃʰaŋ55	tʃʰaŋ55	tʃʰiɑŋ55
上	{~山}	宕开三上养禅	ʃaŋ33	sɑŋ21	sɑŋ21	sɑŋ21	saŋ13	saŋ33	tsʰaŋ21	ʃɑŋ21	tʃʰaŋ52	ʃaŋ53	tʃʰiɑŋ53
养		宕开三上养以	iaŋ33	iɑŋ422	iɑŋ21	iɑŋ44	iaŋ13	iaŋ33	iaŋ21	iɑŋ13	iɑŋ52	iaŋ53	iɑŋ55
酿		宕开三去漾泥		iɑŋ53	15	ȵiɑŋ21	ȵiaŋ22	ȵiaŋ23	ȵiaŋ44		ȵiɑŋ24	ȵiaŋ21	ȵiɑŋ33
量		宕开三去漾来	lin21	niɑŋ53	niɑŋ33	ȵiɑŋ22	liaŋ22	liaŋ33	liaŋ33	liɑŋ33	ȵiɑŋ33	liaŋ33	liɑŋ24
酱		宕开三去漾精	tsin35	tʃiɑŋ33	tʃiɑŋ35	tʃiɑŋ35	tiaŋ55	tiaŋ33	tɕiaŋ55	tʃiɑŋ35	tʃiɑŋ24	tʃiaŋ35	tsiɑŋ53
匠		宕开三去漾从	tsin53	tʃiɑŋ53	tʃiɑŋ53	tʃiɑŋ21	tʃiaŋ31	tʃiaŋ21	tɕiaŋ44	tʃʰiɑŋ21	tʃʰiɑŋ21	tʃiaŋ21	tsiɑŋ53
相		宕开三去漾心	sin35	ʃiɑŋ33	ʃiɑŋ53	ʃiɑŋ35	ʃiaŋ55	ʃiaŋ33	ɕiaŋ55	ʃiɑŋ35	ʃiɑŋ24	ʃiaŋ35	siɑŋ53
胀		宕开三去漾知	tin35	tiɑŋ33	tsɑŋ35	tsɑŋ35	tiaŋ55	tiaŋ35	tiaŋ55	tiɑŋ35	tʃaŋ24	tʃaŋ35	tiɑŋ53
壮		宕开三去漾庄	tʃʊɔ̃35	tsɑŋ33	tsuɑŋ35	tsuɑŋ35	tsuaŋ55	tʃyaŋ33	tsuaŋ55	tʃʊɑŋ35	tʃuɑŋ24	tʃuaŋ35	tsuɑŋ53
