小韻號	小韻細分	首字	反切	聲母	呼	等	重紐	韻（平賅上去入）	韻（平賅上去）	聲調	攝	廣韻韻目	平水韻目	切韻拼音	古韻羅馬字	有女羅馬字	白一平轉寫	unt切韻擬音L	unt切韻擬音J	msoeg中古擬音V8	潘悟雲擬音
1209		髓	息委	心	合	三		支	支	上	止	上聲4紙	上聲4紙	swieq	syex	svee	sjweX	swíe	swíe	sʷieˀ	sʷiᴇ˧˥
1210		絫	力委	來	合	三		支	支	上	止	上聲4紙	上聲4紙	lwieq	lyex	lvee	ljweX	lwíe	lwíe	ɭʷieˀ	lʷiᴇ˧˥
1211		技	渠綺	羣	開	三	B	支	支	上	止	上聲4紙	上聲4紙	gyeq	giex	gyee	gjeX	ɡɹíe	ɡɹíe	ɡɯeˀ	ɡɣiᴇ˧˥
1212		倚	於綺	影	開	三	B	支	支	上	止	上聲4紙	上聲4紙	qyeq	qiex	yee	'jeX	ʔɹíe	ʔɹíe	ʔɯeˀ	ʔɣiᴇ˧˥
1213		掎	居綺	見	開	三	B	支	支	上	止	上聲4紙	上聲4紙	kyeq	kiex	kyee	kjeX	kɹíe	kɹíe	kɯeˀ	kɣiᴇ˧˥
1214		綺	墟彼	溪	開	三	B	支	支	上	止	上聲4紙	上聲4紙	khyeq	khiex	qyee	khjeX	kʰɹíe	kʰɹíe	kʰɯeˀ	kʰɣiᴇ˧˥
1215		螘	魚倚	疑	開	三	B	支	支	上	止	上聲4紙	上聲4紙	ngyeq	ngiex	ngyee	ngjeX	ŋɹíe	ŋɹíe	ŋɯeˀ	ŋɣiᴇ˧˥
1216		蔿	韋委	云	合	三	B	支	支	上	止	上聲4紙	上聲4紙	ueq	yex	hwee	hjweX	wɹíe	wɹíe	wueˀ	ɦʷiᴇ˧˥
1217		觜	即委	精	合	三		支	支	上	止	上聲4紙	上聲4紙	tswieq	cyex	zvee	tsjweX	tswíe	tswíe	tsʷieˀ	tsʷiᴇ˧˥
1218		蘂	如累	日	合	三		支	支	上	止	上聲4紙	上聲4紙	njwieq	njyex	rvee	nyweX	ɲwíe	ɲwíe	ɲʷieˀ	ȵʷiᴇ˧˥
1219		此	雌氏	清	開	三		支	支	上	止	上聲4紙	上聲4紙	tshieq	chiex	ciee	tshjeX	tsʰíe	tsʰíe	tsʰieˀ	tsʰiᴇ˧˥
1220		豸	池爾	澄	開	三		支	支	上	止	上聲4紙	上聲4紙	drieq	driex	dyee	drjeX	ɖíe	ɖíe	ɖieˀ	ɖiᴇ˧˥
1221		徙	斯氏	心	開	三		支	支	上	止	上聲4紙	上聲4紙	sieq	siex	siee	sjeX	síe	síe	sieˀ	siᴇ˧˥
1222		酏	移爾	以	開	三		支	支	上	止	上聲4紙	上聲4紙	jieq	jex	jee	yeX	jíe	jíe	jieˀ	jiᴇ˧˥
1223		邐	力紙	來	開	三		支	支	上	止	上聲4紙	上聲4紙	lieq	liex	liee	ljeX	líe	líe	ɭieˀ	liᴇ˧˥
1224		躧	所綺	生	開	三		支	支	上	止	上聲4紙	上聲4紙	sryeq	sriex	shyee	srjeX	ʂíe	ʂíe	ʂɻeˀ	ʂiᴇ˧˥
1225		𢔌	并弭	幫		三	A	支	支	上	止	上聲4紙	上聲4紙	pieq	pjex	piee	pjieX	píe	píe	pieˀ	piᴇ˧˥
1226		爾	兒氏	日	開	三		支	支	上	止	上聲4紙	上聲4紙	njieq	njex	ree	nyeX	ɲíe	ɲíe	ɲieˀ	ȵiᴇ˧˥
1227		渳	綿婢	明		三	A	支	支	上	止	上聲4紙	上聲4紙	mieq	mjex	miee	mjieX	míe	míe	mieˀ	miᴇ˧˥
1228		婢	便俾	並		三	A	支	支	上	止	上聲4紙	上聲4紙	bieq	bjex	biee	bjieX	bíe	bíe	bieˀ	biᴇ˧˥
1229		侈	尺氏	昌	開	三		支	支	上	止	上聲4紙	上聲4紙	tjhieq	chjex	tcee	tsyheX	tɕʰíe	tɕʰíe	tçʰieˀ	tɕʰiᴇ˧˥
1230		弛	施是	書	開	三		支	支	上	止	上聲4紙	上聲4紙	sjieq	sjex	sjee	syeX	ɕíe	ɕíe	çieˀ	ɕiᴇ˧˥
1231		紫	將此	精	開	三		支	支	上	止	上聲4紙	上聲4紙	tsieq	ciex	ziee	tsjeX	tsíe	tsíe	tsieˀ	tsiᴇ˧˥
1232		捶	之累	章	合	三		支	支	上	止	上聲4紙	上聲4紙	tjwieq	cjyex	tjvee	tsyweX	tɕwíe	tɕwíe	tçʷieˀ	tɕʷiᴇ˧˥
1233		揣	初委	初	合	三		支	支	上	止	上聲4紙	上聲4紙	tsrhueq	chryex	chwee	tsrhjweX	tʂʰwíe	tʂʰwíe	tʂʰɻʷeˀ	tʂʰʷiᴇ˧˥
1234		𤢍	隨婢	邪	合	三		支	支	上	止	上聲4紙	上聲4紙	zwieq	zsyex	szvee	zjweX	zwíe	zwíe	zʷieˀ	zʷiᴇ˧˥
1235		舓	神帋	船	開	三		支	支	上	止	上聲4紙	上聲4紙	zjieq	zsjex	djee	zyeX	ʑíe	ʑíe	ʝieˀ	ʑiᴇ˧˥
1236		㧗	側氏	莊	開	三		支	支	上	止	上聲4紙	上聲4紙	tsryeq	criex	tryee	tsrjeX	tʂíe	tʂíe	tʂɻeˀ	tʂiᴇ˧˥
1237		㱟	匹靡	滂		三	B	支	支	上	止	上聲4紙	上聲4紙	phyeq	phiex	phyee	phjeX	pʰɹíe	pʰɹíe	pʰɯeˀ	pʰɣiᴇ˧˥
1238		諀	匹婢	滂		三	A	支	支	上	止	上聲4紙	上聲4紙	phieq	phjex	phiee	phjieX	pʰíe	pʰíe	pʰieˀ	pʰiᴇ˧˥
1239		䓈	羊捶	以	合	三		支	支	上	止	上聲4紙	上聲4紙	jwieq	jyex	jvee	yweX	jwíe	jwíe	ɥieˀ	jʷiᴇ˧˥
1240		惢	才捶	從	合	三		支	支	上	止	上聲4紙	上聲4紙	dzwieq	zyex	dzvee	dzjweX	dzwíe	dzwíe	dzʷieˀ	dzʷiᴇ˧˥
1241		跬	丘弭	溪	合	三	A	支	支	上	止	上聲4紙	上聲4紙	khwieq	khjyex	qvee	khjwieX	kʰwíe	kʰwíe	kʰʷieˀ	kʰʷiᴇ˧˥
1242		狔	女氏	孃	開	三		支	支	上	止	上聲4紙	上聲4紙	nrieq	nriex	nyee	nrjeX	ɳíe	ɳíe	ɳieˀ	ɳiᴇ˧˥
1243		硊	魚毀	疑	合	三	B	支	支	上	止	上聲4紙	上聲4紙	ngueq	ngyex	ngwee	ngjweX	ŋɹwíe	ŋɹwíe	ŋueˀ	ŋʷɣiᴇ˧˥
1244		跪	渠委	羣	合	三	B	支	支	上	止	上聲4紙	上聲4紙	gueq	gyex	gwee	gjweX	ɡɹwíe	ɡɹwíe	ɡueˀ	ɡʷɣiᴇ˧˥
1245		褫	敕豸	徹	開	三		支	支	上	止	上聲4紙	上聲4紙	trhieq	thriex	thyee	trhjeX	ʈʰíe	ʈʰíe	ʈʰieˀ	ʈʰiᴇ˧˥
1246		㨖	陟侈	知	開	三		支	支	上	止	上聲4紙	上聲4紙	trieq	triex	tyee	trjeX	ʈíe	ʈíe	ʈieˀ	ʈiᴇ˧˥
1247		𪖪	興倚	曉	開	三	B	支	支	上	止	上聲4紙	上聲4紙	hyeq	hiex	xyee	xjeX	xɹíe	xɹíe	xɯeˀ	hɣiᴇ˧˥
1248		企	丘弭	溪	開	三	A	支	支	上	止	上聲4紙	上聲4紙	khieq	khjex	qiee	khjieX	kʰíe	kʰíe	kʰieˀ	kʰiᴇ˧˥
1249		菙	時髓	常	合	三		支	支	上	止	上聲4紙	上聲4紙	djwieq	zjyex	zjvee	dzyweX	dʑwíe	dʑwíe	dʝʷieˀ	dʑʷiᴇ˧˥
1250		枳	居帋	見	開	三	A	支	支	上	止	上聲4紙	上聲4紙	kieq	kjex	kiee	kjieX	kíe	kíe	kieˀ	kiᴇ˧˥
1251		旨	職雉	章	開	三		脂	脂	上	止	上聲5旨	上聲4紙	tjiq	cjiix	tjii	tsyijX	tɕí	tɕí	tçiˀ	tɕi˧˥
1252		視	承矢	常	開	三		脂	脂	上	止	上聲5旨	上聲4紙	djiq	zjiix	zjii	dzyijX	dʑí	dʑí	dʝiˀ	dʑi˧˥
1253		美	無鄙	明		三	B	脂	脂	上	止	上聲5旨	上聲4紙	myiq	miix	myy	mijX	mɹí	mɹí	mi˞ iˀ	mɣi˧˥
1254		鄙	方美	幫		三	B	脂	脂	上	止	上聲5旨	上聲4紙	pyiq	piix	pyy	pijX	pɹí	pɹí	pi˞ iˀ	pɣi˧˥
1255		兕	徐姊	邪	開	三		脂	脂	上	止	上聲5旨	上聲4紙	ziq	zsiix	szii	zijX	zí	zí	ziˀ	zi˧˥
1256		几	居履	見	開	三	B	脂	脂	上	止	上聲5旨	上聲4紙	kyiq	kiix	kyy	kijX	kɹí	kɹí	ki˞ iˀ	kɣi˧˥
1257		𡛷	將几	精	開	三		脂	脂	上	止	上聲5旨	上聲4紙	tsiq	ciix	zii	tsijX	tsí	tsí	tsiˀ	tsi˧˥
1258		匕	卑履	幫		三	A	脂	脂	上	止	上聲5旨	上聲4紙	piq	pjiix	pii	pjijX	pí	pí	piˀ	pi˧˥
1259		軌	居洧	見	合	三	B	脂	脂	上	止	上聲5旨	上聲4紙	kuiq	kyix	kwyy	kwijX	kɹwí	kɹwí	kʷi˞ iˀ	kʷɣi˧˥
1260		洧	榮美	云	合	三	B	脂	脂	上	止	上聲5旨	上聲4紙	uiq	yix	hwyy	hwijX	wɹí	wɹí	wi˞ iˀ	ɦʷi˧˥
1261		矢	式視	書	開	三		脂	脂	上	止	上聲5旨	上聲4紙	sjiq	sjiix	sjii	syijX	ɕí	ɕí	çiˀ	ɕi˧˥
1262		雉	直几	澄	開	三		脂	脂	上	止	上聲5旨	上聲4紙	driq	driix	dyy	drijX	ɖí	ɖí	ɖiˀ	ɖi˧˥
1263		死	息姊	心	開	三		脂	脂	上	止	上聲5旨	上聲4紙	siq	siix	sii	sijX	sí	sí	siˀ	si˧˥
1264		牝	扶履	並		三	A	脂	脂	上	止	上聲5旨	上聲4紙	biq	bjiix	bii	bjijX	bí	bí	biˀ	bi˧˥
1265		履	力几	來	開	三		脂	脂	上	止	上聲5旨	上聲4紙	liq	liix	lii	lijX	lí	lí	ɭiˀ	li˧˥
1266		水	式軌	書	合	三		脂	脂	上	止	上聲5旨	上聲4紙	sjwiq	sjyix	sjvii	sywijX	ɕwí	ɕwí	çʷiˀ	ɕʷi˧˥
1267		壘	力軌	來	合	三		脂	脂	上	止	上聲5旨	上聲4紙	lwiq	lyix	lvii	lwijX	lwí	lwí	ɭʷiˀ	lʷi˧˥
1268		揆	求癸	羣	合	三	A	脂	脂	上	止	上聲5旨	上聲4紙	gwiq	gjyix	gvii	gjwijX	ɡwí	ɡwí	ɡʷiˀ	ɡʷi˧˥
1269		趡	千水	清	合	三		脂	脂	上	止	上聲5旨	上聲4紙	tshwiq	chyix	cvii	tshwijX	tsʰwí	tsʰwí	tsʰʷiˀ	tsʰʷi˧˥
1270		柅	女履	孃	開	三		脂	脂	上	止	上聲5旨	上聲4紙	nriq	nriix	nyy	nrijX	ɳí	ɳí	ɳiˀ	ɳi˧˥
1271		癸	居誄	見	合	三	A	脂	脂	上	止	上聲5旨	上聲4紙	kwiq	kjyix	kvii	kjwijX	kwí	kwí	kʷiˀ	kʷi˧˥
1272		否	符鄙	並		三	B	脂	脂	上	止	上聲5旨	上聲4紙	byiq	biix	byy	bijX	bɹí	bɹí	bi˞ iˀ	bɣi˧˥
1273		㠑	徂累	從	合	三		脂	脂	上	止	上聲5旨	上聲4紙	dzwiq	zyix	dzvii	dzwijX	dzwí	dzwí	dzʷiˀ	dzʷi˧˥
1274		嚭	匹鄙	滂		三	B	脂	脂	上	止	上聲5旨	上聲4紙	phyiq	phiix	phyy	phijX	pʰɹí	pʰɹí	pʰi˞ iˀ	pʰɣi˧˥
1275		蕊	如壘	日	合	三		脂	脂	上	止	上聲5旨	上聲4紙	njwiq	njyix	rvii	nywijX	ɲwí	ɲwí	ɲʷiˀ	ȵʷi˧˥
1276		唯	以水	以	合	三		脂	脂	上	止	上聲5旨	上聲4紙	jwiq	jyix	jvii	ywijX	jwí	jwí	ɥiˀ	jʷi˧˥
1277		㰻	於几	影	開	三	B	脂	脂	上	止	上聲5旨	上聲4紙	qyiq	qiix	yy	'ijX	ʔɹí	ʔɹí	ʔi˞ iˀ	ʔɣi˧˥
1278		濢	遵誄	精	合	三		脂	脂	上	止	上聲5旨	上聲4紙	tswiq	cyix	zvii	tswijX	tswí	tswí	tsʷiˀ	tsʷi˧˥
1279		黹	豬几	知	開	三		脂	脂	上	止	上聲5旨	上聲4紙	triq	triix	tyy	trijX	ʈí	ʈí	ʈiˀ	ʈi˧˥
1280		𡳭	楮几	徹	開	三		脂	脂	上	止	上聲5旨	上聲4紙	trhiq	thriix	thyy	trhijX	ʈʰí	ʈʰí	ʈʰiˀ	ʈʰi˧˥
1281		𧿲	止姊	章	開	三		脂	脂	上	止	上聲5旨	上聲4紙	tjiq	cjiix	tjii	tsyijX	tɕí	tɕí	tçiˀ	tɕi˧˥
1282		䁤	火癸	曉	合	三	A	脂	脂	上	止	上聲5旨	上聲4紙	hwiq	hjyix	xvii	xjwijX	xwí	xwí	xʷiˀ	hʷi˧˥
1283		䣀	暨軌	羣	合	三	B	脂	脂	上	止	上聲5旨	上聲4紙	guiq	gyix	gwyy	gwijX	ɡɹwí	ɡɹwí	ɡʷi˞ iˀ	ɡʷɣi˧˥
1284		跽	暨几	羣	開	三	B	脂	脂	上	止	上聲5旨	上聲4紙	gyiq	giix	gyy	gijX	ɡɹí	ɡɹí	ɡi˞ iˀ	ɡɣi˧˥
1285		巋	丘軌	溪	合	三	B	脂	脂	上	止	上聲5旨	上聲4紙	khuiq	khyix	qwyy	khwijX	kʰɹwí	kʰɹwí	kʰʷi˞ iˀ	kʰʷɣi˧˥
1286		止	諸市	章	開	三		之	之	上	止	上聲6止	上聲4紙	tjyq	cjix	tjiio	tsyiX	tɕɨ́	tɕɨ́	tçiɯˀ	tɕɨ˧˥
1287		市	時止	常	開	三		之	之	上	止	上聲6止	上聲4紙	djyq	zjix	zjiio	dzyiX	dʑɨ́	dʑɨ́	dʝiɯˀ	dʑɨ˧˥
1288		徵	陟里	知	開	三		之	之	上	止	上聲6止	上聲4紙	tryq	trix	tiio	triX	ʈɨ́	ʈɨ́	ʈiɯˀ	ʈɨ˧˥
1289		喜	虛里	曉	開	三		之	之	上	止	上聲6止	上聲4紙	hyq	hix	xiio	xiX	xɨ́	xɨ́	xɯˀ	hɨ˧˥
1290		紀	居理	見	開	三		之	之	上	止	上聲6止	上聲4紙	kyq	kix	kiio	kiX	kɨ́	kɨ́	kɯˀ	kɨ˧˥
1291		以	羊己	以	開	三		之	之	上	止	上聲6止	上聲4紙	jyq	jix	jiio	yiX	jɨ́	jɨ́	jiɯˀ	jɨ˧˥
1292		似	詳里	邪	開	三		之	之	上	止	上聲6止	上聲4紙	zyq	zsix	sziio	ziX	zjɨ́	zjɨ́	ziɯˀ	zɨ˧˥
1293		史	疎士	生	開	三		之	之	上	止	上聲6止	上聲4紙	sryq	srix	shiio	sriX	ʂɨ́	ʂɨ́	ʂɻɯˀ	ʂɨ˧˥
1294		耳	而止	日	開	三		之	之	上	止	上聲6止	上聲4紙	njyq	njix	riio	nyiX	ɲɨ́	ɲɨ́	ɲiɯˀ	ȵɨ˧˥
1295		里	良士	來	開	三		之	之	上	止	上聲6止	上聲4紙	lyq	lix	liio	liX	lɨ́	lɨ́	ɭiɯˀ	lɨ˧˥
1296		枲	胥里	心	開	三		之	之	上	止	上聲6止	上聲4紙	syq	six	siio	siX	sjɨ́	sjɨ́	siɯˀ	sɨ˧˥
1297		始	詩止	書	開	三		之	之	上	止	上聲6止	上聲4紙	sjyq	sjix	sjiio	syiX	ɕɨ́	ɕɨ́	çiɯˀ	ɕɨ˧˥
1298		歭	直里	澄	開	三		之	之	上	止	上聲6止	上聲4紙	dryq	drix	diio	driX	ɖɨ́	ɖɨ́	ɖiɯˀ	ɖɨ˧˥
1299		起	墟里	溪	開	三		之	之	上	止	上聲6止	上聲4紙	khyq	khix	qiio	khiX	kʰɨ́	kʰɨ́	kʰɯˀ	kʰɨ˧˥
1300		士	鉏里	崇	開	三		之	之	上	止	上聲6止	上聲4紙	dzryq	zrix	driio	dzriX	dʐɨ́	dʐɨ́	dʐɻɯˀ	dʐɨ˧˥
1301		俟	牀史	俟	開	三		之	之	上	止	上聲6止	上聲4紙	zryq	zsrix	zhiio	zriX	ʐɨ́	ʐɨ́	ʐɻɯˀ	ʐɨ˧˥
1302		子	即里	精	開	三		之	之	上	止	上聲6止	上聲4紙	tsyq	cix	ziio	tsiX	tsjɨ́	tsjɨ́	tsiɯˀ	tsɨ˧˥
1303		矣	于紀	云	開	三		之	之	上	止	上聲6止	上聲4紙	yq	ix	hiio	hiX	ɨ́	ɨ́	ɰɯˀ	ɦɨ˧˥
1304		擬	魚紀	疑	開	三		之	之	上	止	上聲6止	上聲4紙	ngyq	ngix	ngiio	ngiX	ŋɨ́	ŋɨ́	ŋɯˀ	ŋɨ˧˥
1305		齒	昌里	昌	開	三		之	之	上	止	上聲6止	上聲4紙	tjhyq	chjix	tciio	tsyhiX	tɕʰɨ́	tɕʰɨ́	tçʰiɯˀ	tɕʰɨ˧˥
1306		恥	敕里	徹	開	三		之	之	上	止	上聲6止	上聲4紙	trhyq	thrix	thiio	trhiX	ʈʰɨ́	ʈʰɨ́	ʈʰiɯˀ	ʈʰɨ˧˥
1307		㓼	初紀	初	開	三		之	之	上	止	上聲6止	上聲4紙	tsrhyq	chrix	chiio	tsrhiX	tʂʰɨ́	tʂʰɨ́	tʂʰɻɯˀ	tʂʰɨ˧˥
1308		滓	阻史	莊	開	三		之	之	上	止	上聲6止	上聲4紙	tsryq	crix	triio	tsriX	tʂɨ́	tʂɨ́	tʂɻɯˀ	tʂɨ˧˥
1309		譩	於擬	影	開	三		之	之	上	止	上聲6止	上聲4紙	qyq	qix	iio	'iX	ʔɨ́	ʔɨ́	ʔɯˀ	ʔɨ˧˥
1310		伱	乃里	孃	開	三		之	之	上	止	上聲6止	上聲4紙	nryq	nrix	niio	nriX	ɳɨ́	ɳɨ́	ɳiɯˀ	ɳɨ˧˥
1311		尾	無匪	明		三		微	微	上	止	上聲7尾	上聲5尾	mujq	myoix	mvoj	mj+jX	múj	mʋúj	muiˀ	mu̯ɨi˧˥
1312		扆	於豈	影	開	三		微	微	上	止	上聲7尾	上聲5尾	qyjq	qioix	ioj	'j+jX	ʔɨ́j	ʔɨ́j	ʔɯiˀ	ʔɨi˧˥
1313		豈	袪豨	溪	開	三		微	微	上	止	上聲7尾	上聲5尾	khyjq	khioix	qioj	khj+jX	kʰɨ́j	kʰɨ́j	kʰɯiˀ	kʰɨi˧˥
1314		蟣	居豨	見	開	三		微	微	上	止	上聲7尾	上聲5尾	kyjq	kioix	kioj	kj+jX	kɨ́j	kɨ́j	kɯiˀ	kɨi˧˥
1315		斐	敷尾	滂		三		微	微	上	止	上聲7尾	上聲5尾	phujq	phyoix	phvoj	phj+jX	pʰúj	pʰʋúj	pʰuiˀ	pʰu̯ɨi˧˥
1316		匪	府尾	幫		三		微	微	上	止	上聲7尾	上聲5尾	pujq	pyoix	pvoj	pj+jX	púj	pʋúj	puiˀ	pu̯ɨi˧˥
1317		韙	于鬼	云	合	三		微	微	上	止	上聲7尾	上聲5尾	ujq	yoix	hvoj	hjw+jX	wúj	wúj	wuiˀ	ɦʷɨi˧˥
1318		鬼	居偉	見	合	三		微	微	上	止	上聲7尾	上聲5尾	kujq	kyoix	kvoj	kjw+jX	kúj	kúj	kuiˀ	kʷɨi˧˥
1319		虺	許偉	曉	合	三		微	微	上	止	上聲7尾	上聲5尾	hujq	hyoix	xvoj	xjw+jX	xúj	xúj	xuiˀ	hʷɨi˧˥
1320		顗	魚豈	疑	開	三		微	微	上	止	上聲7尾	上聲5尾	ngyjq	ngioix	ngioj	ngj+jX	ŋɨ́j	ŋɨ́j	ŋɯiˀ	ŋɨi˧˥
1321		豨	虛豈	曉	開	三		微	微	上	止	上聲7尾	上聲5尾	hyjq	hioix	xioj	xj+jX	xɨ́j	xɨ́j	xɯiˀ	hɨi˧˥
1322		磈	於鬼	影	合	三		微	微	上	止	上聲7尾	上聲5尾	qujq	qyoix	voj	'jw+jX	ʔúj	ʔúj	ʔuiˀ	ʔʷɨi˧˥
1323		膹	浮鬼	並		三		微	微	上	止	上聲7尾	上聲5尾	bujq	byoix	bvoj	bj+jX	búj	bʋúj	buiˀ	bu̯ɨi˧˥
1324		語	魚巨	疑	開	三		魚	魚	上	遇	上聲8語	上聲6語	ngyoq	ngiox	ngivv	ngjoX	ŋɨ́ə	ŋɨ́ə	ŋɯɤˀ	ŋɨɤ˧˥
1325		吕	力舉	來	開	三		魚	魚	上	遇	上聲8語	上聲6語	lyoq	liox	livv	ljoX	lɨ́ə	lɨ́ə	ɭɯɤˀ	lɨɤ˧˥
1326		佇	直呂	澄	開	三		魚	魚	上	遇	上聲8語	上聲6語	dryoq	driox	divv	drjoX	ɖɨ́ə	ɖɨ́ə	ɖɯɤˀ	ɖɨɤ˧˥
1327		與	余呂	以	開	三		魚	魚	上	遇	上聲8語	上聲6語	jyoq	jox	jvv	yoX	jɨ́ə	jɨ́ə	jɯɤˀ	jɨɤ˧˥
1328		䰞	章与	章	開	三		魚	魚	上	遇	上聲8語	上聲6語	tjyoq	cjox	tjvv	tsyoX	tɕɨ́ə	tɕɨ́ə	tçɯɤˀ	tɕɨɤ˧˥
1329		汝	人渚	日	開	三		魚	魚	上	遇	上聲8語	上聲6語	njyoq	njox	rvv	nyoX	ɲɨ́ə	ɲɨ́ə	ɲɯɤˀ	ȵɨɤ˧˥
1330		暑	舒呂	書	開	三		魚	魚	上	遇	上聲8語	上聲6語	sjyoq	sjox	sjvv	syoX	ɕɨ́ə	ɕɨ́ə	çɯɤˀ	ɕɨɤ˧˥
1331		杵	昌與	昌	開	三		魚	魚	上	遇	上聲8語	上聲6語	tjhyoq	chjox	tcvv	tsyhoX	tɕʰɨ́ə	tɕʰɨ́ə	tçʰɯɤˀ	tɕʰɨɤ˧˥
1332		貯	丁呂	知	開	三		魚	魚	上	遇	上聲8語	上聲6語	tryoq	triox	tivv	trjoX	ʈɨ́ə	ʈɨ́ə	ʈɯɤˀ	ʈɨɤ˧˥
1333		諝	私呂	心	開	三		魚	魚	上	遇	上聲8語	上聲6語	syoq	siox	sivv	sjoX	sjɨ́ə	sjɨ́ə	sɯɤˀ	sɨɤ˧˥
1334		楮	丑呂	徹	開	三		魚	魚	上	遇	上聲8語	上聲6語	trhyoq	thriox	thivv	trhjoX	ʈʰɨ́ə	ʈʰɨ́ə	ʈʰɯɤˀ	ʈʰɨɤ˧˥
1335		女	尼呂	孃	開	三		魚	魚	上	遇	上聲8語	上聲6語	nryoq	nriox	nivv	nrjoX	ɳɨ́ə	ɳɨ́ə	ɳɯɤˀ	ɳɨɤ˧˥
1336		許	虛呂	曉	開	三		魚	魚	上	遇	上聲8語	上聲6語	hyoq	hiox	xivv	xjoX	xɨ́ə	xɨ́ə	xɯɤˀ	hɨɤ˧˥
1337		巨	其呂	羣	開	三		魚	魚	上	遇	上聲8語	上聲6語	gyoq	giox	givv	gjoX	ɡɨ́ə	ɡɨ́ə	ɡɯɤˀ	ɡɨɤ˧˥
1338		所	疎舉	生	開	三		魚	魚	上	遇	上聲8語	上聲6語	sryoq	sriox	shvv	srjoX	ʂɨ́ə	ʂɨ́ə	ʂɻɯɤˀ	ʂɨɤ˧˥
1339		楚	創舉	初	開	三		魚	魚	上	遇	上聲8語	上聲6語	tsrhyoq	chriox	chvv	tsrhjoX	tʂʰɨ́ə	tʂʰɨ́ə	tʂʰɻɯɤˀ	tʂʰɨɤ˧˥
1340		阻	側呂	莊	開	三		魚	魚	上	遇	上聲8語	上聲6語	tsryoq	criox	trvv	tsrjoX	tʂɨ́ə	tʂɨ́ə	tʂɻɯɤˀ	tʂɨɤ˧˥
1341		齟	牀呂	崇	開	三		魚	魚	上	遇	上聲8語	上聲6語	dzryoq	zriox	drvv	dzrjoX	dʐɨ́ə	dʐɨ́ə	dʐɻɯɤˀ	dʐɨɤ˧˥
1342		咀	慈呂	從	開	三		魚	魚	上	遇	上聲8語	上聲6語	dzyoq	ziox	dzivv	dzjoX	dzjɨ́ə	dzjɨ́ə	dzɯɤˀ	dzɨɤ˧˥
1343		𢮁	於許	影	開	三		魚	魚	上	遇	上聲8語	上聲6語	qyoq	qiox	ivv	'joX	ʔɨ́ə	ʔɨ́ə	ʔɯɤˀ	ʔɨɤ˧˥
1344		舉	居許	見	開	三		魚	魚	上	遇	上聲8語	上聲6語	kyoq	kiox	kivv	kjoX	kɨ́ə	kɨ́ə	kɯɤˀ	kɨɤ˧˥
1345		敘	徐呂	邪	開	三		魚	魚	上	遇	上聲8語	上聲6語	zyoq	zsiox	szivv	zjoX	zjɨ́ə	zjɨ́ə	zɯɤˀ	zɨɤ˧˥
1346		去	羌舉	溪	開	三		魚	魚	上	遇	上聲8語	上聲6語	khyoq	khiox	qivv	khjoX	kʰɨ́ə	kʰɨ́ə	kʰɯɤˀ	kʰɨɤ˧˥
1347		紓	神與	船	開	三		魚	魚	上	遇	上聲8語	上聲6語	zjyoq	zsjox	djvv	zyoX	ʑɨ́ə	ʑɨ́ə	ʝɯɤˀ	ʑɨɤ˧˥
1348		野	承與	常	開	三		魚	魚	上	遇	上聲8語	上聲6語	djyoq	zjox	zjvv	dzyoX	dʑɨ́ə	dʑɨ́ə	dʝɯɤˀ	dʑɨɤ˧˥
1349		𤿚	七與	清	開	三		魚	魚	上	遇	上聲8語	上聲6語	tshyoq	chiox	civv	tshjoX	tsʰjɨ́ə	tsʰjɨ́ə	tsʰɯɤˀ	tsʰɨɤ˧˥
1350		苴	子與	精	開	三		魚	魚	上	遇	上聲8語	上聲6語	tsyoq	ciox	zivv	tsjoX	tsjɨ́ə	tsjɨ́ə	tsɯɤˀ	tsɨɤ˧˥
1351		麌	虞矩	疑	合	三		虞	虞	上	遇	上聲9麌	上聲7麌	nguoq	ngyox	ngiuu	ngjuX	ŋúo	ŋúo	ŋuoˀ	ŋɨu̯o̝˧˥
1352		羽	王矩	云	合	三		虞	虞	上	遇	上聲9麌	上聲7麌	uoq	yox	hiuu	hjuX	wúo	wúo	wuoˀ	ɦɨu̯o̝˧˥
1353		聚	慈庾	從	合	三		虞	虞	上	遇	上聲9麌	上聲7麌	dzuoq	zyox	dziuu	dzjuX	dzjúo	dzjúo	dzuoˀ	dzɨu̯o̝˧˥
1354		甫	方矩	幫		三		虞	虞	上	遇	上聲9麌	上聲7麌	puoq	pyox	piuu	pjuX	púo	pʋúo	puoˀ	pɨu̯o̝˧˥
1355		武	文甫	明		三		虞	虞	上	遇	上聲9麌	上聲7麌	muoq	myox	miuu	mjuX	múo	mʋúo	muoˀ	mɨu̯o̝˧˥
1356		父	扶雨	並		三		虞	虞	上	遇	上聲9麌	上聲7麌	buoq	byox	biuu	bjuX	búo	bʋúo	buoˀ	bɨu̯o̝˧˥
1357		撫	芳武	滂		三		虞	虞	上	遇	上聲9麌	上聲7麌	phuoq	phyox	phiuu	phjuX	pʰúo	pʰʋúo	pʰuoˀ	pʰɨu̯o̝˧˥
1358		柱	直主	澄	合	三		虞	虞	上	遇	上聲9麌	上聲7麌	druoq	dryox	diuu	drjuX	ɖúo	ɖúo	ɖuoˀ	ɖɨu̯o̝˧˥
