	單字	ipa_調類	ipa_調值	注释
1363	途	tʰou4	tʰou³¹	
1364	涂	tʰou4	tʰou³¹	
1365	屠	tʰou4	tʰou³¹	
1366	塗	tʰou4	tʰou³¹	
1367	圖	tʰou4	tʰou³¹	
1374	土	tʰou2	tʰou³²³	
1370	吐	tʰou3	tʰou³³	
1371	兔	tʰou3	tʰou³³	
1372	菟	tʰou3	tʰou³³	
582	湍	ʦʰun1	ʦʰun⁴⁵	
1302	團	tʰun4	tʰun³¹	
1303	糰	tʰun4	tʰun³¹	
5089	疃			
1314	推	tʰui1	tʰui⁴⁵	
1308	頹	tʰui4	tʰui³¹	
1309	頽	tʰui4	tʰui³¹	
1313	腿	tʰui2	tʰui³²³	
1310	退	tʰui3	tʰui³³	
1311	蛻	tʰui3	tʰui³³	
1312	褪	tʰui3	tʰui³³	褪色
1437	褪	tʰɐn3	tʰɐn³³	褪落來
1444	吞	tʰɐn1	tʰɐn⁴⁵	
1304	屯	tʰun4	tʰun³¹	
1305	屯	tʰun4	tʰun³¹	又读tɐn³¹
1306	豚	tʰun4	tʰun³¹	
5090	飩			
1433	臀	tʰɐn4	tʰɐn³¹	
1333	托	tʰuɔk8	tʰuɔk³	
1353	拖	tʰuɔ1	tʰuɔ⁴⁵	
1334	託	tʰuɔk8	tʰuɔk³	
1285	脫	tʰut8	tʰut³	
1345	佗	tʰuɔ4	tʰuɔ³¹	
1346	陀	tʰuɔ4	tʰuɔ³¹	
1347	沱	tʰuɔ4	tʰuɔ³¹	
1348	跎	tʰuɔ4	tʰuɔ³¹	
1349	馱	tʰuɔ4	tʰuɔ³¹	
1350	駝	tʰuɔ4	tʰuɔ³¹	
1351	鴕	tʰuɔ4	tʰuɔ³¹	
1342	妥	tʰuɔ5	tʰuɔ³¹²	
1343	橢	tʰuɔ5	tʰuɔ³¹²	
1352	唾	sui4	sui³¹	
163	挖	wat8	wat³	
119	媧	wuɔ1	wuɔ⁴⁵	
257	蛙	wa1	wa⁴⁵	
258	窪	wa1	wa⁴⁵	
259	娃	wa1	wa⁴⁵	
260	譁	wa1	wa⁴⁵	
2305	瓦	ŋa5	ŋa³¹²	
2667	襪	mat9	mat⁵²	
261	哇	wa1	wa⁴⁵	
250	歪	wai1	wai⁴⁵	
2247	外	ŋuɔi6	ŋuɔi⁵²	
5091	剜			
4015	蜿	jin1	jin⁴⁵	
74	豌	wun2	wun³²³	
200	彎	wan1	wan⁴⁵	
201	灣	wan1	wan⁴⁵	
3984	丸	jin4	jin³¹	
3985	完	jin4	jin³¹	
175	玩	wan6	wan⁵²	玩弄
195	玩	wan2	wan³²³	去玩
5092	紈			
4009	烷	jin2	jin³²³	
2284	頑	ŋan4	ŋan³¹	
80	宛	wun2	wun³²³	宛然
4845	宛			大宛
196	挽	wan2	wan³²³	
2694	晚	man5	man³¹²	
75	惋	wun2	wun³²³	
76	婉	wun2	wun³²³	
77	皖	wun2	wun³²³	
78	碗	wun2	wun³²³	
197	輓	wan2	wan³²³	
2685	萬	man6	man⁵²	
79	腕	wun2	wun³²³	
110	汪	wuɔŋ1	wuɔŋ⁴⁵	
2538	亡	muɔŋ4	muɔŋ³¹	
108	王	wuɔŋ4	wuɔŋ³¹	國王
4829	王			王天下
109	枉	wuɔŋ2	wuɔŋ³²³	
94	往	wuɔŋ5	wuɔŋ³¹²	
2531	惘	muɔŋ5	muɔŋ³¹²	
2532	網	muɔŋ5	muɔŋ³¹²	
5093	輞			
2539	妄	muɔŋ4	muɔŋ³¹	
2540	忘	muɔŋ4	muɔŋ³¹	
93	旺	wuɔŋ6	wuɔŋ⁵²	
2528	望	muɔŋ6	muɔŋ⁵²	
2298	危	ŋɐi4	ŋɐi³¹	
249	威	wɐi1	wɐi⁴⁵	
5412	逶			
92	偎	wui1	wui⁴⁵	
2640	微	mei4	mei³¹	
5094	煨			
2641	薇	mei4	mei³¹	
2299	巍	ŋɐi4	ŋɐi³¹	
219	韋	wɐi5	wɐi³¹²	
225	桅	wɐi4	wɐi³¹	
226	唯	wɐi4	wɐi³¹	唯一
227	唯	wɐi4	wɐi³¹	唯唯諾諾
228	帷	wɐi4	wɐi³¹	
229	惟	wɐi4	wɐi³¹	
2300	嵬	ŋɐi4	ŋɐi³¹	
230	圍	wɐi4	wɐi³¹	
210	爲	wɐi6	wɐi⁵²	爲了
231	爲	wɐi4	wɐi³¹	作爲
232	違	wɐi4	wɐi³¹	
233	維	wɐi4	wɐi³¹	
2628	尾	mei5	mei³¹²	
248	委	wɐi2	wɐi³²³	委託又读wai³¹²
4786	委			虛與委蛇，委委佗佗
2629	娓	mei5	mei³¹²	
247	萎	wɐi2	wɐi³²³	又读wɐi³¹²
220	偉	wɐi5	wɐi³¹²	
221	葦	wɐi5	wɐi³¹²	
222	瑋	wɐi5	wɐi³¹²	
223	煒	wɐi5	wɐi³¹²	
2290	僞	ŋɐi6	ŋɐi⁵²	
224	緯	wɐi5	wɐi³¹²	
2624	未	mei6	mei⁵²	
211	位	wɐi6	wɐi⁵²	
2625	味	mei6	mei⁵²	
241	畏	wɐi3	wɐi³³	
212	胃	wɐi6	wɐi⁵²	
246	尉	wɐi3	wɐi³³	太尉
4787	尉			尉遲
242	喂	wɐi3	wɐi³³	又读wɐi⁵²;wei⁵²
213	渭	wɐi6	wɐi⁵²	
243	蔚	wɐi3	wɐi³³	
214	蝟	wɐi6	wɐi⁵²	
215	衛	wɐi6	wɐi⁵²	
244	慰	wɐi3	wɐi³³	
5413	餧			
216	謂	wɐi6	wɐi⁵²	
2291	魏	ŋɐi6	ŋɐi⁵²	
245	餵	wɐi3	wɐi³³	
5414	塭			
198	溫	wɐn1	wɐn⁴⁵	
199	瘟	wɐn1	wɐn⁴⁵	
2698	文	mɐn4	mɐn³¹	文字
5415	文			文過
2699	蚊	mɐn4	mɐn³¹	白读mɐn⁴⁵
2700	紋	mɐn4	mɐn³¹	
2701	雯	mɐn4	mɐn³¹	
2702	聞	mɐn4	mɐn³¹	
2691	刎	mɐn5	mɐn³¹²	
2692	吻	mɐn5	mɐn³¹²	
2693	紊	mɐn5	mɐn³¹²	
194	穩	wɐn2	wɐn³²³	
2676	問	mɐn6	mɐn⁵²	
5095	璺			
3921	翁	juŋ1	juŋ⁴⁵	
3922	嗡	juŋ1	juŋ⁴⁵	
3913	蓊	juŋ2	juŋ³²³	
1	甕	ʔuŋ3	ʔuŋ³³	
120	倭	wuɔ1	wuɔ⁴⁵	
123	渦	wuɔ1	wuɔ⁴⁵	漩渦
4830	渦			渦河
22	喔	ʔuɔ1	ʔuɔ⁴⁵	嘆詞
5096	喔			喔喔叫
121	窩	wuɔ1	wuɔ⁴⁵	
122	蝸	wuɔ1	wuɔ⁴⁵	
2252	我	ŋuɔ5	ŋuɔ³¹²	
3933	沃	juk7	juk⁴⁵	
2251	臥	ŋuɔ6	ŋuɔ⁵²	
53	握	ʔɐk7	ʔɐk⁴⁵	
5097	渥			
5098	斡			
5099	齷			
144	污	wu1	wu⁴⁵	
2573	巫	mou4	mou³¹	
2	屋	ʔuk7	ʔuk⁴⁵	
145	烏	wu1	wu⁴⁵	
5100	鄔			
146	嗚	wu1	wu⁴⁵	
2574	誣	mou4	mou³¹	
5101	鎢			
2575	毋	mou4	mou³¹	
269	吾	uŋ4	uŋ³¹	
270	吳	uŋ4	uŋ³¹	
2735	唔	m4	m³¹	
271	梧	uŋ4	uŋ³¹	
2576	無	mou4	mou³¹	
272	蜈	uŋ4	uŋ³¹	
2577	蕪	mou4	mou³¹	
266	五	uŋ5	uŋ³¹²	
267	午	uŋ5	uŋ³¹²	
268	伍	uŋ5	uŋ³¹²	
2566	武	mou5	mou³¹²	
2567	侮	mou5	mou³¹²	
5416	摀			
2568	舞	mou5	mou³¹²	
2569	鵡	mou5	mou³¹²	
2275	兀	ŋɐt9	ŋɐt⁵²	
2665	勿	mɐt9	mɐt⁵²	
2649	戊	mɐu6	mɐu⁵²	
5102	杌			
2666	物	mɐt9	mɐt⁵²	
262	悟	uŋ6	uŋ⁵²	
2561	務	mou6	mou⁵²	
263	晤	uŋ6	uŋ⁵²	
2562	婺	mou6	mou⁵²	
147	塢	wu1	wu⁴⁵	山塢
148	塢	wu1	wu⁴⁵	船塢
264	誤	uŋ6	uŋ⁵²	
265	寤	uŋ6	uŋ⁵²	
2563	霧	mou6	mou⁵²	
958	夕	ʦek9	ʦek⁵²	
4268	兮	jɐi5	jɐi³¹²	
3259	西	ɬɐi1	ɬɐi⁴⁵	
3536	吸	kʰiɐp7	kʰiɐp⁴⁵	
959	汐	ʦek9	ʦek⁵²	
4436	希	hei1	hei⁴⁵	
3049	昔	ɬek7	ɬek⁴⁵	
3050	析	ɬek7	ɬek⁴⁵	
960	矽	ʦek9	ʦek⁵²	
3051	息	ɬek7	ɬek⁴⁵	
5417	奚			
3052	悉	ɬek7	ɬek⁴⁵	
4437	烯	hei1	hei⁴⁵	
3053	淅	ɬek7	ɬek⁴⁵	
3054	惜	ɬek7	ɬek⁴⁵	
3055	晰	ɬek7	ɬek⁴⁵	
4438	稀	hei1	hei⁴⁵	
3260	犀	ɬɐi1	ɬɐi⁴⁵	
3655	溪	kʰɐi1	kʰɐi⁴⁵	
4439	熙	hei1	hei⁴⁵	
3056	蜥	ɬek7	ɬek⁴⁵	
3057	熄	ɬek7	ɬek⁴⁵	
4440	嘻	hei1	hei⁴⁵	
3164	膝	ɬɐt7	ɬɐt⁴⁵	
4441	嬉	hei1	hei⁴⁵	
4442	熹	hei1	hei⁴⁵	
3058	錫	ɬek7	ɬek⁴⁵	
4443	羲	hei1	hei⁴⁵	
3059	窸	ɬek7	ɬek⁴⁵	
3060	蟋	ɬek7	ɬek⁴⁵	
3656	谿	kʰɐi1	kʰɐi⁴⁵	
4444	曦	hei1	hei⁴⁵	
4445	犧	hei1	hei⁴⁵	
5418	蠵			
961	席	ʦek9	ʦek⁵²	
1050	習	ʦɐp9	ʦɐp⁵²	
962	蓆	ʦek9	ʦek⁵²	
3061	媳	ɬek7	ɬek⁴⁵	
5103	覡			
5104	檄			
1051	襲	ʦɐp9	ʦɐp⁵²	
3255	洗	ɬɐi2	ɬɐi³²³	
3256	徙	ɬai2	ɬai³²³	
4430	喜	hei2	hei³²³	
2966	銑	ɬin2	ɬin³²³	
5105	屣			
5419	屣			
4446	禧	hei1	hei⁴⁵	
3257	璽	ɬai2	ɬai³²³	
4544	系	hɐi6	hɐi⁵²	
4545	係	hɐi6	hɐi⁵²	
3253	細	ɬɐi3	ɬɐi³³	
3563	隙	kʰek7	kʰek⁴⁵	
4426	戲	hei3	hei³³	
5420	瞎			
4564	蝦	ha1	ha⁴⁵	蝦仁
5421	蝦			蝦蟆
4482	匣	hap9	hap⁵²	
5106	狎			
4483	俠	hap9	hap⁵²	
4484	峽	hap9	hap⁵²	
4485	狹	hap9	hap⁵²	
5422	舺			
4559	遐	ha4	ha³¹	
4560	瑕	ha4	ha³¹	
4555	暇	ha6	ha⁵²	
4473	轄	hɐt9	hɐt⁵²	又读hat⁵²
4561	霞	ha4	ha³¹	
5423	黠			
4556	下	ha6	ha⁵²	下面
4558	下	ha5	ha³¹²	白讀
4557	夏	ha6	ha⁵²	
4542	嚇	hɐk7	hɐk⁴⁵	
3264	罅	la3	la³³	又读lɛ³³
2971	仙	ɬin1	ɬin⁴⁵	
2972	先	ɬin1	ɬin⁴⁵	
5107	杴			
4389	掀	hin1	hin⁴⁵	
5108	暹			
4390	鍁	hin1	hin⁴⁵	
2973	鮮	ɬin1	ɬin⁴⁵	鮮美
2974	鮮	ɬin1	ɬin⁴⁵	鮮有
707	纖	ʦʰim1	ʦʰim⁴⁵	
3986	弦	jin4	jin³¹	
4526	咸	ham4	ham³¹	
5109	涎			
3987	絃	jin4	jin³¹	
4510	閑	han4	han³¹	
4511	閒	han4	han³¹	
4031	嫌	jim4	jim³¹	
4527	銜	ham4	ham³¹	又读hɐm³¹
3988	賢	jin4	jin³¹	
4512	嫻	han4	han³¹	
2967	冼	ɬin2	ɬin³²³	
4396	險	him2	him³²³	
2968	蘚	ɬin2	ɬin³²³	
4384	顯	hin2	hin³²³	
4508	限	han6	han⁵²	
4407	莧	hiɛn6	hiɛn⁵²	
4521	陷	ham6	ham⁵²	
3978	現	jin6	jin⁵²	
2963	腺	ɬin3	ɬin³³	
2948	羨	ɬin6	ɬin⁵²	
2964	線	ɬin3	ɬin³³	
3979	縣	jin6	jin⁵²	
4518	餡	hɐm6	hɐm⁵²	
4379	憲	hin3	hin³³	
5110	霰			
4380	獻	hin3	hin³³	
2995	相	ɬiɛŋ3	ɬiɛŋ³³	相貌
2998	相	ɬiɛŋ1	ɬiɛŋ⁴⁵	互相
4405	香	hiɛŋ1	hiɛŋ⁴⁵	
4406	鄉	hiɛŋ1	hiɛŋ⁴⁵	
2999	廂	ɬiɛŋ1	ɬiɛŋ⁴⁵	
3000	湘	ɬiɛŋ1	ɬiɛŋ⁴⁵	
3001	箱	ɬiɛŋ1	ɬiɛŋ⁴⁵	
3002	襄	ɬiɛŋ1	ɬiɛŋ⁴⁵	
3003	鑲	ɬiɛŋ1	ɬiɛŋ⁴⁵	
5424	庠			
712	祥	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
713	翔	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
714	詳	ʦʰiɛŋ4	ʦʰiɛŋ³¹	
4401	享	hiɛŋ2	hiɛŋ³²³	
2996	想	ɬiɛŋ2	ɬiɛŋ³²³	
4402	餉	hiɛŋ2	hiɛŋ³²³	
5111	鯗			
4403	饗	hiɛŋ2	hiɛŋ³²³	
4404	響	hiɛŋ2	hiɛŋ³²³	
4398	向	hiɛŋ3	hiɛŋ³³	
4295	巷	huɔŋ6	huɔŋ⁵²	
451	象	ʦiɛŋ6	ʦiɛŋ⁵²	
4296	項	huɔŋ6	huɔŋ⁵²	
452	像	ʦiɛŋ6	ʦiɛŋ⁵²	
453	橡	ʦiɛŋ6	ʦiɛŋ⁵²	
4399	嚮	hiɛŋ3	hiɛŋ³³	
5112	枵			
2929	逍	ɬiu1	ɬiu⁴⁵	
2930	消	ɬiu1	ɬiu⁴⁵	
2931	宵	ɬiu1	ɬiu⁴⁵	
2932	硝	ɬiu1	ɬiu⁴⁵	
2933	霄	ɬiu1	ɬiu⁴⁵	
2934	銷	ɬiu1	ɬiu⁴⁵	
2935	蕭	ɬiu1	ɬiu⁴⁵	
2936	簫	ɬiu1	ɬiu⁴⁵	
2937	瀟	ɬiu1	ɬiu⁴⁵	
4368	囂	hiu1	hiu⁴⁵	
4365	驍	hiu2	hiu³²³	
2271	淆	ŋau4	ŋau³¹	
2927	小	ɬiu2	ɬiu³²³	
2938	筱	ɬiu1	ɬiu⁴⁵	
4366	曉	hiu2	hiu³²³	
4462	孝	hau3	hau³³	
675	肖	ʦʰiu3	ʦʰiu³³	生肖
2928	肖	ɬiu1	ɬiu⁴⁵	姓肖
3613	校	kʰau3	kʰau³³	校對
4455	校	hau6	hau⁵²	學校
4471	哮	hau1	hau⁴⁵	
2925	笑	ɬiu3	ɬiu³³	
4456	效	hau6	hau⁵²	
2926	嘯	ɬiu3	ɬiu³³	
3010	些	ɬɛ1	ɬɛ⁴⁵	
2984	楔	ɬiɐp8	ɬiɐp³	
4370	歇	hit8	hit³	
3522	蠍	kʰit8	kʰit³	
773	邪	ʦʰɛ4	ʦʰɛ³¹	
4377	協	hip8	hip³	
4372	挾	hip9	hip⁵²	
4373	脅	hip9	hip⁵²	
3873	偕	kai1	kai⁴⁵	
774	斜	ʦʰɛ4	ʦʰɛ³¹	
3523	頡	kʰit8	kʰit³	
4551	鞋	hai4	hai³¹	
4552	諧	hai4	hai³¹	
3642	攜	kʰɐi4	kʰɐi³¹	
3009	寫	ɬɛ2	ɬɛ³²³	
2942	泄	ɬit8	ɬit³	
3007	卸	ɬɛ3	ɬɛ³³	
5425	洩			洩洩
5426	洩			排洩
2943	屑	ɬit8	ɬit³	
4547	械	hai6	hai⁵²	
486	榭	ʦiɛ6	ʦiɛ⁵²	
4549	邂	hai5	hai³¹²	
4548	懈	hai6	hai⁵²	
487	謝	ʦiɛ6	ʦiɛ⁵²	
5113	褻			
3008	瀉	ɬɛ3	ɬɛ³³	
4550	蟹	hai5	hai³¹²	
3232	心	ɬɐm1	ɬɐm⁴⁵	
3214	辛	ɬɐn1	ɬɐn⁴⁵	
4251	欣	jɐn1	jɐn⁴⁵	
3215	新	ɬɐn1	ɬɐn⁴⁵	
3216	薪	ɬɐn1	ɬɐn⁴⁵	
4417	馨	heŋ1	heŋ⁴⁵	
4261	鑫	jɐm1	jɐm⁴⁵	
3204	信	ɬɐn3	ɬɐn³³	
4513	釁	hɐn3	hɐn³³	
3039	星	ɬeŋ1	ɬeŋ⁴⁵	
3040	猩	ɬeŋ1	ɬeŋ⁴⁵	
3041	惺	ɬeŋ1	ɬeŋ⁴⁵	
3042	腥	ɬeŋ1	ɬeŋ⁴⁵	
4153	刑	jeŋ4	jeŋ³¹	
4154	邢	jeŋ4	jeŋ³¹	
4301	行	huɔŋ4	huɔŋ³¹	銀行
4302	行	huɔŋ4	huɔŋ³¹	行行
4497	行	hɐŋ4	hɐŋ³¹	步行
4498	行	hɐŋ4	hɐŋ³¹	行路
4499	行	hɐŋ4	hɐŋ³¹	品行
4155	形	jeŋ4	jeŋ³¹	
4156	型	jeŋ4	jeŋ³¹	
3037	醒	ɬeŋ2	ɬeŋ³²³	
3176	擤	ɬɐŋ3	ɬɐŋ³³	
4491	杏	hɐŋ6	hɐŋ⁵²	
4492	幸	hɐŋ6	hɐŋ⁵²	
3034	性	ɬeŋ3	ɬeŋ³³	
3035	姓	ɬeŋ3	ɬeŋ³³	
4493	倖	hɐŋ6	hɐŋ⁵²	
4413	興	heŋ3	heŋ³³	助興
4418	興	heŋ1	heŋ⁴⁵	興旺
4284	凶	huŋ1	huŋ⁴⁵	
4419	兄	heŋ1	heŋ⁴⁵	
4285	兇	huŋ1	huŋ⁴⁵	
4286	匈	huŋ1	huŋ⁴⁵	
4287	洶	huŋ1	huŋ⁴⁵	
4288	胸	huŋ1	huŋ⁴⁵	
4276	雄	huŋ4	huŋ³¹	
4277	熊	huŋ4	huŋ³¹	
4230	休	jɐu1	jɐu⁴⁵	春城heu⁴⁵
4291	咻	hui2	hui³²³	噢咻
5427	咻			一傅眾咻
3142	修	ɬɐu1	ɬɐu⁴⁵	
3143	脩	ɬɐu1	ɬɐu⁴⁵	
3144	羞	ɬɐu1	ɬɐu⁴⁵	
3145	饈	ɬɐu1	ɬɐu⁴⁵	
3118	朽	lɐu5	lɐu³¹²	
3131	秀	ɬɐu3	ɬɐu³³	
1012	袖	ʦɐu6	ʦɐu⁵²	
3132	琇	ɬɐu3	ɬɐu³³	
827	嗅	ʦʰɐu3	ʦʰɐu³³	
3133	繡	ɬɐu3	ɬɐu³³	
3134	鏽	ɬɐu3	ɬɐu³³	
3165	戌	ɬɐt7	ɬɐt⁴⁵	
5428	吁			
3261	胥	ɬɐi1	ɬɐi⁴⁵	
4447	虛	hei1	hei⁴⁵	
3107	須	ɬei1	ɬei⁴⁵	
4448	墟	hei1	hei⁴⁵	
3108	需	ɬei1	ɬei⁴⁵	
4449	噓	hei1	hei⁴⁵	噓寒問暖
5429	噓			語氣詞
2905	鬚	ɬou1	ɬou⁴⁵	
803	徐	ʦʰei4	ʦʰei³¹	
4431	栩	hei2	hei³²³	
4432	詡	hei2	hei³²³	
3934	旭	juk7	juk⁴⁵	
988	序	ʦei6	ʦei⁵²	
3166	恤	ɬɐt7	ɬɐt⁴⁵	
5430	酗			
989	敘	ʦei6	ʦei⁵²	
3072	絮	ɬei5	ɬei³¹²	
3254	婿	ɬɐi3	ɬɐi³³	
591	蓄	ʦʰuk7	ʦʰuk⁴⁵	
4450	煦	hei1	hei⁴⁵	
2797	緒	ɬui5	ɬui³¹²	
317	續	ʦuk9	ʦuk⁵²	
2975	宣	ɬin1	ɬin⁴⁵	
4391	軒	hin1	hin⁴⁵	
2976	萱	ɬin1	ɬin⁴⁵	
4392	喧	hin1	hin⁴⁵	
4393	暄	hin1	hin⁴⁵	
3558	嬛	kʰeŋ4	kʰeŋ³¹	美好
5431	嬛			便嬛
5432	嬛			嫏嬛
3989	玄	jin4	jin³¹	
1646	旋	sin4	sin³¹	
2955	漩	ɬin4	ɬin³¹	
2956	璇	ɬin4	ɬin³¹	
3990	懸	jin4	jin³¹	
2969	選	ɬin2	ɬin³²³	
2970	癬	ɬin2	ɬin³²³	
3991	炫	jin4	jin³¹	
5433	眩			
2965	渲	ɬin3	ɬin³³	
5434	絢			
5114	楦			
2957	鏇	ɬin4	ɬin³¹	
3006	削	ɬiɛk8	ɬiɛk³	
4408	靴	hiɛ1	hiɛ⁴⁵	
2944	薛	ɬit8	ɬit³	
3967	穴	jit9	jit⁵²	
4329	學	huɔk9	huɔk⁵²	
2945	雪	ɬit8	ɬit³	
4371	血	hit8	hit³	
4065	謔	jiɛk9	jiɛk⁵²	
4750	勛	fɐn1	fɐn⁴⁵	
4751	熏	fɐn1	fɐn⁴⁵	
5115	窨			
4752	勳	fɐn1	fɐn⁴⁵	
4753	薰	fɐn1	fɐn⁴⁵	
4754	燻	fɐn1	fɐn⁴⁵	
4755	醺	fɐn1	fɐn⁴⁵	
856	旬	ʦʰɐn4	ʦʰɐn³¹	
857	巡	ʦʰɐn4	ʦʰɐn³¹	
858	荀	ʦʰɐn4	ʦʰɐn³¹	
859	循	ʦʰɐn4	ʦʰɐn³¹	
878	尋	ʦʰɐm4	ʦʰɐm³¹	
860	詢	ʦʰɐn4	ʦʰɐn³¹	
5116	潯			
3205	迅	ɬɐn3	ɬɐn³³	
3206	殉	ɬɐn3	ɬɐn³³	
4734	訓	fɐn3	fɐn³³	
3207	訊	ɬɐn3	ɬɐn³³	
4735	馴	fɐn3	fɐn³³	
2765	遜	ɬun3	ɬun³³	
5117	蕈			
1087	濬	ʦɐn3	ʦɐn³³	
65	丫	ʔa1	ʔa⁴⁵	
37	押	ʔat8	ʔat³	
66	椏	ʔa1	ʔa⁴⁵	
67	鴉	ʔa1	ʔa⁴⁵	
40	鴨	ʔap8	ʔap³	
38	壓	ʔat8	ʔat³	
2307	牙	ŋa4	ŋa³¹	
2308	伢	ŋa4	ŋa³¹	
2309	芽	ŋa4	ŋa³¹	
2310	枒	ŋa4	ŋa³¹	
2311	蚜	ŋa4	ŋa³¹	
2302	崖	ŋai4	ŋai³¹	
2303	涯	ŋai4	ŋai³¹	
2312	衙	ŋa4	ŋa³¹	
63	啞	ʔa2	ʔa³²³	聾啞
5118	啞			嘔啞
5119	啞			啞然而笑
2306	雅	ŋa5	ŋa³¹²	
5120	迓			
61	亞	ʔa3	ʔa³³	
5435	軋			
62	埡	ʔa3	ʔa³³	
2304	訝	ŋa6	ŋa⁵²	
39	揠	ʔat8	ʔat³	
68	呀	ʔa1	ʔa⁴⁵	
4016	胭	jin1	jin⁴⁵	
3992	焉	jin4	jin³¹	心不在焉
4017	焉	jin1	jin⁴⁵	焉知非福
4018	菸	jin1	jin⁴⁵	
5121	崦			
4038	淹	jim1	jim⁴⁵	
3976	腌	jip8	jip³	白读
4259	湮	jɐn1	jɐn⁴⁵	
4777	湮			
4019	煙	jin1	jin⁴⁵	
4020	嫣	jin1	jin⁴⁵	
4039	醃	jim1	jim⁴⁵	白读jip³
4040	閹	jim1	jim⁴⁵	
3993	延	jin4	jin³¹	
2329	言	ȵin4	ȵin³¹	
2330	妍	ȵin4	ȵin³¹	
2287	岩	ŋam4	ŋam³¹	
4032	炎	jim4	jim³¹	人名读jim⁵²
3994	沿	jin4	jin³¹	
2331	研	ȵin4	ȵin³¹	又读ŋan³¹
3995	蜒	jin4	jin³¹	
3996	筵	jin4	jin³¹	
2339	閻	ȵim4	ȵim³¹	
5122	檐			
2285	顏	ŋan4	ŋan³¹	
2340	嚴	ȵim4	ȵim³¹	
4033	簷	jim4	jim³¹	
2288	巖	ŋam4	ŋam³¹	
4034	鹽	jim4	jim³¹	
4041	奄	jim1	jim⁴⁵	奄奄一息
5436	奄			奄有
4010	衍	jin2	jin³²³	
5437	弇			
5123	兗			
4037	掩	jim2	jim³²³	
2280	眼	ŋan5	ŋan³¹²	
4011	演	jin2	jin³²³	
2338	儼	ȵim5	ȵim³¹²	
4012	鼴	jin2	jin³²³	
5438	魘			
4021	咽	jin1	jin⁴⁵	咽喉
5439	咽			狼吞虎咽
5440	咽			哽咽
2321	彥	ȵin6	ȵin⁵²	
43	晏	ʔan3	ʔan³³	
4006	宴	jin3	jin³³	
4013	堰	jin2	jin³²³	
2322	硯	ȵin6	ȵin⁵²	
2279	雁	ŋan6	ŋan⁵²	
4027	焰	jim6	jim⁵²	
4036	厭	jim3	jim³³	
4007	燕	jin3	jin³³	燕子
4022	燕	jin1	jin⁴⁵	燕國
4028	燄	jim6	jim⁵²	
2323	諺	ȵin6	ȵin⁵²	
5441	嚥			
2429	驗	nim6	nim⁵²	
5442	饜			
4029	艷	jim6	jim⁵²	
5124	釅			
4030	豔	jim6	jim⁵²	
4057	央	jiɛŋ1	jiɛŋ⁴⁵	
4058	泱	jiɛŋ1	jiɛŋ⁴⁵	
4059	殃	jiɛŋ1	jiɛŋ⁴⁵	
4060	秧	jiɛŋ1	jiɛŋ⁴⁵	
4061	鞅	jiɛŋ1	jiɛŋ⁴⁵	
4062	鴦	jiɛŋ1	jiɛŋ⁴⁵	
4049	羊	jiɛŋ4	jiɛŋ³¹	
4050	徉	jiɛŋ4	jiɛŋ³¹	
4051	洋	jiɛŋ4	jiɛŋ³¹	
4052	烊	jiɛŋ4	jiɛŋ³¹	
4053	陽	jiɛŋ4	jiɛŋ³¹	
4054	揚	jiɛŋ4	jiɛŋ³¹	
4055	楊	jiɛŋ4	jiɛŋ³¹	
4056	瘍	jiɛŋ4	jiɛŋ³¹	
2343	仰	ȵiɛŋ5	ȵiɛŋ³¹²	
4046	氧	jiɛŋ5	jiɛŋ³¹²	
4047	養	jiɛŋ5	jiɛŋ³¹²	
4048	癢	jiɛŋ5	jiɛŋ³¹²	
4042	恙	jiɛŋ6	jiɛŋ⁵²	
4043	漾	jiɛŋ6	jiɛŋ⁵²	
4044	樣	jiɛŋ6	jiɛŋ⁵²	
3961	夭	jiu1	jiu⁴⁵	
3962	吆	jiu1	jiu⁴⁵	
3963	妖	jiu1	jiu⁴⁵	
3964	腰	jiu1	jiu⁴⁵	
3965	邀	jiu1	jiu⁴⁵	
5125	爻			
5443	肴			
3949	姚	jiu4	jiu³¹	
3950	堯	jiu4	jiu³¹	
3951	搖	jiu4	jiu³¹	
3952	遙	jiu4	jiu³¹	
3953	瑤	jiu4	jiu³¹	
3954	窯	jiu4	jiu³¹	
2272	餚	ŋau4	ŋau³¹	
3955	謠	jiu4	jiu³¹	
2587	杳	miu5	miu³¹²	
2269	咬	ŋau5	ŋau³¹²	
3946	舀	jiu5	jiu³¹²	
3959	窈	jiu2	jiu³²³	
3956	要	jiu3	jiu³³	要點
3966	要	jiu1	jiu⁴⁵	要求
4774	詏	au3	au³³	詏交
4066	藥	jiɛk9	jiɛk⁵²	
3943	曜	jiu6	jiu⁵²	
3944	耀	jiu6	jiu⁵²	
3945	鷂	jiu6	jiu⁵²	
4067	鑰	jiɛk9	jiɛk⁵²	
4150	椰	jɛ4	jɛ³¹	
5444	噎			
4151	耶	jɛ4	jɛ³¹	
4152	爺	jɛ4	jɛ³¹	
4269	也	ja5	ja³¹²	白读jɛ³¹²
4270	吔	ja1	ja⁴⁵	
4148	冶	jɛ5	jɛ³¹²	
4149	野	jɛ5	jɛ³¹²	
4267	曳	jɐi6	jɐi⁵²	
4147	夜	jɛ6	jɛ⁵²	
3974	頁	jip9	jip⁵²	
4181	液	jek9	jek⁵²	
