汉字	注释	左云	右玉	平鲁	河曲	偏关	保德	临县	兴县	神木	府谷	佳县	清水河	和林格尔	托克托	准格尔旗	伊金霍洛旗	东胜	包头
产		꜂ʦʰæ	꜂tʂʰæ	꜀ʦʰæ	꜀ʦʰæ	꜂ʦʰæ	꜀ʦʰʌŋ	꜂ʦʰæ	꜀ʦʰæ̃	꜀ʦʰɛ	꜀ʦʰæ	꜂ʦʰæ̃	꜂ʦʰɛ	꜂ʦʰæ̃	꜂ʦʰæ̃	꜂ʦʰɛ̃	꜂ʦʰæ	꜂ʦʰɛ	꜂ʦʰæ̃
艰		꜀ʨiɛ	꜀ʨiɛ	꜀ʨiᴇ	꜀ʨiɛ	꜀ʨiɪ	꜀ʨiʌŋ	꜀ʨie	꜀ʨiæ̃	꜀ʨiɛ	꜀ʨiæ	꜀ʨie	꜀ʨiɛ	꜀ʨiɛ	꜀ʨiɛ	꜀ʨie	꜀ʨie	꜀ʨie	꜀ʨie
简		꜂ʨiɛ	꜂ʨiɛ	꜀ʨiᴇ	꜀ʨiɛ	꜂ʨiɪ	꜀ʨiʌŋ	꜂ʨie	꜀ʨiæ̃	꜀ʨiɛ	꜀ʨiæ	꜂ʨie	꜂ʨiɛ	꜂ʨiɛ	꜂ʨiɛ	꜂ʨie	꜂ʨie	꜂ʨie	꜂ʨie
眼		꜂iɛ	꜂iɛ	꜀iᴇ	꜀iɛ	꜂iɪ	꜀iʌŋ	꜂nie	꜀niæ̃	꜀iɛ	꜀iæ	꜂niæ̃	꜂iɛ	꜂iɛ	꜂iɛ	꜂ie	꜂ie	꜂ie	꜂ie
闲		꜁ɕiɛ	꜁ɕiɛ	꜁ɕiᴇ	꜁ɕiɛ	꜁ɕiɪ	꜁ɕiʌŋ	꜁ʂʅə	꜁xæ̃	꜁xɛ/꜁ɕiɛ	꜁ɕiæ	꜁ɕiæ̃	꜁ɕiɛ	꜁ɕiɛ	꜁ɕiɛ	꜁ɕie	꜁ɕie	꜁ɕie	꜁ɕie
限		ɕiɛ꜄	ɕiɛ꜄	ɕiᴇ꜄	ɕiɛ꜄	ɕiɪ꜄	ɕiʌŋ꜄	ɕie꜄	ɕiẽn꜄	xɛ꜄/ɕiɛ꜄	ɕiæ꜄	ɕie꜄	ɕiɛ꜄	ɕiɛ꜄	ɕiɛ꜄	ɕie꜄	ɕie꜄	ɕie꜄	ɕie꜄
八		paʔ꜆	paʔ꜆	pʌʔ꜆	paʔ꜆	꜁pa	꜁pᴀ	paʔ꜆	paʔ꜆	paʔ꜆	pɑʔ꜆	pᴀʔ꜆	paʔ꜆	pʌʔ꜆	paʔ꜆	paʔ꜆	pʌʔ꜆	pʌʔ꜆	pʌʔ꜆
拔		꜁pa	꜁pa	꜁pɑ	paʔ꜆	꜁pa	꜁pᴀ	pʰaʔ꜇	pʰaʔ꜇/paʔ꜆	paʔ꜆	pɑʔ꜆	pʰᴀʔ꜇/꜁pʰᴀ	paʔ꜆	pʌʔ꜆	paʔ꜆	paʔ꜆	pʌʔ꜆	꜁pɑ	꜁pɑ
察		ʦʰaʔ꜆	ʦʰaʔ꜆	ʦʰʌʔ꜆	ʦʰaʔ꜆	꜁ʦʰa	꜁ʦʰᴀ	ʦʰaʔ꜆	ʦʰaʔ꜆	ʦʰaʔ꜆	ʦʰɑʔ꜆	ʦʰᴀʔ꜆	ʦʰaʔ꜆	ʦʰʌʔ꜆	ʦʰaʔ꜆	ʦʰaʔ꜆	ʦʰʌʔ꜆	ʦʰʌʔ꜆	ʦʰʌʔ꜆
杀		saʔ꜆	saʔ꜆	sʌʔ꜆	saʔ꜆	꜁sa	꜁sᴀ	saʔ꜆	saʔ꜆	saʔ꜆	sɑʔ꜆	sᴀʔ꜆	saʔ꜆	sʌʔ꜆	saʔ꜆	saʔ꜆	sʌʔ꜆	sʌʔ꜆	sʌʔ꜆
板		꜂pæ	꜂pæ	꜀pæ	꜀pæ	꜂pæ	꜀pʌŋ	꜂pæ	꜀pæ̃	꜀pɛ	꜀pæ	꜂pæ̃	꜂pɛ	꜂pæ̃	꜂pæ̃	꜂pɛ̃	꜂pæ	꜂pɛ	꜂pæ̃
攀		꜀pʰæ	꜀pʰæ	꜀pʰæ	꜀pʰæ	꜀pʰæ	꜀pʰʌŋ	꜀pʰæ	꜀pʰæ̃	꜀pʰɛ	꜀pʰæ	꜀pʰæ̃	꜀pʰɛ	꜀pʰæ̃	꜀pʰæ̃	꜀pʰɛ̃	꜀pʰæ	꜀pʰɛ	꜀pʰæ̃
删		꜀sæ	꜀ʂæ	꜀sæ	꜀sæ	꜀sæ	꜀sʌŋ	꜀sæ	꜀sæ̃	꜀sɛ	꜀sæ	꜀sæ̃	꜀sɛ	꜀sæ̃	꜀sæ̃	꜀sɛ̃	꜀ʂæ	꜀sɛ	꜀sæ̃
谏		ʨiɛ꜄	ʨiɛ꜄	ʨiᴇ꜄	ʨiɛ꜄	ʨiɪ꜄	ʨiʌŋ꜄	ʨie꜄	ʨiæ̃꜄	ʨiɛ꜄	ʨiæ꜄	ʨie꜄	ʨiɛ꜄	ʨiɛ꜄	ʨiɛ꜄	ʨie꜄	ʨie꜄	ʨie꜄	ʨie꜄
雁		iɛ꜄	iɛ꜄	iᴇ꜄	iɛ꜄	iɪ꜄	iʌŋ꜄	ie꜄	niæ̃꜄/iẽn꜄	iɛ꜄	iæ꜄	niæ̃꜄	iɛ꜄	iɛ꜄	iɛ꜄	ie꜄	ie꜄	ie꜄	ie꜄
铡		꜁ʦa	꜁ʦa	ʦʌʔ꜆	꜀ʦa	꜁ʦa	꜁ʦᴀ	ʦʰaʔ꜇	ʦʰaʔ꜆	꜁ʦa	ʦɑʔ꜆	ʦʰᴀʔ꜇	ʦaʔ꜆	꜀ʦʰᴀ	꜀ʦa	꜀ʦɑ	ʦʌʔ꜆	ʦʌʔ꜆	꜀ʦɑ
瞎		ɕiaʔ꜆	ɕiaʔ꜆	ɕiʌʔ꜆	ɕiaʔ꜆	꜁ɕia	꜁xᴀ	xaʔ꜆	xaʔ꜆	xaʔ꜆	xɑʔ꜆/ɕiɑʔ꜆	xᴀʔ꜆	ɕiaʔ꜆	ɕiʌʔ꜆	ɕiaʔ꜆	ɕiaʔ꜆	xʌʔ꜆/ɕiʌʔ꜆	xʌʔ꜆/ɕiʌʔ꜆	ɕiʌʔ꜆
偏		꜀pʰiɛ	꜀pʰiɛ	꜀pʰiᴇ	꜀pʰiɛ	꜀pʰiɪ	꜀pʰiʌŋ	꜀pʰie	꜀pʰiẽn	꜀pʰiɛ	꜀pʰiæ	꜀pʰie	꜀pʰiɛ	꜀pʰiɛ	꜀pʰiɛ	꜀pʰie	꜀pʰie	꜀pʰie	꜀pʰie
便	方便	piɛ꜄	piɛ꜄	piᴇ꜄	piɛ꜄	piɪ꜄	piʌŋ꜄	pie꜄	piẽn꜄	piɛ꜄	piæ꜄	pie꜄	piɛ꜄	piɛ꜄	piɛ꜄	pie꜄	pie꜄	pie꜄	pie꜄
免		꜂miɛ	꜂miɛ	꜀miᴇ	꜀miɛ	꜂miɪ	꜀miʌŋ	꜂mie	꜀miẽn	꜀miɛ	꜀miæ	꜂mie	꜂miɛ	꜂miɛ	꜂miɛ	꜂mie	꜂mie	꜂mie	꜂mie
联		꜁liɛ	꜁liɛ	꜁liᴇ	꜁liɛ	꜁liɪ	꜁liʌŋ	꜁lie	꜁luẽn	꜁liɛ	꜁lyæ	꜁lie	꜁liɛ	꜁liɛ	꜁liɛ	꜁lye/꜁lie	꜁lie	꜁lie	꜁lie
煎		꜀ʨiɛ	꜀ʨiɛ	꜀ʨiᴇ	꜀ʨiɛ	꜀ʨiɪ	꜀ʨiʌŋ	꜀ʨie	꜀ʨiẽn	꜀ʨiɛ	꜀ʨiæ	꜀ʨie	꜀ʨiɛ	꜀ʨiɛ	꜀ʨiɛ	꜀ʨie	꜀ʨie	꜀ʨie	꜀ʨie
溅		ʨiɛ꜄	ʨiɛ꜄	ʨiᴇ꜄	ʨiɛ꜄	ʨiɪ꜄	ʨiʌŋ꜄	ʨie꜄	ʨiẽn꜄	ʨiɛ꜄	ʨiæ꜄	ʨie꜄	ʨiɛ꜄	ʨiɛ꜄	ʨiɛ꜄	ʨie꜄	ʨie꜄	ʨie꜄	ʨie꜄
迁		꜀ʨʰiɛ	꜀ʨʰiɛ	꜀ʨʰiᴇ	꜀ʨʰiɛ	꜀ʨʰiɪ	꜀ʨʰiʌŋ	꜀ʨʰie	꜀ʨʰiẽn	꜀ʨʰiɛ	꜀ʨʰiæ	꜀ʨʰie	꜀ʨʰiɛ	꜀ʨʰiɛ	꜀ʨʰiɛ	꜀ʨʰie	꜀ʨʰie	꜀ʨʰie	꜀ʨʰie
钱		꜁ʨʰiɛ	꜁ʨʰiɛ	꜁ʨʰiᴇ	꜁ʨʰiɛ	꜁ʨʰiɪ	꜁ʨʰiʌŋ	꜁ʨʰie	꜁ʨʰiẽn	꜁ʨʰiɛ	꜁ʨʰiæ	꜁ʨʰie	꜁ʨʰiɛ	꜁ʨʰiɛ	꜁ʨʰiɛ	꜁ʨʰie	꜁ʨʰie	꜁ʨʰie	꜁ʨʰie
践		ʨiɛ꜄	ʨiɛ꜄	ʨiᴇ꜄	ʨiɛ꜄	ʨiɪ꜄	ʨiʌŋ꜄	ʨie꜄	ʨiẽn꜄	ʨiɛ꜄	ʨiæ꜄	ʨie꜄	ʨiɛ꜄	ʨiɛ꜄	ʨiɛ꜄	ʨie꜄	ʨie꜄	ʨie꜄	ʨie꜄
鲜	新鲜	꜀ɕiɛ	꜀ɕiɛ	꜀ɕiᴇ	꜀ɕiɛ	꜀ɕiɪ	꜀ɕiʌŋ	꜀ɕie	꜀ɕiẽn	꜀ɕiɛ	꜀ɕiæ	꜀ɕie	꜀ɕiɛ	꜀ɕiɛ	꜀ɕiɛ	꜀ɕie	꜀ɕie	꜀ɕie	꜀ɕie
羡		ɕiɛ꜄	ɕiɛ꜄	ɕiᴇ꜄	ɕiɛ꜄	ɕiɪ꜄	ɕiʌŋ꜄	ɕie꜄	ɕiẽn꜄	ɕiɛ꜄	ɕiæ꜄	ɕie꜄	ɕiɛ꜄	ɕiɛ꜄	ɕiɛ꜄	ɕie꜄	ɕie꜄	ɕie꜄	ɕie꜄
缠		꜁ʦʰæ	꜁tʂʰæ	꜁ʦʰæ	꜁ʦʰæ	꜁tʂʰæ	꜁ʦʰʌŋ	꜁tʂʰʅə	꜁tʂʰẽn	꜁tʂʰɛ	꜁tʂʰæ	꜁tʂʰʅɛ	꜁ʦʰɛ	꜁ʦʰæ̃	꜁ʦʰæ̃	꜁tʂʰɛ̃	꜁tʂʰæ	꜁tʂʰɛ	꜁ʦʰæ̃
战		ʦæ꜄	tʂæ꜄	ʦæ꜄	ʦæ꜄	tʂæ꜄	tʂʌŋ꜄	tʂæ꜄	tʂẽn꜄	tʂɛ꜄	tʂæ꜄	tʂʅɛ꜄	ʦɛ꜄	ʦæ̃꜄	ʦæ̃꜄	tʂɛ̃꜄	tʂæ꜄	ʦɛ꜄	ʦæ̃꜄
羶		꜀sæ	꜀ʂæ	꜀sæ	꜀sæ	꜀ʂæ	꜀ʂʌŋ	꜀ʂʅə	꜀ʂẽn	꜀ʂɛ	꜀ʂæ	꜀ʂʅɛ	꜀sɛ	꜀sæ̃	꜀sæ̃	꜀ʂɛ̃	꜀ʂæ	꜀ʂɛ	꜀sæ̃
蝉		꜁ʦʰæ	꜁tʂʰæ	꜁ʦʰæ	꜁ʦʰæ	꜁tʂʰæ	꜁tʂʰʌŋ	꜁ʦʰæ	꜁tʂʰẽn	꜁tʂʰɛ	꜁ʦʰæ	꜁tʂʰʅɛ	꜁ʦʰɛ	꜁ʦʰæ̃	꜁ʦʰæ̃	꜁tʂʰɛ̃	꜁tʂʰæ	꜁tʂʰɛ	꜁ʦʰæ̃
燃		꜁ʐæ	꜁ʐæ	꜁zæ	꜁zæ	꜁ʐæ	꜁ʐʌŋ	꜁ʐʅə	꜁ʐẽn	꜁ʐɛ	꜁ʐæ	꜁ʐʅɛ	꜁zɛ	꜁zæ̃	꜀zæ̃	꜁ʐɛ̃	꜀ʐæ	꜁ʐɛ	꜁zæ̃
件		ʨiɛ꜄	ʨiɛ꜄	ʨiᴇ꜄	ʨiɛ꜄	ʨiɪ꜄	ʨiʌŋ꜄	ʨie꜄	ʨiẽn꜄	ʨiɛ꜄	ʨiæ꜄	ʨie꜄	ʨiɛ꜄	ʨiɛ꜄	ʨiɛ꜄	ʨie꜄	ʨie꜄	ʨie꜄	ʨie꜄
谚		iɛ꜄	iɛ꜄	iᴇ꜄	iɛ꜄	iɪ꜄	iʌŋ꜄	ie꜄	iẽn꜄	iɛ꜄	iæ꜄	ie꜄	iɛ꜄	iɛ꜄	iɛ꜄	ie꜄	ie꜄	ie꜄	ie꜄
延		꜁iɛ	꜁iɛ	꜁iᴇ	꜁iɛ	꜁iɪ	꜁iʌŋ	꜁ie	꜁iẽn	꜁iɛ	꜁iæ	꜁ie	꜁iɛ	꜁iɛ	꜁iɛ	꜁ie	꜁ie	꜁ie	꜁ie
别	区别	piaʔ꜆	piaʔ꜆	piʌʔ꜆	piɛʔ꜆	꜁piᴇ	꜁piɛ	piəʔ꜆	piəʔ꜆	piəʔ꜆	piəʔ꜆	piɛʔ꜆	piaʔ꜆	piʌʔ꜆	piaʔ꜆	piɛʔ꜆	piɤʔ꜆	piəʔ꜆	piʌʔ꜆
烈		liaʔ꜆	liaʔ꜆	liʌʔ꜆	liɛʔ꜆	liɛʔ꜆	꜁liɛ	liəʔ꜆	liəʔ꜆	liəʔ꜆	liəʔ꜆	liɛʔ꜆	liaʔ꜆	liʌʔ꜆	liaʔ꜆	liɛʔ꜆	liɤʔ꜆	liəʔ꜆	liʌʔ꜆
蜇		ʦəʔ꜆	tʂaʔ꜆	ʦʌʔ꜆	ʦaʔ꜆	tʂᴀʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂᴀʔ꜆	ʦaʔ꜆	ʦʌʔ꜆	ʦaʔ꜆	tʂaʔ꜆	tʂɤʔ꜆	tʂəʔ꜆	ʦʌʔ꜆
撤		ʦʰaʔ꜆/ʦʰə꜄	tʂʰaʔ꜆	ʦʰʌʔ꜆	ʦʰaʔ꜆	tʂʰᴀʔ꜆	tʂʰəʔ꜆	tʂʰəʔ꜆	tʂʰəʔ꜆	tʂʰəʔ꜆	tʂʰəʔ꜆	tʂʰᴀʔ꜆	ʦʰaʔ꜆	ʦʰʌʔ꜆	ʦʰaʔ꜆	tʂʰaʔ꜆	tʂʰɤʔ꜆	tʂʰəʔ꜆	ʦʰʌʔ꜆
浙		ʦaʔ꜆	tʂaʔ꜆	ʦʌʔ꜆	ʦaʔ꜆	tʂᴀʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂəʔ꜆	tʂᴀʔ꜆	ʦaʔ꜆	ʦʌʔ꜆	ʦaʔ꜆	tʂaʔ꜆	tʂɤʔ꜆	tʂəʔ꜆	ʦʌʔ꜆
舌		꜁sə	ʂaʔ꜆/꜁ʂɤ	꜁sɤ	saʔ꜆	ʂᴀʔ꜆	ʂəʔ꜆	ʂəʔ꜇	ʂəʔ꜇	ʂəʔ꜆	ʂəʔ꜆	ʂᴀʔ꜆	꜁sɤ	꜁sɤ	saʔ꜆	ʂaʔ꜆	꜁ʂɤ	ʂəʔ꜆	sʌʔ꜆
热		ʐaʔ꜆/ʐə꜄	ʐaʔ꜆/ʐɤ꜄	zʌʔ꜆	zaʔ꜆	ʐᴀʔ꜆	ʐəʔ꜆	ʐəʔ꜆	ʐəʔ꜆	ʐəʔ꜆	ʐəʔ꜆	ʐᴀʔ꜇	zaʔ꜆	zʌʔ꜆	zaʔ꜆	ʐaʔ꜆	ʐɤʔ꜆	ʐəʔ꜆	zʌʔ꜆
孽		niaʔ꜆	niaʔ꜆	niᴇ꜄	niɛʔ꜆	niɛʔ꜆	꜁niɛ	nie꜄	niəʔ꜆	niəʔ꜆	niəʔ꜆	niɛʔ꜇	niaʔ꜆	niʌʔ꜆	niaʔ꜆	niɛʔ꜆	niɤʔ꜆	niəʔ꜆	ȵiʌʔ꜆
建		ʨiɛ꜄	ʨiɛ꜄	ʨiᴇ꜄	ʨiɛ꜄	ʨiɪ꜄	ʨiʌŋ꜄	ʨie꜄	ʨiẽn꜄	ʨiɛ꜄	ʨiæ꜄	ʨie꜄	ʨiɛ꜄	ʨiɛ꜄	ʨiɛ꜄	ʨie꜄	ʨie꜄	ʨie꜄	ʨie꜄
掀		꜀ɕiɛ	꜀ɕiɛ	꜀ɕiᴇ	꜀ɕiɛ	꜀ɕyɪ	꜀ɕiʌŋ	꜀ɕie	꜀ɕiẽn	꜀ɕiɛ	꜀ɕiæ	꜀ɕie	꜀ɕiɛ	꜀ɕiɛ	꜀ɕiɛ	꜀ɕie	꜀ɕie	꜀ɕie	꜀ɕie
献		ɕiɛ꜄	ɕiɛ꜄	ɕiᴇ꜄	ɕiɛ꜄	ɕiɪ꜄	ɕiʌŋ꜄	ɕie꜄	ɕiẽn꜄	ɕiɛ꜄	ɕiæ꜄	ɕie꜄	ɕiɛ꜄	ɕiɛ꜄	ɕiɛ꜄	ɕie꜄	ɕie꜄	ɕie꜄	ɕie꜄
揭		ʨiaʔ꜆	ʨiaʔ꜆	ʨiʌʔ꜆	ʨiɛʔ꜆	ʨiɛʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiɛʔ꜆	ʨiaʔ꜆	ʨiʌʔ꜆	ʨiaʔ꜆	ʨiɛʔ꜆	ʨiɤʔ꜆	ʨiəʔ꜆	ʨiʌʔ꜆
蝙		꜀piɛ	꜀piɛ	꜀piᴇ	꜀piɛ	꜀piɪ	꜀piʌŋ	꜀pie	꜀piẽn	꜀piɛ	꜀piæ	꜀pie	꜀piɛ	꜀piɛ	꜀piɛ	꜀pie	꜀pie	꜀pie	꜀pie
遍		piɛ꜄	piɛ꜄	piᴇ꜄	piɛ꜄	piɪ꜄	piʌŋ꜄	pie꜄	piẽn꜄	piɛ꜄	piæ꜄	pie꜄	piɛ꜄	piɛ꜄	piɛ꜄	pie꜄	pie꜄	pie꜄	pie꜄
面		miɛ꜄	miɛ꜄	miᴇ꜄	miɛ꜄	miɪ꜄	miʌŋ꜄	mie꜄	miẽn꜄	miɛ꜄	miæ꜄	mie꜄	miɛ꜄	miɛ꜄	miɛ꜄	mie꜄	mie꜄	mie꜄	mie꜄
颠		꜀tiɛ	꜀tiɛ	꜀tiᴇ	꜀tiɛ	꜀tiɪ	꜀tiʌŋ	꜀tie	꜀tiẽn	꜀tiɛ	꜀tiæ	꜀tie	꜀tiɛ	꜀tiɛ	꜀tiɛ	꜀tie	꜀tie	꜀tie	꜀tie
腆		꜂tʰiɛ	꜂tʰiɛ	꜀ʨʰiᴇ	꜀tʰiɛ	꜂tʰiɪ	꜀tʰiʌŋ	꜂tʰie	꜀tʰiẽn	꜀tʰiɛ	꜀tʰiæ	꜂tʰie	꜂tʰiɛ	꜂tʰiɛ	꜂tʰiɛ	꜂tʰie	꜂tʰie	꜂tʰie	꜂tʰie
填		꜁tʰiɛ	꜁tʰiɛ	꜁ʨʰiᴇ	꜁tʰiɛ	꜁tʰiɪ	꜁tʰiʌŋ	꜁tʰie	꜁tʰiẽn	꜁tʰiɛ	꜁tʰiæ	꜁tʰie	꜁tʰiɛ	꜁tʰiɛ	꜁tʰiɛ	꜁tʰie	꜁tʰie	꜁tʰie	꜁tʰie
奠		tiɛ꜄	tiɛ꜄	tiᴇ꜄	tiɛ꜄	tiɪ꜄	tiʌŋ꜄	tie꜄	tiẽn꜄	tiɛ꜄	tiæ꜄	tie꜄	tiɛ꜄	tiɛ꜄	tiɛ꜄	tie꜄	tie꜄	tie꜄	tie꜄
年		꜁niɛ	꜁niɛ	꜁niᴇ	꜁niɛ	꜁niɪ	꜁niʌŋ	꜁nie	꜁niẽn	꜁niɛ	꜁ȵiæ	꜁nie	꜁niɛ	꜁niɛ	꜁niɛ	꜁nie	꜁nie	꜁nie	꜁ȵie
练		liɛ꜄	liɛ꜄	liᴇ꜄	liɛ꜄	liɪ꜄	liʌŋ꜄	lie꜄	liẽn꜄	liɛ꜄	liæ꜄	lie꜄	liɛ꜄	liɛ꜄	liɛ꜄	lie꜄	lie꜄	lie꜄	lie꜄
荐		ʨiɛ꜄	ʨiɛ꜄	ʨiᴇ꜄	ʨiɛ꜄	ʨiɪ꜄	ʨiʌŋ꜄	ʨie꜄	ʨiẽn꜄	ʨiɛ꜄	ʨiæ꜄	ʨie꜄	ʨiɛ꜄	ʨiɛ꜄	ʨiɛ꜄	ʨie꜄	ʨie꜄	ʨie꜄	ʨie꜄
千		꜀ʨʰiɛ	꜀ʨʰiɛ	꜀ʨʰiᴇ	꜀ʨʰiɛ	꜀ʨʰiɪ	꜀ʨʰiʌŋ	꜀ʨʰie	꜀ʨʰiẽn	꜀ʨʰiɛ	꜀ʨʰiæ	꜀ʨʰie	꜀ʨʰiɛ	꜀ʨʰiɛ	꜀ʨʰiɛ	꜀ʨʰie	꜀ʨʰie	꜀ʨʰie	꜀ʨʰie
前		꜁ʨʰiɛ	꜁ʨʰiɛ	꜁ʨʰiᴇ	꜁ʨʰiɛ	꜁ʨʰiɪ	꜁ʨʰiʌŋ	꜁ʨʰie	꜁ʨʰiẽn	꜁ʨʰiɛ	꜁ʨʰiæ	꜁ʨʰie	꜁ʨʰiɛ	꜁ʨʰiɛ	꜁ʨʰiɛ	꜁ʨʰie	꜁ʨʰie	꜁ʨʰie	꜁ʨʰie
坚		꜀ʨiɛ	꜀ʨiɛ	꜀ʨiᴇ	꜀ʨiɛ	꜀ʨiɪ	꜀ʨiʌŋ	꜀ʨie	꜀ʨiẽn	꜀ʨiɛ	꜀ʨiæ	꜀ʨie	꜀ʨiɛ	꜀ʨiɛ	꜀ʨiɛ	꜀ʨie	꜀ʨie	꜀ʨie	꜀ʨie
茧		꜂ʨiɛ	꜂ʨiɛ	꜀ʨiᴇ	꜀ʨiɛ	꜂ʨiɪ	꜀ʨiʌŋ	꜂ʨie	꜀ʨiẽn	꜀ʨiɛ	꜀ʨiæ	꜂ʨie	꜂ʨiɛ	꜂ʨiɛ	꜂ʨiɛ	꜂ʨie	꜂ʨie	꜂ʨie	꜂ʨie
见		ʨiɛ꜄	ʨiɛ꜄	ʨiᴇ꜄	ʨiɛ꜄	ʨiɪ꜄	ʨiʌŋ꜄	ʨie꜄	ʨiẽn꜄	ʨiɛ꜄	ʨiæ꜄	ʨie꜄	ʨiɛ꜄	ʨiɛ꜄	ʨiɛ꜄	ʨie꜄	ʨie꜄	ʨie꜄	ʨie꜄
研		꜁iɛ	꜁iɛ	꜁iᴇ	꜁iɛ	꜁iɪ	꜁iʌŋ	꜁ie	꜁iẽn	꜁niɛ/꜁iɛ	꜁iæ	꜁ie	꜁iɛ	꜁iɛ	꜁iɛ	꜁ie	꜁ie	꜁ie	꜁ie
显		꜂ɕiɛ	꜂ɕiɛ	꜀ɕiᴇ	꜀ɕiɛ	꜂ɕiɪ	꜀ɕiʌŋ	꜂ɕie	꜀ɕiẽn	꜀ɕiɛ	꜀ɕiæ	꜂ɕie	꜂ɕiɛ	꜂ɕiɛ	꜂ɕiɛ	꜂ɕie	꜂ɕie	꜂ɕie	꜂ɕie
贤		꜁ɕiɛ	꜁ɕiɛ	꜁ɕiᴇ	꜁ɕiɛ	꜁ɕiɪ	꜁ɕiʌŋ	꜁ɕie	꜁ɕiẽn	꜁ɕiɛ	꜁ɕiæ	꜁ɕie	꜁ɕiɛ	꜁ɕiɛ	꜁ɕiɛ	꜁ɕie	꜁ɕie	꜁ɕie	꜁ɕie
烟		꜀iɛ	꜀iɛ	꜀iᴇ	꜀iɛ	꜀iɪ	꜀iʌŋ	꜀ie	꜀iẽn	꜀iɛ	꜀iæ	꜀ie	꜀iɛ	꜀iɛ	꜀iɛ	꜀ie	꜀ie	꜀ie	꜀ie
宴		iɛ꜄	iɛ꜄	iᴇ꜄	iɛ꜄	iɪ꜄	iʌŋ꜄	ie꜄	iẽn꜄	iɛ꜄	iæ꜄	ie꜄	iɛ꜄	iɛ꜄	iɛ꜄	ie꜄	ie꜄	ie꜄	ie꜄
撇		pʰiaʔ꜆/꜂pʰiɛ	pʰiaʔ꜆	꜀pʰiᴇ	pʰiɛʔ꜆	pʰiɛʔ꜆	꜀pʰiɛ	꜂pʰie	pʰiəʔ꜆	pʰiəʔ꜆	꜀pʰie	꜂pʰie	꜂pʰiɛ	꜂pʰiɛ	꜂pʰiɛ	꜂pʰie	꜂pʰiə	꜂pʰie	꜂pʰie
捏		niaʔ꜆	niaʔ꜆	niʌʔ꜆	niɛʔ꜆	niɛʔ꜆	꜁niɛ	niəʔ꜆	niəʔ꜇	niəʔ꜆	ȵiəʔ꜆	niɛʔ꜆	niaʔ꜆	niʌʔ꜆	niaʔ꜆	niɛʔ꜆	niɤʔ꜆	niəʔ꜆	ȵiʌʔ꜆
切		ʨʰiaʔ꜆	ʨʰiaʔ꜆	ʨʰiʌʔ꜆	ʨʰiɛʔ꜆	ʨʰiɛʔ꜆	ʨʰiəʔ꜆	ʨʰiəʔ꜆	ʨʰiəʔ꜆	ʨʰiəʔ꜆	ʨʰiəʔ꜆	ʨʰiɛʔ꜆	ʨʰiaʔ꜆	ʨʰiʌʔ꜆	ʨʰiaʔ꜆	ʨʰiɛʔ꜆	ʨʰiɤʔ꜆	ʨʰiəʔ꜆	ʨʰiʌʔ꜆
结		ʨiaʔ꜆	ʨiaʔ꜆	ʨiʌʔ꜆	ʨiɛʔ꜆	ʨiɛʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiəʔ꜆	ʨiɛʔ꜆	ʨiaʔ꜆	ʨiʌʔ꜆	ʨiaʔ꜆	ʨiɛʔ꜆	ʨiɤʔ꜆	ʨiəʔ꜆	ʨiʌʔ꜆
搬		꜀pæ	꜀pæ	꜀pæ	꜀pæ	꜀pæ	꜀pʌŋ	꜀pæ	꜀pẽn	꜀pɛ	꜀pæ	꜀pæ̃	꜀pɛ	꜀pæ̃	꜀pæ̃	꜀pɛ̃	꜀pæ	꜀pɛ	꜀pæ̃
半		pæ꜄	pæ꜄	pæ꜄	pæ꜄	pæ꜄	pʌŋ꜄	puɤ꜄	pẽn꜄	pɛ꜄	pæ꜄	puə꜄	pɛ꜄	pæ̃꜄	pæ̃꜄	pɛ̃꜄	pæ꜄	pɛ꜄	pæ̃꜄
判		pʰæ꜄	pʰæ꜄	pʰæ꜄	pʰæ꜄	pʰæ꜄	pʰʌŋ꜄	pʰæ꜄	pʰẽn꜄	pʰɛ꜄	pʰæ꜄	pʰæ̃꜄	pʰɛ꜄	pʰæ̃꜄	pʰæ̃꜄	pʰɛ̃꜄	pʰæ꜄	pʰɛ꜄	pʰæ̃꜄
盘		꜁pʰæ	꜁pʰæ	꜁pʰæ	꜁pʰæ	꜁pʰæ	꜁pʰʌŋ	꜁pʰuɤ	꜁pʰẽn	꜁pʰɛ	꜁pʰæ	꜁pʰuə	꜁pʰɛ	꜁pʰæ̃	꜁pʰæ̃	꜁pʰɛ̃	꜁pʰæ	꜁pʰɛ	꜁pʰæ̃
拌		pæ꜄	pæ꜄	pæ꜄	pæ꜄	pæ꜄	pʌŋ꜄	pæ꜄	pẽn꜄	pɛ꜄	pæ꜄	puə꜄	pɛ꜄	pæ̃꜄	pæ̃꜄	pɛ̃꜄	pæ꜄	pɛ꜄	pæ̃꜄
