漢字	聲部	韻部	聲	韻	調類
噂	曾之	釭綱	ts	ouŋ	2
壯	曾之	釭綱	ts	ouŋ	3
葬	曾之	釭綱	ts	ouŋ	3
銌	曾之	釭綱	ts	ouŋ	3
髒	曾之	釭綱	ts	ouŋ	3
𨌄	曾之	釭綱	ts	ouŋ	3
銺	曾之	釭綱	ts	ouŋ	3
攥	曾之	釭綱入	ts	ouʔ	4
㔌	曾之	釭綱入	ts	ouʔ	4
𠞩	曾之	釭綱入	ts	ouʔ	4
䞢	曾之	釭綱入	ts	ouʔ	4
藏	曾之	釭綱	ts	ouŋ	5
存	曾之	釭綱	ts	ouŋ	5
㵴	曾之	釭綱	ts	ouŋ	5
𡾻	曾之	釭綱	ts	ouŋ	5
狀	曾之	釭綱	ts	ouŋ	7
藏	曾之	釭綱	ts	ouŋ	7
臟	曾之	釭綱	ts	ouŋ	7
昨	曾之	釭綱入	ts	ouʔ	8
怍	曾之	釭綱入	ts	ouʔ	8
柞	曾之	釭綱入	ts	ouʔ	8
酢	曾之	釭綱入	ts	ouʔ	8
𣫞	曾之	釭綱入	ts	ouʔ	8
濁	曾之	釭綱入	ts	ouʔ	8
擢	曾之	釭綱入	ts	ouʔ	8
𠞩	時授	釭綱入	s	ouʔ	4
攥	出	釭綱入	tsʰ	ouʔ	4
黁	日女	釭綱	n	ouŋ	1
曩	日女	釭綱	n	ouŋ	2
囊	日女	釭綱	n	ouŋ	2
㶧	日女	釭綱	n	ouŋ	2
𩚗	日女	釭綱	n	ouŋ	2
𪕎	日女	釭綱	n	ouŋ	2
𬗵	日女	釭綱	n	ouŋ	3
𦆟	日女	釭綱	n	ouŋ	3
𣰶	日女	釭綱	n	ouŋ	3
囊	日女	釭綱	n	ouŋ	5
瓤	日女	釭綱	n	ouŋ	5
紉	日女	釭綱	n	ouŋ	5
儾	日女	釭綱	n	ouŋ	5
𧖒	日女	釭綱	n	ouŋ	5
攮	日女	釭綱	n	ouŋ	5
黁	日女	釭綱	n	ouŋ	5
嫩	日女	釭綱	n	ouŋ	7
腝	日女	釭綱	n	ouŋ	7
諾	日女	釭綱入	n	ouʔ	8
訥	日女	釭綱入	n	ouʔ	8
抐	日女	釭綱入	n	ouʔ	8
𢗉	日女	釭綱入	n	ouʔ	8
帥	時授	催	s	oi	3
燹	時授	天堅	s	ieŋ	2
燹	求	歪乖	k	uai	1
孫	時授	釭綱	s	ouŋ	1
蓀	時授	釭綱	s	ouŋ	1
霜	時授	釭綱	s	ouŋ	1
孀	時授	釭綱	s	ouŋ	1
鸘	時授	釭綱	s	ouŋ	1
驦	時授	釭綱	s	ouŋ	1
礵	時授	釭綱	s	ouŋ	1
桑	時授	釭綱	s	ouŋ	1
桒	時授	釭綱	s	ouŋ	1
拴	時授	釭綱	s	ouŋ	1
榫	時授	釭綱	s	ouŋ	1
酸	時授	釭綱	s	ouŋ	1
痠	時授	釭綱	s	ouŋ	1
喪	時授	釭綱	s	ouŋ	1
䘮	時授	釭綱	s	ouŋ	1
損	時授	釭綱	s	ouŋ	2
吮	時授	釭綱	s	ouŋ	2
燹	時授	釭綱	s	ouŋ	2
潠	時授	釭綱	s	ouŋ	2
爽	時授	釭綱	s	ouŋ	2
𩐷	時授	釭綱	s	ouŋ	2
磉	時授	釭綱	s	ouŋ	2
褬	時授	釭綱	s	ouŋ	2
顙	時授	釭綱	s	ouŋ	2
𠗾	時授	釭綱	s	ouŋ	2
漺	時授	釭綱	s	ouŋ	2
𤂿	時授	釭綱	s	ouŋ	2
鎟	時授	釭綱	s	ouŋ	2
巽	時授	釭綱	s	ouŋ	3
⿱二⿰一一	時授	釭綱	s	ouŋ	3
㢲	時授	釭綱	s	ouŋ	3
喪	時授	釭綱	s	ouŋ	3
遜	時授	釭綱	s	ouŋ	3
蒜	時授	釭綱	s	ouŋ	3
算	時授	釭綱	s	ouŋ	3
筭	時授	釭綱	s	ouŋ	3
篹	時授	釭綱	s	ouŋ	3
噀	時授	釭綱	s	ouŋ	3
潠	時授	釭綱	s	ouŋ	3
蟀	時授	釭綱入	s	ouʔ	4
帥	時授	釭綱入	s	ouʔ	4
𢱢	時授	釭綱入	s	ouʔ	4
朔	時授	釭綱入	s	ouʔ	4
搠	時授	釭綱入	s	ouʔ	4
刷	時授	釭綱入	s	ouʔ	4
䌇	時授	釭綱入	s	ouʔ	4
𦃗	時授	釭綱入	s	ouʔ	4
摔	時授	釭綱入	s	ouʔ	4
窣	時授	釭綱入	s	ouʔ	4
挲	時授	釭綱入	s	ouʔ	8
摔	時授	東江入	s	øʔ	4
恩	鶯亦	釭綱		ouŋ	1
秧	鶯亦	釭綱		ouŋ	1
坱	鶯亦	釭綱		ouŋ	1
煾	鶯亦	釭綱		ouŋ	1
𧲱	鶯亦	釭綱		ouŋ	1
䅰	鶯亦	釭綱		ouŋ	2
䭡	鶯亦	釭綱		ouŋ	3
䬶	鶯亦	釭綱		ouŋ	3
握	鶯亦	釭綱入		ouʔ	4
渥	鶯亦	釭綱入		ouʔ	4
幄	鶯亦	釭綱入		ouʔ	4
齷	鶯亦	釭綱入		ouʔ	4
沃	鶯亦	釭綱入		ouʔ	4
喔	鶯亦	釭綱入		ouʔ	4
偓	鶯亦	釭綱入		ouʔ	4
剭	鶯亦	釭綱入		ouʔ	4
鋈	鶯亦	釭綱入		ouʔ	4
𪁕	鶯亦	釭綱入		ouʔ	4
𪅴	鶯亦	釭綱入		ouʔ	4
𥮕	鶯亦	釭綱		ouŋ	7
痿	鶯亦	釭綱入		ouʔ	8
莽	蒙美	釭綱	m	ouŋ	2
𢟨	蒙美	釭綱	m	ouŋ	2
蟒	蒙美	釭綱	m	ouŋ	2
䫒	蒙美	釭綱	m	ouŋ	2
䥈	蒙美	釭綱	m	ouŋ	2
𩪎	蒙美	釭綱	m	ouŋ	2
䒎	蒙美	釭綱	m	ouŋ	2
⿰氵⿱比匕	蒙美	釭綱	m	ouŋ	3
吂	蒙美	釭綱	m	ouŋ	3
嫫	蒙美	釭綱入	m	ouʔ	4
忙	蒙美	釭綱	m	ouŋ	5
茫	蒙美	釭綱	m	ouŋ	5
邙	蒙美	釭綱	m	ouŋ	5
𪌁	蒙美	釭綱	m	ouŋ	5
盳	蒙美	釭綱	m	ouŋ	5
𥝕	蒙美	釭綱	m	ouŋ	5
汒	蒙美	釭綱	m	ouŋ	5
𣅇	蒙美	釭綱	m	ouŋ	5
漭	蒙美	釭綱	m	ouŋ	7
漠	蒙美	釭綱入	m	ouʔ	8
幕	蒙美	釭綱入	m	ouʔ	8
寞	蒙美	釭綱入	m	ouʔ	8
嗼	蒙美	釭綱入	m	ouʔ	8
𠢓	蒙美	釭綱入	m	ouʔ	8
鏌	蒙美	釭綱入	m	ouʔ	8
瘼	蒙美	釭綱入	m	ouʔ	8
嫫	蒙美	過朱	m	uo	5
鏌	蒙美	過朱	m	uo	5
䭹	語鳥	釭綱	ŋ	ouŋ	2
䭺	語鳥	釭綱	ŋ	ouŋ	2
愕	語鳥	釭綱入	ŋ	ouʔ	4
咢	語鳥	釭綱入	ŋ	ouʔ	4
諤	語鳥	釭綱入	ŋ	ouʔ	4
齶	語鳥	釭綱入	ŋ	ouʔ	4
堮	語鳥	釭綱入	ŋ	ouʔ	4
覨	語鳥	釭綱入	ŋ	ouʔ	4
𨺨	語鳥	釭綱入	ŋ	ouʔ	4
鄂	語鳥	釭綱入	ŋ	ouʔ	4
昂	語鳥	釭綱	ŋ	ouŋ	5
卬	語鳥	釭綱	ŋ	ouŋ	5
㭿	語鳥	釭綱	ŋ	ouŋ	5
歞	語鳥	釭綱	ŋ	ouŋ	7
嶽	語鳥	釭綱入	ŋ	ouʔ	8
岳	語鳥	釭綱入	ŋ	ouʔ	8
鸑	語鳥	釭綱入	ŋ	ouʔ	8
鄂	語鳥	釭綱入	ŋ	ouʔ	8
㟧	語鳥	釭綱入	ŋ	ouʔ	8
噩	語鳥	釭綱入	ŋ	ouʔ	8
蘁	語鳥	釭綱入	ŋ	ouʔ	8
萼	語鳥	釭綱入	ŋ	ouʔ	8
鍔	語鳥	釭綱入	ŋ	ouʔ	8
鶚	語鳥	釭綱入	ŋ	ouʔ	8
鰐	語鳥	釭綱入	ŋ	ouʔ	8
遌	語鳥	釭綱入	ŋ	ouʔ	8
䫷	語鳥	釭綱入	ŋ	ouʔ	8
𣨡	語鳥	釭綱入	ŋ	ouʔ	8
諤	語鳥	釭綱入	ŋ	ouʔ	8
𩻙	語鳥	釭綱入	ŋ	ouʔ	8
𡾙	語鳥	釭綱入	ŋ	ouʔ	8
倉	出	釭綱	tsʰ	ouŋ	1
瘡	出	釭綱	tsʰ	ouŋ	1
蒼	出	釭綱	tsʰ	ouŋ	1
滄	出	釭綱	tsʰ	ouŋ	1
𢩭	出	釭綱	tsʰ	ouŋ	1
村	出	釭綱	tsʰ	ouŋ	1
牕	出	釭綱	tsʰ	ouŋ	1
窓	出	釭綱	tsʰ	ouŋ	1
𩝞	出	釭綱	tsʰ	ouŋ	1
鶬	出	釭綱	tsʰ	ouŋ	1
忖	出	釭綱	tsʰ	ouŋ	2
愴	出	釭綱	tsʰ	ouŋ	2
𢩭	出	釭綱	tsʰ	ouŋ	2
寸	出	釭綱	tsʰ	ouŋ	3
創	出	釭綱	tsʰ	ouŋ	3
剙	出	釭綱	tsʰ	ouŋ	3
闖	出	釭綱	tsʰ	ouŋ	3
刌	出	釭綱	tsʰ	ouŋ	3
䢢	出	釭綱	tsʰ	ouŋ	3
撮	出	釭綱入	tsʰ	ouʔ	4
䨿	出	釭綱入	tsʰ	ouʔ	4
齪	出	釭綱入	tsʰ	ouʔ	4
逪	出	釭綱入	tsʰ	ouʔ	4
𪒙	出	釭綱入	tsʰ	ouʔ	4
𩯉	出	釭綱入	tsʰ	ouʔ	4
牀	出	釭綱	tsʰ	ouŋ	5
床	出	釭綱	tsʰ	ouŋ	5
䭚	出	釭綱	tsʰ	ouŋ	5
𩞆	出	釭綱	tsʰ	ouŋ	5
𩃕	出	釭綱	tsʰ	ouŋ	5
擉	出	釭綱入	tsʰ	ouʔ	8
㪬	出	釭綱入	tsʰ	ouʔ	8
烟	鶯亦	天堅		ieŋ	1
烟	非風	釭綱	h	ouŋ	1
搉	非風	釭綱入	h	ouʔ	4
杭	非風	釭綱	h	ouŋ	5
航	非風	釭綱	h	ouŋ	5
䲳	非風	釭綱	h	ouŋ	5
𦐄	非風	釭綱	h	ouŋ	5
𪗜	非風	釭綱	h	ouŋ	5
恨	非風	釭綱	h	ouŋ	7
項	非風	釭綱	h	ouŋ	7
巷	非風	釭綱	h	ouŋ	7
𩰓	非風	釭綱	h	ouŋ	7
鶴	非風	釭綱入	h	ouʔ	8
翯	非風	釭綱入	h	ouʔ	8
覈	非風	釭綱入	h	ouʔ	8
核	非風	釭綱入	h	ouʔ	8
劾	非風	釭綱入	h	ouʔ	8
紇	非風	釭綱入	h	ouʔ	8
麧	非風	釭綱入	h	ouʔ	8
狢	非風	釭綱入	h	ouʔ	8
壆	非風	釭綱入	h	ouʔ	8
鷽	非風	釭綱入	h	ouʔ	8
燢	非風	釭綱入	h	ouʔ	8
𥀣	非風	釭綱入	h	ouʔ	8
齕	非風	釭綱入	h	ouʔ	8
䮤	非風	釭綱入	h	ouʔ	8
巷	非風	東江	h	øŋ	3
燢	非風	東江入	h	øʔ	8
李	柳	之箕	l	i	2
里	柳	之箕	l	i	2
娌	柳	之箕	l	i	2
理	柳	之箕	l	i	2
裡	柳	之箕	l	i	2
裏	柳	之箕	l	i	2
𨓦	柳	之箕	l	i	2
鯉	柳	之箕	l	i	2
履	柳	之箕	l	i	2
利	柳	之箕	l	i	3
梨	柳	之箕	l	i	5
蔾	柳	之箕	l	i	5
蜊	柳	之箕	l	i	5
貍	柳	之箕	l	i	5
櫚	柳	之箕	l	i	5
𪎕	柳	之箕	l	i	5
𨄊	柳	之箕	l	i	5
利	柳	之箕	l	i	7
莉	柳	之箕	l	i	7
痢	柳	之箕	l	i	7
俐	柳	之箕	l	i	7
莅	柳	之箕	l	i	7
蒞	柳	之箕	l	i	7
涖	柳	之箕	l	i	7
吏	柳	之箕	l	i	7
裨	邊	雞圭	p	ie	1
卑	邊	之箕	p	i	1
俾	邊	之箕	p	i	1
裨	邊	之箕	p	i	1
碑	邊	之箕	p	i	1
箄	邊	之箕	p	i	1
萆	邊	之箕	p	i	1
𡲮	邊	之箕	p	i	1
屄	邊	之箕	p	i	1
彼	邊	之箕	p	i	2
𣬉	邊	之箕	p	i	2
髀	邊	之箕	p	i	2
㚰	邊	之箕	p	i	2
比	邊	之箕	p	i	2
魮	邊	之箕	p	i	2
妣	邊	之箕	p	i	2
仳	邊	之箕	p	i	2
匕	邊	之箕	p	i	2
庇	邊	之箕	p	i	3
毖	邊	之箕	p	i	3
蔽	邊	之箕	p	i	3
箄	邊	之箕	p	i	3
痹	邊	之箕	p	i	3
𤻖	邊	之箕	p	i	3
秘	邊	之箕	p	i	3
沸	邊	之箕	p	i	3
潷	邊	之箕	p	i	3
琵	邊	之箕	p	i	5
枇	邊	之箕	p	i	5
脾	邊	之箕	p	i	5
鞞	邊	之箕	p	i	5
𩓭	邊	之箕	p	i	5
髀	邊	之箕	p	i	5
陛	邊	之箕	p	i	7
比	邊	之箕	p	i	7
篦	邊	之箕	p	i	7
敝	邊	之箕	p	i	7
弊	邊	之箕	p	i	7
幣	邊	之箕	p	i	7
偹	邊	之箕	p	i	7
備	邊	之箕	p	i	7
斃	邊	之箕	p	i	7
裨	波	之箕	pʰ	i	5
𩓭	出	之箕	tsʰ	i	5
岐	求	雞圭	k	ie	5
奇	氣悉	雞圭	kʰ	ie	1
錡	氣悉	雞圭	kʰ	ie	2
兾	鶯亦	雞圭		ie	7
箕	求	之箕	k	i	1
基	求	之箕	k	i	1
期	求	之箕	k	i	1
錤	求	之箕	k	i	1
踑	求	之箕	k	i	1
畿	求	之箕	k	i	1
饑	求	之箕	k	i	1
幾	求	之箕	k	i	1
𦠄	求	之箕	k	i	1
璣	求	之箕	k	i	1
譏	求	之箕	k	i	1
機	求	之箕	k	i	1
磯	求	之箕	k	i	1
乩	求	之箕	k	i	1
己	求	之箕	k	i	2
圮	求	之箕	k	i	2
屺	求	之箕	k	i	2
紀	求	之箕	k	i	2
杞	求	之箕	k	i	2
几	求	之箕	k	i	2
麂	求	之箕	k	i	2
記	求	之箕	k	i	3
兾	求	之箕	k	i	3
冀	求	之箕	k	i	3
驥	求	之箕	k	i	3
其	求	之箕	k	i	3
既	求	之箕	k	i	3
鱀	求	之箕	k	i	3
其	求	之箕	k	i	5
祺	求	之箕	k	i	5
棋	求	之箕	k	i	5
碁	求	之箕	k	i	5
麒	求	之箕	k	i	5
淇	求	之箕	k	i	5
沂	求	之箕	k	i	5
祈	求	之箕	k	i	5
祁	求	之箕	k	i	5
琪	求	之箕	k	i	5
騏	求	之箕	k	i	5
旗	求	之箕	k	i	5
圻	求	之箕	k	i	5
蘄	求	之箕	k	i	5
蜞	求	之箕	k	i	5
耆	求	之箕	k	i	5
奇	求	之箕	k	i	5
岐	求	之箕	k	i	5
琦	求	之箕	k	i	5
錡	求	之箕	k	i	5
葵	求	之箕	k	i	5
衹	求	之箕	k	i	5
芪	求	之箕	k	i	5
夔	求	之箕	k	i	5
馗	求	之箕	k	i	5
逵	求	之箕	k	i	5
忌	求	之箕	k	i	7
𡜱	求	之箕	k	i	7
技	求	之箕	k	i	7
伎	求	之箕	k	i	7
妓	求	之箕	k	i	7
芰	求	之箕	k	i	7
蜞	氣悉	之箕	kʰ	i	5
欺	氣悉	之箕	kʰ	i	1
僛	氣悉	之箕	kʰ	i	1
欹	氣悉	之箕	kʰ	i	1
踦	氣悉	之箕	kʰ	i	1
崎	氣悉	之箕	kʰ	i	1
起	氣悉	之箕	kʰ	i	2
芑	氣悉	之箕	kʰ	i	2
玘	氣悉	之箕	kʰ	i	2
苢	氣悉	之箕	kʰ	i	2
豈	氣悉	之箕	kʰ	i	2
䔇	氣悉	之箕	kʰ	i	2
顗	氣悉	之箕	kʰ	i	2
螘	氣悉	之箕	kʰ	i	2
器	氣悉	之箕	kʰ	i	3
氣	氣悉	之箕	kʰ	i	3
炁	氣悉	之箕	kʰ	i	3
餼	氣悉	之箕	kʰ	i	3
霼	氣悉	之箕	kʰ	i	3
憩	氣悉	之箕	kʰ	i	3
棄	氣悉	之箕	kʰ	i	3
㘌	氣悉	之箕入	kʰ	ik	4
䗁	氣悉	之箕	kʰ	i	5
柿	氣悉	之箕	kʰ	i	7
欹	鶯亦	之箕		i	1
苢	鶯亦	之箕		i	2
祗	曾之	雞圭	ts	ie	1
馳	出	雞圭	tsʰ	ie	2
知	低聲	之箕	t	i	1
𧌲	低聲	之箕	t	i	1
蜘	低聲	之箕	t	i	1
低	低聲	之箕	t	i	1
彽	低聲	之箕	t	i	1
胝	低聲	之箕	t	i	1
蚳	低聲	之箕	t	i	1
砥	低聲	之箕	t	i	2
抵	低聲	之箕	t	i	2
邸	低聲	之箕	t	i	2
觝	低聲	之箕	t	i	2
底	低聲	之箕	t	i	2
氐	低聲	之箕	t	i	2
詆	低聲	之箕	t	i	2
胝	低聲	之箕	t	i	2
軧	低聲	之箕	t	i	2
弤	低聲	之箕	t	i	2
泜	低聲	之箕	t	i	2
祗	低聲	之箕	t	i	2
羝	低聲	之箕	t	i	2
䩚	低聲	之箕	t	i	2
柢	低聲	之箕	t	i	2
智	低聲	之箕	t	i	3
知	低聲	之箕	t	i	3
致	低聲	之箕	t	i	3
緻	低聲	之箕	t	i	3
置	低聲	之箕	t	i	3
寘	低聲	之箕	t	i	3
蒂	低聲	之箕	t	i	3
螮	低聲	之箕	t	i	3
殢	低聲	之箕	t	i	3
⿰目致	低聲	之箕	t	i	3
𨁷	低聲	之箕	t	i	3
𩹈	低聲	之箕	t	i	3
㴛	低聲	之箕	t	i	3
懥	低聲	之箕	t	i	3
𨖋	低聲	之箕	t	i	3
䠦	低聲	之箕	t	i	3
𩋩	低聲	之箕	t	i	3
遲	低聲	之箕	t	i	5
墀	低聲	之箕	t	i	5
蚳	低聲	之箕	t	i	5
箎	低聲	之箕	t	i	5
馳	低聲	之箕	t	i	5
𧺏	低聲	之箕	t	i	5
䪧	低聲	之箕	t	i	5
地	低聲	之箕	t	i	7
穉	低聲	之箕	t	i	7
雉	低聲	之箕	t	i	7
治	低聲	之箕	t	i	7
彘	低聲	之箕	t	i	7
滯	低聲	之箕	t	i	7
棣	低聲	之箕	t	i	7
痔	低聲	之箕	t	i	7
懘	低聲	之箕	t	i	7
懥	他皆	之箕	tʰ	i	3
馳	他皆	之箕	tʰ	i	5
棣	柳	西街	l	ɛ	7
低	低聲	西街	t	ɛ	1
柢	低聲	西街	t	ɛ	1
底	低聲	西街	t	ɛ	2
抵	低聲	西街	t	ɛ	2
䩚	低聲	西街	t	ɛ	2
詆	低聲	西街	t	ɛ	2
鎞	邊	雞圭	p	ie	1
辟	波	奇迦入	pʰ	iak	4
否	波	溝勾	pʰ	eu	2
悲	波	之箕	pʰ	i	1
篚	波	之箕	pʰ	i	1
菲	波	之箕	pʰ	i	1
悱	波	之箕	pʰ	i	1
裶	波	之箕	pʰ	i	1
緋	波	之箕	pʰ	i	1
霏	波	之箕	pʰ	i	1
扉	波	之箕	pʰ	i	1
蜚	波	之箕	pʰ	i	1
斐	波	之箕	pʰ	i	2
匪	波	之箕	pʰ	i	2
篚	波	之箕	pʰ	i	2
蜰	波	之箕	pʰ	i	2
奜	波	之箕	pʰ	i	2
悱	波	之箕	pʰ	i	2
菲	波	之箕	pʰ	i	2
丕	波	之箕	pʰ	i	2
否	波	之箕	pʰ	i	2
嚭	波	之箕	pʰ	i	2
靡	波	之箕	pʰ	i	2
邳	波	之箕	pʰ	i	2
鄙	波	之箕	pʰ	i	2
譬	波	之箕	pʰ	i	2
嬖	波	之箕	pʰ	i	2
辟	波	之箕	pʰ	i	2
鼻	波	之箕	pʰ	i	3
肶	波	之箕	pʰ	i	3
淝	波	之箕	pʰ	i	5
疲	波	之箕	pʰ	i	5
羆	波	之箕	pʰ	i	5
毗	波	之箕	pʰ	i	5
鎞	波	之箕	pʰ	i	5
貔	波	之箕	pʰ	i	5
𣍿	波	之箕	pʰ	i	5
膍	波	之箕	pʰ	i	5
𥯡	波	之箕	pʰ	i	5
黐	他皆	之箕	tʰ	i	1
耻	他皆	之箕	tʰ	i	2
恥	他皆	之箕	tʰ	i	2
𧉀	他皆	之箕	tʰ	i	2
㢋	他皆	之箕	tʰ	i	2
嚏	他皆	之箕	tʰ	i	3
持	他皆	之箕	tʰ	i	5
提	他皆	之箕	tʰ	i	5
瑅	他皆	之箕	tʰ	i	5
騠	他皆	之箕	tʰ	i	5
鍉	他皆	之箕	tʰ	i	5
𢐂	他皆	之箕	tʰ	i	5
醍	他皆	之箕	tʰ	i	5
緹	他皆	之箕	tʰ	i	5
禔	他皆	之箕	tʰ	i	5
隄	他皆	之箕	tʰ	i	5
緹	低聲	西街	t	ɛ	5
禔	低聲	西街	t	ɛ	5
止	曾之	之箕	ts	i	2
祉	曾之	之箕	ts	i	2
趾	曾之	之箕	ts	i	2
址	曾之	之箕	ts	i	2
只	曾之	之箕	ts	i	2
枳	曾之	之箕	ts	i	2
咫	曾之	之箕	ts	i	2
沚	曾之	之箕	ts	i	2
芷	曾之	之箕	ts	i	2
姊	曾之	之箕	ts	i	2
秭	曾之	之箕	ts	i	2
旨	曾之	之箕	ts	i	2
指	曾之	之箕	ts	i	2
志	曾之	之箕	ts	i	3
誌	曾之	之箕	ts	i	3
痣	曾之	之箕	ts	i	3
至	曾之	之箕	ts	i	3
輊	曾之	之箕	ts	i	3
躓	曾之	之箕	ts	i	3
贄	曾之	之箕	ts	i	3
挚	曾之	之箕	ts	i	3
鷙	曾之	之箕	ts	i	3
觶	曾之	之箕	ts	i	3
㲺	曾之	之箕入	ts	ik	4
鰣	曾之	之箕	ts	i	5
焠	曾之	之箕	ts	i	5
字	曾之	之箕	ts	i	7
茡	曾之	之箕	ts	i	7
牸	曾之	之箕	ts	i	7
𦍺	曾之	之箕	ts	i	7
娓	日女	之箕	n	i	2
妮	日女	之箕	n	i	2
泥	日女	之箕	n	i	2
伲	日女	之箕	n	i	2
旎	日女	之箕	n	i	2
柅	日女	之箕	n	i	2
餌	日女	之箕	n	i	3
珥	日女	之箕	n	i	3
二	日女	之箕	n	i	7
貳	日女	之箕	n	i	7
樲	日女	之箕	n	i	7
膩	日女	之箕	n	i	7
𪏸	日女	之箕	n	i	7
廾	日女	之箕	n	i	7
泥	日女	西街	n	ɛ	5
詩	時授	之箕	s	i	1
絲	時授	之箕	s	i	1
鷥	時授	之箕	s	i	1
蕬	時授	之箕	s	i	1
尸	時授	之箕	s	i	1
屍	時授	之箕	s	i	1
鳲	時授	之箕	s	i	1
試	時授	之箕	s	i	3
時	時授	之箕	s	i	5
塒	時授	之箕	s	i	5
蒔	時授	之箕	s	i	5
跱	時授	之箕	s	i	5
糍	時授	之箕	s	i	5
鷀	時授	之箕	s	i	5
是	時授	之箕	s	i	7
諟	時授	之箕	s	i	7
褆	時授	之箕	s	i	7
示	時授	之箕	s	i	7
視	時授	之箕	s	i	7
寺	時授	之箕	s	i	7
峙	時授	之箕	s	i	7
恃	時授	之箕	s	i	7
侍	時授	之箕	s	i	7
畤	時授	之箕	s	i	7
氏	時授	之箕	s	i	7
褆	低聲	西街	t	ɛ	5
蛇	時授	雞圭	s	ie	5
椅	鶯亦	雞圭		ie	2
栘	鶯亦	雞圭		ie	5
劓	語鳥	雞圭	ŋ	ie	7
衣	鶯亦	之箕		i	1
依	鶯亦	之箕		i	1
伊	鶯亦	之箕		i	1
咿	鶯亦	之箕		i	1
醫	鶯亦	之箕		i	1
噫	鶯亦	之箕		i	1
以	鶯亦	之箕		i	2
苡	鶯亦	之箕		i	2
椅	鶯亦	之箕		i	2
爾	鶯亦	之箕		i	2
邇	鶯亦	之箕		i	2
已	鶯亦	之箕		i	2
意	鶯亦	之箕		i	3
臆	鶯亦	之箕		i	3
薏	鶯亦	之箕		i	3
憶	鶯亦	之箕		i	3
億	鶯亦	之箕		i	3
衣	鶯亦	之箕		i	3
懿	鶯亦	之箕		i	3
瘞	鶯亦	之箕		i	3
耳	鶯亦	之箕		i	3
矣	鶯亦	之箕		i	3
而	鶯亦	之箕		i	5
輀	鶯亦	之箕		i	5
𡗝	鶯亦	之箕		i	5
夷	鶯亦	之箕		i	5
恞	鶯亦	之箕		i	5
痍	鶯亦	之箕		i	5
跠	鶯亦	之箕		i	5
頤	鶯亦	之箕		i	5
姨	鶯亦	之箕		i	5
彝	鶯亦	之箕		i	5
怡	鶯亦	之箕		i	5
貽	鶯亦	之箕		i	5
飴	鶯亦	之箕		i	5
蛇	鶯亦	之箕		i	5
迤	鶯亦	之箕		i	5
匜	鶯亦	之箕		i	5
貤	鶯亦	之箕		i	5
兒	鶯亦	之箕		i	5
訑	鶯亦	之箕		i	5
栘	鶯亦	之箕		i	5
蕤	鶯亦	之箕		i	5
未	鶯亦	之箕		i	7
味	鶯亦	之箕		i	7
異	鶯亦	之箕		i	7
肄	鶯亦	之箕		i	7
勩	鶯亦	之箕		i	7
劓	鶯亦	之箕		i	7
苡	蒙美	之箕	m	i	2
耳	語鳥	之箕	ŋ	i	2
耳	語鳥	之箕	ŋ	i	7
懿	非風	之箕	h	i	3
蕤	鶯亦	橋嬝		io	7
美	蒙美	之箕	m	i	2
媄	蒙美	之箕	m	i	2
渼	蒙美	之箕	m	i	2
米	蒙美	之箕	m	i	2
敉	蒙美	之箕	m	i	2
栮	蒙美	之箕	m	i	2
瀰	蒙美	之箕	m	i	2
眉	蒙美	之箕	m	i	5
嵋	蒙美	之箕	m	i	5
楣	蒙美	之箕	m	i	5
湄	蒙美	之箕	m	i	5
鶥	蒙美	之箕	m	i	5
縻	蒙美	之箕	m	i	5
糜	蒙美	之箕	m	i	5
蘼	蒙美	之箕	m	i	5
醿	蒙美	之箕	m	i	5
麋	蒙美	之箕	m	i	5
迷	蒙美	之箕	m	i	5
彌	蒙美	之箕	m	i	5
惟	蒙美	之箕	m	i	5
維	蒙美	之箕	m	i	5
帷	蒙美	之箕	m	i	5
遺	蒙美	之箕	m	i	5
壝	蒙美	之箕	m	i	5
微	蒙美	之箕	m	i	5
薇	蒙美	之箕	m	i	5
媚	蒙美	之箕	m	i	7
謎	蒙美	之箕	m	i	7
遺	蒙美	之箕	m	i	7
寐	蒙美	之箕	m	i	7
蟻	語鳥	雞圭	ŋ	ie	7
擬	語鳥	之箕	ŋ	i	2
駬	語鳥	之箕	ŋ	i	2
蟻	語鳥	之箕	ŋ	i	2
疑	語鳥	之箕	ŋ	i	5
嶷	語鳥	之箕	ŋ	i	5
儀	語鳥	之箕	ŋ	i	5
宜	語鳥	之箕	ŋ	i	5
痴	出	之箕	tsʰ	i	1
癡	出	之箕	tsʰ	i	1
嗤	出	之箕	tsʰ	i	1
媸	出	之箕	tsʰ	i	1
蚩	出	之箕	tsʰ	i	1
雌	出	之箕	tsʰ	i	1
鴟	出	之箕	tsʰ	i	1
齒	出	之箕	tsʰ	i	2
矢	出	之箕	tsʰ	i	2
豕	出	之箕	tsʰ	i	2
佽	出	之箕	tsʰ	i	3
𩚉	出	之箕	tsʰ	i	3
啛	出	之箕	tsʰ	i	3
唋	出	之箕	tsʰ	i	3
市	出	之箕	tsʰ	i	7
鈰	出	之箕	tsʰ	i	7
䶑	出	之箕	tsʰ	i	7
鈰	波	過朱	pʰ	uo	2
義	語鳥	雞圭	ŋ	ie	7
費	非風	雞圭	h	ie	3
熙	非風	之箕	h	i	1
熹	非風	之箕	h	i	1
熺	非風	之箕	h	i	1
禧	非風	之箕	h	i	1
憘	非風	之箕	h	i	1
