漢字	IPA	IPA调类	注释
斗	tɐu³⁵	tɐu3	一～米
糾	tɐu³⁵	tɐu3	～正
□	tau⁴⁴³	tau5	长～挠：指物体很长
到	tɐu⁴⁴³	tɐu5	
鬥	tɐu⁴⁴³	tɐu5	战～
竇	tɐu⁴⁴³	tɐu5	窝
蠹	tɐu⁴⁴³	tɐu5	
刀	tɐu⁴⁵	tɐu1	
叨	tɐu⁴⁵	tɐu1	
兜	tɐu⁴⁵	tɐu1	
兜	tɐu⁴⁵	tɐu1	主动。～打交：主动挑衅与别人打架
導	tɐu⁵²	tɐu6	
蹈	tɐu⁵²	tɐu6	
盜	tɐu⁵²	tɐu6	
悼	tɐu⁵²	tɐu6	
道	tɐu⁵²	tɐu6	
稻	tɐu⁵²	tɐu6	
豆	tɐu⁵²	tɐu6	
逗	tɐu⁵²	tɐu6	
竇	tɐu⁵²	tɐu6	姓～
踱	tɔk⁴	tɔk7b	动词，理睬
踱	tɔk⁴	tɔk7b	指在绳子等条状物上打的疙瘩；植物的节
度	tɔk⁵²	tɔk8	动词，测量
鐸	tɔk⁵²	tɔk8	
踱	tɔk⁵²	tɔk8	
擇	tɔk⁵²	tɔk8	～菜
擋	tɔŋ³⁵	tɔŋ3	
黨	tɔŋ³⁵	tɔŋ3	
當	tɔŋ⁴⁴³	tɔŋ5	恰～
檔	tɔŋ⁴⁴³	tɔŋ5	
當	tɔŋ⁴⁵	tɔŋ1	应～
鐺	tɔŋ⁴⁵	tɔŋ1	
襠	tɔŋ⁴⁵	tɔŋ1	
宕	tɔŋ⁵²	tɔŋ6	
蕩	tɔŋ⁵²	tɔŋ6	
的	tek⁴⁵	tek7a	
嘀	tek⁴⁵	tek7a	
嫡	tek⁴⁵	tek7a	又读
滴	tek⁵²	tek8	
叮	teŋ⁴⁵	teŋ1	一分～：一分钱
乒	teŋ⁴⁵	teŋ1	～乓波：乒乓球；～杯：碰杯
嗲	tɛ³⁵	tɛ3	
爹	tɛ⁴⁵	tɛ1	
嗲	tɛ⁵²	tɛ6	液体悬空而下，形成微小的水柱
嗲	tɛ⁵²	tɛ6	动词，拉，～手：手拉手
他	tʰa⁴⁵	tʰa1	读书音
它	tʰa⁴⁵	tʰa1	读书音
她	tʰa⁴⁵	tʰa1	读书音
鉈	tʰa⁴⁵	tʰa1	读书音
舦	tʰai²¹	tʰai2	船的舵
軚	tʰai²¹	tʰai2	俗写，指方向盘
堤	tʰɐi²¹	tʰɐi2	
娣	tʰɐi²¹	tʰɐi2	
提	tʰɐi²¹	tʰɐi2	
啼	tʰɐi²¹	tʰɐi2	
題	tʰɐi²¹	tʰɐi2	
醍	tʰɐi²¹	tʰɐi2	
蹄	tʰɐi²¹	tʰɐi2	
悌	tʰɐi²¹	tʰɐi2	
睇	tʰɐi³⁵	tʰɐi3	
體	tʰɐi³⁵	tʰɐi3	
貸	tʰai⁴⁴³	tʰai5	
太	tʰai⁴⁴³	tʰai5	
汰	tʰai⁴⁴³	tʰai5	
態	tʰai⁴⁴³	tʰai5	
鈦	tʰai⁴⁴³	tʰai5	
泰	tʰai⁴⁴³	tʰai5	
諦	tʰɐi⁴⁴³	tʰɐi5	真～
屜	tʰɐi⁴⁴³	tʰɐi5	
剃	tʰɐi⁴⁴³	tʰɐi5	
涕	tʰɐi⁴⁴³	tʰɐi5	
替	tʰɐi⁴⁴³	tʰɐi5	
嚏	tʰɐi⁴⁴³	tʰɐi5	
太	tʰai⁴⁵	tʰai1	俗写，指领带
肽	tʰai⁴⁵	tʰai1	俗写，轮胎
梯	tʰɐi⁴⁵	tʰɐi1	
銻	tʰɐi⁴⁵	tʰɐi1	
譚	tʰam²¹	tʰam2	
潭	tʰam²¹	tʰam2	
燂	tʰam²¹	tʰam2	
氹	tʰɐm²¹	tʰɐm2	凹陷的坑
氹	tʰɐm³⁵	tʰɐm3	哄，哄骗。～人：骗人
探	tʰam⁴⁴³	tʰam5	
氹	tʰɐm⁴⁴³	tʰɐm5	动词，哄
貪	tʰam⁴⁵	tʰam1	
彈	tʰan²¹	tʰan2	～唱
壇	tʰan²¹	tʰan2	
檀	tʰan²¹	tʰan2	
盾	tʰɐn²¹	tʰɐn2	
廷	tʰɐn²¹	tʰɐn2	
亭	tʰɐn²¹	tʰɐn2	
庭	tʰɐn²¹	tʰɐn2	
停	tʰɐn²¹	tʰɐn2	
蜓	tʰɐn²¹	tʰɐn2	
婷	tʰɐn²¹	tʰɐn2	
霆	tʰɐn²¹	tʰɐn2	
艇	tʰɐn²¹	tʰɐn2	文
屯	tʰɐn²¹	tʰɐn2	又读
臀	tʰɐn²¹	tʰɐn2	
妲	tʰan³⁵	tʰan3	
疸	tʰan³⁵	tʰan3	
坦	tʰan³⁵	tʰan3	
毯	tʰan³⁵	tʰan3	
挺	tʰɐn³⁵	tʰɐn3	
彈	tʰan⁴⁴³	tʰan5	动词，一般单用，表示弹手指或弹弓等动作
歎	tʰan⁴⁴³	tʰan5	
炭	tʰan⁴⁴³	tʰan5	
碳	tʰan⁴⁴³	tʰan5	
聽	tʰɐn⁴⁴³	tʰɐn5	
褪	tʰɐn⁴⁴³	tʰɐn5	动词，移动，挪
坍	tʰan⁴⁵	tʰan1	
攤	tʰan⁴⁵	tʰan1	
灘	tʰan⁴⁵	tʰan1	
癱	tʰan⁴⁵	tʰan1	
廳	tʰɐn⁴⁵	tʰɐn1	
吞	tʰɐn⁴⁵	tʰɐn1	
疼	tʰɐŋ²¹	tʰɐŋ2	读书音
騰	tʰɐŋ²¹	tʰɐŋ2	
謄	tʰɐŋ²¹	tʰɐŋ2	
藤	tʰɐŋ²¹	tʰɐŋ2	
騰	tʰɐŋ⁴⁵	tʰɐŋ1	动词，蹬，踹
塌	tʰap⁴	tʰap7b	
塔	tʰap⁴	tʰap7b	
䍇	tʰap⁴	tʰap7b	坛子
錔	tʰap⁴	tʰap7b	笔～：笔套
恰	tʰɐp⁴⁵	tʰɐp7a	动词，～回：接上
躂	tʰat⁴	tʰat7b	动词，启动机器
躂	tʰat⁴	tʰat7b	因地滑摔倒
趿	tʰat⁴	tʰat7b	穿鞋子不提鞋帮
遢	tʰat⁴	tʰat7b	
剔	tʰɐt⁴⁵	tʰɐt7a	
踢	tʰɐt⁴⁵	tʰɐt7a	
惕	tʰɐt⁴⁵	tʰɐt7a	
濤	tʰɐu²¹	tʰɐu2	
逃	tʰɐu²¹	tʰɐu2	
桃	tʰɐu²¹	tʰɐu2	
陶	tʰɐu²¹	tʰɐu2	
萄	tʰɐu²¹	tʰɐu2	
淘	tʰɐu²¹	tʰɐu2	
綯	tʰɐu²¹	tʰɐu2	动词，用绳索捆绑
頭	tʰɐu²¹	tʰɐu2	
投	tʰɐu²¹	tʰɐu2	
禱	tʰɐu³⁵	tʰɐu3	
討	tʰɐu³⁵	tʰɐu3	
㪗	tʰɐu³⁵	tʰɐu3	
套	tʰɐu⁴⁴³	tʰɐu5	
透	tʰɐu⁴⁴³	tʰɐu5	
瑙	tʰɐu⁴⁵	tʰɐu1	
濤	tʰɐu⁴⁵	tʰɐu1	又读
滔	tʰɐu⁴⁵	tʰɐu1	
偷	tʰɐu⁴⁵	tʰɐu1	
托	tʰɔk⁴	tʰɔk7b	
蘀	tʰɔk⁴	tʰɔk7b	竹～：长在竹杆上的硬叶
唐	tʰɔŋ²¹	tʰɔŋ2	
堂	tʰɔŋ²¹	tʰɔŋ2	
棠	tʰɔŋ²¹	tʰɔŋ2	
塘	tʰɔŋ²¹	tʰɔŋ2	
膛	tʰɔŋ²¹	tʰɔŋ2	
糖	tʰɔŋ²¹	tʰɔŋ2	
螳	tʰɔŋ²¹	tʰɔŋ2	
敞	tʰɔŋ³⁵	tʰɔŋ3	～开
搪	tʰɔŋ³⁵	tʰɔŋ3	推～
帑	tʰɔŋ³⁵	tʰɔŋ3	公～
倘	tʰɔŋ³⁵	tʰɔŋ3	
儻	tʰɔŋ³⁵	tʰɔŋ3	
躺	tʰɔŋ³⁵	tʰɔŋ3	
燙	tʰɔŋ⁴⁴³	tʰɔŋ5	
趟	tʰɔŋ⁴⁴³	tʰɔŋ5	～水过河
湯	tʰɔŋ⁴⁵	tʰɔŋ1	
㓥	tʰɔŋ⁴⁵	tʰɔŋ1	动词，宰杀，或切开比较大的口子
嘡	tʰɔŋ⁴⁵	tʰɔŋ1	像声词
艇	tʰiaŋ²¹	tʰiaŋ2	白
甜	tʰim²¹	tʰim2	
舔	tʰim²¹	tʰim2	
添	tʰim⁴⁵	tʰim1	
田	tʰin²¹	tʰin2	
填	tʰin²¹	tʰin2	～空
天	tʰin⁴⁵	tʰin1	
帖	tʰip⁴	tʰip7b	
貼	tʰip⁴	tʰip7b	体～
跌	tʰit⁴	tʰit7b	
鐵	tʰit⁴	tʰit7b	
調	tʰiu²¹	tʰiu2	～和
條	tʰiu²¹	tʰiu2	
窕	tʰiu²¹	tʰiu2	
眺	tʰiu⁴⁴³	tʰiu5	
糶	tʰiu⁴⁴³	tʰiu5	
跳	tʰiu⁴⁴³	tʰiu5	
佻	tʰiu⁴⁵	tʰiu1	
挑	tʰiu⁴⁵	tʰiu1	
舵	tʰo²¹	tʰo2	
馱	tʰo²¹	tʰo2	～起来
陀	tʰo²¹	tʰo2	
駝	tʰo²¹	tʰo2	
砣	tʰo²¹	tʰo2	
鴕	tʰo²¹	tʰo2	
酡	tʰo²¹	tʰo2	
妥	tʰo²¹	tʰo2	
橢	tʰo²¹	tʰo2	
唾	tʰo⁴⁴³	tʰo5	读书音
拖	tʰo⁴⁵	tʰo1	
殆	tʰoi²¹	tʰoi2	
台	tʰoi²¹	tʰoi2	
抬	tʰoi²¹	tʰoi2	
苔	tʰoi²¹	tʰoi2	
腿	tʰoi³⁵	tʰoi3	踢～运动
退	tʰoi⁴⁴³	tʰoi5	
蛻	tʰoi⁴⁴³	tʰoi5	
褪	tʰoi⁴⁴³	tʰoi5	～色
胎	tʰoi⁴⁵	tʰoi1	
推	tʰoi⁴⁵	tʰoi1	
哭	tʰok⁴⁵	tʰok7a	
禿	tʰok⁴⁵	tʰok7a	
斷	tʰɵn²¹	tʰɵn2	文，～线
囤	tʰɵn²¹	tʰɵn2	
團	tʰɵn²¹	tʰɵn2	
屯	tʰɵn²¹	tʰɵn2	又读
豚	tʰɵn²¹	tʰɵn2	
同	tʰoŋ²¹	tʰoŋ2	
佟	tʰoŋ²¹	tʰoŋ2	
桐	tʰoŋ²¹	tʰoŋ2	
砼	tʰoŋ²¹	tʰoŋ2	～方：水泥浇注
銅	tʰoŋ²¹	tʰoŋ2	
童	tʰoŋ²¹	tʰoŋ2	
僮	tʰoŋ²¹	tʰoŋ2	
潼	tʰoŋ²¹	tʰoŋ2	
橦	tʰoŋ²¹	tʰoŋ2	
瞳	tʰoŋ²¹	tʰoŋ2	
筒	tʰoŋ²¹	tʰoŋ2	
銃	tʰoŋ³⁵	tʰoŋ3	
統	tʰoŋ³⁵	tʰoŋ3	
捅	tʰoŋ³⁵	tʰoŋ3	
桶	tʰoŋ³⁵	tʰoŋ3	
疼	tʰoŋ⁴⁴³	tʰoŋ5	
痛	tʰoŋ⁴⁴³	tʰoŋ5	
囪	tʰoŋ⁴⁵	tʰoŋ1	
通	tʰoŋ⁴⁵	tʰoŋ1	
脫	tʰɵt⁴	tʰɵt7b	
茶	tʰu²¹	tʰu2	
肚	tʰu²¹	tʰu2	
圖	tʰu²¹	tʰu2	
徒	tʰu²¹	tʰu2	
途	tʰu²¹	tʰu2	
塗	tʰu²¹	tʰu2	
屠	tʰu²¹	tʰu2	
土	tʰu³⁵	tʰu3	
吐	tʰu⁴⁴³	tʰu5	
兔	tʰu⁴⁴³	tʰu5	
哋	ti²¹	ti2	～～震：颤抖
哋	ti²¹	ti2	爹～：英语daddy，父亲，爸爸
□	ti³⁵	ti3	扑克中的2,形似鸭子，取英语“duck"的首个字母为称
哋	ti³⁵	ti3	哔～：什么,什么东西
哋	ti⁴⁵	ti1	动词，挠痒痒
哋	ti⁴⁵	ti1	～打：唢呐
地	ti⁵²	ti6	
啄	tiak⁴	tiak7b	
琢	tiak⁴	tiak7b	
釘	tiaŋ⁴⁵	tiaŋ1	乌～～：糊涂，不知道，不清楚
釘	tiaŋ⁴⁵	tiaŋ1	动词，啄；针对
埞	tiaŋ⁵²	tiaŋ6	名词，方位、地方
點	tim³⁵	tim3	
踮	tim⁴⁴³	tim5	
店	tim⁴⁴³	tim5	
玷	tim⁴⁴³	tim5	动词，碰、触摸
惦	tim⁴⁴³	tim5	
掂	tim⁵²	tim6	妥当、妥帖
典	tin³⁵	tin3	
碘	tin³⁵	tin3	～酊
腆	tin³⁵	tin3	
墊	tin⁴⁴³	tin5	
滇	tin⁴⁵	tin1	
顛	tin⁴⁵	tin1	
癲	tin⁴⁵	tin1	
碘	tin⁴⁵	tin1	～酒
填	tin⁴⁵	tin1	布～,村名巅
電	tin⁵²	tin6	
佃	tin⁵²	tin6	
甸	tin⁵²	tin6	
鈿	tin⁵²	tin6	
澱	tin⁵²	tin6	
奠	tin⁵²	tin6	
殿	tin⁵²	tin6	
靛	tin⁵²	tin6	
腚	tin⁵²	tin6	
喋	tip⁴	tip7b	小口地喝饮料
諜	tip⁵²	tip8	
牒	tip⁵²	tip8	
疊	tip⁵²	tip8	
碟	tip⁵²	tip8	
蝶	tip⁵²	tip8	
棵	tip⁵²	tip8	～村：在车岗镇
啲	tit⁴	tit7b	
迭	tit⁴	tit7b	
瓞	tit⁵²	tit8	小瓜，传统对联常用字
秩	tit⁵²	tit8	
鳥	tiu³⁵	tiu3	白，俗写作“屌”
鳥	tiu³⁵	tiu3	白，俗写作“屌”
吊	tiu⁴⁴³	tiu5	
釣	tiu⁴⁴³	tiu5	
銱	tiu⁴⁴³	tiu5	钌～
刁	tiu⁴⁵	tiu1	
貂	tiu⁴⁵	tiu1	
雕	tiu⁴⁵	tiu1	
丟	tiu⁴⁵	tiu1	读书音
調	tiu⁵²	tiu6	～动
掉	tiu⁵²	tiu6	
多	to⁴⁵	to1	
哆	to⁴⁵	to1	
墮	to⁵²	to6	文，～落
惰	to⁵²	to6	
朵	tœ³⁵	tœ3	
垛	tœ³⁵	tœ3	
躲	tœ³⁵	tœ3	
剁	tœ⁴⁴³	tœ5	
□	tœ⁴⁵	tœ1	物体表面突出的、圆形的疙瘩
墮	tœ⁵²	tœ6	白。动词，指柔软的物体下垂
墮	tœ⁵²	tœ6	白。动词，指柔软的物体下垂
對	toi⁴⁴³	toi5	
兌	toi⁴⁴³	toi5	
碓	toi⁴⁴³	toi5	
堆	toi⁴⁵	toi1	
代	toi⁵²	toi6	
岱	toi⁵²	toi6	
待	toi⁵²	toi6	
怠	toi⁵²	toi6	
袋	toi⁵²	toi6	
隊	toi⁵²	toi6	
厾	tok⁴⁵	tok7a	动词，扎；捅
㞘	tok⁴⁵	tok7a	底部
督	tok⁴⁵	tok7a	
篤	tok⁴⁵	tok7a	
毒	tok⁵²	tok8	
獨	tok⁵²	tok8	
讀	tok⁵²	tok8	
瀆	tok⁵²	tok8	
犢	tok⁵²	tok8	
牘	tok⁵²	tok8	
短	tɵn³⁵	tɵn3	
斷	tɵn⁴⁴³	tɵn5	文，判～
煆	tɵn⁴⁴³	tɵn5	
鍛	tɵn⁴⁴³	tɵn5	
端	tɵn⁴⁵	tɵn1	
段	tɵn⁵²	tɵn6	
斷	tɵn⁵²	tɵn6	文，～绝
緞	tɵn⁵²	tɵn6	
董	toŋ³⁵	toŋ3	
懂	toŋ³⁵	toŋ3	
凍	toŋ⁴⁴³	toŋ5	
棟	toŋ⁴⁴³	toŋ5	多用于人名
□	toŋ⁴⁵	toŋ1	动词，披、盖
東	toŋ⁴⁵	toŋ1	
冬	toŋ⁴⁵	toŋ1	
咚	toŋ⁴⁵	toŋ1	
崠	toŋ⁴⁵	toŋ1	乌～：潮州山名，以产单丛茶著名
氡	toŋ⁴⁵	toŋ1	～气
幢	toŋ⁵²	toŋ6	
動	toŋ⁵²	toŋ6	
侗	toŋ⁵²	toŋ6	～族
垌	toŋ⁵²	toŋ6	耕作田地
峒	toŋ⁵²	toŋ6	
峒	toŋ⁵²	toŋ6	崆～山
洞	toŋ⁵²	toŋ6	
恫	toŋ⁵²	toŋ6	～吓
戙	toŋ⁵²	toŋ6	动词，竖
慟	toŋ⁵²	toŋ6	
咄	tɵt⁴	tɵt7b	
奪	tɵt⁵²	tɵt8	
匙	tsʰi²¹	tsʰi2	～羹
度	tu²¹	tu2	就
堵	tu³⁵	tu3	
賭	tu³⁵	tu3	
睹	tu³⁵	tu3	
妒	tu⁴⁴³	tu5	
都	tu⁴⁵	tu1	～市
嘟	tu⁴⁵	tu1	
杜	tu⁵²	tu6	
度	tu⁵²	tu6	欢～
渡	tu⁵²	tu6	
鍍	tu⁵²	tu6	
艘	tu⁵²	tu6	
懟	ty³⁵	ty3	动词，捅；戳
懟	ty⁴⁴³	ty5	动词，被蜜蜂、蚊子等咬
咋	ʦa²¹	tsa2	～喳：知了
咋	ʦa²¹	tsa2	语气词，表意外、惊讶或不满等
喳	ʦa³⁵	tsa3	咋～：知了
渣	ʦa³⁵	tsa3	很差
詐	ʦa⁴⁴³	tsa5	
炸	ʦa⁴⁴³	tsa5	
蚱	ʦa⁴⁴³	tsa5	
榨	ʦa⁴⁴³	tsa5	
查	ʦa⁴⁵	tsa1	姓～
碴	ʦa⁴⁵	tsa1	
吒	ʦa⁴⁵	tsa1	
摣	ʦa⁴⁵	tsa1	同“抓”
喳	ʦa⁴⁵	tsa1	
渣	ʦa⁴⁵	tsa1	
楂	ʦa⁴⁵	tsa1	
抓	ʦa⁴⁵	tsa1	
拃	ʦa⁵²	tsa6	一～米：一把米；牙～：事物凌乱，占地方
仔	ʦɐi³⁵	tsɐi3	男～：男孩儿；籽，菜～
債	ʦai⁴⁴³	tsai5	
掣	ʦɐi⁴⁴³	tsɐi5	～肘；开关
際	ʦɐi⁴⁴³	tsɐi5	
薺	ʦɐi⁴⁴³	tsɐi5	又读，～菜
濟	ʦɐi⁴⁴³	tsɐi5	
祭	ʦɐi⁴⁴³	tsɐi5	
霽	ʦɐi⁴⁴³	tsɐi5	
制	ʦɐi⁴⁴³	tsɐi5	
齋	ʦai⁴⁵	tsai1	
齎	ʦɐi⁴⁵	tsɐi1	
躋	ʦɐi⁴⁵	tsɐi1	
擠	ʦɐi⁴⁵	tsɐi1	
劑	ʦɐi⁴⁵	tsɐi1	
寨	ʦai⁵²	tsai6	
豸	ʦai⁵²	tsai6	又读，尚～庙：在新城镇南外村
滯	ʦɐi⁵²	tsɐi6	
側	ʦak⁴⁵	tsak7a	
鯽	ʦak⁴⁵	tsak7a	
則	ʦak⁴⁵	tsak7a	
責	ʦak⁴⁵	tsak7a	
仄	ʦak⁴⁵	tsak7a	
摘	ʦak⁴⁵	tsak7a	
窄	ʦak⁴⁵	tsak7a	
匝	ʦak⁵²	tsak8	
砸	ʦak⁵²	tsak8	又读
擇	ʦak⁵²	tsak8	选～
澤	ʦak⁵²	tsak8	
宅	ʦak⁵²	tsak8	
謫	ʦak⁵²	tsak8	
擲	ʦak⁵²	tsak8	
眨	ʦam³⁵	tsam3	
斬	ʦam³⁵	tsam3	
枕	ʦɐm³⁵	tsɐm3	
嶄	ʦam⁴⁴³	tsam5	～新
湛	ʦam⁴⁴³	tsam5	
蘸	ʦam⁴⁴³	tsam5	
浸	ʦɐm⁴⁴³	tsɐm5	～泡
簪	ʦam⁴⁵	tsam1	
針	ʦɐm⁴⁵	tsɐm1	
砧	ʦɐm⁴⁵	tsɐm1	
斟	ʦɐm⁴⁵	tsɐm1	
暫	ʦam⁵²	tsam6	
站	ʦam⁵²	tsam6	
浸	ʦɐm⁵²	tsɐm6	～着：溺水
朕	ʦɐm⁵²	tsɐm6	
朕	ʦɐm⁵²	tsɐm6	股：一～臭味：一股臭味。
㜺	ʦan³⁵	tsan3	好
盞	ʦan³⁵	tsan3	
棧	ʦan³⁵	tsan3	
饌	ʦan³⁵	tsan3	
井	ʦɐn³⁵	tsɐn3	
阱	ʦɐn³⁵	tsɐn3	
整	ʦɐn³⁵	tsɐn3	
准	ʦɐn³⁵	tsɐn3	
攢	ʦan⁴⁴³	tsan5	
贊	ʦan⁴⁴³	tsan5	
濽	ʦan⁴⁴³	tsan5	动词，把滚烫的锅中撒水或油
撰	ʦan⁴⁴³	tsan5	
進	ʦɐn⁴⁴³	tsɐn5	
晉	ʦɐn⁴⁴³	tsɐn5	
俊	ʦɐn⁴⁴³	tsɐn5	
圳	ʦɐn⁴⁴³	tsɐn5	
振	ʦɐn⁴⁴³	tsɐn5	
震	ʦɐn⁴⁴³	tsɐn5	
鎮	ʦɐn⁴⁴³	tsɐn5	
正	ʦɐn⁴⁴³	tsɐn5	方～
證	ʦɐn⁴⁴³	tsɐn5	
政	ʦɐn⁴⁴³	tsɐn5	
症	ʦɐn⁴⁴³	tsɐn5	
津	ʦɐn⁴⁵	tsɐn1	
旌	ʦɐn⁴⁵	tsɐn1	
晶	ʦɐn⁴⁵	tsɐn1	
睛	ʦɐn⁴⁵	tsɐn1	
精	ʦɐn⁴⁵	tsɐn1	
貞	ʦɐn⁴⁵	tsɐn1	
偵	ʦɐn⁴⁵	tsɐn1	
珍	ʦɐn⁴⁵	tsɐn1	
幀	ʦɐn⁴⁵	tsɐn1	
真	ʦɐn⁴⁵	tsɐn1	
臻	ʦɐn⁴⁵	tsɐn1	
征	ʦɐn⁴⁵	tsɐn1	
蒸	ʦɐn⁴⁵	tsɐn1	
正	ʦɐn⁴⁵	tsɐn1	～月
徵	ʦɐn⁴⁵	tsɐn1	
遵	ʦɐn⁴⁵	tsɐn1	又读
濺	ʦan⁵²	tsan6	
綻	ʦan⁵²	tsan6	
賺	ʦan⁵²	tsan6	
盡	ʦɐn⁵²	tsɐn6	
淨	ʦɐn⁵²	tsɐn6	
婧	ʦɐn⁵²	tsɐn6	
靖	ʦɐn⁵²	tsɐn6	
靜	ʦɐn⁵²	tsɐn6	
陣	ʦɐn⁵²	tsɐn6	
鄭	ʦɐn⁵²	tsɐn6	
䒏	ʦɐŋ³⁵	tsɐŋ3	艳～：烦躁、焦戾、暴躁。又读
罾	ʦɐŋ⁴⁴³	tsɐŋ5	虾～
曾	ʦɐŋ⁴⁵	tsɐŋ1	
僧	ʦɐŋ⁴⁵	tsɐŋ1	
䒏	ʦɐŋ⁴⁵	tsɐŋ1	静～：烦躁、焦戾、暴躁。又读
增	ʦɐŋ⁴⁵	tsɐŋ1	
憎	ʦɐŋ⁴⁵	tsɐŋ1	
爭	ʦɐŋ⁴⁵	tsɐŋ1	
掙	ʦɐŋ⁴⁵	tsɐŋ1	
崢	ʦɐŋ⁴⁵	tsɐŋ1	
猙	ʦɐŋ⁴⁵	tsɐŋ1	
睜	ʦɐŋ⁴⁵	tsɐŋ1	
箏	ʦɐŋ⁴⁵	tsɐŋ1	
踭	ʦɐŋ⁴⁵	tsɐŋ1	
贈	ʦɐŋ⁵²	tsɐŋ6	
䂻	ʦɐŋ⁵²	tsɐŋ6	动词，硬塞
剖	ʦap⁴	tsap7b	写，记录
砸	ʦap⁴	tsap7b	又读
汁	ʦɐp⁴⁵	tsɐp7a	
執	ʦɐp⁴⁵	tsɐp7a	
雜	ʦap⁵²	tsap8	
閘	ʦap⁵²	tsap8	
鍘	ʦap⁵²	tsap8	～刀
集	ʦɐp⁵²	tsɐp8	
習	ʦɐp⁵²	tsɐp8	
襲	ʦɐp⁵²	tsɐp8	
軋	ʦat⁴	tsat7b	
紮	ʦat⁴	tsat7b	
積	ʦɐt⁴⁵	tsɐt7a	
即	ʦɐt⁴⁵	tsɐt7a	
脊	ʦɐt⁴⁵	tsɐt7a	
迹	ʦɐt⁴⁵	tsɐt7a	
績	ʦɐt⁴⁵	tsɐt7a	
跡	ʦɐt⁴⁵	tsɐt7a	
織	ʦɐt⁴⁵	tsɐt7a	
職	ʦɐt⁴⁵	tsɐt7a	
質	ʦɐt⁴⁵	tsɐt7a	
炙	ʦɐt⁴⁵	tsɐt7a	
庢	ʦɐt⁴⁵	tsɐt7a	动词，塞
卒	ʦɐt⁴⁵	tsɐt7a	
捽	ʦɐt⁴⁵	tsɐt7a	动词，搓，互相摩擦；涂上
疾	ʦɐt⁵²	tsɐt8	
嫉	ʦɐt⁵²	tsɐt8	
藉	ʦɐt⁵²	tsɐt8	
籍	ʦɐt⁵²	tsɐt8	
寂	ʦɐt⁵²	tsɐt8	
夕	ʦɐt⁵²	tsɐt8	
席	ʦɐt⁵²	tsɐt8	
蓆	ʦɐt⁵²	tsɐt8	
蟄	ʦɐt⁵²	tsɐt8	
直	ʦɐt⁵²	tsɐt8	
侄	ʦɐt⁵²	tsɐt8	
值	ʦɐt⁵²	tsɐt8	
植	ʦɐt⁵²	tsɐt8	
殖	ʦɐt⁵²	tsɐt8	
桎	ʦɐt⁵²	tsɐt8	
窒	ʦɐt⁵²	tsɐt8	
蛭	ʦɐt⁵²	tsɐt8	
爪	ʦau³⁵	tsau3	
找	ʦau³⁵	tsau3	
早	ʦɐu³⁵	tsɐu3	
棗	ʦɐu³⁵	tsɐu3	
澡	ʦɐu³⁵	tsɐu3	
肘	ʦɐu³⁵	tsɐu3	
帚	ʦɐu³⁵	tsɐu3	
走	ʦɐu³⁵	tsɐu3	
笊	ʦau⁴⁴³	tsau5	～篱
罩	ʦau⁴⁴³	tsau5	
灶	ʦɐu⁴⁴³	tsɐu5	
咒	ʦɐu⁴⁴³	tsɐu5	
縐	ʦɐu⁴⁴³	tsɐu5	
晝	ʦɐu⁴⁴³	tsɐu5	
皺	ʦɐu⁴⁴³	tsɐu5	
奏	ʦɐu⁴⁴³	tsɐu5	
嘲	ʦau⁴⁵	tsau1	～笑
爪	ʦau⁴⁵	tsau1	动词，搭建，捆扎棚架等
揪	ʦɐu⁴⁵	tsɐu1	
遭	ʦɐu⁴⁵	tsɐu1	
糟	ʦɐu⁴⁵	tsɐu1	
舟	ʦɐu⁴⁵	tsɐu1	
州	ʦɐu⁴⁵	tsɐu1	文，广～
周	ʦɐu⁴⁵	tsɐu1	
洲	ʦɐu⁴⁵	tsɐu1	文
鄒	ʦɐu⁴⁵	tsɐu1	
淖	ʦau⁵²	tsau6	
棹	ʦau⁵²	tsau6	动词，划船
驟	ʦau⁵²	tsau6	
皂	ʦɐu⁵²	tsɐu6	
造	ʦɐu⁵²	tsɐu6	
紂	ʦɐu⁵²	tsɐu6	
宙	ʦɐu⁵²	tsɐu6	又读
胄	ʦɐu⁵²	tsɐu6	
祚	ʦɐu⁵²	tsɐu6	
捉	ʦɔk⁴	tsɔk7b	
桌	ʦɔk⁴	tsɔk7b	
作	ʦɔk⁴	tsɔk7b	
鑿	ʦɔk⁵²	tsɔk8	
濁	ʦɔk⁵²	tsɔk8	
擢	ʦɔk⁵²	tsɔk8	
昨	ʦɔk⁵²	tsɔk8	
莊	ʦɔŋ³⁵	tsɔŋ3	蜻蜓或榄豉的量词
葬	ʦɔŋ⁴⁴³	tsɔŋ5	
壯	ʦɔŋ⁴⁴³	tsɔŋ5	
贓	ʦɔŋ⁴⁵	tsɔŋ1	
髒	ʦɔŋ⁴⁵	tsɔŋ1	肮～
妝	ʦɔŋ⁴⁵	tsɔŋ1	
莊	ʦɔŋ⁴⁵	tsɔŋ1	
樁	ʦɔŋ⁴⁵	tsɔŋ1	
裝	ʦɔŋ⁴⁵	tsɔŋ1	
裝	ʦɔŋ⁴⁵	tsɔŋ1	动词，窥视
藏	ʦɔŋ⁵²	tsɔŋ6	宝～
幢	ʦɔŋ⁵²	tsɔŋ6	
僮	ʦɔŋ⁵²	tsɔŋ6	壮族的古称
臟	ʦɔŋ⁵²	tsɔŋ6	心～
奘	ʦɔŋ⁵²	tsɔŋ6	
