溪	開	四	添	上	見	咸	歉		h	im	33	h	im	33	h	im	22	
端	開	四	添	去	端	咸	店		t	im	33	t	im	33	t	im	22	
端	開	四	添	去	端	咸	墊		ts	in	33	ts	in	33	ts	in	22	
							墊		t	im	33	t	im	33	t	im	22	
泥	開	四	添	去	端	咸	念		n	im	33	n	im	33	n	im	22	
透	開	四	添	入	端	咸	帖		tʰ	ip	3	tʰ	ip	2	tʰ	ip	5	
透	開	四	添	入	端	咸	蝶		t	ip	3	t	ip	2	t	ip	2	
透	開	四	添	入	端	咸	貼		tʰ	ip	3	tʰ	ip	2	tʰ	ip	5	
定	開	四	添	入	端	咸	疊		t	ip	3	t	ip	2	t	ip	2	
定	開	四	添	入	端	咸	喋		t	ip	3	t	ip	2	t	ip	2	
精	開	四	添	入	精	咸	浹		ts	ip	3	ts	ip	2	ts	ip	5	
見	開	四	添	入	見	咸	頰		k	ap	3	k	ap	2	k	ap	5	
見	開	四	添	入	見	咸	莢		kʰ	ap	3	kʰ	ap	2	kʰ	ap	5	
溪	開	四	添	入	見	咸	愜		h	ip	3	h	ip	2	h	ip	5	
匣	開	四	添	入	影	咸	挾		h	ip	3	h	ip	2	h	ip	5	
匣	開	四	添	入	影	咸	俠		h	ɐp	3	h	ɐp	2	h	ɐp	2	
匣	開	四	添	入	影	咸	協		h	ip	3	h	ip	2	h	ip	5	
端	開	一	覃	平	端	咸	耽		t	ɐm	55	t	ɐm	45	t	ɐm	55	
透	開	一	覃	平	端	咸	探		tʰ	am	33	tʰ	am	33	tʰ	am	22	
透	開	一	覃	平	端	咸	貪		tʰ	am	55	tʰ	am	45	tʰ	am	55	
定	開	一	覃	平	端	咸	譚		tʰ	am	51	tʰ	am	51	tʰ	am	51	
定	開	一	覃	平	端	咸	眈		t	ɐm	55	t	ɐm	45	t	ɐm	55	
定	開	一	覃	平	端	咸	潭		tʰ	am	51	tʰ	am	51	tʰ	am	51	
泥	開	一	覃	平	端	咸	南		n	am	51	n	am	51	n	am	51	
泥	開	一	覃	平	端	咸	楠		n	am	51	n	am	51	n	am	51	
泥	開	一	覃	平	端	咸	男		n	am	51	n	am	51	n	am	51	
來	開	一	覃	平	來	咸	嵐		l	am	51	l	am	51	l	am	51	
來	開	一	覃	平	來	咸	婪		l	am	51	l	am	51	l	am	51	
從	開	一	覃	平	精	咸	蠶		tsʰ	am	51	tsʰ	am	51	tsʰ	am	51	
見	開	一	覃	平	見	咸	弇			im	213		im	21		im	21	
溪	開	一	覃	平	見	咸	堪		kʰ	ɔm	55	kʰ	am	45	kʰ	ɐm	55	
溪	開	一	覃	平	見	咸	龕			ɔm	55		am	45	kʰ	ɐm	55	
匣	開	一	覃	平	影	咸	函		h	ɐm	51	h	ɐm	51	h	ɐm	51	
匣	開	一	覃	平	影	咸	涵		h	ɐm	51	h	ɐm	51	h	ɐm	51	
匣	開	一	覃	平	影	咸	含		h	ɔm	51	h	am	51	h	ɐm	51	
影	開	一	覃	平	影	咸	庵			ɔm	55		am	45		ɐm	55	
影	開	一	覃	平	影	咸	諳			ɔm	55		am	45		ɐm	55	
來	開	一	覃	上	來	咸	纜		l	am	33	l	am	33	l	am	22	
清	開	一	覃	上	精	咸	慘		tsʰ	am	213	tsʰ	am	21	tsʰ	am	21	
見	開	一	覃	上	見	咸	感		k	ɔm	213	k	am	21	k	ɐm	21	
溪	開	一	覃	上	見	咸	坎		h	ɔm	213	h	am	21	h	ɐm	21	
匣	開	一	覃	上	影	咸	撼		h	ɔm	33	h	am	33	h	ɐm	22	
溪	開	一	覃	去	見	咸	勘		h	ɔm	33	h	am	33	h	ɐm	22	
匣	開	一	覃	去	影	咸	憾		h	ɔm	33	h	am	33	h	ɐm	22	
影	開	一	覃	去	影	咸	暗			ɔm	33		am	33		ɐm	22	
端	開	一	覃	入	端	咸	答		t	ap	3	t	ap	2	t	ap	5	
透	開	一	覃	入	端	咸	踏		t	ap	3	t	ap	2	t	ap	2	
定	開	一	覃	入	端	咸	沓		tʰ	ap	3	tʰ	ap	2	tʰ	ap	2	
泥	開	一	覃	入	端	咸	納		n	ap	3	n	ap	2	n	ap	2	
來	開	一	覃	入	來	咸	摺		ts	ip	3	ts	ip	2	ts	ip	5	
來	開	一	覃	入	來	咸	拉		l	ai	55	l	ai	45	l	ai	55	
從	開	一	覃	入	精	咸	雜		ts	ɐp	3	ts	ap	2	ts	ɐp	2	
心	開	一	覃	入	精	咸	卅		s	a	51							
見	開	一	覃	入	見	咸	鴿		k	ɔp	3	k	ap	2	k	ɐp	5	
							閤		h	ɔp	3	h	ap	2	h	ɐp	2	閤眼
							閤		k	ɔk	3	k	ɔk	2	k	ɔk	5	閤樓
見	開	一	覃	入	見	咸	閤											
見	開	一	覃	入	見	咸	蛤		k	ap	3	k	ap	2	k	ap	5	蛤拐
							蛤		k	ɔp	3				k	ɐp	5	蛤蚧
							蛤		h	a	55	h	a	45	h	a	55	蛤蟆
疑	開	一	覃	入	見	咸	哈		h	a	55	h	a	45	h	a	55	
匣	開	一	覃	入	影	咸	盒		h	ɔp	3	h	ap	2	h	ɐp	2	
匣	開	一	覃	入	影	咸	合		h	ɔp	3	h	ap	2	h	ɐp	2	合格
見	開	一	覃	入	見	咸	合		k	ɔp	3							一合
-	-	-	-	-	-	-	圇		l	ɵn	51	l	ɐn	51	l	ɐn	51	
-	-	-	-	-	-	-	圾		s	ap	3	s	ap	2	s	ap	5	
-	-	-	-	-	-	-	歹		t	ai	213	t	ai	21	t	ai	21	
-	-	-	-	-	-	-	圳		ts	ɐn	33	ts	ɐn	33	ts	ɐn	22	
-	-	-	-	-	-	-	劍		k	im	33	k	im	33	k	im	22	
-	-	-	-	-	-	-	享		h	œŋ	213	h	iɔŋ	21	h	œŋ	21	
-	-	-	-	-	-	-	踩		tsʰ	ai	213	tsʰ	ai	21	tsʰ	ai	21	
-	-	-	-	-	-	-	踮		t	im	33	t	im	33	t	im	22	
-	-	-	-	-	-	-	螂		l	ɔŋ	51	l	ɔŋ	51	l	ɔŋ	51	
-	-	-	-	-	-	-	踴											
-	-	-	-	-	-	-	鴕		tʰ	ɔ	51	tʰ	ɔ	51	tʰ	ɔ	51	
-	-	-	-	-	-	-	糕		k	ou	55	k	ɐu	45	k	ɐu	55	
-	-	-	-	-	-	-	柿		tsʰ	i	213	tsʰ	i	21	tsʰ	i	22	
-	-	-	-	-	-	-	糬											
-	-	-	-	-	-	-	糯		n	ɔ	33	n	ɔ	33	n	ɔ	22	
-	-	-	-	-	-	-	妞		n	ɐu	213	n	ɐu	21	n	ɐu	21	
-	-	-	-	-	-	-	焙		p	ui	33	p	ui	33	p	ui	22	
-	-	-	-	-	-	-	妳											
-	-	-	-	-	-	-	妮		n	i	51	n	i	51	n	i	51	
-	-	-	-	-	-	-	歪		w	ai	55	w	ai	45	w	ai	55	
-	-	-	-	-	-	-	疤		p	a	55	p	a	45	p	a	55	
-	-	-	-	-	-	-	污			u	55		u	45		u	55	
-	-	-	-	-	-	-	汽		h	i	33	h	i	33	h	i	22	
-	-	-	-	-	-	-	粑		p	a	55	p	a	45	p	a	55	
-	-	-	-	-	-	-	桕											
-	-	-	-	-	-	-	棕		ts	ʊŋ	55	ts	ʊŋ	45	ts	ʊŋ	55	
-	-	-	-	-	-	-	撇		pʰ	it	3	pʰ	it	2	pʰ	it	5	
-	-	-	-	-	-	-	撒		s	at	3	s	at	2	s	at	5	
-	-	-	-	-	-	-	撐		tsʰ	aŋ	55	tsʰ	aŋ	45	tsʰ	aŋ	22	
-	-	-	-	-	-	-	囫		f	ɐt	5	f	ɐt	5	f	ɐt	5	
-	-	-	-	-	-	-	囡		n	am	51	n	am	51	n	am	51	
-	-	-	-	-	-	-	砸		ts	ak	3	ts	ak	2	ts	ak	5	
-	-	-	-	-	-	-	砲											
-	-	-	-	-	-	-	饈		s	ɐu	55	s	ɐu	45	s	ɐu	55	
-	-	-	-	-	-	-	掙		ts	ɐŋ	55	ts	ɐŋ	45	ts	ɐŋ	55	掙脫
							掙		ts	aŋ	33	ts	aŋ	33	ts	aŋ	22	掙錢
-	-	-	-	-	-	-	砍		h	ɔm	213	h	am	21	h	ɐm	21	
-	-	-	-	-	-	-	聯		l	yn	51	l	in	51	l	in	51	
-	-	-	-	-	-	-	棋		kʰ	i	51	kʰ	i	51	kʰ	i	51	
-	-	-	-	-	-	-	蹦		p	ɐŋ	55	p	ɐŋ	45	p	ɐŋ	55	
-	-	-	-	-	-	-	週											
-	-	-	-	-	-	-	她		tʰ	a	55	tʰ	a	45	tʰ	a	55	
-	-	-	-	-	-	-	奶		n	ai	55	n	ai	45	n	ai	55	師奶
							奶		n	ai	213	n	ai	21	n	ai	21	牛奶
-	-	-	-	-	-	-	剷		tsʰ	an	213	tsʰ	an	21	tsʰ	an	21	
-	-	-	-	-	-	-	闆		p	an	213	p	an	21	p	an	21	
-	-	-	-	-	-	-	剎		s	at	3	s	at	2	s	at	5	
-	-	-	-	-	-	-	磁		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	
-	-	-	-	-	-	-	骷		h	u	55	h	u	45	h	u	55	
-	-	-	-	-	-	-	嘩		w	a	55	w	a	45	w	a	55	
-	-	-	-	-	-	-	磚		ts	yn	55	ts	in	45	ts	yn	55	
-	-	-	-	-	-	-	躲		t	ɔ	213	t	ɔ	21	t	ɔ	21	
-	-	-	-	-	-	-	磺		w	ɔŋ	51	w	ɔŋ	51	w	ɔŋ	51	
-	-	-	-	-	-	-	躺		tʰ	ɔŋ	213	tʰ	ɔŋ	21	tʰ	ɔŋ	21	
-	-	-	-	-	-	-	罕		h	an	213	h	an	21	h	an	21	
-	-	-	-	-	-	-	耙		pʰ	a	51	pʰ	a	51	pʰ	a	51	
-	-	-	-	-	-	-	嘴		ts	ɵy	213	ts	ɐi	21	ts	ɵi	21	
-	-	-	-	-	-	-	瑪		m	a	213	m	a	21	m	a	21	
-	-	-	-	-	-	-	間		k	an	55	k	an	45	k	an	55	空間
							間		k	an	33	k	an	33	k	an	22	間接
-	-	-	-	-	-	-	籽		ts	i	213	ts	i	21	ts	i	21	
-	-	-	-	-	-	-	瑙		n	ou	213	n	ɐu	21	n	ɐu	21	
-	-	-	-	-	-	-	啤		p	ɛ	55	p	ia	45	p	ɛ	55	
-	-	-	-	-	-	-	餃		k	au	213	k	au	21	k	au	21	
-	-	-	-	-	-	-	揪		ts	ɐu	55	ts	ɐu	45	ts	ɐu	55	
-	-	-	-	-	-	-	餵		w	ɐi	33	w	ɐi	33	w	ɐi	22	
-	-	-	-	-	-	-	揍		ts	ɐu	33	ts	ɐu	33	ts	ɐu	22	
-	-	-	-	-	-	-	餡		h	ɔm	33	h	am	33	h	am	22	
-	-	-	-	-	-	-	淌		tʰ	ɔŋ	213	tʰ	ɔŋ	21	tʰ	ɔŋ	21	
-	-	-	-	-	-	-	嶄		ts	am	213	ts	am	21	ts	am	21	
-	-	-	-	-	-	-	淘		tʰ	ou	51	tʰ	ɐu	51	tʰ	ɐu	51	
-	-	-	-	-	-	-	釉		j	ɐu	33	j	ɐu	33	j	ɐu	22	
-	-	-	-	-	-	-	擤		s	ɐn	33	s	ɐn	33	s	ɐn	22	
-	-	-	-	-	-	-	擦		tsʰ	at	3	tsʰ	at	2	tsʰ	at	5	
-	-	-	-	-	-	-	嚕		l	u	55	l	u	45	l	u	55	
-	-	-	-	-	-	-	嚐											
-	-	-	-	-	-	-	擱		k	ɔk	3	k	ɔk	2	k	ɔk	5	
-	-	-	-	-	-	-	嚎		h	ou	51	h	ɐu	51	h	ɐu	51	
-	-	-	-	-	-	-	擂		l	ui	51	l	ui	51	l	ui	51	
-	-	-	-	-	-	-	桿											
-	-	-	-	-	-	-	胸		h	ʊŋ	55	h	ʊŋ	45	h	ʊŋ	55	
-	-	-	-	-	-	-	刨		pʰ	au	51	pʰ	au	51	pʰ	au	51	
-	-	-	-	-	-	-	胚		pʰ	ui	55	pʰ	ui	45	pʰ	ui	55	
-	-	-	-	-	-	-	挖		w	at	3	w	at	2	w	at	5	
-	-	-	-	-	-	-	碗			un	213		un	21		un	21	
-	-	-	-	-	-	-	碟		t	ip	3	t	ip	2	t	ip	2	
-	-	-	-	-	-	-	碘		t	in	213	t	in	21	t	in	21	
-	-	-	-	-	-	-	碳		tʰ	an	33	tʰ	an	33	tʰ	an	22	
-	-	-	-	-	-	-	碰		pʰ	ʊŋ	33	pʰ	ʊŋ	33	pʰ	ʊŋ	22	
-	-	-	-	-	-	-	觔											
-	-	-	-	-	-	-	熔		j	ʊŋ	51	j	ʊŋ	51	j	ʊŋ	51	
-	-	-	-	-	-	-	颳											
-	-	-	-	-	-	-	琉		l	ɐu	51	l	ɐu	51	l	ɐu	51	
-	-	-	-	-	-	-	嗖											
-	-	-	-	-	-	-	榕		j	ʊŋ	51	j	ʊŋ	51	j	ʊŋ	51	
-	-	-	-	-	-	-	缽		p	ut	3	p	ut	2	p	ut	5	
-	-	-	-	-	-	-	您											
-	-	-	-	-	-	-	搧		s	in	33	s	in	33	s	in	22	
-	-	-	-	-	-	-	搬		p	un	55	p	un	45	p	un	55	
-	-	-	-	-	-	-	噹											
-	-	-	-	-	-	-	噸											
-	-	-	-	-	-	-	搗		t	ɔ	213	t	ɔ	21	t	ɔ	21	
-	-	-	-	-	-	-	跺											
-	-	-	-	-	-	-	褂		kʷ	a	33	kʷ	a	33	k	a	22	
-	-	-	-	-	-	-	搞		k	au	213	k	au	21	k	au	21	
-	-	-	-	-	-	-	舔		tʰ	im	213	tʰ	im	21	tʰ	im	21	
-	-	-	-	-	-	-	鞍			ɔn	55		ɔn	45		ɔn	55	
-	-	-	-	-	-	-	捱		ŋ	ai	51	ŋ	ai	51	ŋ	ai	51	
-	-	-	-	-	-	-	捆		kʷʰ	ɐn	213	kʷʰ	ɐn	21	kʰ	ɐn	21	
-	-	-	-	-	-	-	癱		tʰ	an	55	tʰ	an	45	tʰ	an	55	
-	-	-	-	-	-	-	灶		ts	ou	33	ts	ɐu	33	ts	ɐu	22	
-	-	-	-	-	-	-	峰		h	ʊŋ	55	h	ʊŋ	45	h	ʊŋ	55	
-	-	-	-	-	-	-	壟		l	ʊŋ	213	l	ʊŋ	21	l	ʊŋ	21	
-	-	-	-	-	-	-	肇		s	iu	33	s	iu	33	s	iu	22	
-	-	-	-	-	-	-	摹		m	u	51	m	u	51	m	u	51	
-	-	-	-	-	-	-	嘀											
-	-	-	-	-	-	-	摀											
-	-	-	-	-	-	-	嘟											
-	-	-	-	-	-	-	嘛											
-	-	-	-	-	-	-	摔		s	ɵt	5	s	ɐt	5	s	ɐt	5	
-	-	-	-	-	-	-	腺		s	in	33	s	in	33	s	in	22	
-	-	-	-	-	-	-	槓											
-	-	-	-	-	-	-	輛		l	œŋ	33	l	iɔŋ	33	l	œŋ	22	
-	-	-	-	-	-	-	騙		pʰ	in	33	pʰ	in	33	pʰ	in	22	
-	-	-	-	-	-	-	筷		f	ai	33	f	ai	33	f	ai	22	
							筷		kʷʰ	ai	33	kʷʰ	ai	33	kʰ	ai	22	
-	-	-	-	-	-	-	惦		t	im	33	t	im	33	t	im	22	
-	-	-	-	-	-	-	霉		m	ui	51	m	ui	51	m	ui	51	
-	-	-	-	-	-	-	瀟		s	iu	55	s	iu	45	s	iu	55	
-	-	-	-	-	-	-	瀕		pʰ	ɐn	51	pʰ	ɐn	51	pʰ	ɐn	51	
-	-	-	-	-	-	-	籐		tʰ	ɐŋ	51	tʰ	ɐŋ	51	tʰ	ɐŋ	51	
-	-	-	-	-	-	-	鋁		l	y	213	l	i	21	l	y	21	
-	-	-	-	-	-	-	錶		p	iu	55	p	iu	45	p	iu	55	
-	-	-	-	-	-	-	崑											
-	-	-	-	-	-	-	崙											
-	-	-	-	-	-	-	崁											
-	-	-	-	-	-	-	簑											
-	-	-	-	-	-	-	群		kʷʰ	ɐn	51	kʷʰ	ɐn	51	kʰ	ɐn	51	
-	-	-	-	-	-	-	怎		ts	ɐm	213	ts	ɐm	21	ts	ɐm	21	
-	-	-	-	-	-	-	嗨											
-	-	-	-	-	-	-	嗯			m̩	33							
-	-	-	-	-	-	-	嗡		j	ʊŋ	55	j	ʊŋ	45	j	ʊŋ	55	
-	-	-	-	-	-	-	嗦											
-	-	-	-	-	-	-	嗶											
-	-	-	-	-	-	-	嗎		m	a	33	m	a	33	m	a	22	助詞
							嗎		m	a	213	m	a	21	m	a	21	嗎啡
-	-	-	-	-	-	-	嗆											
							嗆		tsʰ	œŋ	33	tsʰ	iɔŋ	33	tsʰ	œŋ	22	
-	-	-	-	-	-	-	嗅		tsʰ	ɐu	33	tsʰ	ɐu	33	tsʰ	ɐu	22	
-	-	-	-	-	-	-	齣											
-	-	-	-	-	-	-	嗓		s	ɔŋ	213	s	ɔŋ	21	s	ɔŋ	21	
-	-	-	-	-	-	-	獗		kʰ	yt	3	kʰ	it	2	kʰ	yt	5	
-	-	-	-	-	-	-	峇											
-	-	-	-	-	-	-	鱷											
-	-	-	-	-	-	-	舺											
-	-	-	-	-	-	-	溯		s	ɔk	3	s	ɔk	2	s	ɔk	5	
							溯		s	u	213	s	u	21	s	u	21	
-	-	-	-	-	-	-	峪		j	ʊk	3	j	ʊk	2	j	ʊk	2	
-	-	-	-	-	-	-	塭											
-	-	-	-	-	-	-	烤		h	au	55	h	au	45	h	au	55	
-	-	-	-	-	-	-	烯		h	i	55	h	i	45	h	i	55	
-	-	-	-	-	-	-	烷			yn	213		in	21		yn	21	
-	-	-	-	-	-	-	烹		pʰ	ɐŋ	55	pʰ	ɐŋ	45	pʰ	ɐŋ	55	
-	-	-	-	-	-	-	塌		tʰ	ap	3	tʰ	ap	2	tʰ	ap	5	
-	-	-	-	-	-	-	膛		tʰ	ɔŋ	51	tʰ	ɔŋ	51	tʰ	ɔŋ	51	
-	-	-	-	-	-	-	篛											
-	-	-	-	-	-	-	辣		l	at	3	l	at	2	l	at	2	
-	-	-	-	-	-	-	匆		tsʰ	ʊŋ	55	tsʰ	ʊŋ	45	tsʰ	ʊŋ	55	
-	-	-	-	-	-	-	睬		tsʰ	ɔi	213	tsʰ	ɔi	21	tsʰ	ui	21	
-	-	-	-	-	-	-	銲											
-	-	-	-	-	-	-	睏		f	ɐn	33	f	ɐn	33	f	ɐn	22	
-	-	-	-	-	-	-	謊		f	ɔŋ	213	f	ɔŋ	21	f	ɔŋ	21	
-	-	-	-	-	-	-	裡											
來	開	三	之	上	來	止	裏		l	i	213	l	i	21	l	i	21	
-	-	-	-	-	-	-	儘											
							儘		ts	ɐn	33	ts	ɐn	33	ts	ɐn	22	
-	-	-	-	-	-	-	岔		tsʰ	a	33	tsʰ	a	33	tsʰ	a	22	
-	-	-	-	-	-	-	滾		kʷ	ɐn	213	kʷ	ɐn	21	k	ɐn	21	
-	-	-	-	-	-	-	岩		ŋ	am	51	ŋ	am	51	ŋ	am	51	
-	-	-	-	-	-	-	喲											
-	-	-	-	-	-	-	喳		ts	a	55	ts	a	45	ts	a	55	
-	-	-	-	-	-	-	喂		w	ɐi	33	w	ɐi	33	w	ɐi	22	
-	-	-	-	-	-	-	喇		l	a	55	l	a	45	l	a	55	喇嘛
							喇		l	a	33	l	a	33	l	a	22	喇叭
-	-	-	-	-	-	-	臟		ts	ɔŋ	55	ts	ɔŋ	45	ts	ɔŋ	55	
-	-	-	-	-	-	-	罈											
-	-	-	-	-	-	-	迤			i	51		i	51		i	51	逶迤
							迤			i	213		i	21		i	21	斜行延伸
-	-	-	-	-	-	-	蛋		t	an	33	t	an	33	t	an	22	
-	-	-	-	-	-	-	僱		k	u	33	k	u	33	k	u	22	
-	-	-	-	-	-	-	魂		w	ɐn	51	w	ɐn	51	w	ɐn	51	
-	-	-	-	-	-	-	魷		j	ɐu	51	j	ɐu	51	j	ɐu	51	
-	-	-	-	-	-	-	啦		l	a	55	l	a	45	l	a	55	
-	-	-	-	-	-	-	啊											
-	-	-	-	-	-	-	啃		kʰ	ɐŋ	213	kʰ	ɐŋ	21	kʰ	ɐŋ	21	
-	-	-	-	-	-	-	啟											
溪	開	四	齊	上	見	蟹	啓		kʰ	ɐi	213	kʰ	ɐi	21	kʰ	ɐi	21	
-	-	-	-	-	-	-	矽		ts	ɪk	3	ts	ɐk	2	ts	ɐk	2	
-	-	-	-	-	-	-	鈾		j	ɐu	51	j	ɐu	51	j	ɐu	51	
-	-	-	-	-	-	-	孢		p	au	55	p	au	45	p	au	55	
-	-	-	-	-	-	-	蹧											
-	-	-	-	-	-	-	屜		tʰ	ɐi	33	tʰ	ɐi	33	tʰ	ɐi	22	
-	-	-	-	-	-	-	忑		tʰ	ɪk	5	tʰ	ɐk	5	tʰ	ɐk	5	
-	-	-	-	-	-	-	忐		tʰ	an	213	tʰ	an	21	tʰ	an	21	
-	-	-	-	-	-	-	唷											
-	-	-	-	-	-	-	唔			m̩	33		m̩	51		m̩	51	不
							唔						m̩	33				
-	-	-	-	-	-	-	蝴		h	u	51	h	u	51	h	u	51	
							蝴			u	51							
-	-	-	-	-	-	-	鬍		h	u	51	h	u	51	h	u	51	
-	-	-	-	-	-	-	懂		t	ʊŋ	213	t	ʊŋ	21	t	ʊŋ	21	
-	-	-	-	-	-	-	鏽											
-	-	-	-	-	-	-	糰											
-	-	-	-	-	-	-	傢		k	a	55	k	a	45	k	a	55	
-	-	-	-	-	-	-	伙		f	ɔ	213	f	ɔ	21	f	ɔ	21	
-	-	-	-	-	-	-	櫥		tsʰ	y	51	tsʰ	i	51	tsʰ	y	51	
-	-	-	-	-	-	-	湧		j	ʊŋ	213							
-	-	-	-	-	-	-	燙		tʰ	ɔŋ	33	tʰ	ɔŋ	33	tʰ	ɔŋ	22	
-	-	-	-	-	-	-	尷		k	am	33	k	am	33	k	am	22	
-	-	-	-	-	-	-	愣											
-	-	-	-	-	-	-	哼		h	ɐŋ	55	h	ɐŋ	45	h	ɐŋ	55	哼歌
							哼		h	ŋ̍	51	h	ŋ̍	51	h	ŋ̍	51	感歎詞
-	-	-	-	-	-	-	哪		n	a	213	n	a	21	n	a	21	哪裡
							哪											
							哪		n	a	51	n	a	51	n	a	51	哪吒
-	-	-	-	-	-	-	哩		l	i	213	l	i	21	l	i	21	英哩
							哩		l	i	55	l	i	45	l	i	55	哩嚕
-	-	-	-	-	-	-	勾		ŋ	ɐu	55	ŋ	ɐu	45	ŋ	ɐu	55	勾劃
							勾		k	ɐu	55	k	ɐu	45	k	ɐu	55	勾當
-	-	-	-	-	-	-	哞											
-	-	-	-	-	-	-	瞄		m	iu	51	m	iu	51	m	iu	51	
-	-	-	-	-	-	-	瞌		h	ɐp	5	h	ɐp	5	h	ɐp	5	
-	-	-	-	-	-	-	瞧		tsʰ	iu	51	tsʰ	iu	51	tsʰ	iu	51	
-	-	-	-	-	-	-	靛		t	in	33	t	in	33	t	in	22	
-	-	-	-	-	-	-	嬤		m	a	213	m	a	21				
-	-	-	-	-	-	-	耍		s	a	213	s	a	21	s	a	21	
-	-	-	-	-	-	-	稿		k	ou	213	k	ɐu	21	k	ɐu	21	
-	-	-	-	-	-	-	另		l	ɪŋ	33	l	ɐŋ	33	l	ɐŋ	22	
-	-	-	-	-	-	-	叭		p	a	55	p	a	45	p	a	55	
-	-	-	-	-	-	-	茉		m	ut	3	m	ut	2	m	ut	2	
-	-	-	-	-	-	-	叼											
-	-	-	-	-	-	-	覷		tsʰ	y	33	tsʰ	i	33	tsʰ	y	22	
-	-	-	-	-	-	-	茼											
-	-	-	-	-	-	-	茲		ts	i	55	ts	i	45	ts	i	55	在茲
							茲		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51	龜茲，國名
-	-	-	-	-	-	-	螞		m	a	213	m	a	21	m	a	21	
							螞											
							螞											
-	-	-	-	-	-	-	艙		tsʰ	ɔŋ	55	tsʰ	ɔŋ	45	tsʰ	ɔŋ	55	
-	-	-	-	-	-	-	你		n	i	213	n	i	21	n	i	21	
-	-	-	-	-	-	-	佣		j	ʊŋ	33	j	ʊŋ	33	j	ʊŋ	22	
-	-	-	-	-	-	-	樣		j	ɔŋ	33	j	ɔŋ	33	j	ɔŋ	22	
疑	合	三	支B	去	見	止	僞		ŋ	ɐi	33	ŋ	ɐi	33	ŋ	ɐi	22	
-	-	-	-	-	-	-	票		pʰ	iu	33	pʰ	iu	33	pʰ	iu	22	
-	-	-	-	-	-	-	祂		tʰ	a	55	tʰ	a	45	tʰ	a	55	
-	-	-	-	-	-	-	颱		tʰ	ɔi	51	tʰ	ɔi	51	tʰ	ui	51	颱風
							颱		tʰ	ai	55	tʰ	ai	45	tʰ	ai	55	打風颱
-	-	-	-	-	-	-	嘿											
							嘿											
-	-	-	-	-	-	-	燜		m	ɐn	55	m	ɐn	45	m	ɐn	55	
-	-	-	-	-	-	-	褲		h	u	33	h	u	33	h	u	22	
-	-	-	-	-	-	-	癌		ŋ	am	51	ŋ	am	51	ŋ	am	51	
-	-	-	-	-	-	-	癒			y	33		i	33		y	22	
-	-	-	-	-	-	-	蠕			y	51		i	51		y	51	
-	-	-	-	-	-	-	蠔											
-	-	-	-	-	-	-	嫦		s	œŋ	51	s	iɔŋ	51	s	œŋ	51	
-	-	-	-	-	-	-	嫻		h	an	51	h	an	51	h	an	51	
-	-	-	-	-	-	-	倆											
-	-	-	-	-	-	-	橛		k	yt	3	k	it	2	kʰ	yt	5	
-	-	-	-	-	-	-	橛											
-	-	-	-	-	-	-	倘		tʰ	ɔŋ	213	tʰ	ɔŋ	21	tʰ	ɔŋ	21	
-	-	-	-	-	-	-	們											
-	-	-	-	-	-	-	濾		l	y	33	l	i	33	l	y	22	
-	-	-	-	-	-	-	厘		l	i	51	l	i	51	l	i	51	
-	-	-	-	-	-	-	咱											
-	-	-	-	-	-	-	咯											
							咯											
							咯											
-	-	-	-	-	-	-	咩		m	ɛ	55	m	ia	45	m	ɛ	55	
-	-	-	-	-	-	-	咪		m	ɐi	55	m	ɐi	45	m	ɐi	55	
							咪		m	i	55	m	i	45	m	i	55	
-	-	-	-	-	-	-	咕		k	u	55	k	u	45	k	u	55	
-	-	-	-	-	-	-	咖		k	a	33	k	a	33	k	a	22	
-	-	-	-	-	-	-	咐		h	u	33	h	u	33	h	u	22	
-	-	-	-	-	-	-	咒		ts	ɐu	33	ts	ɐu	33	ts	ɐu	22	
-	-	-	-	-	-	-	咚											
-	-	-	-	-	-	-	喵											
-	-	-	-	-	-	-	緡											
-	-	-	-	-	-	-	癮		j	ɐn	213	j	ɐn	21	j	ɐn	21	
-	-	-	-	-	-	-	瘋		h	ʊŋ	55	h	ʊŋ	45	h	ʊŋ	55	
-	-	-	-	-	-	-	腮		s	ɔi	55	s	ɔi	45	s	ui	55	
-	-	-	-	-	-	-	簽		tsʰ	im	55	tsʰ	im	45	tsʰ	im	55	
-	-	-	-	-	-	-	嚷											
-	-	-	-	-	-	-	媳		s	ɪk	5	s	ɐk	5	s	ɐk	5	
-	-	-	-	-	-	-	賠		pʰ	ui	51	pʰ	ui	51	pʰ	ui	51	
-	-	-	-	-	-	-	窗		tsʰ	œŋ	55	tsʰ	iɔŋ	45	tsʰ	œŋ	55	
-	-	-	-	-	-	-	賬		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22	
-	-	-	-	-	-	-	賺		ts	an	33	ts	an	33	ts	an	22	
-	-	-	-	-	-	-	做		ts	u	33	ts	u	33	ts	u	22	
-	-	-	-	-	-	-	窩		w	ɔ	55	w	ɔ	45	w	ɔ	55	
-	-	-	-	-	-	-	俐		l	i	33	l	i	33	l	i	22	
-	-	-	-	-	-	-	玫		m	ui	51	m	ui	51	m	ui	51	
-	-	-	-	-	-	-	鍘		ts	ap	3	ts	ap	2	ts	ap	2	
-	-	-	-	-	-	-	綁		p	ɔŋ	213	p	ɔŋ	21	p	ɔŋ	21	
