"單字"	"聲母_定"	"介母_定"	"韻母_定"	"聲調_定"	"備註"	"聲母_定"	"介母_定"	"韻母_定"	"聲調_定"
"糗"	"c"	""	"au"	"1"	""	"ʦh"	""	"ɐu"	"23"
"嗅"	"c"	""	"au"	"1"	""	"ʦh"	""	"ɐu"	"23"
"車"	"c"	""	"e"	"1"	"汽車"	"ʦh"	""	"ɛ"	"23"
"扯"	"c"	""	"e"	"2"	""	"ʦh"	""	"ɛ"	"45"
"且"	"c"	""	"e"	"2"	""	"ʦh"	""	"ɛ"	"45"
"奢"	"c"	""	"e"	"1"	""	"ʦh"	""	"ɛ"	"23"
"邪"	"c"	""	"e"	"4"	""	"ʦh"	""	"ɛ"	"21"
"斜"	"c"	""	"e"	"4"	""	"ʦh"	""	"ɛ"	"21"
"廁"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"差"	"c"	""	"i"	"1"	"參差"	"ʦh"	""	"i"	"23"
"嗤"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"痴"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"池"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"弛"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"持"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"馳"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"遲"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"侈"	"c"	""	"i"	"2"	""	"ʦh"	""	"i"	"45"
"恥"	"c"	""	"i"	"2"	""	"ʦh"	""	"i"	"45"
"齒"	"c"	""	"i"	"2"	""	"ʦh"	""	"i"	"45"
"翅"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"熾"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"廚"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"躇"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"櫥"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"杵"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"儲"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"處"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"疵"	"c"	""	"i"	"2"	""	"ʦh"	""	"i"	"45"
"茨"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"祠"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"瓷"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"詞"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"慈"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"磁"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"雌"	"c"	""	"i"	"2"	""	"ʦh"	""	"i"	"45"
"雌"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"辭"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"此"	"c"	""	"i"	"2"	""	"ʦh"	""	"i"	"45"
"次"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"刺"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"賜"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"臍"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"矢"	"c"	""	"i"	"2"	""	"ʦh"	""	"i"	"45"
"始"	"c"	""	"i"	"2"	""	"ʦh"	""	"i"	"45"
"似"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"柿"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"柿"	"c"	""	"i"	"2"	""	"ʦh"	""	"i"	"45"
"恃"	"c"	""	"i"	"1"	"茶匙，湯匙，一本作“瓷”"	"ʦh"	""	"i"	"23"
"匙"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"署"	"c"	""	"i"	"4"	""	"ʦh"	""	"i"	"21"
"姒"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"幟"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"佇"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"杼"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"柱"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"貯"	"c"	""	"i"	"1"	""	"ʦh"	""	"i"	"23"
"茲"	"c"	""	"i"	"4"	"龜茲，國名"	"ʦh"	""	"i"	"21"
"尺"	"c"	"i"	"iak"	"1"	""	"ʦh"	"i"	"iɐk"	"23"
"赤"	"c"	"i"	"iak"	"1"	""	"ʦh"	"i"	"iɐk"	"23"
"青"	"c"	"i"	"iang"	"1"	"又音"	"ʦh"	"i"	"iɐŋ"	"23"
"晴"	"c"	"i"	"iang"	"4"	"又音"	"ʦh"	"i"	"iɐŋ"	"21"
"請"	"c"	"i"	"iang"	"2"	"又音"	"ʦh"	"i"	"iɐŋ"	"45"
"醒"	"c"	""	"iang"	"2"	""	"ʦh"	""	"iɐŋ"	"45"
"斥"	"c"	""	"ik"	"2"	""	"ʦh"	""	"ɪk"	"45"
"敕"	"c"	""	"ik"	"2"	""	"ʦh"	""	"ɪk"	"45"
"戚"	"c"	""	"ik"	"2"	""	"ʦh"	""	"ɪk"	"45"
"諂"	"c"	""	"im"	"2"	""	"ʦh"	""	"im"	"45"
"簽"	"c"	""	"im"	"1"	""	"ʦh"	""	"im"	"23"
"籤"	"c"	""	"im"	"1"	""	"ʦh"	""	"im"	"23"
"潛"	"c"	""	"im"	"4"	""	"ʦh"	""	"im"	"21"
"塹"	"c"	""	"im"	"1"	""	"ʦh"	""	"im"	"23"
"纖"	"c"	""	"im"	"1"	""	"ʦh"	""	"im"	"23"
"纏"	"c"	""	"in"	"4"	""	"ʦh"	""	"in"	"21"
"揣"	"c"	""	"in"	"2"	""	"ʦh"	""	"in"	"45"
"川"	"c"	""	"in"	"1"	""	"ʦh"	""	"in"	"23"
"穿"	"c"	""	"in"	"1"	""	"ʦh"	""	"in"	"23"
"傳"	"c"	""	"in"	"4"	"傳播"	"ʦh"	""	"in"	"21"
"舛"	"c"	""	"in"	"2"	""	"ʦh"	""	"in"	"45"
"喘"	"c"	""	"in"	"2"	""	"ʦh"	""	"in"	"45"
"串"	"c"	""	"in"	"1"	""	"ʦh"	""	"in"	"23"
"竄"	"c"	""	"in"	"2"	""	"ʦh"	""	"in"	"45"
"村"	"c"	""	"in"	"1"	""	"ʦh"	""	"in"	"23"
"存"	"c"	""	"in"	"4"	""	"ʦh"	""	"in"	"21"
"忖"	"c"	""	"in"	"2"	""	"ʦh"	""	"in"	"45"
"寸"	"c"	""	"in"	"1"	""	"ʦh"	""	"in"	"23"
"踐"	"c"	""	"in"	"1"	""	"ʦh"	""	"in"	"23"
"千"	"c"	""	"in"	"1"	""	"ʦh"	""	"in"	"23"
"仟"	"c"	""	"in"	"1"	""	"ʦh"	""	"in"	"23"
"阡"	"c"	""	"in"	"1"	""	"ʦh"	""	"in"	"23"
"遷"	"c"	""	"in"	"1"	""	"ʦh"	""	"in"	"23"
"前"	"c"	""	"in"	"4"	""	"ʦh"	""	"in"	"21"
"錢"	"c"	""	"in"	"4"	""	"ʦh"	""	"in"	"21"
"淺"	"c"	""	"in"	"2"	""	"ʦh"	""	"in"	"45"
"全"	"c"	""	"in"	"4"	""	"ʦh"	""	"in"	"21"
"泉"	"c"	""	"in"	"4"	""	"ʦh"	""	"in"	"21"
"痊"	"c"	""	"in"	"4"	""	"ʦh"	""	"in"	"21"
"詮"	"c"	""	"in"	"4"	""	"ʦh"	""	"in"	"21"
"銓"	"c"	""	"in"	"4"	""	"ʦh"	""	"in"	"21"
"拴"	"c"	""	"in"	"4"	"稱呼"	"ʦh"	""	"in"	"21"
"湍"	"c"	""	"in"	"2"	""	"ʦh"	""	"in"	"45"
"稱"	"c"	""	"ing"	"1"	""	"ʦh"	""	"ɪŋ"	"23"
"呈"	"c"	""	"ing"	"4"	""	"ʦh"	""	"ɪŋ"	"21"
"埕"	"c"	""	"ing"	"4"	""	"ʦh"	""	"ɪŋ"	"21"
"程"	"c"	""	"ing"	"4"	""	"ʦh"	""	"ɪŋ"	"21"
"澄"	"c"	""	"ing"	"4"	""	"ʦh"	""	"ɪŋ"	"21"
"懲"	"c"	""	"ing"	"4"	""	"ʦh"	""	"ɪŋ"	"21"
"逞"	"c"	""	"ing"	"2"	""	"ʦh"	""	"ɪŋ"	"45"
"騁"	"c"	""	"ing"	"2"	""	"ʦh"	""	"ɪŋ"	"45"
"秤"	"c"	""	"ing"	"1"	"地秤"	"ʦh"	""	"ɪŋ"	"23"
"青"	"c"	""	"ing"	"1"	""	"ʦh"	""	"ɪŋ"	"23"
"清"	"c"	""	"ing"	"1"	""	"ʦh"	""	"ɪŋ"	"23"
"蜻"	"c"	""	"ing"	"1"	""	"ʦh"	""	"ɪŋ"	"23"
"情"	"c"	""	"ing"	"4"	""	"ʦh"	""	"ɪŋ"	"21"
"晴"	"c"	""	"ing"	"4"	""	"ʦh"	""	"ɪŋ"	"21"
"請"	"c"	""	"ing"	"2"	""	"ʦh"	""	"ɪŋ"	"45"
"拯"	"c"	""	"ing"	"2"	""	"ʦh"	""	"ɪŋ"	"45"
"綽"	"c"	"i"	"iok"	"1"	""	"ʦh"	"i"	"iɔk"	"23"
"桌"	"c"	"i"	"iok"	"1"	""	"ʦh"	"i"	"iɔk"	"23"
"卓"	"c"	"i"	"iok"	"1"	""	"ʦh"	"i"	"iɔk"	"23"
"昌"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"菖"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"猖"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"長"	"c"	"i"	"iong"	"4"	"長久"	"ʦh"	"i"	"iɔŋ"	"21"
"場"	"c"	"i"	"iong"	"4"	""	"ʦh"	"i"	"iɔŋ"	"21"
"腸"	"c"	"i"	"iong"	"4"	""	"ʦh"	"i"	"iɔŋ"	"21"
"倡"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"唱"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"悵"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"暢"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"窗"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"戕"	"c"	"i"	"iong"	"4"	""	"ʦh"	"i"	"iɔŋ"	"21"
"槍"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"鎗"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"鏘"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"薔"	"c"	"i"	"iong"	"4"	""	"ʦh"	"i"	"iɔŋ"	"21"
"牆"	"c"	"i"	"iong"	"4"	""	"ʦh"	"i"	"iɔŋ"	"21"
"搶"	"c"	"i"	"iong"	"2"	""	"ʦh"	"i"	"iɔŋ"	"45"
"搶"	"c"	"i"	"iong"	"1"	""	"ʦh"	"i"	"iɔŋ"	"23"
"嗆"	"c"	"i"	"iong"	"1"	"食急氣逆"	"ʦh"	"i"	"iɔŋ"	"23"
"嗆"	"c"	"i"	"iong"	"1"	"嗆鼻"	"ʦh"	"i"	"iɔŋ"	"23"
"妾"	"c"	""	"ip"	"1"	""	"ʦh"	""	"ip"	"23"
"撤"	"c"	""	"it"	"1"	""	"ʦh"	""	"it"	"23"
"徹"	"c"	""	"it"	"1"	""	"ʦh"	""	"it"	"23"
"澈"	"c"	""	"it"	"1"	""	"ʦh"	""	"it"	"23"
"撮"	"c"	""	"it"	"1"	""	"ʦh"	""	"it"	"23"
"切"	"c"	""	"it"	"1"	"急切"	"ʦh"	""	"it"	"23"
"設"	"c"	""	"it"	"1"	""	"ʦh"	""	"it"	"23"
"轍"	"c"	""	"it"	"1"	""	"ʦh"	""	"it"	"23"
"超"	"c"	""	"iu"	"1"	""	"ʦh"	""	"iu"	"23"
"晁"	"c"	""	"iu"	"4"	""	"ʦh"	""	"iu"	"21"
"朝"	"c"	""	"iu"	"4"	"朝廷"	"ʦh"	""	"iu"	"21"
"潮"	"c"	""	"iu"	"4"	""	"ʦh"	""	"iu"	"21"
"悄"	"c"	""	"iu"	"2"	""	"ʦh"	""	"iu"	"45"
"憔"	"c"	""	"iu"	"4"	""	"ʦh"	""	"iu"	"21"
"樵"	"c"	""	"iu"	"4"	""	"ʦh"	""	"iu"	"21"
"瞧"	"c"	""	"iu"	"4"	""	"ʦh"	""	"iu"	"21"
"俏"	"c"	""	"iu"	"1"	""	"ʦh"	""	"iu"	"23"
"峭"	"c"	""	"iu"	"1"	""	"ʦh"	""	"iu"	"23"
"肖"	"c"	""	"iu"	"1"	"肖像"	"ʦh"	""	"iu"	"23"
"昭"	"c"	""	"iu"	"1"	""	"ʦh"	""	"iu"	"23"
"鞘"	"c"	""	"iu"	"1"	""	"ʦh"	""	"iu"	"23"
"初"	"c"	""	"o"	"1"	""	"ʦh"	""	"ɔ"	"23"
"鋤"	"c"	""	"o"	"4"	""	"ʦh"	""	"ɔ"	"21"
"雛"	"c"	""	"o"	"1"	""	"ʦh"	""	"ɔ"	"23"
"楚"	"c"	""	"o"	"2"	""	"ʦh"	""	"ɔ"	"45"
"礎"	"c"	""	"o"	"2"	""	"ʦh"	""	"ɔ"	"45"
"搓"	"c"	""	"o"	"1"	""	"ʦh"	""	"ɔ"	"23"
"磋"	"c"	""	"o"	"1"	""	"ʦh"	""	"ɔ"	"23"
"蹉"	"c"	""	"o"	"1"	""	"ʦh"	""	"ɔ"	"23"
"挫"	"c"	""	"o"	"1"	""	"ʦh"	""	"ɔ"	"23"
"錯"	"c"	""	"o"	"1"	""	"ʦh"	""	"ɔ"	"23"
"坐"	"c"	""	"o"	"1"	""	"ʦh"	""	"ɔ"	"23"
"才"	"c"	""	"oi"	"4"	""	"ʦh"	""	"ɔi"	"21"
"材"	"c"	""	"oi"	"4"	""	"ʦh"	""	"ɔi"	"21"
"財"	"c"	""	"oi"	"4"	""	"ʦh"	""	"ɔi"	"21"
"裁"	"c"	""	"oi"	"4"	""	"ʦh"	""	"ɔi"	"21"
"采"	"c"	""	"oi"	"2"	""	"ʦh"	""	"ɔi"	"45"
"採"	"c"	""	"oi"	"2"	""	"ʦh"	""	"ɔi"	"45"
"彩"	"c"	""	"oi"	"2"	""	"ʦh"	""	"ɔi"	"45"
"睬"	"c"	""	"oi"	"2"	""	"ʦh"	""	"ɔi"	"45"
"綵"	"c"	""	"oi"	"2"	""	"ʦh"	""	"ɔi"	"45"
"菜"	"c"	""	"oi"	"1"	""	"ʦh"	""	"ɔi"	"23"
"蔡"	"c"	""	"oi"	"1"	""	"ʦh"	""	"ɔi"	"23"
"塞"	"c"	""	"oi"	"1"	"塞外"	"ʦh"	""	"ɔi"	"23"
"賽"	"c"	""	"oi"	"1"	""	"ʦh"	""	"ɔi"	"23"
"戳"	"c"	""	"ok"	"1"	""	"ʦh"	""	"ɔk"	"23"
"綽"	"c"	""	"ok"	"1"	""	"ʦh"	""	"ɔk"	"23"
"庠"	"c"	""	"ong"	"4"	""	"ʦh"	""	"ɔŋ"	"21"
"祥"	"c"	""	"ong"	"4"	""	"ʦh"	""	"ɔŋ"	"21"
"翔"	"c"	""	"ong"	"4"	""	"ʦh"	""	"ɔŋ"	"21"
"詳"	"c"	""	"ong"	"4"	""	"ʦh"	""	"ɔŋ"	"21"
"倉"	"c"	""	"ong"	"1"	""	"ʦh"	""	"ɔŋ"	"23"
"蒼"	"c"	""	"ong"	"1"	""	"ʦh"	""	"ɔŋ"	"23"
"滄"	"c"	""	"ong"	"1"	""	"ʦh"	""	"ɔŋ"	"23"
"艙"	"c"	""	"ong"	"1"	""	"ʦh"	""	"ɔŋ"	"23"
"藏"	"c"	""	"ong"	"4"	"收藏"	"ʦh"	""	"ɔŋ"	"21"
"敞"	"c"	""	"ong"	"2"	""	"ʦh"	""	"ɔŋ"	"45"
"廠"	"c"	""	"ong"	"2"	""	"ʦh"	""	"ɔŋ"	"45"
"窗"	"c"	""	"ong"	"1"	""	"ʦh"	""	"ɔŋ"	"23"
"瘡"	"c"	""	"ong"	"1"	""	"ʦh"	""	"ɔŋ"	"23"
"床"	"c"	""	"ong"	"4"	""	"ʦh"	""	"ɔŋ"	"21"
"幢"	"c"	""	"ong"	"4"	"幡幢"	"ʦh"	""	"ɔŋ"	"21"
"闖"	"c"	""	"ong"	"2"	""	"ʦh"	""	"ɔŋ"	"45"
"創"	"c"	""	"ong"	"1"	""	"ʦh"	""	"ɔŋ"	"23"
"愴"	"c"	""	"ong"	"1"	""	"ʦh"	""	"ɔŋ"	"23"
"操"	"c"	""	"ou"	"1"	""	"ʦh"	""	"ou"	"23"
"糙"	"c"	""	"ou"	"1"	""	"ʦh"	""	"ou"	"23"
"曹"	"c"	""	"ou"	"4"	""	"ʦh"	""	"ou"	"21"
"嘈"	"c"	""	"ou"	"4"	""	"ʦh"	""	"ou"	"21"
"槽"	"c"	""	"ou"	"4"	""	"ʦh"	""	"ou"	"21"
"草"	"c"	""	"ou"	"2"	""	"ʦh"	""	"ou"	"45"
"粗"	"c"	""	"ou"	"1"	""	"ʦh"	""	"ou"	"23"
"醋"	"c"	""	"ou"	"1"	""	"ʦh"	""	"ou"	"23"
"厝"	"c"	""	"ou"	"1"	""	"ʦh"	""	"ou"	"23"
"措"	"c"	""	"ou"	"1"	""	"ʦh"	""	"ou"	"23"
"錯"	"c"	""	"ou"	"1"	"同“措”"	"ʦh"	""	"ou"	"23"
"澡"	"c"	""	"ou"	"1"	"習讀音應爲與形近字“躁”混淆導致"	"ʦh"	""	"ou"	"23"
"噪"	"c"	""	"ou"	"1"	""	"ʦh"	""	"ou"	"23"
"燥"	"c"	""	"ou"	"1"	""	"ʦh"	""	"ou"	"23"
"躁"	"c"	""	"ou"	"1"	""	"ʦh"	""	"ou"	"23"
"除"	"c"	""	"ui"	"4"	""	"ʦh"	""	"ui"	"21"
"蜍"	"c"	""	"ui"	"4"	""	"ʦh"	""	"ui"	"21"
"廚"	"c"	""	"ui"	"4"	""	"ʦh"	""	"ui"	"21"
"櫥"	"c"	""	"ui"	"4"	""	"ʦh"	""	"ui"	"21"
"處"	"c"	""	"ui"	"4"	"四處"	"ʦh"	""	"ui"	"21"
"吹"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"炊"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"搥"	"c"	""	"ui"	"4"	""	"ʦh"	""	"ui"	"21"
"槌"	"c"	""	"ui"	"4"	""	"ʦh"	""	"ui"	"21"
"錘"	"c"	""	"ui"	"4"	"鐵錘"	"ʦh"	""	"ui"	"21"
"鎚"	"c"	""	"ui"	"4"	""	"ʦh"	""	"ui"	"21"
"崔"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"催"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"摧"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"璀"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"脆"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"翠"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"蛆"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"趨"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"取"	"c"	""	"ui"	"2"	""	"ʦh"	""	"ui"	"45"
"娶"	"c"	""	"ui"	"2"	""	"ʦh"	""	"ui"	"45"
"趣"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"覷"	"c"	""	"ui"	"1"	""	"ʦh"	""	"ui"	"23"
"衰"	"c"	""	"ui"	"1"	"齊衰"	"ʦh"	""	"ui"	"23"
"隋"	"c"	""	"ui"	"4"	""	"ʦh"	""	"ui"	"21"
"隨"	"c"	""	"ui"	"4"	""	"ʦh"	""	"ui"	"21"
"徐"	"c"	""	"ui"	"4"	""	"ʦh"	""	"ui"	"21"
"椎"	"c"	""	"ui"	"4"	"鐵椎"	"ʦh"	""	"ui"	"21"
"畜"	"c"	""	"uk"	"2"	""	"ʦh"	""	"ʊk"	"45"
"矗"	"c"	""	"uk"	"2"	""	"ʦh"	""	"ʊk"	"45"
"促"	"c"	""	"uk"	"2"	""	"ʦh"	""	"ʊk"	"45"
"簇"	"c"	""	"uk"	"2"	""	"ʦh"	""	"ʊk"	"45"
"蹙"	"c"	""	"uk"	"2"	""	"ʦh"	""	"ʊk"	"45"
"蹴"	"c"	""	"uk"	"2"	""	"ʦh"	""	"ʊk"	"45"
"束"	"c"	""	"uk"	"2"	""	"ʦh"	""	"ʊk"	"45"
"速"	"c"	""	"uk"	"2"	""	"ʦh"	""	"ʊk"	"45"
"蓄"	"c"	""	"uk"	"2"	""	"ʦh"	""	"ʊk"	"45"
"齪"	"c"	""	"uk"	"2"	""	"ʦh"	""	"ʊk"	"45"
"充"	"c"	""	"ung"	"1"	""	"ʦh"	""	"ʊŋ"	"23"
"沖"	"c"	""	"ung"	"1"	""	"ʦh"	""	"ʊŋ"	"23"
"忡"	"c"	""	"ung"	"1"	""	"ʦh"	""	"ʊŋ"	"23"
"衝"	"c"	""	"ung"	"2"	""	"ʦh"	""	"ʊŋ"	"45"
"憧"	"c"	""	"ung"	"2"	""	"ʦh"	""	"ʊŋ"	"45"
"蟲"	"c"	""	"ung"	"4"	""	"ʦh"	""	"ʊŋ"	"21"
"寵"	"c"	""	"ung"	"2"	""	"ʦh"	""	"ʊŋ"	"45"
"銃"	"c"	""	"ung"	"1"	""	"ʦh"	""	"ʊŋ"	"23"
"匆"	"c"	""	"ung"	"1"	""	"ʦh"	""	"ʊŋ"	"23"
"囪"	"c"	""	"ung"	"1"	""	"ʦh"	""	"ʊŋ"	"23"
"蔥"	"c"	""	"ung"	"1"	""	"ʦh"	""	"ʊŋ"	"23"
"聰"	"c"	""	"ung"	"1"	""	"ʦh"	""	"ʊŋ"	"23"
"從"	"c"	""	"ung"	"4"	""	"ʦh"	""	"ʊŋ"	"21"
"叢"	"c"	""	"ung"	"4"	""	"ʦh"	""	"ʊŋ"	"21"
"松"	"c"	""	"ung"	"4"	""	"ʦh"	""	"ʊŋ"	"21"
"衷"	"c"	""	"ung"	"1"	""	"ʦh"	""	"ʊŋ"	"23"
"冢"	"c"	""	"ung"	"2"	""	"ʦh"	""	"ʊŋ"	"45"
"塚"	"c"	""	"ung"	"2"	""	"ʦh"	""	"ʊŋ"	"45"
"重"	"c"	""	"ung"	"4"	"重新"	"ʦh"	""	"ʊŋ"	"21"
"重"	"c"	""	"ung"	"1"	""	"ʦh"	""	"ʊŋ"	"23"
"打"	"d"	""	"aa"	"2"	""	"t"	""	"a"	"45"
"大"	"d"	""	"aai"	"6"	""	"t"	""	"ai"	"32"
"歹"	"d"	""	"aai"	"2"	""	"t"	""	"ai"	"45"
"帶"	"d"	""	"aai"	"1"	""	"t"	""	"ai"	"23"
"帶"	"d"	""	"aai"	"4"	""	"t"	""	"ai"	"21"
"戴"	"d"	""	"aai"	"1"	""	"t"	""	"ai"	"23"
"眈"	"d"	""	"aam"	"1"	""	"t"	""	"am"	"23"
"耽"	"d"	""	"aam"	"1"	""	"t"	""	"am"	"23"
"擔"	"d"	""	"aam"	"1"	"擔水"	"t"	""	"am"	"23"
"擔"	"d"	""	"aam"	"1"	"重擔"	"t"	""	"am"	"23"
"膽"	"d"	""	"aam"	"2"	""	"t"	""	"am"	"45"
"淡"	"d"	""	"aam"	"6"	"冷淡"	"t"	""	"am"	"32"
"澹"	"d"	""	"aam"	"6"	""	"t"	""	"am"	"32"
"丹"	"d"	""	"aan"	"1"	""	"t"	""	"an"	"23"
"單"	"d"	""	"aan"	"1"	"單純"	"t"	""	"an"	"23"
"殫"	"d"	""	"aan"	"1"	""	"t"	""	"an"	"23"
"旦"	"d"	""	"aan"	"1"	""	"t"	""	"an"	"23"
"但"	"d"	""	"aan"	"6"	""	"t"	""	"an"	"32"
"蛋"	"d"	""	"aan"	"6"	""	"t"	""	"an"	"32"
"誕"	"d"	""	"aan"	"1"	""	"t"	""	"an"	"23"
"憚"	"d"	""	"aan"	"6"	""	"t"	""	"an"	"32"
"彈"	"d"	""	"aan"	"6"	"彈丸"	"t"	""	"an"	"32"
"撢"	"d"	""	"aan"	"6"	"雞毛撢子"	"t"	""	"an"	"32"
"搭"	"d"	""	"aap"	"1"	""	"t"	""	"ap"	"23"
"沓"	"d"	""	"aap"	"6"	""	"t"	""	"ap"	"32"
"答"	"d"	""	"aap"	"1"	""	"t"	""	"ap"	"23"
"拓"	"d"	""	"aap"	"6"	"拓本"	"t"	""	"ap"	"32"
"踏"	"d"	""	"aap"	"6"	""	"t"	""	"ap"	"32"
"蹋"	"d"	""	"aap"	"6"	""	"t"	""	"ap"	"32"
"達"	"d"	""	"aat"	"6"	""	"t"	""	"at"	"32"
"逮"	"d"	""	"ai"	"6"	""	"t"	""	"ɐi"	"32"
"低"	"d"	""	"ai"	"1"	""	"t"	""	"ɐi"	"23"
"邸"	"d"	""	"ai"	"2"	""	"t"	""	"ɐi"	"45"
"抵"	"d"	""	"ai"	"2"	""	"t"	""	"ɐi"	"45"
"底"	"d"	""	"ai"	"2"	""	"t"	""	"ɐi"	"45"
"柢"	"d"	""	"ai"	"2"	""	"t"	""	"ɐi"	"45"
"牴"	"d"	""	"ai"	"2"	""	"t"	""	"ɐi"	"45"
"弟"	"d"	""	"ai"	"6"	""	"t"	""	"ɐi"	"32"
"帝"	"d"	""	"ai"	"1"	""	"t"	""	"ɐi"	"23"
"第"	"d"	""	"ai"	"6"	""	"t"	""	"ɐi"	"32"
"蒂"	"d"	""	"ai"	"1"	""	"t"	""	"ɐi"	"23"
"遞"	"d"	""	"ai"	"6"	""	"t"	""	"ɐi"	"32"
"締"	"d"	""	"ai"	"1"	""	"t"	""	"ɐi"	"23"
"諦"	"d"	""	"ai"	"1"	""	"t"	""	"ɐi"	"23"
"隸"	"d"	""	"ai"	"6"	""	"t"	""	"ɐi"	"32"
"得"	"d"	""	"ak"	"2"	""	"t"	""	"ɐk"	"45"
"德"	"d"	""	"ak"	"2"	""	"t"	""	"ɐk"	"45"
"特"	"d"	""	"ak"	"6"	""	"t"	""	"ɐk"	"32"
"敦"	"d"	""	"an"	"1"	""	"t"	""	"ɐn"	"23"
"墩"	"d"	""	"an"	"1"	""	"t"	""	"ɐn"	"23"
"噸"	"d"	""	"an"	"1"	""	"t"	""	"ɐn"	"23"
"燉"	"d"	""	"an"	"6"	""	"t"	""	"ɐn"	"32"
"盹"	"d"	""	"an"	"6"	""	"t"	""	"ɐn"	"32"
"沌"	"d"	""	"an"	"6"	""	"t"	""	"ɐn"	"32"
"遁"	"d"	""	"an"	"6"	""	"t"	""	"ɐn"	"32"
"鈍"	"d"	""	"an"	"6"	""	"t"	""	"ɐn"	"32"
"頓"	"d"	""	"an"	"6"	"安頓"	"t"	""	"ɐn"	"32"
"登"	"d"	""	"ang"	"1"	""	"t"	""	"ɐŋ"	"23"
"燈"	"d"	""	"ang"	"1"	""	"t"	""	"ɐŋ"	"23"
"蹬"	"d"	""	"ang"	"6"	""	"t"	""	"ɐŋ"	"32"
