漢字	iPA	注釋
痞	pʰi1	
痤	tsʰɔ2	
癇	hiaŋ2	
痧	sua1	
賡	kɛ ̃1	
竦	sɔŋ3	
瓿	pau4	
頦	hai4	
鷳	hiaŋ2	
闌	laŋ2	
闃	kʰuak7	
闋	kʰuɛʔ7	
粞	tsʰɔi5	
遒	iu2	
孳	tsə1	
焯	tsʰɔk7	
焜	kʰuŋ1	
焙	puɛ6	
焱	iaŋ6	
鵜	ti4	
渫	siak7	
湮	ɛŋ1	
湎	miaŋ2	
湜	sɛk7	
渭	ui3	
湍	tʰuaŋ1	
湫	tsʰiu1	
溲	siɔu1	
湟	huaŋ2	
溆	su4	
湲	iaŋ2	
湔	tsiaŋ1	
湉	tʰiaŋ2	
渥	ɔk7	
湄	mi2	
湄	bai2	
滁	tʰu2	
愠	uŋ3	
惺	sɛŋ1	
憒		
惴	tsʰui3	
愀	tsʰiɔu3	
愎	pɛk7	
愔	iŋ1	
嚳	kʰɔk7	
謨	mɔu2	
扉	hui1	
褳	liaŋ2	
裎	tɛŋ1	
襇	koi ̃3	
祾	lɛŋ2	
祺	kʰi2	
讜	taŋ3	
冪	mɛk8	
謖	sɔk7	
謚	i5	
謐	mɛk8	
孱	tsʰaŋ2	
巽	suŋ5	
騭	tʰɛk7	
媼	au3	
媛	iaŋ2	
婷	tɛŋ2	
巰	kʰiu2	
翬	hui1	
婺	bu4	
騖	bu4	
緙	kɛk7	
緗	siaŋ1	
緘	kʰiaŋ2	
彘	ti4	
緹	tihi2	
緲	miɔu3	
緦	sə1	
緱	kau1	
縋	tui6	
緡	mɛŋ2	
饗	hiaŋ3	
耮	lau2	
瑚	hu2	
瑁	mau4	
瑜	dzu2	
瑗	iaŋ4	
瑄	suaŋ1	
遨	ŋau2	
驁	ŋau4	
韞	uŋ3	
髡	kʰuŋ1	
塬	ŋuaŋ2	
鄢	iaŋ1	
趔	liak8	
趑	tsə1	
摁	əŋ1	
蜇	tiak7	
搋	tsʰui1	
搪	tʰaŋ2	
搐	tʰɛk7	
搛	kiaŋ1	
搠	suak7	
擯	pɛŋ3	
轂	kɔk7	
搦	nɛk8	
搡	suaŋ3	
蓁	tsɛŋ1	
戡	kʰaŋ1	
蓍	si1	
鄞	ŋəŋ2	
靳	ŋəŋ2	
蓐	dzɔk8	
驀	mɛk8	
鶓	miɔu2	
蒽	əŋ1	
蓓	puɛ4	
蓖	pi5	
蓊	ɔŋ1	
薊	ki4	
蒺	tsik8	
蘺	li2	
蒟	ku4	
蒡	pʰaŋ2	
燋	ta1	替
蒴	shuak7	
蒗	laŋ4	
鎣	iɔŋ2	
頤	hi1	
楔	kʰiak7	
枏	laŋ2	
楂	tsa1	
楝	nɔi ̃6	
楫	tsʰik7	
楸	tsʰiu1	
椴	təŋ6	
楯	suŋ2	
皙	sɛk7	
櫚	lə4	
槎	tsʰa2	
櫸	kə3	
楥	suaŋ1	
楹	iɔŋ2	
楹	ɛ ̃2	
裘	kʰiu2	
剽	pʰiɔu1	
甄	tsɛŋ1	
甄	ɛŋ1	俗
酰	siaŋ1	
酯	tsi3	
酩	mɛŋ2	
蜃	sɛŋ2	
磧	tsɛh7	
碓	tui5	
硼	pʰɛ ̃2	
碉	tiɔu1	
碚	puɛ4	
碇	tɛŋ4	
磣	tsʰaŋ1	
鵪	aŋ1	
輳	tsʰɔu5	
齟	tsu3	
齙	pau4	
訾	tsɛ3	
粲	tsʰaŋ5	
睚	ŋai2	
嗪	tsɛŋ1	
韙	ui3	
嗷	ŋau2	
睨	ŋi5	
睢	tsui1	
雎	tsu1	
睥	pi5	
嘟	tu1	
嗑	kʰak8	
嗑	kʰɔiʔ7	
囁	niak7	
嗬		
嗔	tsɛŋ1	
嗝	kɛʔ7	
戥	tɛŋ3	
嗄	saʔ7	
煦	hu4	
暄	suaŋ1	
遢	taʔ7	
暌	kʰui2	
跬	kui3	
躂	tʰak7	
蹕	piak8	
跐	tsʰə3	
跣	siaŋ3	
躚	tsʰiaŋ1	
躋	tsi5	
蛸	siɔu1	
蜊	li4	
蜍	su2	
蜉	pʰu2	
蜣	kiaŋ1	
畹	uaŋ3	
蛹	iɔŋ3	
嗯	ŋ6	
噑		
嗲	tia4	
噯	a ̃4	
嗌	ɛʔ7	
嗍	suʔ7	
嗨	hai1	
嗐	hai6	
嗵	tʰɔŋ1	
罨	iaŋ3	
嵊	sɛŋ2	
崧	sɔŋ2	
嵴	tsik7	
骰	tau2	
鍺	tsia3	
錛	puŋ1	
錡	kʰi2	
鍀	tɛk7	
錁	kʰɔ5	
錕	kʰuŋ1	
錮	ku5	
錈	kuaŋ3	
錙	tsə1	
氳	uŋ1	
犏	piaŋ1	
歃	tsʰaʔ7	
稞	kʰuɛ1	
稔	dziŋ3	
筠	uŋ2	
筢	pɛ2	
筮	si6	
筲	siɔu1	
筱	siɔu3	
煲	pu2	
敫	kiɔu3	
徭	iɔu2	
愆	kʰiaŋ2	
艄	sau1	
覦	dzu5	
毹	su1	
貊	mɛk8	
貅	hiu1	
貉	lɔk8	
頷	aŋ4	
腠	tsʰɔu5	
腩	naŋ2	
腼	miaŋ3	
齶	ŋak8	
腧	su5	
堘	tsʰaŋ2	
媵	ɛŋ5	
詹	tsiaŋ1	
鮁	puak8	
鮃	pʰɛŋ2	
鱸	lɔu2	
穌	sɔu1	
鮒	hu4	
鮐	tʰai2	
鵮	kʰaŋ1	
觥	kuaŋ1	
遛	liu5	
饈	siu1	
鶉	suŋ2	
亶	taŋ3	
瘃	tɔk8	
痼	ku5	
痿	ui3	
瘐	dzu2	
瘁	tsui4	
瘮	siŋ3	
麂	ki3	
裔	i6	
歆	hiŋ1	
旒	liu2	
闔	hak8	
闐	tʰiaŋ2	
羧	sɔ1	
豢	huaŋ4	
粳	kɛ ̃1	
猷	iu2	
煳	hu2	
煜	hiɔk7	
煅	təŋ6	
煊	suaŋ1	
煸	piaŋ1	
煺	tʰəŋ5	
灔	iaŋ6	
溱	tsɛŋ1	
溘	kʰak7	
漭	maŋ3	
瀅	iɔŋ2	
溥	pɔu3	
溧	liak8	
溽	dzɔk8	
裟	sɛ1	
溻	tʰak7	
溷	huŋ4	
潷	pɛk7	
滫	sɔu3	
溴	hiu ̃5	
滏	hu3	
滃	ɔŋ3	
灤	luaŋ2	
溏	tʰaŋ2	
滓	tsai3	
溟	mɛŋ2	
澦	ə4	
愫	su5	
懾	niak7	
慊	kʰiaŋ3	
鱟	hau6	
騫	kʰiaŋ1	
竇	tau5	
窣	suk7	
裱	piɔ5	
裾	kə1	
裰	tuɛ5	
禊	hi4	
謾	buaŋ4	
謫	tɛk7	
嫫	mɔ2	
媲	pi3	
嬡	a ̃4	俗
嬪	pʰɛŋ2	
媸	tsʰi1	
縉	tsɛŋ5	
縝	tsiaŋ3	
縟	dzɔk8	
騮	liu2	
縞	kɔ3	
縭	li2	
縑	kiaŋ1	
騸	siaŋ1	
耥	tʰaŋ3	
璈	ŋau2	
瑤	iɔu2	
瑭	tʰaŋ2	
獒	ŋau2	
覯	kɔu5	
慝	tʰɛk7	
嫠	li4	
韜	tʰau1	
靉	ai ̃5	
髦	mau2	
摽	pʰiɔu1	
墁	buaŋ4	
撂	liɔʔ7	
攖	ɛŋ1	
翥	su3	
踅	sɔʔ7	
摭	tsiaʔ7	
墉	iɔŋ2	
墒	siaŋ1	
榖	kɔk7	
綦	kʰi2	
薔	tsʰiaŋ2	
靺	muak8	
靼	tak7	
鞅	iaŋ1	
靿	au3	
甍	mɛŋ2	
蔸	tau1	
蔟	tsɔk8	
藺	lɛŋ4	
戩	tsiaŋ3	
蕖	kʰə2	
蓿	sɔk7	
鶘	hu2	
蓼	liɔu2	
榧	hui3	
榫	suŋ3	
榭	sia6	
橰	kau1	
榱	sui1	
槁	kɔ3	
櫧		
榷	kʰak7	
僰	pʰak8	
酶	buɛ2	
酹	luak7	
碡	tɔk8	
碴	tsa1	
碣	kiak7	
碲	ti4	
磋	tsɔ1	
豨	hi1	
霆	tʰɛŋ2	
霽	tsi3	
轅	uaŋ2	
蜚	hui1	
裴	pʰuɛ2	
翡	hui3	
齜	tsə1	
睿	dzuɛ4	
䁖	lau2	
睽	kui2	
嘞	lɛ6	
嘈	tsʰau2	
嘌	pʰiɔu1	
嘁	tsʰɛk7	
嘎	kʰak7	
曖	ai ̃5	
暝	mɛ ̃2	
躊	tʰiu2	
踉	laŋ2	
蜞	kʰi2	
蜥	sɛk7	
蜮	hɔk8	
蟈	kɔk7	
蜴	ɛk8	
蜱	pi1	
蜩	tʰiɔu2	
蜷	kuaŋ3	
蜿	uaŋ3	
蜢	mɛ3	
嘡		
鶚	ŋak8	
嘣	paŋ1	
嚶	ɛŋ1	
嘚	tɛk7	
嗾	sɔu3	
嘧	mɛk8	
羆	pi3	
罱	laŋ3	
嶂	tsiaŋ5	
幛	tsiaŋ5	
賻	pɔu5	
罌	ɛŋ1	
骷	ku1	
骶	ti3	
鶻	kuk7	
鍥	kʰiak7	
鍇	kʰai3	
鍶	sə1	
鍔	ŋak8	
鍤	tsʰaʔ7	
鏘	tsʰaŋ1	
鎂	mui3	
鏤	lu2	
箐	tsʰiaŋ1	
簀	tsɛʔ7	
篋	kiak7	
箬	hiɔʔ8	
簞	taŋ1	
箔	pɔʔ8	
箜	kʰɔŋ1	
箢	uaŋ1	
籙	lɔk8	
毓	hiɔk7	
僖	hi1	
儆	kɛŋ4	
僳	tsʰɛk7	
劁	tsiɔu1	
僮	tʰɔŋ2	
僮	taŋ4	
魃	puak8	
魆	huk7	
睾	kau1	
艋	mɛŋ3	
鄱	pʰɔ1	
膈	kɛʔ7	
臏	pɛŋ5	
鮭	kuai1	替
鮪	iu3	
鱭	tsi5	
鮫	ka1	
鱘	tsʰiŋ2	
麞	tsiɔ ̃1	
觫	sɔk7	
雒	lɔk8	
夤	ɛŋ2	
饉	kəŋ3	
鑾	luaŋ2	
塾	sɔk8	
麽	mɔ2	
瘊	hɔu2	
瘻	lu2	
瘙	sau1	
旖	i3	
膂	li3	
闞	kʰaŋ3	
鄯	siaŋ4	
鮝	siɔ ̃3	
粿	kuɛ3	
粼	lɛŋ2	
糝	saŋ3	橄榄～
槊	suak7	
鷀	tsə1	
熘	liu1	
熥	tʰaŋ1	
潢	huaŋ2	
漕	tsʰau2	
滹	hu1	
漯	lɔ2	
漶	huaŋ4	
瀲	liaŋ3	
瀦	tsu1	
漪	i1	
漳	tsiaŋ1	
漩	suaŋ2	
澉	ka ̃3	
濰	dzui2	
慵	iɔŋ2	
搴	kʰiaŋ1	
寤	ŋɔ2	
綮	kʰɛŋ5	
譖	tsaŋ5	
褡	taʔ7	
褙	puɛ5	
褓	pau3	
褸	lu2	
褊	piaŋ3	
譙	tsiɔu1	
讕	laŋ2	
譎	kuak7	
暨	kʰai5	
屣	si3	
鶥	bai2	
嫣	iaŋ1	
嬙	tsʰiaŋ2	
嫦	siaŋ2	
嫚	buaŋ4	
嫘	lui4	
鼐	nai4	
翟	tɛk8	
瞀	mɔu5	
鶩	bu2	
驃	pʰiɔu1	
縹	pʰiɔu1	
縵	buaŋ4	
縲	lui2	
驄	tsʰɔŋ1	
繆	niu4	
繅	tsʰau2	
耦	ŋɔu3	
耬	lau2	
瑾	kəŋ3	
璜	huaŋ2	
璀	tsʰui1	
瓔	ɛŋ1	
璁	tsʰɔŋ1	
璋	tsiaŋ1	
璇	suaŋ2	
奭	sɛk7	
髥	dziaŋ3	
髫	tiɔu1	
擷	hiak7	
撅	kʰiak	
赭	tsɛ3	
擼	lu3	
鋆	uŋ2	
撙	tsuŋ1	
攛	tsʰuaŋ5	
墀	ti2	
聵	kʰui4	
覲	kəŋ3	
韃	tʰak7	
蕙	hui4	
鞽	kiɔ2	
蕨	kʰiak7	
蕤	sui2	
蕞	tsʰuak7	
蕺	tsik7	
瞢	mɔu2	
蕃	pʰuaŋ1	
蘄	kʰi2	
賾		
槿	kəŋ3	
檣	tsiaŋ2	
槭	tsʰɛk7	
樗	tsʰu1	
樘	tʰaŋ2	
樊	huaŋ2	
槲	hɔk8	
醌	kʰuŋ1	
醅	pʰuɛ1	
魘	iaŋ3	
饜	iaŋ5	
磔	kiak8	
磙	kuŋ3	
霈	pʰai5	
轆	lɔk8	
齬	u2	
齪	tsʰɔk7	
覷	tsʰə5	
瞌	kʰɔiʔ7	
瞋	tsɛŋ1	
瞑	mɛŋ2	
嘭	pʰɔŋ6	
噶	kuaʔ7	
顒	iɔŋ2	
噘	kʰiak7	
踔	tɔʔ7	
踝	hua2	
踟	ti1	
踒	ɔ1	
躓	ti5	
踮	tiaŋ1	
躑	tɛk7	
踺	kiaŋ4	
踞	kə1	
蝽		
蠑	iɔŋ2	
蝻	naŋ2	
蝰	kui1	
蝮	pak7	
螋	siɔu1	
蝓	dzu2	
蝣	iu2	
螻	lu2	
噗	pʰɔk	
嘬	tsuʔ	
顎	ŋak8	
噍	tsiɔu1	
噢	ɔ1	
噙	kʰiŋ2	
嚕	lu4	
噌	tsɛŋ1	
噔	tɛŋ1	
顓	tsuaŋ1	
幞	pʰɔk7	
幡	pʰuaŋ1	
嶙	lɛŋ2	
嶝	tɛŋ5	
骺	hɔu2	
骼	kɛʔ7	
骸	hai4	
鎘	kɛʔ7	
鐫	tsuaŋ1	
鎳	ŋiak8	
鎦	liu2	
鎰	ɛk8	
鎵	lɛ1	
鑌	piŋ1	
箴	tsaŋ1	
簣	kʰui4	
篁	huaŋ2	
篌	hɔu2	
牖	iu3	
儋	taŋ1	
磐	pʰuaŋ2	
鷂	iɔu2	
膘	piɔ1	
滕	tʰɛŋ2	
鯁	kɛ ̃3	
鱺	li4	
鰱	lɛŋ2	
鰹	kiaŋ1	
鯀	kuŋ3	
鯇	uaŋ3	
獗	kʰiak7	
獠	liɔu2	
觶	tsi5	
饊	sua ̃5	
饌	tsuaŋ4	
廛	tʰiaŋ2	
瘛	tsʰi5	
瘼	mɔʔ8	
瘢	pɔi ̃1	
瘠	tsik7	
韲	tsi1	
羯	kiak7	
羰	tʰua ̃5	
遴	lɛŋ2	
糌	tsaŋ1	
糅	dziu2	
熜	tsʰɔŋ1	
熵	siaŋ1	
熠	sik8	
澍	su4	
澌	sə1	
潸	saŋ1	
潦	lɔ3	潦草
鋈		
潟	tsɛk7	
潼	tʰɔŋ2	
憬	kɛŋ3	
憧	tʰɔŋ2	
寮	liɔu2	
窳	dzu3	
讞	hiaŋ5	
襤	naŋ2	
褟	tʰak7	
褫	tsʰi3	
譫	tsiaŋ1	
屨	ki4	
勰	hiak8	
蝥	mau2	
纈	kiak7	
繕	siaŋ4	
繒	tsɛŋ1	
驏	tsʰaŋ3	
畿	ki1	
耪	paŋ3	
璟	kɛŋ3	
靛	tɔi ̃6	
璠	pʰuaŋ1	
璘	lɛŋ2	
聱	ŋau2	
螯	ŋau2	
髻	ki1	
髭	tsʰə2	
髹	hiu ̃1	
熹	hi1	
甏	pɛŋ4	
擻	sɔu3	
縠	hɔk7	
顳	niak7	
蕻	hɔŋ2	
顢	mua3	
薤	hai4	
薨	uaŋ3	
檠	kʰɛŋ2	
薏	i5	
藪	sɔu3	
薜	pʰɛk7	
樾	uak8	
橇	kiɔu4	
檎	kʰiŋ2	
樽	tsuŋ1	
樨	sai1	
櫞	ŋ2	
墼	kɛk7	
橐	tʰak7	
翮	kɛʔ7	
醛	tsʰuaŋ2	
醐	hu2	
醍	tʰi2	
醚	mi2	
磲	kʰə2	
贋	ŋaŋ4	
飆	piɔ1	
殪	i5	
霖	liŋ2	
霏	hui1	
霓	ŋi2	
鏨	tsaŋ4	
轔	lɛŋ2	
氅	tsʰiaŋ3	
瞟	pʰiɔu1	
瞠	tʰɛŋ2	
嚄	uaʔ	
嚆	hau1	
噤	kiŋ5	
暾	tuŋ1	
蹀	tiak8	
踹	tsʰui5	
踵	tsɔŋ3	
踽	kə3	
蹉	tsʰɔ1	
蹁	pʰiaŋ1	
蟎	mua ̃3	
蟒	maŋ3	
螈	ŋuaŋ2	
螅	sɛk7	
螭	tʰi1	
螠	i5	
螟	mɛŋ2	
噱	kʰiak7	
噬	si6	
噫	i5	
噻	sak7	
噼	pʰiak7	
罹	li2	
圜	huaŋ2	
䦃		
鏢	piɔ1	
鏜	tʰaŋ2	
鏝	buaŋ2	
鏰	paŋ3	
鏞	iɔŋ2	
鏑	tɛk8	
鏃	tsɔk8	
鏐	liu2	
氌		
氆	pʰɔu3	
憩	kʰi5	
穡	sɛk7	
篝	kau1	
篥	liak8	
篪	tsʰi2	
篙	kɔ1	
盥	kʰuaŋ5	
劓	ŋi4	
翺	ŋau2	
魎	liaŋ3	
魈	siɔu1	
徼	hiɔu1	
歙	kʰik4	
膦	laŋ4	
膦	lɛŋ4	又，男阴
膙	kiaŋ4	
鯪	lɛŋ2	
鯡	hui1	
鯤	kʰuŋ1	
鯧	tsʰiɔ ̃1	
鯝	ku5	
鯢	ŋi2	
鯛	tiɔu1	
鯔	tsə1	
獴	mɔu2	
獬	hai4	
邂	hai4	
鷓	tsia5	
廨	kai5	
贇	uŋ2	
瘰	lɔ2	
癭	ɛŋ1	
瘵	tsi1	
瘴	tsiaŋ1	
癃	lɔŋ2	
瘳	tʰiu1	
斕	laŋ2	
麇	kuŋ1	
麈	tsu3	
嬴	iɔŋ2	
壅	ɛŋ5	
羲	hi1	
糗	kʰiu3	
瞥	pʰuaʔ7	
甑	tsɛŋ1	
燠	hiɔk7	
燔	pʰuaŋ1	
燧	sui2	
瀨	lai5	
濉	tsui1	
潞	lu4	
澧	li3	
澹	ta ̃4	
澥	hai4	
澶	siaŋ2	
濂	liaŋ2	
褰	kʰiaŋ1	
寰	huaŋ2	
窸	sɛk7	
褶	dziʔ7	
嬖	pʰi5	
犟	kiaŋ2	
隰	sik7	
嬗	siaŋ2	
顙	suaŋ3	
繾	kʰiaŋ3	
繯	huaŋ2	
璨	tsʰaŋ5	
璩	kʰə2	
璐	lɔu6	
璪	tsʰau5	
螫	tiak7	
擤	hŋʔ	
壕	hau2	
觳	kɔk7	
罄	kʰɛŋ5	
擢	tɛk8	
薹	tʰai2	
鞡	la1	
鞬	kiaŋ4	
薷	dzu2	
蘚	siaŋ3	
藁	kɔ1	
檄	kɛk7	
檁	liŋ3	
懋	mɔu2	
醢	hai3	
翳	ə5	
礅	tuŋ1	
磴	tɛŋ5	
鷯	liɔu4	
齲	kə3	
齷	ɔk7	
豳	piŋ1	
黻	huk7	
嚏	tʰi5	
嚅	dzu2	
躡	niak7	
蹣	pʰuaŋ2	
蹊	kʰi1	
蟥	huaŋ2	
螬	tsʰau2	
螵	pʰiɔu1	
疃	tʰɔŋ2	
蟑	tsiaŋ1	
嚓	tsʰak7	
罽	ki4	
罾	tsaŋ1	
嶷	gi2	
黜	tʰuk7	
黝	iu3	
髁	kʰɔ3	
髀	pi5	
鐔		
鐝	kʰiak7	
鐐	liɔu2	
鐓	tuŋ1	
鑭	laŋ2	
鑹	tsʰuaŋ5	
鏹	kʰiaŋ2	
鐙	tɛŋ1	
罅	hia ̃5	
簌	sɔk7	
篼	tau1	
籪	tuaŋ2	
簋	kui3	
鼢	huŋ2	
黛	tai5	
鷦	tsiɔu1	
皤	pʰɔ2	
魍	buaŋ3	
龠	iak7	
繇	iɔu2	
貘	mɔk8	
邈	miɔu3	
貔	pi2	
臌	kɔu3	
臆	ɛk7	
臃	iɔŋ1	
鱝	puŋ1	
鰈	tiak8	
鯷	tɔi2	
鰓	tsʰi1	
鰓	sai1	文
鰍	tsʰiu1	
鰍	liu1	胡～
鰉	huaŋ2	
鯿	piaŋ1	
螽	tsɔŋ1	
燮	siak8	
鷲	tsiu4	
縻	mi2	
膺	ɛŋ1	
癍	pɔi ̃1	
麋	mi2	
懣	buŋ6	
濡	dzu2	
濮	pʰɔk7	
濞	pʰi ̃7	
濠	hau2	
蹇	kʰiaŋ3	
謇	kʰiaŋ3	
邃	sui2	
襁	kʰiaŋ2	
檗	pɛʔ7	
孺	dzu2	
隳	hui1	
嬷	ma3	
蟊	mau2	
鷸	luk8	
鍪	mau2	
鏊	ŋau4	
鰲	ŋau2	
瞽	kɔu3	
韉	tsiaŋ1	
鞨	hak7	
鞫	kiɔk7	
鞧	tsʰiu2	
鞣	dziu2	
藜	li2	
藠	kiɔ4	
醪	lɔ2	
蹙	tsʰɔk7	
礓	kiaŋ1	
燹	siaŋ3	
餮	tʰiak7	
曛	huŋ1	
顥	hau3	
曜	iɔu4	
躇	tʰu2	
蹚	tʰaŋ2	
鷺	lɔu6	
鷺	liɔu4	白～丝
蟛	bɛ2	
蟪	hui4	
蟠	pʰuaŋ2	
蟮	siaŋ4	
䴉	huaŋ2	
黠	kiak7	
黟	i1	
髏	lu2	
髂	kʰɛ5	
鐳	lui2	
馥	hiɔk7	
簟	tiaŋ4	
鼬	iu6	
艟	tʰɔŋ2	
鰨	tʰak7	
鰩	iɔ2	
癔	i5	
癜	tiɔ ̃5	
癖	pʰiaʔ8	
糨	tsʰiɔ ̃5	
蹩	piʔ7	
鎏	liu2	
彝	i2	
邋	laʔ7	
鬏	tsʰiu1	
攢	tsaŋ5	
鞲	kau1	
鞴	pi4	
蘧	kə2	
蘅	huaŋ2	
麓	lɔk8	
醮	tsiɔu5	
醯	hi1	
酃	lɛŋ2	
霪	iŋ2	
霨		
黼	pʰɔu3	
嚯	hua6	
躕	tu2	
蹶	kʰiak7	
蹽	liɔu2	
蹼	pʰɔk8	
蹴	tsʰɔk7	
蹾	tuŋ1	
躥	tsʰuaŋ5	
蠖	hu4	
蠓	maŋ3	
蟾	siaŋ2	蟾蜍
蠊	liaŋ2	
黢	tsʰuk7	
髖	kʰuaŋ1	
髕	pɛŋ5	
鑔	tsʰɛ4	
籒	tiu4	
籟	nai2	
齁	hau1	
魑	li3	
艨	mɔu2	
鰳	lɛk8	
鱈	sɔʔ7	
鰻	mua2	
鱅	sɔŋ2	
麒	lɛŋ2	
鏖	ɔ1	
羸	lui2	
㸆	kʰɔ5	
瀚	haŋ2	
瀣	hai2	
瀛	iɔŋ5	
襦	dzu2	
讖	tsʰiaŋ1	
襞	pɛk7	
驥	ki4	
纘	tsaŋ5	
瓚	tsaŋ5	
蘩	huaŋ2	
蘖	ŋiak8	
醴	li3	
霰	sua ̃5	
酆	hɔŋ1	
矍	kʰiak7	
曦	hi1	
躅	tsʰɔk7	
鼉	tʰɔ2	
巉	tsʰaŋ2	
黷	tɔk8	
黥	kʰɛŋ2	
黲	tsaŋ1	
鑣	piɔ1	
黧	li2	
璺	muŋ6	
鼯	u2	
臢	tsaŋ1	
鱔	siaŋ4	
鱔	tsʰua ̃4	白读
鱒	tsuŋ1	
貛	huaŋ1	
驤	siaŋ1	
瓘	kuaŋ5	
鼙	pi5	
醺	huŋ1	
礴	pɔʔ8	
顰	pʰɛŋ2	
鱧	lɔi4	
癲	tiaŋ1	
麝	sia6	
爝	tsiak7	
灝	hau3	
禳	dziaŋ3	
鐾	pɛk7	
羼	tsʰaŋ5	
蠡	li2	
耱	mɔ6	
鸛	kuaŋ5	
霾	mai2	
氍	kʰə2	
饕	tʰau1	
躐	laʔ8	
髑	tɔk8	
鑱	tsʰaŋ2	
穰	dziaŋ3	
饔	iɔŋ1	
鬻	iɔk7	
鬟	huaŋ2	
趲	tsaŋ5	
攫	kʰiak7	
攥	tsaŋ3	
顴	kuaŋ5	
躦	tsaŋ5	
鼹	iaŋ5	
癯	kʰə2	
麟	lɛŋ2	
蠲	kiaŋ1	
躞	siak8	
衢	kʰə2	
鑫	hiŋ1	
灞	pa5	
纛	tau4	
鬣	liak8	
攮	laŋ3	
囔	laŋ2	
饢	laŋ3	
戇	kɔŋ2	
爨	tsʰuaŋ5	
齉	laŋ3	
縴	kʰaŋ1	
纤	tsʰiaŋ1	
鰇	dziu2	
	la4	俗
撮	tsʰɔk7	俗
龍	nɛk7	白，~眼
骹	kʰa1	腳
㘓	nua4	口水
囝	kia ̃3	兒
塍	tsʰaŋ2	田
䘼	ŋ3	袖子
蠞	tsʰiʔ8	梭子蟹
僆	nua6	沒下過蛋的母雞
疕	pʰi3	疤
箠	tsʰuɛ4	小棍子
桸	hia1	水瓢，匏桸
	tʰai1	篩子
簁	tʰai1	篩子
䉐	kʰɔu1	箍
㖹	puŋ2	吹
歠	tsʰuak7	
潨	tsaŋ2	用水衝
刣	tʰai2	宰殺
治	tʰai2	白，宰殺
遘	kau5	到
熻	hik7	燜
擐	kua ̃5	攜帶
㪗	tʰau3	解開
撟	kiɔu6	撬開
	bɔi4	不會的合音
凊	tsʰɛŋ5	冷
䭕	tsia ̃3	味淡
	tsia ̃3	味淡
鱢	tsʰɔ1	魚腥味
䧘	tɔi ̃4	門檻
筅	tsʰɔi ̃3	雞毛~：雞毛撣子
薸	pʰiɔ2	浮萍
囥	kəŋ5	藏
□	kaŋ2	掩埋
欶	suʔ7	
剢	tɔk7	剁
矺	tɛk7	壓
粙	tiu4	水稻
腓	bai2	女陰
膣	tsi1	女陰
䥛	kɔiʔ7	
	pɔi ̃2	
睏	kʰuŋ5	
隩	ɔ5	
櫼	tsi ̃1	
烌	hu1	
鉎	saŋ1	
㩻	kʰi1	
㪠	kʰaŋ5	
搵	uŋ5	
忊		
捀		
佮	kaʔ7	
㧾		
揕	tsiŋ3	
䋎	tʰi ̃6	
毄	kʰiɔʔ7	
戔	tsiaŋ1	
㾪	saŋ3	
橂	tɔi ̃6	
	siɔu3	
	pʰia ̃1	
䀁	hui2	
晬	tsui5	
殕	pʰu2	
杮	pʰuɛ5	柴～抽
杮	pʰɔi5	又
挃		
㷮	tsau1	
	kiu1	
鑢	liu4	
搑	lɛŋ5	推
賺	ta ̃6	錯
詐	tɛ ̃5	假裝
	ni4	
刜	huk7	擊打
	pʰɔi1	削
	puʔ7	用尖硬的東西戳
	lɛʔ8	割
	tʰiɔ1	剔
	lɔi5	劈
抶	tiak7	用手掌或扁平的物體捶擊
攉	kʰak7	把東西顛倒過來
扚	tɛk8	用力牽引
□	tsʰau2	推
□		搭理
抉	uɛʔ8	把東西從容器裡挖出來
揂	tsʰiu2	用手拉繩索
挰	tʰɛ ̃3	舉
㩋	sau5	打耳光
㨮		打耳光
呾	ta ̃5	替
□	tɛ ̃4	手指按壓
捦	kʰi ̃2	拉扯
宿	sɛk7	精明，爛熟
拗	a3	掰
捸	li5	撕開
鞦	tsʰiu1	
韆	tɛŋ1	
揙	piaŋ1	摑耳光
	sɔ4	擺動
㩍	tsʰaʔ7	扶
擸	luaʔ8	理頭髮
捼	dzuɛ2	用手搓
擂	lui2	研磨
跍	kʰu2	蹲下
打	tɛŋ5	用拳打
拊	bu3	打
攄	tsʰə1	鋪開
摎	liu6	掐
扽	tuŋ5	拉緊后用力抖動
摝	lɔk7	把液體裝進容器後搖動
掊	puɛ1	用手或工具扒開土而尋取
□	suaŋ4	拉尿
捘	tsuŋ4	扭
箾	siaʔ7	打，～拍
挈	kʰiɔʔ8	
	kʰiɔʔ8	
擘	pɛʔ7	掰
□	niʔ7	一點點，～～囝
□	aʔ7	找錢
	tui3	用力拉
	iu2	用手指在臉上比劃以羞辱別人
絎	haŋ2	縫
趭	dziɔu6	追趕
□	kʰɔiʔ7	車胎～著屎：輪子沾到屎了
蹘	liɔu2	逃跑
蹃	nɛk7	踮腳尖
蹣	pua ̃2	翻越
駧	tɔŋ6	人或動物急跑
□	ŋ5	依靠
□	səŋ2	笼～：蒸笼
鑽	nəŋ5	
潛	tiaŋ5	躲藏
□	liu2	挖
	tʰəŋ6	用肘向后击人
□	tʰəŋ4	手后~：手肘
□	kʰuk	灭绝，骂人话
□	tʰuk8	肚～～：大腹便便
□	tuŋ5	路不平引起车子上下晃动
潘	pʰuŋ1	泔水
□	kʰɔk7	～额：额头比常人大
㼦	kɔŋ3	舀水用的圆柱形容器
