字	注释	张集	大杨集	李老家	田庙	郑集	站集	店集	芒种桥	
漏		lou⁴¹	lou⁴¹	lou⁴¹	lou⁴¹	lou⁴¹	lou⁴¹	lou⁴¹	lou⁴¹	
走		tsou⁴⁴	tsou⁴⁴	tsou⁴⁴	tsou⁴⁴	tsou⁴⁴	tsou⁴⁴	tsou⁴⁴	tsou⁴⁴	
凑		tsʰou⁴¹	tsʰou⁴¹	tsʰou⁴¹	tsʰou⁴¹	tsʰou⁴¹	tsʰou⁴¹	tsʰou⁴¹	tsʰou⁴¹	
嗽		sɔ⁴¹	sɔ⁴¹	sɔ⁴¹	sɔ⁴¹/\ntsʰɔ⁴¹	sɔ⁴¹	sɔ⁴¹	sɔ⁴¹	sɔ⁴¹	
勾		kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	
沟		kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	
狗		kou⁴⁴	kou⁴⁴	kou⁴⁴	kou⁴⁴	kou⁴⁴	kou⁴⁴	kou⁴⁴	kou⁴⁴	
够		kou⁴¹	kou⁴¹	kou⁴¹	kou⁴¹	kou⁴¹	kou⁴¹	kou⁴¹	kou⁴¹	
购		kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	kou²⁴	
抠		kʰou²⁴	kʰou²⁴	kʰou²⁴	kʰou²⁴	kʰou²⁴	kʰou²⁴	kʰou²⁴	kʰou²⁴	
口		kʰou⁴⁴	kʰou⁴⁴	kʰou⁴⁴	kʰou⁴⁴	kʰou⁴⁴	kʰou⁴⁴	kʰou⁴⁴	kʰou⁴⁴	
扣		kʰou²⁴	kʰou²⁴	kʰou²⁴	kʰou²⁴	kʰou²⁴	kʰou²⁴	kʰou²⁴	kʰou²⁴	
藕		ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	
偶		ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	ɣou⁴⁴	
齁		xou²⁴	xou²⁴	xou²⁴	xou²⁴	xou²⁴	xou²⁴	xou²⁴	xou²⁴	
喉		xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	
猴		xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	
瘊		xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	xou⁵²	
后		xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	
厚		xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	
候		xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	xou⁴¹	
呕		ɣou²⁴	ɣou²⁴	ɣou²⁴	ɣou²⁴	ɣou²⁴	ɣou²⁴	ɣou²⁴	ɣou²⁴	
怄		ɣou⁴¹	ɣou⁴¹	ɣou⁴¹	ɣou⁴¹	ɣou⁴¹	ɣou⁴¹	ɣou⁴¹	ɣou⁴¹	
否		fo⁴⁴	fo⁴⁴	fo⁴⁴	fo⁴⁴/fɔ⁴⁴	fo⁴⁴	fo⁴⁴	fɔ⁴⁴	fo⁴⁴	
麝		ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	
奢		ʂə⁴⁴	ʂə²⁴	ʂə²⁴	ʂə²⁴	ʂə²⁴	ʂə²⁴	ʂə²⁴	ʂə²⁴	
赊		ʂə²⁴	ʂə²⁴	ʂə²⁴	ʂə²⁴	ʂə²⁴	ʂə²⁴	ʂə²⁴	ʂə²⁴	
舍		ʂə⁴⁴	ʂə⁴⁴	ʂə⁴⁴	ʂə⁴⁴	ʂə⁴⁴	ʂə⁴⁴	ʂə⁴⁴	ʂə⁴⁴	
佘	姓	ʂʅ⁵²	ʂʅ⁵²	ʂʅ⁵²	ʂʅ⁵²/ ʂə⁵²	ʂʅ⁵²	ʂʅ⁵²	ʂə⁵²	ʂʅ⁵²	
社		ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	ʂə⁴¹	
惹		ʐə⁴⁴	ʐə⁴⁴	ʐə⁴⁴	ʐə⁴⁴	ʐə⁴⁴	ʐə⁴⁴	ʐə⁴⁴	ʐə⁴⁴	
耶		iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	
爷		iɛ⁵²	iɛ⁵²	iɛ⁵²	iɛ⁵²	iɛ⁵²	iɛ⁵²	iɛ⁵²	iɛ⁵²	
也		iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	iɛ⁴⁴	
夜		iɛ⁴¹	iɛ⁴¹	iɛ⁴¹	iɛ⁴¹	iɛ⁴¹	iɛ⁴¹	iɛ⁴¹	iɛ⁴¹	
傻		ʂa⁴⁴	ʂa⁴⁴	ʂa⁴⁴	ʂa⁴⁴	ʂa⁴⁴	ʂa⁴⁴	ʂa⁴⁴	ʂa⁴⁴	
耍		fa⁴⁴	fa⁴⁴	fa⁴⁴	fa⁴⁴	fa⁴⁴	fa⁴⁴	fa⁴⁴	fa⁴⁴	
瓜		kua²⁴	kua²⁴	kua²⁴	kua²⁴	kua²⁴	kua²⁴	kua²⁴	kua²⁴	
蜗		uo²⁴	uo²⁴	uo²⁴	uo²⁴	uo²⁴	uo²⁴	uo²⁴	uo²⁴	
寡		kua⁴⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	
剐		kua⁴⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	kua⁴⁴	
夸		kʰua²⁴	kʰua²⁴	kʰua²⁴	kʰua²⁴	kʰua²⁴	kʰua²⁴	kʰua²⁴	kʰua²⁴	
跨		kʰua⁴¹	kʰua⁴¹	kʰua⁴¹	kʰua⁴¹	kʰua⁴¹	kʰua⁴¹	kʰua⁴¹	kʰua⁴¹	
瓦		ua⁴⁴	ua⁴⁴	ua⁴⁴	ua⁴⁴	ua⁴⁴	ua⁴⁴	ua⁴⁴	ua⁴⁴	
花		xua²⁴	xua²⁴	xua²⁴	xua²⁴	xua²⁴	xua²⁴	xua²⁴	xua²⁴	
化		xua⁴¹	xua⁴¹	xua⁴¹	xua⁴¹	xua⁴¹	xua⁴¹	xua⁴¹	xua⁴¹	
华	~中	xua⁵²	xua⁵²	xua⁵²	xua⁵²	xua⁵²	xua⁵²	xua⁵²	xua⁵²	
划	动词	xua⁴¹	xua⁴¹	xua⁴¹	xua⁴¹	xua⁴¹	xua⁴¹	xua⁴¹	xua⁵²	
华	~山	xua⁵²	xua⁴¹	xua⁴¹	xua⁴¹	xua⁵²	xua⁵²	xua⁵²	xua⁵²	
蛙		ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	ua²⁴	
洼	~低	ua⁴¹	ua⁴¹	ua⁴¹	ua⁴¹	ua⁴¹	ua⁴¹	ua⁴¹	ua⁴¹	
补		pu⁴⁴	pu⁴⁴	pu⁴⁴	pu⁴⁴	pu⁴⁴	pu⁴⁴	pu⁴⁴	pu⁴⁴	
谱		pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	
布		pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	
铺		pʰu²⁴	pʰu²⁴	pʰu²⁴	pʰu²⁴	pʰu²⁴	pʰu²⁴	pʰu²⁴	pʰu²⁴	
普		pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	
浦		pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	
铺	~店	pʰu⁴¹	pʰu⁴¹	pʰu⁴¹	pʰu⁴¹	pʰu⁴¹	pʰu⁴¹	pʰu⁴¹	pʰu⁴¹	
怖		pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	
蒲		pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	
菩		pʰu⁵²	pʰu⁵²	pʰu⁵²	pʰu⁵²	pʰu⁵²	pʰu⁵²	pʰu⁵²	pʰu⁵²	
脯		pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pu⁴⁴	pu⁴⁴	
部		pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	
步		pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	pu⁴¹	
捕		pʰu⁴⁴	pʰu⁴⁴	pu⁴⁴	pu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pu⁴⁴	pʰu⁴⁴	
哺		pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pʰu⁴⁴	pu⁴⁴	pʰu⁴⁴	
模	~子	mu⁵²	mu⁵²	mu⁵²	mu⁵²	mo⁵²	mo⁵²	mo⁵²	mo⁵²	
模	~范	mo⁵²	mo⁵²	mo⁵²	mo⁵²	mo⁵²	mo⁵²	mo⁵²	mo⁵²	
摹		mo⁵²	mo⁵²	mo⁵²	mo⁵²	mo⁵²	mo⁵²	mo⁵²		
慕		mu⁴¹	mu⁴¹	mu⁴¹	mu⁴¹	mu⁴¹	mu⁴¹	mu⁴¹	mu⁴¹	
墓		mu⁴¹	mu⁴¹	mu⁴¹	mu⁴¹	mu⁴¹	mu⁴¹	mu⁴¹	mu⁴¹	
都	~城	tu²⁴	tu²⁴	tu²⁴	tu²⁴	tu²⁴	tu²⁴	tu²⁴	tu²⁴	
都	~是	tou²⁴	tou²⁴	tou²⁴	tou²⁴	tou²⁴	tou²⁴	tou²⁴	tou²⁴	
堵		tu⁴⁴	tu⁴⁴	tu⁴⁴	tu⁴⁴	tu⁴⁴	tu⁴⁴	tu⁴⁴	tu⁴⁴	
赌		tu⁴⁴	tu⁴⁴	tu⁴⁴	tu⁴⁴	tu⁴⁴	tu⁴⁴	tu⁴⁴	tu⁴⁴	
肚		tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	
妒		tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	
土		tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	
吐	~痰	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	
吐		tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	
兔		tʰu⁴¹	tʰu⁴¹	tʰu⁴¹	tʰu⁴¹	tʰu⁴¹	tʰu⁴¹	tʰu⁴¹	tʰu⁴¹	
徒		tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	
途		tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	
图		tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	tʰu⁵²	
涂		tʰu⁵²	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	tʰu⁴⁴	
杜		tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	
度		tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	
渡		tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	
镀		tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	tu⁴¹	
奴		nu⁵²	nu⁵²	nuŋ⁵²	nuŋ⁵²	nuŋ⁵²	nuŋ⁵²	nuŋ⁵²	nuŋ⁵²	
努		nuŋ⁴⁴	nuŋ⁴⁴	nuŋ⁴⁴	nuŋ⁴⁴	nuŋ⁴⁴	nuŋ⁴⁴	nuŋ⁴⁴	nuŋ⁴⁴	
怒		nu⁴¹	nu⁴¹	nu⁴¹	nu⁴¹	nu⁴¹	nuŋ⁴¹	nu⁴¹	nuŋ⁴¹	
庐		lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	
炉		lu⁵²	lu⁵²	lu⁵²	lu⁵²	lu⁵²	lu⁵²	lu⁵²	lu⁵²	
芦		lu⁵²	lu⁵²	lu⁴⁴	lu⁴⁴	lu⁵²	lu⁵²	lu⁵²	lu⁵²	
鲁		lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	
虏		lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	lu⁴⁴	
路		lu⁴¹	lu⁴¹	lu⁴¹	lu⁴¹	lu⁴¹	lu⁴¹	lu⁴¹	lu⁴¹	
赂		lu⁴¹	lu⁴¹	lu⁴¹	lu⁴¹	lu⁴¹	lu⁴¹	lu⁴¹	lu⁴¹	
露	~水	lu⁴¹	lu⁵²	lu⁴¹	lu⁴¹	lu⁵²	lu⁴¹	lu⁴¹	lu⁴¹	
租		tsu²⁴	tsu²⁴	tsu⁴⁴	tsu⁴⁴	tsu²⁴	tsu²⁴	tsu²⁴	tsu²⁴	
祖		tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	
组		tsu⁴⁴	tsu⁵²	tsu⁵²	tsu⁵²	tsu⁴⁴	tsu⁵²	tsu⁵²	tsu⁵²	
做		tsu⁴¹	tsu⁴¹	tsu⁴¹	tsu⁴¹	tsu⁴¹	tsou⁴¹	tsou⁴¹	tsou⁴¹	
粗		tsʰu²⁴	tsʰu²⁴	tsʰu²⁴	tsʰu²⁴	tsʰu²⁴	tsʰu²⁴	tsʰu²⁴	tsʰu²⁴	
醋		tsʰu⁴¹	tsʰu⁴¹	tsʰu⁴¹	tsʰu⁴¹	tsʰu⁴¹	tsʰu⁴¹	tsʰu⁴¹	tsʰu⁴¹	
苏		su²⁴	su²⁴	su²⁴	su²⁴	su²⁴	su²⁴	su²⁴	su²⁴	
酥		su²⁴	su²⁴	su²⁴	su²⁴	su²⁴	su²⁴	su²⁴	su²⁴	
素		su⁴¹	su⁴¹	su⁴¹	su⁴¹	su⁴¹	su⁴¹	su⁴¹	su⁴¹	
诉		su⁴¹	su⁴¹	su⁴¹	su⁴¹	su⁴¹	su⁴¹	su⁴¹	su⁴¹	
塑		su⁴¹	su⁴¹	su²⁴	su⁴¹	su⁴¹	su²⁴	su²⁴	su²⁴	
姑		ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	
孤		ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	
箍		ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	ku²⁴	
古		ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	
估		ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	
股		ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	
鼓		ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	ku⁴⁴	
故		ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	
固		ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	
雇		ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	
顾		ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	ku⁴¹	
枯		kʰu²⁴	kʰu²⁴	kʰu²⁴	kʰu²⁴	kʰu²⁴	kʰu²⁴	kʰu²⁴	kʰu²⁴	
苦		kʰu⁴⁴	kʰu⁴⁴	kʰu⁴⁴	kʰu⁴⁴	kʰu⁴⁴	kʰu⁴⁴	kʰu⁴⁴	kʰu⁴⁴	
库		kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	
裤		kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	kʰu⁴¹	
吴		u⁵²	u⁵²	u⁵²	u⁵²	u⁵²	u⁵²	u⁵²	u⁵²	
梧		u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	
五		u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	
午		u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	
误		u⁴¹	u⁴¹	u⁴¹	u⁴¹	u⁴¹	u⁴¹	u⁴¹	u⁴¹	
捂		u⁴¹	u⁴⁴	u⁴¹	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	u⁴⁴	
呼		xu²⁴	xu²⁴	xu²⁴	xu²⁴	xu²⁴	xu²⁴	xu²⁴	xu²⁴	
虎		xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	
浒		xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	
胡		xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	
湖		xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	
狐		xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	xu⁴⁴	
壶		xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	
糊		xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	
葫		xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	xu⁵²	
户		xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	
互		xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	
护		xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	xu⁴¹	
乌		u²⁴	u²⁴	u²⁴	u²⁴	u²⁴	u²⁴	u²⁴	u²⁴	
恶	~可	u⁴¹	u⁴¹	u⁴¹	u⁴¹	u⁴¹	u⁴¹	u⁴¹	u⁴¹	
女		ȵy⁴⁴	ȵy⁴⁴	ȵy⁴⁴	ȵy⁴⁴	ȵy⁴⁴	ȵy⁴⁴	ȵy⁴⁴	ȵy⁴⁴	
驴		ly⁵²	ly⁵²	ly⁵²	ly⁵²	ly⁵²	ly⁵²	ly⁵²	ly⁵²	
旅		ly⁴⁴	ly⁴⁴	ly⁴⁴	ly⁴⁴	ly⁴⁴	ly⁴⁴	ly⁴⁴	ly⁴⁴	
虑		ly⁴¹	ly²⁴	ly⁴¹	ly⁴¹	ly⁴¹	ly⁴¹	ly⁴¹	ly⁴¹	
滤		ly⁴¹	ly⁴¹	ly⁴¹	ly⁴¹	ly⁴¹	ly⁴¹	ly⁴¹	ly⁴¹	
蛆		tsʰy²⁴	tsʰy²⁴	tsʰy²⁴	tsʰy²⁴	tsʰy²⁴	tsʰy²⁴	tsʰy²⁴	tsʰy²⁴	
絮		sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	
徐		sy⁵²	sy⁵²	sy⁵²	sy⁵²	sy⁵²	sy⁵²	ɕy⁵²	sy⁵²	
序		sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	
绪		sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	sy⁴¹	
猪		tʂu²⁴	tʂu²⁴	tʂu²⁴	tʂu²⁴	tʂu²⁴	tʂu²⁴	tʂu²⁴	tʂu²⁴	
著		tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	
除		tʂʰu⁵²	tʂʰu⁵²	tʂʰu⁵²	tʂʰu⁵²	tʂʰu⁵²	tʂʰu⁵²	tʂʰu⁵²	tʂʰu⁵²	
阻		tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	tsu⁴⁴	
初		tʂʰuo²⁴	tʂʰuo²⁴	tʂʰuo²⁴	tʂʰuo²⁴	tʂʰuo²⁴	tʂʰu²⁴	tʂʰu²⁴	tʂʰuo²⁴	
楚		tʂʰuo⁴⁴	tʂʰuo⁴⁴	tʂʰuo⁴⁴	tʂʰuo⁴⁴	tʂʰuo⁴⁴	tʂʰu⁴⁴	tʂʰu⁴⁴	tʂʰuo⁴⁴	
锄		tʂʰuo⁵²	tʂʰuo⁵²	tʂʰuo⁵²	tʂʰuo⁵²	tʂʰuo⁵²	tʂʰu⁵²	tʂʰu⁵²	tʂʰuo⁵²	
助		tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	tʂu⁴¹	
梳		fo²⁴	fo²⁴	fo²⁴	fo²⁴	fo²⁴	fo²⁴	fo²⁴	fo²⁴	
蔬		ʂu²⁴	fu²⁴	ʂu²⁴	ʂu²⁴	fu²⁴	fu²⁴	fu²⁴	ʂu²⁴	
所		ʂuo⁴⁴	ʂuo⁴⁴	ʂuo⁴⁴/\nfo⁴⁴	ʂuo⁴⁴/\nfo⁴⁴	ʂuo⁴⁴	ʂuo⁴⁴	ʂuo⁴⁴	ʂuo⁴⁴	
煮		tʂu⁴⁴	tʂu⁴⁴	tʂu⁴⁴	tʂu⁴⁴	tʂu⁴⁴	tʂu⁴⁴	tʂu⁴⁴	tʂu⁴⁴	
处	~相	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	
处	~所	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	tʂʰu⁴¹	
书		fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	
舒		fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	fu²⁴	
暑		fu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁵²	fu⁴⁴	
鼠		fu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁴⁴	
恕		ʂu⁴¹	ʂu⁴¹	ʂu⁴¹	ʂu⁴¹	ʂu⁴¹	ʂu⁴¹	ʂu⁴¹	ʂu⁴¹	
薯		fu⁴⁴	fu⁴⁴	fu⁴⁴	ʂu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁴⁴	fu⁴⁴	
如		lu⁵²	lu⁵²	lu⁵²	lu⁵²	lu⁵²	ʐu⁵²	ʐu⁵²	ʐu⁵²	
茹		lu⁵²	lu⁵²	lu⁵²	lu⁵²	lu⁵²	ʐu⁵²	ʐu⁵²	ʐu⁵²	
居		tɕy²⁴	tɕy²⁴	tɕy⁴¹	tɕy⁴¹	tɕy²⁴	tɕy²⁴	tɕy²⁴	tɕy²⁴	
据		tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	
举		tɕy⁴⁴	tɕy⁴⁴	tɕy⁴⁴	tɕy⁴⁴	tɕy⁴⁴	tɕy⁴⁴	tɕy⁴⁴	tɕy⁴⁴	
锯		tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	
去		tɕʰy⁴¹	tɕʰy⁴¹	tɕʰy⁴¹	tɕʰy⁴¹	tɕʰy⁴¹	tɕʰy⁴¹	tɕʰy⁴¹	tɕʰy⁴¹	
巨		tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	
拒		tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	
距		tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	tɕy⁴¹	
