id	ini	fn	pt	单字	IPA	注释		小學堂	甘網處理後	issame	isui
				𩁚	nan21					1	False
				湌	tsʰan55					1	False
				漧	kon55					1	False
				𥉏	hon55					1	False
				桓	wun21					1	False
				剜	wun21					1	False
				懽	fun55					1	False
				寬	fun55					1	False
				槃	pʰun21					1	False
				鎜	pʰun21					1	False
				柈	pʰun21					1	False
				䊡	man22					1	False
				刪	san55					1	False
				関	kuan55					1	False
				𣠯	san55					1	False
				辬	pan55					1	False
				顏	ŋan21					1	False
				姦	kan55					1	False
				鰥	kuan55					1	False
				閒	kan55;kan33					1	False
				囏	kan55					1	False
				歬	tsʰin21					1	False
				牋	tsin55					1	False
				㮍	tsin55					1	False
				𠀘	tʰin55					1	False
				䒶	tʰin55					1	False
				臤	jin21					1	False
				絃	jyn21					1	False
				烟	jin55					1	False
				𡨾	jin55					1	False
				𤎟	jin55					1	False
				怜	lin21					1	False
				窴	tʰin21					1	False
				秊	nin21					1	False
				㒹	tin55					1	False
				𥓋	jin21					1	False
				𠝃	jyn55					1	False
				囦	jyn55					1	False
				僊	sin55					1	False
				㒨	sin55					1	False
				鱻	sin55					1	False
				𨙙	tsʰin55					1	False
				𠨧	tsʰin55					1	False
				羶	tsin55					1	False
				緾	tsʰin21					1	False
				聮	lyn21					1	False
				仝	tʰoŋ21;tsʰyn21					1	False
				㳂	jyn21					1	False
				鈆	jyn21					1	False
				舩	syn21					1	False
				㳄	jin21					1	False
				涎	jin21					1	False
				甎	tsyn55					1	False
				圜	jyn21					1	False
				揵	kʰin21					1	False
				棬	hyn55					1	False
				焉	jin21					1	False
				鵰	tiu55					1	False
				澆	hiu55					1	False
				寥	liu21					1	False
				𦩻	tsiu55					1	False
				嚻	hiu55					1	False
				⿳艹椎木	tsʰiu21					1	False
				𤓪	tsiu55					1	False
				茮	tsiu55					1	False
				橈	kʰiu21					1	False
				窯	jiu21					1	False
				窰	jiu21					1	False
				搖	jiu21					1	False
				謠	jiu21					1	False
				㲈	siu21					1	False
				臕	piu55					1	False
				瓢	pʰiu21					1	False
				猫	miu55					1	False
				㝯	kʰiu21					1	False
				鍫	tsʰiu55					1	False
				餚	ŋau21					1	False
				拋	pʰau55					1	False
				濠	hau21					1	False
				窂	lau21					1	False
				蒿	kau24					1	False
				搯	tʰau21					1	False
				袌	pʰau21					1	False
				襃	pau55					1	False
				𦵩	tsau55					1	False
				醩	tsau55					1	False
				𣍘	tsʰau21					1	False
				謌	kɔ55					1	False
				駞	tʰɔ21					1	False
				馱	tʰɔ21					1	False
				佗	tʰa55					1	False
				拕	tʰɔ55					1	False
				莎	sa55					1	False
				𣜤	sɔ55					1	False
				𩞁	mɔ55					1	False
				譌	ŋɔ21					1	False
				吪	ŋɔ21					1	False
				騾	lœ22					1	False
				驘	lœ22					1	False
				蠃	lɔ24					1	False
				頗	pʰɔ24					1	False
				窠	wuɔ55					1	False
				踒	wuɔ55					1	False
				鞾	hœ55					1	False
				賖	sɛ55					1	False
				虵	sɛ21					1	False
				鏵	wua21					1	False
				划	wua55					1	False
				拏	na22					1	False
				遐	ha21					1	False
				樝	tsa55					1	False
				柤	tsa55					1	False
				𣘻	tsʰa21					1	False
				烊	jiœŋ21					1	False
				粮	lœŋ21					1	False
				涼	lœŋ21					1	False
				羌	kœŋ55					1	False
				猐	kœŋ55					1	False
				𡺛	kœŋ55					1	False
				䕬	kœŋ55					1	False
				畺	kœŋ55					1	False
				韁	kœŋ55					1	False
				礓	kœŋ55					1	False
				瓤	nɔŋ21					1	False
				廂	sœŋ55					1	False
				𠛂	tsʰɔŋ55					1	False
				床	tsʰɔŋ21					1	False
				㽵	tsɔŋ55					1	False
				甞	sœŋ21					1	False
				廧	tsʰœŋ21					1	False
				墻	tsʰœŋ21					1	False
				䄃	jiœŋ55					1	False
				強	kʰœŋ21					1	False
				啺	tʰɔŋ21					1	False
				𥏬	tʰɔŋ21					1	False
				糛	tʰɔŋ21					1	False
				坣	tʰɔŋ21					1	False
				蜋	lɔŋ21					1	False
				㓻	kɔŋ55					1	False
				桒	sɔŋ55					1	False
				𠸶	sɔŋ55					1	False
				穅	kʰɔŋ55					1	False
				灮	kuɔŋ55					1	False
				恾	mɔŋ21					1	False
				縍	pɔŋ55					1	False
				稉	kaŋ55					1	False
				粳	kaŋ55					1	False
				𩱧	keŋ55					1	False
				阬	haŋ55					1	False
				硎	haŋ55					1	False
				蝱	mɔŋ21					1	False
				橫	wuaŋ21;wuaŋ22					1	False
				橕	tsʰaŋ55					1	False
				樘	tsʰaŋ55					1	False
				荊	keŋ55					1	False
				𥁰	meŋ21					1	False
				䲔	kʰeŋ21					1	False
				輷	kuɐŋ55					1	False
				爭	tsaŋ55					1	False
				箏	tsaŋ55					1	False
				塋	jieŋ21					1	False
				𢦩	seŋ21					1	False
				璚	kʰeŋ21					1	False
				陘	keŋ55					1	False
				靪	tɛŋ55					1	False
				曐	seŋ55					1	False
				姘	peŋ33					1	False
				霛	leŋ21					1	False
				𩆈	leŋ21					1	False
				翎	leŋ21					1	False
				缾	pʰeŋ21					1	False
				蓱	pʰeŋ21					1	False
				滎	jieŋ21					1	False
				䒱	tseŋ55					1	False
				烝	tseŋ55					1	False
				澂	tsʰeŋ21					1	False
				蔆	leŋ21					1	False
				䔖	leŋ21					1	False
				冫	peŋ55					1	False
				椉	seŋ21					1	False
				𠅞	seŋ21					1	False
				塍	seŋ21					1	False
				塖	seŋ21					1	False
				昇	seŋ55					1	False
				扔	jieŋ21					1	False
				楞	leŋ21					1	False
				稜	leŋ21					1	False
				謄	tʰeŋ21					1	False
				恆	heŋ21					1	False
				𢛢	heŋ21					1	False
				㳅	lɐu21					1	False
				瑠	lɐu21					1	False
				秌	tsʰɐu55					1	False
				猷	jiɐu21					1	False
				揫	tsʰɐu55					1	False
				𢭆	tsʰɐu55					1	False
				㨨	tsʰɐu55					1	False
				讎	sɐu21					1	False
				醻	tsʰɐu21					1	False
				丠	jiɐu55					1	False
				丩	tɐu24					1	False
				𢯱	sɐu24					1	False
				𩜯	sɐu24					1	False
				䬒	sɐu24					1	False
				搊	tsɐu33					1	False
				鄹	tsɐu55					1	False
				泅	tsʰɐu21					1	False
				汓	tsʰɐu21					1	False
				𡨃	kʰɐu21					1	False
				𢦵	mɐu21					1	False
				矦	hɐu21					1	False
				𥎦	hɐu21					1	False
				瘊	hɐu21					1	False
				𢔀	tsʰɐm55					1	False
				𢒫	tsʰɐm21					1	False
				鍼	tsɐm55					1	False
				㩒	kʰɐm21					1	False
				捦	kʰɐm21					1	False
				訡	jiɐm21					1	False
				䪩	jiɐm21					1	False
				䘳	kʰɐm55					1	False
				蔘	sɐm55					1	False
				兂	tsam55					1	False
				嵾	tsʰam55					1	False
				龕	hɐm55					1	False
				泔	kam55					1	False
				弎	sam55					1	False
				慙	tsʰam21					1	False
				酣	hon21					1	False
				𥂁	jim21					1	False
				簷	jim21					1	False
				櫩	jim21					1	False
				鎌	lim21					1	False
				㡨	tsʰim55					1	False
				瞻	tsim55					1	False
				箝	kʰim22					1	False
				敁	tim55					1	False
				鮎	nim55					1	False
				醎	ham21					1	False
				尲	kam55					1	False
				檆	tsʰam55					1	False
				櫼	tsʰam55					1	False
				饞	tsʰoi21					1	False
				礹	ŋam21					1	False
				攙	tsʰoi21					1	False
				嵌	hɐm21					1	False
				醃	jip3					1	False
				𢤦	toŋ24					1	False
				緫	tsoŋ24					1	False
				揔	tsoŋ24					1	False
				𢝰	tsoŋ24					1	False
				𨔝	toŋ22					1	False
				隴	loŋ33					1	False
				壠	loŋ33					1	False
				𢶜	jioŋ55					1	False
				宂	hoŋ24					1	False
				冢	tsʰoŋ24					1	False
				塚	tsʰoŋ24					1	False
				恿	jioŋ33					1	False
				𢖶	hoŋ24					1	False
				蜯	pʰɔŋ24					1	False
				帋	tsi24					1	False
				靡	mei33					1	False
				毀	wuɐi24					1	False
				絫	løy22					1	False
				螘	ŋai33					1	False
				觜	tsøy24					1	False
				㭰	tsøy24					1	False
				蘂	jiøy22					1	False
				壐	sɐi24					1	False
				𢔌	pei24					1	False
				俾	pei24					1	False
				豕	tsʰi24					1	False
				揣	tsʰyn24					1	False
				𠂕	tsʰi24					1	False
				𦳊	si24					1	False
				雉	tsʰi21					1	False
				㠯	ji33					1	False
				佀	tsʰy33					1	False
				𥘰	tsy22					1	False
				禩	tsy22					1	False
				𣐈	tsʰi22;tsʰy24					1	False
				𣐈	tsʰi22;tsʰy24					1	False
				俟	tsy22					1	False
				竢	tsy22					1	False
				㜽	tsy24					1	False
				矣	ji33					1	False
				恥	tsʰi24					1	False
				滓	tsy24					1	False
				伱	nei33					1	False
				呂	løy33					1	False
				膂	løy33					1	False
				芧	tsʰy55					1	False
				与	jy33					1	False
				𢌱	jy33					1	False
				䰞	tsy24					1	False
				煑	tsy24					1	False
				汝	jy33					1	False
				黍	sy22					1	False
				𧣒	kʰy22					1	False
				𠩄	sɔ24					1	False
				敘	tsøy22					1	False
				㝢	jy33					1	False
				頫	fu24					1	False
				儛	mou33					1	False
				䳇	mou33					1	False
				鬴	fu24					1	False
				釜	fu24					1	False
				竪	sy22					1	False
				拄	tsy33					1	False
				榘	ky24					1	False
				縷	lɐu33					1	False
				𦙶	ku24					1	False
				隖	wu55					1	False
				戶	wu22					1	False
				礼	lɐi33					1	False
				軆	tʰɐi24					1	False
				洒	sɐi24					1	False
				啟	kʰɐi24					1	False
				启	kʰɐi24					1	False
				陛	pɐi22					1	False
				䲒	hai33					1	False
				嬭	nai33					1	False
				㚷	nai33					1	False
				枴	kuai24					1	False
				𧶅	kʰuɐi24					1	False
				儡	løy33					1	False
				辠	tsøy22					1	False
				骽	tʰøy24					1	False
				傀	kʰuɐi33					1	False
				愷	ʔoi24					1	False
				采	tsʰoi24					1	False
				胗	tsʰɐn24					1	False
				窘	kʰuɐn22					1	False
				僒	kʰuɐn22					1	False
				𢎢	jiɐn24					1	False
				笋	sɐn24					1	False
				𢧨	tsʰɐn24					1	False
				𦝮	mɐn33					1	False
				𢤬	fɐn33					1	False
				楗	kin22					1	False
				輓	wuan33					1	False
				宛	jyn24					1	False
				惌	jyn24					1	False
				忖	tsʰyn24					1	False
				撙	tsyn55					1	False
				沌	tɐn21					1	False
				坉	tɐn21					1	False
				齦	hɐn33					1	False
				𢽳	san24					1	False
				𢿱	san24;san33					1	False
				笴	kon24					1	False
				簳	kon24					1	False
				秆	kon24					1	False
				嬾	lan33					1	False
				䍐	hon24					1	False
				𢭃	tyn24					1	False
				椀	wun21					1	False
				盌	wun21					1	False
				筦	kun24					1	False
				歀	fun24					1	False
				欵	fun24					1	False
				煗	nyn33					1	False
				㬉	nyn33					1	False
				煖	nyn33					1	False
				纂	tsyn55					1	False
				儹	tsan33					1	False
				撰	tsan33					1	False
				產	tsʰan24					1	False
				琖	tsan24					1	False
				𧣴	tsan24					1	False
				腆	tin24					1	False
				蹨	lin33					1	False
				㞡	tsin24					1	False
				譱	sin22					1	False
				䛒	pin22					1	False
				輭	jyn33					1	False
				𢹎	jiu21					1	False
				綤	siu22					1	False
				𧘝	piu24					1	False
				𧞧	piu24					1	False
				舀	jiu24					1	False
				勦	tsiu24					1	False
				𩜿	pau24					1	False
				𩛁	pau24					1	False
				戼	mau33					1	False
				𢯴	kau24					1	False
				齩	ŋau33					1	False
				煼	tsʰau24					1	False
				𩱦	tsʰau24					1	False
				𤌉	tsʰau24					1	False
				衟	tau22					1	False
				𡬹	tau22					1	False
				堖	nau33					1	False
				𠜶	nau33					1	False
				㛮	sau24					1	False
				㛐	sau24					1	False
				埽	sau33					1	False
				㠀	tʰau24					1	False
				艸	tsʰau24					1	False
				𧎮	tsau24					1	False
				皁	tsau22					1	False
				稾	kau24					1	False
				藁	kau24					1	False
				珤	pau24					1	False
				𣎼	pau24					1	False
				堢	pau24					1	False
				攷	kʰau24					1	False
				燺	hau33					1	False
				菓	kɔ24;kuɔ24					1	False
				菓	kɔ24;kuɔ24					1	False
				朶	tœ24					1	False
				惰	tɔ22					1	False
				橢	tʰɔ33					1	False
				𡋲	tsʰɔ33					1	False
				裸	lɔ24					1	False
				躶	lɔ24					1	False
				𧝹	lɔ24					1	False
				臝	lɔ24					1	False
				𥙯	wuɔ22					1	False
				壄	jiɛ33					1	False
				叚	ka24					1	False
				瘂	ʔa24					1	False
				𤺘	ʔa24					1	False
				丅	ha22					1	False
				廈	ha22					1	False
				撦	tsʰɛ24					1	False
				痒	jiœŋ33					1	False
				㢡	tsœŋ24					1	False
				㯍	tsœŋ24					1	False
				彊	kʰœŋ33					1	False
				彊	kʰœŋ33					1	False
				𠁊	sɔŋ24					1	False
				亯	hœŋ24					1	False
				廠	tsʰɔŋ24					1	False
				攘	jiœŋ22					1	False
				髣	fɔŋ24					1	False
				网	mɔŋ33					1	False
				輞	mɔŋ22					1	False
				棢	mɔŋ22					1	False
				摤	tsʰœŋ24					1	False
				丄	sœŋ22					1	False
				朖	lɔŋ33					1	False
				誏	lɔŋ33					1	False
				忼	kʰɔŋ24					1	False
				𧧢	fɔŋ55					1	False
				儆	keŋ24					1	False
				鑛	kʰɔŋ55					1	False
				𨥑	kʰɔŋ55					1	False
				𡴘	heŋ22					1	False
				靜	tseŋ22					1	False
				靖	tseŋ22					1	False
				⿱⿰来攵正	tseŋ24					1	False
				阾	lɛŋ33					1	False
				丼	tsɛŋ24					1	False
				𩠑	tɛŋ24					1	False
				𩕢	tɛŋ24					1	False
				竝	peŋ33					1	False
				抍	tsʰeŋ24					1	False
				撜	tsʰeŋ24					1	False
				肎	heŋ24					1	False
				㕛	jiɐu33					1	False
				㱙	nɐu24					1	False
				𩠐	sɐu24					1	False
				阜	fou21					1	False
				𨸏	fou21					1	False
				咎	kɐu33					1	False
				紂	tsɐu22					1	False
				㕗	jiɐu33					1	False
				䛻	jiɐu33					1	False
				莠	jiɐu33					1	False
				帚	tsɐu24					1	False
				箒	tsɐu24					1	False
				垕	hɐu33					1	False
				𨒥	hɐu22					1	False
				𠭇	mou33					1	False
				畮	mou33					1	False
				畞	mou33					1	False
				㪷	tɐu24					1	False
				阧	tɐu24					1	False
				蕅	ŋɐu33					1	False
				叜	sɐu24					1	False
				𠋢	sɐu24					1	False
				吼	hɐu33					1	False
				吽	hɐu33					1	False
				寑	tsʰɐm24					1	False
				𡪢	tsʰɐm24					1	False
				邥	sɐm24					1	False
				稟	pɐn24					1	False
				漤	lam22					1	False
				𠭖	kam24					1	False
				𣪏	kam24					1	False
				𢽤	kam24					1	False
				擥	lam33					1	False
				冉	jim33					1	False
				儼	ŋam22					1	False
				鹻	ham22					1	False
				減	kam24					1	False
				𠤈	foŋ22					1	False
				糉	tsoŋ33					1	False
				甕	ʔoŋ33					1	False
				㝱	moŋ22					1	False
				眾	tsoŋ33					1	False
				𡲣	kɔŋ33					1	False
				衖	hɔŋ22					1	False
				𢻃	si22					1	False
				刾	tsʰi33					1	False
				竩	ji21					1	False
				𣉻	tsi33					1	False
				翄	tsʰi55					1	False
				𦐊	tsʰi55					1	False
				𥝩	søy22					1	False
				俻	pei22					1	False
				𤰇	pei22					1	False
				𤰈	pei22					1	False
				媿	kʰuɐi33					1	False
				聭	kʰuɐi33					1	False
				謉	kʰuɐi33					1	False
				眎	si22					1	False
				眡	si22					1	False
				𥝤	lei22					1	False
				𦡸	nɐi33					1	False
				䊧	pʰei33					1	False
				寐	mei33					1	False
				冀	kʰi33					1	False
				兾	kʰi33					1	False
				弍	ji22					1	False
				亖	sei33					1	False
				𠃢	sei33					1	False
				𩬶	sy33					1	False
				墬	tei22					1	False
				肄	ji22					1	False
				孠	tsy22					1	False
				飤	tsy22					1	False
				𩱓	nei22					1	False
				廁	tsʰy33					1	False
				彙	wui22					1	False
				蝟	wuɐi22					1	False
				疿	fei24					1	False
				炁	hi33					1	False
				箸	tsy24					1	False
				𠁅	tsʰy33					1	False
				庽	jy22					1	False
				戍	sy33					1	False
				䘱	jy22					1	False
				諭	jy22					1	False
				訃	fu22					1	False
				霚	mou22					1	False
				頋	ku33					1	False
				錮	ku33					1	False
				瓠	wu21;wu22					1	False
				絝	fu33					1	False
				袴	fu33					1	False
				𤾕	tʰɐi33					1	False
				暜	tʰɐi33					1	False
				㬱	tʰɐi33					1	False
				鬀	tʰɐi33					1	False
				𡲕	tʰɐi33					1	False
				𥿳	sɐi33					1	False
				壻	sɐi33					1	False
				𦃟	hɐi22					1	False
				瞖	ʔɐi33					1	False
				閇	pɐi33					1	False
				箅	pɐi33					1	False
				昋	kuɐi33					1	False
				炅	kuɐi33					1	False
				炔	kuɐi33					1	False
				隷	tɐi22					1	False
				衞	wuɐi22					1	False
				芮	nøy22					1	False
				脃	tsʰøy33					1	False
				膬	tsʰøy33					1	False
				銳	jiøy22					1	False
				綴	tsyt3					1	False
				稅	søy33					1	False
				𡚁	pɐi22					1	False
				敝	pɐi22					1	False
				𠛐	tsɐi33					1	False
				𣂯	sɐi22					1	False
				兌	tøy33					1	False
				𣞖	tsʰoi33					1	False
				蛻	tʰøt3					1	False
				挂	kua33					1	False
				隘	ʔai33					1	False
				𨽴	ʔai33					1	False
				恠	kuai33					1	False
				𣀩	wuai33					1	False
				蒯	kuai24					1	False
				墤	kʰuai33					1	False
				𢷎	pai33					1	False
				𡎯	wuai33					1	False
				𣀕	pai22					1	False
				𡭊	tøy33					1	False
				碓	tøy33					1	False
				𢓴	tʰøy33					1	False
				𨓤	tʰøy33					1	False
				凷	kʰuai33					1	False
				內	nøy33					1	False
				儽	løy22					1	False
				帒	toi22					1	False
				㮣	kʰoi33					1	False
				欬	kʰɐt5					1	False
				硋	ŋoi22					1	False
				棌	tsʰoi24					1	False
				刈	ŋɐi22					1	False
				訙	sɐn33					1	False
				吝	lɐn22					1	False
				敶	tsʰɐn21;tsɐn21					1	False
				昚	sɐn22					1	False
				晉	tsɐn33					1	False
				㬜	tsɐn33					1	False
				衅	jiɐn22					1	False
				舋	jiɐn22					1	False
				儁	tsɐn33					1	False
				䑞	sɐn33					1	False
				𥻔	fɐn33					1	False
				劤	keŋ33					1	False
				𩕾	jyn22					1	False
				𩚳	fan22					1	False
				楦	hyn55					1	False
				腱	kin22					1	False
				扽	tɐn33					1	False
				𣏔	kʰuɐn33					1	False
				媆	nyn22					1	False
				歕	pʰɐn33					1	False
				遁	tsʰɐn22					1	False
				遯	tsʰɐn22					1	False
				釬	hon22					1	False
				歎	tʰan33					1	False
				爤	lan22					1	False
				𢿱	san24;san33					1	False
				換	wun22					1	False
				𢯲	wun21					1	False
				鑵	kun33					1	False
				貦	wun22					1	False
				貦	wun22					1	False
				椴	tyn22					1	False
				喚	wun22					1	False
				嚾	wun22					1	False
				𡅽	wun22					1	False
				煥	wun22					1	False
				筭	syn33					1	False
				幔	man22					1	False
				靽	pun22					1	False
				諫	kan33					1	False
				㵎	kan33					1	False
				鐗	kan33					1	False
				閒	kan55;kan33					1	False
				鴈	ŋan22					1	False
				鳫	ŋan22					1	False
				𢠶	wuan22					1	False
				宦	wuan22					1	False
				涮	tsʰat3					1	False
				襻	pʰan33					1	False
				袒	tsan21					1	False
				寰	jyn24					1	False
				奠	tin22					1	False
				鍊	lin21					1	False
				鷰	jin33					1	False
				咽	jin33					1	False
				麪	min22					1	False
				線	sin33					1	False
				䄠	sim21					1	False
				𥳭	tsin33					1	False
				睠	kyn33					1	False
				鏇	syn21					1	False
				騗	pʰin33					1	False
				輾	tsin24					1	False
				徧	pʰin33					1	False
				糶	tʰiu33					1	False
				趒	tʰiu33					1	False
				弔	tiu33					1	False
				㞙	niu22					1	False
				𥬇	siu33					1	False
				𠺑	siu33					1	False
				鞘	tsʰiu33					1	False
				炤	tsiu33					1	False
				詔	tsiu22					1	False
				噍	tsau33					1	False
				玅	miu22					1	False
				𤻲	liu21					1	False
				醮	tsam33					1	False
				𥛲	tsam33					1	False
				庿	miu24					1	False
				効	hau22					1	False
				𢼂	kau33					1	False
				䈇	tsau33					1	False
				皃	mau22					1	False
				䫉	mau22					1	False
				潲	sau33					1	False
				潲	sau33					1	False
				𠆴	nau22					1	False
				笊	tsau24					1	False
				𤩭	hau22					1	False
				盜	tau22					1	False
				潦	lau22					1	False
				虣	pau22					1	False
				奧	ʔau33					1	False
				埽	sau33					1	False
				𩝝	kau24					1	False
				犒	kau24					1	False
				秏	hau33					1	False
				馱	tʰɔ21					1	False
				盉	wuɔ21					1	False
				涶	tʰɔ33					1	False
				䃺	mɔ33					1	False
				稬	nɔ22					1	False
				摞	lɔ22					1	False
				刴	tøt3					1	False
				稼	ka33					1	False
				乍	tsa33					1	False
				褯	tsɛk2					1	False
				䠶	sɛ22					1	False
				𧟳	pa33					1	False
				垻	pa33					1	False
				帊	pʰak3					1	False
				樺	wua21					1	False
				笡	tsʰɛ22					1	False
				㨾	jiœŋ22					1	False
				痮	tsœŋ33					1	False
				㢓	tsœŋ33					1	False
				丄	sœŋ22					1	False
				𪛋	tsʰœŋ33					1	False
				刱	tsʰɔŋ33					1	False
				𨡰	tsœŋ33					1	False
				𨟻	tsœŋ33					1	False
				況	fɔŋ33					1	False
				俇	kʰuɔŋ22					1	False
				暀	wuɔŋ22					1	False
				宕	tɔŋ22					1	False
				炕	kʰɔŋ33					1	False
				爌	kʰuɔŋ33					1	False
				攩	kʰuɔŋ33					1	False
				暎	jieŋ24					1	False
				𥪰	keŋ22					1	False
				橫	wuaŋ21;wuaŋ22					1	False
				棅	pɛŋ55					1	False
				詠	wueŋ21					1	False
				牚	tsʰaŋ55					1	False
				迸	peŋ33					1	False
				鞕	ŋaŋ22					1	False
				輷	kuɐŋ55					1	False
				淨	tseŋ22					1	False
				瀞	tseŋ22					1	False
				甯	neŋ21					1	False
				磬	heŋ33					1	False
				殸	heŋ33					1	False
				鐙	teŋ33					1	False
				祐	jiɐu22					1	False
				齅	tsʰɐu33					1	False
				呪	tsɐu33					1	False
				匶	kɐu33					1	False
				𤸃	sɐu33					1	False
				漱	sɐu33					1	False
				縐	tsɐu33					1	False
				溜	lɐu21					1	False
				𢕒	fok2					1	False
				鼬	jiɐu24					1	False
				瘶	sɐu33					1	False
				㝅	kʰɐu33					1	False
				湊	tsɐu33					1	False
				𨹟	lɐu22					1	False
				濅	tsɐm33					1	False
				𣹦	tsɐm33					1	False
				絍	jiɐm21					1	False
				撢	tʰam33					1	False
				蹔	tsam22					1	False
				豔	jim22					1	False
				艶	jim22					1	False
				爓	jim22					1	False
				𤅸	jim22					1	False
				㮇	tʰim24					1	False
				釅	ŋam22					1	False
				蘸	tsam55					1	False
				𧸖	tsam33					1	False
				鑑	kam33					1	False
				汎	fan33					1	False
				劔	kim33					1	False
				㐸	him33					1	False
				𡲃	ʔok5					1	False
				𦤼	ʔok5					1	False
				牘	tok2					1	False
				犢	tok2					1	False
				糓	kok5					1	False
				斛	hok2					1	False
				禿	tʰok5					1	False
				𣬜	tʰok5					1	False
				遬	tsʰok5					1	False
				𧫣	tsʰok5					1	False
				祿	lok2					1	False
				䑑	pok5					1	False
				醭	pʰɔk3					1	False
				卜	pok5					1	False
				𦨈	fok2					1	False
				栿	fok2					1	False
				𡙳	kok5					1	False
				掬	kok5					1	False
				麴	kok5					1	False
				𥶶	kok5					1	False
				𩍔	kok5					1	False
				稸	tsʰok5					1	False
				𤲸	tsʰok5					1	False
				𥲔	tsok5					1	False
				𡹆	tok2					1	False
				鋦	kok2					1	False
				属	sok2					1	False
				觕	tsok5					1	False
				錄	lok2					1	False
				綠	lok2					1	False
				𥻆	sok5					1	False
				浞	tsok5					1	False
				涿	tœk3					1	False
				剝	mɔk3					1	False
				𩅟	pʰɔk2					1	False
				朴	pʰɔk3					1	False
				㱿	hɔk3					1	False
				搉	kʰɔk3					1	False
				碻	kʰɔk3					1	False
				㪬	tsʰɔk3					1	False
				姪	tsɐt2					1	False
				妷	tsɐt2					1	False
				厀	tsʰɐt5					1	False
				弌	jiɐt5					1	False
				柒	tsʰɐt5					1	False
				㮚	løt2					1	False
				𣡷	løt2					1	False
				𤕺	tsɐt2					1	False
				室	sɐt5					1	False
				𧖅	mɐt2					1	False
				𢐀	pɐt2					1	False
				㢸	pɐt2					1	False
				𠡂	pɐt2					1	False
				秫	søt2					1	False
				𦬸	søt2					1	False
				瑟	sɐt5					1	False
				𣃦	mɐt2					1	False
				訖	kɐt5					1	False
				吃	hɛk3					1	False
				栰	fɐt2					1	False
				厥	kʰyt3					1	False
				氒	kʰyt3					1	False
				橜	kʰyt3					1	False
				憠	kʰyt3					1	False
				𩠖	fɐt3					1	False
				𩑛	fɐt3					1	False
				韤	mat2					1	False
				韈	mat2					1	False
				蠍	hit3					1	False
				𢶆	kʰit3					1	False
				沒	mut2					1	False
				沒	mut2					1	False
				餑	put2					1	False
				𡋯	put2					1	False
				㞕	sɐu55					1	False
				𣝗	hɐt2					1	False
				𠿒	hot3					1	False
				獺	tsʰat3					1	False
				辢	lɐt2					1	False
				瘌	lɐt3					1	False
				㵣	hot3					1	False
				攃	tsʰat5					1	False
				鉢	put5					1	False
				盋	put5					1	False
				𡙜	tyt2					1	False
				敓	tyt2					1	False
				𧯆	kʰut3					1	False
				𣸍	pʰut3					1	False
				脫	tʰyt3					1	False
				掇	tsyt3					1	False
				掇	tsyt3					1	False
				鈸	pɐt2					1	False
				穵	wuat3					1	False
				詧	tsʰat3					1	False
				𨰉	tsat3					1	False
				決	kʰyt3					1	False
				銕	tʰit3					1	False
				𢧵	tsit2					1	False
				撆	pʰit3					1	False
				𠛱	lit2					1	False
				悊	tsit3					1	False
				喆	tsit3					1	False
				嚞	tsit3					1	False
				鼈	pit3					1	False
				絕	tsyt2					1	False
				䨮	syt3					1	False
				悅	jyt2					1	False
				閱	jyt2					1	False
				說	syt3					1	False
				𢚃	lyt3					1	False
				別	pit2					1	False
				別	pit2					1	False
				鑰	jiœk3					1	False
				腳	kœk3					1	False
				繛	tsʰœk3					1	False
				卻	kʰœk3					1	False
				勺	tsœk3					1	False
				𩰥	tsœk3					1	False
				縛	pɔk3					1	False
				酪	lɔk3					1	False
				拓	tʰɔk5					1	False
				𢙣	ʔɔk5					1	False
				郝	fɔk3					1	False
				𩫏	kuɔk3					1	False
				𨟍	kuɔk3					1	False
				敀	pek5					1	False
				㘌	kɛk2					1	False
				頟	ŋak2					1	False
				𡍩	tsʰak3					1	False
				㿭	tsʰak3					1	False
				㡯	tsak2					1	False
				𧖴	mak2					1	False
				脉	mak2					1	False
				衇	mak2					1	False
				冊	tsʰak3					1	False
				𥬰	tsʰak3					1	False
				柵	san55					1	False
				搤	ʔɐk5					1	False
				㧖	ʔɐk5					1	False
				軶	ʔɐk5					1	False
				烾	tsʰɛk3					1	False
				㡿	tsʰek5					1	False
				擿	tsak2					1	False
				闢	pʰek5					1	False
				㭊	sek5					1	False
				𥴦	tɛk2					1	False
				籴	tɛk2					1	False
				𠜓	tʰek5					1	False
				𡧘	tsek2					1	False
				𡧯	tsek2					1	False
				覛	mek2					1	False
				軄	tsek5					1	False
				飭	sek5					1	False
				稙	tsek2					1	False
				嗇	sek3					1	False
				𩙺	jiek2					1	False
				卽	tsek5					1	False
				偪	pek5					1	False
				惪	tɐk5					1	False
				𠟻	tsɐk5					1	False
				𠟭	tsɐk5					1	False
				𧵪	tsʰak3					1	False
				𡫼	sɐk5					1	False
				什	sɐp2					1	False
				溼	sɐp5					1	False
				𨕤	kɐp2					1	False
				㬤	sɐp5					1	False
				歰	kip3					1	False
				澁	kip3					1	False
				噏	kʰɐp5					1	False
				撘	tap3					1	False
				搚	lai55					1	False
				㩉	lai55;tʰap3					1	False
				欱	hot3					1	False
				臈	lap3					1	False
				鑞	lap3					1	False
				䗶	lap3					1	False
				搨	tʰap3					1	False
				榻	tʰɐp5					1	False
				㯓	tʰɐp5					1	False
				磕	kʰoi33					1	False
