#詞語	音標	解釋
娃娃鱼	va va y	大鲵。两栖动物,身体长而扁,眼小,口大,四肢短,生活在山谷的溪水中,叫的声音像婴儿。
娃他舅	va tʰa tɕiəu5	丈夫对妻子兄弟的称呼。
娃娃伙儿	va va xuɤ3 εr	小孩子。常用于复指,也可用于单指:窗子上的玻璃肯定是~踢足球的时候弄烂的。/~不听大人话,就不行!
窊	va3	跑:在操场里~给咧几圈子。《广韵·祃韵》:“乌吴切。踏地用力。”
瓦	va3	拉下,阴沉着:整天~下个脸,谁吃咧他们家里的咧。
瓦渣子	va3 tsa tsɿ	小石块儿、小瓦片儿。
瓦渣云	va3 tsa yŋ	像小瓦片状的云彩。
瓦扣扣	va3 kəu kəu	膝盖骨。
瓦刀	va5 tɔu	瓦工用来砍断砖瓦、涂抹泥灰的工具,形状像刀。洼va44山坡:乡里娃娃山里~里的跑惯咧。
哇呜子	va5 vu tsɿ	埙,用黏土烧制而成。
搭	ta2	从(介词),后跟表示处所的名词,表示方位,处所:~这搭走北京,坐火车方便。/~桥上过去就是的。
搭贴	ta2 tʰiε	(生意)赔本:刚这一回就~咧不少。②白白葬送:这么下去~多少都没啥结果。
搭帮	ta2 paŋ	帮忙:一搭里给张老师~走。
搭情	ta2 tɕʰiŋ	给有喜事或丧事人家送礼金或礼物,也说“搭人情、随人情”:明儿个中午要给人~去呢!
搭人情	ta2 ʐəŋ tɕʰiŋ	同“搭情”。
搭车	ta2 tʂʰɤ2	乘车。这儿啥都好,就是~去不方便。
搭救	ta2 tɕiəu5	帮助人脱离危险或灾难。幸亏有人~,不然早没事咧。
搭背	ta2 pei5	背上起的疮:起咧个~,疼得很。
搭背风	ta2 pei5 fəŋ	顺风。
搭不住刀子	ta2 pu tʂʰu5 tɔu2 tsɿ	原指牛羊瘦,没有多少肉。引申为某人钱财少经不起别人折腾:那个可怜着~么,和他耍啥呢!
褡褡	ta2 ta	手提袋一类的总称。
褡褡子	ta2 ta tsɿ	同“褡褡”。
打从	ta2 tsʰuŋ	自从。~你来,我们就没过上个好日子。
大	ta	父亲。父亲的兄长弟弟按次序可称:大大、二大、三大等。
大大	ta ta	对年青男性的泛称(含贬义):谁不知道他这个~的
打整	ta2 tʂəŋ3	迷信的做法,请道士或阴阳作法驱鬼祈福的活动。
打	ta3	常用在被动语态中。①虫蛀:皮袄叫虫~咧几个洞。②(煤气)使人中毒:他哥让煤烟子~咧。
打平伙	ta3 pʰiŋ xuɤ	大家共同吃喝,均摊费用。
打转转	ta3 tʂuæ̃5 tʂuæ̃	转圈:把人冤枉得眼泪花花在眼睛里~呢。打耍耍ta53ʂua53ʂua21漫不经心、不当一回事儿。
打双扣	ta3 ʂuaŋ2 kʰəu	扑克的一种玩法。
打捶	ta3 tʂʰuei	打架:街上今儿个有人~着呢,你看乜没人敢拉。
打关	ta3 kuæ̃2	指几个人或更多的人聚在一起喝酒时,由一人与其他人分别划拳喝酒,结束后,再由下一个人接着与其他人划拳,轮流进行。与其他人分别划拳的人叫“关家”,其他人与“关家”划拳则叫“应关”,与所有人都划拳喝酒叫做“打通关”。
打卦	ta3 kua5	算卦。
打颤	ta3 tʂæ̃5	哆嗦。
打春	ta3 tʂʰuŋ2	立春。
打颤颤	ta3 tʂæ̃5 tʂæ̃	程度较“打颤”更强。
打捶泡将	ta3 tʂʰuei pʰɔu5 tɕiaŋ5	打架闹事:两口子~的,日子还过吗不过?
打杂剜烟锅子	ta3 tsa væ̃ iæ̃2 kuɤ3 tsɿ	指经常干一些细小、琐碎
打虫	ta3 tʂʰuŋ	给小孩子吃药打下肚子里的寄生虫。
打虫药	ta3 tʂʰuŋ yɤ2	打寄生虫的药。
打牌	ta3 pʰεi	玩麻将、扑克的通称。
打坟	ta3 fəŋ	挖掘坟坑。
打毛牛	ta3 mɔu ȵiəu	打陀螺:一群娃娃在冻实的冰上~着呢。
打倒烟	ta3 tɔu5 iæ̃	受风向或烟囱结构影响,炉子或灶膛里的烟不能顺畅排出而从炉子口冒出:今儿个吹的东南风,炉子~开咧。
打能能	ta3 nəŋ nəŋ	大人帮小孩学站立时,嘴里常说:“能能,打个能能。”所以“打能能”指小孩开始学着站立:你看乜家这个娃娃,才几个月么就~开咧。
打牛后半截	ta3 ȵiəu xəu5 pæ̃ tɕiε	喻指务农:你旦不好好学习咧,回家~去。
打心锤锤子	ta3 ɕiŋ tʂʰuei tʂʰuei tsɿ	心肝宝贝:那是人家的个~,谁敢碰一下。
打尜儿	ta3 ka r	玩尜儿的游戏。也说“喝梢”。
打交儿	ta3 tɕiɔu3 r	打交道:那个人你就不能和他~。
打口哨	ta3 kʰəu3 sɔu5	吹口哨:他只要一上台,观众就拼命地~。
打嗑噔	ta3 kʰy5 tʰəŋ	犹豫:赶紧把钱交咧去,再不咧~咧。②不顺利:你不咧看这事还~呢。
打黑牛惊黄牛	ta3 xei ȵiəu tɕiŋ2 xuaŋ ȵiəu	指因某事引起的连锁反应:这么一弄,怕是要~咧。
打和声	ta3 xuɤ5 ʂəŋ	跟上别人无目的地起哄:再不咧跟上~咧,赶紧干自己的事情去。
打捷路	ta3 tɕiε lu	抄近道:你~走,看能追上他吗。
打张	ta3 tʂaŋ	收拾、打扫:把房里赶紧~一下,来人恰。
打扎合严	ta3 tsa xuɤ ȵiæ̃	总计,把所有的都加起来。
打陷皮子	ta3 sæ̃5 pʰi tsɿ	一种游戏。玩时用手掌击打对方手背,打不着就由对方来打,依次轮换。
打砂锅	ta3 sa2 kuɤ	一种用手掌平展(水)、拳头(石头)、五指蜷曲略张开(砂锅)决定输赢的游戏,相当于游戏“石头、剪刀、布”。
打沙包	ta3 sa pɔu	儿童玩沙包的游戏。
打胡墼仗	ta3 xu tɕi tʂaŋ5	一种掷扔土块的游戏。
打刷子	ta3 ʂua tsɿ	日常用具。在木柄上缝上许多旧布条,用来拍打身体上的尘土。
打板	ta3 pæ̃3	小孩玩的打纸板游戏,也说“打四角板”。
打野食	ta3 iε3 ʂʅ	家中有配偶,却在外面有情人。
打车轱轮	ta3 tʂʰɤ2 ku luŋ	侧手翻。
打郎搪	ta3 laŋ tʰaŋ	不重视、不当一回事:这可不是~的事。
打错茬	ta3 tsʰuɤ5 tsʰa	错过:他刚走,你连他~咧。
打饱嗝	ta3 pɔu3 kəu	因吃得太饱致使气息受阻并发出响声。
打嗝	ta3 kəu5	由于膈肌痉挛,急促吸气后,声门突然关闭,发出声音。也说“饥嗝”。
打灯蛾蛾	ta3 təŋ nuɤ nuɤ	灯蛾子。
大大	ta5 ta	父辈中排行老大的伯父。固原话中称呼父亲的兄长、弟弟时,常在“大”前加排行数以示区别,但排行最小不能称“碎大”,而要称“碎爸”。
大堡子	ta5 pu3 tsɿ	指监狱。
大番小事	ta5 fæ̃ ɕiɔu3 sɿ5	大小事情的统称。
大前天	ta5 tɕʰiæ̃ tʰiæ̃	前天之前的那一天。也说“大前儿个”。
大后天	ta5 xəu5 tʰiæ̃	后天之后的那一天。也说“大后儿个”。
大大后天	ta5 ta5 xəu5 tʰiæ̃	后天之后的第二天。
大拇尕	ta5 mu ka	大拇指。
大气	ta5 tɕʰi	大方、不吝啬:你把那~一点能成吗?②大度:小王是个~人,给在乎你说错啥呢。③穿着打扮不俗气:乜连一般人就是不一样,随便穿个啥都是那么~。
大尾巴狼	ta5 i3 pa laŋ	比喻大大咧咧,容易忘事之人:那是个~一个,你再给说给一下。
大姨姐	ta5 i tɕiε3	妻子的姐姐。也说“大姨子”。
大姑子姐	ta5 ku tsɿ tɕiε3	丈夫的姐姐。
大燕麦	ta5 iæ̃5 mei	燕麦的一个品种,多用来喂牲口。
大肉	ta5 ʐəu5	猪肉。
大油	ta5 iəu	猪油。
大碎	ta5 suei	大和小:~事你就不咧管咧,看他们咋弄去呢。②大小(侧重于小):乜~是个官么,你总知道让个座呢么!
大门楼子	ta5 məŋ lu tsɿ	固定装饰院落大门的建筑物。
大舌头	ta5 ʂɤ tʰəu	舌头不灵活,口齿不清。②说话不清楚的人。
大肚子	ta5 tu5 tsɿ	腹部较大。②怀孕:你媳妇~着呢,叫干啥小心着。
大肚子婆娘	ta5 tu5 tsɿ pʰɤ ȵiaŋ	孕妇。
大天白日	ta5 tʰiæ̃ pei ʐʅ	白天(强调):~的,你就蒙着头睡
大发	ta5 fa	超过了适当的限度:这一下怕是给弄~咧。
大拿儿	ta5 na εr	在某方面自我感觉良好、自以为是的人:你不咧在这儿耍~咧,比你强的人多的是。
大尽	ta5 tɕiŋ	农历有30天的月份。
大香	ta5 ɕiaŋ	常用的调味香料,是八角茴香的果实,呈八角形。也叫大茴香。
大压小	ta5 ȵia5 ɕiɔu3	一种猜拳的方式。双方各自同时伸出一个手指为限。以“拇指胜食指,食指胜中指,中指胜无名指,无名指胜小指,小指胜拇指”的规则决定胜负。
大滑头	ta5 xua tʰəu	指非常油滑的人。
大烩菜	ta5 xuei5 tsʰæ̃5	将品种较多的菜与牛肉或猪肉片烩在一起的菜肴。
大立柜	ta5 li kuei5	大衣柜。
大话刨天	ta5 xua5 pʰɔu tʰiæ̃	说话声音大:小声点,这儿是医院,不咧~的。②无所顾忌地吹牛皮:不咧~的,做到咧才算呢。
大暖	ta5 nuæ̃3	指冬季集中供暖。
大疮	ta5 tʂʰuaŋ	梅毒。
大闪	ta5 ʂæ̃3	(人)大个头儿:(打篮球)几个~打不过几个碎个子。
大擂捶	ta5 luei tʂʰuei	物品形体大。
大牲口	ta5 səŋ kʰəu	专指骡马等大家畜。
大净	ta5 tɕiŋ5	古典戏曲当中性格刚烈、为人正直的角色,脸谱以黑色为主,属花脸中的黑头。
大襟子	ta5 tɕiŋ tsɿ	钮扣开在右边的中式便服。
大女子	ta5 ȵy3 tsɿ	排行老大的女儿:你的~在哪达工作着呢?②年龄较大的未婚女孩子:一个~疯疯张张跑过来把人吓咧一跳!
大汉	ta5 xæ̃	大人,相对小孩子而言。
大汉子	ta5 xæ̃5 tsɿ	大个子,特指男性。
大屄愣愣	ta5 pʰi ləŋ3 ləŋ	詈语。指人的年龄老大不小,却不懂事。
大窝子	ta5 vɤ tsɿ	子女中排行最大的:~是个儿子,老二是个女子。
大师	ta5 sɿ	厨师。也说“饭大师”。
大老碗	ta5 lɔu væ̃3	非常大的碗:这个人饿得劲大咧,一下子吃咧这么高的两~。
大咧咧	ta5 liε liε	骄傲自大,瞧不起人。也说“大不咧咧”。
大装货	ta5 tʂuaŋ2 xuɤ	从外地整批运来的货物。
大脖子病	ta5 pɤ tsɿ piŋ5	指地方性甲状腺肿大症,是由于缺碘而引起的患者脖根变粗。
大暑	ta5 ʂu	节气之一。
大雪	ta5 ɕyɤ	节气之一。
大寒	ta5 xæ̃	节气之一。
大烟	ta5 iæ̃	鸦片的通称。
大腿	ta5 tʰuei	下肢。②比喻有权势的人:人家抱下个~着呢,谁能把人家弄动弹!
大腿面子	ta5 tʰuei miæ̃5 tsɿ	大腿前部的肌肉。
大面子	ta5 miæ̃5 tsɿ	表面上:~上能过去就能成咧!②很大的情面:这可是给咱们给咧~咧!
大头	ta5 tʰəu	脑袋形状大。②呆傻、愚笨之人:再不咧让人把你当~对待咧!③凑份子吃饭时掏钱最多的人:谁是~谁多喝一杯酒!
大头子	ta5 tʰəu tsɿ	物体分量重或体积大的一头儿:几个人抬~,碎头子两个人就够咧。②数量相对多的一份:这个事情没说的,我出~。
大明大亮	ta5 miŋ ta5 liaŋ	公开地:这个事你就~地弄去,没人说你啥!②无所顾忌地:人家~地喊着呢,证明事情已经定下咧!
塌鼻子	tʰa2 pi tsɿ	鼻梁凹下的鼻子。②鼻梁凹下的人。
拓	tʰa	在文字或图案上蒙一层薄纸,再用笔依照文字或图案的样子把它画出来:照着画不好,干脆~着画算咧。②盖、印:一个申请书上就~咧十几个章子。
拓章子	tʰa2 tʂaŋ2 tsɿ	盖印章。
沓子	tʰa tsɿ	量词。用于重叠起来的片状物品,主要指纸张。
踏	tʰa	用脚踩:让人~给咧几脚。②一层压一层地粘在一起:面片子下着锅里没有搅,~着一达呢咧!③积攒:等都拿着来咧,~着一达呢给送着去。
踏识	tʰa ʂʅ	找机会物色:不着急,你慢慢~去。
踏蛋	tʰa tæ̃5	禽类交配。
踏陷脚	tʰa sæ̃5 tɕyɤ	脚踩空了:上楼梯的时候,~把脚扭咧。
他	tʰa3	第三人称代词,单数。
他们	tʰa3 məŋ	第三人称代词,复数。
哪达	na2 ta	哪儿、哪里:你走~去呢?
哪么个	na2 mu kɤ	什么样:~人啥,我咋没见过。②怎么样:~都不得成,你要咋呢。
拿把	na pa	摆架子为难人:请乜给咱们帮个忙呢,乜还~着不弄。
拿粗把细	na tsʰu pa3 ɕi5	依仗权势或故意为难别人:当咧个不大的官,乜还~地不得成。
辣辣	la2 la	葶苈。
辣辣籽儿	la la tsy3 r	葶苈的种子,入中药,有清热、利尿、祛痰之功效。
辣子	la2 tsɿ	辣椒的通称。
辣面子	la2 miæ̃5 tsɿ	干辣椒面儿。
辣角子	la tɕyɤ tsɿ	干的辣椒。
辣酒	la2 tɕiəu3	白酒。
腊八	la pa	农历腊月初八。
腊八粥	la pa tʂəu2	民俗之一。在农历腊月初八这天,家家户户有熬粥喝的风俗。
拉稀	la2 ɕi	拉肚子。
拉账	la2 tʂaŋ5	向人借债:现在~去也不好拉。
拉灯	la2 təŋ	开灯:黑乎乎地,你乜省电着咋不~唦。
拉扽	la2 təŋ5	指人或物被使用:我有我干的呢,再不咧胡~!拉锁儿la213suɤ53r拉链儿。
拉条子	la2 tʰiɔu tsɿ	西北的特色面食。将面抻成长条形状如竹筷粗细的面条,下锅煮熟,常干拌或炒着吃。
拉面	la2 miæ̃5	抻面,比“拉条子”细,常用牛肉汤调味,故又称
拉偏捶	la pʰiæ̃ tʂʰuei	指劝架不公、偏袒一方。
拉磨雷	la2 mɤ5 luei	闷雷。
拉雾	la2 vu5	雾气弥漫:△早上拉一雾,下午晒死兔。
拉呼	la xu2	打呼噜。
拉扯	la tʂʰɤ	辛勤抚养:你妈把你们兄弟几个~大真不容易!②领养:实在不生养,不行咧就~上一个。
拉勺子	la2 ʂuɤ tsɿ	詈语。你懂个~。
拉趿	la2 sa	生活习惯懒散、脏乱。
拉趿鬼	la2 sa kuei3	指在生活习惯上懒散、脏乱之人。
拉黑牛	la2 xei ȵiəu	假充买主,夸赞卖方的物品质好价廉,引诱旁观者上当受骗的活动。②指暗地里为行贿受贿之人牵线搭桥并从中收取费用的人。
喇忽	la3 xu	粗心,疏忽大意。
拉闲	la5 ɕiæ̃	闲聊:我忙得不行活着呢,乜坐着那达连人~着呢。
咋	tsa2	怎,怎么:~说呢,谁让你是我的老师呢。
扎	tsa	用缝纫机缝制:衣裳直缝开咧,叫你妈拿机子给~给几针。②砌:房太大咧,~上个隔间子。
扎扎扎	tsa2 tsa2 tsa	形容使用言语、动作量大次数多,不能计数:就犯咧一点错,就让人家说咧个~!/东西拿着去用咧个~,说不要就不要咧。
扎干针	tsa2 kæ̃ tʂəŋ	针灸:腿这两天疼得很,怕要~去呢。
扎眼	tsa2 ȵiæ̃3	(穿着打扮或做某事)惹人注意:穿素净一些,不
扎咧	tsa2 liε	足了、够了,形容程度达到极致:一天要拓10个章
子	,	把我跑~。
扎站	tsa2 tsæ̃	立足:现在不好好学技术,今后怕是在社会上没法~。②停留:一点点都没~,连夜赶回来咧。
扎牙子话	tsa2 ia tsɿ xua5	冷嘲热讽的话语:刚说~去能成,你做两把试一下。
扎搲	tsa2 va3	让人感觉难受:这几件事上给人给得就~得很!
扎搲话	tsa2 va3 xua5	让人感觉难受的话:八字还没见一撇呢,~说咧个扎扎扎!
渣渣子	tsa2 tsa tsɿ	碎屑、小碎块儿:你吃的时候,不咧把馍馍~淌上一路。
杂蔑子	tsa2 mi tsɿ	细小:一点~事情还当大事着弄呢。
杂稀	tsa ɕi	小杂物:眼睛里吹着进去一个~,磨得很!
杂碎	tsa suei	牛或羊的能食用的内脏:一早夕到市场里吃一碗~,舒坦得很。
杂倯	tsa suŋ	詈词。表达对一个人的厌恶之情。
杂货铺子	tsa xuɤ5 pʰu5 tsɿ	卖日用杂货的小商店。
铡子	tsa tsɿ	铡刀。
咱们	tsa mu	包括己方和对方:~几个一搭里走。②你们:~这儿夏天温度高吗低?③(为拉近关系说的客套话)借指我:~和你没啥冲突么!
炸	tsa	烹调方法,用热油炸制。②用水焯。
炸油馍馍	tsa iəu mɤ mɤ	比喻哭鼻子、掉眼泪:女娃娃就是爱~。
咋办	tsa3 pæ̃5	疑问代词,怎么办。
咋么个	tsa3 mu kɤ	什么样的:他是~人,你难道不晓得!②怎么样:王老师有病咧,不知道现在~咧。
咋话	tsa3 xua5	怎么说:~,你再说一遍。
拃	tsa	动词。张开大拇指和中指来量长度:你~给一下,看有多长?②量词,指张开的大拇指和中指两端间的距离:这个刀子有两~多长。
鉔	tsa3	剁:今儿个礼拜天,咱们割些羊肉~些馅子包饺子吃。
扎账	tsa3 tʂaŋ5	停止报账做清算工作。
□	tsa3	吃起来不柔软、不顺溜:苜蓿芽老咧,吃可咧~着呢。
砟子炭	tsa3 tsɿ tʰæ̃5	宁夏出产的一种不粘结煤。这种煤质地酥软,可固结成块儿。易于点燃,烧时如木炭,耐着,火炽,且有香味。也说“香砟子”。
奓	tsa	直立、竖起:把人吓得头发都端~下咧。②张开(胳膊):同意的把手~起来,让我数个数。《广韵·祃韵》:“陟驾切。张也,开也。”
闸	tsa	(水、电的)闸门:赶紧把~拉咧,小心伤着人。②制动器的通称:自行车的~坏咧。③用土或其他东西将流水堵住使其蓄积在一起或不再流淌:几铁锨土下去就把水给~住咧。
乍乍呼呼	tsa5 tsa xu xu	形容做事不稳重,爱张扬。也说“乍呼”。炸雷tsa44luei24声音很响的雷。
痄腮	tsa5 sei	腮腺炎,发病时两耳下部肿大,腮腺化脓。
酢	tsʰa2	用文火将加水面粉或米(稀糊状)熬成干饭:~些燕面散饭吃。《方言》:“熬,~,火干也。凡以火而干五谷之类,自山而东齐楚以往谓之熬,秦晋之间或谓之~。”《广韵·洽韵》:“楚洽切,火干。”
杈	tsʰa2	一种农具。长柄,顶头有二、三、四、五股略弯的长杈,用来挑柴草。
擦尻子	tsʰa2 kəu2 tsɿ	擦屁股。②比喻替他人处理遗留问题:这~的事都让我干咧!
礤子	tsʰa2 tsɿ	礤床儿:~快得很,用可咧小心手着。
插插	tsʰa2 tsʰa	衣服上的口袋。
插咧一杠子	tsʰa2 liε i2 kaŋ5 tsɿ	事情发展过程中有人意想不到地插手干涉:事情本来好好地,他~以后就不对咧。
差	tsʰa	不好:这一回考得~得很!②不够标准:这二年生产下的东西是越来越~咧。③欠缺:~两块就一百咧。④不相同,不相合:连他比你~远咧。
差不多	tsʰa2 pu tuɤ2	(在程度、时间、距离等方面)相差有限,相近:这两个娃娃的学习成绩~。
差劲	tsʰa2 tɕiŋ5	指物品质量低或人的品质、能力差:买咧些货~得很!/那个人不是个好东西,~得很!
差得码子大	tsʰa ti ma3 tsɿ ta5	相差很多:这连你说的就~咧!
牐	tsʰa	封闭、堵塞:拉肚子吃些弗派酸就~住咧。《广韵·洽韵》:“土洽切。~,下~闭城门。”
牐板子	tsʰa pæ̃ tsɿ	人拉车车厢上的挡板。
茶饭	tsʰa fæ̃	指做饭菜的手艺:现在的女人~好的少。
茶垢	tsʰa kəu5	茶渍。也说“茶锈”。
茶锈	tsʰa ɕiəu5	同“茶垢”。
茶罐罐	tsʰa kuæ̃5 kuæ̃	熬茶的罐子。
茶杯子	tsʰa pʰei2 tsɿ	茶杯。
茶盅子	tsʰa tʂuŋ2 tsɿ	体形较小的茶杯。也说“茶盅盅”。
茶盅盅	tsʰa tʂuŋ2 tʂuŋ	同“茶盅子”。
茶根根	tsʰa kəŋ2 kəŋ	喝剩下的茶水底子:把杯子里的~倒咧换些新茶叶。
碴口	tsʰa kʰəu	由于温度冷热变化在地面上形成的缝隙:天太冷咧,地上都起咧~咧。
茬口	tsʰa kʰəu	机会,时机:等有咧~,我一定给你安排。
茬子	tsʰa tsɿ	农作物收割后留在地里的茎和根:今儿要到地里拔麦~去呢!②量词,次、遍:夜来个就来咧好几~人问这个事着呢!
差大	tsʰa ta5	很、超过一般:天冷得~,多穿上些。
嚓利	tsʰa3 li5	干脆利索:小伙子也是个~人。
衩衩裤	tsʰa3 tsʰa ku	小孩穿的开裆裤:我干革命的时候,你还穿~呢。
叉子	tsʰa5 tsɿ	嚼子,指为了便于驾驭,横放在牲口嘴里的小铁链,两端连在缰绳上。
岔	tsʰa	惊动:麻雀人一~就飞咧。②生疏:这个娃娃~生呢。喳tsʰa44(老鼠)咬啮:藏下的钱叫老鼠~成片片咧。
岔铺	tsʰa5 pʰu5	指到了陌生的地方睡不着觉。
岔巴巴地	tsʰa5 pa2 pa ti	给人别扭、生硬、不顺当的感觉。
靸	sa	穿鞋时把鞋后帮踩在脚后跟下面:不要~上个鞋到处乱跑。②脚步接触地面较重,给人一种步伐不轻快的感觉:老李走开路咧,一直~着走着呢!《广韵·合韵》:“苏合切。小儿履,无后帮。”
