#漢字	音標	解釋#('wuu_th_shj_sz_ltc', '淸末蘇州話', '淸末蘇州', '#0000FF,#4D4D4D', None, None, '版本：2.0(2022-01-03)<br>來源：樛木整理自《一百年前的蘇州話》、《蘇州同音字彙1892》、《鄉音字類》<br>說明：加*的漢字表示[ʐ][dʐ]歸屬、陽上陽去歸屬缺乏直接資料，以區分這兩者的蘇州行政區劃內的方吳語爲基準。', '44 1 1a 陰平 ꜀,223 2 1b 陽平 ꜁,51 3 2a 陰上 ꜂,31 4 2b 陽上 ꜃,523 5 3a 陰去 ꜄,312 6 3b 陽去 ꜅,4 7 4a 陰入 ꜆,23 8 4b 陽入 ꜇')
苜	moʔ8	
苞	pæ1	
苟	k𐞢ʏ3	～且
苡	i3	薏～仁
苢	i3	
苣	dʑy4	萵～筍
若	ʐɑʔ8	
苦	kʰᵊu3	吃得～中～，方爲人上人
苧	dʐʯ4	
苫	tʂø1	
英	iɪn1	
苴	tsi1	
苶	ȵiəʔ8	
苻	vv̩2	
苽	kᵊu1	
茀	fəʔ7	
茁	tsaʔ7	
茂	m𐞢ʏ6	
茂	m𐞢ʏ4	
茄	ɡɑ2	白讀：～子
茄	dʑiɑ2	
茅	mæ2	～柴
茇	bəʔ8	
茉	məʔ8	
茉	moʔ8	～莉花。應讀məʔ8
茗	miɪn4	
茜	tsʰiɛ5	
茨	zɿ2	
茫	mɑ̃2	
茭	kæ1	白讀：～白
茭	tɕiæ1	
茯	voʔ8	
茱	tʂʯ1	
茲	tsɿ1	
茳	kɑ̃1	
茳	tɕiɑ̃1	
茴	ɦuᴇ2	～香
茵	iɪn1	
茶	dzo2	
茶	zo2	～葉
茶	zo2	
茸	zoŋ2	
茹	ʐʯ2	
荀	siɪn1	
荃	tsʰiɛ1	
荄	kᴇ1	
荄	ɦᴇ2	
荇	ɦiɪn4	
荈	tʂʰø3	
草	tsʰæ3	～紙
荊	tɕiɪn1	
荍	dʑiæ2	
荏	ʐən4	
荑	di2	
荒	huɑ̃1	～年
荓	pʰən1	
荔	li6	
药	ɦiɑʔ8	
荳	d𐞢ʏ6	
荷	hᵊu5	薄～
荷	ɦᵊu2	～花
荷	ɦᵊu2	
荸	bəʔ8	～薺
荻	diəʔ8	
荼	dᵊu2	
荽	sᴇ1	
莅	li6	
莆	fv̩3	
莉	li6	
莊	tʂɑ̃1	姓
莎	sᵊu1	
莑	boŋ4	
莒	tɕy3	
莓	mᴇ2	
莖	tɕiɪn1	
莘	siɪn1	
莛	tʰiɪn3	
莝	tsʰᵊu5	
莞	uø3	
莠	ɦiʏ4	
莢	tɕiəʔ7	皂～
莢	tɕiaʔ7	
莧	ɕiɛ5	
莩	fv̩1	
莪	ŋᵊu2	
莫	moʔ8	約～着
莽	mɑ̃4	鹵～
菀	yəʔ7	
菁	tsiɪn1	
菅	tɕiɛ1	
菆	ts𐞢ʏ1	
菉	loʔ8	
菊	tɕioʔ7	～花
菌	ziɪn4	香～。疑非本字
菏	ɦᵊu2	
菑	tsɿ1	
菓	kᵊu3	
菔	voʔ8	
菖	tʂʰã1	
菖	tsʰɑ̃1	白讀：～蒲
菘	soŋ1	
菜	tsʰᴇ5	
菟	dᵊu2	
菠	pu1	～菜
菡	ɦø4	
菢	bæ6	孵
菩	bu2	～薩
華	ɦuo2	中～
華	ɦo6	姓
菰	kᵊu1	
菱	liɪn2	
菲	fi3	
菲	fi1	
菴	ø1	
菸	iɛ1	
菹	tsi1	
菼	tʰɛ3	
菽	ʂoʔ7	
菿	tʂoʔ7	
萁	dʑi2	
萃	zᴇ6	
萄	dæ2	
萇	dʐã2	
萊	lᴇ2	
萋	tsʰi1	
萌	mən2	
萍	biɪn2	浮～
萍	biɪn2	
萎	uᴇ3	
萏	dø4	
萐	ziəʔ8	
萑	ɦuø2	
萟	ȵi6	
萬	mɛ6	
萬	vɛ6	
萱	ɕiø1	
萵	ᵊu1	
萸	ɦy2	
萼	ŋoʔ8	
落	loʔ8	
葅	tsi1	
葆	pæ3	
葉	ɦiəʔ8	姓
葍	foʔ7	
葑	fv̩1	～門
葑	foŋ1	
著	tʂʯ5	～名
葚	ʐən4*	桑～
葛	kəʔ7	～布
葡	bəʔ8	～萄
葡	bu2	
葢	kᴇ5	
董	toŋ3	～事
董	toŋ1	
葦	ɦuᴇ4	
葦	uᴇ3	
葩	pʰo1	
葫	ɦᵊu2	～蘆
葬	tsɑ̃5	
葭	tɕiɑ1	
葱	tsʰoŋ1	胡～
葵	ɡuᴇ2	向日～
葷	huən1	吃～
葸	si3	
葺	tsʰiəʔ7	
葽	iæ1	
蒂	ti5	瓜熟～落
蔣	tsiã3	
蒐	s𐞢ʏ1	
蒔	zɿ6	白讀：～秧
蒙	moŋ2	
蒜	sø5	大～
蒞	li6	
蒨	tsʰiɛ5	
蒯	kʰuɑ3	
蒯	kʰuɑ5	姓
蒯	kʰuᴇ5	
蒱	bu2	
蒲	bu2	
蒸	tʂən1	～籠
蒹	tɕiɛ1	
蒺	ziəʔ8	
蒼	tsʰɑ̃1	
蒿	hæ1	青～
蓀	sən1	
蓁	tsən1	
蓂	miɪn2	
蓄	ɕioʔ7	積～
蓆	ziəʔ8	
蓉	ɦioŋ2	
蓋	kᴇ5	～碗
蓍	ʂʯ1	
蓐	ʐoʔ8	
蓑	sᵊu1	
蓧	diæ6	
蓬	boŋ2	～蒿菜
蓭	ø1	
蓮	liɛ2	～蓬
蓰	si3	
蓴	ʐən2	～菜
蓷	tʰᴇ1	
蓼	loʔ8	
蓼	liæ4	～花
蓿	soʔ7	
蔇	tɕi5	
蔑	miəʔ8	
蔓	mɛ6	瓜～
蔔	boʔ8	蘿～
蔗	tʂɑ5=	(書)
蔗	tso5	甘～
蔞	l𐞢ʏ2	
蔟	tsʰ𐞢ʏ5	
蔡	tsʰɑ5	姓
蔡	tsʰᴇ5	
蔣	tsiã3	姓
蔥	tsʰoŋ1	
蔪	dʑi2	
蔫	iɛ1	顏色忒～
蔬	sᵊu1	～菜
蔭	iən5	
蔴	mo2	
蔻	kʰ𐞢ʏ5	豆～
蔽	pi5	
蕃	vɛ2	
蕆	tʂʰø3	
蕉	tsiæ1	
蕊	zᴇ6	
蕌	tɕiæ3	
蕕	ɦiʏ2	
蕖	dʑy2	
蕘	ʐæ2	
蕙	ɦuᴇ6	
蕝	tsʰəʔ7	
蕞	tsʰəʔ7	
蕡	vən2	
蕢	ɡuᴇ6	
蕣	ʂən5	
蕤	sᴇ1	
蕨	tɕyəʔ7	
蕩	dɑ̃6	
蕪	vv̩2	
蕭	siæ1	姓
蕰	yən5	
蕳	tɕiɛ1	
蕻	ɦoŋ2	雪裡～
薄	boʔ8	
薄	bu2	～荷
薅	tɕiæ1	
薇	bi2	
薇	vi2	文讀
薈	uᴇ3	
薊	tɕi5	
薋	zɿ2	
薌	ɕiã1	
薏	i5	
薑	tɕiã1	生～
薔	dziã2	
薖	kʰᵊu1	
薙	tʰi5	
薛	siəʔ7	姓
薛	bi6	
薤	ɦiɑ6	
薧	kʰæ3	
薩	saʔ7	姓
薪	siən1	～水
薰	ɕyən1	～風
薹	dᴇ2	
薺	dzi8	
薺	zi4	
藇	zi4	
藉	ziəʔ8	
藍	lɛ2	
藎	tsiɪn5	
藏	dzɑ̃2	
藏	zɑ̃2	
藐	miæ4	
藕	ŋ𐞢ʏ4	
藗	soʔ7	
藚	zoʔ8	
藜	li2	
藝	ȵi6	
藟	lᴇ4	
藤	dən2	～條
藥	ɦiɑʔ8	～材
藩	vɛ2	
藪	s𐞢ʏ3	
藭	tɕʰioŋ1	
藯	ɦuᴇ6	
藹	ᴇ3	
藺	liən6	
藻	tsæ3	
藿	hoʔ7	～香
蘀	tʰoʔ7	
蘅	ɦən2	
蘆	lᵊu2	～柴
蘇	sᵊu1	上有天堂下有～杭
蘊	yən5	～蓄
蘋	biɪn2	～果
蘋	biɪn2	
蘐	ɕiø1	
蘑	mo2	～菇
蘖	ȵiəʔ8	萌～
蘚	siɛ3	
蘞	liɛ2	
蘢	loŋ2	
蘧	dʑy2	
蘩	vɛ2	
蘭	lɛ2	～花
蘸	tsɛ5	～點水
蘺	li2	
蘼	mi2	
蘿	lᵊu2	
虀	tsi1	鹹～
虉	ȵiəʔ8	
虎	hᵊu3	老～
虐	ȵiɑʔ8	暴～
虓	hæ1	
虓	hæ5	
虔	dʑiɛ2	
處	tʂʰʯ3	
處	tʂʰʯ5	
虖	hᵊu1	
虙	voʔ8	
虚	ɕy1	空～
虜	lᵊu4	
虞	ȵy2	
號	ɦæ2	呼號
號	ɦæ6	店～
虡	dʑy2	
虡	dʑy4	
虣	hæ5	
虧	kʰuᴇ1	吃～弗小
虩	ɕiəʔ7	
虬	dʑiʏ2	
虯	dʑiʏ2	
虱	səʔ7	
虵	ɦi2	
虹	ɦoŋ2	～橋
虺	huᴇ3	
虺	huᴇ1	
蚊	mən2	白讀：～子
蚊	vən2	
蚋	zᴇ6	
蚌	bã6	
蚌	bɑ̃6	
蚍	bi2	
蚓	iɪn3	
蚓	ɦiən4	即曲鱔
蚣	koŋ1	
蚤	tsæ3	
蚧	kɑ5	
蚨	vv̩2	
蚩	tʂʰʯ1	
蚪	t𐞢ʏ3	
蚯	tɕʰiʏ1	～蚓
蚳	dʐʯ2	
蚶	hø1	～子
蚿	ɦiø2	
蛀	tʂʯ5	～蟲
蛀	tʂʯ3	
蛄	kᵊu1	
蛆	tsʰi1	
蛇	dzo6	
蛇	zo2	白讀：～無頭兒不行
蛇	ʐɑ2=	(書)
蛇	ɦi2	
蛉	liɪn2	
蛋	dɛ6	雞～
蛐	tɕʰioʔ7	
蛔	ɦuᴇ2	～蟲
蛛	tʂʯ1	結～
蛟	tɕiæ1	出～
蛣	tɕiəʔ7	
蛤	kəʔ7	～蜊
蛩	dʑioŋ2	
蛭	diəʔ8	
蛸	sæ1	
蛸	siæ1	
蛹	ioŋ3	蠶～
蛺	tɕiaʔ7	
蛾	ŋᵊu2	蠶～
蜀	dzoʔ8	
蜀	dʐoʔ8	
蜂	foŋ1	～蜂
蜃	ʐən6	
蜆	ɕiɛ3	～子山
蜇	dʐəʔ8	海～
蜉	v𐞢ʏ2	
蜊	li2	
蜋	lɑ̃2	
蜍	dʐʯ2	
蜎	tɕiø1	
蜒	ɦiɛ2	～蚰
蜒	diɪn2	蜻～
蜘	tʂʯ1	～蛛
蜚	fi3	
蜜	miəʔ8	
蜞	dʑi2	
蜢	mã2	白讀：谷～，螞蚱
蜣	tɕʰiã1	
蜦	lən2	
蜩	diæ2	
蜮	ɦyəʔ8	
蜴	ɦiəʔ8	
蜻	siɪn1	白讀
蝀	toŋ1	
蝃	ti5	
蝌	kʰᵊu1	
蝎	ɕiəʔ7	
蝕	ʐəʔ8	～本
蝗	ɦuɑ̃2	～蟲
蝘	iɛ3	
蝙	piɛ1	～蝠子
蝛	uᴇ1	
蝟	ɦuᴇ6	
蝠	foʔ7	
蝣	ɦiʏ2	
蝦	ho1	～兵蟹將
蝦	ɦiɑ2	
蝨	səʔ7	白～
蝱	mã2	白讀
蝱	mən2	
蝴	ɦᵊu2	～蝶
蝶	diəʔ8	
蝸	uo1	
蝸	o1	～牛。聲調採自讀音[kᵊu44]
蝻	nø4	蝗蟲的幼蟲。聲調可能存疑
螂	lɑ̃2	
螃	bã2	
螄	sɿ1	螺～
融	ɦioŋ2	金～
螓	tsən1	
螗	dɑ̃2	
螘	ȵi4	
螞	mo4	
螣	dəʔ8	
螫	ʂəʔ7	文讀
螫	sɑʔ7	白讀：胡蜂要～人
螬	dzæ2	
螬	zæ2	
螭	tʂʰʯ1	
螯	ŋæ2	
螳	dɑ̃2	～螂
螺	lᵊu2	
螻	l𐞢ʏ2	～蛄
螽	tʂoŋ1	
螿	tsiã1	寒～，寒蟬
螿	tsʰiã1	
蟀	səʔ7	
蟄	dʐəʔ8	驚～
蟇	mo2	
蟊	m𐞢ʏ2	
蟒	mɑ̃4	
蟛	bən2	
蟛	bã2	
蟠	bø2	
蟢	ɕi3	壁～。～子，古書上說的一種蜘蛛
蟣	tɕi3	
蟧	læ2	
蟪	ɦuᴇ6	
蟬	ʐø2	
蟬	dʐø2	
蟮	ʐø6	蛐～
蟲	dʐoŋ2	
蟶	tʂʰən1	
蟹	hɑ3	
蟹	ho3	
蟻	ȵi4	
蟾	dʐø2	
蠁	ɕiã3	
蠅	iɪn1	蒼～
蠆	tsʰᴇ5	
蠈	zəʔ8	
蠉	tɕiø1	
蠋	dʐoʔ8	
蠍	ɕiəʔ7	～子
蠐	dzi2	
蠐	zi2	
蠓	moŋ2	
蠖	ɦoʔ8	
蠙	biɛ4	
蠟	lɑʔ8	
蠟	laʔ8	～燭
蠡	li2	
蠢	tʂʰən3	粗～
蠣	li6	
蠱	kᵊu3	
蠲	tɕiø1	～免
蠶	dzø2	
蠶	zø2	～寶寶
蠹	tᵊu5	
蠻	mɛ1	～好
蠻	mɛ2	野～
血	ɕyəʔ7	
衂	ŋoʔ8	
衆	tʂoŋ5	民～
衇	mɑʔ8	
衊	miəʔ8	
衋	ɕiəʔ7	
行	ɦiɪn2	
行	ɦɑ̃2	白讀：米～
行	ɦã2	白讀：～貨
衍	iɛ3	
術	dʐəʔ8	
衖	loŋ6	～堂
街	kɑ1	白讀
街	tɕiɑ1	
衙	ŋɑ2	白讀：～門
衙	ɦiɑ2	
衙	iɑ1	
衚	ɦᵊu2	
衛	ɦuᴇ6	姓
衝	tʂʰoŋ1	
衡	ɦən2	權～
衢	dʑy2	～州
衣	i1	
表	piæ3	～兄弟
衩	tsʰo5	開～
衫	sɛ1	短～
衫	sᴇ1	
衰	sᴇ1	
衲	nəʔ8	千補百～
衷	tʂoŋ1	
衺	ziɑ2	
衽	ʐən2	
衾	tɕʰiən1	
衿	tɕiən1	
袁	ɦiø2	姓
袂	mᴇ6	
袈	kɑ1	白讀
袋	dᴇ4	
袋	dᴇ6	本音。叉～
袍	bæ2	
袐	pi5	
袒	tʰɛ3	
袖	dz𐞢ʏ6	
袖	z𐞢ʏ6	～口
袗	tʂən3	
袝	vv̩6	
袞	kuən1	
袠	dʐəʔ8	
袤	m𐞢ʏ4	
袥	ʐəʔ8	
被	bi2	～頭
被	bᴇ6	
袱	voʔ8	包～
袷	kəʔ7	
袷	tɕiəʔ7	
袷	ɦiəʔ8	
袺	tɕiəʔ7	
袽	ʐʯ2	
裁	dzᴇ2	
裁	zᴇ2	
裂	liəʔ8	分～
裌	kaʔ7	白讀：～襖
裎	dʐən2	
裏	li4	
裒	b𐞢ʏ2	
裓	kᴇ1	
裔	i5	
裕	ɦy6	
裘	dʑiʏ2	
裛	iəʔ7	
補	pu3	
裝	tʂɑ̃1	
裟	so1	
裠	dʑyən2	
裡	li4	
裦	pæ1	
裨	bi2	
裯	dʐ𐞢ʏ2	
裱	piæ3	
裳	dʐã2	
裴	bᴇ2	姓
裹	kᵊu3	包～
裼	siəʔ7	
製	tʂʯ5	～造
裾	tɕy1	
褀	dʑi2	
褂	kuo5	馬～
褂	kua5	
褅	ti5	
褆	di2	
複	foʔ7	～壁板
褉	i5	
褊	piɛ1	
褎	z𐞢ʏ6	
褐	əʔ7	
褒	b𐞢ʏ2	減少：～多益寡。據《集韻》：蒲侯切
褒	pæ1	
褒	p𐞢ʏ1	～獎
褓	pæ3	
褘	huᴇ1	
褘	vi2	
褙	pᴇ5	裱～店
褚	tʂʰʯ3	
褡	taʔ7	～褳
褥	ʐoʔ8	
褥	ȵioʔ8	白讀：～子
褧	tɕioŋ3	
褪	tʰən5	
褫	tʂʰʯ1	
褰	tɕʰiɛ1	
褲	kʰᵊu5	
褳	liɛ2	
褵	li2	
褶	tʂəʔ7	～襇
褸	l𐞢ʏ4	
褻	siəʔ7	
襁	tɕʰiã3	～褓
襁	tɕiã3	
襄	siã1	
襆	pʰoʔ7	
襇	kɛ3	褶～
襍	zəʔ8	
襏	pəʔ7	
襔	mø2	
襔	mø1	棉～
襖	æ3	棉～
襘	kuᴇ5	
襚	zᴇ6	
襜	tʂʰø1	
襞	piəʔ7	
襟	tɕiən1	
襠	tɑ̃1	
襦	ʐʯ2	
襧	mi4	
襪	maʔ8	
襫	ʂəʔ7	
襬	pɑ3	
襮	poʔ7	
襯	tsʰən5	～裡短衫
襲	dziɪʔ8	
襲	ziəʔ8	
襻	pʰɛ5	鈕～
西	si1	
要	iæ5	
覃	dø2	
覆	foʔ7	～信
覈	ŋəʔ8	
見	tɕiɛ5	
規	kuᴇ1	～矩
覓	miəʔ8	
覘	tʂø1	
覜	tʰiæ5	
覡	ɦiəʔ8	
覦	ɦy2	
覩	tᵊu3	親眼目～
親	tsʰiən1	
親	tsʰiən5	～家
覬	ɕi5	
覰	tsʰi5	
覲	dʑiɪn6	
覶	lᵊu2	
覸	tɕiɛ3	
覸	tɕiɛ5	
覺	kæ5	白讀：睏～
覺	koʔ7	白讀：～着
覺	tɕioʔ7	文讀：感～
覽	lɛ4	
覿	diəʔ8	
觀	kuø1	
覺	tɕioʔ7	
覯	k𐞢ʏ5	
角	koʔ7	白讀
角	tɕioʔ7	
觔	tɕiɪn1	
觕	tsʰᵊu1	
觖	tɕʰyəʔ7	
觚	kᵊu1	
觜	tsɿ1	
解	kɑ3	白讀：姓
解	tɕiɑ3	
觥	kuɑ̃1	
觩	dʑiʏ2	
觪	siɪn1	
觫	soʔ7	
觱	piəʔ7	
觳	ɦoʔ8	
觴	ʂã1	
觶	tʂʯ5	
觸	tʂʰoʔ7	抵～
言	ɦɛ2	有一句～話。正字應爲“閒”
言	ɦiɛ2	
訂	tiɪn5	
訃	fv̩5	
訇	hoŋ1	
計	tɕi5	
訊	siən5	通～處
訌	hoŋ5	内～
訌	ɦoŋ2	
討	tʰæ3	～債
訏	ɕy1	
訐	tɕiəʔ7	攻～
訑	ɦi2	
訒	ʐən6	
訓	ɕyən5	教～
訕	sɛ5	
訖	tɕʰiəʔ7	清～
託	tʰoʔ7	
記	tɕi5	
誾	ȵiɪn2	
訝	iɑ5	聲調據韻書類推
訟	dzoŋ6	
訟	zoŋ2	又音
訟	zoŋ6	～事
訢	ɕiən1	
訣	tɕyəʔ7	秘～
訥	nəʔ8	
訧	ɦiʏ2	
訩	ɕioŋ1	
訪	fɑ̃3	
設	ʂəʔ7	建～
許	ɕy3	姓
訴	sᵊu5	～訟
訶	hᵊu1	
診	tʂən3	
註	tʂʯ5	
証	tʂən5	
訾	tsɿ1	
訿	tsɿ1	
詁	kᵊu3	
詆	ti3	
詈	li6	
詋	tʂ𐞢ʏ5	
詎	dʑy4	
詐	tso5	
詒	ɦi2	
詔	tʂæ5	
詔	dʐæ6	
評	biɪn2	批～
評	biɪn2	
詖	bi2	
詘	tɕʰyəʔ7	
詞	dzɿ2	
詞	zɿ2	
詠	ioŋ5	
詡	ɕy3	
詢	siɪn1	
詣	ȵi6	
試	ʂʯ5	～～看
詧	tsʰaʔ7	～收
詩	ʂʯ1	
詫	tsʰo5	～異
詬	k𐞢ʏ5	
詭	kuᴇ3	
詮	tsʰiɛ1	
詰	tɕiəʔ7	～問
話	ɦuo6	
該	kᴇ1	應～个
詳	dziã2	
詳	ziã2	
詵	siɪn1	
詹	tʂø1	
詼	kʰuᴇ1	
詿	kuo5	
詿	kua5	
誄	lᴇ4	
誅	tʂʯ1	
誇	kʰuo1	
誇	kʰua1	
誌	tʂʯ5	
認	ȵiən6	～得个
認	ʐən6	
誑	huɑ̃5	説～。疑非本字，聲母不合韻書
誓	ʐʯ6	宣～
誕	tɛ3	生日
誕	tɛ3	
誖	bᴇ6	
誘	ɦiʏ4	
誘	iʏ3	聲調類推
誚	tsʰiæ5	
語	ȵy4	自言自～
誠	dʐən2	～實
誡	kɑ5	白讀
誡	tɕiɑ5	
誣	vv̩2	
誥	kæ5	
誦	dzoŋ6	
誦	zoŋ2	
誨	huᴇ5	訓～
說	ʂəʔ7	
誰	zᴇ2	
課	kʰᵊu5	
誹	fi3	
誼	ȵi6	友～
調	diæ2	
諂	tʂʰø3	
諄	tʂən1	
談	dɛ2	
諉	uᴇ3	推～
請	tsʰiɪn3	
諍	tsã5	
諍	tsən5	
諏	ts𐞢ʏ1	
諑	tʂoʔ7	
諒	liã6	原～
論	lən6	
論	lən2	
諗	ʂən3	
諛	ɦy2	
諜	diəʔ8	
諞	piɛ1	
諟	zɿ4	
諠	ɕiø1	
諡	ʐʯ6	
諤	ŋoʔ8	
諦	ti5	
諧	ɦᴇ2	
諫	tɕiɛ5	
諭	ɦy6	曉～
諮	tsɿ1	
諱	huᴇ3	
諱	huᴇ5	直言不～
諳	ø1	
諴	ɦiɛ2	
諵	nø2	
諶	dʐən2	
諷	foŋ5	
諸	tʂʯ1	姓
諺	ȵiɛ6	
諼	ɕiø1	
諾	nɔʔ8	
諾	noʔ8	
謀	m𐞢ʏ2	
謁	əʔ7	
謁	iəʔ7	
謂	ɦuᴇ6	
謄	dən2	
謇	tɕiɛ3	
謊	huɑ̃3	～騙
謎	mᴇ2	猜～～子
謐	miəʔ8	
謔	ɕiɑʔ7	戲～是嘸不益處个
謖	soʔ7	
謗	bɑ̃6	
謗	pɑ̃5	聲調類推自《廣韻》
謙	tɕʰiɛ1	～虛
謙	tɕʰiɛ5	
講	kɑ̃3	白讀；吃～茶
講	tɕiɑ̃3=	(書)
謝	dziɑ6	
謝	ziɑ6	多～
謞	hoʔ7	
謟	tʂʰø5	疑爲“諂”
謠	ɦiæ2	
謡	ɦiæ2	
謦	tɕʰiɪn5	
謨	mo2	
謩	mo2	
謫	tsəʔ7	
謬	m𐞢ʏ6	荒～
謳	𐞢ʏ1	
謷	ŋæ2	
謹	tɕiən3	
謾	mɛ6	
譁	huo1	喧～
譁	ho1	
譆	ɕi1	
證	tʂən5	～書
譌	ŋᵊu2	
譍	iɪn1	
譎	tɕyəʔ7	
譏	tɕi1	
譒	fɛ5	
譔	zɛ4	
譖	tsən5	
識	ʂəʔ7	～字
譙	ziæ2	
譚	dɛ2	
譚	dø2	
譜	pu3	
譟	sæ5	
警	tɕiɪn3	
譬	pʰi5	
譯	ɦiəʔ8	
議	ȵi6	
譴	tɕʰiɛ3	
譴	tɕʰiɛ5	～責
護	ɦᵊu6	保～
譸	tʂ𐞢ʏ1	
譽	ɦy2	
譽	ɦy6	
讀	d𐞢ʏ6	句～
讀	doʔ8	
讃	tsɛ5	
變	piɛ5	
讋	tʂəʔ7	
讌	iɛ5	
讎	dʐ𐞢ʏ2	～定
讒	dzɛ2	
讓	ʐã6	
讓	ȵiã6	白讀：～别人
讕	lɛ2	
讖	tsʰən5	
讙	huø1	
讜	tʰɑ̃3	
讞	ȵiɛ6	
讟	doʔ8	
谷	koʔ7	山～
谿	tɕʰi1	
豀	tɕʰi1	
豁	huaʔ7	～嘴
豁	ɦiaʔ8	
豆	d𐞢ʏ6	～腐
豇	kɑ̃1	長～豆
豈	tɕʰi1	
豈	tɕʰi3	
豋	tən1	
豌	ɦø2	白讀：～豆藤
豌	uø3	
豎	ʐʯ4	橫～橫，拆牛棚
豏	tɕʰiɛ3	
豐	foŋ1	
豐	foŋ1	～年
豒	dʐəʔ8	
豔	ɦiɛ6	鮮～
豕	ʂʯ3	
豕	tʰø5	疑爲“彖”
豗	huᴇ1	
豚	dən2	
豜	tɕiɛ1	
豝	po1	
象	dziã6	
象	ziã4	～牙
豢	ɦuɛ6	
豨	ɕi1	
豪	ɦæ2	～傑
豫	ɦy6	
豬	tʂʯ1	
豭	tɕiɑ1	公豬
豳	piɪn1	
豵	tsoŋ1	
豶	vən2	
豸	ʐʯ4	蟲～
豸	dʐʯ6	
豹	pæ5	
豺	zᴇ2	～狼
豻	ŋø6	
貂	tiæ1	
貅	ɕiʏ1	
貆	ɕiø1	
貉	ŋoʔ8	
貊	məʔ8	
貌	mæ6	人不可～相
貍	li2	
貓	mæ2	
貔	bi2	
貛	huø1	
貜	tɕioʔ7	
貝	pᴇ5	姓
貞	tʂən1	
負	vv̩6	
財	dzᴇ2	
財	zᴇ2	
貢	koŋ5	～獻
貤	ɦi2	
貧	biɪn2	
貨	hᵊu5	
販	fɛ5	
貪	tʰø1	～小失大
貫	kuø5	連～
責	tsəʔ7	～任
貯	dʐʯ4	
貰	ʂʯ5	
貲	tsɿ1	
貳	ȵi6	白讀。聲調類推而得
貳	əl6	
貴	kuᴇ5	～府
貴	tɕy5	白讀
貶	piɛ3	
買	mɑ4	
買	mᴇ3	
貸	dᴇ6	
貸	dᴇ4	
貸	dᴇ6	本音。借～
貺	huɑ̃5	
費	fi5	花～忒多
費	vi6	姓
貼	tʰiəʔ7	
貿	m𐞢ʏ4	～易
賀	ɦᵊu6	姓
賁	pən1	
賁	pi5	
賂	lᵊu6	賄～
賃	ʐən6=	(書)
賃	ȵiɪn6	出～
賄	huᴇ3	～賂
賅	kᴇ1	～概
資	tsɿ1	～本
賈	kᵊu3	商～
賈	tɕiɑ3	姓
賈	tɕiɑ5	
賊	dzəʔ8	
賊	zəʔ8	笨～
賑	tʂən5	急～
賒	so1	～賬
賓	piɪn1	
賗	tʂʰø5	粮～
賙	tʂ𐞢ʏ1	～濟
賚	lᴇ6	
賜	sɿ5	賞～
賞	ʂã3	～罰
賞	sɑ̃3	白讀
賠	bᴇ2	
賡	kən1	
賢	ɦiɛ2	
賣	mɑ6	
賣	mᴇ6	
賤	ziɛ6	貧～
賦	fv̩5	
賨	tsoŋ1	
質	tʂəʔ7	～地
賫	tsi1	
賬	tʂã5	
賭	tᵊu3	
賮	tsiɪn5	
賴	lɑ6	白讀
賴	lᴇ6	依～
賵	foŋ5	
賸	dʐã6	
賺	dzɛ6	
賺	zɛ6	～銅鈿
賻	fv̩5	
購	k𐞢ʏ5	
賽	sᴇ5	比～
贄	tʂʯ5	
贅	tsᴇ5	入～
贈	dzən6	
贈	zən6	
贊	tsɛ5	稱～
贍	tʂø1	
贍	ʐø6	
贏	ɦiɪn2	輸～
贐	tsiən5	
贓	tsɑ̃1	
贔	bi6	
贖	ʐoʔ8	～當頭，如期用錢把送到典當鋪去當的貨物贖出來
贗	iɛ5	
贛	koŋ5	賜給
賈	tɕiɑ3	
赤	tʂʰəʔ7	
赤	tsʰɑʔ7	白讀：～豆
赦	ʂɑ5=	(書)
赦	so5	白讀：饒～
赧	lɛ4	
赫	həʔ7	～～有名
赬	tʂʰən1	
赭	tʂɑ3=	(書)
走	ts𐞢ʏ3	
赳	tɕiʏ3	
赴	fv̩5	
起	tɕʰi3	
趁	tʂʰən5	～船
趂	tʂʰən5	
趄	tsi1	
超	tʂʰæ1	高～
越	ɦyəʔ8	～攙～醉
趍	dʐʯ2	
趕	kø3	～緊
趙	dʐæ4	姓
趙	dʐæ6	
趟	tʰɑ̃5	
趣	tsʰi5	
趨	tsʰiəʔ7	
趨	tsʰi1	
趫	tɕʰiæ1	踏高～
足	tsoʔ7	～够
趴	bo2	
趺	fv̩1	
趾	tʂʯ3	
趿	tɕiəʔ7	
跁	bo2	推導音，《集韻》：蒲巴切
跁	bo4	推導音，《廣韻》：傍下切
跁	bo4	推導音，《廣韻》：白駕切
跂	tɕʰi3	
跇	tʰi5	
跋	bəʔ8	～涉
跌	tiəʔ7	
跎	dᵊu2	
跏	dʑiɑ2	
跐	tsʰɿ3	
跑	bæ2	
跕	tʰiəʔ7	
跗	vv̩6	
跚	sᴇ1	
跛	pʰu3	
距	dʑy4	
跟	kən1	翻～陡
跡	tsiəʔ7	
跤	kæ1	白讀
跨	kʰuo5	
跪	ɡuᴇ6	文讀
跫	dʑioŋ2	
跬	tɕʰiɪn3	
跬	kuᴇ3	
路	lᵊu6	
跲	tɕiəʔ7	
跳	tʰiæ5	
跳	diæ2	
跼	dʑioʔ8	
跽	dʑy6	
跽	dʑi6	
踅	ʐəʔ8	
踆	tsiɪn1	
踈	sᵊu1	
