#漢字	音標	解釋
㓤	kʰiak7	【替字】生氣。~氣走，悻悻地離開。
襴	lan2	
襶	tai5	
襺	kian3	
襼	mi5	
襼	mui5	
襾	a5	
西	si1	
要	iau5	
覃	tʰam2	
覆	fu5	
覆	fuk7	
覆	pʰuk8	
霸	pa5	
覈	het8	
覊	ki1	
見	hien5	
見	kian5	
規	kui1	
覓	met7	
覔	met7	
視	ʃɿ5	
視	ʃi3	
覘	tʃam1	
覡	ʃaŋ5	【替字】本字應爲「聖」。~婆，神婆。
覥	tʰien3	
覦	i2	
覩	tu5	
親	tsim1	
親	tsʰin1	
覬	kʰoi3	
覯	keu5	
覲	kiun3	
覵	han2	
覷	tsɿ1	
覺	kau5	
覺	kok7	
覽	lam3	
覿	tʰuk8	
觀	kuon1	
觀	kuon5	
角	kok7	
觖	kiet7	
觜	tsui1	
觝	ti3	
解	kʰe3	解開。
解	kiai3	
解	kiai5	
觥	kuen2	【替字】傲慢。佢講个話好~，他講的話好傲慢。
觥	kuen1	
觩	kʰiu2	
觫	suk7	
觱	pit7	
觴	ʃoŋ1	
觶	tʃɿ5	
觸	tʃʰuk7	
言	nian2	
訂	taŋ1	
訂	taŋ5	
訂	ten5	
訃	fu5	
訆	kiau5	
計	ke2	【替字】叨叨。㧯佢~，和他叨叨。
計	kʰe5	
計	ki5	
訊	sin3	
訌	fuŋ2	
討	tʰau3	
討	tʰo3	
訏	hi1	
訐	kiet7	
訑	i2	
訒	niun5	
訓	hiun5	
訔	niun3	
訕	san5	
訖	ȵet7	
訖	hit7	
託	tʰok7	
記	ki5	
訛	ŋo2	
訝	ŋa1	
訟	siuŋ5	
訡	im2	
訡	nim2	
訢	hiun1	
訣	kiet7	
訥	nut8	
訦	ʃim1	
訧	iu2	
訩	hiuŋ1	
訪	foŋ3	
訬	tsʰau2	
設	ʃat7	
訰	tʃun1	
許	e5	【替字】本字應是「係」。很。今僅存於梅縣郊區老人口中。
許	i5	【替字】本字應是「係」。很。~大。
許	hi3	
訴	sɿ5	
訴	ʃu5	
訶	ho1	①吼、呵斥。~人。②【替字】語氣詞。是吧。你愛來~，你要來是吧。
訶	kʰo1	
診	tʃin3	
註	tʃu5	
証	tʃin5	
訽	keu5	
訾	tsɿ3	
訿	tsɿ3	
詀	tʃam1	
詄	tiet7	
詆	ti3	
詈	li5	
詉	nau2	
詋	tʃu5	
詋	tʃiu5	
詍	i5	
詎	kʰi3	
詐	tsa5	
詑	i2	
詒	i2	
詔	tʃau5	
評	pʰin2	
詖	pi5	
詘	kʰiut7	
詛	tsɿ3	
詞	tsʰɿ2	
詠	iun3	
詡	hi3	
詢	sun2	
詣	ȵi5	
詤	foŋ3	
試	tʃʰɿ5	
試	tʃʰi5	
詨	hau5	
詩	ʃɿ1	
詪	ken5	
詫	tsa5	
詬	keu5	
詭	kui3	
詮	tsʰien2	
詰	kiet7	
話	fa5	
話	va5	
話	vo3	
話	voi1	
該	koi1	
詳	sioŋ2	
詵	sin1	
詵	sien3	
詶	tʃʰu2	
詶	tʃʰiu2	
詷	tʰuŋ2	
詸	mi5	
詺	miaŋ5	
詻	niak7	
詼	foi1	
詾	hiuŋ1	
詿	kua1	
誂	tʰiau2	
誃	tʃʰɿ3	
誃	tʃʰi3	
誄	loi3	
誅	tʃu1	
誆	kʰioŋ1	
誇	kʰua1	
誈	mu2	
誋	kʰi3	
誌	tʃɿ5	
認	ȵin5	
誏	loŋ5	
誐	ŋo2	
誑	kʰoŋ2	
誑	kue2	【替字】象聲詞。~~響，鬼的聲音。
誑	kʰuen2	【替字】狗叫。狗一~有定着鼻倒蹟，狗一叫肯定是聞到線索了。
誓	ʃɿ5	
誕	tan5	
誖	pʰut8	
誘	iu5	
誚	tsʰiau5	
誚	tsiau1	
誛	tsʰim3	
語	ni1	
誟	hau5	
誠	ʃin2	
誡	kiai5	
誣	mu2	
誤	ŋu5	
誥	kau5	
誦	siuŋ5	
誧	pʰu3	
誧	pʰu1	
誨	fi5	
說	ʃot7	
誯	tʃʰoŋ5	
誰	ʃui2	
課	kʰo5	
誳	kʰiut7	
誶	sui5	
誶	tsʰui5	
誷	voŋ3	
誹	fi1	
誹	fui1	
誼	ȵi5	
誾	niun3	
調	tʰiau2	
調	tʰiau5	
調	tʰiu5	
諂	tsʰam3	
諄	ʃun2	
談	tʰam2	
諉	vi3	
諉	vui3	
諊	kʰiuk7	
請	tsʰiaŋ3	
請	tsʰiaŋ5	
諍	tsʰaŋ5	【替字】本字爲「撐」。頂撞。~佢，頂撞他。~啜，頂嘴。
諎	tsit7	
諏	tseu1	
諑	tok7	
諒	lioŋ5	
諓	tsʰien3	
諔	sip7	
諕	hau2	
論	lun5	
諗	ʃim3	
諛	i2	
諜	tʰiap8	
諝	si1	
諞	pʰien1	
諟	ʃɿ5	
諠	sien1	
諡	ʃɿ5	
諤	ŋok8	
諦	ti5	
諧	hai2	
諩	pʰu3	
諫	kian3	
諭	i5	
諮	tsɿ1	
諰	sai3	
諰	se1	
諱	fi5	
諱	vi5	
諱	vui5	
諳	am1	
諵	nam2	
諶	ʃim1	
諷	fuŋ3	
諸	tʃu1	
諺	nian5	
諺	ŋan5	
諼	fon5	
諾	nok7	
謀	meu2	
謁	iat7	
謂	vi5	
謂	vui5	
謄	tʰen2	
謄	tʰen5	
謅	tsʰeu1	
謆	ʃan5	
謈	pʰau2	
謊	foŋ3	
謌	ko1	
謎	mi5	
謏	seu5	
謒	tsʰioŋ1	
謖	suk7	
謗	poŋ3	
謙	kʰiam1	
謚	it7	
講	koŋ3	
謜	tʃʰin1	
謜	ʃim3	
謝	tsʰia3	
謟	tʰau1	
謠	iau2	
謧	li2	
謨	mu2	
謩	mu2	
謪	ʃoŋ1	
謪	sak7	
謫	tsak7	
謬	meu3	
謭	tsien3	
謯	tsa1	
謱	leu2	
謲	tsʰam1	
謳	eu1	
謶	tʃa1	
謷	ŋau2	
謹	kiun3	
謼	fu1	
謾	man2	
謿	sau3	
謿	tsau1	
譁	fa2	
譂	ʃan5	
譄	tsen1	
譆	hi1	
譇	tʃʰa1	
譈	tui5	
證	tʃin5	
譊	nau2	
譌	ŋo2	
譏	ki1	
譐	tsun3	
譑	kiau3	
譓	fi5	
譔	tsʰon5	
譔	sien3	
譖	tsiam5	
識	ʃit7	
譙	tsiau1	
譙	tsʰiau5	
譚	tʰam2	
譜	pʰu3	
譟	tsʰau5	
譡	toŋ3	
譢	sui5	
警	kin3	
譩	i1	
譫	tʃam1	
譬	pʰit7	
譭	kʰui3	
譯	it8	
議	ȵi5	
議	ni1	
議	ni35	
議	nie5	
議	niai5	
譴	kʰian3	
護	fu5	
譹	hau2	
譺	ȵi3	
譽	i5	
譽	i2	
譾	tsien3	
讀	tʰeu5	
讀	tʰuk8	
讁	tsak7	
讃	tsan5	
讅	ʃim3	
變	pien5	
讌	ian5	
讎	ʃu2	
讎	ʃiu2	
讎	tʃʰiu2	
讐	ʃu2	
讐	ʃiu2	
讐	tʃʰiu2	
讒	tsʰam2	
讓	ioŋ5	
讕	lan2	
讖	siam2	
讖	tsʰiam5	
讘	niap7	
讙	fon1	
讚	tsan5	
讜	toŋ3	
讟	tʰuk8	
谷	kuk7	原文注音kouc8，聲調批量誤。
谸	tsʰien1	
谺	ha2	
谿	hai1	
谿	kʰe1	
谿	hi2	
豁	vat7	
豁	hat7	
豆	tʰeu5	
豈	kʰi3	
豉	ʃɿ5	
豋	ten1	
豌	van3	
豎	ʃu5	
豐	fuŋ1	
豓	iam5	
豔	iam5	
豕	tʃʰɿ3	
豕	tʃʰi3	
豗	foi1	
豚	tun3	
象	sioŋ5	
豢	fam5	
豣	kian1	
豪	hau2	
豪	ho2	
豫	i5	
豬	tʃu1	
豴	tit7	
豵	tsuŋ1	
豶	fun2	
豸	tʃʰɿ5	
豸	tʃʰi5	
豹	pau5	
豺	sai2	
豻	kon1	
豼	pʰi1	
豾	pʰi1	
貂	tiau1	
貅	hiu1	
貇	kʰen3	
貈	hok7	
貉	hok7	
貊	met7	
貌	mau5	
貍	li2	
貓	miau5	
貔	pʰi1	
貝	pi5	
貝	pui5	
貞	tʃin1	
貟	ian2	
負	fu5	
財	tsʰoi2	
貢	kuŋ5	
貧	pʰin2	
貨	fo5	
販	fan5	
貪	tʰam1	
貫	kuon5	
貫	kuan5	
責	tsit8	
貯	tu3	
貰	ʃɿ5	
貱	pi5	
貲	tsɿ1	
貳	ȵi5	
貴	kui5	
貶	pien3	
買	mai1	
貸	tʰoi5	
貹	sen3	
貺	kʰuoŋ3	
費	fi5	
費	fui5	
貼	tap7	
貼	tiap7	
貼	tʰiap7	
貽	i2	
貿	meu3	
貿	miau3	
賀	fo5	
賁	pun1	
賂	lu5	
賃	im5	
賃	nim5	
賄	iu5	
賅	koi1	
資	tsɿ1	
賈	ku3	
賉	sit7	
賊	tsʰet8	
賍	tsʰoŋ2	
賏	in1	
賑	tʃin3	
賓	pin1	
賔	pin1	
賕	kʰiu2	
賙	tʃu1	
賙	tʃiu1	
賚	loi3	
贊	tsan5	
賜	sɿ5	
賜	tsɿ5	
賜	tʃʰu5	
賞	ʃoŋ3	
賠	pʰoi2	
賡	kaŋ1	
賢	hien2	
賣	mai3	
賤	tsʰien5	
賦	fu5	
賦	fu3	
賧	tʰam5	
賨	tsuŋ1	
賩	tsuŋ1	
質	tʃit7	
質	tʃɿ5	
賬	tʃoŋ5	
賭	tu3	
賴	lai3	
賷	tsɿ1	
賸	in5	
賺	tsʰon5	
購	keu5	
賽	sai1	
賽	soi5	
賾	tsit7	
贂	tsʰam3	
贃	tsʰon5	
贄	tʃɿ5	
贅	tʃui5	
贈	tsen5	
贊	tsan5	
贍	ʃam3	
贏	iaŋ2	
贐	tsin5	
贓	tsoŋ1	
贓	tsʰoŋ2	
贔	pʰi5	
贖	ʃuk8	
贗	ŋan5	
贛	kam5	
贛	kuŋ5	
赤	tʃʰak7	
赦	ʃa5	
赧	nan3	
赫	het8	
赬	ʃin5	
赭	tʃa3	
赭	tʃe3	
走	tseu3	
赳	kiu5	
赴	fu5	
起	hi3	
趁	tsʰen5	
趄	tsɿ1	
超	tʃʰau1	
越	iat8	
趍	tʃʰɿ2	
趍	tʃʰi2	
趑	tsɿ1	
趕	kon3	
趙	tʃʰau5	
趝	niam5	
趝	kiam5	
趟	tʰoŋ5	【重定向】
趠	tsok7	
趠	tʃʰok7	
趣	tsʰi5	
趦	tsɿ1	
趨	tsʰi1	
趫	kʰiau2	
趯	iok7	
趲	tsan3	①聚集、匯集，原文寫匆忙、急促、快速走，誤。~齊，一起。~步，加快步伐。~口，扯着嗓子喊。②【重定向】移動。走~，走樣。~前，移前。
足	tsiuk7	
趵	pau5	
趺	fu1	
趾	tʃɿ3	
跀	ȵet8	
跁	pʰa2	
跋	pʰat8	
跌	tiet7	
跍	pu1	
跍	kʰu2	
跎	tʰo2	
跏	ka1	
跑	pʰau1	
跒	kʰa5	
跔	ki1	
跕	tʰiap7	
跕	tem5	
跖	tʃak7	
跙	tsɿ1	
跚	san1	
跛	pai1	
距	kʰi3	
跟	ken1	
跠	i2	
跡	tsiak7	
跡	tsit7	
跢	toi1	
跣	sien3	
跦	tʃu1	
跧	tsʰien2	
跨	hia1	【替字】舒展。手~開，手伸展開。
跨	kʰia2	【替字】①騎。狗牯~狗嫲，公狗騎母狗。我毋曾~你婦人家，我沒有操你老婆(和我生氣做什麼?)。②被扒上、被纏上。烏蠅~死佬，蒼蠅圍着屍體。
跨	kʰia5	【替字】①跨。~腳，跨O形腿。②歪斜。橫橫~，歪斜。布綁得la3 la3~~，布綁得歪歪扭扭。
跨	kʰia3	【替字】跨。
跨	kʰiam5	【替字】可能百越底層詞。跨。
跨	kʰua1	【文】
跨	pʰia1	
跨	sia1	
跪	kʰui3	
跫	kʰiuŋ2	
跬	kui3	
跮	tʃɿ5	
路	lu3	
跲	kʰap7	
跳	tʰiau2	
跳	tʰiau3	
跳	tʰiau5	
跴	tsʰai3	
跺	to3	
跼	kʰiuk8	
跽	kʰi3	
踉	lioŋ2	
踊	iuŋ3	
踏	tʰap8	
踐	tsʰien5	
踑	kʰi2	
踒	vi1	
踒	vui1	
踔	tsok7	
踕	tiak7	
踕	tsʰiak7	
踖	sit7	
踗	niap7	
踘	kʰiuk7	
踝	fa2	
踝	kʰo3	
踟	tʃʰɿ2	
踟	tʃʰi2	
踠	van3	
踡	kʰian2	
踢	tʰet7	
踢	tʰiak7	
踢	tem3	
踤	tsʰut7	
踦	kʰi2	
踧	tʰit7	
踨	tsʰiok7	
踩	tsʰai3	
蹤	tsiuŋ1	
踰	i2	
踱	tok8	
踳	tʃʰun3	
踴	iuŋ3	
踵	tʃuŋ3	
踶	tʰi2	
踷	tʃa5	
踹	ton3	
踼	tʰoŋ3	
踽	ki3	
蹀	tʰiap8	
蹁	pʰien1	
蹄	tʰai2	
蹇	kʰian3	
蹈	tʰau1	
蹈	tʰau5	
蹉	tsʰo1	
蹉	tsʰo5	
蹊	hi2	
蹋	tʰap8	
蹌	tsʰoŋ1	
蹌	tsʰioŋ1	
蹎	tien1	
蹏	tʰai2	
蹐	tsit7	
蹔	tsʰiam5	
蹕	pit7	
蹖	tʃuŋ1	
蹙	tsʰuk7	
蹛	tai5	
蹜	suk7	
蹝	sai3	
蹝	si3	
蹟	tsiak7	
蹟	tsit7	
蹠	tʃak7	
蹣	pʰan2	
蹤	tsiuŋ1	
蹧	tsau1	
蹨	nian3	
蹩	pʰiet8	
蹬	ten5	
蹭	tsʰen5	
蹮	tsʰien1	
蹮	tsʰin1	
蹯	fan2	
蹯	fan1	
蹲	tsʰun2	
蹴	tsʰuk7	
蹴	tʃʰok7	
蹵	tsʰuk7	
蹶	kʰiet7	
蹸	nin5	
蹸	lin5	
蹺	kʰiau1	
蹻	kʰiau1	
蹻	kʰiau2	
蹼	puk7	
躁	tsʰau5	
躂	tʰat8	
躃	pʰit7	
躄	pʰit7	
躅	tʃʰuk7	
躇	tʃʰu2	
躇	tʃʰiu2	
躊	tʃʰu2	
躊	tʃʰiu2	
躋	tsi1	
躍	iok7	
躐	liap8	
躐	liap7	
躑	tʃʰit7	
躒	lit7	
躓	tʃit7	
躔	tʃʰan2	
躘	liuŋ1	
躚	tsʰien1	
躚	tsʰin1	
躝	lan2	
躞	siet7	
躟	naŋ5	【替字】本字應是「掙」。使勁。
躡	niap7	
躧	sai3	
躧	si3	
躩	kʰiok7	
躪	nin5	
躪	lin5	
身	ʃin1	
躬	kiuŋ1	
躭	tam1	
躭	tʰam1	
躲	to3	
躶	kʰo3	
躹	kʰiuk7	
躺	tʰoŋ3	
軀	kʰi1	
軃	to3	
車	tʃʰa1	
車	tsʰa	
軋	ap7	
軌	kui3	
軍	kiun1	
軏	ŋut7	
軒	hien1	
軔	niun5	
軘	tʰun2	
軛	ak7	
軞	mau3	
軟	nion1	
軫	tʃin3	
軶	ak7	
軷	pʰat8	
軸	tʃʰuk8	
軹	tʃɿ3	
軻	kʰo2	
軼	it8	
輧	pʰen1	
較	kau3	
輅	lu5	
輇	tsʰien2	
載	tʃoi5	
載	tsai5	
載	tsai3	
輊	tʃɿ5	
輋	tsʰia2	
輒	tʃap7	
輓	van3	
輔	pʰu3	
輔	fu3	
輕	kʰiaŋ1	
輕	kʰin1	
輖	tʃu1	
輖	tʃiu1	
輗	ȵi2	
輙	tʃap7	
輚	tsʰan5	
輛	lioŋ3	
輜	tsɿ1	
輝	fi1	
輝	fui1	
輞	voŋ3	
輟	tot7	
輠	kuo3	
輣	pʰen2	
輤	tsʰien5	
輥	kun3	
輦	lien3	
輧	pʰen1	
輨	kuon5	
輩	pi5	
輩	pui5	
輪	lin1	
輪	lin2	
輪	lun2	
輬	lioŋ2	
輭	nion1	
輯	sip8	
輯	tsʰip8	
輳	tsʰeu5	
輴	tʃʰun1	
輶	iu2	
輸	ʃu1	
輻	fuk7	
輾	tʃan3	
輾	tsan5	
輿	i2	
轂	kuk7	
轄	hat7	
轅	ian2	
轆	luk8	
轇	kau1	
轈	tsʰau2	
轉	tʃon3	
轉	tʃon5	
轉	tʃoŋ3	
轉	tson3	
轍	tʃʰat8	
轎	kʰiau5	
轏	tsʰan5	
轔	lin2	
轔	tin1	
轕	kot7	
轗	kʰam3	
轘	fam2	
轘	fam5	
轝	i2	
轞	kam5	
轟	kuaŋ2	
轟	kʰuaŋ2	
轟	vaŋ2	
轡	pi5	
轢	lit8	
轣	lit8	
轤	lu2	
辛	sin1	
辜	kʰu1	
辟	pʰit7	
辠	tsʰui5	
辡	pʰien5	
辢	lat8	
辣	lat8	
辣	lat7	
辤	tsʰɿ2	
辦	pʰan5	
辧	pʰien5	
辨	pʰien5	
辭	tsʰɿ2	
辮	pien1	
辯	pʰien5	
辰	ʃin2	
辱	iuk8	
農	nuŋ2	
辴	tʃan3	
辵	tʃʰok7	
辶	tʃʰok7	
迀	kon1	
迂	hi1	
迂	i1	
迃	i1	
迄	ȵet7	
迄	hit7	
迅	sin3	
迆	i2	
迊	tsap7	
迋	voŋ5	
迍	tʰun2	
迎	niaŋ2	
迎	niaŋ5	
近	kʰiun1	
近	kʰiun3	
迓	la2	
迓	ŋa2	
迓	ŋa5	
返	fan3	
迕	ŋ̍3	
迢	tʰiau1	
迤	i2	
迥	kuen3	
迦	ka1	
迨	tʰai5	
迪	tʰit7	
迫	pit7	
迫	pet7	
迭	tiet7	
迯	tʰau2	
述	ʃut8	
迴	fi2	
迴	fui2	
迷	mi2	
逬	pin5	
迹	tsiak7	
迹	tsit7	
迺	nai1	
迻	i2	
追	tʃui1	
追	tui1	
迾	liet8	
退	tʰoi5	
退	tʰui5	
送	suŋ5	
适	kuat7	
逃	tʰau2	
逅	heu5	
逆	niak8	
逈	kuen3	
逋	pʰu2	
逍	siau1	
透	tʰeu5	
透	tʰeu3	
逐	tʃʰuk8	
逑	kʰiu2	
途	tʰu2	
途	tʰu5	
逕	kaŋ3	
逕	kaŋ5	絆、撞。~人，絆人。~倒一身水，撞得一身都是水。狗~索，同時收到多個邀請。~倒狐狸臊，狐狸臊味撲鼻而來。
逕	kʰaŋ5	鉤。~刀腳疤皮，鉤到腳的結痂。~鼻屎，摳鼻屎。
逖	tʰit8	
逗	tʰeu5	
這	tʃe3	
這	tʃe5	
通	tʰuŋ1	
逛	kʰoŋ3	
逝	ʃɿ5	
逞	tʃʰin3	
速	suk7	
造	tsʰau5	
逡	tsun1	
逢	fuŋ2	
連	lien2	
逩	pun5	
逭	kuon3	
逮	tʰai1	
逮	tʰai5	
逯	liuk8	
週	tʃu1	
週	tʃiu1	
進	tsin5	
逴	tsok7	
逵	kʰui2	
逶	vi1	
逶	vui1	
逷	tʰit8	
逸	it8	
逹	tʰat8	
逼	pit7	
逼	pet7	
逾	i2	
逿	tʰoŋ5	①【替字】本字爲「宕」。錯過。~路，走過了。~了一行，漏了一行。②打滑。
遀	sui2	
遁	tʰun3	
遂	sui5	
遄	tʃon1	
遇	ȵi5	
遊	iu2	
運	iun5	
遍	pien5	
過	kuo1	
過	kuo5	
遏	ot7	
遐	ha2	
遑	foŋ2	
遒	tsʰiu2	
道	tʰau5	
達	tʰat8	
違	vi2	
違	vui2	
遘	keu5	
遙	iau2	
遛	liu2	
遛	liu5	
遜	sun5	
遝	tʰap7	
遞	tʰi5	
遠	ian3	
遠	ian5	
遡	sok7	
遡	ʃok7	
遢	tʰap7	
遣	kʰian3	
遨	ŋau2	
適	ʃit7	
遬	suk7	
遭	tsau1	
遮	tʃa1	
遯	tʰun3	
遰	tʰi5	
遲	tʃʰɿ2	
遲	tʃʰi2	
遴	lin2	
遵	tsun1	
遶	niau2	
遷	tsʰien1	
選	sien3	
遹	iut8	
遺	vi2	
遻	ŋok8	
遻	ŋu5	
遼	liau2	
遽	ki3	
避	pʰit7	
邀	iau1	
邁	mai3	
邂	hai5	
邃	sui5	
還	fan2	
還	han2	①依然。~有。②更加。~在。③真、甚。~好，真好。~起話，真會說。④疑問詞。~係作真~係作搞，是認真的還是開玩笑的?
還	van2	
還	an5	再。~等正/~時間，等一下。
邅	tʃan1	
邇	ni3	
邊	pien1	
邋	liap8	
邏	lau1	
邐	li3	
邑	ip7	
邔	kʰi3	
邕	iuŋ1	
邛	kʰiuŋ2	
那	mak7	
那	man3	
那	na3	
那	nai5	同「哪」。
那	ŋai5	同「哪」。
那	ne5	
那	lai5	同「哪」。
邦	paŋ1	
邨	tsʰun1	
邪	sia2	
邪	ia2	【替字】下流。做~~，說下流話。講~~，說不誠實的話。
邰	tʰoi2	
邱	hiu1	
邱	kʰiu1	
邴	piaŋ3	
邵	ʃau5	
邸	ti3	
邽	kui1	
郁	iuk7	
郄	hit7	
郅	tʃit7	
郇	sun2	
郊	kʰau1	
郊	kau1	
郞	loŋ2	
鄭	tʃʰaŋ5	
郛	fu1	
郜	kau5	
郡	kʰiun3	
郤	hit7	
郤	kʰio1	
部	pʰu5	
郭	kuok7	
郯	tʰam2	
郰	tseu1	
郳	ȵi2	
郴	tʃʰim1	
郵	iu2	
都	tu1	
鄂	ŋok8	
鄕	hioŋ1	
鄋	seu1	
鄒	tseu1	
鄗	hau5	
鄙	pʰi3	
鄙	pʰe3	
鄧	tʰen5	
鄭	tʃʰaŋ5	
鄰	lin2	
鄱	pʰo2	
鄹	tseu1	
酆	fuŋ1	
酉	iu2	
酊	ten1	
酋	tsʰiu2	
酌	tʃok7	
配	pʰi5	
配	pʰui5	
酎	tsʰiu5	
酒	tsiu3	
酕	mau3	
酖	tam1	
酘	tʰeu2	
酡	tʰo2	
酢	tsʰok7	
酣	tʰiam2	
酤	ku1	
酥	sɿ1	
酧	tʃʰu2	
酧	tʃʰiu2	
酩	min2	
酪	lok8	
酬	tʃʰu2	
酬	tʃʰiu2	
酭	iu5	
酲	tʃʰin2	
酴	tʰu2	
酵	kau5	
酶	moi2	
酷	kʰuk7	
酸	son1	
酹	lot7	
酺	pʰu2	
醃	iam1	
醃	iam3	
醄	tʰau2	
醅	pʰi2	
醅	pʰui2	
醆	tsan3	
醇	ʃun2	
醉	tsui5	
醊	tot7	
醋	tsʰɿ5	
醍	tʰi2	
醐	fu2	
醒	siaŋ3	
醓	tʰam3	
醜	tʃʰu3	
醜	tʃʰiu3	
醞	vun5	
醠	oŋ1	
醡	tsa5	
醥	pʰiau5	
醦	tsʰam3	
醨	li2	
醩	tsau1	
醪	lau2	
醫	i1	
醬	tsioŋ5	
醭	pʰuk7	
醮	tsiau5	
醯	hi1	
醰	tʰam2	
醲	niuŋ2	
醴	li3	
醹	si1	
醺	hiun1	
醿	mi2	
釀	ioŋ5	
釁	hin5	
釂	tsiau5	
釃	sɿ1	
釃	si1	
釅	niam2	
釆	pʰien5	
采	tsʰai3	
采	tsʰoi2	
釉	iu5	
釋	ʃit7	
釋	sit7	
里	li1	
重	tʃʰuŋ1	
重	tʃʰuŋ2	
重	tʃʰuŋ5	
重	tsʰuŋ2	
野	ia1	
野	ia5	
量	lioŋ2	
量	lioŋ5	
釐	li2	
金	kim1	
釗	tʃau1	
釘	taŋ1	
釜	pʰu3	
針	tʃim1	
針	tʃim5	
釣	tiau5	
釤	sam5	
釦	kʰeu5	
釧	tʃʰon5	
釬	hon5	
釭	koŋ1	
釯	moŋ2	
釱	tʰi5	
釿	kin1	
鈀	pʰa2	
鈁	foŋ1	
鈆	ian2	
鈇	fu1	
鈉	nat7	
鈋	ŋo2	
鈍	tʰun5	
鈎	keu1	
鈐	kʰiam2	
鈒	sap7	
鈒	ep7	【替字】敷塗。~草藥。
鈔	tsʰau1	
鈕	neu3	
鈚	pi5	
鈞	kiun1	
鈪	ak7	
鈴	laŋ2	
鈸	pʰat8	
鈹	pʰi1	
鈺	niuk8	
鈿	tʰien2	
鉀	kap7	
鐵	tʰiet7	
鉅	kʰi3	
鉆	kʰiam2	
鉈	tʰo2	
鉉	hien3	
鉊	tʃau1	
鉋	pʰau2	
鉎	saŋ1	
鉎	siaŋ5	
鉏	tsʰɿ2	
鉏	tsʰo2	
鉏	tsʰio2	
鉑	pʰok8	
鉒	tʃu5	
鉔	tsap7	
鉗	kʰiam2	
鉛	ian2	
鉞	iat8	
鉟	pʰi1	
鉢	pat7	
鉤	keu1	
鉦	tʃin1	
鉸	kau5	①鉸鏈。洋葉~，合葉。②剪刀。~剪，剪刀。③轉動。硬~，難轉/談不攏。走~，螺栓壞了/沒用了。
銀	niun2	
銁	kiun1	
銃	tʃʰuŋ5	
銅	tʰuŋ2	
銍	tʃit7	
銎	kʰiuŋ2	
銑	sien3	
銓	tsʰien2	
銘	min2	
銘	men2	
銚	tʰiau2	
銛	siam2	
銜	ham2	
銳	iui5	
銶	kʰiu2	
銷	siau1	
銹	siu5	
銼	tsʰo5	
鋂	moi2	
鋃	loŋ2	
鋆	iun2	
鋈	vok7	
鋌	tʰin3	
鋏	kiap7	
鋑	tsun1	
鋒	fuŋ1	
鋘	fa2	
鋜	tsʰok7	
鋝	lot7	
鋟	tsʰim1	
鋤	tsʰɿ2	
鋤	tsʰo2	
鋤	tsʰio2	
鋦	kʰiuk8	
鋩	moŋ2	
鋪	pʰu1	
鋸	ki5	
鋼	koŋ5	
錁	kʰo5	
錄	liuk8	
錏	a3	
錐	tʃui1	
錘	tʃʰui2	
錙	tsɿ1	
錚	tsen1	
錛	pun1	
錞	tun1	
錟	tʰam2	
錠	tʰin5	
錢	tsʰien2	
錣	tot7	
錦	kim3	
錧	kuon5	
錨	nau2	
錨	miau2	
錫	siak7	
錫	sit7	
錭	tʰiau1	
錮	ku5	
錯	tsʰo5	
錯	tsʰok7	
錶	piau1	
鍊	lien5	
鍋	kʰo1	
鍋	vok8	
鍍	tʰu5	
鍔	ŋok8	
鍖	tsem1	
鍘	tsʰet7	
鍛	ton5	
鍛	tʰon5	
鍜	ha2	
鍠	foŋ2	
鍤	tsʰap7	
鍥	kʰet7	
鍧	vaŋ2	
鍧	vaŋ1	
鍪	meu3	
鍫	tsʰiau1	
鍫	tsʰio1	
鍬	tsʰiau1	
鍬	tsʰio1	
鍭	heu2	
鍮	tʰeu1	
鍵	kʰian3	
鍼	tʃim1	
鍾	tʃuŋ1	
鎍	sok7	
鎏	liu2	
鎔	iuŋ2	
鎖	so3	
鎗	tsʰioŋ1	
鎙	sok7	
鎚	tʃʰui2	
鎛	pok7	
鎞	pi5	
鎡	tsɿ1	
鎤	foŋ3	
鎧	kʰoi3	
鎩	sai5	
鎪	seu1	
鎬	hau5	
鎭	tʃin3	
鎭	tin3	
鎭	tsen5	
鎰	it7	
鏁	so3	
鏇	sien5	
鏈	lien5	
鏈	lien2	
鏌	mok8	
鏐	liu2	
鏑	tit7	
鏖	pʰiau1	
鏖	au1	
鏗	kʰian1	
鏘	tsʰioŋ1	
鏚	tsʰit7	
鏜	tʰoŋ2	
鏝	man5	
鏞	iuŋ2	
鏟	tsʰan3	
鏡	kiaŋ5	
鏤	leu3	
鏦	tsʰiuŋ2	
鏨	tsʰam5	
鏳	tsen1	
鏵	fa2	
鏹	kioŋ3	
鏺	pʰat7	
鏽	siu5	
鏾	sien5	
鏾	san5	
鏾	san3	
鐀	kʰui5	
鐃	niau2	
鐆	sui5	
鐋	tʰoŋ5	
鐎	tsiau1	
鐏	tsun1	
鐐	liau2	
鐓	tun1	
鐔	tsʰim2	
鐔	tʰam2	
鐘	tʃuŋ1	
鐙	ten1	
鐫	tsun1	
鐮	liam2	
鐲	tsʰuk7	
鐵	tʰiet7	
鐶	fan2	
鐸	tʰok8	
鐺	toŋ1	
鑄	tʃu5	
鑊	vok8	
鑑	kam5	
鑒	kam5	
鑕	tʃit7	
鑚	tson1	
鑛	kuaŋ3	
鑞	lap8	
鑠	ʃok8	
鑢	li5	
鑣	piau1	
鑪	lu2	
鑯	tsʰiam1	
鑰	iok7	
