#漢字	音標	解釋
㩳	ɕyɔ3	用脚蹬
訂	təŋ5	修订
訃	fu5	讣告
認	ȵiaŋ6	认真
譏	tsɿ1	讥讽
訌	ɦoŋ6	混乱
討	tʰə3	讨论
讓	ȵiɛ6	转让
訕	sa5	毁谤
訖	tɕʰiai7	截止,完毕
託	tʰo7	~咐
訓	ɕyoŋ5	训练
議	ȵi6	会议
訊	saŋ5	电讯
記	tsɿ5	记录
講	kuɔ3	讲话
諱	ɕʮ5	隐瞒
謳	au1	讴歌
訝	ŋo6	惊诧
訥	nø8	出言迟钝木讷
許	he3	许个
許	ɕʮ3=	许多
訛	ŋ̍2	错谬
論	lø6	讨论
論	lø2	论语
訟	ʑyɔ6	诉讼
諷	hoŋ5	讽刺
設	sɿ7	建设
訪	huɔ5	访问
訣	tɕy7	诀别
證	tɕiəŋ5	证明
詁	ku3	训诂
訶	ho1	大声斥责
評	bəŋ2	评论
詛	tso3	诅咒
識	tsɿ5	标识
識	sɿ7	认识
詐	tso5	欺骗
訴	ɕʮ5	告诉
診	tsaŋ3	门诊
詆	ti3	诋毁
謅	tsʰau1	胡诌
詞	zɿ2	词汇
詔	tɕyə5	诏书
譯	jiai8	翻译
詒	ji2	诒误
誆	tɕʰyɔ1	诓骗
試	sɿ5	试验
詩	sɿ1	诗歌
詰	tɕiai7	诘问:渣究
詼	kʰai1	恢谐
誠	ʑiəŋ2	诚恳
誅	tɕʮ1	口诛笔伐
詵	saŋ1	先致其言
誕	ta5	圣诞
詬	kau3	诟病
詮	tɕʰy1	详尽解释
詭	tɕʮ3	诡计
詢	ɕyoŋ1	询问
詣	ȵi6	造诣
諍	tsɛ5	争讼诤言
該	ke1	应该
詳	ʑiɛ2	详细
詫	tsʰa5	诧愕
諢	waŋ6	插科打诨
詡	ɕʮ3	出言敏捷而气壮
誡	kɛ5	告诫
誣	vu2	诬陷
語	ȵy4	语言
誚	tɕʰyə5	诮骂
誤	ŋ̍6	谬误
誥	kə5	诰命夫人
誘	jiau4	引诱
誑	dʑyɔ2	惑乱
説	ɕy7	说话
誦	ʑyɔ6	朗诵
請	tɕʰiəŋ3	请求
諸	tɕʮ1	诸侯
諾	no8	承诺
讀	dau6	句读
讀	du8	读书
誹	fi3	诽谤
課	kʰu5	功课
課	ku3	油炸保
諉	ʰwai3	推诿
諛	jʮ2	谄媚奉承
誰	ʑʮ2	副词疑问代词
誰	jʮ2	潍坊
調	dyə6	声调
調	dyə2	调羹
諂	tɕʰi3	谄谀谄媚
諒	liɛ6	原谅
諄	tɕyoŋ1	教诲不倦
談	da2	谈话
誼	ȵi6	友谊
謀	mə2	计谋
諶	zaŋ2	相信
諜	diɛ8	间谍
謊	huɔ3	谎言
諫	ka5	直谏
諧	ɦɛ2	和谐
謔	ɕia7	戏谑
謁	ʰji7	谒见
謂	jʮ6	称谓
諤	ŋo8	直言
諭	jʮ6	告晓
讒	za2	谗言
諳	ø1	熟悉熟谙
諺	ȵi6	谚语
諦	ti5	注意
謎	mi2	谜语
謨	mu2	计谋;谋略
謝	zɿ6	感谢
謡	jyə2	谣言
謗	puɔ5	诽谤
謚	zɿ6	谥号
謙	tɕi1=	大量搬莱夹取
謙	dʑi2	菜
謙	tɕʰi1	谦虚
謐	myə8	静寂
謹	tɕiaŋ3	谨慎
謾	ma6	谩骂
謫	tsɛ7	处罚
謬	myə6	荒谬
譚	da2	姓氏
譖	tsø5	谗毁;诬陷
譙	dʑyə1	城门上的瞭望楼谯楼
讕	la2	以诬言相加
譜	pu3	曲谱
讞	ȵi4	议罪
譴	tɕʰi3	谴责
讖	tsʰa5	女人骂人
谷	jyo8	吐谷浑
谷	ku7	山谷
豁	ho7	豁然开朗
豆	diəu6	豆蔻
豆	diəu6	黄豆
豇	kuɔ1	豇豆
豉	zɿ6	用煮熟的大豆发酵后制成的豆豉
豌	ʰjy1	豌豆
豕	sɿ3	猪豕
豚	dø2	豚犊:小猪
象	ʑiɛ4	想象
豢	wa6	豢养
豪	ɦə2	豪杰
豫	jʮ6	河南的简称
豸	sɛ2	无足之虫
豹	puɔ5	虎豹
豺	sɛ2	豺狼
貂	tyə1	貂皮
貉	ɦo8	一种重要的毛皮兽
貌	muɔ6	相貌
賙	tɕiəu1	救济
貝	pai5	宝贝
貞	tɕiəŋ1	贞洁
負	vu4	胜负负担
貢	koŋ5	贡献
財	dze2	财富
責	tsɛ7	责问
賢	ji2	先贤
敗	ba6	失败
賬	tɕiɛ5	明细账
貨	fu5	货物
質	tsai7	质量
販	fa5	贩卖
貪	tʰø1	贪污
貧	bəŋ2	贫穷
貶	pi3	贬低
購	kau5	购买
貯	dʑʮ4	贮藏
貫	kø5	贯彻
貳	ŋ̍6	二的大写
賤	ʑi6	卑贱
賁	paŋ1	贲門,群牛受惊奔跑
貼	tʰiɛ7	贴心
貴	tɕʮ5	尊贵
貴	kai5	薛仁贵
貸	tʰe5	借贷
貿	mə6	贸易
費	fi5	浪费
賀	wu6	祝贺
貽	ji2	贻笑大方
賊	dze8	盗贼
賈	ku3	商贾
賈	ko3	姓氏
賄	fai3	行贿
賃	zaŋ4	租赁
賂	lo6	贿赂
贓	tsuɔ1	赃款
資	tsɿ1	投资
賅	ke1	概括
賑	tsaŋ5	赈灾
賚	le6	赏赐
賒	sɿ1	赊欠
賦	fu5	诗词曲赋赋税
賭	tu3	赌博
贖	ʑyo8	赎买
賞	ɕiɛ3	观赏
賜	sɿ5	赐福
賡	kɛ1	继续
賠	bai2	赔偿
賴	lɛ4=	依赖
賴	ʰlɛ5-	赖歪
贅	tɕʮ5	累赘
賻	bu6	送给丧家的钱财等
賺	dʑiaŋ4-	赚钞票
賺	dza6=	赚错错也
賽	se5	比赛
贗	ŋa6	赝品
贊	tsa5	赞美
贈	zaŋ6	赠送
贍	ʑi6	供养
贏	jiaŋ2	赢取
贛	kø5	江西简称
赤	tsʰɿ7	赤裸裸
赦	sɿ5	赦免
赧	na4	因羞愧而脸红
赫	ha7	显赫
走	tsau3	走路
赳	tɕiau1	雄赳赳
赴	fu5	奔赴
趙	dʑyə4	姓氏
趕	kø3	赶快
起	tsʰɿ3	兴起
趁	tsʰaŋ5	趁早
趄	li8	翅趄:身体摇晃
超	tɕʰyə1	高超
越	jy8	越南
趨	tɕʰʮ1	趋势
趟	tʰuɔ5	一趟
趟	tʰuɔ1	从浅水里走过去
趣	tɕʰʮ5	兴趣
趤	duɔ6	逸游~街
足	tɕyo7	足球
趴	pʰo7	凭倚
趵	puɔ5	趵突:喷涌
躉	taŋ3	趸船
趾	tsɿ3	脚趾
躍	li8	跨越
躍	jia8	飞跃
跆	de2	跆拳道
跋	bo8	跋扈
跌	ti7	跌倒
跎	du2	蹉跎岁月
跑	pʰuɔ3	跑步
跚	tɕi3	脚跃
跚	sa1	蹒跚
跛	pu3	跛足
距	dʑʮ4	距离
跟	kø1	脚下根头
跟	kaŋ1	跟从
跤	kuɔ1	摔跤
跨	kʰo5	跨越
跪	dʑʮ4	跪地
路	lu6	道路
跳	tʰyə5	跳高
跳	dʑi6	跳子
踐	ʑi4	实践
蹺	tɕʰyə1	踏高跷
蹕	pyə7	古代帝王出行时的清道
跥	tu5	顿足
躋	tsɿ1	跻身
踅	ʑy8	踅迷金刚
踉	luɔ2	踉跄:跌跌撞撞
踊	jyɔ4	踊跃
躊	dʑiəu2	踌躇
踏	da8	踏步
踏	tʰa7	踢踏舞
踞	tɕʮ5	龙盘虎踞
踟	dzɿ2	踟蹰
踢	tʰi7	踢球
踩	tsʰe3	踩踏
蹤	tsoŋ1	踪迹
踮	tiɛ3	脚踮起
躑	dzɿ8	踯躅
踱	du6	踱步
踵	tɕyɔ3	脚后跟
踹	tsʰai5	踩踏
蹂	ʑiəu2	蹂躏践踏
蹄	di2	马蹄
蹇	tɕi3	跛行,迟钝
蹈	də6	赴汤蹈火
蹉	tsʰo1	蹉跎
蹊	tsʰɿ1	蹊跷:奇怪
蹋	tʰa7	落下
躡	ȵi8	蹑手蹑脚放轻脚步
蹣	bø2	~跚
蹙	tɕʰiəu7	蹙眉
蹦	poŋ5	怒跳
蹩	bi8	蹩脚
蹬	taŋ1	踩,踏
蹭	tsʰaŋ5	磨蹭
蹲	tɕyoŋ1	腿脚猛然落地
蹲	tø1	蹲点
蹴	tɕʰiəu7	一蹴而就
蹼	pʰo7	某些动物趾间的薄膜
躥	tsʰø5	双脚蹿
躁	tsə5	急躁
躅	dʑyo8	躅踯:徘徊不前
躇	dʑʮ2	踌躇:徘徊不进貌
躪	ləŋ6	蹂躏
身	saŋ1	身体
躬	koŋ1	鞠躬
軀	tɕʰʮ1	身躯
躱	tu3	躲避
躺	tʰuɔ3	躺下
車	tsʰɿ1=	水车
車	tsʰo1-	汽车
車	tɕʮ1=	车马炮
軋	a7	倾轧
軋	tsa7	把钢坯压成一定形状的钢材
軋	ɡa8	轧钢轧妍头
軌	tɕʮ3	轨道
軒	ɕi1	有窗户的长廊
轉	tɕy3	转眼
轉	tɕy5	转移
軛	a7	车上部件
輪	laŋ2	轮船
軟	ȵy4	软件
轟	hoŋ1	炮轰
軲	ku1	轱辘菌类植物
軻	kʰu1	啊峨:高耸
軸	dʑiəu6	压轴
軸	dʑiəu8	车轴
軼	jiai8	散失,失传
輕	tɕʰiaŋ1	轻重
軾	sɿ7	苏轼
載	tse5	下载
載	dze6	满俄
轎	dʑyə6	轿车
較	kuɔ5	比较
輒	tɕi7	擅自
輔	fu3	辅助
輛	liɛ4	车辆
輦	li4	人拉的车辇车
輩	pai5	辈分
輝	ɕʮ1	光辉
輥	kaŋ3	轧辊
輟	tɕy7	中止
輜	tsɿ1	辎重
輻	fu7	车轮中连接轴心与轮圈之直木
輯	tsʰai7	编辑
輯	ləŋ2	车辑磷
輸	ɕʮ1	输出
轡	pi5	驾驭马的缰绳辔马
轅	jy2	辕门
轄	ɦa8	辖区
輾	tɕi3	辗转
轆	lu8	辘辘:车行声
轍	dʑi8	车轮碾过的痕迹
辛	saŋ1	辛苦天干第八位
辜	ku1	辜负
辭	zɿ2	辞典
辟	pʰi7	嗣开辟
辟	pi7	大辟,天子
辣	la8	辛辣
辨	bi4	辨别
辯	bi4	辩论
辮	bi4	辫子
辰	zaŋ2	地支第五位
辱	ʑiəu8	侮辱
邊	pi1	边疆
遼	lyə2	辽宁
達	da8	发达
遷	tɕʰi1	迁移
迂	jʰʮ1	迂回
迄	ɕiai7	终止
迅	saŋ3	迅速
過	ku5	经过
邁	ma6	迈步
迎	ȵiaŋ2	迎接
運	jyoŋ6	运动
近	dʑiaŋ4	远近
返	fa3	返回
迕	ŋ̍6	背逆
還	wa2	还原
還	wa2	还是
這	tsɿ3	代词
進	tsaŋ5	进步
遠	jy4	远洋
違	jʮ2	违反
連	li2	连接
遲	dzɿ2	早迟
迢	dyə2	千里迢迢
迤	ji4	斜行
迥	tɕyoŋ3	遥远
迦	ko1	迦南
迪	di8	启迪
迫	pɛ7	迫击炮
迫	pɛ7	逼迫
迭	di8	更迭
述	ʑy8	叙述
逕	tɕiaŋ5	步道
迷	mi2	迷路
迸	pɛ5	线缝迸开
迹	tsɿ7=	事迹
追	tɕʮ1	追赶
退	tʰai5	退步
送	soŋ5	赠送
適	sɿ7	适应
逃	də2	逃避
逅	ɦau6	邂逅
逆	ȵiai8	叛逆
選	ɕy3	选举
遜	sø5	谦逊
逍	ɕyə1	~遥
透	tʰau5	透视
逐	tɕyo7	造谣
逐	dʑiəu8	驱逐
逑	dʑiau2	聚合
遞	di6	投递
途	du2	路途
逗	dau6	逗号逗留
通	tʰoŋ1	通知
逛	dʑyɔ6	逛街
逝	zɿ6	逝世
逞	dʑiəŋ4	逞能
速	ɕiəu7	速度
造	zə4	造反
逢	ɦoŋ2	相逢
逮	de8	介词,作为施事标志
逮	di6	逮捕
逵	dʑʮ2	李逵
逶	jʰʮ1	逶迤
逸	jiai8	安逸
邏	lo2	巡逻
逼	pi7	逼迫
逾	jʮ2	逾越
遁	dø6	遁形遁入空门
遂	ʑʮ6	功成名遂
遇	ȵy6	遇险
遍	pi5	普遍
遏	ø7	遏制
遐	ɦo2	遐想
遒	ʑiəu2	道劲
道	də4	道路
遺	jʮ6	遗产
遛	liəu6	遛狗
遢	tʰa7	邋遢
遣	tɕʰi3	差遣
遥	jyə2	遥远
遨	ŋə2	遨游
遭	tsə1	遭遇
遮	tsɿ1	遮盖
遴	ləŋ2	遴选
遵	tɕyoŋ1	遵守
遽	dʑʮ6	遽然:骤然
避	bi6	避免
邀	ʰjyə1	邀请
邂	ɦɛ6	邂逅
邃	ɕʮ5	深邃
邈	mo8	遥远
邋	la8	邋遢
邑	ʰjiai7	人民聚居之处
鄧	daŋ6	姓氏
邕	ʰjyɔ1	西宁市别称
邗	ɦø2	古地名
邛	dʑyoŋ2	土丘
邢	jiaŋ2	姓氏
那	ʰna1	姓氏
那	na6	指示代词
那	na4	疑问代词
邦	puɔ1	联邦
邪	ji2	琅邪莫邪
邪	ji2	语气词
邪	zɿ2	邪恶
郵	tsʰø1	村庄
郵	jiau2	邮政
邯	ɦø2	邯郸
邱	tɕʰiau1	姓氏
邵	ʑyə6	姓氏
邸	ti3	官邸
鄒	tsau1	姓氏
鄰	ləŋ2	邻居
郁	ʰjy7	郁郁葱葱
郁	jʰiəu7	郁闷
郅	tsai7	大;盛
郊	kuɔ1	城郊
郎	luɔ2	儿郎
鄭	dʑiəŋ6	姓氏
郝	ha7-	姓氏
郝	ho7=	姓
郡	dʑyoŋ6	郡城
郢	jiaŋ4	郢正
部	bu4	部分
郭	ko7	姓氏
郴	tsʰaŋ1	春秋楚地
鄲	ta1	邯郸
都	tu1	副词
都	tu1	都市
鄂	ŋo8	湖北简称
鄙	pi3	卑鄙
鄞	ȵiaŋ2	鄞县
鄱	bu2	鄱阳湖
酉	jiau4	地支第十位
酋	ʑiəu2	酋长
酌	tɕia7	斟酌
配	pʰai5	配合
酒	tɕiəu3	酒店
酗	ɕʮ5	酗酒
酚	faŋ1	化合物
醞	ʰjyoŋ5	酝酿
酢	zo8	以酒回敬主人
酣	hø1	酣酣,沉沉酣畅
酥	ɕʮ1	酥糖
酩	məŋ4	酩酊大醉
酪	lo8	乳浆食品
酬	dʑiəu2	报酬
醬	tɕiɛ5	酱油
酵	huɔ5	发酵
酶	me2	酒曲
酷	kʰu7	残酷
酸	sø1	硫酸
釅	ȵi6	茶、酒等饮料味厚
釀	ȵiɛ6	酿酒
醇	zoŋ2	酒味醇厚
醉	tɕʮ5	酒喝醉爻
醉	tsai5	陶醉
醋	tɕʰʮ5	食醋
醒	ɕiəŋ3	醒悟
醚	mi2	有机化合物
醮	tɕyə5	醮祭
醴	li4	甜酒
采	tsʰe3	采集
采	tsʰe5	采邑
釉	jiau6	釉陶
釋	sɿ7	释放
里	li4	公里
里	li4	裹衣服、器具的内层
里	ʰli1	该里
重	dʑyɔ4	轻重
重	dʑyɔ2	重复
重	dʑyɔ6	重叠
野	ʰji3	野外野蛮
量	liɛ6	数量测量
量	liɛ2	量长短量尺寸
金	tɕiaŋ1	黄金
釜	fu3	古炊器
鑑	ka5	鉴定
鑾	lø2	金銮殿
鋈	o7	镀
鏨	zø4	凿刻
鏨	zø6	小凿,雕琢金石的工具
鎏	liəu2	鎏金:一种传统工艺
鏐	dʑiau2	人名
鏐	liəu2	纯美的黄金
鏖	ə1	鏖战
鐾	bi6	~刀布
鑫	ɕiaŋ1	人名用字
針	tsaŋ1	方针
釘	təŋ5	钉板箱
釘	təŋ1	铁钉
釗	tɕyə1	劝勉
釧	tɕʰy5	臂镯的古称
釣	tyə5	钓鱼
釵	tsʰɛ1	宝钗
鈣	ke5	钙片
鈣	kʰø7	钙片
鈍	dø6	不锋利迟钝
鈔	tsʰuɔ1	钞票
钟	tɕyɔ1	姓氏
钟	tɕyɔ1	鍾盛酒器
钟	tɕyɔ1	鐘钟表
鈉	nø8	化学元素
鋼	kuɔ1	钢铁
鈑	pa3	钣金工
鑰	jia8	钥匙
欽	tɕʰiaŋ1	钦佩
鈞	tɕyoŋ1	雷霆万钧
鎢	ʰwu1	钨钢
鉤	kau1	铁钩
鈕	ȵiau4	钮扣
鈺	ȵyo8	珍宝
錢	di2	姓氏
錢	dʑi2	货币,财物
鉗	dʑi2	火钳
鉢	pø7	衣钵
鈸	bø8	一种打击乐器
鈸	pʰø7	镰刀
鑽	tsø1	钻洞
鑽	tsø5	钻孔
鉀	ka7	化学元素
鈿	di2	钱的俗称铜钿
鐵	tʰi7	钢铁
鈴	ləŋ2	电铃
鈴	ʰləŋ1	铃铛
鈴	dʑi2	铃印
鑠	ɕia7	铄光
鉛	kʰa1	铅锅用力掐
鉛	ji2	铅山
鉚	mə4	铆钉
鐸	do8	大铃
銬	kʰə5	镣铐
鐃	nuɔ2	古代军中乐器
鐺	tsʰɛ1	浅而平的锅
鐺	tuɔ1	银铛
銅	doŋ2	铜铁
鋁	lu4	金属元素
鍘	dza8	铡刀
銑	sɿ3	铣床
銓	tɕʰy1	衡量轻重的器具
銘	məŋ2	铭文
銫	se7	金属元素,符号
鉸	ka3-	铰剪
鉸	kuɔ3=	铰链
鉸	tɕyə3=	铰刀
鏟	tsʰa3	铁铲
銃	tɕʰyoŋ5	打鼻头铳
銀	luɔ2	银铛
銀	ȵiaŋ2	银行
鑄	tɕʮ5	铸造
鋪	pʰu5	床铺
鋪	pʰu1	铺被
鋪	pu1	饭送口中
鏈	li6	链条
鏗	kʰɛ1	铿锵
銷	ɕyə1	报销
鎖	so3	封锁
鋥	tɕiəŋ5	莹光锃亮
鋤	ʑʮ2	板锄
鋤	zo2=	锄头
鍋	ku1	锅炉
鏽	ɕiəu5	生锈
銼	zo2	矮矬
銼	tsʰo5	锉刀
銼	tsʰo5=	锉刀
鋒	hoŋ1	锋利
鋅	saŋ1	锌板
鐧	ka3	杀手锏打涧
銳	zai6	锐利
銻	tʰi1	金属元素,符号
錯	tsʰo7	差错错愕
錨	muɔ2	抛锚
錫	sɿ7	驻锡
鑼	lo2	铜锣
錘	dʑʮ2	铁锤
錐	tɕʮ1	圆锥
錦	tɕiaŋ3	锦绣
錠	dəŋ6	铁锭用作货币的铁块
鍵	dʑi4	键盘
鍵	tɕi1	阉过的牛
鋸	tɕʮ5	弓锯
錳	mɛ4	金属元素
錙	tsɿ1	锱铢必较
鍥	tɕʰi7	截断
鍇	kʰa3	精铁
鏘	tɕʰiɛ1	金玉等撞击声
鍬	tɕʰyə1	铁锹
鍛	tø5	锻炼
鍍	du6	电镀
鏤	ʰlau1	镂空
鏤	lau6	雕镂
鎮	tsaŋ5	镇压
鑷	ȵi8	镊子
鐫	tɕy1	镌刻
鎳	ȵi8	金属元素,符号
鎬	kə3	十字镐
鎊	buɔ6	英镑
鏢	pyə1	镖局
鏜	duɔ2	镗床
鏝	mø6	钱币的背面
鏞	jyoŋ2	大钟
鏡	tɕiaŋ5	镜子
鏃	tɕiəu7	箭头
镢	dʑy8	镢头
鐐	lyə2	脚镣
鐓	tø1	冲压金属板使其变形
鐙	taŋ5	马踏镫
鑊	ɦo8	煮食物的烹器
鐳	lai2	镭射
鐲	dʑyo8	手镯
鐮	li2	镰刀
鑔	tsʰa7	小钹
鑲	ɕiɛ1	镶嵌
長	tɕiɛ3	生长
長	dʑiɛ2	长短
閯	so5	向两边扩开
門	maŋ2	大门
閂	sø1	门闩
閃	ɕi3	腰闪着
閃	ɕia7-	闪光
閉	pi5	封闭
問	vaŋ6=	提问
問	maŋ6	问问,眙不问青红皂白
闖	tɕʰyɔ3	闯王
閏	ʑyoŋ6	闰月
闈	jʮ2	宫闱
闲	ɦa2	空闲
閎	ɦoŋ2	宏大
間	ka1	中间房间
間	ka5	间接
閔	məŋ4	怜念
悶	maŋ6	烦闷
悶	ʰmaŋ1	闷肚里
閘	za8	闸门
鬧	nuɔ6	热闹
閨	tɕy1	闺房
聞	maŋ2	所见所闻
聞	vaŋ2=	新闻
聞	vaŋ6=	见闻
闥	tʰa7	小门
閩	məŋ4	福建的简称
閭	lu2	门户
閥	ɦuɔ8	军阀
閣	ko7	内阁
鬮	tɕiau1	拈~
閲	jy8	阅读
閬	luɔ6	门高
閾	jy8	门槛
閹	ʰji1	阉割
閻	ji2	姓氏
闡	tɕʰi3	闻发
闌	la2	门前栅栏
闊	kʰo7	广阔
闋	tɕʰy7	歌曲或词一首
闔	ɦø8	关闭
闒	da8	闯~门
闕	tɕʰy7	宫廷
闕	tɕʰy7	通“缺”
闞	kʰø5	远看
阜	və2	土山
隊	dai6	队伍
阡	tɕʰi1	阡陌
阪	pa3	大阪
阮	ȵy4	姓氏
阱	tɕiəŋ3	陷阱
防	ɦuɔ2	消防
陽	jiɛ2	阳光
陰	ʰjiaŋ1	阴阳
陣	dzaŋ6	阵地
階	ka1	台阶
阻	tso3	阻止
阿	a3	叹词,表示惊讶阿门
阿	a1	名词前缀,用于称谓前,有亲昵的意味阿舅
阿	ʰwu5	拉局
阿	ʰwu1	阿胶阿弥陀佛
陀	du2	陀螺
陂	pi1	山坡,水边,池塘
附	vu6	附属
際	tsɿ5	交际
陸	liəu8	六的大写
陸	liəu8	大陆
隴	loŋ4	山名
陳	dzaŋ2	姓氏
陘	tɕiaŋ5	狭窄的通道
陋	lau6	简陋
陌	mo8	打生陌生
陌	mɛ8	陌生阡陌
降	ɡuɔ6-	吃酒打降
降	jiɛ2-	投降
降	kuɔ5	降落
限	ɦa4	限制
陝	ɕi3	陕西
陛	bi4	陛下
陞	ɕiəŋ1	晋升
陟	tse7	由低处向高处走
陡	tau3	陡门
院	jy6	医院
除	dʑʮ2	删除
隕	jyoŋ4	陨落
險	ɕi3	冒险
陪	bai2	陪伴
陲	dʑʮ2	边陲
陵	ləŋ2	陵园
陶	də2	陶器
陷	ɡa6-	牛肉好吃就是会陷牙
陷	ɦa6=	陷阱
隅	ȵy2	角落
隆	loŋ2	隆重
隋	ʑʮ2	隋朝
隍	ɦuɔ2	城隍
隨	ʑʮ2	跟随
隨	zɿ2-	随便,随何乜
隨	sɿ3	骨髓
隱	ʰjiaŋ3	隐藏
隔	ka7	间隔
隘	ɛ7	狭隘关隘
隙	tɕʰiai7	空隙
障	tɕiɛ5	障碍板障
隧	ʑʮ6	隧道
隶	li6	奴隶
隼	ɕyoŋ3	鸟名
隽	tɕyoŋ5	隽永
難	na2	困难
難	na6	患难
雀	tɕʰia7	麻雀
雁	ɡa2	养雁雁,雁鹅
雁	ŋa6=	雁荡
雄	jyoŋ2	英雄
雅	ŋo4	优雅
集	zai8	集合
雇	ku5	雇主
雉	dzɿ4	雉鸡
雌	tsʰɿ1	雌雄
雍	ʰjyoŋ1	雍正
雛	dzo2	幼禽
雕	tyə1	彫雕刻
讎	dʑiəu2	校对,校勘
雨	jʮ4	雨水
雪	ɕy7	雨雪
雯	vaŋ2	形成花纹的云彩
靂	li8	霹雳
零	ləŋ2	零售
雷	lai2	雷电
雹	bo8	冷雹
霧	vu6=	云雾
霧	mu6-	发雾雾重显
需	ɕʮ1	需要
霽	tsɿ5	雨止天晴
霄	ɕyə1	云霄
霆	dəŋ2	雷霆
震	tsaŋ5	震动
霈	pʰai5	雨水充沛貌
黴	mai2	倒霉
霍	ho7	姓氏
霎	sa7	风雨之声
霏	fi1	霏红
霓	ȵi2	霓虹
霖	ləŋ2	甘霖
霜	ɕyɔ1	霜冻
霞	ɦo2	红霞
靄	e5	烟霭
霰	sa3	雪霰子~弹
露	lu6	暴露
露	lau6	露马脚
霸	po5	争霸
霹	pʰi7	霹雳
霾	mɛ2	阴霾
青	tɕʰiəŋ1	青睐
靚	liɛ6	靓妹
靚	ʑiəŋ6	靓妆
靖	ʑiəŋ4	安定
靜	ʑiəŋ4	安静
靛	di6	靛蓝
非	fi1	非常
靠	kʰə5	依靠
靡	mi2	倒下
靡	mi4	披靡
面	mi6	侧面
面	mi6	貊米面
靨	ʰji7	酒窝
革	ka7	革命
靳	tɕiaŋ5	姓氏
靴	ɕʮ1	皮靴
靶	po3	打靶
靼	ta7	鞑靼
鞋	ɦɛ2	鞋袜
鞍	ø1	马鞍
韃	da8	鞑靼
鞔	mø2	以革补履
鞘	ɕyə5	鞘里藏刀
鞠	tɕiəu7	鞠躬
鞭	pi1	鞭策
韋	jʮ2	姓氏
韌	ȵiaŋ6	坚韧
韓	ɦø2	姓氏
韙	jʮ4	大不韪
韜	tʰə1	韬光养晦
韭	tɕiau3	韭菜
音	ʰjiaŋ1	音乐
韻	jyoŋ6	音韵
韶	ʑyə2	韶山
頁	ji8	网页
頂	təŋ3	头顶
頃	tɕʰyoŋ3	顷刻
項	ɦuɔ4	项目
順	ʑyoŋ6	顺利
须	ɕʮ1	必须
须	ɕʮ1	鬃鬍鬃:胡须
頑	wa2	顽皮
顧	ku5	照顾
頓	taŋ5	冒顿:西汉初年匈奴单于
頓	taŋ5	牛顿
頒	pa1	颁布
頌	ʑyɔ6	歌颂
預	jʮ6	预定
顱	lu2	头颅辘鲈
領	ləŋ4	衣领
頗	pʰu1	偏颇
頸	tɕiaŋ3	头颈
頡	ji8	缚扎
頰	ka7	脸颊
頜	ɦø4	上下颌
潁	jiaŋ4	水名
頦	ke3	下巴
頤	ji2	颐和园
頻	bəŋ2	频率
頽	dai2	颓废
頷	ɦø4=	下巴
頷	ɡø8	面颔两颔珠儿
穎	jiaŋ4	脱颖而出
顆	kʰu1	颗粒
題	di2	题目
顎	ŋo8	同“腭”
顔	ŋa2	脸色
額	ŋa8	额头
顳	ȵi8	颞骨,耳门骨
顛	ti1	颠倒
顥	ɦə4	白色貌浩大
顫	tɕi5	颤抖
顰	bəŋ2	皱眉
顴	dʑy2	颧骨
颵	suɔ1	~风
風	hoŋ1	风声
颯	sa7	像风声
颶	dʑʮ6	飓风
颸	tsʰɿ1	打风飓
颼	sɿ1	阴飕冷
颼	sau1	风声
飄	pʰyə1	飘扬
飆	pyə1	狂飙
飛	fi1	飞机
食	zɿ8	食物
饗	ɕiɛ3	宴请宾客
饜	ʰji5	吃饱
餐	tsʰa1	用餐
餮	tʰi7	贪食
饕	tʰə1	极贪婪
饥	tsɿ1	凯饥饿
饥	tsɿ1	饑饥荒
飩	daŋ2	馄饨
飭	tsʰɿ7	饬口
飯	va6	吃饭
飲	ʰjiaŋ3	饮料
餞	ʑi6	饯别
飾	sɿ7	装饰
飽	buɔ6	刨床
飽	puɔ3	吃饱
飼	zɿ6	饲养
飴	ji2	含饴弄孙
餌	zɿ6	诱饵
饒	ȵia2	上饶,地名
饒	ʑyə2	富饶
餉	ɕiɛ5	军饷
餃	tɕyə3	饺儿
餅	pəŋ3	饼干
餑	bø8	香饽饽
餓	ŋai6-	肚饿
餓	ŋ̍6=	饥饿
餒	nai4	饥饿
餛	waŋ2	馄饨
餡	ɡa6-	馅心
餡	ɦa6=	馅饼
館	kø1	堂信
館	kø3	饭馆
饋	dʑʮ6	馈赠
餿	sau1	饭菜变质发出酸臭味
饞	za2	馋嘴
饃	mu2	馍馍
餾	liəu2	蒸馏
饈	ɕiəu1	珍馐
饅	mø2	馒头
饌	zø4	饭菜
首	ɕiəu3	首领
馗	dʑʮ2	钟道
香	ɕiɛ1	芳香
馥	fu7	香气浓郁
馨	ɕiaŋ1	温馨
馬	mo4	牛马
馭	ȵy6	驾驭
馱	du2	牲口负物
馴	ʑyoŋ2	驯养
馳	dzɿ2	奔驰
驅	tɕʰʮ1	驱赶
駁	po7	反驳
驢	lu2	家畜
駛	sɛ3	驶汽车驾驶证
駛	sɿ3	驾驶
駙	vu6	驸马
駒	tɕʮ1	马驹
騶	tsau1	驺摇
駐	tɕʮ5	驻扎
駝	du2	骆驼
駕	ko5	驾驶
驛	jiai8	驿站
驍	ɕyə1	骁勇
駡	ma6	谩骂
驕	tɕyə1	骄傲
驊	ɦo2	骏马
