#漢字	音標	解釋
#簡稱	/	淸末蘇州讀書音
#全稱	/	《鄉音字類》所載的淸末蘇州讀書音
#聲母	/	
#韻母	/	
#聲調	/	44 1 1a 陰平 ꜀,223 2 1b 陽平 ꜁,51 3 2a 陰上 ꜂,31 4 2b 陽上 ꜃,523 5 3a 陰去 ꜄,312 6 3b 陽去 ꜅,4 7 4a 陰入 ꜆,23 8 4b 陽入 ꜇
#版本	/	2022-03-25
#錄入人	/	樛木
#參考資料	/	《一百年前的蘇州話》《蘇州同音字匯1892》《鄉音字類》
#說明	/	符號說明：IPA後的“*”表示讀音可能存疑，如聲母z、dz，dʐ、ʐ歸屬存疑，陽上陽去歸屬存疑等。<br><br>聲調：[1]陰平44 [2]陽平223 [3]陰上51 [4]陽上31 [5]陰去523 [6]陽去312 [7]陰入4 [8]陽入23<br>關於調值：Edkins於19世紀五六十年代（早於《蘇州同音字彙》的成書時間）記載的蘇州話單字調分別爲：[1]陰平53 [2]陽平13 [3]陰上55 [4]陽上31 [5]陰去35 [6]陽去113 [7]陰入5 [8]陽入1，僅供參考。<br><br>來源：樛木整理自《蘇州同音常用字彙》（載於《一百年前的蘇州話》）、《蘇州同音字彙1892》、《鄉音字類》<br>	<br>說明1：《蘇州同音字彙1892》聲母w、y不區分清濁，半濁聲母m、n、l缺乏直接資料標明聲調陰陽者本表皆歸入陽調，故本表給出的陰陽調可能與實際有出入。並且韻母uah不區分[uɑʔ][uaʔ]，故該書中除有資料給出明確發音、區分者，其餘全記作[uɑʔ]。<br>此外，《鄉音字彙》聲調不分陰陽，則聲母爲次濁者除有資料支持者外，本人一般作歸入陽調處理。<br><br>說明2：	本表有部分漢字選自陸基《蘇州同音常用字彙》，書中只給出了讀音但是沒有標聲調，故對於沒有明確資料記載漢字的讀音採用今音。對於與各資料記載不一致的讀音，給出的是推測的讀音，並在注釋中標出今音或資料中的標音。<br><br>說明3：	本表多數漢字選自《鄉音字類》，該書主要記載了十九世紀蘇州話文讀音，成書於1877年，作者陸懋修。<br><br>說明4：	本表採用的擬音主要出自蔡佞《19世紀末的蘇州話》，但沒有採用ɒ、iɒ、uɒ，ɒʔ、iɒʔ、uɒʔ，依舊採用ɑ、iɑ、uɑ，ɑʔ、iɑʔ、uɑʔ<br>	<br>說明5：《蘇州同音字彙1892》中in韻分[iən][iɪn]，但分法存疑，一般以讀[iɪn]爲主，只有“人忍㣼認”明確記載讀[ȵiən]。其餘讀[-iən]者以論文《19世紀末的蘇州話》中的記載及韻書推導爲依據；<br>該時期的蘇州話語音特點：<br>① 仍有字分[o][uo]，但也在合併階段；<br>② 今e韻分[-e]和[-æ̃]，ie韻分[-ie]和[-iæ̃]，大部分[əu]讀作[u]，還有少數讀[uo]。<br>③ [yn]都讀[yən]， [øʏ]都讀[əʏ]；<br>④ [iø]有人擬作[yø]，[io]有人擬作[yo]，[ioŋ]有人擬作[yoŋ]，[ioʔ]有人擬作[yoʔ]，[iɑ̃]有人擬作[yɑ̃]（實際可能是[yɒ̃]），這是是因爲介音i受主元音影響而變圓唇。<br><br>說明6：發音盡量以其資料中記載爲准。記音以蔡佞《19世紀末的蘇州話》中的擬音爲基準。但擬聲字的讀音以資料記載爲準，不類推。<br><br>說明7：	部分元音從19世紀末至今的演變路徑（可能）：<br>ʯ→ʮ <br>ɔ→ɒ→o/ɑ→o/a（新派） <br>部分u→ᵊu→əu 部分u→β̩/v̩ 部分u→o <br>大部分uo→o 少部分uo→o→u→ᵊu→əu <br>i→iⱼ→ɨ̻ y→yⱼ <br>e→ᴇ ie→iᴇ→iɪ→i ue→uᴇ <br>ɐɵ→ɐə→ɐ→æ <br>iɐɵ→iɐə→iɐ→iæ <br>əʏ→øʏ→eɪ（新派） iʏ→y <br>æ̃→ɛ→ᴇ iɛ̃→iɛ→iᴇ→iɪ→i uæ̃→uɛ→uᴇ <br>œ̃→ø iœ̃→iø uœ̃→uø <br>iən→iɪn→in iɪn→in yən→yn <br>aŋ→ã iaŋ→iã uaŋ→uã <br>ɔŋ→ɒ̃→ɑ̃→ã（新派） iɔŋ→iɒ̃→iɑ̃→iã（新派） uɔŋ→uɒ̃→uɑ̃→uã（新派） iɔŋ→iɒ̃→iɑ̃→iã（新派） <br>部分iɪʔ→iəʔ yɪʔ→yəʔ uoʔ→oʔ<br>	<br>說明8：在蔡佞的論文《19世紀末的蘇州話》中將翹舌音擬作[tʃ]、[tʃʰ]、[ʃ]、[ʒ]、[dʒ]，爲本表所採用的翹舌音擬音。陸基的翹舌音記爲[tʂ]、[tʂʰ]、[ʂ]、[ʐ]，與傳統意義上的老派蘇州話資料記音相同，不分[dʐ][ʐ]。李軍的論文《蘇州方言字書<鄉音字類>簡介及同音字彙》中把翹舌音擬作[tʂ]、[tʂʰ]、[ʂ]、[ʐ]、[dʐ]。其實在《鄉音字類》時代，[dz][z]、[dʐ][ʐ]就已出現相混的現象了，且之後分別併入[z]、[ʐ]；1877年陸懋修編纂的《鄉音字類》不區分[dz][z]，但1892年傳教士編纂的《蘇州方言字音表》仍區分[dz][z]，[dʐ][ʐ]則兩者都區分，不過該書中指出在當時的口語中[dʐ]位於詞首時讀作[ʐ]，[dz]位於詞首時讀作[z]。
窒	tʃəʔ7	
窓	tʃʰɔŋ1	
窔	iɐɵ5	
窕	diɐɵ6	
窕	diɐɵ4	
窖	kɐɵ5	地～
窗	tʃʰɔŋ1	
窘	dʑyən4	《廣韻》：渠殞切
窘	tɕʰyən3	今聲母讀不送氣音：處境艱難
窞	dœ̃4	
窟	kʰuəʔ7	巢～
窠	kʰu1	～裏反：內訌
窨	iən5	～井
窩	u1	～窠
窪	uo1	低～葛場化
窬	ɦy2	
窮	dʑioŋ2	民～財盡
窯	ɦiɐɵ2	磚～
窰	ɦiɐɵ2	
窳	y3	
窴	tiɛ̃1	～軨：地名，春秋時虞地
窵	tiɐɵ5	
窺	kue1	應讀[kʰuᴇ⁴⁴]，疑爲誤記
窺	kʰue1	
窽	kʰuœ̃3	
窿	loŋ2	
竀	tʃʰən1	
竁	tsʰe5	
竄	tʃʰœ̃5	逃～
竄	tsʰœ̃5	
竅	tɕʰiɐɵ5	訣～
竅	ɕiɐɵ5	
竇	dəʏ6	
竈	tsɐɵ5	
竊	tsʰiɪʔ7	
立	liɪʔ8	
站	dzæ̃6	車～
站	zæ̃6	
竚	dʒʯ4	
竝	biɪn6	
竝	biɪn4	
竟	tɕiɪn5	～竟：副詞，用在問句裏，表示追究
章	tʃaŋ1	文讀：文～
章	tsɔŋ1	白讀：姓
竣	tsiɪn1	
童	doŋ2	
竦	soŋ3	
竭	dʑiɪʔ8	
竮	pʰiɪn1	
端	tœ̃1	～午
競	dʑiɪn6	～争
竹	tʃoʔ7	～筱
竺	tʃoʔ7	
竽	y1	
竾	dʒʯ2	
竿	kœ̃1	長竹～
笄	tɕi1	
笆	po1	籬～
笈	tɕiɪʔ7	
笊	tsɑ3	白讀
笊	tsɑ5	白讀
笏	huəʔ7	
笐	kɔŋ1	
笑	siɐɵ5	
笙	saŋ1	白讀
笙	sən1	
笛	diɪʔ8	
笞	tʃʰʯ1	
笠	liɪʔ8	
笤	tʃɐɵ5	讀音來源不明
笤	diɐɵ2	～帚
笥	sɿ5	
符	vu2	護身～
笨	bən6	
笪	taʔ7	姓
笫	tsɿ3	
第	di6	
笭	liɪn2	
笮	tso5	
笮	tsəʔ7	
笰	fəʔ7	
笱	kəʏ3	
笲	væ̃2	古代一種盛物的竹器
笳	dʑiɑ2	
笴	kʰu3	理論應讀見母
笵	væ̃4	
笻	dʑioŋ2	
筄	ɦiɐɵ6	
筅	siɛ̃3	～帚：用竹條或植物根製成的洗鍋帚
筆	piɪʔ7	
筈	kuaʔ7	
等	tən3	
筋	tɕiən1	～絡
筌	tsʰiɛ̃1	捕魚的竹器
筍	ʃən3	
筏	vaʔ8	
筐	kʰuɔŋ1	
筐	tɕʰiaŋ1	讀書音
筒	doŋ2	手～
答	tɑʔ7	
答	təʔ7	問～
策	tsʰɑʔ7	白讀：計～
策	tsʰəʔ7	
筠	ɦyən2	①竹子外層的青皮。②竹子
筢	bo2	
筤	lɔŋ2	
筥	tɕy3	
筦	kuœ̃3	
筧	tɕiɛ̃3	①連接起來引水用的長竹管。②橫安在屋簷上承接雨水的長竹管
筩	doŋ2	
筮	ʒʯ6	
筰	zoʔ8	
筱	siɐɵ3	
筲	sɐɵ1	～～
筴	tsʰəʔ7	
筵	ɦiɛ̃2	～席
筷	kʰuæ̃3	～兒，“兒”讀[ŋ]
箄	bɑ2	
箇	ku5	
箊	ɦy2	
箍	ku1	～桶匠
箏	tsən1	
箐	tsiɪn1	
箑	ziɪʔ8	
箒	tʃəʏ3	
箔	boʔ8	錫～
箕	tɕi1	糞～
箖	liɪn2	
算	sœ̃5	～盤
箘	dʑyən4	一種細長無節的竹子，可作箭桿
箘	tɕyən1	
箙	voʔ8	
箜	kʰoŋ1	
箝	dʑiɛ̃2	
箠	ze2	
管	kuœ̃3	姓
箬	ȵiɑʔ8	～帽
箭	tsiɛ̃5	弓～
箱	siaŋ1	～子
箲	siɛ̃3	～帚
箴	tʃən1	
箵	siɪn3	
箷	ʒʯ2	
箷	ɦi2	
箸	dʒʯ4	
箾	ʃoʔ7	
節	tsiɪʔ7	竹～
篁	ɦuɔŋ2	
範	væ̃4	模～
篆	dʒœ̃6	
篇	pʰiɛ̃1	～章
築	tʃoʔ7	建～
篋	tɕʰiɪʔ7	
篔	ɦyən2	一種皮薄、節長而竿高的竹子
篙	kɐɵ1	～子
篚	fi3	
篛	ȵiɑʔ8	
篝	kəʏ1	
篞	ȵiɪʔ8	
篠	siɐɵ3	
篡	zæ̃6	
篡	tsʰœ̃5	
篤	toʔ7	
篥	liɪʔ8	
篦	bi6	
篦	bi2	
篧	tʃoʔ7	
篨	dʒʯ2	
篩	sɑ1	白讀：綳～
篩	sɿ1	
篪	dʒʯ2	
籛	tsiɛ̃1	姓
篱	li2	笊～
篲	ɦue6	
篳	piɪʔ7	
篴	diɪʔ8	
篷	boŋ2	扯～
篹	tsœ̃5	
篾	miɪʔ8	～片
簀	tsəʔ7	
簇	tsʰoʔ7	～新
簉	tsʰəʏ5	
簋	kue3	
簌	soʔ7	
簍	ləʏ4	
簎	ziɪʔ8	
簏	loʔ8	
簑	su1	～衣
簙	poʔ7	
簜	dɔŋ6	
簝	liɐɵ2	
簞	tæ̃1	古代盛飯的圓竹器：～食瓢飲（比喩生活貧苦；亦指安貧樂道）
簟	diɛ̃4	竹席
簠	fu3	
簡	tɕiɛ̃3	～單
簣	ɡue6	
簦	tən1	
簧	ɦuɔŋ2	彈～
簨	ʃən3	
簪	tsən1	
簪	tsœ̃1	～子
簫	siɐɵ1	
簬	lu6	美竹
簰	bɑ2	木～。聲調類推
簳	kœ̃5	
簴	dʑy2	
簴	dʑy4	
簵	lu6	同“簬”，美竹
簷	ɦiɛ̃2	
簸	pu5	
簹	tɔŋ1	
簽	tsʰiɛ̃1	～名
簾	liɛ̃2	蘆～
簿	bu4	賬～
籀	dʒəʏ6	
籃	læ̃2	～頭：籃子
籈	tʃən1	
籊	diɪʔ8	
籋	ȵiɪʔ8	
籌	dʒəʏ2	～碼
籍	dziɪʔ8	書～
籍	ziɪʔ8	
籐	dən2	同“藤”
籓	væ̃2	大畚箕
籔	su3	抖～
籖	tsʰiɛ̃1	
籙	loʔ8	
籜	tʰoʔ7	
籝	ɦiɪn2	
籞	ȵy6	
籟	le6	
籠	loŋ2	～子
籢	liɛ̃2	
籤	tsʰiɛ̃1	
籥	ɦiɑʔ8	
籧	dʑy2	～篨，用竹或葦編的粗席
籩	piɛ̃1	古代祭祀或宴會上用來盛果實、肉乾等的竹編器具
籪	tœ̃5	蟹～
籪	dœ̃6	
籮	lu2	飯～
籲	ɦy6	
米	mi4	
籸	siɪn1	
籽	tsɿ3	～種
粉	fən3	
粒	liɪʔ8	
粔	dʑy4	
粕	boʔ8	
粗	tsʰu1	～布
粞	si1	
粟	soʔ7	罌～
粢	tsɿ1	
粢	tsiɪʔ7	
粤	ɦyɪʔ8	
粥	tʃoʔ7	
粧	tʃɔŋ1	
粱	liaŋ2	
粲	tsʰæ̃5	①精米。②笑。③鮮明華美的樣子。④明白，清楚
粳	kaŋ1	白讀：～米
粳	kən1	
粹	ze6	
粺	be6	
粺	bɑ6	
粻	tʃaŋ1	
粼	liən2	
糉	tsoŋ5	～子
精	tsiɪn1	～～～，褲子剩條筋
糅	ʒəʏ2	
糈	si3	
糉	tsoŋ5	
糒	be6	
糓	koʔ7	
糕	kɐɵ1	年～
糖	dɔŋ2	
糗	ɕiʏ3	
糙	tsʰɐɵ5	～米
糚	tʃɔŋ1	
糜	mi1	
糜	mi2	～費
糝	sæ̃3	飯米～：米粒
糝	sœ̃3	米～
糞	fən5	
糟	tsɐɵ1	～鴨
糠	kʰɔŋ1	礱～
糢	mo2	～糊，同“模糊”
糢	moʔ8	
糧	liaŋ2	完～
糪	pəʔ7	
糯	nu4	～米
糰	dœ̃2	湯～
糲	li6	
糴	diɪʔ8	～米燒飯
糶	tʰiɐɵ5	～脫米
糷	læ̃6	飯爛相粘著
糺	tɕiʏ3	
系	i5	本應讀陽去
糾	tɕiʏ1	～察隊。據《集韻》：居虬切
糾	tɕiʏ3	又音。據《廣韻》：居黝切
紀	tɕi3	～念
紂	dʒəʏ6	
紃	ziɪn2	用彩色絲線編成的圓形繩帶
約	iɑʔ7	～會
紅	ɦoŋ2	
紆	y1	
紇	ŋəʔ8	
紈	ɦuœ̃2	
紉	ʒən2	
紊	vən6	
紋	vən2	
納	nəʔ8	出～
紐	ȵiʏ4	稱～
紒	tɕiɑ5	
紓	ʃʯ1	
純	ʒən2	
純	dʒən2	
紕	bi2	
紖	iən3	
紗	so1	～廠
紘	ɦoŋ2	
紙	tsɿ3	～頭：紙的總稱
級	tɕiɪʔ7	等～
紛	fən1	
紜	ɦyən2	多而雜亂：紛～
紝	ʒən2	
紞	tœ̃3	
紟	tɕiən1	
素	su5	～菜：用蔬菜、瓜果等植物做的菜，不用豬油炒
紡	fɔŋ3	～紗
索	soʔ7	繩～
紥	tsɑʔ7	
紫	tsɿ3	
紬	dʒəʏ2	
紬	ɦiʏ2	
紮	tsaʔ7	～～緊
累	le3	
累	le6	受～
細	si5	
紱	fəʔ7	
紲	siɪʔ7	
紳	ʃən1	鄉～
紵	ʃʯ1	
紵	dʒʯ4	
紹	dʒɐɵ6	～興
紺	hœ̃5	
紼	fəʔ7	
紽	du2	古代計算絲的單位，五絲爲一～
紾	tʃən3	
絀	tʃəʔ7	支～
終	tʃoŋ1	有始有～
絃	ɦiɛ̃2	～線
組	tsu3	～織
絅	tɕioŋ1	
絆	pæ̃5	～住身體
絆	pœ̃5	
絆	bœ̃6	
絇	dʑy2	
絏	siɪʔ7	
結	tɕiɪʔ7	
絓	kuo5	
絕	dziɪʔ8	～風：沒有一點點風。夏日白天吹西南風，傍晚往往“絕風”
絕	ziɪʔ8	
絖	kuɔŋ1	
絚	kən5	
絛	diɐɵ2	
絜	tɕiɪʔ7	
絝	kʰu5	紈～
絞	kɐɵ3	白讀
絞	tɕiɐɵ3	
絡	loʔ8	筋～
給	tɕiɪʔ7	
絨	ȵioŋ2	～線
絪	iɪn1	
絮	si5	棉花～
絰	diɪʔ8	
統	tʰoŋ3	
絲	sɿ1	～線
絳	tɕiɔŋ5	
絕	ziɪʔ8	
絹	tɕiœ̃5	～踢
絺	tʃʰʯ1	
絻	vən6	
絿	dʑiʏ2	
綁	pɔŋ3	
綃	siɐɵ1	
綅	tsiɪn1	
綆	kən3	
綈	di2	
綉	səʏ5	
綌	tɕʰiɪʔ7	
綍	bəʔ8	
綍	fəʔ7	
綏	se1	
綑	kʰuən3	
經	tɕiɪn1	物事～：東西，物品；意圖
綖	ɦiɛ̃2	①古代覆蓋在帽子上的一種裝飾物。②同“延”，延緩
綗	tɕioŋ3	
綜	tsoŋ5	
綝	zən2	
綟	li6	
綠	loʔ8	
綢	dʒəʏ2	～緞
綣	tɕʰiœ̃1	
綦	dʑi2	
綪	tsʰiɛ̃5	紅色的絲織品
綫	siɛ̃5	
綬	ʒəʏ6	
維	vi2	～持
綯	dɐɵ2	
綰	ɦuæ̃4	～一葛結
綱	kɔŋ1	大～
網	mɔŋ4	
網	vɔŋ4	
綳	paŋ1	做～子
綴	tse5	點～
綵	tsʰe3	
綸	lən2	
綹	ləʏ4	剪～
綺	tɕʰi3	
綻	dzæ̃6	（豆莢中果實）飽滿、凸出：蠶豆結得～得勒
綻	zæ̃6	
綽	tʃʰɑʔ7	～～有餘
綾	liɪn2	
緄	kuən1	
緄	kʰuən1	
緄	kʰuən3	
緅	tsəʏ1	
緆	siɪʔ7	
緇	tsɿ1	
緉	liaŋ4	
緊	tɕiɪn3	～要
緋	fi1	
緌	se1	
緎	ɦyɪʔ8	
綠	loʔ8	
緖	zi4	一無頭～
緗	siaŋ1	
緘	tɕiɛ̃1	～默
線	siɛ̃5	
緜	miɛ̃2	
緝	tsʰiɪʔ7	
緞	dœ̃6	綢～
締	ti5	取～
緡	miɪn2	
緣	ɦiœ̃2	
緤	siɪʔ7	
緦	sɿ1	
編	piɛ̃1	～造
緩	uœ̃3	
緩	ɦuœ̃4	中州韻
緩	uœ̃3	～一日
緪	kən5	
緬	miɛ̃4	～甸
緬	miɛ̃6	～懷
緯	ɦue6	
緯	ue3	
緰	tʰəʏ1	
緱	ɦəʏ2	
緲	miɐɵ4	
練	liɛ̃6	～～：練習，訓練
緵	tsoŋ1	
緶	biɛ̃4	
緹	di2	
緻	tʃʯ5	精～
縀	dœ̃6	疑爲“緞”
縀	io1	
縈	ɦioŋ2	
縉	tsiən5	～紳：官僚或做過官的人
縊	i5	
縏	bœ̃2	
縐	tsəʏ5	百夾爛～
縑	tɕiɛ̃1	雙絲的細絹
縓	tsʰiɛ̃1	淺绛
縓	ȵiœ̃2	
縕	yən1	
縗	tsʰe1	
縚	tʰɐɵ1	
縛	voʔ8	
縜	ɦyən2	繫牢射侯上下兩綱的紐襻
縝	tʃən3	
縞	kɐɵ3	
縟	ʒoʔ8	
縢	dən2	
縣	ɦiœ̃6	吳～
縱	tsoŋ5	
縩	tsi5	績～。疑非本字
縪	piɪʔ7	
縫	voŋ2	裁～
縮	ʃoʔ7	
縰	si3	
縱	tsoŋ1	
縱	tsoŋ5	放～
縲	le2	
縳	dʒœ̃6	
縴	tɕʰiɛ̃5	揹～
縵	mæ̃6	①無文采之繒：～布。②謂無紋飾。③緩：～～（雲行紆緩回薄貌）
縶	tʃəʔ7	
縷	ləʏ4	
縹	pʰiɐɵ3	
縺	liɛ̃2	①古代一種魚網。②絲線糾結不解
縻	mi2	
縻	mi6	
總	tsoŋ3	
績	tsiɪʔ7	
繁	væ̃2	～盛
繂	liɪʔ8	
繃	paŋ1	～帶
繄	i1	
繅	sɐɵ1	～絲
繆	moʔ8	
繇	ɦiɐɵ2	
繈	dʑiaŋ2	
繐	ɦue6	
繒	tsən1	
織	tʃəʔ7	
繕	ʒœ̃6	
繖	sæ̃3	
繘	tɕyɪʔ7	
繙	fæ̃1	《廣韻》：孚袁切
繚	liɐɵ4	
繚	liɐɵ6	
繞	ʒɐɵ4	
繞	ȵiɐɵ4	～脚弗完
繞	ȵiɐɵ6	又音
繡	səʏ5	～花針
繢	ɡue6	
繩	ʒən2	
繪	kue5	
繫	i5	
繭	tɕiɛ̃3	～子
繮	tɕiaŋ1	馬～繩
繰	tsɐɵ3	
繳	tɕiɐɵ3	
繶	iɪʔ7	
繸	ze6	
繹	ɦiɪʔ8	
繻	si1	
繼	tɕi5	～續
繾	tɕʰiɛ̃3	～綣：情意纏綿，感情好得離不開
纀	boʔ8	
纁	ɕyən1	①淺紅色。②落日的餘暉
纂	tsœ̃5	
纆	məʔ8	
纇	le6	
纈	ɦiɪʔ8	
纊	kʰuɔŋ5	
續	dzoʔ8	
續	zoʔ8	陸～
纍	le2	
纏	dʒœ̃2	～弗清
纑	lu2	①布縷。②練麻，練絲。③紵屬
纒	dʒœ̃2	
纓	iɪn1	
纔	dzæ̃2	剛～
纔	zæ̃2	
纔	ze2	
纖	siɛ̃1	
纘	tsœ̃1	
纘	tsœ̃5	
纚	li2	
纛	dɐɵ6	
纜	læ̃6	～繩
約	iɑʔ7	
細	si5	
绷	pən1	
缶	vəʏ4	
缸	kɔŋ1	水～
缺	tɕʰyɪʔ7	～少
缽	pəʔ7	～頭
缾	biɪn2	
罃	iən1	
罄	tɕʰiɪn5	
罅	hɑ5	～[la]裡
罅	ho5	
罇	tsən1	
罈	dœ̃2	
罋	oŋ5	～頭。聲調採自“甕”
罌	aŋ1	
罍	le2	
罏	lu2	同“壚”，累土以安酒甕者
罐	kuœ̃5	
罔	vɔŋ4	
罕	hœ̃3	稀～
罘	vəʏ2	
罛	ku1	大漁網
罝	tsi1	
罞	moŋ2	
罟	ku3	①網。②用網捕捉魚或鳥獸
罡	kɔŋ1	
罣	kuo5	
罤	kʰuən1	
罥	tɕiœ̃5	
罦	fu1	
罨	iɛ̃3	①用網捕取；覆蓋。②用來捕魚或捕鳥的網
罩	tsɐɵ5	飯～
罪	dze6	～過人：可憐，可憐的人
罪	ze4	
罫	kuo5	
罬	tʃʰəʔ7	
罭	ɦyɪʔ8	
置	tʃʯ5	安～
罰	vɑʔ8	
罰	vaʔ8	
罱	ȵiɛ̃4	～河泥：蘇州一帶用河泥作肥料，用竹編可以開合的蚌狀的工具夾取河泥
署	dzi6	～名
罳	sɿ1	
罵	mo6	
罶	ləʏ4	
罷	bɑ6	
罷	bo4	聲調類推自《廣韻》
罹	li2	
罺	tsɐɵ1	
罺	zɐɵ2	
罻	ɦue6	
罽	tɕi5	
罾	tsən1	扳～
罿	tʃʰoŋ1	
羃	miɪʔ8	
羅	lu2	姓
羆	bi2	
羇	tɕi1	
羈	tɕi1	
羊	ɦiaŋ2	順手牽～
羌	tɕʰiaŋ1	
美	me3	～洲
羑	ɦiʏ4	
羔	kɐɵ1	
羖	ku3	黑色的公羊
羚	liɪn2	～羊
羚	liɪn2	
羜	dʒʯ4	
羝	ti1	
羞	səʏ1	～耻
羡	ziɛ̃6	～慕
羣	dʑyən2	
羣	dʑyən2	～衆
羨	ziɛ̃6	
義	i5	
義	ɦi6	文讀
義	ɕi1	
義	ɦi6	
羭	ɦy2	
羯	kəʔ7	
羯	tɕiɪʔ7	
羵	vən2	
羶	ʃœ̃1	
羸	le2	～弱
羹	kaŋ1	白讀：～飯
羹	kən1	
羽	y3	
羿	ȵi6	
翀	tʃʰoŋ1	
翁	oŋ1	
翃	ɦoŋ2	
翅	tʃʰʯ5	～膀
翊	ɦiɪʔ8	
翌	ɦiɪʔ8	～日
翎	liɪn2	①鳥羽。②箭羽。③清代禮冠之飾，如花翎、藍翎
翎	liɪn2	
習	dziɪʔ8	
習	ziɪʔ8	～慣成自然。|弗～上：不學好樣，不求上進
翔	dziaŋ2	
翔	ziaŋ2	南～
翕	ɕiɪʔ7	
翛	siɐɵ1	
翟	diɪʔ8	
翠	tsʰe5	
翡	fi5	～翠
翥	tʃʯ5	
翦	tsiɛ̃3	
翩	pʰiɛ̃1	～～
翫	ɦuœ̃6	
翬	hue1	
翮	kaʔ7	白讀
翮	kəʔ7	
翯	ŋoʔ8	
翰	ɦœ̃6	
翱	ŋɐɵ2	
翳	i5	一層～
翹	dʑiɐɵ2	連～
翻	fæ̃1	～毛戧：翻臉
翼	ɦiɪʔ8	
翽	hue5	
翾	tɕiœ̃1	
翿	dɐɵ2	
耀	ɦiɐɵ6	～眼睛
老	lɐɵ4	
考	kʰɐɵ3	
耄	mɐɵ6	
者	tʃɑ3	讀書音
者	tʃəʏ3	
者	tse3	
耆	dʑi2	
耈	kəʏ3	
耋	diɪʔ8	
而	əl2	
耍	ʃɑ3	～貨店
耍	ʃɑ5	
耐	ne6	忍～
耒	le4	
耔	tsɿ1	
耕	kaŋ1	白讀
耕	kən1	
耗	hɐɵ5	～費
耘	ɦyən2	～田
耙	bo2	釘～
耜	zɿ4	～頭
耜	zɿ4	
耞	tɕiɑ1	本音
耞	dʑiɑ2	連～，拍打穀物、使子粒脫落下來的工具
耤	ziɪʔ8	
耦	ŋəʏ4	
耨	nəʏ2	
耨	nəʏ6	本音。①除草的農具。②除草：深耕易～
耰	iʏ1	
耳	ȵi4	白讀：～朵
耳	əl4	文讀
耶	iɑ1	～穌
恥	tʃʰʯ3	
耽	tœ̃1	
耿	kən3	姓
聃	tœ̃1	
聆	liɪn2	
聊	liɐɵ2	
聒	kuaʔ7	
聖	ʃən5	
聘	pʰiɪn5	～請
聘	pʰiɪn5	
聚	dzi6	～頭：聚集，匯合。|～齊：整理（東西）
聚	zi4	
聞	vən2	百～不如一見
聧	ɡue2	
聯	liɛ̃2	～絡
聰	tsʰoŋ1	～明
聱	ŋɐɵ2	
聲	ʃən1	
聳	soŋ1	
聳	soŋ3	高～～
聵	ɡue6	
聶	ȵiɪʔ8	姓
職	tʃəʔ7	
聽	tʰiɪn1	
聾	loŋ2	～𦗭
聿	liɪʔ8	
聿	ɦyɪʔ8	
肄	ɦi6	
肅	soʔ7	
肆	sɿ5	
肇	dʒɐɵ6	
肉	ʒəʏ2	讀書音
肉	ʒoʔ8	
肉	ȵioʔ8	白讀
肋	ləʔ8	
肌	tɕi1	
肓	huɔŋ1	
肖	siɐɵ5	不～
肘	tʃəʏ3	
肚	du4	～皮
肛	kɔŋ1	～門
肜	ɦioŋ2	
肝	kœ̃1	～油
肝	kœ̃1	
股	ku3	～東
肢	tʃʯ1	四～
肥	vi2	
肩	tɕiɛ̃1	～架：肩膀，引申爲負責任
肪	fɔŋ1	
肫	tʃən1	
肯	kʰən3	
肱	koŋ1	
育	ioʔ7	
肴	ɦiɐɵ2	
肸	ɕiɪʔ7	
肺	fi5	
胃	ɦue6	～口
胄	dʒəʏ6	
背	pe5	～心
胍	ku1	
胎	tʰe1	
胏	tsɿ3	
胖	pʰɔŋ5	
胖	bœ̃2	
胗	tʃən3	
胚	pʰe1	
胝	ti1	
胞	pɐɵ1	
胠	tɕʰy1	
胠	tɕʰy3	
胡	ɦu2	姓
胤	yən3	
胥	si1	～門
胭	iɛ̃1	擦粉點～：化妝
胯	kʰuo5	～下
胱	kuɔŋ1	膀～
胳	kɑʔ7	白讀：～辣叉。
胷	ɕioŋ1	
胸	ɕioŋ1	
胹	əl2	
胼	biɛ̃4	～胝
能	nən2	～幹
胾	tsɿ5	
脂	tʃʯ1	胭～
脅	ɕiɪʔ7	～助
脆	tsʰe5	～梅
脇	ɕiɪʔ7	
脈	mɑʔ8	
脈	məʔ8	
脉	mɑʔ8	
脊	tsiɪʔ7	背梁～骨
脖	bəʔ8	
腳	tɕiɑʔ7	
脛	tɕiɪn5	小腿
脛	tɕiɪn3	
脝	hən1	膨～
脞	tsʰu5	小，瑣細。理論應讀陰上
脡	tʰiɪn3	
脢	me2	
脧	tsʰiɛ̃1	～光荸薺。疑非本字
脧	tsiɛ̃1	
脩	səʏ1	束～
脬	pʰɐɵ1	豬尿～
脯	fu3	
脰	dəʏ6	
脫	tʰəʔ7	奪～
脹	tʃaŋ5	
脾	bi2	～氣
腆	tʰiɛ̃3	腼～
腊	siɪʔ7	
腊	laʔ8	
腋	ɦiɪʔ8	
腎	ʒən4	聲母可能存疑
腐	vu4	
腐	vu6	
腑	fu3	
腒	tɕy1	
腓	fi1	
腓	vi2	
腔	tɕʰiɔŋ1	南～北調
腕	uœ̃3	手～
腠	tsʰəʏ5	
腥	siɪn1	生～氣：蔬菜沒有煮熟，有的一種味道。|～氣：魚、肉等的難聞氣味
腦	nɐɵ4	～子
腫	tʃoŋ3	
腮	se1	魚葛～
腯	dəʔ8	
腰	iɐɵ1	～子
