#漢字	音標	解釋
𧾷	tsʊʔ7	çȯ̆
磋	tsʰɔ1	ʻçō
磋	tsʰɔ5	ʻçó
磌	tʰiɛn2	ʻtiên
磍	xiaʔ7	hiă
磏	liɛn2	liên
磐	pʰuɔn2	ʻpuôn
磑	uəi5	goéi 校註：goei 轄字同 uei，音標按 uei 轉寫
磓	tui1	tūi
磓	tʂui5	chúi
磔	tsɛʔ7	çĕ
磕	kʰɔʔ7	ʻkŏ
磕	kʰai5	ʻkái
磢	tsʰiaŋ3	ʻçiàm
磢	tʂʰuaŋ3	ʻchoàm
磢	tʂʰuaŋ3	ʻchuàm
磧	tsɪʔ7	çiė̆
磧	tsʰɪʔ7	ʻçiė̆
磨	ʂɨ5	xí
磨	mɔ2	mô
磨	mɔ5	mó
磬	kʰiŋ5	ʻkím
磯	ki1	kī
磲	kʰy2	ʻkiụ̂
磴	təŋ5	tém
磶	sɪʔ7	siė̆
磷	liŋ2	lîm
磷	lin5	lín
磻	pɔ3	pò
磻	pɔ5	pó
磻	pʰuɔn2	ʻpuôn
磾	ti1	tī
磿	lɪʔ7	liė̆
礈	tʂui5	chúi
礉	kʰiau5	ʻkiáo
礎	tsʰu3	ʻçù
礎	tʂʰu3	ʻchù
礐	kʰiɔʔ7	ʻkiŏ
礒	i3	ì
礓	kiaŋ1	kiām
礙	ŋai5	gái
礜	y5	iụ́
礤	tsʰaʔ7	ʻçă
礥	in2	în
礥	xin2	hîn
礦	kuŋ3	kùm
礦	kuəŋ3	kuèm
礧	lui5	lúi
礨	lui3	lùi
礩	tʂəʔ7	chė̆
礩	tʂɨ5	chí
礪	li5	lí
礫	lɪʔ7	liė̆
礬	fan2	fân
礮	pʰau2	ʻpâo
礱	luŋ2	lûm
礱	luŋ5	lúm
礴	pɔʔ7	pŏ
示	kʰi2	ʻkî
示	ʂɨ5	xí
礼	li3	lì
社	`ʂɛ3`	xè
社	ʂɛ5	xé
社	tsʰɛʔ7	ʻçĕ
礿	iɔʔ7	iŏ
祀	sɯ3	su̇̀
祁	kʰi2	ʻkî
祂	i3	ì
祆	xiɛn1	hiēn
祈	kʰi2	ʻkî
祉	tʂʰɨ3	ʻchì
祊	faŋ1	fām
祊	pəŋ1	pēm
祋	tʊʔ7	tȯ̆
祋	tui5	túi
祏	ʂəʔ7	xė̆
祏	tʰɔʔ7	ʻtŏ
祐	iəu5	iéu
祑	tʂəʔ7	chė̆
祑	tʂʰəʔ7	ʻchė̆
祒	`ʂau3`	xào
祓	fi5	fí
祓	fʊʔ7	fȯ̆
祓	fuəʔ7	foĕ
祔	fu5	fú
祕	pi5	pí
祖	tsu3	çù
祖	tsu5	çú
祖	tʂu5	chú
祗	tʂɨ1	chī
祗	kʰi2	ʻkî
祚	tsu5	çú
祛	kʰy1	ʻkiụ̄
祜	`xu3`	hù
祝	tʂʊʔ7	chȯ̆
祝	tʂʉ5	chụ́
祝	tʂəu5	chéu
神	ʂɨn2	xîn
祟	sui5	súi
祠	tsʰɯ2	ʻçu̇̂
祠	sɯ2	su̇̂
祡	tʂʰai2	ʻchâi
祣	ly3	liụ̀
祥	tsʰiaŋ2	ʻçiâm
祥	siaŋ2	siâm
祧	tʰiau1	ʻtiāo
票	piau5	piáo
祩	tʂʉ1	chụ̄
祪	kuəi3	kuèi
祫	xiaʔ7	hiă
祫	kiɛʔ7	kiĕ
祭	tsi5	çí
祭	tʂai5	chái
祲	tsʰin1	ʻçīn
祲	tsin5	çín
祴	kai1	kāi
祺	kʰi2	ʻkî
祼	kuɔn5	kuón
祿	lʊʔ7	lȯ̆
禀	pin3	pìn
禁	kin1	kīn
禂	tʂʉ1	chụ̄
禂	tʂʰʉ2	ʻchụ̂
禂	tau3	tào
禆	puəi1	poēi
禇	tʂʉ3	chụ̀
禋	in1	īn
禍	`xɔ3`	hò
禍	`xuɔ3`	huò
禎	tʂɨŋ1	chīm
福	fʊʔ7	fȯ̆
禓	ʂaŋ1	xām
禓	iaŋ2	iâm
禔	tʂɨ1	chī
禔	tʰi2	ʻtî
禔	ʂɨ2	xî
禔	`ʂɨ3`	xì
禖	muəi2	mûi
禖	muəi2	moêi
禗	si3	sì
禘	ti5	tí
禚	ʂɔʔ7	xŏ
禜	iŋ2	îm
禜	iuŋ5	iúm
禠	tʂʰɨ3	ʻchì
禡	ma5	má
禦	y3	iụ̀
禦	y5	iụ́
禧	xi1	hī
禨	ki1	kī
禨	ki5	kí
禪	tʂʰɛn2	ʻchên
禪	ʂɛn2	xên
禪	tʂɛn5	chén
禪	ʂɛn5	xén
禪	tʂʰɛn2	ʻchiên
禪	tʂɛn5	chién
禪	ʂɛn5	xién
禫	tʰan3	ʻtàn
禬	kuəi5	kuéi
禮	li3	lì
禮	in1	īn
禯	nuŋ2	nûm
禰	ni3	nì
禱	tau3	tào
禱	tau5	táo
禲	li5	lí
禳	ɻaŋ2	jâm
禷	lui5	lúi
禸	ɻəu3	jèu
禹	y3	iụ̀
禺	y2	iụ̂
禺	y5	iụ́
禺	iuŋ2	iûm
离	li2	lî
禽	kʰin2	ʻkîn
禾	xɔ2	hô
禾	xuɔ2	huô
禿	tʰʊʔ7	ʻtȯ̆
秀	siəu5	siéu
私	sɯ1	su̇̄
秄	tsɯ3	çu̇̀
秅	tʂʰa2	ʻchâ
秅	tu5	tú
秆	kan5	kán
秉	piŋ3	pìm
秋	tsʰiəu1	ʻçiēu
种	`tʂuŋ1`	chūm
种	tʂʰuŋ1	ʻchūm
种	tʂʰuŋ2	ʻchûm
科	kʰɔ1	ʻkō
科	kʰuɔ1	ʻkuō
秒	miau3	miào
秔	kəŋ1	kēm
秕	pi3	pì
秖	tʂɨ1	chī
秜	ni2	nî
租	tsu1	çū
租	tsy1	çiụ̄
秠	pʰi1	ʻpī
秠	pʰi3	ʻpì
秠	pʰəu1	ʻpēu
秠	siəu2	siêu
秠	pʰuəi1	ʻpoēi
秠	pʰuəi3	ʻpoèi
秣	mɔʔ7	mŏ
秦	tsʰin2	ʻçîn
秧	iaŋ1	iām
秩	tʂəʔ7	chė̆
秩	tʂʰəʔ7	ʻchė̆
秪	tʂɨ1	chī
秫	ʂɵʔ7	xụ̆
秬	`ky3`	kiụ̀
秭	tsɯ3	çu̇̀
秸	kiaʔ7	kiă
移	i2	î
秿	fu3	fù
稀	xi1	hī
稂	laŋ2	lâm
稃	fu1	fū
稄	tsɛʔ7	çĕ
稅	tʰɔʔ7	ʻtŏ
稅	tʰui5	ʻtúi
稅	ʂui5	xúi
稇	kʰuən3	ʻkuèn
稈	kan3	kàn
稊	tʰi2	ʻtî
程	tʂʰɨŋ2	ʻchîm
稌	tʰu1	ʻtū
稌	tʰu2	ʻtû
稌	tʰu3	ʻtù
稍	`ʂau3`	xào
稍	ʂau5	xáo
稍	ʂau3	xiào
稍	ʂau5	xiáo
稏	ia5	iá
稑	lʊʔ7	lȯ̆
稒	ku5	kú
稔	`ɻɨn3`	jìn
稕	tʂʉn5	chún
稗	pai5	pái
稙	tʂəʔ7	chė̆
稚	tʂɨ5	chí
稛	kʰyn3	ʻkiùn
稜	ləŋ5	lém
稜	liŋ5	lím
稠	tʂʰəu2	ʻchêu
稡	tsʊʔ7	çȯ̆
稡	tsui5	çúi
稦	uəi2	goêi 校註：goei 轄字同 uei，音標按 uei 轉寫
稫	pɪʔ7	piė̆
稫	pʰɪʔ7	ʻpiė̆
稬	nɔ5	nó
稭	kia5	kiá
稭	kiai1	kiāi
種	tʂʰuŋ2	ʻchûm
種	tʰuŋ2	ʻtûm
種	tʂuŋ3	chùm
種	tʂuŋ5	chúm
稯	tsuŋ1	çūm
稰	sy1	siụ̄
稰	sy3	siụ̀
稱	tʂʰɨŋ5	ʻchím
稶	iʊʔ7	iȯ̆
稷	tsɪʔ7	çiė̆
稸	tʂʰʊʔ7	ʻchȯ̆
稹	tʂɨn3	chìn
稺	tʂɨ5	chí
稻	`tau3`	tào
稼	kia5	kiá
稽	ki1	kī
稽	kʰi3	ʻkì
穀	kʊʔ7	kȯ̆
穆	mʊʔ7	mȯ̆
穇	san3	sàn
穇	ʂɨn1	xīn
穊	ki5	kí
穊	kʰai5	ʻkái
穌	su1	sū
積	tsɯ5	çu̇́
積	tsɪʔ7	çiė̆
穖	ki3	kì
穚	kiau1	kiāo
穚	kiau5	kiáo
穛	tʂɔʔ7	chŏ
穜	tʰuŋ2	ʻtûm
穜	tʂuŋ3	chùm
穞	ly3	liụ̀
穠	nuŋ2	nûm
穢	uəi5	goéi 校註：goei 轄字同 uei，音標按 uei 轉寫
穢	uəi5	uéi
穣	ɻaŋ3	jàm
穥	y5	iụ́
穧	tsi5	çí
穩	in3	ìn
穩	uən3	uèn
穪	tʂʰɨŋ1	ʻchīm
穫	xu5	hú
穫	xuɔʔ7	huŏ
穮	piau1	piāo
穰	ɻaŋ2	jâm
穱	tʂɔʔ7	chŏ
穲	li2	lî
穴	xyɛʔ7	hiuĕ
究	kiəu5	kiéu
穸	sɪʔ7	siė̆
穹	kʰiuŋ1	ʻkiūm
空	kʰuŋ1	ʻkūm
空	kʰuŋ3	ʻkùm
空	kʰuŋ5	ʻkúm
穽	`tsiŋ3`	çìm
穽	tsiŋ5	çím
穾	iau3	iào
穾	iau5	iáo
穿	tʂʰuɛn1	ʻchuēn
穿	tʂʰuɛn5	ʻchuén
窀	tʂʉn1	chūn
突	tʰʊʔ7	ʻtȯ̆
窄	tsɛʔ7	çĕ
窅	iau3	iào
窆	piɛn5	pién
窈	iau3	iào
窊	ua1	uā
窊	ua5	uá
窋	tʂɵʔ7	chụ̆
窐	kuəi1	kuēi
窒	tʂəʔ7	chė̆
窔	iau3	iào
窕	tiau3	tiào
窕	tʰiau3	ʻtiào
窕	tʰiau5	ʻtiáo
窖	kiau5	kiáo
窘	kʰyn2	ʻkiûn
窘	kyn3	kiùn
窞	tʰan3	ʻtàn
窟	kʰʊʔ7	ʻkȯ̆
窠	kʰɔ1	ʻkō
窠	kʰuɔ1	ʻkuō
窡	tʂaʔ7	chă
窣	sʊʔ7	sȯ̆
窨	in5	ín
窩	uɔ1	uō
窪	ua1	uā
窬	tʰəu2	ʻtêu
窬	təu5	téu
窬	y2	iụ̂
窮	kʰiuŋ2	ʻkiûm
窯	iau2	iâo
窱	tʰiau3	ʻtiào
窱	tʰiau5	ʻtiáo
窳	y3	iụ̀
窶	ly5	liụ́
窺	kʰuəi1	ʻkuēi
窽	kʰuɔn3	ʻkuòn
窿	luŋ2	lûm
竁	tʂʰui5	ʻchúi
竁	tʂʰuɛn5	ʻchuén
竄	tsʰuɔn5	ʻçuón
竅	kʰiau5	ʻkiáo
竆	kʰiuŋ2	ʻkiûm
竇	təu5	téu
竈	tsau5	çáo
竉	luŋ3	lùm
竊	tsʰiɛʔ7	ʻçiĕ
立	lɪʔ7	liė̆
竑	xuŋ2	hûm
竒	kʰi2	ʻkî
竝	`piŋ3`	pìm
竝	piŋ5	pím
竟	kiŋ5	kím
章	tʂaŋ1	chām
竢	`ʂɨ3`	xì
竢	sɯ3	su̇̀
竣	tsʰyn1	ʻçiūn
竣	tsʰyɛn1	ʻçiuēn
童	tʰuŋ2	ʻtûm
竦	suŋ3	sùm
竪	`ʂʉ3`	xụ̀
竭	kiɛʔ7	kiĕ
竮	pʰəŋ1	ʻpēm
竮	pʰiŋ1	ʻpīm
端	tʂʰuɛn3	ʻchuèn
端	tuɔn1	tuōn
竲	tsʰəŋ2	ʻçêm
競	kiŋ5	kím
竷	kʰan3	ʻkàn
竹	tʂʊʔ7	chȯ̆
竺	tʂʊʔ7	chȯ̆
竽	y2	iụ̂
竿	kan1	kān
笄	ki1	kī
笆	pa1	pā
笈	tʂʰaʔ7	ʻchă
笈	kiɛʔ7	kiĕ
笈	kɪʔ7	kiė̆
笊	tʂau5	cháo
笏	xʊʔ7	hȯ̆
笏	xʊʔ7	huȯ̆
笑	siau5	siáo
笙	səŋ1	sēm
笛	tɪʔ7	tiė̆
笝	naʔ7	nă
笞	tʂʰɨ1	ʻchī
笠	lɪʔ7	liė̆
笥	sɯ5	su̇́
符	fu2	fû
笨	puən3	puèn
笪	taʔ7	tă
笫	tʂɨ5	chí
笫	tsɯ3	çu̇̀
第	ti5	tí
笭	liŋ2	lîm
笮	tsɛʔ7	çĕ
笯	na2	nâ
笯	nu2	nû
笯	nu5	nú
笰	fʊʔ7	fȯ̆
笰	fuəʔ7	foĕ
笱	kəu3	kèu
笲	fan2	fân
笲	`fan3`	fàn
笲	piɛn5	pién
笳	kia1	kiā
笴	kɔ3	kò
笴	kau3	kào
笴	kan3	kàn
笻	kʰiuŋ2	ʻkiûm
筀	kuəi5	kuéi
筆	pɪʔ7	piė̆
筈	kuɔʔ7	kuŏ
等	təŋ3	tèm
筊	iau2	iâo
筊	xiau2	hiâo
筊	kiau3	kiào
筋	kin1	kīn
筌	tsʰyɛn1	ʻçiuēn
筍	syn3	siùn
筍	syn5	siún
筏	faʔ7	fă
筐	kʰuaŋ1	ʻkuām
筑	tʂʊʔ7	chȯ̆
筒	tʰuŋ2	ʻtûm
筒	tuŋ5	túm
策	tsʰɛʔ7	ʻçĕ
筠	yn2	iûn
筡	tʂʰʉ2	ʻchụ̂
筤	laŋ2	lâm
筥	ky3	kiụ̀
筩	tʰuŋ2	ʻtûm
筩	iuŋ3	iùm
筬	ʂɨŋ2	xîm
筮	ʂɨ5	xí
筰	tsɛʔ7	çĕ
筰	tsɔʔ7	çŏ
筲	ʂau1	xāo
筲	ʂau1	xiāo
筳	tʰiŋ2	ʻtîm
筴	kiaʔ7	kiă
筴	kiɛʔ7	kiĕ
筵	iɛn2	iên
箄	pi1	pī
箄	pi3	pì
箄	pi5	pí
箅	pi5	pí
箇	kɔ5	kó
箈	`tai3`	tài
箈	tai5	tái
箋	tsiɛn1	çiēn
箏	tsəŋ1	çēm
箏	tʂəŋ1	chēm
箑	ʂaʔ7	xă
箑	ʂɛʔ7	xĕ
箔	pɔʔ7	pŏ
箕	ki1	kī
算	`suɔn3`	suòn
箘	kʰyn1	ʻkiūn
箘	kyn3	kiùn
箙	fʊʔ7	fȯ̆
箛	ku1	kū
箜	kʰuŋ1	ʻkūm
箝	kʰiɛn2	ʻkiên
箠	tʂui3	chùi
管	kuɔn3	kuòn
箭	tsiɛn5	çién
箯	piɛn1	piēn
箱	siaŋ1	siām
箴	tʂɨn1	chīn
箴	tʂɨn5	chín
箵	siŋ3	sìm
箶	xu2	hû
箸	tʂʉ5	chụ́
箹	iɔʔ7	iŏ
箾	sɔʔ7	sŏ
箾	siau1	siāo
節	tsiɛʔ7	çiĕ
篁	xuaŋ2	hoâm
篂	siŋ1	sīm
篂	siŋ3	sìm
篃	muəi5	múi
篃	muəi5	moéi
範	`fan3`	fàn
篅	tʂʰuɛn2	ʻchuên
篆	`tʂuɛn3`	chuèn
篇	pʰiɛn1	ʻpiēn
築	tʂʊʔ7	chȯ̆
篋	kʰiɛʔ7	ʻkiĕ
篌	xəu2	hêu
篍	tsʰiau1	ʻçiāo
篍	tsʰiau5	ʻçiáo
篍	tsʰiəu1	ʻçiēu
篎	miau3	miào
篎	miau5	miáo
篘	tsʰəu1	ʻçēu
篙	kau1	kāo
篚	fi3	fì
篝	kəu1	kēu
篞	niɛʔ7	niĕ
篠	siau3	siào
篡	tsʰuɔn5	ʻçuón
篤	tʊʔ7	tȯ̆
篥	lɪʔ7	liė̆
篦	pi1	pī
篧	tʂɔʔ7	chŏ
篨	tʂʰʉ2	ʻchụ̂
篩	ʂɨ1	xī
篩	sɯ1	su̇̄
篩	ʂai1	xāi
篪	tʂʰɨ2	ʻchî
篳	pɪʔ7	piė̆
篷	pʰuŋ2	ʻpûm
篸	tsan1	çān
篹	`suɔn3`	suòn
篾	miɛʔ7	miĕ
篿	tʂuɛn1	chuēn
篿	tʰuɔn2	ʻtuôn
簀	tsɛʔ7	çĕ
簁	si3	sì
簁	ʂai1	xāi
簃	i2	î
簈	piŋ3	pìm
簉	tsʰəu5	ʻçéu
簋	kuəi3	kuèi
簍	ləu3	lèu
簎	tʂʰɔʔ7	ʻchŏ
簏	lʊʔ7	lȯ̆
簙	pɔʔ7	pŏ
簚	mɪʔ7	miė̆
簜	`taŋ3`	tàm
簝	liau2	leâo
簞	tan1	tān
簟	`tiɛn3`	tièn
簠	fu1	fū
簠	fu3	fù
簠	fu5	fú
簡	kiɛn3	kièn
簢	min3	mìn
簣	kʰuəi5	ʻkuéi
簦	təŋ1	tēm
簧	xuaŋ2	hoâm
簨	syn3	siùn
簩	lau2	lâo
簪	tsan1	çān
簪	tsən1	çēn
簪	tsin1	çīn
簪	tʂɨn1	chīn
簫	siau1	siāo
簬	lu5	lú
簶	lʊʔ7	lȯ̆
簷	tan5	tán
簸	pɔ3	pò
簸	pɔ5	pó
簹	taŋ1	tām
簺	sai5	sái
簾	liɛn2	liên
簿	pɔʔ7	pŏ
簿	`pu3`	pù
簿	pu5	pú
籀	tʂəu5	chéu
籃	lan2	lân
籈	tʂɨn1	chīn
籉	tʰai2	ʻtâi
籊	tɪʔ7	tiė̆
籌	tʂʰəu2	ʻchêu
籍	tsiɛ5	çié
籍	siɛ5	sié
籍	tsɪʔ7	çiė̆
籑	`tʂuɛn3`	chuèn
籔	su3	sù
籔	səu3	sèu
籖	tsʰiɛn1	ʻçiēn
籗	tʂɔʔ7	chŏ
籙	lʊʔ7	lȯ̆
籚	lu2	lû
籛	tsiɛn1	çiēn
籜	tʰɔʔ7	ʻtŏ
籞	y3	iụ̀
籟	lai5	lái
籠	luŋ2	lûm
籠	luŋ3	lùm
籣	lan2	lân
籥	iɔʔ7	iŏ
籧	kʰy2	ʻkiụ̂
籩	piɛn1	piēn
籬	li2	lî
籭	ʂɨ1	xī
籮	lɔ2	lô
籯	iŋ2	îm
籰	uɔʔ7	uŏ
籲	ly5	liụ́
米	mi3	mì
籸	sin1	sīn
籹	ɻʉ3	jụ̀
籹	ny3	niụ̀
粃	pi3	pì
粉	fuən3	fuèn
粒	lɪʔ7	liė̆
粕	pʰɔʔ7	ʻpŏ
粗	tsu3	çù
粟	sʊʔ7	sȯ̆
粢	tsɯ1	çu̇̄
粥	tʂʊʔ7	chȯ̆
粥	iʊʔ7	iȯ̆
粦	lin3	lìn
粦	lin5	lín
粱	liaŋ2	leâm
粲	tsʰan5	ʻçán
粵	yɛʔ7	iuĕ
粹	sui5	súi
粺	pai5	pái
粻	tʂaŋ1	chām
粼	lin2	lîn
粼	lin5	lín
精	tsiŋ1	çīm
糅	ɻəu3	jèu
糅	ɻəu5	jéu
糅	niəu5	niéu
糈	sɔ3	sò
糈	su3	sù
糈	sy1	siụ̄
糉	tsuŋ5	çúm
糒	pi5	pí
糗	kʰiəu3	ʻkièu
糗	kʰiəu5	ʻkiéu
糗	xiəu5	hiéu
糙	tsʰau5	ʻçáo
糜	mi2	mî
糜	muəi2	mûi
糜	muəi2	moêi
糝	san3	sàn
糞	fuən5	fuén
糟	tsau1	çāo
糠	kʰaŋ1	ʻkām
糧	liaŋ2	leâm
糲	laʔ7	lă
糲	li5	lí
糲	lai5	lái
糴	tɪʔ7	tiė̆
糴	tiau5	tiáo
糶	tʰiau5	ʻtiáo
糷	lan5	lán
系	xi5	hí
糾	kiau3	kiào
糾	kiəu3	kièu
紀	ki3	kì
紂	fu1	fū
紂	`tʂəu3`	chèu
紂	tʂəu5	chéu
紃	syn2	siûn
約	iɔʔ7	iŏ
約	iau5	iáo
紅	xuŋ2	hûm
紆	y1	iụ̄
紇	xɛʔ7	hĕ
紇	xʊʔ7	hȯ̆
紇	xʊʔ7	huȯ̆
紈	xuan2	hoân
紈	xuɔn2	huôn
紉	nin2	nîn
紊	ʋuən5	vén 校註：ven 拼寫疑誤，當作 vuen
紋	ʋuən2	vên 校註：ven 拼寫疑誤，當作 vuen
納	naʔ7	nă
紐	niəu3	nièu
紑	fəu2	fêu
紓	ʂʉ1	xụ̄
紓	ʂʉ3	xụ̀
純	tʰun2	ʻtûn
純	ʂʉn2	xûn
純	tʂʉn3	chùn
純	tʂʉn5	chún
紕	pʰi1	ʻpī
紕	pʰi2	ʻpî
紕	pi5	pí
紖	in5	ín
紗	ʂa1	xā
紘	xuŋ2	hûm
紙	tʂɨ3	chì
級	kɪʔ7	kiė̆
紛	fuən1	fuēn
紜	yn2	iûn
紝	ɻɨn2	jîn
紞	tan3	tàn
紟	kin1	kīn
紟	kin5	kín
素	su5	sú
紡	faŋ3	fàm
索	sɛʔ7	sĕ
索	sɔʔ7	sŏ
紥	tʂaʔ7	chă
紨	fu1	fū
紩	tʂəʔ7	chė̆
紩	tʂʰəʔ7	ʻchė̆
紪	tʂʰɨ3	ʻchì
紫	tsɯ3	çu̇̀
紬	tʂʰəu2	ʻchêu
紬	tʂəu5	chéu
累	lui3	lùi
累	lui5	lúi
細	si5	sí
紱	fʊʔ7	fȯ̆
紱	fuəʔ7	foĕ
紲	siɛʔ7	siĕ
紳	ʂɨn1	xīn
紵	`tʂʉ3`	chụ̀
紸	tʂʉ5	chụ́
紹	`ʂau3`	xào
紹	ʂau5	xáo
紺	kan5	kán
紼	fʊʔ7	fȯ̆
紼	fuəʔ7	foĕ
紽	tʰɔ2	ʻtô
紾	tʂɨn3	chìn
紾	kin3	kìn
紾	`tiɛn3`	tièn
紿	tʰai2	ʻtâi
紿	tʰai5	ʻtái
絀	tʂʰɵʔ7	ʻchụ̆
絁	ʂɨ1	xī
終	tʂuŋ1	chūm
絃	xiɛn2	hiên
組	tsu3	çù
絅	kʰiŋ3	ʻkìm
絅	kiuŋ1	kiūm
絅	kʰiuŋ3	ʻkiùm
絆	puɔn5	puón
絇	kʰy2	ʻkiụ̂
絇	ky5	kiụ́
絍	ɻɨn5	jín
結	kiɛʔ7	kiĕ
絓	kua5	kuá
絕	tsyɛʔ7	çiuĕ
絘	tsʰɯ5	ʻçu̇́
絙	kəŋ5	kém
絜	kiɛʔ7	kiĕ
絜	xiɛʔ7	hiĕ
絞	kiau3	kiào
絟	tsʰyɛn1	ʻçiuēn
絡	lɔʔ7	lŏ
絢	xyɛn5	hiuén
絣	pəŋ1	pēm
給	kɪʔ7	kiė̆
給	kʰin2	ʻkîn
絧	tʰuŋ2	ʻtûm
絧	`tuŋ3`	tùm
絧	tuŋ5	túm
絨	ɻuŋ2	jûm
絩	`tʂau3`	chào
絫	lui2	lûi
絭	kiʊʔ7	kiȯ̆
絭	xuan5	hoán
絭	kyɛn5	kiuén
絮	tʂʰʉ5	ʻchụ́
絮	sy5	siụ́
絯	kai1	kāi
絯	xiai3	hiài
絰	tiɛʔ7	tiĕ
統	tʰuŋ3	ʻtùm
統	tʰuŋ5	ʻtúm
絲	sɯ1	su̇̄
絳	kiaŋ5	kiám
絹	kyɛn5	kiuén
絺	tʂʰɨ1	ʻchī
絺	tʂɨ3	chì
絻	ʋuən5	vén 校註：ven 拼寫疑誤，當作 vuen
絿	kʰiəu2	ʻkiêu
綀	su1	sū
綃	siau1	siāo
綅	tsʰin1	ʻçīn
綅	siɛn1	siēn
綆	kəŋ3	kèm
綈	tʰi2	ʻtî
綊	xiɛʔ7	hiĕ
綌	xɪʔ7	hiė̆
綍	fʊʔ7	fȯ̆
綍	fuəʔ7	foĕ
綏	sui1	sūi
經	kiŋ1	kīm
經	kiŋ5	kím
綕	tʂɨ5	chí
綖	iɛn2	iên
綖	iɛn3	ièn
綖	iɛn5	ién
綜	tsuŋ5	çúm
綝	tsʰən1	ʻçēn
綝	tʂʰɨn1	ʻchīn
綟	li5	lí
綠	lʊʔ7	lȯ̆
綢	tʰau1	ʻtāo
綣	kʰyɛn3	ʻkiuèn
綣	kʰyɛn5	ʻkiuén
綦	kʰi2	ʻkî
綦	ki5	kí
綪	tsəŋ1	çēm
綪	tʂəŋ1	chēm
綪	tsʰiɛn5	ʻçién
綬	`ʂəu3`	xèu
綬	ʂəu5	xéu
綬	`ʂəu3`	xièu
綬	ʂəu5	xiéu
維	ʋi2	vî
維	ʋi2	ûi 校註：ui 轄字同 vi，音標按 vi 轉寫
維	iuŋ1	iūm
維	iuŋ5	iúm
維	uəi2	goêi 校註：goei 轄字同 uei，音標按 uei 轉寫
維	uəi2	uêi
綮	kʰi3	ʻkì
綮	kʰiŋ3	ʻkìm
綯	tʰau2	ʻtâo
綰	uɔn3	uòn
綰	uɔn5	uón
綱	kaŋ1	kām
網	ʋaŋ3	vàm
綴	tʂuɛʔ7	chuĕ
綴	tʂui5	chúi
綵	tsʰai3	ʻçài
綷	tsʰui3	ʻçùi
綷	muəi3	mùi
綷	tsui5	çúi
綷	muəi3	moèi
綸	lun2	lûn
綸	lyn2	liûn
綸	kuan1	kuān
綻	tʂan5	chán
綻	tʂɛn5	chén
綻	tʂɛn5	chién
綽	tʂʰɔʔ7	ʻchŏ
綾	liŋ2	lîm
緀	tsʰi1	ʻçī
緀	tsʰi3	ʻçì
緁	tsʰiɛʔ7	ʻçiĕ
緄	xuən2	hoên
緄	kuən3	kuèn
緅	tsəu1	çēu
緅	tʂəu1	chēu
緆	sɪʔ7	siė̆
緇	tʂɨ1	chī
緇	tsɯ1	çu̇̄
緇	tsɯ3	çu̇̀
緉	liaŋ3	leàm
緉	liaŋ5	leám
緊	kin3	kìn
緋	fi1	fī
緌	ɻui2	jûi
緍	min2	mîn
緎	ʏʔ7	iụ̆
緒	`sy3`	siụ̀
緗	siaŋ1	siām
緘	kiɛn1	kiēn
線	siɛn5	sién
緜	miɛn2	miên
緝	tsʰɪʔ7	ʻçiė̆
締	tʰi2	ʻtî
締	ti5	tí
緢	miau2	miâo
緣	iɛn2	iên
緣	iɛn5	ién
緣	yɛn2	iuên
緣	yɛn5	iuén
緦	sɯ1	su̇̄
緧	tsiəu1	çiēu
編	piɛn1	piēn
緩	xuan3	hoàn
緩	xuɔn3	huòn
緫	tsuŋ1	çūm
緫	tsuŋ3	çùm
緫	tsuŋ5	çúm
緬	miɛn3	mièn
緭	uəi5	goéi 校註：goei 轄字同 uei，音標按 uei 轉寫
緭	uəi5	uéi
緯	uəi5	goéi 校註：goei 轄字同 uei，音標按 uei 轉寫
緯	uəi5	uéi
緱	kəu1	kēu
緲	miau3	miào
緳	iɛʔ7	iĕ
練	liɛn5	lién
緵	tsuŋ1	çūm
緵	tsuŋ5	çúm
緶	pʰiɛn2	ʻpiên
緷	xuən2	hoên
緷	xuən3	hoèn
緷	kuən3	kuèn
緹	tʰi2	ʻtî
緺	kɔ1	kō
緺	kua1	kuā
緺	kuɔ1	kuō
緺	kuai1	kuāi
緻	tʂɨ5	chí
緼	yn3	iùn
縆	kəŋ1	kēm
縈	iŋ2	îm
縈	iuŋ2	iûm
縉	tsin5	çín
縊	i5	í
縋	tʂui5	chúi
縌	nɪʔ7	niė̆
縍	paŋ1	pām
縏	pʰuɔn2	ʻpuôn
縐	tsəu5	çéu
縑	kiɛn1	kiēn
縒	tʂʰɨ1	ʻchī
縒	tsʰɔʔ7	ʻçŏ
縒	tsʰɯ1	ʻçu̇̄
縓	tsʰiɛn5	ʻçién
縓	tsʰyɛn1	ʻçiuēn
縓	tsʰyɛn5	ʻçiuén
縕	yn5	iún
縕	uən1	uēn
縕	uən3	uèn
縕	uən5	uén
縗	tsʰui1	ʻçūi
縛	fɔʔ7	fŏ
縜	yn2	iûn
縜	yn3	iùn
縝	tʂʰɨn1	ʻchīn
縝	tʂɨn3	chìn
縞	kau3	kào
縞	kau5	káo
縟	ɻʊʔ7	jȯ̆
縠	xʊʔ7	hȯ̆
縠	xʊʔ7	huȯ̆
縡	tsai3	çài
縡	tsai5	çái
縢	tʰəŋ2	ʻtêm
縣	xiɛn5	hién
縣	xyɛn2	hiuên
縣	xyɛn5	hiuén
縪	pɪʔ7	piė̆
縫	fuŋ2	fûm
縫	fuŋ5	fúm
