"m2"	"毋"
"ʔo2"	"俄莪峨峩涐娥䄉睋蛾誐鋨鵝𩒰哦硪䳗䳘吪囮訛鈋魤譌𠂬"
"ʔo3"	"騀𩒰我㧴硪妸娿𧙃𣘨𨵌椏㫊𠂬㛂倭婐𥟿"
"ʔo5"	"餓侉啊臥涴#話"
"tso2"	"#喌"
"tso1"	"喌"
"tso3"	"𠂇左㝾#佐"
"tso5"	"左𠡃㝾作袏挫夎侳坐𡋲坐唑座作（後專作做）做"
"tsʰo1"	"搓瑳磋蹉𪘓傞溠遳初"
"tsʰo2"	"艖瘥𥰭醝虘蒫嵯嵳𣩈䣜蔖㽨䑘䠡䰈䴾鹺𨇃𪘓齹躦㭫睉矬痤銼豠耡𧱑鋤𪆷鉏？雛？芻"
"tsʰo3"	"瑳䰈硰脞䂳"
"tsʰo5"	"磋剉莝𢯽銼諎厝措錯㳻"
"so1"	"挱䤬𩊮𠈱娑桫傞挲𥆝獻㛗莎魦莏唆𢘿梭蓑羧趖𧨀髿𣜤梳些（些邏 麼些禿光些）"
"so3"	"褨縒娑葰惢𧴪䣔𢱡嗩溑瑣𥔭䈗鎖䵀𩹳所"
"so5"	"+些䐝"
"pʰɔŋ2"	"帆颿"
"puõ1"	"𠦒般搬䈲𤳖"
"puõ3"	"瓪昄粄䉽䬳"
"puõ5"	"半𠯘姅㪵絆靽𩢔伴㚘拌伴叛畔𡞟"
"pʰuõ1"	"拌番㢖潘㽃𤺏"
"pʰuõ2"	"般瘢䈲磻繁幋媻𤠍槃搫磐𥈼盤縏蹣蟠鎜鞶䰉𪄀𪒀柈胖"
"pʰuõ3"	"坢𧺾"
"pʰuõ5"	"姅眫冸判沜泮牉頖胖"
"muõ2"	"顢悗㒼慲樠鞔瞞𦔔䊡䟂饅鬗䜱曼墁蔓𤡁槾謾鏝芇絻蹣"
"muõ3"	"𢟮滿蟎𥲈鏋懣"
"muõ5"	"𦔔墁幔獌漫𢿜熳縵䝢謾鏝+幕"
"tuõ1"	"剬偳𥠄端褍𧤗𦾸鍴𥵣耑竱"
"tuõ3"	"𢭃短𢷖斷"
"tuõ5"	"踹断瑖腶碫鍛斷緞𩋦𩏇斷籪段椴毈"
"tʰuõ1"	"偳湍煓貒䵎𪏆"
"tʰuõ2"	"敦摶團漙慱𧐕篿𩅂糰鷒𪆃剸鄟"
"tʰuõ3"	"𩏇䠪瘓𤲫疃𢣎䜝"
"tʰuõ5"	"貒彖湪褖"
"luõ2"	"濡䜌𧄶圝巒欒曫灓㱍羉𤼙臠圞灤鑾鸞堧繎𤲬䙇撋瑌奻䜌孿攣𤼙𤼣"
"luõ3"	"渜㬉暖煗餪稬煖卵阮㞋𢘎蠕𤲬耎軟偄䓴愞瑌㮕㼱腝碝𠤦蝡緛輭䞂脟孌臠𡡗"
"luõ5"	"渜𪋐稬偄愞灓𤔔亂𢿢𤲬奻䜌孌灓#糯"
"kuõ1"	"官倌棺觀莞毌冠涫貫悹"
"kuõ3"	"筦痯䘾䗆管輨錧䩪悹盥琯脘"
"kuõ5"	"棺觀莞痯䘾舘錧館毌冠涫悺婠貫悹祼𨝑遦樌盥雚䗰鏆灌瓘爟矔𤼐罐鑵鸛鱹懽㷄𥆗巏綰"
"kʰuõ1"	"寬髖"
"kʰuõ3"	"棵梡欵款歀窾䥗䲌"
"kʰuõ5"	"䥗䲌"
"xuõ1"	"犿𠂄鴅𡚊酄獾懽歡貛讙驩𪈩貆"
"xuõ5"	"嚾奐喚渙煥𥈉𡅽喛"
"ʔuõ1"	"婠剜帵蜿豌眢"
"ʔuõ3"	"盌椀碗䝹"
"ʔuõ5"	"捥睕惋琬腕𦞿"
"tsuõ1"	"劗𣀶䡽𩎈𩎑鑚鑽𡰝湍摶篿鷒𩠹叀專剸鄟嫥瑼甎膞磚諯顓鱄"
"tsuõ3"	"儧儹鄼繤𦆈纂𥎞纉䂎籫纘𣓧轉剬剸膞鱄孨𡇰𦓝竱𨷱"
"tsuõ5"	"𥎞䂎鑚鑽攅沌摶䧘堟瑑𦁆篆傳𦁆剸"
"tsʰuõ1"	"剶猭川氚穿灥"
"tsʰuõ2"	"㠝櫕𥣚𥣪巑攢鄼酇穳襸菆劗𩍴躦𩎈鄹椽傳遄圌篅輲歂椯輇諯舩船"
"tsʰuõ3"	"㪜舛荈喘㦃𥽽"
"tsʰuõ5"	"躥鑹殩竄爨𥎞䂎猭鶨穿串釧竁諯篡"
"suõ1"	"狻痠酸䝜𩆑"
"suõ3"	"匴算篹"
"suõ5"	"祘笇蒜筭算踹歂腨𦺲𡭐鄟膞𢮛叀𢮨"
"ʔuõ2"	"刓抏岏𠒢䯈忨园蚖羱黿䎠莞雚𢘆㿪荁峘狟洹桓萈萑寏絙貆綄𦼉䴟豲𦏊瓛梡丸芄汍完紈捖烷𩾞院垸"
"ʔuõ5"	"玩貦忨翫妧𧶲澣綄㬊䈠緩𧡩浣嵈鰀棵梡晥䁔"
"xuõ5"	"肒䀓𤴯逭換漶䯘𩁧垸"
"tsuõ5"	"傳轉囀"
"puoʔ7"	"茇鮁癶盋袚缽鉢撥𩯌驋鱍䢌䳊襏筏𦪑帗㤄犮坺拔茇𢇷妭胈炦癹𧺡菝𧺺軷跋魃颰䮂鼥䟛鈸䯋馛䳊𩃶䚨䣮"
"pʰuoʔ7"	"鱍𥄱𢯸㧊𧘟䍨𦫔𠷑𣸍潑𨡩鏺䣪𨂩"
"muoʔ7"	"䀛韎瀎𨣱𩱷抹末𠇱𡊉茉沫𢗿妺昩眜秣𦫕𥬎粖䬴𩑷靺𩿣䴲䱅𥽘苜袜"
"tuoʔ7"	"祋剟掇敠裰鵽腏敓敚痥𡙜奪鮵挩莌脫"
"tʰuoʔ7"	"挩侻莌脫棁梲"
"luoʔ7"	"蛶㭩㸹𠜖捋呐㕯㨎蚋蜹焫𤑔爇妠𤬷袦肭豽貀㕯"
"tsuoʔ7"	"撮𩯳攥繓𫏎柮啜惙輟剟掇腏畷綴醊餟𧖀叕罬䟾𩋁䖦準拙炪䂐𠭴蝃䪼䫎梲𨢬？朮𦬸炢茁𦦖𠭴咄"
"tsʰuoʔ7"	"撮襊𤿫啜歠㔍䵵"
"suoʔ7"	"說𠞩率摔帥𠌭䢦𧍓𧜠蟀𧗿咰潏秫朮述沭術袕噊𧑐驈鱊"
"pɔ1"	"𨚔𠅬勹包佨苞胞枹#鮑#抱#褓"
"pɔ3"	"𠤏𡥀𣎼保珤䎂堢葆堡駂褓鴇緥賲寶宲飽𩛁𩝰呆"
"pɔ5"	"報抱勽菢袌𤔣暴虣𪇰瀑（疾雨也沬也）#瀑（俗又音 飛泉懸水也）豹𢖔#爆（俗又音）𧭤䶂孢骲𡂟鞄鉋靤骲鞄疱皰"
"pʰɔ1"	"藨㲏䫽㯱𨚔胞𢿏䍖𦫶𠐋抛拋脬泡"
"pʰɔ2"	"袌袍軳齙鉋颮麃瓟尥刨咆狍庖炰匏鞄麅跑泡炮㯡捊掊"
"pʰɔ3"	"#跑（又音）"
"pʰɔ5"	"窌抛奅炮疱皰麭礮#泡"
"mɔ1"	"#毛#貉#冒"
"mɔ2"	"毛枆牦旄酕堥𣹪髦氂錨芼楙㮘犛貓茅罞蝥鶜描媌#矛#貉"
"mɔ3"	"𠔼蓩冃䓮媢茆緢卯𩇨𩇧𤕰𦕔戼峁泖昴鉚媌"
"mɔ5"	"毛旄冃芼𤣽㺺眊冒耄䋃覒𢯾帽媢瑁𣔺𦹾𥈆𩿂𧂕㲝緢皃𢂹䡚貌𢅉䫉"
"tɔ1"	"刂裯刀忉朷氘舠魛𩕯叨（俗音）"
"tɔ3"	"懤倒島禂搗（擣俗字）㨶（擣俗字）㠀壔擣𢶈禱㿒䮻檮"
"tɔ5"	"倒禱到𤓾菿𧛔𡬲道𡬹稻衟𣜦䆃𨱵駣儔幬蹈盜䆃翿䊭䌦纛𠺛𨱵燾"
"tʰɔ1"	"夲𠌪綢叨翢𠦎𠬢𠦂弢𤘸掏絛詜搯幍滔慆瑫槄𠚜䈱縚謟㹗鞱韜𩥓饕洮蜪挑𠚡"
"tʰɔ2"	"翢翿錭掏濤燾匋咷逃𨒯桃陶萄啕淘䛌裪鞀蜪綯鞉䛬駣騊檮鼗䬞"
"tʰɔ3"	"槄討𡘷#蹈（又音）"
"tʰɔ5"	"導韜鞱套（俗字）"
"lɔ1"	"#撈"
"lɔ2"	"峱猱𢜸䛝嶩巎獿𤫕農㺜憹𤣜訄臑撈牢窂哰㟉勞㗦𣘪嶗𨦭𤩂憥䝁醪蟧簩𧰉鐒髝嫪澇䜮𦗖簝孬呶𣲿怓硇撓𡽧鐃䴃𥗰㺜𥗸𣳦譊窌顟𠐋賿橈襓饒㹛蟯蕘"
"lɔ3"	"𠜶匘堖㺁惱㛴瑙𨱵腦碯𧳦𩔇老佬荖恅栳銠橑𡂕䕩轑䝤䵏𣠼澇獠潦撓獿㺒嬈𤛾𧳨擾𢹎遶繞"
"lɔ5"	"𨱵腦腝勞僗癆髝嫪澇橯耮𣟽潦𠆴淖閙鬧橈饒繞"
"kɔ1"	"㤒皋高羔䓘髙𣓌䣗臯䔌㟸槔𨝲睾膏𦺆槹𡼗橰篙糕䚌䆁餻櫜𧢌鼛鷱咎倃艽芁交茭䢒敎蛟䍊𥹜𩎔膠鮫轇㶀佼鉸教摎嘐鵁詨䉰咬"
"kɔ3"	"𣓌夰杲㚖菒𥓖槀稿稾縞藁藳暠姣㽱佼狡烄𢯴筊𢽻絞鉸𥂔䀊攪䕧䉰皎"
"kɔ5"	"高髙膏縞吿告郜誥鋯𣝏烄𢼂敎膠鉸𡥈珓教窖較滘酵覺校"
"kʰɔ1"	"尻訄鄗礉跤骹膠㤍䂭敲搞墝頝磽"
"kʰɔ3"	"槁祰燺撟丂考攷拷洘栲烤𥬯𣩅薧䯪㼥䲾"
"kʰɔ5"	"稾熇薧䯪𧋓犒靠𩝝𨃤礉敲梏搞巧（僞也）"
"xɔ1"	"𣐾蒿薅𧯌薧撓茠嚆嗃灱虓㹲庨猇窙嘐𩾾藃穘髇䬘哮涍顤"
"xɔ2"	"獔䫧𩕍𨚙毫𠢕嗥獆噑豪𨼍𣘫獋壕嚎濠蠔號崤姣㬵胶笅筊猇洨崤淆㮁𨠦𦺔㤊肴䂚倄䋂殽餚"
"xɔ3"	"好𡚽妞佼䀊㺒䕧䉰澩"
"xɔ5"	"好𡥆𡚽秏耗藃夰𥢑鎬昊昦𨛴浩晧皓鄗滈暭薃𧇼顥鰝灝号號𡠖㙱𤩭𧬁嗃哮涍詨𡦳㤊効俲詨𣱓斅斆"
"ʔɔ1"	"𤏶鏖䥝熝㕭軪䫜坳𠣑咬眑窅梎爊"
"ʔɔ3"	"芺㤇镺媪媼襖𪁾䯠懊䐿郩夭䴠燠蝹拗𥃯𢂊狕鴢𥃺老"
"ʔɔ5"	"镺奥奧嶴澳懊䐿䜒𩟇𩼈隩墺+燠軪㑃岰袎靿箹"
"tsɔ1"	"傮槽𦵩遭㡟𣩒㷮糟醩蹧謿嘲鳭䞴啁鵃罺摷𠿈𦗔抓朝𦩻皽招昭盄釗鉊鵃"
"tsɔ3"	"繅早蚤棗璅𧎮澡璪薻藻𧃡繰䲃䝤獠爪㕚#找（北來語 俗字 暫代覓尋義字）𦬔𢁬䝖瑵笊抓沼菬䈃"
"tsɔ5"	"灶趮？躁竈皁皂𦯑唕艁漕𢲵䞴罩䍜䈇鵫癄笊㾭抓䰫㑿巢駣兆𠧞垗狣肁旐䍮趙肈肇鮡召𠧙炤𨹸詔照曌+早"
"tsʰɔ1"	"操𢻥幧㡟䫸嘮抄訬鈔𦾱䜈䰫𠰉𢁾怊欩超䫿怊弨吵（人名 宋大夫吵）哘（哘さそ（う））"
"tsʰɔ2"	"曹蓸嘈漕槽䐬䄚褿䏆螬艚𣍘𩫥鐰䄻巢鄛𡏮𡻝樔轈𣝞勦晁朝潮鼂𪓙韶"
"tsʰɔ3"	"艹艸草𠹊愺騲慅懆抄吵（聲也）炒𩈎𤌉煼𩱈𩱦仯謅㥮巐弨眧麨𪍑楢"
"tsʰɔ5"	"操（七到切 所守也持念也）糙肏㿷鼜慅鄵懆鑿造艁慥造踔趠抄鈔罺仯耖𦨖觘縐朓脁訬（輕也）躁噪"
"sɔ1"	"搔𠋺溞慅缫繅颾騷鰠鱢臊㮴𣔱艘䑹繰鞘捎莦弰娋梢䘯蛸筲艄旓輎𡡏䈰颵髾鮹綃燒𤬖"
"sɔ2"	"𢃳𢑦玿㸛𦯐韶㲈𠧙柖軺佋"
"sɔ3"	"㛐掃嫂㛮䕅𦺋埽糔梢稍𡡏髾𨈘𢾐䔠𧣪𦿃𥵦𦓴潲搜少𨙹䒚"
"sɔ5"	"掃埽瘙㿋𢤁髞喿？噪譟娋稍𨛍𦓴潲𣕇揱袑紹䙼綤佋𠧙卲邵劭𠣫䬰召+燒（放火）少掃燥"
"ʔɔ2"	"敖嗸嶅遨蔜嗷廒滶璈𣘢獒𢧴摮熬聱螯𦪈翱謷䦋翶翺𩪋𩪕鷔鰲鼇嫯鏊䫨驁磝聱謷𢿣爻"
"ʔɔ3"	"𩑤𦽀咬齩"
"ʔɔ5"	"謷鷔奡傲嫯鏊䫨驁磽𩳔樂"
"lua5"	"䐯"
"kua1"	"瓜㧓緺騧媧蝸婐𤓰歄緺騧𧬭腡媧蝸"
"kua2"	"呱"
"kua3"	"𨀩冎剮𠊰䈑寡𧤐𦫳𣑍𣐷𥦛𠁥"
"kua5"	"坬𧬮卦挂掛罣詿褂𡐠"
"kʰua1"	"夸𠇗姱䠸誇䯞胯跨"
"kʰua3"	"髁垮㡁𢄳銙𡕒跨骻"
"kʰua5"	"𡕒胯跨"
"xua1"	"花華嘩鷨譁𧪮𦶎𠿎𡁑𩝨化#話"
"xua2"	"划找華嘩鋘𧑍鏵驊鷨崋樺譁釫"
"xua5"	"𠤎化杹𩲏𩵏諣輠䴹𢦚𡱏觟𦖍黊𩸄蘳稞鳠鱯華㕦崋摦樺檴罣絓詿畫澅黊繣孈纗話噺（はなし）"
"tsua1"	"撾𥬸檛膼簻髽𩛠侳？抓"
"tsua3"	"䊬#爪"
"tsʰua1"	"脞㛗"
"tsʰua3"	"䂳"
"sua3"	"葰傻𧫝？耍唆"
"sua5"	"誜"
"ʔua1"	"哇洼畖窊搲（手捉物也）蛙娃窪溾瀤𪊉洼䴜崴碨蛙鼃"
"ʔua2"	"𣢉𩨾娃（暫代 北人呼子）"
"ʔua3"	"瓦邷佤搲"
"ʔua5"	"窊攨䠚䶐懀䵳+瓦圷（あくつ）"
"kuæʔ7"	"#䒷#䯏#鴰#劊#聒#𣽅#𦸈#檜#佸#活#括#栝#葀#萿#筈#頢#髺#懖#𦗾#适#銛刮劀鴰䄆趏颳劀𠟽鱊狹"
"kʰuæʔ7"	"䯇"
"xuæʔ7"	"#𤃴#豁#眓#奯#𧯆#濊#𣁳#泧#𣽅#姡#佸#䄆#秳#鬠䀨傄敌𠯑姡𦧠𤁪咶頢舌鶻猾滑磆螖𧽌䴳䱻"
"tsuæʔ7"	"鵽錣窡鵽聉娺窡𠿡䵵茁"
"tsʰuæʔ7"	"醛"
"suæʔ7"	"刷唰刷㕞唰𠴪𠻜"
"ʔuæʔ7"	"㱚䎳䚴刖聉𦤙𦘍嗗婠穵挖䯉嗢𣁳㒝襪韈韤𥄎"
"tsʰuæʔ7"	"𤁫䫄"
"kuaŋ1"	"光灮侊垙茪咣洸珖胱輄僙𨎩𩧉桄橫（漢門名）恍"
"kuaŋ3"	"廣鄺𠏤獷臩逛迋"
"kuaŋ5"	"光桄𠉫㤮臦誑俇誆狂"
"kʰuaŋ1"	"䯑匡邼劻䒰哐洭恇䖱筐軭𩬹𩢼框眶硄"
"kʰuaŋ2"	"㞷軭狂軖鵟"
"kʰuaŋ3"	"䡉夼懬爌"
"kʰuaŋ5"	"壙曠爌矌纊况況"
"xuaŋ1"	"㠵巟肓荒㡆衁𣆖䀮𣺬𥿼𥡃𩣐𧧢𧧮鄺#惶"
"xuaŋ2"	"撗皇䍿偟𨜔凰隍堭黃皇葟崲遑徨湟惶媓𨝴煌䅣獚潢璜蝗篁艎磺癀蟥簧𤯷餭趪韹騜鰉鱑"
"xuaŋ3"	"𣆖慌㬻𡧽詤𧧢謊䁜爌怳詤𧧢𧧮謊"
"xuaŋ5"	"荒攩晃幌櫎滉榥皝攩潢擴暀𣍦貺"
"tsuaŋ1"	"妝㽵莊粧䊋裝𣻛樁"
"tsuaŋ5"	"䊋裝壯𣴣狀戇憧艟䡴僮撞幢𢤤漴"
"tsʰuaŋ1"	"𠛂瘡創戧憃䄝𥡟𧜧䚎窓窗牎摐䆫䎫囪囱𥍷鏦堫"
"tsʰuaŋ2"	"疒牀𣃘噇𩪘橦撞幢𩞐淙㼻鬃"
"tsʰuaŋ3"	"搶𠞮傸㼽磢愴搶漺䫪"
"tsʰuaŋ5"	"滄刱剏創愴䚎𥈄䎫"
"suaŋ1"	"蠰霜孀騻鷞驦鸘瀧雙䉶艭䝄𨇯𢥠緗"
"suaŋ2"	"雙"
"suaŋ3"	"㼽鷞爽𡙁𤕤塽漺樉𦄍䫪"
"suaŋ5"	"淙㦼"
"ʔuaŋ1"	"洸尪汪𪁘尢尣"
"ʔuaŋ2"	"邙芒杗𨛌硭朚鋩亾亡莣忘？朢王彺蚟𩵭"
"ʔuaŋ3"	"㳹瀇网𤣴𡔞罔菵惘棢蛧𦖉網輞誷魍汪枉𢼟𣢫𢽃往暀"
"ʔuaŋ5"	"汪䤑汒妄忘望朢𧫢㤮王暀迋旺往"
"luaʔ7"	"硦"
"kuaʔ7"	"郭崞𩫏𨟍𦘅椁槨彉彍埻䣤𡚠戄𧾵貜"
"kʰuaʔ7"	"漷廓噋𠠎擴鞟鞹籗𢖦躩"
"xuaʔ7"	"劐䁨霍攉藿瀖矐癨靃彉彍霩擭濩𢋒𤻙㦜檴𤐰䨥穫鑊矍攫𡚠玃彏𧾵𨏹躩貜钁𪈴蠼矆䂄戄彏#畫（又）"
"tsuaʔ7"	"㘀斮菿噣孎桌倬涿卓㧻𢁁啄啅琢𢽚晫䐁斲諑斀𥢔椓㪬鸐鸀嬥濁𢢗擢㺟濯鵫𧃔蠗鐲𩑂𢺡𩆸捉穛𥼚穱斮篧𧂒簎捔澩汋丵浞𤉐𨖮鋜篧𢋱灂鷟齺"
"tsʰuaʔ7"	"㪬逴踔戳趠晫𥭓䃗娕娖擉齪𪘏齱"
"suaʔ7"	"數朔矟搠蒴㮶𦋞槊𦂗欶嗽嗍揱箾"
"ʔuaʔ7"	"瓁鸌雘蠖臒𩟓嬳臒嬳𡤬𧤽𧅚䢲籰𥸘齷"
"ɡuɛ2"	"瘸"
"kuɛ1"	"乖𦮃𠦬㾩𦫳"
"kuɛ3"	"踝𦫳枴柺𡐠𠁥"
"kuɛ5"	"㧔怪恠𥑋𡌪壞（毀也）𣀤𣀩𦳋夬䈛獪挂會（~計）"
"kʰuɛ1"	"絓𦹬䓙咼喎䦱匯㨤㔞#攜擓"
"kʰuɛ3"	"#蒯"
"kʰuɛ5"	"塊噲𥵊璯駃快筷𥢶凷塊墤䈛㕟蕢嘳嬇"
"xuɛ1"	"#虺"
"xuɛ2"	"蛔淮槐褢褱㠢瀤懷㜳櫰𤜄𧞷蘹𪊉？鼃壞（壞隤）"
"xuɛ3"	"？扮（亂也）"
"xuɛ5"	"？諣？咶？咶？𣸎？𧱳？𣟉？躛𡎯壞（自毀也）蘾"
"tsuɛ2"	"#轉（暫代）"
"tsuɛ5"	"㧳"
"tsʰuɛ1"	"衰夊？揣崔"
"tsʰuɛ2"	"尵𩓬膗𢶀"
"tsʰuɛ3"	"揣㪜"
"tsʰuɛ5"	"㿷？𠽶？𣤌？䴝？嘬"
"suɛ1"	"榱衰摔𤸬䭨䪎"
"suɛ5"	"率帥"
"ʔuɛ1"	"歪（竵俗字）竵癐"
"ʔuɛ5"	"外"
"luɛ̃2"	"𡰠"
"kuɛ̃1"	"𠴨𢇇関癏關擐瘝䤽鰥綸"
"kuɛ̃5"	"串倌丱摜慣矔鰥擐"
"kʰuɛ̃2"	"𡰝還㡲䭴𡍦圜𠟼澴寰環鍰糫轘𦣴闤𩙽鬟䍺𦏖鐶郇"
"xuɛ̃2"	"還湲"
"xuɛ̃5"	"繯轘宦患豢槵𢠶擐䍺幻"
"tsuɛ̃1"	"跧恮䀬跧蟤"
"tsuɛ̃5"	"撰饌孨僎撰𩔊譔𩻝僝𦠆𠨎僎𤩄襈譔饌籑䉵賺（北音之新嵌者）"
"suɛ̃1"	"閂𣠯栓𨏉"
"suɛ̃3"	"選"
"suɛ̃5"	"孿㝈涮孿㝈𨏉"
"ʔuɛ̃1"	"潫𩅦彎灣䘎嬽"
"ʔuɛ̃2"	"𤸷頑？玩"
"ʔuɛ̃3"	"莞睅𪍺睆+鯇䴷皖綰㝃娩挽晚晩輓㿸脕"
"ʔuɛ̃5"	"薍綰𩈬贃萬"
"kuən5"	"琯睔睴璭謴𧬪㴫？棍"
"kʰuən1"	"惃昆菎晜崐崑猑琨䖵㡓蜫褌瑻醌錕𥊽騉鵾鯤𪋆鶤㱎𢃭巛𡿦豤髖坤堃髡𩒱臗"
"kʰuən5"	"𩒱困𣏔涃睏"
"xuən1"	"昏惛婚棔殙𣣏閽"
"xuən2"	"𦸌𤟤楎煇䡣忶㑮堚渾琿䰟魂㨡㮯餛𢣒𣝂䴷䮝鼲俒顐沄𧡡餫"
"xuən3"	"惛𦃕？混"
"xuən5"	"鯇惛緷棍睔睴鯶煇混渾㮯倱掍䚠𨡫䫟䧰焜？混圂俒溷慁"
"tsuən1"	"尊嶟樽罇繜屯迍窀㡒跧僎嶟遵鷷惇肫訰𥇜諄"
"tsuən3"	"僔𠟃撙䔿噂譐純准埻準"
"tsuən5"	"焌捘𩯄鱒栫臶鐏鱒𦪚盹圳訰𥇜諄稕𦽑"
"tsʰuən1"	"村邨杶䡅瑃椿輴櫄鶞楯皴竴踆竣㕙夋𠣟逡墫捘春蝽"
"tsʰuən2"	"存𨚲拵蹲袸䣩㡒"
"tsʰuən3"	"刌𢩭忖偆僢𦚧偆𢾎惷䐏𢧨踳蠢"
"tsʰuən5"	"寸吋䍎襯"
"suən1"	"孫飧搎蓀猻蕵薞喰"
"suən2"	"槆檈眴姰郇荀峋洵恂珣㰬𣓓詢𣖼畇栒㸪楯旬巡𠣙洵紃揗䖲循㽦䋸𪀠𧾩灥馴畇𡗥陙純䣩淳蒓醇錞𦎧鶉𢗋蓴焞"
"suən3"	"㾕損䐣𦠆笋隼𠣤𠣬筍𣕍榫𥯗箰栒簨鵻省（鄉又音）"
"suən5"	"潠巽𠹀遜愻𩕧𢓈侚徇殉賰䀢舜蕣䑞瞚瞬鬊眴盾楯吮揗順揗"
"ʔuən1"	"昷𥁕𨜵塭温殟溫㼔瘟豱𩥈𪉸鴛輼蕰緼縕韞？䡝？㚃？蒀？氲？煴？氳？𥠺？蝹？馧？緼？縕？藴？蘊"
"ʔuən2"	"㑮梱瘒顐閩文彣炆蚊紋雯馼䰚聞鳼𦖫閿螡闅鼤蟁䘇汶"
"ʔuən3"	"穎𡁋穩㒚勽刎抆吻𦮶𦝮伆？夽？喗？𧼐？齫？𪘩？齳揾䡝褞賱惲蕰緼醖縕醞藴韞蘊"
"ʔuən5"	"諢顐䭡揾搵娩絻莬脕聞鼤抆紊汶問愠慍蕰緼醖縕醞藴"
"kuəʔ7"	"蓇䮩扢㒴汩骨啒淈尳愲榾㾶縎鶻滑汨䓛"
"kʰuəʔ7"	"#𤫵#蛞#筈#䟯#闊#适胐㧾㩿矻堀䯇𩑔窟𡑣𡑧𡼿𧷎𥌄顝圣泏掘崛𡲗䘿䠇𧱝堀𡲬"
"xuəʔ7"	"#豁活啒昒㫚曶忽匫惚䩐𣓗𢑢𤶘寣𦁕㦌䬍囫笏鍃㾁𨑥扢抇尳𡰅鶻𢪏搰𣝗𦗣滑㨡#葫#猢"
"tɕyeʔ7"	"孒𠀔𠜾趉厥𦁐䠇𧱝鶌屈"
"tsuəʔ7"	"？𦳮+卒倅稡捽椊崪䚝𩩠𪘧㤕絀逫泏窋㑁䂐茁𡢑出齣（俗字）"
"tsʰuəʔ7"	"𢪃𥾛猝卒𣨛𤝞怵㤕欪𧺶䟣黜炪"
"ʔuəʔ7"	"+枂兀阢扤𦬂屼杌矹𦨉𤴰𧈭䑢𠨜㽾䦍鼿刖軏淴𩑦䯉嗢腽膃榅殟揾馧沕昒勿伆芴岉𨑥物𣃦？崛菀尉蔚欝𩰪鬱灪爩𥘄𩚴黦熨"
"tuɪ1"	"搥鎚𠂤堆𢈹塠嵟𡏩磓𩈜鴭䭔䜃頧敦𠩰"
"tuɪ3"	"𡑈頧䇏𦞙謉？抵"
"tuɪ5"	"祋碓對𡭊𠏮𣝉轛錞陮𦶏𨯝瀢錞隊憝薱濧䯟譈𩐌䨴鐓憞䃍兊兌㟋綐𩊭銳脫"
"tʰuɪ1"	"推𨋱蓷㞜𨌴藬㷟"
"tʰuɪ2"	"墤㢈隤尵頹頽𤗴魋㿉𧝋蘈蹪穨𧮓"
"tʰuɪ3"	"僓㞂㱣脮腿骽㟎聉"
"tʰuɪ5"	"𨓤𡯵退𢓴㥆褪裞娧蛻駾毻"
"luɪ1"	"？擂"
"luɪ2"	"嫘縲瓃虆𡿔𡤯欙𤜖𥍔纝樏纍儽㶟鸓㠥羸𡰠𡰟厽垒絫樏䉂累擩甤䅑緌蕤桵捼䬐痿𨡌𢅼捼雷𩂩畾檑𤮚㔣瓃櫑𦌵罍鐳轠儡鑘擂靁"
"luɪ3"	"轠耒誄𡻭藟壘𤢹櫐蘽讄㶟鸓蜼猚㼏餒𩗔鮾浽娞脮餧郲櫑礧䣂𨻾磊𡼊蕾磥儡𡾋癗㵽𦢏鑘頛屢甤蕊繠蘂甤？蕊？繠"
"luɪ5"	"㨅㢻諉瓃垒纍淚類蘱禷䇐率𦝭累內内檑㔣礧耒䣂儽䒹酹銇擂錑攂𥣬纇蘱𡔇㲕酹頪㱻䬽䓲蜹睿銳叡銴鈉芮汭枘蚋蜹笍䄲"
"kuɪ1"	"皈㱕歸騩規𨾚摫槻𩓡𩓸鬹𠃾𤕣螝𪚦龜騩鱖頄䟸媯嬀溈潙䐩瑰膭𠐤𤪿瓌鞼櫰䕇傀圭邽茥珪㰪胿𡌲窐袿𦓯閨𨾴鮭𪊧洼"
"kuɪ3"	"氿宄𧗝軌匭𠥗晷𣷾厬簋頯朹㔲庋佹䣀䃽陒垝恑姽庪祪蛫觤詭䤥𪀗蟡攱洈桅鬼癸湀嫢湀揆𢜽楑䣀果"
"kuɪ5"	"螝騩䁛頍愧媿聭謉餽瞡瞡垝𢈌攱䞈㩻貴瞶𠐽跪猤悸痵𡬄𠊾櫃鞼𩌃𦆠匱蕢樻餽簣饋臾𠀐𢶒䐴劊禬襘？會澮檜癐巜儈鄶獪廥膾旝䯤鱠鬠䐴䈐簂𪏤蔮幗慖刏憒䵋簣劌𨇙鱖𠜾蹶𤜂𤜂罣昋𣧎炅𤰮桂筀䳏炔䣀"
"kʰuɪ1"	"窺闚虧蘬巋蘬𧢦恢㷇詼𥲖悝盔顝魁茥鮭湀刲𠝥㨒聧䯓𡐠奎䖯楏暌睽蝰藈"
"kʰuɪ2"	"𠐽艽𧢦𢌳逵𠊾頄馗𨾗𦝢戣䟸𣦞頯鍨騤夔躨犪鄈葵𢜽楑𦝢𧍜𩹍䳫顝傀磈䫥㚍"
"kʰuɪ3"	"跪𣄲蘬巋䞨頍跬䠑"
"kʰuɪ5"	"䙡𥽂𧝷𨌗尯喟嘳樻䙡䯣䰎腃觖堁凷凷𥢶𦖥聵𩔀𥏙潰"
