"繁體"	"简体"	"音標"		"1：˧˧"	"2：˧˩"
"凸"	"凸"	"dø7"			
"突"	"突"	"dø7"			
"男"	"男"	"dø7"			
"南"	"南"	"dø7"			
"暖"	"暖"	"nø3"			
"嫩"	"嫩"	"nø6"			
"衲"	"衲"	"nø7"			
"納"	"纳"	"nø7"			
"鈉"	"钠"	"nø7"			
"婪"	"婪"	"nø7"			
"巒"	"峦"	"nø7"			
"孿"	"孪"	"nø7"			
"鑾"	"銮"	"nø7"			
"鸞"	"鸾"	"nø7"			
"論"	"论"	"nø7"			
"卵"	"卵"	"lø3"			
"亂"	"乱"	"lø6"			
"論"	"论"	"lø6"			
"粒"	"粒"	"lø6"			
"簪"	"簪"	"lø6"			
"鑽"	"钻"	"lø6"			
"尊"	"尊"	"lø6"			
"纂"	"纂"	"tsø3"			
"撙"	"撙"	"tsø3"			
"攢"	"攒"	"tsø3"			
"鑽"	"钻"	"tsø3"			
"參"	"参"	"tsø3"			
"村"	"村"	"tsø3"			
"皴"	"皴"	"tsø3"			
"慘"	"惨"	"tsʰø3"			
"篡"	"篡"	"tsʰø3"			
"忖"	"忖"	"tsʰø3"			
"躥"	"蹿"	"tsʰø3"			
"竄"	"窜"	"tsʰø3"			
"寸"	"寸"	"tsʰø3"			
"猝"	"猝"	"tsʰø7"			
"卒"	"卒"	"tsʰø7"			
"拴"	"拴"	"tsʰø7"			
"閂"	"闩"	"tsʰø7"			
"栓"	"栓"	"tsʰø7"			
"酸"	"酸"	"tsʰø7"			
"孫"	"孙"	"tsʰø7"			
"損"	"损"	"sø3"			
"涮"	"涮"	"sø5"			
"蒜"	"蒜"	"sø5"			
"算"	"算"	"sø5"			
"遜"	"逊"	"sø5"			
"刷"	"刷"	"sø7"			
"存"	"存"	"zø2"			
"鏨"	"錾"	"zø3"			
"撰"	"撰"	"zø3"			
"雜"	"杂"	"zø3"			
"鑿"	"凿"	"zø3"			
"刊"	"刊"	"zø3"			
"堪"	"堪"	"zø3"			
"龕"	"龛"	"zø3"			
"坎"	"坎"	"kʰø3"			
"砍"	"砍"	"kʰø3"			
"款"	"款"	"kʰø3"			
"勘"	"勘"	"kʰø3"			
"看"	"看"	"kʰø3"			
"崁"	"崁"	"kʰø3"			
"墈"	"墈"	"kʰø3"			
"磡"	"磡"	"kʰø3"			
"丐"	"丐"	"kʰø7"			
"鈣"	"钙"	"kʰø7"			
"咳"	"咳"	"kʰø7"			
"渴"	"渴"	"kʰø7"			
"玩"	"玩"	"ŋø2"			
"蚶"	"蚶"	"hø1"			
"酣"	"酣"	"hø1"			
"憨"	"憨"	"hø1"			
"鼾"	"鼾"	"hø1"			
"罕"	"罕"	"hø3"			
"熯"	"熯"	"hø5"			
"哈"	"哈"	"hø7"			
"喝"	"喝"	"hø7"			
"酣"	"酣"	"hø7"			
"含"	"含"	"hø7"			
"痕"	"痕"	"hø7"			
"撼"	"撼"	"ɦø3"			
"憾"	"憾"	"ɦø6"			
"合"	"合"	"ɦø7"			
"盍"	"盍"	"ɦø7"			
"盒"	"盒"	"ɦø7"			
"庵"	"庵"	"ɦø7"			
"鵪"	"鹌"	"ɦø7"			
"恩"	"恩"	"ɦø7"			
"黯"	"黯"	"ʔø3"			
"暗"	"暗"	"ʔø5"			
"遏"	"遏"	"ʔø7"			
"曷"	"曷"	"ʔø7"			
"褐"	"褐"	"ʔø7"			
"褒"	"褒"	"ʔø7"			
"保"	"保"	"ʔø7"			
"堡"	"堡"	"ʔø7"			
"寶"	"宝"	"ʔø7"			
"報"	"报"	"pɜ5"			
"泡"	"泡"	"pʰɜ1"			
"剖"	"剖"	"pʰɜ3"			
"袍"	"袍"	"bɜ2"			
"抱"	"抱"	"bɜ3"			
"暴"	"暴"	"bɜ6"			
"爆"	"爆"	"bɜ6"			
"毛"	"毛"	"bɜ6"			
"謀"	"谋"	"bɜ6"			
"牡"	"牡"	"bɜ6"			
"畝"	"亩"	"bɜ6"			
"茂"	"茂"	"mɜ6"			
"冒"	"冒"	"mɜ6"			
"帽"	"帽"	"mɜ6"			
"貿"	"贸"	"mɜ6"			
"戊"	"戊"	"mɜ6"			
"否"	"否"	"fɜ3"			
"覆"	"覆"	"fɜ5"			
"浮"	"浮"	"vɜ2"			
"阜"	"阜"	"vɜ3"			
"複"	"复"	"vɜ6"			
"刀"	"刀"	"tɜ1"			
"叨"	"叨"	"tɜ1"			
"倒"	"倒"	"tɜ1"			
"島"	"岛"	"tɜ1"			
"搗"	"捣"	"tɜ1"			
"禱"	"祷"	"tɜ1"			
"倒"	"倒"	"tɜ5"			
"到"	"到"	"tɜ5"			
"叨"	"叨"	"tʰɜ1"			
"滔"	"滔"	"tʰɜ1"			
"討"	"讨"	"tʰɜ1"			
"套"	"套"	"tʰɜ1"			
"掏"	"掏"	"tʰɜ1"			
"濤"	"涛"	"tʰɜ1"			
"逃"	"逃"	"tʰɜ1"			
"桃"	"桃"	"tʰɜ1"			
"陶"	"陶"	"tʰɜ1"			
"萄"	"萄"	"tʰɜ1"			
"淘"	"淘"	"tʰɜ1"			
"道"	"道"	"dɜ3"			
"稻"	"稻"	"dɜ3"			
"導"	"导"	"dɜ3"			
"蹈"	"蹈"	"dɜ3"			
"悼"	"悼"	"dɜ3"			
"盜"	"盗"	"dɜ3"			
"掏"	"掏"	"dɜ3"			
"惱"	"恼"	"nɜ3"			
"瑙"	"瑙"	"nɜ3"			
"腦"	"脑"	"nɜ3"			
"撈"	"捞"	"nɜ3"			
"牢"	"牢"	"nɜ3"			
"勞"	"劳"	"nɜ3"			
"嘮"	"唠"	"nɜ3"			
"癆"	"痨"	"nɜ3"			
"澇"	"涝"	"nɜ3"			
"老"	"老"	"lɜ3"			
"佬"	"佬"	"lɜ3"			
"姥"	"姥"	"lɜ3"			
"潦"	"潦"	"lɜ3"			
"遭"	"遭"	"tsɜ1"			
"糟"	"糟"	"tsɜ1"			
"早"	"早"	"tsɜ1"			
"蚤"	"蚤"	"tsɜ1"			
"棗"	"枣"	"tsɜ1"			
"澡"	"澡"	"tsɜ1"			
"藻"	"藻"	"tsɜ1"			
"灶"	"灶"	"tsɜ5"			
"噪"	"噪"	"tsɜ5"			
"躁"	"躁"	"tsɜ5"			
"草"	"草"	"tsɜ5"			
"造"	"造"	"tsɜ5"			
"草"	"草"	"tsʰɜ3"			
"操"	"操"	"tsʰɜ5"			
"糙"	"糙"	"tsʰɜ5"			
"搔"	"搔"	"tsʰɜ5"			
"騷"	"骚"	"tsʰɜ5"			
"臊"	"臊"	"tsʰɜ5"			
"繰"	"缲"	"tsʰɜ5"			
"嫂"	"嫂"	"sɜ3"			
"掃"	"扫"	"sɜ5"			
"燥"	"燥"	"sɜ5"			
"曹"	"曹"	"sɜ5"			
"漕"	"漕"	"sɜ5"			
"槽"	"槽"	"sɜ5"			
"皂"	"皂"	"zɜ3"			
"造"	"造"	"zɜ3"			
"皋"	"皋"	"zɜ3"			
"高"	"高"	"zɜ3"			
"羔"	"羔"	"zɜ3"			
"膏"	"膏"	"zɜ3"			
"篙"	"篙"	"zɜ3"			
"糕"	"糕"	"zɜ3"			
"搞"	"搞"	"kɜ3"			
"稿"	"稿"	"kɜ3"			
"告"	"告"	"kɜ5"			
"烤"	"烤"	"kʰɜ1"			
"考"	"考"	"kʰɜ3"			
"拷"	"拷"	"kʰɜ3"			
"犒"	"犒"	"kʰɜ3"			
"靠"	"靠"	"kʰɜ3"			
"敖"	"敖"	"kʰɜ3"			
"熬"	"熬"	"kʰɜ3"			
"傲"	"傲"	"ŋɜ6"			
"鏊"	"鏊"	"ŋɜ6"			
"蒿"	"蒿"	"ŋɜ6"			
"薅"	"薅"	"ŋɜ6"			
"好"	"好"	"ŋɜ6"			
"好"	"好"	"ŋɜ6"			
"耗"	"耗"	"ŋɜ6"			
"毫"	"毫"	"ɦɜ2"			
"豪"	"豪"	"ɦɜ2"			
"壕"	"壕"	"ɦɜ2"			
"嚎"	"嚎"	"ɦɜ2"			
"蠔"	"蚝"	"ɦɜ2"			
"號"	"号"	"ɦɜ2"			
"鎬"	"镐"	"ɦɜ3"			
"浩"	"浩"	"ɦɜ3"			
"皓"	"皓"	"ɦɜ3"			
"號"	"号"	"ɦɜ6"			
"爊"	"爊"	"ʔɜ1"			
"襖"	"袄"	"ʔɜ3"			
"奧"	"奥"	"ʔɜ5"			
"嶴"	"岙"	"ʔɜ5"			
"澳"	"澳"	"ʔɜ5"			
"懊"	"懊"	"ʔɜ5"			
"巴"	"巴"	"po1"			
"芭"	"芭"	"po1"			
"疤"	"疤"	"po1"			
"笆"	"笆"	"po1"			
"把"	"把"	"po3"			
"靶"	"靶"	"po3"			
"綁"	"绑"	"po3"			
"把"	"把"	"po3"			
"霸"	"霸"	"po3"			
"壩"	"坝"	"po3"			
"壩"	"坝"	"po3"			
"八"	"八"	"po7"			
"捌"	"捌"	"po7"			
"薄"	"薄"	"po7"			
"剝"	"剥"	"po7"			
"博"	"博"	"po7"			
"搏"	"搏"	"po7"			
"駁"	"驳"	"po7"			
"膊"	"膊"	"po7"			
"怕"	"怕"	"pʰo5"			
"泊"	"泊"	"pʰo7"			
"舶"	"舶"	"pʰo7"			
"醭"	"醭"	"pʰo7"			
"粕"	"粕"	"pʰo7"			
"撲"	"扑"	"pʰo7"			
"樸"	"朴"	"pʰo7"			
"巴"	"巴"	"bo2"			
"巴"	"巴"	"bo2"			
"扒"	"扒"	"bo2"			
"罷"	"罢"	"bo2"			
"杷"	"杷"	"bo2"			
"爬"	"爬"	"bo2"			
"琶"	"琶"	"bo2"			
"鈀"	"钯"	"bo2"			
"拔"	"拔"	"bo7"			
"跋"	"跋"	"bo7"			
"雹"	"雹"	"bo7"			
"薄"	"薄"	"bo7"			
"暴"	"暴"	"bo7"			
"泊"	"泊"	"bo7"			
"舶"	"舶"	"bo7"			
"舶"	"舶"	"bo7"			
"箔"	"箔"	"bo7"			
"僕"	"仆"	"bo7"			
"瀑"	"瀑"	"bo7"			
"曝"	"曝"	"bo7"			
"月"	"月"	"bo7"			
"姥"	"姥"	"mo1"			
"麻"	"麻"	"mo2"			
"麻"	"麻"	"mo2"			
"蟆"	"蟆"	"mo2"			
"嘛"	"嘛"	"mo2"			
"埋"	"埋"	"mo2"			
"模"	"模"	"mo2"			
"膜"	"膜"	"mo2"			
"摩"	"摩"	"mo2"			
"漠"	"漠"	"mo2"			
"姥"	"姥"	"mo3"			
"馬"	"马"	"mo3"			
"瑪"	"玛"	"mo3"			
"碼"	"码"	"mo3"			
"螞"	"蚂"	"mo3"			
"麼"	"么"	"mo3"			
"某"	"某"	"mo3"			
"母"	"母"	"mo3"			
"姆"	"姆"	"mo3"			
"罵"	"骂"	"mo6"			
"罵"	"骂"	"mo6"			
"募"	"募"	"mo6"			
"墓"	"墓"	"mo6"			
"幕"	"幕"	"mo6"			
"慕"	"慕"	"mo6"			
"暮"	"暮"	"mo6"			
"摸"	"摸"	"mo7"			
"陌"	"陌"	"mo7"			
"莫"	"莫"	"mo7"			
"漠"	"漠"	"mo7"			
"寞"	"寞"	"mo7"			
"木"	"木"	"mo7"			
"目"	"目"	"mo7"			
"沐"	"沐"	"mo7"			
"牧"	"牧"	"mo7"			
"睦"	"睦"	"mo7"			
"穆"	"穆"	"mo7"			
"穆"	"穆"	"mo7"			
"襪"	"袜"	"mo7"			
"朵"	"朵"	"to3"			
"垛"	"垛"	"to3"			
"躲"	"躲"	"to3"			
"魄"	"魄"	"to3"			
"托"	"托"	"to3"			
"托"	"托"	"to3"			
"拓"	"拓"	"to3"			
"籜"	"箨"	"to3"			
"度"	"度"	"do7"			
"踱"	"踱"	"do7"			
"鐸"	"铎"	"do7"			
"擢"	"擢"	"do7"			
"挪"	"挪"	"no2"			
"糯"	"糯"	"no6"			
"諾"	"诺"	"no7"			
"蘿"	"萝"	"lo2"			
"骼"	"骼"	"lo7"			
"駱"	"骆"	"lo7"			
"烙"	"烙"	"lo7"			
"烙"	"烙"	"lo7"			
"酪"	"酪"	"lo7"			
"碌"	"碌"	"lo7"			
"賂"	"赂"	"lo7"			
"錄"	"录"	"lo7"			
"錄"	"录"	"lo7"			
"洛"	"洛"	"lo7"			
"落"	"落"	"lo7"			
"絡"	"络"	"lo7"			
"氯"	"氯"	"lo7"			
"綠"	"绿"	"lo7"			
"綠"	"绿"	"lo7"			
"樂"	"乐"	"lo7"			
"查"	"查"	"tso1"			
"喳"	"喳"	"tso1"			
"渣"	"渣"	"tso1"			
"楂"	"楂"	"tso1"			
"怎"	"怎"	"tso3"			
"咋"	"咋"	"tso5"			
"炸"	"炸"	"tso5"			
"詐"	"诈"	"tso5"			
"榨"	"榨"	"tso5"			
"柞"	"柞"	"tso7"			
"作"	"作"	"tso7"			
"叉"	"叉"	"tso7"			
"杈"	"杈"	"tso7"			
"差"	"差"	"tso7"			
"車"	"车"	"tso7"			
"搓"	"搓"	"tso7"			
"嵯"	"嵯"	"tso7"			
"杈"	"杈"	"tsʰo5"			
"汊"	"汊"	"tsʰo5"			
"岔"	"岔"	"tsʰo5"			
"挫"	"挫"	"tsʰo5"			
"莝"	"莝"	"tsʰo5"			
"厝"	"厝"	"tsʰo7"			
"措"	"措"	"tsʰo7"			
"錯"	"错"	"tsʰo7"			
"茬"	"茬"	"tsʰo7"			
"茶"	"茶"	"tsʰo7"			
"查"	"查"	"tsʰo7"			
"搽"	"搽"	"tsʰo7"			
"乍"	"乍"	"dzo6"			
"座"	"座"	"dzo6"			
"沙"	"沙"	"dzo6"			
"砂"	"砂"	"dzo6"			
"砂"	"砂"	"dzo6"			
"莎"	"莎"	"dzo6"			
"紗"	"纱"	"dzo6"			
"痧"	"痧"	"dzo6"			
"裟"	"裟"	"dzo6"			
"鯊"	"鲨"	"dzo6"			
"唆"	"唆"	"dzo6"			
"娑"	"娑"	"dzo6"			
"梭"	"梭"	"dzo6"			
"蓑"	"蓑"	"dzo6"			
"灑"	"洒"	"so3"			
"耍"	"耍"	"so3"			
"所"	"所"	"so3"			
"嗩"	"唢"	"so3"			
"瑣"	"琐"	"so3"			
"鎖"	"锁"	"so3"			
"索"	"索"	"so7"			
"斜"	"斜"	"zo2"			
"昨"	"昨"	"zo2"			
"坐"	"坐"	"zo2"			
"矬"	"矬"	"zo2"			
"乍"	"乍"	"zo2"			
"座"	"座"	"zo2"			
"焯"	"焯"	"tɕio7"			
"屬"	"属"	"tɕio7"			
"燭"	"烛"	"tɕio7"			
"囑"	"嘱"	"tɕio7"			
"矚"	"瞩"	"tɕio7"			
"捉"	"捉"	"tɕio7"			
"桌"	"桌"	"tɕio7"			
"卓"	"卓"	"tɕio7"			
"啄"	"啄"	"tɕio7"			
"琢"	"琢"	"tɕio7"			
"足"	"足"	"tɕio7"			
"觸"	"触"	"tɕʰio7"			
"矗"	"矗"	"tɕʰio7"			
"戳"	"戳"	"tɕʰio7"			
"曲"	"曲"	"tɕʰio7"			
"局"	"局"	"dʑio7"			
"蜀"	"蜀"	"dʑio7"			
"屬"	"属"	"dʑio7"			
"濁"	"浊"	"dʑio7"			
"擢"	"擢"	"dʑio7"			
"鐲"	"镯"	"dʑio7"			
"玉"	"玉"	"ȵio7"			
"獄"	"狱"	"ȵio7"			
"束"	"束"	"ȵio7"			
"數"	"数"	"ȵio7"			
"朔"	"朔"	"ȵio7"			
"粟"	"粟"	"ȵio7"			
"縮"	"缩"	"ȵio7"			
"喲"	"哟"	"ʔjyo1"			
"噦"	"哕"	"ʔjyo7"			
"贖"	"赎"	"jo7"			
"俗"	"俗"	"jo7"			
"續"	"续"	"jo7"			
"峪"	"峪"	"jo7"			
"浴"	"浴"	"jo7"			
"欲"	"欲"	"jo7"			
"欲"	"欲"	"jo7"			
"哥"	"哥"	"ko1"			
"瓜"	"瓜"	"ko1"			
"加"	"加"	"ko1"			
"佳"	"佳"	"ko1"			
"枷"	"枷"	"ko1"			
"痂"	"痂"	"ko1"			
"家"	"家"	"ko1"			
"袈"	"袈"	"ko1"			
"家"	"家"	"ko1"			
"嘉"	"嘉"	"ko1"			
"剮"	"剐"	"ko3"			
"寡"	"寡"	"ko3"			
"假"	"假"	"ko3"			
"賈"	"贾"	"ko3"			
"卦"	"卦"	"ko5"			
"掛"	"挂"	"ko5"			
"褂"	"褂"	"ko5"			
"假"	"假"	"ko5"			
"架"	"架"	"ko5"			
"嫁"	"嫁"	"ko5"			
"稼"	"稼"	"ko5"			
"價"	"价"	"ko5"			
"駕"	"驾"	"ko5"			
"胳"	"胳"	"ko7"			
"擱"	"搁"	"ko7"			
"閣"	"阁"	"ko7"			
"各"	"各"	"ko7"			
"刮"	"刮"	"ko7"			
"郭"	"郭"	"ko7"			
"聒"	"聒"	"ko7"			
"角"	"角"	"ko7"			
"覺"	"觉"	"ko7"			
"括"	"括"	"ko7"			
"廓"	"廓"	"ko7"			
"榷"	"榷"	"ko7"			
"廓"	"廓"	"kʰo7"			
"闊"	"阔"	"kʰo7"			
"殼"	"壳"	"kʰo7"			
"榷"	"榷"	"kʰo7"			
"確"	"确"	"kʰo7"			
"枷"	"枷"	"ɡo2"			
"架"	"架"	"go6"			
"擱"	"搁"	"go7"			
"鵝"	"鹅"	"ŋo2"			
"牙"	"牙"	"ŋo2"			
"伢"	"伢"	"ŋo2"			
"芽"	"芽"	"ŋo2"			
"岈"	"岈"	"ŋo2"			
"蚜"	"蚜"	"ŋo2"			
"衙"	"衙"	"ŋo2"			
"瓦"	"瓦"	"ŋo3"			
"雅"	"雅"	"ŋo3"			
"砑"	"砑"	"ŋo3"			
"訝"	"讶"	"ŋo3"			
"鄂"	"鄂"	"ŋo3"			
"愕"	"愕"	"ŋo3"			
"噩"	"噩"	"ŋo3"			
"鱷"	"鳄"	"ŋo3"			
"鶴"	"鹤"	"ŋo3"			
"樂"	"乐"	"ŋo3"			
"嶽"	"岳"	"ŋo3"			
"呵"	"呵"	"ho1"			
"花"	"花"	"ho1"			
"嘩"	"哗"	"ho1"			
"蝦"	"虾"	"ho1"			
"下"	"下"	"ho3"			
"化"	"化"	"ho5"			
"發"	"发"	"ho7"			
"法"	"法"	"ho7"			
"發"	"发"	"ho7"			
"蠚"	"蠚"	"ho7"			
"壑"	"壑"	"ho7"			
"劐"	"劐"	"ho7"			
"豁"	"豁"	"ho7"			
"霍"	"霍"	"ho7"			
"藿"	"藿"	"ho7"			
"嚇"	"吓"	"ho7"			
"華"	"华"	"ɦo2"			
"嘩"	"哗"	"ɦo2"			
"鏵"	"铧"	"ɦo2"			
"蝦"	"虾"	"ɦo2"			
"遐"	"遐"	"ɦo2"			
"瑕"	"瑕"	"ɦo2"			
"霞"	"霞"	"ɦo2"			
"下"	"下"	"ɦo3"			
"華"	"华"	"ɦo6"			
"畫"	"画"	"ɦo6"			
"話"	"话"	"ɦo6"			
"廈"	"厦"	"ɦo6"			
"暇"	"暇"	"ɦo6"			
"下"	"下"	"ɦo6"			
"夏"	"夏"	"ɦo6"			
"乏"	"乏"	"ɦo7"			
"伐"	"伐"	"ɦo7"			
"垡"	"垡"	"ɦo7"			
"筏"	"筏"	"ɦo7"			
"閥"	"阀"	"ɦo7"			
"罰"	"罚"	"ɦo7"			
"縛"	"缚"	"ɦo7"			
"涸"	"涸"	"ɦo7"			
"猾"	"猾"	"ɦo7"			
"滑"	"滑"	"ɦo7"			
"活"	"活"	"ɦo7"			
"獲"	"获"	"ɦo7"			
"蠖"	"蠖"	"ɦo7"			
"鑊"	"镬"	"ɦo7"			
"學"	"学"	"ɦo7"			
"阿"	"阿"	"ʔo1"			
"蛙"	"蛙"	"ʔo1"			
"蛙"	"蛙"	"ʔo1"			
"娃"	"娃"	"ʔo1"			
"丫"	"丫"	"ʔo1"			
"椏"	"桠"	"ʔo1"			
"鴉"	"鸦"	"ʔo1"			
"惡"	"恶"	"ʔo3"			
"下"	"下"	"ʔo3"			
"啞"	"哑"	"ʔo3"			
"下"	"下"	"ʔo3"			
"亞"	"亚"	"ʔo3"			
"惡"	"恶"	"ʔo7"			
"挖"	"挖"	"ʔo7"			
"沃"	"沃"	"ʔo7"			
"握"	"握"	"ʔo7"			
"齷"	"龌"	"ʔo7"			
"邦"	"邦"	"puɔ1"			
"梆"	"梆"	"puɔ1"			
"幫"	"帮"	"puɔ1"			
"包"	"包"	"puɔ1"			
"苞"	"苞"	"puɔ1"			
"胞"	"胞"	"puɔ1"			
"綁"	"绑"	"puɔ3"			
"榜"	"榜"	"puɔ3"			
"飽"	"饱"	"puɔ3"			
"謗"	"谤"	"puɔ3"			
"豹"	"豹"	"puɔ3"			
"爆"	"爆"	"puɔ3"			
"泵"	"泵"	"puɔ3"			
"八"	"八"	"puɔ7"			
"滂"	"滂"	"pʰuɔ1"			
"脬"	"脬"	"pʰuɔ1"			
"泡"	"泡"	"pʰuɔ1"			
"膀"	"膀"	"pʰuɔ1"			
"跑"	"跑"	"pʰuɔ1"			
"胖"	"胖"	"pʰuɔ5"			
"泡"	"泡"	"pʰuɔ5"			
"炮"	"炮"	"pʰuɔ5"			
"傍"	"傍"	"pʰuɔ5"			
"磅"	"磅"	"pʰuɔ5"			
"鎊"	"镑"	"pʰuɔ5"			
"苞"	"苞"	"pʰuɔ5"			
"苞"	"苞"	"pʰuɔ5"			
"旁"	"旁"	"pʰuɔ5"			
"膀"	"膀"	"pʰuɔ5"			
"螃"	"螃"	"pʰuɔ5"			
"螃"	"螃"	"pʰuɔ5"			
"龐"	"庞"	"pʰuɔ5"			
"刨"	"刨"	"pʰuɔ5"			
"刨"	"刨"	"pʰuɔ5"			
"跑"	"跑"	"pʰuɔ5"			
"棒"	"棒"	"buɔ3"			
"鮑"	"鲍"	"buɔ3"			
"傍"	"傍"	"buɔ3"			
"铇"	"铇"	"buɔ3"			
"貓"	"猫"	"buɔ3"			
"芒"	"芒"	"buɔ3"			
"忙"	"忙"	"buɔ3"			
"氓"	"氓"	"buɔ3"			
"茫"	"茫"	"buɔ3"			
"莽"	"莽"	"buɔ3"			
"貓"	"猫"	"buɔ3"			
"矛"	"矛"	"buɔ3"			
"茅"	"茅"	"buɔ3"			
"錨"	"锚"	"buɔ3"			
"虻"	"虻"	"buɔ3"			
"莽"	"莽"	"muɔ3"			
"蟒"	"蟒"	"muɔ3"			
"卯"	"卯"	"muɔ3"			
"網"	"网"	"muɔ3"			
"輞"	"辋"	"muɔ3"			
"貌"	"貌"	"muɔ6"			
"望"	"望"	"muɔ6"			
"當"	"当"	"muɔ6"			
"襠"	"裆"	"muɔ6"			
"鐺"	"铛"	"muɔ6"			
"擋"	"挡"	"tuɔ3"			
"黨"	"党"	"tuɔ3"			
"當"	"当"	"tuɔ3"			
"擋"	"挡"	"tuɔ3"			
"檔"	"档"	"tuɔ3"			
"壋"	"壋"	"tuɔ3"			
"他"	"他"	"tʰuɔ1"			
"湯"	"汤"	"tʰuɔ1"			
"倘"	"倘"	"tʰuɔ1"			
"淌"	"淌"	"tʰuɔ1"			
"躺"	"躺"	"tʰuɔ1"			
"趟"	"趟"	"tʰuɔ5"			
"燙"	"烫"	"tʰuɔ5"			
"堂"	"堂"	"tʰuɔ5"			
"唐"	"唐"	"tʰuɔ5"			
"堂"	"堂"	"tʰuɔ5"			
"塘"	"塘"	"tʰuɔ5"			
"塘"	"塘"	"tʰuɔ5"			
"膛"	"膛"	"tʰuɔ5"			
"糖"	"糖"	"tʰuɔ5"			
"螳"	"螳"	"tʰuɔ5"			
"宕"	"宕"	"duɔ3"			
"蕩"	"荡"	"duɔ3"			
"宕"	"宕"	"duɔ3"			
"蕩"	"荡"	"duɔ3"			
"哪"	"哪"	"duɔ3"			
"囊"	"囊"	"duɔ3"			
"撓"	"挠"	"duɔ3"			
"鐃"	"铙"	"duɔ3"			
"曩"	"曩"	"nuɔ3"			
"撓"	"挠"	"nuɔ3"			
"淖"	"淖"	"nuɔ3"			
"鬧"	"闹"	"nuɔ3"			
"橈"	"桡"	"nuɔ3"			
"郎"	"郎"	"luɔ2"			
"狼"	"狼"	"luɔ2"			
"琅"	"琅"	"luɔ2"			
"廊"	"廊"	"luɔ2"			
"琅"	"琅"	"luɔ2"			
"榔"	"榔"	"luɔ2"			
"螂"	"螂"	"luɔ2"			
"晾"	"晾"	"luɔ2"			
"朗"	"朗"	"luɔ3"			
"浪"	"浪"	"luɔ6"			
"藏"	"藏"	"tsuɔ1"			
"贓"	"赃"	"tsuɔ1"			
"贓"	"赃"	"tsuɔ1"			
"抓"	"抓"	"tsuɔ1"			
"妝"	"妆"	"tsuɔ1"			
"莊"	"庄"	"tsuɔ1"			
"裝"	"装"	"tsuɔ1"			
"爪"	"爪"	"tsuɔ3"			
"找"	"找"	"tsuɔ3"			
"葬"	"葬"	"tsuɔ3"			
"笊"	"笊"	"tsuɔ3"			
"罩"	"罩"	"tsuɔ3"			
"壯"	"壮"	"tsuɔ3"			
"倉"	"仓"	"tsʰuɔ1"			
"蒼"	"苍"	"tsʰuɔ1"			
"滄"	"沧"	"tsʰuɔ1"			
"艙"	"舱"	"tsʰuɔ1"			
"抄"	"抄"	"tsʰuɔ1"			
"鈔"	"钞"	"tsʰuɔ1"			
"瘡"	"疮"	"tsʰuɔ1"			
"創"	"创"	"tsʰuɔ1"			
"剿"	"剿"	"tsʰuɔ1"			
"吵"	"吵"	"tsʰuɔ3"			
"炒"	"炒"	"tsʰuɔ3"			
"創"	"创"	"tsʰuɔ3"			
"棹"	"棹"	"tsʰuɔ3"			
"鞘"	"鞘"	"tsʰuɔ3"			
"桑"	"桑"	"tsʰuɔ3"			
"喪"	"丧"	"tsʰuɔ3"			
"捎"	"捎"	"tsʰuɔ3"			
"梢"	"梢"	"tsʰuɔ3"			
"稍"	"稍"	"tsʰuɔ3"			
"筲"	"筲"	"tsʰuɔ3"			
"搡"	"搡"	"suɔ3"			
"嗓"	"嗓"	"suɔ3"			
"磉"	"磉"	"suɔ3"			
"爽"	"爽"	"suɔ3"			
"喪"	"丧"	"suɔ5"			
"哨"	"哨"	"suɔ5"			
"潲"	"潲"	"suɔ5"			
"嘯"	"啸"	"suɔ5"			
"藏"	"藏"	"zuɔ2"			
"巢"	"巢"	"zuɔ2"			
"藏"	"藏"	"zuɔ2"			
"臓"	"臓"	"zuɔ2"			
"肛"	"肛"	"zuɔ2"			
"岡"	"冈"	"zuɔ2"			
"缸"	"缸"	"zuɔ2"			
"剛"	"刚"	"zuɔ2"			
"崗"	"岗"	"zuɔ2"			
"綱"	"纲"	"zuɔ2"			
"鋼"	"钢"	"zuɔ2"			
"光"	"光"	"zuɔ2"			
"江"	"江"	"zuɔ2"			
"豇"	"豇"	"zuɔ2"			
"交"	"交"	"zuɔ2"			
"郊"	"郊"	"zuɔ2"			
"茭"	"茭"	"zuɔ2"			
"蛟"	"蛟"	"zuɔ2"			
"跤"	"跤"	"zuɔ2"			
"膠"	"胶"	"zuɔ2"			
"扛"	"扛"	"zuɔ2"			
"港"	"港"	"kuɔ3"			
"廣"	"广"	"kuɔ3"			
"耩"	"耩"	"kuɔ3"			
"講"	"讲"	"kuɔ3"			
"狡"	"狡"	"kuɔ3"			
"絞"	"绞"	"kuɔ3"			
"鉸"	"铰"	"kuɔ3"			
"餃"	"饺"	"kuɔ3"			
"攪"	"搅"	"kuɔ3"			
"杠"	"杠"	"kuɔ5"			
"降"	"降"	"kuɔ5"			
"絳"	"绛"	"kuɔ5"			
"攪"	"搅"	"kuɔ5"			
"珓"	"珓"	"kuɔ5"			
"教"	"教"	"kuɔ5"			
"窖"	"窖"	"kuɔ5"			
"較"	"较"	"kuɔ5"			
"酵"	"酵"	"kuɔ5"			
"覺"	"觉"	"kuɔ5"			
"校"	"校"	"kuɔ5"			
"骹"	"骹"	"kʰuɔ1"			
"康"	"康"	"kʰuɔ1"			
"慷"	"慷"	"kʰuɔ1"			
"糠"	"糠"	"kʰuɔ1"			
