"声母"	"韵母"	"声调"	"字"	"注释"
"tɕ"	"iŋ"	"1"	"京"	""
"tɕ"	"iŋ"	"1"	"荆"	""
"tɕ"	"iŋ"	"1"	"鲸"	""
"tɕ"	"iŋ"	"1"	"侦"	""
"tɕ"	"iŋ"	"1"	"贞"	""
"tɕ"	"iŋ"	"1"	"精"	""
"tɕ"	"iŋ"	"1"	"晶"	""
"tɕ"	"iŋ"	"1"	"睛"	""
"tɕ"	"iŋ"	"3"	"枕"	""
"tɕ"	"iŋ"	"3"	"锦"	""
"tɕ"	"iŋ"	"3"	"枕"	""
"tɕ"	"iŋ"	"3"	"紧"	""
"tɕ"	"iŋ"	"3"	"拯"	""
"tɕ"	"iŋ"	"3"	"景"	""
"tɕ"	"iŋ"	"3"	"颈"	""
"tɕ"	"iŋ"	"5"	"禁"	""
"tɕ"	"iŋ"	"5"	"浸"	""
"tɕ"	"iŋ"	"5"	"禁"	""
"tɕ"	"iŋ"	"5"	"进"	""
"tɕ"	"iŋ"	"5"	"晋"	""
"tɕ"	"iŋ"	"5"	"镇"	""
"tɕ"	"iŋ"	"5"	"诊"	""
"tɕ"	"iŋ"	"5"	"振"	""
"tɕ"	"iŋ"	"5"	"震"	""
"tɕ"	"iŋ"	"5"	"劲"	""
"tɕ"	"iŋ"	"5"	"甑"	""
"tɕ"	"iŋ"	"5"	"证"	""
"tɕ"	"iŋ"	"5"	"症"	""
"tɕ"	"iŋ"	"5"	"境"	""
"tɕ"	"iŋ"	"5"	"警"	""
"tɕ"	"iŋ"	"5"	"敬"	""
"tɕ"	"iŋ"	"5"	"竟"	""
"tɕ"	"iŋ"	"5"	"政"	""
"tɕ"	"iŋ"	"5"	"径"	""
"tɕ"	"iŋ"	"5"	"劲"	""
"tɕʰ"	"iŋ"	"1"	"深"	""
"tɕʰ"	"iŋ"	"1"	"钦"	""
"tɕʰ"	"iŋ"	"1"	"亲"	""
"tɕʰ"	"iŋ"	"1"	"亲"	""
"tɕʰ"	"iŋ"	"1"	"称"	""
"tɕʰ"	"iŋ"	"1"	"卿"	""
"tɕʰ"	"iŋ"	"1"	"蜻"	""
"tɕʰ"	"iŋ"	"1"	"清"	""
"tɕʰ"	"iŋ"	"1"	"青"	""
"tɕʰ"	"iŋ"	"1"	"蛏"	""
"tɕʰ"	"iŋ"	"5"	"寝"	""
"tɕʰ"	"iŋ"	"5"	"揿"	""
"tɕʰ"	"iŋ"	"5"	"趁"	""
"tɕʰ"	"iŋ"	"5"	"衬"	""
"tɕʰ"	"iŋ"	"5"	"秤"	""
"tɕʰ"	"iŋ"	"5"	"庆"	""
"tɕʰ"	"iŋ"	"5"	"磬"	""
"dʑ"	"iŋ"	"2"	"岑"	""
"dʑ"	"iŋ"	"2"	"琴"	""
"dʑ"	"iŋ"	"2"	"禽"	""
"dʑ"	"iŋ"	"2"	"擒"	""
"dʑ"	"iŋ"	"2"	"秦"	""
"dʑ"	"iŋ"	"2"	"尘"	""
"dʑ"	"iŋ"	"2"	"晨"	""
"dʑ"	"iŋ"	"2"	"臣"	""
"dʑ"	"iŋ"	"2"	"芹"	""
"dʑ"	"iŋ"	"2"	"澄"	""
"dʑ"	"iŋ"	"2"	"澄"	""
"dʑ"	"iŋ"	"2"	"橙"	""
"dʑ"	"iŋ"	"2"	"澄"	""
"dʑ"	"iŋ"	"2"	"橙"	""
"dʑ"	"iŋ"	"2"	"擎"	""
"dʑ"	"iŋ"	"2"	"竞"	""
"dʑ"	"iŋ"	"2"	"逞"	""
"dʑ"	"iŋ"	"2"	"呈"	""
"dʑ"	"iŋ"	"2"	"程"	""
"dʑ"	"iŋ"	"6"	"妗"	""
"dʑ"	"iŋ"	"6"	"仅"	""
"dʑ"	"iŋ"	"6"	"谨"	""
"dʑ"	"iŋ"	"6"	"阵"	""
"dʑ"	"iŋ"	"6"	"文"	""
"dʑ"	"iŋ"	"6"	"惩"	""
"dʑ"	"iŋ"	"6"	"剩"	""
"ȵ"	"iŋ"	"2"	"吟"	""
"ȵ"	"iŋ"	"2"	"迎"	""
"ȵ"	"iŋ"	"2"	"宁"	""
"ȵ"	"iŋ"	"6"	"认"	""
"ɕ"	"iŋ"	"1"	"心"	""
"ɕ"	"iŋ"	"1"	"掀"	""
"ɕ"	"iŋ"	"1"	"辛"	""
"ɕ"	"iŋ"	"1"	"新"	""
"ɕ"	"iŋ"	"1"	"薪"	""
"ɕ"	"iŋ"	"1"	"身"	""
"ɕ"	"iŋ"	"1"	"申"	""
"ɕ"	"iŋ"	"1"	"欣"	""
"ɕ"	"iŋ"	"1"	"升"	""
"ɕ"	"iŋ"	"1"	"兴"	""
"ɕ"	"iŋ"	"1"	"星"	""
"ɕ"	"iŋ"	"1"	"腥"	""
"ɕ"	"iŋ"	"3"	"沈"	""
"ɕ"	"iŋ"	"3"	"审"	""
"ɕ"	"iŋ"	"3"	"婶"	""
"ɕ"	"iŋ"	"3"	"讯"	""
"ɕ"	"iŋ"	"3"	"迅"	""
"ɕ"	"iŋ"	"5"	"渗"	""
"ɕ"	"iŋ"	"5"	"信"	""
"ɕ"	"iŋ"	"5"	"衅"	""
"ɕ"	"iŋ"	"5"	"胜"	""
"ɕ"	"iŋ"	"5"	"胜"	""
"ɕ"	"iŋ"	"5"	"兴"	""
"ɕ"	"iŋ"	"5"	"圣"	""
"ʑ"	"iŋ"	"2"	"寻"	""
"ʑ"	"iŋ"	"2"	"神"	""
"ʑ"	"iŋ"	"2"	"娠"	""
"ʑ"	"iŋ"	"2"	"辰"	""
"ʑ"	"iŋ"	"2"	"乘"	""
"ʑ"	"iŋ"	"2"	"绳"	""
"ʑ"	"iŋ"	"2"	"承"	""
"ʑ"	"iŋ"	"2"	"丞"	""
"ʑ"	"iŋ"	"2"	"情"	""
"ʑ"	"iŋ"	"2"	"成"	""
"ʑ"	"iŋ"	"2"	"诚"	""
"ʑ"	"iŋ"	"6"	"尽"	""
"ʑ"	"iŋ"	"6"	"肾"	""
"ʑ"	"iŋ"	"6"	"慎"	""
"ʑ"	"iŋ"	"6"	"仍"	""
"ʑ"	"iŋ"	"6"	"盛"	""
"ʑ"	"iŋ"	"6"	"静"	""
"ʑ"	"iŋ"	"6"	"净"	""
"零"	"iŋ"	"2"	"淫"	""
"零"	"iŋ"	"2"	"寅"	""
"零"	"iŋ"	"2"	"孕"	""
"零"	"iŋ"	"2"	"盈"	""
"零"	"iŋ"	"2"	"革"	""
"零"	"iŋ"	"2"	"形"	""
"零"	"iŋ"	"2"	"型"	""
"零"	"iŋ"	"2"	"刑"	""
"零"	"iŋ"	"1"	"音"	""
"零"	"iŋ"	"1"	"阴"	""
"零"	"iŋ"	"1"	"荫"	""
"零"	"iŋ"	"1"	"咽"	""
"零"	"iŋ"	"1"	"因"	""
"零"	"iŋ"	"1"	"姻"	""
"零"	"iŋ"	"1"	"殷"	""
"零"	"iŋ"	"1"	"应"	""
"零"	"iŋ"	"1"	"鹰"	""
"零"	"iŋ"	"1"	"蝇"	""
"零"	"iŋ"	"1"	"莺"	""
"零"	"iŋ"	"1"	"鹦"	""
"零"	"iŋ"	"1"	"樱"	""
"零"	"iŋ"	"1"	"英"	""
"零"	"iŋ"	"1"	"婴"	""
"零"	"iŋ"	"1"	"缨"	""
"零"	"iŋ"	"3"	"饮"	""
"零"	"iŋ"	"3"	"引"	""
"零"	"iŋ"	"3"	"隐"	""
"零"	"iŋ"	"3"	"颖"	""
"零"	"iŋ"	"5"	"窨"	""
"零"	"iŋ"	"5"	"湮"	""
"零"	"iŋ"	"5"	"印"	""
"零"	"iŋ"	"5"	"应"	""
"k"	"uaŋ"	"1"	"昆"	""
"k"	"uaŋ"	"1"	"崑"	""
"k"	"uaŋ"	"3"	"鳏"	""
"k"	"uaŋ"	"3"	"滚"	""
"k"	"uaŋ"	"3"	"梗"	""
"k"	"uaŋ"	"5"	"棍"	""
"kʰ"	"uaŋ"	"1"	"坤"	""
"kʰ"	"uaŋ"	"3"	"捆"	""
"kʰ"	"uaŋ"	"5"	"困"	""
"kʰ"	"uaŋ"	"5"	"睏"	""
"g"	"uaŋ"	"2"	"拳"	""
"g"	"uaŋ"	"2"	"裙"	""
"零"	"uaŋ"	"3"	"吻"	""
"零"	"uaŋ"	"3"	"刎"	""
"p"	"oŋ"	"1"	"崩"	""
"pʰ"	"oŋ"	"1"	"蜂"	""
"pʰ"	"oŋ"	"3"	"捧"	""
"b"	"oŋ"	"2"	"朋"	""
"b"	"oŋ"	"2"	"棚"	""
"b"	"oŋ"	"2"	"篷"	""
"b"	"oŋ"	"2"	"蓬"	""
"b"	"oŋ"	"2"	"缝"	""
"m"	"oŋ"	"2"	"蠓"	""
"m"	"oŋ"	"2"	"蒙"	""
"m"	"oŋ"	"3"	"芒"	""
"m"	"oŋ"	"3"	"猛"	""
"m"	"oŋ"	"3"	"懵"	""
"m"	"oŋ"	"5"	"梦"	""
"t"	"oŋ"	"1"	"冬"	""
"t"	"oŋ"	"1"	"东"	""
"t"	"oŋ"	"3"	"董"	""
"t"	"oŋ"	"3"	"懂"	""
"t"	"oŋ"	"5"	"冻"	""
"t"	"oŋ"	"5"	"栋"	""
"tʰ"	"oŋ"	"1"	"窗"	""
"tʰ"	"oŋ"	"1"	"通"	""
"tʰ"	"oŋ"	"3"	"桶"	""
"tʰ"	"oŋ"	"3"	"捕"	""
"tʰ"	"oŋ"	"3"	"统"	""
"d"	"oŋ"	"2"	"同"	""
"d"	"oŋ"	"2"	"铜"	""
"d"	"oŋ"	"2"	"桐"	""
"d"	"oŋ"	"2"	"筒"	""
"d"	"oŋ"	"2"	"童"	""
"d"	"oŋ"	"2"	"瞳"	""
"d"	"oŋ"	"2"	"虫"	""
"d"	"oŋ"	"6"	"重"	""
"d"	"oŋ"	"6"	"洞"	""
"d"	"oŋ"	"6"	"动"	""
"n"	"oŋ"	"2"	"浓"	""
"n"	"oŋ"	"2"	"农"	""
"n"	"oŋ"	"2"	"脓"	""
"n"	"oŋ"	"2"	"侬"	""
"n"	"oŋ"	"5"	"软"	""
"l"	"oŋ"	"2"	"隆"	""
"l"	"oŋ"	"2"	"笼"	""
"l"	"oŋ"	"2"	"聋"	""
"l"	"oŋ"	"2"	"龙"	""
"l"	"oŋ"	"3"	"拢"	""
"l"	"oŋ"	"3"	"陇"	""
"l"	"oŋ"	"3"	"垄"	""
"l"	"oŋ"	"6"	"弄"	""
"ts"	"oŋ"	"1"	"纵"	""
"ts"	"oŋ"	"1"	"棕"	""
"ts"	"oŋ"	"1"	"鬃"	""
"ts"	"oŋ"	"1"	"综"	""
"ts"	"oŋ"	"1"	"宗"	""
"ts"	"oŋ"	"1"	"钟"	""
"ts"	"oŋ"	"1"	"铺"	""
"ts"	"oŋ"	"1"	"终"	""
"ts"	"oŋ"	"1"	"中"	""
"ts"	"oŋ"	"1"	"忠"	""
"ts"	"oŋ"	"1"	"舂"	""
"ts"	"oŋ"	"3"	"总"	""
"ts"	"oŋ"	"3"	"种"	""
"ts"	"oŋ"	"3"	"肿"	""
"ts"	"oŋ"	"5"	"粽"	""
"ts"	"oŋ"	"5"	"纵"	""
"ts"	"oŋ"	"5"	"众"	""
"ts"	"oŋ"	"5"	"种"	""
"tsʰ"	"oŋ"	"1"	"盅"	""
"tsʰ"	"oŋ"	"1"	"从"	""
"tsʰ"	"oŋ"	"1"	"聪"	""
"tsʰ"	"oŋ"	"1"	"匆"	""
"tsʰ"	"oŋ"	"1"	"葱"	""
"tsʰ"	"oŋ"	"1"	"囱"	""
"tsʰ"	"oŋ"	"1"	"充"	""
"tsʰ"	"oŋ"	"1"	"冲"	""
"tsʰ"	"oŋ"	"3"	"宠"	""
"dz"	"oŋ"	"2"	"从"	""
"dz"	"oŋ"	"6"	"仲"	""
"s"	"oŋ"	"1"	"双"	""
"s"	"oŋ"	"1"	"双"	""
"s"	"oŋ"	"1"	"宋"	""
"s"	"oŋ"	"1"	"嵩"	""
"s"	"oŋ"	"1"	"松"	""
"s"	"oŋ"	"5"	"颂"	""
"s"	"oŋ"	"5"	"诵"	""
"s"	"oŋ"	"5"	"讼"	""
"s"	"oŋ"	"5"	"送"	""
"z"	"oŋ"	"2"	"松"	""
"z"	"oŋ"	"2"	"茸"	""
"z"	"oŋ"	"2"	"戎"	""
"z"	"oŋ"	"2"	"绒"	""
"z"	"oŋ"	"2"	"丛"	""
"z"	"oŋ"	"2"	"崇"	""
"k"	"oŋ"	"1"	"恭"	""
"k"	"oŋ"	"1"	"公"	""
"k"	"oŋ"	"1"	"蚣"	""
"k"	"oŋ"	"1"	"工"	""
"k"	"oŋ"	"1"	"功"	""
"k"	"oŋ"	"1"	"攻"	""
"k"	"oŋ"	"1"	"弓"	""
"k"	"oŋ"	"1"	"躬"	""
"k"	"oŋ"	"1"	"宫"	""
"kʰ"	"oŋ"	"1"	"空"	""
"kʰ"	"oŋ"	"3"	"控"	""
"kʰ"	"oŋ"	"3"	"恐"	""
"kʰ"	"oŋ"	"3"	"孔"	""
"kʰ"	"oŋ"	"5"	"空"	""
"h"	"oŋ"	"1"	"烘"	""
"h"	"oŋ"	"1"	"轰"	""
"h"	"oŋ"	"1"	"讽"	""
"h"	"oŋ"	"1"	"峰"	""
"h"	"oŋ"	"1"	"锋"	""
"h"	"oŋ"	"1"	"封"	""
"h"	"oŋ"	"1"	"风"	""
"h"	"oŋ"	"1"	"枫"	""
"h"	"oŋ"	"1"	"疯"	""
"h"	"oŋ"	"1"	"丰"	""
"h"	"oŋ"	"3"	"哄"	""
"h"	"oŋ"	"6"	"哄"	""
"ɦ"	"oŋ"	"2"	"弘"	""
"ɦ"	"oŋ"	"2"	"红"	""
"ɦ"	"oŋ"	"2"	"洪"	""
"ɦ"	"oŋ"	"2"	"鸿"	""
"ɦ"	"oŋ"	"2"	"虹"	""
"ɦ"	"oŋ"	"2"	"冯"	""
"ɦ"	"oŋ"	"6"	"俸"	""
"ɦ"	"oŋ"	"6"	"缝"	""
"ɦ"	"oŋ"	"6"	"奉"	""
"ɦ"	"oŋ"	"6"	"凤"	""
"ɦ"	"oŋ"	"6"	"逢"	""
"零"	"oŋ"	"1"	"瓮"	""
"零"	"oŋ"	"6"	"共"	""
"tɕ"	"ioŋ"	"1"	"根"	""
"tɕ"	"ioŋ"	"1"	"巾"	""
"tɕ"	"ioŋ"	"1"	"斤"	""
"tɕ"	"ioŋ"	"1"	"筋"	""
"tɕ"	"ioŋ"	"1"	"均"	""
"tɕ"	"ioŋ"	"1"	"钧"	""
"tɕ"	"ioŋ"	"1"	"君"	""
"tɕ"	"ioŋ"	"1"	"军"	""
"tɕ"	"ioŋ"	"1"	"供"	""
"tɕ"	"ioŋ"	"3"	"准"	""
"tɕ"	"ioŋ"	"3"	"凖"	""
"tɕ"	"ioŋ"	"3"	"菌"	""
"tɕ"	"ioŋ"	"3"	"拱"	""
"tɕ"	"ioŋ"	"3"	"巩"	""
"tɕ"	"ioŋ"	"5"	"俊"	""
"tɕ"	"ioŋ"	"5"	"濬"	""
"tɕʰ"	"ioŋ"	"1"	"穿"	""
"tɕʰ"	"ioŋ"	"1"	"伸"	""
"tɕʰ"	"ioŋ"	"1"	"椿"	""
"tɕʰ"	"ioŋ"	"1"	"春"	""
"tɕʰ"	"ioŋ"	"3"	"盘"	""
"tɕʰ"	"ioŋ"	"3"	"倾"	""
"tɕʰ"	"ioŋ"	"5"	"串"	""
"dʑ"	"ioŋ"	"2"	"窘"	""
"dʑ"	"ioŋ"	"2"	"琼"	""
"dʑ"	"ioŋ"	"2"	"穷"	""
"dʑ"	"ioŋ"	"3"	"盾"	""
"dʑ"	"ioŋ"	"3"	"盾"	""
"dʑ"	"ioŋ"	"6"	"赚"	""
"dʑ"	"ioŋ"	"6"	"近"	""
"dʑ"	"ioŋ"	"6"	"群"	""
"dʑ"	"ioŋ"	"6"	"郡"	""
"dʑ"	"ioŋ"	"6"	"虹"	""
"dʑ"	"ioŋ"	"6"	"共"	""
"ȵ"	"ioŋ"	"2"	"银"	""
"ȵ"	"ioŋ"	"3"	"忍"	""
"ȵ"	"ioŋ"	"6"	"韧"	""
"ɕ"	"ioŋ"	"1"	"勳"	""
"ɕ"	"ioŋ"	"1"	"熏"	""
"ɕ"	"ioŋ"	"1"	"胸"	""
"ɕ"	"ioŋ"	"1"	"凶"	""
"ɕ"	"ioŋ"	"1"	"兇"	""
"ɕ"	"ioŋ"	"3"	"荀"	""
"ɕ"	"ioŋ"	"3"	"笋"	""
"ɕ"	"ioŋ"	"3"	"榫"	""
"ʑ"	"ioŋ"	"2"	"葚"	""
"ʑ"	"ioŋ"	"2"	"甚"	""
"ʑ"	"ioŋ"	"2"	"船"	""
"ʑ"	"ioŋ"	"2"	"人"	""
"ʑ"	"ioŋ"	"2"	"仁"	""
"ʑ"	"ioŋ"	"2"	"勤"	""
"ʑ"	"ioŋ"	"2"	"循"	""
"ʑ"	"ioŋ"	"2"	"巡"	""
"ʑ"	"ioŋ"	"2"	"唇"	""
"ʑ"	"ioŋ"	"2"	"纯"	""
"ʑ"	"ioŋ"	"2"	"莼"	""
"ʑ"	"ioŋ"	"2"	"醇"	""
"ʑ"	"ioŋ"	"6"	"赁"	""
"ʑ"	"ioŋ"	"6"	"任"	""
"ʑ"	"ioŋ"	"6"	"顺"	""
"ɦ"	"ioŋ"	"2"	"匀"	""
"ɦ"	"ioŋ"	"2"	"营"	""
"ɦ"	"ioŋ"	"2"	"荥"	""
"ɦ"	"ioŋ"	"2"	"熊"	""
"ɦ"	"ioŋ"	"2"	"雄"	""
"ɦ"	"ioŋ"	"2"	"融"	""
"ɦ"	"ioŋ"	"2"	"容"	""
"ɦ"	"ioŋ"	"2"	"蓉"	""
"ɦ"	"ioŋ"	"2"	"镕"	""
"ɦ"	"ioŋ"	"2"	"荣"	""
"ɦ"	"ioŋ"	"6"	"润"	""
"ɦ"	"ioŋ"	"6"	"闰"	""
"ɦ"	"ioŋ"	"6"	"运"	""
"ɦ"	"ioŋ"	"6"	"用"	""
"零"	"ioŋ"	"1"	"雍"	""
"零"	"ioŋ"	"1"	"痈"	""
"零"	"ioŋ"	"1"	"庸"	""
"零"	"ioŋ"	"3"	"兖"	""
"零"	"ioŋ"	"3"	"泳"	""
"零"	"ioŋ"	"3"	"咏"	""
"零"	"ioŋ"	"3"	"再"	""
"零"	"ioŋ"	"3"	"勇"	""
"零"	"ioŋ"	"3"	"涌"	""
"零"	"ioŋ"	"3"	"永"	""
"零"	"ioŋ"	"3"	"拥"	""
"零"	"ioŋ"	"5"	"韵"	""
"零"	"ioŋ"	"5"	"壅"	""
"v"	"aʔ"	"8"	"划"	""
"tʰ"	"aʔ"	"7"	"鳎"	""
"h"	"aʔ"	"7"	"郝"	""
"h"	"aʔ"	"7"	"黑"	""
"h"	"aʔ"	"7"	"赫"	""
"h"	"aʔ"	"7"	"吓"	""
"零"	"aʔ"	"7"	"也"	""
"零"	"aʔ"	"7"	"鸭"	""
"零"	"aʔ"	"7"	"押"	""
"零"	"aʔ"	"7"	"压"	""
"零"	"aʔ"	"7"	"扼"	""
"p"	"əʔ"	"7"	"八"	""
"p"	"əʔ"	"7"	"钵"	""
"p"	"əʔ"	"7"	"不"	""
"p"	"əʔ"	"7"	"博"	""
"p"	"əʔ"	"7"	"剥"	""
"p"	"əʔ"	"7"	"北"	""
"p"	"əʔ"	"7"	"迫"	""
"p"	"əʔ"	"7"	"腹"	""
"p"	"əʔ"	"7"	"卜"	""
"pʰ"	"əʔ"	"7"	"帕"	""
"pʰ"	"əʔ"	"7"	"樸"	""
"pʰ"	"əʔ"	"7"	"朴"	""
"pʰ"	"əʔ"	"7"	"拍"	""
"pʰ"	"əʔ"	"7"	"魄"	""
"pʰ"	"əʔ"	"7"	"扑"	""
"pʰ"	"əʔ"	"7"	"覆"	""
"b"	"əʔ"	"8"	"薄"	""
"b"	"əʔ"	"8"	"拔"	""
"b"	"əʔ"	"8"	"钹"	""
"b"	"əʔ"	"8"	"勃"	""
"b"	"əʔ"	"8"	"帛"	""
"m"	"əʔ"	"7"	"抹"	""
"m"	"əʔ"	"7"	"抹"	""
"m"	"əʔ"	"7"	"摸"	""
"m"	"əʔ"	"8"	"末"	""
"m"	"əʔ"	"8"	"沫"	""
"m"	"əʔ"	"8"	"袜"	""
"m"	"əʔ"	"8"	"墨"	""
"m"	"əʔ"	"8"	"默"	""
"m"	"əʔ"	"8"	"陌"	""
"m"	"əʔ"	"8"	"目"	""
"m"	"əʔ"	"8"	"穆"	""
"m"	"əʔ"	"8"	"牧"	""
"m"	"əʔ"	"8"	"木"	""
"f"	"əʔ"	"7"	"法"	""
"f"	"əʔ"	"7"	"發"	""
"f"	"əʔ"	"7"	"髮"	""
"f"	"əʔ"	"7"	"忽"	""
"f"	"əʔ"	"7"	"勿"	""
"f"	"əʔ"	"7"	"複"	""
"f"	"əʔ"	"7"	"复"	""
"v"	"əʔ"	"8"	"乏"	""
"v"	"əʔ"	"8"	"滑"	""
"v"	"əʔ"	"8"	"猾"	""
"v"	"əʔ"	"8"	"伐"	""
"v"	"əʔ"	"8"	"筏"	""
"v"	"əʔ"	"8"	"罚"	""
"v"	"əʔ"	"8"	"佛"	""
"v"	"əʔ"	"8"	"佛"	""
"v"	"əʔ"	"8"	"或"	""
"v"	"əʔ"	"8"	"惑"	""
"v"	"əʔ"	"8"	"获"	""
"t"	"əʔ"	"7"	"答"	""
"t"	"əʔ"	"7"	"搭"	""
"t"	"əʔ"	"7"	"掇"	""
"t"	"əʔ"	"7"	"掇"	""
"t"	"əʔ"	"7"	"得"	""
"t"	"əʔ"	"7"	"德"	""
"t"	"əʔ"	"7"	"竹"	""
"t"	"əʔ"	"7"	"笃"	""
"t"	"əʔ"	"7"	"督"	""
"tʰ"	"əʔ"	"7"	"搦"	""
"tʰ"	"əʔ"	"7"	"塔"	""
"tʰ"	"əʔ"	"7"	"榻"	""
"tʰ"	"əʔ"	"7"	"塌"	""
"tʰ"	"əʔ"	"7"	"帖"	""
"tʰ"	"əʔ"	"7"	"贴"	""
"tʰ"	"əʔ"	"7"	"獭"	""
"tʰ"	"əʔ"	"7"	"脱"	""
"tʰ"	"əʔ"	"7"	"讬"	""
"tʰ"	"əʔ"	"7"	"托"	""
"tʰ"	"əʔ"	"7"	"秃"	""
"d"	"əʔ"	"8"	"踏"	""
"d"	"əʔ"	"8"	"沓"	""
"d"	"əʔ"	"8"	"叠"	""
"d"	"əʔ"	"8"	"碟"	""
"d"	"əʔ"	"8"	"牒"	""
"d"	"əʔ"	"8"	"蝶"	""
"d"	"əʔ"	"8"	"谍"	""
"d"	"əʔ"	"8"	"达"	""
"d"	"əʔ"	"8"	"夺"	""
"d"	"əʔ"	"8"	"突"	""
"d"	"əʔ"	"8"	"铎"	""
"d"	"əʔ"	"8"	"特"	""
"d"	"əʔ"	"8"	"独"	""
"d"	"əʔ"	"8"	"读"	""
"d"	"əʔ"	"8"	"牍"	""
"d"	"əʔ"	"8"	"犊"	""
"d"	"əʔ"	"8"	"毒"	""
"n"	"əʔ"	"8"	"纳"	""
"n"	"əʔ"	"8"	"捺"	""
"n"	"əʔ"	"8"	"捏"	""
"n"	"əʔ"	"8"	"诺"	""
"l"	"əʔ"	"8"	"赂"	""
"l"	"əʔ"	"8"	"腊"	""
"l"	"əʔ"	"8"	"蜡"	""
"l"	"əʔ"	"8"	"猎"	""
"l"	"əʔ"	"8"	"粒"	""
"l"	"əʔ"	"8"	"辣"	""
"l"	"əʔ"	"8"	"痢"	""
"l"	"əʔ"	"8"	"捋"	""
"l"	"əʔ"	"8"	"烙"	""
"l"	"əʔ"	"8"	"骆"	""
"l"	"əʔ"	"8"	"酪"	""
"l"	"əʔ"	"8"	"洛"	""
"l"	"əʔ"	"8"	"络"	""
"l"	"əʔ"	"8"	"乐"	""
"l"	"əʔ"	"8"	"略"	""
"l"	"əʔ"	"8"	"肋"	""
"l"	"əʔ"	"8"	"勒"	""
"l"	"əʔ"	"8"	"鹿"	""
"l"	"əʔ"	"8"	"禄"	""
"l"	"əʔ"	"8"	"录"	""
"l"	"əʔ"	"8"	"六"	""
"l"	"əʔ"	"8"	"陆"	""
"ts"	"əʔ"	"7"	"诈"	""
"ts"	"əʔ"	"7"	"炸"	""
"ts"	"əʔ"	"7"	"乍"	""
"ts"	"əʔ"	"7"	"劄"	""
"ts"	"əʔ"	"7"	"札"	""
"ts"	"əʔ"	"7"	"紫"	""
"ts"	"əʔ"	"7"	"质"	""
"ts"	"əʔ"	"7"	"卒"	""
"ts"	"əʔ"	"7"	"作"	""
"ts"	"əʔ"	"7"	"柞"	""
"ts"	"əʔ"	"7"	"琢"	""
"ts"	"əʔ"	"7"	"涿"	""
"ts"	"əʔ"	"7"	"捉"	""
"ts"	"əʔ"	"7"	"则"	""
"ts"	"əʔ"	"7"	"仄"	""
"ts"	"əʔ"	"7"	"窄"	""
"ts"	"əʔ"	"7"	"责"	""
"ts"	"əʔ"	"7"	"足"	""
"ts"	"əʔ"	"7"	"筑"	""
"ts"	"əʔ"	"7"	"祝"	""
"ts"	"əʔ"	"7"	"粥"	""
"tsʰ"	"əʔ"	"7"	"缀"	""
"tsʰ"	"əʔ"	"7"	"插"	""
"tsʰ"	"əʔ"	"7"	"缉"	""
"tsʰ"	"əʔ"	"7"	"辑"	""
"tsʰ"	"əʔ"	"7"	"擦"	""
"tsʰ"	"əʔ"	"7"	"撮"	""
"tsʰ"	"əʔ"	"7"	"戳"	""
"tsʰ"	"əʔ"	"7"	"侧"	""
"tsʰ"	"əʔ"	"7"	"测"	""
"tsʰ"	"əʔ"	"7"	"促"	""
"tsʰ"	"əʔ"	"7"	"触"	""
"dz"	"əʔ"	"8"	"秩"	""
"dz"	"əʔ"	"8"	"浊"	""
"dz"	"əʔ"	"8"	"镯"	""
"dz"	"əʔ"	"8"	"泽"	""
"dz"	"əʔ"	"8"	"择"	""
"dz"	"əʔ"	"8"	"宅"	""
"dz"	"əʔ"	"8"	"逐"	""
"dz"	"əʔ"	"8"	"轴"	""
"s"	"əʔ"	"7"	"涩"	""
"s"	"əʔ"	"7"	"萨"	""
"s"	"əʔ"	"7"	"杀"	""
"s"	"əʔ"	"7"	"刷"	""
"s"	"əʔ"	"7"	"瑟"	""
"s"	"əʔ"	"7"	"虱"	""
"s"	"əʔ"	"7"	"率"	""
"s"	"əʔ"	"7"	"蟀"	""
"s"	"əʔ"	"7"	"索"	""
"s"	"əʔ"	"7"	"朔"	""
"s"	"əʔ"	"7"	"塞"	""
"s"	"əʔ"	"7"	"色"	""
"s"	"əʔ"	"7"	"啬"	""
"s"	"əʔ"	"7"	"缩"	""
"s"	"əʔ"	"7"	"粟"	""
"s"	"əʔ"	"7"	"速"	""
"s"	"əʔ"	"7"	"肃"	""
"s"	"əʔ"	"7"	"宿"	""
"s"	"əʔ"	"7"	"束"	""
"s"	"əʔ"	"7"	"淑"	""
"s"	"əʔ"	"7"	"蓄"	""
"z"	"əʔ"	"8"	"杂"	""
"z"	"əʔ"	"8"	"闸"	""
"z"	"əʔ"	"8"	"炸"	""
"z"	"əʔ"	"8"	"十"	""
"z"	"əʔ"	"8"	"什"	""
"z"	"əʔ"	"8"	"拾"	""
"z"	"əʔ"	"8"	"锄"	""
"z"	"əʔ"	"8"	"疾"	""
"z"	"əʔ"	"8"	"昨"	""
"z"	"əʔ"	"8"	"贼"	""
"z"	"əʔ"	"8"	"族"	""
"z"	"əʔ"	"8"	"熟"	""
"z"	"əʔ"	"8"	"赎"	""
"z"	"əʔ"	"8"	"辱"	""
"z"	"əʔ"	"8"	"褥"	""
"k"	"əʔ"	"7"	"合"	""
"k"	"əʔ"	"7"	"鸽"	""
"k"	"əʔ"	"7"	"橄"	""
"k"	"əʔ"	"7"	"夹"	""
"k"	"əʔ"	"7"	"裌"	""
