"漢字"	"拼音"	"IPA"	"注釋"	"说明"
"桶"	"thang2"	"tʰaŋ˥˨"		
"捅"	"thong2"	"tʰoŋ˥˨"		
"痛"	"thiann3"	"tʰia ̃˨˩˨"		
"痛"	"thong3"	"tʰoŋ˨˩˨"		
"同"	"tang5"	"taŋ˥˥"		
"同"	"thong5"	"tʰoŋ˥˥"		
"銅"	"tang5"	"taŋ˥˥"		
"桐"	"thong5"	"tʰoŋ˥˥"		
"筒"	"tang5"	"taŋ˥˥"		
"筒"	"tang6"	"taŋ˧˥"	"俗"	
"童"	"thong5"	"tʰoŋ˥˥"		
"瞳"	"thong5"	"tʰoŋ˥˥"		
"動"	"tang6"	"taŋ˧˥"		
"動"	"thang6"	"tʰaŋ˧˥"	"又"	
"動"	"tong6"	"toŋ˧˥"	"文"	
"洞"	"tang7"	"taŋ˧˩"		
"洞"	"thong5"	"tʰoŋ˥˥"	"又文，~庭湖"	
"洞"	"tong7"	"toŋ˧˩"	"文"	
"籠"	"lang5"	"laŋ˥˥"		
"聾"	"lang7"	"laŋ˧˩"		
"攏"	"long2"	"loŋ˥˨"		
"攏"	"nong2"	"noŋ˥˨"	"又"	
"弄"	"long6"	"loŋ˧˥"		
"弄"	"nong6"	"noŋ˧˥"	"又"	
"棕"	"tsang1"	"tsaŋ˧˧"		
"鬃"	"tsang1"	"tsaŋ˧˧"		
"總"	"tsong2"	"tsoŋ˥˨"		
"粽"	"tsang3"	"tsaŋ˨˩˨"		
"聰"	"tshong1"	"tsʰoŋ˧˧"		
"匆"	"tshong1"	"tsʰoŋ˧˧"		
"蔥"	"tshong1"	"tsʰoŋ˧˧"		
"囪"	"tshong1"	"tsʰoŋ˧˧"		
"叢"	"tsang5"	"tsaŋ˥˥"		
"送"	"sang3"	"saŋ˨˩˨"		
"公"	"kong1"	"koŋ˧˧"		
"工"	"kang1"	"kaŋ˧˧"		
"工"	"khang1"	"kʰaŋ˧˧"	"俗，~課"	
"功"	"kong1"	"koŋ˧˧"		
"攻"	"kong1"	"koŋ˧˧"		
"貢"	"kong3"	"koŋ˨˩˨"		
"空"	"khang1"	"kʰaŋ˧˧"		
"空"	"khong1"	"kʰoŋ˧˧"	"文"	
"孔"	"khong2"	"kʰoŋ˥˨"		
"控"	"khong3"	"kʰoŋ˨˩˨"		
"烘"	"hong1"	"hoŋ˧˧"		
"烘"	"hong5"	"hoŋ˥˥"	"又"	
"哄"	"hong1"	"hoŋ˧˧"		
"哄"	"hong2"	"hoŋ˥˨"	"又"	
"哄"	"hong3"	"hoŋ˨˩˨"	"又"	
"紅"	"ang5"	"aŋ˥˥"		
"紅"	"kang1"	"kaŋ˧˧"	"又，女~"	
"紅"	"hong5"	"hoŋ˥˥"	"文"	
"洪"	"ang5"	"aŋ˥˥"		
"洪"	"hong5"	"hoŋ˥˥"	"文"	
"鴻"	"hong5"	"hoŋ˥˥"		
"虹"	"kheng6"	"kʰeŋ˧˥"	"俗"	
"虹"	"hong5"	"hoŋ˥˥"		
"汞"	"kong3"	"koŋ˨˩˨"		
"閧"	"hong3"	"hoŋ˨˩˨"		
"翁"	"ang1"	"aŋ˧˧"	"白，丈夫"	
"翁"	"eng1"	"eŋ˧˧"	"又白，姓氏"	
"翁"	"ong1"	"oŋ˧˧"		
"甕"	"ang3"	"aŋ˨˩˨"		
"冬"	"tang1"	"taŋ˧˧"		
"統"	"thong2"	"tʰoŋ˥˨"		
"農"	"nong5"	"noŋ˥˥"		
"農"	"long5"	"loŋ˥˥"	"又"	
"膿"	"lang5"	"laŋ˥˥"		
"膿"	"long5"	"loŋ˥˥"	"文"	
"宗"	"tsong1"	"tsoŋ˧˧"		
"松"	"sang1"	"saŋ˧˧"		
"松"	"song1"	"soŋ˧˧"	"文"	
"宋"	"song3"	"soŋ˨˩˨"		
"風"	"huang1"	"huaŋ˧˧"		
"風"	"hong1"	"hoŋ˧˧"	"文"	
"瘋"	"hong1"	"hoŋ˧˧"		
"諷"	"hong3"	"hoŋ˨˩˨"		
"豐"	"hong1"	"hoŋ˧˧"		
"馮"	"pang5"	"paŋ˥˥"		
"鳳"	"hong6"	"hoŋ˧˥"		
"夢"	"mang7"	"maŋ˧˩"		
"隆"	"long5"	"loŋ˥˥"		
"嵩"	"song1"	"soŋ˧˧"		
"中"	"tang1"	"taŋ˧˧"		
"中"	"tong1"	"toŋ˧˧"	"文"	
"忠"	"tong1"	"toŋ˧˧"		
"中"	"teng3"	"teŋ˨˩˨"		
"中"	"tong3"	"toŋ˨˩˨"	"文"	
"蟲"	"thang5"	"tʰaŋ˥˥"		
"仲"	"tong6"	"toŋ˧˥"		
"崇"	"tshong5"	"tsʰoŋ˥˥"		
"終"	"tsong1"	"tsoŋ˧˧"		
"眾"	"tseng3"	"tseŋ˨˩˨"		
"充"	"tshong1"	"tsʰoŋ˧˧"		
"銃"	"tsheng3"	"tsʰeŋ˨˩˨"		
"絨"	"dzong5"	"dzoŋ˥˥"		
"戎"	"dzong5"	"dzoŋ˥˥"		
"弓"	"keng1"	"keŋ˧˧"		
"躬"	"kiong1"	"kioŋ˧˧"		
"宮"	"keng1"	"keŋ˧˧"		
"穹"	"kiong1"	"kioŋ˧˧"	"俗"	
"穹"	"khiong5"	"kʰioŋ˥˥"		
"窮"	"khiau1"	"kʰiau˧˧"	"訓"	
"窮"	"khiong5"	"kʰioŋ˥˥"		
"熊"	"him5"	"him˥˥"		
"雄"	"hiong5"	"hioŋ˥˥"		
"融"	"iong5"	"ioŋ˥˥"		
"封"	"hong1"	"hoŋ˧˧"		
"峰"	"hong1"	"hoŋ˧˧"		
"蜂"	"phang1"	"pʰaŋ˧˧"		
"鋒"	"hong1"	"hoŋ˧˧"		
"捧"	"phong2"	"pʰoŋ˥˨"		
"逢"	"phong5"	"pʰoŋ˥˥"	"白"	
"逢"	"hong5"	"hoŋ˥˥"		
"縫"	"phong5"	"pʰoŋ˥˥"	"白"	
"縫"	"hong5"	"hoŋ˥˥"	"文"	
"奉"	"hong6"	"hoŋ˧˥"		
"俸"	"hong6"	"hoŋ˧˥"		
"縫"	"phang7"	"pʰaŋ˧˩"		
"濃"	"long5"	"loŋ˥˥"		
"龍"	"leng5"	"leŋ˥˥"		
"隴"	"leng2"	"leŋ˥˨"		
"壟"	"long2"	"loŋ˥˨"		
"蹤"	"tsong1"	"tsoŋ˧˧"		
"縱"	"tsong3"	"tsoŋ˨˩˨"		
"從"	"tshong5"	"tsʰoŋ˥˥"		
"慫"	"song2"	"soŋ˥˨"		
"松"	"song5"	"soŋ˥˥"		
"誦"	"song6"	"soŋ˧˥"		
"頌"	"song6"	"soŋ˧˥"		
"訟"	"song6"	"soŋ˧˥"		
"塚"	"thong2"	"tʰoŋ˥˨"		
"寵"	"tshong2"	"tsʰoŋ˥˨"		
"重"	"teng5"	"teŋ˥˥"		
"重"	"tang6"	"taŋ˧˥"		
"重"	"tong5"	"toŋ˥˥"	"文，~慶"	
"重"	"tong6"	"toŋ˧˥"	"又文"	
"鐘"	"tseng1"	"tseŋ˧˧"		
"盅"	"tseng1"	"tseŋ˧˧"		
"種"	"tseng2"	"tseŋ˥˨"		
"腫"	"tseng2"	"tseŋ˥˨"		
"種"	"tseng3"	"tseŋ˨˩˨"		
"沖"	"tshong1"	"tsʰoŋ˧˧"		
"舂"	"tseng1"	"tseŋ˧˧"		
"茸"	"dzong5"	"dzoŋ˥˥"		
"冗"	"dziong2"	"dzioŋ˥˨"		
"恭"	"kiong1"	"kioŋ˧˧"		
"供"	"keng1"	"keŋ˧˧"		
"拱"	"kiong2"	"kioŋ˥˨"		
"鞏"	"khiong2"	"kʰioŋ˥˨"		
"恐"	"khiong2"	"kʰioŋ˥˨"		
"共"	"kang7"	"kaŋ˧˩"		
"胸"	"heng1"	"heŋ˧˧"		
"凶"	"hiong1"	"hioŋ˧˧"		
"雍"	"iong1"	"ioŋ˧˧"		
"擁"	"ong6"	"oŋ˧˥"	"俗"	
"擁"	"iong3"	"ioŋ˨˩˨"		
"擁"	"iong1"	"ioŋ˧˧"	"又"	
"容"	"iong5"	"ioŋ˥˥"		
"熔"	"iong5"	"ioŋ˥˥"		
"庸"	"iong1"	"ioŋ˧˧"		
"甬"	"iong2"	"ioŋ˥˨"		
"勇"	"iong2"	"ioŋ˥˨"		
"湧"	"tshong1"	"tsʰoŋ˧˧"	"又"	
"湧"	"eng2"	"eŋ˥˨"		
"湧"	"iong2"	"ioŋ˥˨"	"文"	
"用"	"eng7"	"eŋ˧˩"		
"蔔"	"pok4"	"pok˨"		
"蔔"	"pok8"	"pok˥˦"		
"撲"	"phok4"	"pʰok˨"		
"僕"	"phok4"	"pʰok˨"		
"僕"	"pok8"	"pok˥˦"		
"曝"	"phak8"	"pʰak˥˦"		
"曝"	"pau6"	"pau˧˥"	"又，~光"	
"瀑"	"phak8"	"pʰak˥˦"		
"木"	"bak8"	"bak˥˦"		
"沐"	"mok8"	"mok˥˦"		
"禿"	"thuk4"	"tʰuk˨"		
"禿"	"thek4"	"tʰek˨"		
"禿"	"thok4"	"tʰok˨"		
"獨"	"tok8"	"tok˥˦"		
"讀"	"thak8"	"tʰak˥˦"		
"讀"	"tau7"	"tau˧˩"		
"牘"	"tok8"	"tok˥˦"		
"鹿"	"tek8"	"tek˥˦"		
"祿"	"lok8"	"lok˥˦"		
"族"	"tsok8"	"tsok˥˦"		
"速"	"sok4"	"sok˨"		
"穀"	"kok4"	"kok˨"		
"哭"	"khau3"	"kʰau˨˩˨"	"俗"	
"哭"	"khok4"	"kʰok˨"		
"斛"	"hok8"	"hok˥˦"		
"屋"	"ok4"	"ok˨"		
"篤"	"tok4"	"tok˨"		
"督"	"tok4"	"tok˨"		
"毒"	"tak8"	"tak˥˦"		
"酷"	"khok4"	"kʰok˨"		
"沃"	"ak4"	"ak˨"		
"沃"	"o6"	"o˧˥"	"文"	
"福"	"hok4"	"hok˨"		
"幅"	"pak4"	"pak˨"		
"蝠"	"hok4"	"hok˨"		
"複"	"hok4"	"hok˨"		
"複"	"hok8"	"hok˥˦"	"又"	
"腹"	"pak4"	"pak˨"		
"覆"	"hok8"	"hok˥˦"		
"服"	"hok8"	"hok˥˦"		
"伏"	"hok8"	"hok˥˦"		
"袱"	"hok8"	"hok˥˦"		
"目"	"mak8"	"mak˥˦"		
"目"	"mok8"	"mok˥˦"		
"穆"	"mok8"	"mok˥˦"		
"牧"	"mok8"	"mok˥˦"		
"六"	"lak8"	"lak˥˦"		
"陸"	"lek8"	"lek˥˦"		
"陸"	"lok8"	"lok˥˦"	"文，海~豐"	
"戮"	"lok8"	"lok˥˦"		
"肅"	"sok4"	"sok˨"		
"夙"	"sok4"	"sok˨"		
"宿"	"suah4"	"suaʔ˨"		
"竹"	"tek4"	"tek˨"		
"築"	"tok4"	"tok˨"		
"畜"	"thiok4"	"tʰiok˨"		
"逐"	"tok8"	"tok˥˦"		
"軸"	"tek8"	"tek˥˦"		
"縮"	"sok4"	"sok˨"		
"祝"	"tsok4"	"tsok˨"		
"粥"	"tsok8"	"tsok˥˦"		
"叔"	"tsek4"	"tsek˨"		
"叔"	"sok4"	"sok˨"	"文，李~同"	
"熟"	"sek8"	"sek˥˦"		
"淑"	"sok4"	"sok˨"		
"肉"	"nek8"	"nek˥˦"		
"肉"	"bah4"	"baʔ˨"	"訓"	
"菊"	"kek4"	"kek˨"		
"畜"	"thiok4"	"tʰiok˨"		
"蓄"	"thiok4"	"tʰiok˨"		
"鬱"	"hiok4"	"hiok˨"		
"鬱"	"uk4"	"uk˨"		
"育"	"iok8"	"iok˥˦"		
"綠"	"lek8"	"lek˥˦"		
"錄"	"lok8"	"lok˥˦"		
"足"	"tsok4"	"tsok˨"		
"促"	"tshok4"	"tsʰok˨"		
"粟"	"tshek4"	"tsʰek˨"		
"俗"	"sok8"	"sok˥˦"		
"續"	"sok8"	"sok˥˦"		
"燭"	"tsek4"	"tsek˨"		
"囑"	"tsok4"	"tsok˨"		
"觸"	"tshok4"	"tsʰok˨"		
"贖"	"sok8"	"sok˥˦"		
"束"	"sok4"	"sok˨"		
"蜀"	"dzuak8"	"dzuak˥˦"		
"屬"	"sok8"	"sok˥˦"		
"辱"	"dziok8"	"dziok˥˦"		
"辱"	"dzok8"	"dzok˥˦"	"又"	
"褥"	"dzok8"	"dzok˥˦"		
"鋦"	"kek8"	"kek˥˦"		
"曲"	"khek4"	"kʰek˨"		
"曲"	"khiok"	"kʰiok"	"文"	
"局"	"kek8"	"kek˥˦"		
"玉"	"gek8"	"gek˥˦"		
"獄"	"gek8"	"gek˥˦"		
"旭"	"hiok4"	"hiok˨"		
"浴"	"ek8"	"ek˥˦"		
"欲"	"ainn3"	"ai ̃˨˩˨"	"訓“愛”"	
"欲"	"iok8"	"iok˥˦"		
