"繁體"	"简体"	"拼音"	"音標"	"註釋"	"聲"	"韻"	"調"
"酥"	"酥"	"seu1"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"素"	"素"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"塑"	"塑"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"訴"	"诉"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"嗉"	"嗉"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"辜"	"辜"	"ku1"	"kʋ˦˦"		"k"	"ʋ"	"˦˦"
"孤"	"孤"	"ku1"	"kʋ˦˦"		"k"	"ʋ"	"˦˦"
"箍"	"箍"	"ku1"	"kʋ˦˦"		"k"	"ʋ"	"˦˦"
"姑"	"姑"	"ku1"	"kʋ˦˦"		"k"	"ʋ"	"˦˦"
"估"	"估"	"ku1"	"kʋ˦˦"		"k"	"ʋ"	"˦˦"
"古"	"古"	"ku3"	"kʋ˧˥"		"k"	"ʋ"	"˧˥"
"賈"	"贾"	"ku3"	"kʋ˧˥"		"k"	"ʋ"	"˧˥"
"股"	"股"	"ku3"	"kʋ˧˥"		"k"	"ʋ"	"˧˥"
"鼓"	"鼓"	"ku3"	"kʋ˧˥"		"k"	"ʋ"	"˧˥"
"蠱"	"蛊"	"ku3"	"kʋ˧˥"		"k"	"ʋ"	"˧˥"
"故"	"故"	"ku5"	"kʋ˥˨"		"k"	"ʋ"	"˥˨"
"顧"	"顾"	"ku5"	"kʋ˥˨"		"k"	"ʋ"	"˥˨"
"固"	"固"	"ku5"	"kʋ˥˨"		"k"	"ʋ"	"˥˨"
"雇"	"雇"	"ku5"	"kʋ˥˨"		"k"	"ʋ"	"˥˨"
"枯"	"枯"	"khu1"	"kʰʋ˦˦"		"kʰ"	"ʋ"	"˦˦"
"苦"	"苦"	"khu3"	"kʰʋ˧˥"		"kʰ"	"ʋ"	"˧˥"
"庫"	"库"	"khu5"	"kʰʋ˥˨"		"kʰ"	"ʋ"	"˥˨"
"褲"	"裤"	"khu5"	"kʰʋ˥˨"		"kʰ"	"ʋ"	"˥˨"
"梧"	"梧"	"ng2"	"ŋ˧˩"		"Ø"	"ŋ"	"˧˩"
"吾"	"吾"	"ng2"	"ŋ˧˩"		"Ø"	"ŋ"	"˧˩"
"吳"	"吴"	"ng2"	"ŋ˧˩"		"Ø"	"ŋ"	"˧˩"
"五"	"五"	"ng4"	"ŋ˩˧"		"Ø"	"ŋ"	"˩˧"
"午"	"午"	"ng4"	"ŋ˩˧"		"Ø"	"ŋ"	"˩˧"
"伍"	"伍"	"ng4"	"ŋ˩˧"		"Ø"	"ŋ"	"˩˧"
"悟"	"悟"	"ng6"	"ŋ˨˨"		"Ø"	"ŋ"	"˨˨"
"誤"	"误"	"ng6"	"ŋ˨˨"		"Ø"	"ŋ"	"˨˨"
"呼"	"呼"	"fu1"	"fʋ˦˦"		"f"	"ʋ"	"˦˦"
"虎"	"虎"	"fu3"	"fʋ˧˥"		"f"	"ʋ"	"˧˥"
"滸"	"浒"	"fu3"	"fʋ˧˥"		"f"	"ʋ"	"˧˥"
"戽"	"戽"	"fu5"	"fʋ˥˨"		"f"	"ʋ"	"˥˨"
"乎"	"乎"	"vu2"	"vʋ˧˩"		"v"	"ʋ"	"˧˩"
"壺"	"壶"	"vu2"	"vʋ˧˩"		"v"	"ʋ"	"˧˩"
"瓠"	"瓠"	"vu2"	"vʋ˧˩"		"v"	"ʋ"	"˧˩"
"胡"	"胡"	"vu2"	"vʋ˧˩"		"v"	"ʋ"	"˧˩"
"狐"	"狐"	"vu2"	"vʋ˧˩"		"v"	"ʋ"	"˧˩"
"湖"	"湖"	"vu2"	"vʋ˧˩"		"v"	"ʋ"	"˧˩"
"鈑"	"钣"	"pao3"	"pɔ˧˥"		"p"	"ɔ"	"˧˥"
"戶"	"户"	"vu4"	"vʋ˩˧"		"v"	"ʋ"	"˩˧"
"滬"	"沪"	"vu4"	"vʋ˩˧"		"v"	"ʋ"	"˩˧"
"互"	"互"	"vu6"	"vʋ˨˨"		"v"	"ʋ"	"˨˨"
"護"	"护"	"vu6"	"vʋ˨˨"		"v"	"ʋ"	"˨˨"
"瓠"	"瓠"	"vu6"	"vʋ˨˨"		"v"	"ʋ"	"˨˨"
"烏"	"乌"	"u1"	"ʔʋ˦˦"		"ʔʋ"	"Ø"	"˦˦"
"汙"	"污"	"u1"	"ʔʋ˦˦"		"ʔʋ"	"Ø"	"˦˦"
"塢"	"坞"	"u1"	"ʔʋ˦˦"		"ʔʋ"	"Ø"	"˦˦"
"惡"	"恶"	"u1"	"ʔʋ˦˦"		"ʔʋ"	"Ø"	"˦˦"
"女"	"女"	"gniu4"	"ȵy˩˧"		"ȵ"	"y"	"˩˧"
"廬"	"庐"	"leu2"	"lɵʉ˧˩"		"l"	"ɵʉ"	"˧˩"
"驢"	"驴"	"leu2"	"lɵʉ˧˩"		"l"	"ɵʉ"	"˧˩"
"呂"	"吕"	"leu4"	"lɵʉ˩˧"		"l"	"ɵʉ"	"˩˧"
"侶"	"侣"	"leu4"	"lɵʉ˩˧"		"l"	"ɵʉ"	"˩˧"
"旅"	"旅"	"leu4"	"lɵʉ˩˧"		"l"	"ɵʉ"	"˩˧"
"慮"	"虑"	"leu6"	"lɵʉ˨˨"		"l"	"ɵʉ"	"˨˨"
"濾"	"滤"	"leu6"	"lɵʉ˨˨"		"l"	"ɵʉ"	"˨˨"
"蛆"	"蛆"	"tsheu1"	"tsʰɵʉ˦˦"		"tsʰ"	"ɵʉ"	"˦˦"
"疽"	"疽"	"tsheu1"	"tsʰɵʉ˦˦"		"tsʰ"	"ɵʉ"	"˦˦"
"胥"	"胥"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"絮"	"絮"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"徐"	"徐"	"zei2"	"zei˧˩"	"白讀，姓氏"	"z"	"ei"	"˧˩"
"序"	"序"	"zeu4"	"zɵʉ˩˧"		"z"	"ɵʉ"	"˩˧"
"緒"	"绪"	"zeu4"	"zɵʉ˩˧"		"z"	"ɵʉ"	"˩˧"
"敘"	"叙"	"zeu4"	"zɵʉ˩˧"		"z"	"ɵʉ"	"˩˧"
"豬"	"猪"	"tsei1"	"tsei˦˦"	"白讀"	"ts"	"ei"	"˦˦"
"著"	"着"	"ciao3"	"tɕyɔ˧˥"		"tɕ"	"yɔ"	"˧˥"
"著"	"着"	"jiao4"	"dʑyɔ˩˧"		"dʑ"	"yɔ"	"˩˧"
"著"	"着"	"tseu5"	"tsɵʉ˥˨"		"ts"	"ɵʉ"	"˥˨"
"褚"	"褚"	"dzeu4"	"dzɵʉ˩˧"		"dz"	"ɵʉ"	"˩˧"
"除"	"除"	"dzeu2"	"dzɵʉ˧˩"		"dz"	"ɵʉ"	"˧˩"
"儲"	"储"	"dzeu2"	"dzɵʉ˧˩"		"dz"	"ɵʉ"	"˧˩"
"苧"	"苎"	"dzei4"	"dzei˩˧"		"dz"	"ei"	"˩˧"
"箸"	"箸"	"dzei2"	"dzei˧˩"	"筷子"	"dz"	"ei"	"˧˩"
"阻"	"阻"	"tsou3"	"tsɤu˧˥"		"ts"	"ɤu"	"˧˥"
"初"	"初"	"tshou1"	"tsʰɤu˦˦"		"tsʰ"	"ɤu"	"˦˦"
"楚"	"楚"	"tshou3"	"tsʰɤu˧˥"		"tsʰ"	"ɤu"	"˧˥"
"鋤"	"锄"	"zou6"	"zɤu˨˨"		"z"	"ɤu"	"˨˨"
"鋤"	"锄"	"zy6"	"zɿ˨˨"	"鋤頭"	"z"	"ɿ"	"˨˨"
"疏"	"疏"	"seu1"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"蔬"	"蔬"	"seu1"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"梳"	"梳"	"sy1"	"sɿ˦˦"	"頭梳：梳子"	"s"	"ɿ"	"˦˦"
"所"	"所"	"so3"	"so˧˥"		"s"	"o"	"˧˥"
"疏"	"疏"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"諸"	"诸"	"tseu1"	"tsɵʉ˦˦"		"ts"	"ɵʉ"	"˦˦"
"煮"	"煮"	"tsei3"	"tsei˧˥"		"ts"	"ei"	"˧˥"
"處"	"处"	"tsheu3"	"tsʰɵʉ˧˥"		"tsʰ"	"ɵʉ"	"˧˥"
"處"	"处"	"tsheu5"	"tsʰɵʉ˥˨"		"tsʰ"	"ɵʉ"	"˥˨"
"書"	"书"	"seu1"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"舒"	"舒"	"seu1"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"鼠"	"鼠"	"tshei3"	"tsʰei˧˥"	"老鼠"	"tsʰ"	"ei"	"˧˥"
"暑"	"暑"	"seu3"	"sɵʉ˧˥"		"s"	"ɵʉ"	"˧˥"
"黍"	"黍"	"seu3"	"sɵʉ˧˥"		"s"	"ɵʉ"	"˧˥"
"庶"	"庶"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"恕"	"恕"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"墅"	"墅"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"薯"	"薯"	"zei2"	"zei˧˩"	"蕃薯"	"z"	"ei"	"˧˩"
"署"	"署"	"dzeu4"	"dzɵʉ˩˧"		"dz"	"ɵʉ"	"˩˧"
"如"	"如"	"zeu2"	"zɵʉ˧˩"		"z"	"ɵʉ"	"˧˩"
"汝"	"汝"	"zeu4"	"zɵʉ˩˧"		"z"	"ɵʉ"	"˩˧"
"居"	"居"	"ke7"	"ke˧˨˨"	"居日：今天"	"k"	"e"	"˧˨˨"
"居"	"居"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"車"	"车"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"舉"	"举"	"ciu3"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"鋸"	"锯"	"ciu5"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"據"	"据"	"ciu5"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"墟"	"墟"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"去"	"去"	"khe5"	"kʰe˥˨"	"白讀"	"kʰ"	"e"	"˥˨"
"去"	"去"	"chiu5"	"tɕʰy˥˨"		"tɕʰ"	"y"	"˥˨"
"渠"	"渠"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"渠"	"渠"	"ge2"	"ge˧˩"	"白讀"	"g"	"e"	"˧˩"
"巨"	"巨"	"jiu4"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"距"	"距"	"jiu4"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"拒"	"拒"	"jiu4"	"dʑy˩˧"		"dʑ"	"y"	"˩˧"
"遽"	"遽"	"jiu6"	"dʑy˨˨"		"dʑ"	"y"	"˨˨"
"魚"	"鱼"	"gniu2"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"漁"	"渔"	"gniu2"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"語"	"语"	"gniu4"	"ȵy˩˧"		"ȵ"	"y"	"˩˧"
"禦"	"御"	"gniu6"	"ȵy˨˨"		"ȵ"	"y"	"˨˨"
"禦"	"御"	"gniu4"	"ȵy˩˧"		"ȵ"	"y"	"˩˧"
"□"	"□"	"seu1"	"sɵʉ˦˦"	"身體虛弱"	"s"	"ɵʉ"	"˦˦"
"虛"	"虚"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"噓"	"嘘"	"shiu1"	"ɕy˦˦"		"ɕ"	"y"	"˦˦"
"許"	"许"	"he3"	"he˧˥"	"那"	"h"	"e"	"˧˥"
"許"	"许"	"shiu3"	"ɕy˧˥"		"ɕ"	"y"	"˧˥"
"淤"	"淤"	"ueu1"	"ʔʋʉ˦˦"		"ʔʋ"	"ʉ"	"˦˦"
"於"	"于"	"ueu1"	"ʔʋʉ˦˦"		"ʔʋ"	"ʉ"	"˦˦"
"餘"	"余"	"veu2"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"餘"	"余"	"veu2"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"與"	"与"	"veu2"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"與"	"与"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"譽"	"誉"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"預"	"预"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"豫"	"豫"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"夫"	"夫"	"fu1"	"fʋ˦˦"		"f"	"ʋ"	"˦˦"
"夫"	"夫"	"feu1"	"fʉ˦˦"		"f"	"ʉ"	"˦˦"
"膚"	"肤"	"feu1"	"fʉ˦˦"		"f"	"ʉ"	"˦˦"
"甫"	"甫"	"fu3"	"fʋ˧˥"		"f"	"ʋ"	"˧˥"
"斧"	"斧"	"fu3"	"fʋ˧˥"		"f"	"ʋ"	"˧˥"
"府"	"府"	"feu3"	"fʉ˧˥"		"f"	"ʉ"	"˧˥"
"腑"	"腑"	"feu3"	"fʉ˧˥"		"f"	"ʉ"	"˧˥"
"俯"	"俯"	"feu3"	"fʉ˧˥"		"f"	"ʉ"	"˧˥"
"賦"	"赋"	"feu5"	"fʉ˥˨"		"f"	"ʉ"	"˥˨"
"傅"	"傅"	"feu5"	"fʉ˥˨"		"f"	"ʉ"	"˥˨"
"付"	"付"	"feu5"	"fʉ˥˨"		"f"	"ʉ"	"˥˨"
"敷"	"敷"	"fu1"	"fʋ˦˦"		"f"	"ʋ"	"˦˦"
"俘"	"俘"	"fu1"	"fʋ˦˦"		"f"	"ʋ"	"˦˦"
"撫"	"抚"	"fu3"	"fʋ˧˥"		"f"	"ʋ"	"˧˥"
"赴"	"赴"	"feu5"	"fʉ˥˨"		"f"	"ʉ"	"˥˨"
"赴"	"赴"	"fu5"	"fʋ˥˨"		"f"	"ʋ"	"˥˨"
"訃"	"讣"	"fu5"	"fʋ˥˨"		"f"	"ʋ"	"˥˨"
"符"	"符"	"veu2"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"扶"	"扶"	"veu2"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"扶"	"扶"	"vu2"	"vʋ˧˩"		"v"	"ʋ"	"˧˩"
"釜"	"釜"	"fu3"	"fʋ˧˥"		"f"	"ʋ"	"˧˥"
"腐"	"腐"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"輔"	"辅"	"fu3"	"fʋ˧˥"		"f"	"ʋ"	"˧˥"
"父"	"父"	"fu3"	"fʋ˧˥"		"f"	"ʋ"	"˧˥"
"父"	"父"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"附"	"附"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"毋"	"毋"	"vu2"	"vʋ˧˩"		"v"	"ʋ"	"˧˩"
"巫"	"巫"	"u1"	"ʔʋ˦˦"		"ʔʋ"	"Ø"	"˦˦"
"誣"	"诬"	"u1"	"ʔʋ˦˦"		"ʔʋ"	"Ø"	"˦˦"
"無"	"无"	"ng2"	"ŋ˧˩"	"無孃教"	"Ø"	"ŋ"	"˧˩"
"無"	"无"	"vu2"	"vʋ˧˩"		"v"	"ʋ"	"˧˩"
"舞"	"舞"	"vu4"	"vʋ˩˧"		"v"	"ʋ"	"˩˧"
"侮"	"侮"	"vu4"	"vʋ˩˧"		"v"	"ʋ"	"˩˧"
"武"	"武"	"vu4"	"vʋ˩˧"		"v"	"ʋ"	"˩˧"
"鵡"	"鹉"	"vu4"	"vʋ˩˧"		"v"	"ʋ"	"˩˧"
"霧"	"雾"	"vu6"	"vʋ˨˨"		"v"	"ʋ"	"˨˨"
"務"	"务"	"vu6"	"vʋ˨˨"		"v"	"ʋ"	"˨˨"
"縷"	"缕"	"leu4"	"lɵʉ˩˧"		"l"	"ɵʉ"	"˩˧"
"縷"	"缕"	"lau4"	"lau˩˧"		"l"	"au"	"˩˧"
"屢"	"屡"	"leu4"	"lɵʉ˩˧"		"l"	"ɵʉ"	"˩˧"
"屢"	"屡"	"lau4"	"lau˩˧"		"l"	"au"	"˩˧"
"趨"	"趋"	"tsheu1"	"tsʰɵʉ˦˦"		"tsʰ"	"ɵʉ"	"˦˦"
"取"	"取"	"tsheu3"	"tsʰɵʉ˧˥"		"tsʰ"	"ɵʉ"	"˧˥"
"取"	"取"	"tshau3"	"tsʰau˧˥"		"tsʰ"	"au"	"˧˥"
"取"	"取"	"chiau3"	"tɕʰiau˧˥"	"日常音，取，取親，取物事"	"tɕʰ"	"iau"	"˧˥"
"娶"	"娶"	"chiau3"	"tɕʰiau˧˥"		"tɕʰ"	"iau"	"˧˥"
"趣"	"趣"	"tsheu5"	"tsʰɵʉ˥˨"		"tsʰ"	"ɵʉ"	"˥˨"
"聚"	"聚"	"zeu4"	"zɵʉ˩˧"		"z"	"ɵʉ"	"˩˧"
"需"	"需"	"seu1"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"須"	"须"	"seu1"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"鎢"	"钨"	"u1"	"ʔʋ˦˦"		"ʔʋ"	"Ø"	"˦˦"
"續"	"续"	"yo8"	"jyo˨˩˩"		"j"	"yo"	"˨˩˩"
"珠"	"珠"	"tsy1"	"tsɿ˦˦"	"眼兒珠，眼睛"	"ts"	"ɿ"	"˦˦"
"蛛"	"蛛"	"tseu1"	"tsɵʉ˦˦"		"ts"	"ɵʉ"	"˦˦"
"株"	"株"	"tseu1"	"tsɵʉ˦˦"		"ts"	"ɵʉ"	"˦˦"
"誅"	"诛"	"tseu1"	"tsɵʉ˦˦"		"ts"	"ɵʉ"	"˦˦"
"駐"	"驻"	"tseu5"	"tsɵʉ˥˨"		"ts"	"ɵʉ"	"˥˨"
"注"	"注"	"tseu5"	"tsɵʉ˥˨"		"ts"	"ɵʉ"	"˥˨"
"廚"	"厨"	"dzeu2"	"dzɵʉ˧˩"		"dz"	"ɵʉ"	"˧˩"
"柱"	"柱"	"dzeu4"	"dzɵʉ˩˧"		"dz"	"ɵʉ"	"˩˧"
"住"	"住"	"dzeu6"	"dzɵʉ˨˨"		"dz"	"ɵʉ"	"˨˨"
"芻"	"刍"	"tshou1"	"tsʰɤu˦˦"		"tsʰ"	"ɤu"	"˦˦"
"雛"	"雏"	"zou2"	"zɤu˧˩"		"z"	"ɤu"	"˧˩"
"數"	"数"	"seu3"	"sɵʉ˧˥"		"s"	"ɵʉ"	"˧˥"
"數"	"数"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"數"	"数"	"sou3"	"sɤu˧˥"		"s"	"ɤu"	"˧˥"
"數"	"数"	"sou5"	"sɤu˥˨"		"s"	"ɤu"	"˥˨"
"珠"	"珠"	"tseu1"	"tsɵʉ˦˦"		"ts"	"ɵʉ"	"˦˦"
"朱"	"朱"	"tseu1"	"tsɵʉ˦˦"		"ts"	"ɵʉ"	"˦˦"
"主"	"主"	"tseu3"	"tsɵʉ˧˥"		"ts"	"ɵʉ"	"˧˥"
"注"	"注"	"tseu5"	"tsɵʉ˥˨"		"ts"	"ɵʉ"	"˥˨"
"鑄"	"铸"	"tseu5"	"tsɵʉ˥˨"		"ts"	"ɵʉ"	"˥˨"
"樞"	"枢"	"seu1"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"輸"	"输"	"seu1"	"sɵʉ˦˦"		"s"	"ɵʉ"	"˦˦"
"戍"	"戍"	"seu5"	"sɵʉ˥˨"		"s"	"ɵʉ"	"˥˨"
"殊"	"殊"	"zeu2"	"zɵʉ˧˩"		"z"	"ɵʉ"	"˧˩"
"豎"	"竖"	"zeu4"	"zɵʉ˩˧"		"z"	"ɵʉ"	"˩˧"
"樹"	"树"	"zeu6"	"zɵʉ˨˨"		"z"	"ɵʉ"	"˨˨"
"儒"	"儒"	"zeu4"	"zɵʉ˩˧"		"z"	"ɵʉ"	"˩˧"
"乳"	"乳"	"zeu4"	"zɵʉ˩˧"		"z"	"ɵʉ"	"˩˧"
"拘"	"拘"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"駒"	"驹"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"俱"	"俱"	"ciu1"	"tɕy˦˦"		"tɕ"	"y"	"˦˦"
"矩"	"矩"	"ciu3"	"tɕy˧˥"		"tɕ"	"y"	"˧˥"
"句"	"句"	"ciu5"	"tɕy˥˨"		"tɕ"	"y"	"˥˨"
"區"	"区"	"chiu1"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"驅"	"驱"	"chiu1"	"tɕʰy˦˦"		"tɕʰ"	"y"	"˦˦"
"瞿"	"瞿"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"具"	"具"	"jiu2"	"dʑy˧˩"		"dʑ"	"y"	"˧˩"
"懼"	"惧"	"jiu6"	"dʑy˨˨"		"dʑ"	"y"	"˨˨"
"虞"	"虞"	"gniu2"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"愚"	"愚"	"gniu2"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"娛"	"娱"	"gniu2"	"ȵy˧˩"		"ȵ"	"y"	"˧˩"
"遇"	"遇"	"gniu6"	"ȵy˨˨"		"ȵ"	"y"	"˨˨"
"寓"	"寓"	"gniu6"	"ȵy˨˨"		"ȵ"	"y"	"˨˨"
"籲"	"吁"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"迂"	"迂"	"ueu1"	"ʔʋʉ˦˦"		"ʔʋ"	"ʉ"	"˦˦"
"於"	"于"	"ueu1"	"ʔʋʉ˦˦"		"ʔʋ"	"ʉ"	"˦˦"
"盂"	"盂"	"veu2"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"雨"	"雨"	"veu4"	"vʉ˩˧"		"v"	"ʉ"	"˩˧"
"禹"	"禹"	"veu4"	"vʉ˩˧"		"v"	"ʉ"	"˩˧"
"宇"	"宇"	"veu4"	"vʉ˩˧"		"v"	"ʉ"	"˩˧"
"羽"	"羽"	"veu4"	"vʉ˩˧"		"v"	"ʉ"	"˩˧"
"芋"	"芋"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"羽"	"羽"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"逾"	"逾"	"veu2"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"逾"	"逾"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"榆"	"榆"	"veu2"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"愉"	"愉"	"veu2"	"vʉ˧˩"		"v"	"ʉ"	"˧˩"
"愈"	"愈"	"veu4"	"vʉ˩˧"		"v"	"ʉ"	"˩˧"
"喻"	"喻"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"裕"	"裕"	"veu6"	"vʉ˨˨"		"v"	"ʉ"	"˨˨"
"獃"	"獃"	"nge2"	"ŋe˧˩"		"ŋ"	"e"	"˧˩"
"戴"	"戴"	"ta5"	"ta˥˨"		"t"	"a"	"˥˨"
"胎"	"胎"	"the1"	"tʰe˦˦"		"tʰ"	"e"	"˦˦"
"臺"	"台"	"the1"	"tʰe˦˦"		"tʰ"	"e"	"˦˦"
"臺"	"台"	"thai1"	"tʰai˦˦"	"臺州"	"tʰ"	"ai"	"˦˦"
"□"	"□"	"thai1"	"tʰai˦˦"	"宰殺"	"tʰ"	"ai"	"˦˦"
"態"	"态"	"the5"	"tʰe˥˨"		"tʰ"	"e"	"˥˨"
"貸"	"贷"	"the5"	"tʰe˥˨"		"tʰ"	"e"	"˥˨"
"貸"	"贷"	"de6"	"de˨˨"		"d"	"e"	"˨˨"
"臺"	"台"	"de6"	"de˨˨"		"d"	"e"	"˨˨"
"苔"	"苔"	"de2"	"de˧˩"		"d"	"e"	"˧˩"
"抬"	"抬"	"de2"	"de˧˩"		"d"	"e"	"˧˩"
"殆"	"殆"	"de4"	"de˩˧"		"d"	"e"	"˩˧"
"待"	"待"	"de4"	"de˩˧"		"d"	"e"	"˩˧"
"怠"	"怠"	"de4"	"de˩˧"		"d"	"e"	"˩˧"
"代"	"代"	"de6"	"de˨˨"		"d"	"e"	"˨˨"
"袋"	"袋"	"de6"	"de˨˨"		"d"	"e"	"˨˨"
"乃"	"乃"	"na4"	"na˩˧"		"n"	"a"	"˩˧"
"耐"	"耐"	"na6"	"na˨˨"		"n"	"a"	"˨˨"
"來"	"来"	"le2"	"le˧˩"		"l"	"e"	"˧˩"
"災"	"灾"	"tse1"	"tse˦˦"		"ts"	"e"	"˦˦"
"栽"	"栽"	"tse1"	"tse˦˦"		"ts"	"e"	"˦˦"
"宰"	"宰"	"tse3"	"tse˧˥"		"ts"	"e"	"˧˥"
"載"	"载"	"tse3"	"tse˧˥"		"ts"	"e"	"˧˥"
"再"	"再"	"tse5"	"tse˥˨"		"ts"	"e"	"˥˨"
"載"	"载"	"tse5"	"tse˥˨"		"ts"	"e"	"˥˨"
"猜"	"猜"	"tshe1"	"tsʰe˦˦"		"tsʰ"	"e"	"˦˦"
"采"	"采"	"tshe3"	"tsʰe˧˥"		"tsʰ"	"e"	"˧˥"
"睬"	"睬"	"tshe3"	"tsʰe˧˥"		"tsʰ"	"e"	"˧˥"
"彩"	"彩"	"tshe3"	"tsʰe˧˥"		"tsʰ"	"e"	"˧˥"
"菜"	"菜"	"tshe5"	"tsʰe˥˨"		"tsʰ"	"e"	"˥˨"
"裁"	"裁"	"ze2"	"ze˧˩"		"z"	"e"	"˧˩"
"材"	"材"	"ze2"	"ze˧˩"		"z"	"e"	"˧˩"
"才"	"才"	"ze2"	"ze˧˩"		"z"	"e"	"˧˩"
"纔"	"纔"	"ze2"	"ze˧˩"		"z"	"e"	"˧˩"
"財"	"财"	"ze2"	"ze˧˩"		"z"	"e"	"˧˩"
"□"	"□"	"zy4"	"zɿ˩˧"	"在"	"z"	"ɿ"	"˩˧"
"在"	"在"	"ze2"	"ze˧˩"		"z"	"e"	"˧˩"
"腮"	"腮"	"se1"	"se˦˦"		"s"	"e"	"˦˦"
"腮"	"腮"	"sy1"	"sɿ˦˦"		"s"	"ɿ"	"˦˦"
"賽"	"赛"	"se5"	"se˥˨"		"s"	"e"	"˥˨"
"該"	"该"	"ke1"	"ke˦˦"		"k"	"e"	"˦˦"
"改"	"改"	"ke3"	"ke˧˥"		"k"	"e"	"˧˥"
"溉"	"溉"	"ke5"	"ke˥˨"		"k"	"e"	"˥˨"
"概"	"概"	"ke5"	"ke˥˨"		"k"	"e"	"˥˨"
"開"	"开"	"khe1"	"kʰe˦˦"		"kʰ"	"e"	"˦˦"
"凱"	"凯"	"khe3"	"kʰe˧˥"		"kʰ"	"e"	"˧˥"
"愷"	"恺"	"khe3"	"kʰe˧˥"		"kʰ"	"e"	"˧˥"
"慨"	"慨"	"khe5"	"kʰe˥˨"		"kʰ"	"e"	"˥˨"
"呆"	"呆"	"nge2"	"ŋe˧˩"		"ŋ"	"e"	"˧˩"
"礙"	"碍"	"nge6"	"ŋe˨˨"		"ŋ"	"e"	"˨˨"
"海"	"海"	"he3"	"he˧˥"		"h"	"e"	"˧˥"
