"繁體"	"简体"	"聲韻"	"聲調"	"注釋"		"1：˧˧"	"2：˧˩"
"刑"	"刑"	"ɦiaŋ"	31				
"前"	"前"	"ɦi"	31				
"劃"	"划"	"ɦo"	31	"～船"			
"勻"	"匀"	"ɦioŋ"	31				
"匜"	"匜"	"ɦi"	31				
"含"	"含"	"ɦaŋ"	31				
"含"	"含"	"ɦø"	31				
"吭"	"吭"	"ɦuɔ"	31				
"員"	"员"	"ɦy"	31				
"唇"	"唇"	"ɦioŋ"	31				
"喉"	"喉"	"ɦau"	31				
"嗥"	"嗥"	"ɦɜ"	31				
"嘗"	"尝"	"ɦi"	31				
"嘩"	"哗"	"ɦo"	31	"喧～"			
"嚎"	"嚎"	"ɦɜ"	31				
"園"	"园"	"ɦy"	31				
"圓"	"圆"	"ɦy"	31				
"型"	"型"	"ɦiaŋ"	31				
"垟"	"垟"	"ɦi"	31	"田野"			
"垣"	"垣"	"ɦy"	31				
"塋"	"茔"	"ɦioŋ"	31				
"墉"	"墉"	"ɦioŋ"	31				
"壕"	"壕"	"ɦɜ"	31				
"夤"	"夤"	"ɦiaŋ"	31				
"夷"	"夷"	"ɦi"	31				
"奚"	"奚"	"ɦi"	31				
"姚"	"姚"	"ɦiɛ"	31				
"姨"	"姨"	"ɦi"	31				
"嫌"	"嫌"	"ɦa"	31	"～憎"			
"嫌"	"嫌"	"ɦi"	31				
"嫻"	"娴"	"ɦa"	31				
"嬋"	"婵"	"ɦi"	31				
"孕"	"孕"	"ɦiaŋ"	31				
"孩"	"孩"	"ɦe"	31				
"完"	"完"	"ɦy"	31				
"宏"	"宏"	"ɦoŋ"	31				
"宜"	"宜"	"ɦi"	31	"便～"			
"容"	"容"	"ɦioŋ"	31				
"寅"	"寅"	"ɦiaŋ"	31				
"寒"	"寒"	"ɦy"	31				
"尤"	"尤"	"ɦiau"	31				
"崤"	"崤"	"ɦuɔ"	31				
"巡"	"巡"	"ɦioŋ"	31				
"常"	"常"	"ɦi"	31	"～識"			
"床"	"床"	"ɦyɔ"	31				
"庸"	"庸"	"ɦioŋ"	31				
"延"	"延"	"ɦi"	31				
"弘"	"弘"	"ɦoŋ"	31				
"弦"	"弦"	"ɦi"	31				
"彜"	"彜"	"ɦi"	31				
"形"	"形"	"ɦiaŋ"	31				
"徇"	"徇"	"ɦioŋ"	31				
"從"	"从"	"ɦyɔ"	31				
"徨"	"徨"	"ɦuɔ"	31				
"循"	"循"	"ɦioŋ"	31				
"徭"	"徭"	"ɦiɛ"	31				
"忘"	"忘"	"ɦuɔ"	31				
"怡"	"怡"	"ɦi"	31				
"恒"	"恒"	"ɦaŋ"	31				
"惶"	"惶"	"ɦuɔ"	31				
"慵"	"慵"	"ɦioŋ"	31				
"憔"	"憔"	"ɦiɛ"	31				
"懸"	"悬"	"ɦy"	31				
"懿"	"懿"	"ɦi"	31				
"戕"	"戕"	"ɦi"	31				
"房"	"房"	"ɦuɔ"	31				
"揉"	"揉"	"ɦiɤu"	31				
"揚"	"扬"	"ɦi"	31				
"援"	"援"	"ɦy"	31				
"搖"	"摇"	"ɦiɛ"	31				
"旋"	"旋"	"ɦy"	31				
"旬"	"旬"	"ɦioŋ"	31				
"晗"	"晗"	"ɦø"	31				
"杭"	"杭"	"ɦuɔ"	31				
"松"	"松"	"ɦyɔ"	31	"～樹"			
"柔"	"柔"	"ɦiɤu"	31				
"柚"	"柚"	"ɦiau"	31	"～木"			
"桁"	"桁"	"ɦuɔ"	31				
"桁"	"桁"	"ɦɛ"	31				
"桓"	"桓"	"ɦy"	31				
"椰"	"椰"	"ɦi"	31				
"楊"	"杨"	"ɦi"	31				
"楹"	"楹"	"ɦiaŋ"	31				
"榕"	"榕"	"ɦioŋ"	31				
"榮"	"荣"	"ɦioŋ"	31				
"槱"	"槱"	"ɦiau"	31				
"樵"	"樵"	"ɦiɛ"	31				
"橈"	"桡"	"ɦiɛ"	31				
"毫"	"毫"	"ɦɜ"	31				
"沆"	"沆"	"ɦuɔ"	31				
"油"	"油"	"ɦiau"	31				
"沿"	"沿"	"ɦi"	31				
"泅"	"泅"	"ɦiɤu"	31				
"泉"	"泉"	"ɦy"	31				
"洋"	"洋"	"ɦi"	31				
"洪"	"洪"	"ɦoŋ"	31				
"浛"	"浛"	"ɦø"	31				
"涎"	"涎"	"ɦi"	31				
"涵"	"涵"	"ɦa"	31				
"淆"	"淆"	"ɦuɔ"	31				
"淫"	"淫"	"ɦiaŋ"	31				
"湟"	"湟"	"ɦuɔ"	31				
"溶"	"溶"	"ɦioŋ"	31				
"潛"	"潜"	"ɦi"	31				
"潢"	"潢"	"ɦuɔ"	31				
"濠"	"濠"	"ɦɜ"	31				
"瀛"	"瀛"	"ɦiaŋ"	31				
"炎"	"炎"	"ɦi"	31				
"焉"	"焉"	"ɦi"	31	"語～不詳"			
"然"	"然"	"ɦi"	31				
"煌"	"煌"	"ɦuɔ"	31				
"熊"	"熊"	"ɦioŋ"	31				
"熒"	"荧"	"ɦioŋ"	31				
"熔"	"熔"	"ɦioŋ"	31				
"燃"	"燃"	"ɦi"	31				
"營"	"营"	"ɦioŋ"	31				
"爺"	"爷"	"ɦi"	31				
"爻"	"爻"	"ɦuɔ"	31				
"牆"	"墙"	"ɦi"	31				
"猴"	"猴"	"ɦau"	31				
"猶"	"犹"	"ɦiau"	31				
"猷"	"猷"	"ɦiau"	31				
"猿"	"猿"	"ɦy"	31				
"玄"	"玄"	"ɦy"	31				
"王"	"王"	"ɦyɔ"	31				
"珧"	"珧"	"ɦiɛ"	31				
"珩"	"珩"	"ɦɛ"	31				
"琀"	"琀"	"ɦø"	31				
"瑕"	"瑕"	"ɦo"	31				
"瑤"	"瑶"	"ɦiɛ"	31				
"瑩"	"莹"	"ɦiaŋ"	31	"～光"			
"瑩"	"莹"	"ɦioŋ"	31				
"璜"	"璜"	"ɦuɔ"	31				
"由"	"由"	"ɦiau"	31				
"畦"	"畦"	"ɦi"	31				
"疣"	"疣"	"ɦiau"	31				
"痍"	"痍"	"ɦi"	31				
"痕"	"痕"	"ɦaŋ"	31				
"痕"	"痕"	"ɦø"	31				
"瘊"	"瘊"	"ɦau"	31				
"癀"	"癀"	"ɦuɔ"	31				
"癇"	"痫"	"ɦa"	31				
"皇"	"皇"	"ɦuɔ"	31				
"盈"	"盈"	"ɦiaŋ"	31				
"祥"	"祥"	"ɦi"	31				
"禪"	"禅"	"ɦi"	31				
"移"	"移"	"ɦi"	31				
"窰"	"窰"	"ɦiɛ"	31				
"筠"	"筠"	"ɦioŋ"	31				
"筵"	"筵"	"ɦi"	31				
"篁"	"篁"	"ɦuɔ"	31				
"篌"	"篌"	"ɦau"	31				
"簧"	"簧"	"ɦuɔ"	31				
"簷"	"檐"	"ɦi"	31				
"紅"	"红"	"ɦoŋ"	31				
"紈"	"纨"	"ɦy"	31				
"純"	"纯"	"ɦioŋ"	31				
"紜"	"纭"	"ɦioŋ"	31				
"絎"	"绗"	"ɦuɔ"	31				
"緣"	"缘"	"ɦy"	31				
"縫"	"缝"	"ɦoŋ"	31	"動"			
"繇"	"繇"	"ɦiau"	31				
"繇"	"繇"	"ɦiɛ"	31				
"羊"	"羊"	"ɦi"	31				
"翃"	"翃"	"ɦoŋ"	31				
"耘"	"耘"	"ɦioŋ"	31				
"耶"	"耶"	"ɦi"	31				
"肴"	"肴"	"ɦuɔ"	31				
"航"	"航"	"ɦuɔ"	31				
"船"	"船"	"ɦy"	31				
"菡"	"菡"	"ɦa"	31				
"華"	"华"	"ɦo"	31				
"蓉"	"蓉"	"ɦioŋ"	31				
"蓉"	"蓉"	"ɦyɔ"	31	"芙～"			
"蕕"	"莸"	"ɦiau"	31				
"蕘"	"荛"	"ɦiɛ"	31				
"蘅"	"蘅"	"ɦa"	31				
"號"	"号"	"ɦɜ"	31	"叫"			
"虹"	"虹"	"ɦoŋ"	31				
"蚰"	"蚰"	"ɦiau"	31				
"蛇"	"蛇"	"ɦi"	31	"委～"			
"蜒"	"蜒"	"ɦi"	31				
"蝗"	"蝗"	"ɦuɔ"	31				
"蝣"	"蝣"	"ɦiau"	31				
"蝤"	"蝤"	"ɦiau"	31	"～蠓，青蟹"			
"蝦"	"虾"	"ɦo"	31	"～蟆"			
"融"	"融"	"ɦioŋ"	31				
"螢"	"萤"	"ɦiaŋ"	31	"火～光光"			
"螢"	"萤"	"ɦioŋ"	31				
"蟬"	"蝉"	"ɦi"	31				
"蟾"	"蟾"	"ɦi"	31				
"蠅"	"蝇"	"ɦiaŋ"	31	"小飛蚋"			
"蠔"	"蚝"	"ɦɜ"	31				
"行"	"行"	"ɦuɔ"	31	"銀～"			
"行"	"行"	"ɦɛ"	31	"～動"			
"衡"	"衡"	"ɦa"	31				
"袁"	"袁"	"ɦy"	31				
"裳"	"裳"	"ɦi"	31				
"詳"	"详"	"ɦi"	31				
"謡"	"謡"	"ɦiɛ"	31				
"豪"	"豪"	"ɦɜ"	31				
"貽"	"贻"	"ɦi"	31				
"賢"	"贤"	"ɦi"	31				
"贏"	"赢"	"ɦiaŋ"	31				
"蹂"	"蹂"	"ɦiɤu"	31				
"蹊"	"蹊"	"ɦi"	31				
"輶"	"輶"	"ɦiau"	31				
"轅"	"辕"	"ɦy"	31				
"迒"	"迒"	"ɦuɔ"	31				
"逢"	"逢"	"ɦoŋ"	31				
"遊"	"游"	"ɦiau"	31				
"遐"	"遐"	"ɦo"	31				
"遑"	"遑"	"ɦuɔ"	31				
"遙"	"遥"	"ɦiɛ"	31				
"邢"	"邢"	"ɦiaŋ"	31				
"邯"	"邯"	"ɦø"	31				
"郵"	"邮"	"ɦiau"	31				
"酋"	"酋"	"ɦiau"	31				
"酣"	"酣"	"ɦø"	31				
"鈾"	"铀"	"ɦiau"	31				
"鉛"	"铅"	"ɦi"	31				
"銜"	"衔"	"ɦa"	31				
"鏵"	"铧"	"ɦo"	31				
"閎"	"闳"	"ɦoŋ"	31				
"閑"	"闲"	"ɦa"	31				
"閻"	"阎"	"ɦi"	31				
"防"	"防"	"ɦuɔ"	31				
"降"	"降"	"ɦi"	31	"投降"			
"降"	"降"	"ɦuɔ"	31	"投～"			
"陶"	"陶"	"ɦiɛ"	31	"皋～，古人名"			
"陽"	"阳"	"ɦi"	31				
"隍"	"隍"	"ɦuɔ"	31				
"雄"	"雄"	"ɦioŋ"	31				
"雲"	"云"	"ɦioŋ"	31				
"霞"	"霞"	"ɦo"	31				
"霪"	"霪"	"ɦiaŋ"	31				
"鞋"	"鞋"	"ɦa"	31				
"韓"	"韩"	"ɦy"	31				
"韶"	"韶"	"ɦiɛ"	31				
"頏"	"颃"	"ɦuɔ"	31				
"頤"	"颐"	"ɦi"	31				
"餱"	"糇"	"ɦau"	31				
"饒"	"饶"	"ɦiɛ"	31				
"馮"	"冯"	"ɦoŋ"	31				
"驊"	"骅"	"ɦo"	31				
"骸"	"骸"	"ɦa"	31				
"髯"	"髯"	"ɦi"	31				
"魂"	"魂"	"ɦy"	31				
"魴"	"鲂"	"ɦuɔ"	31				
"魷"	"鱿"	"ɦiau"	31				
"鰉"	"鳇"	"ɦuɔ"	31				
"鰩"	"鳐"	"ɦiɛ"	31				
"鴻"	"鸿"	"ɦoŋ"	31				
"鷳"	"鹇"	"ɦa"	31				
"鹹"	"咸"	"ɦa"	31				
"鹽"	"盐"	"ɦi"	31				
"黃"	"黄"	"ɦa"	31	"～昏"			
"黃"	"黄"	"ɦuɔ"	31				
"□"	"□"	"mo"	31	"<扌麻>抓"			
"□"	"□"	"mɜ"	31	"<無好>壞"			
"侔"	"侔"	"mɜ"	31				
"們"	"们"	"maŋ"	31				
"冥"	"冥"	"meŋ"	31				
"厖"	"厖"	"muɔ"	31				
"名"	"名"	"meŋ"	31				
"哞"	"哞"	"mɜ"	31				
"嘛"	"嘛"	"mo"	31	"助詞"			
"埋"	"埋"	"ma"	31				
"埋"	"埋"	"mo"	31	"～怨"			
"媒"	"媒"	"mai"	31				
"媚"	"媚"	"mei"	31				
"岷"	"岷"	"meŋ"	31				
"嵋"	"嵋"	"mei"	31				
"彌"	"弥"	"mei"	31				
"忘"	"忘"	"maŋ"	31	"忘記"			
"忙"	"忙"	"muɔ"	31				
"捫"	"扪"	"maŋ"	31				
"摩"	"摩"	"mo"	31				
"摩"	"摩"	"mu"	31				
"摩"	"摩"	"møy"	31				
"旄"	"旄"	"mɜ"	31				
"明"	"明"	"maŋ"	31	"～朝"			
"明"	"明"	"meŋ"	31				
"曼"	"曼"	"ma"	31				
"朦"	"朦"	"moŋ"	31				
"枚"	"枚"	"mai"	31				
"梅"	"梅"	"mai"	31				
"棉"	"棉"	"mi"	31				
"楣"	"楣"	"mei"	31				
"模"	"模"	"mo"	31				
"模"	"模"	"mu"	31				
"模"	"模"	"møy"	31				
"檬"	"檬"	"moŋ"	31				
"毛"	"毛"	"mɜ"	31				
"民"	"民"	"meŋ"	31				
"氓"	"氓"	"muɔ"	31				
"泯"	"泯"	"meŋ"	31				
"湄"	"湄"	"mei"	31				
"溟"	"溟"	"meŋ"	31				
"漠"	"漠"	"mo"	31	"沙～"			
"漫"	"漫"	"mø"	31				
"煤"	"煤"	"mai"	31				
"牟"	"牟"	"moŋ"	31	"蝤～，青蟹"			
"牟"	"牟"	"mɜ"	31				
"牤"	"牤"	"muɔ"	31				
"牻"	"牻"	"muɔ"	31				
"犛"	"牦"	"mɜ"	31				
"玫"	"玫"	"mai"	31				
"痲"	"痲"	"mo"	31				
"盟"	"盟"	"meŋ"	31				
"眉"	"眉"	"mei"	31				
"眠"	"眠"	"mi"	31				
"眸"	"眸"	"mɜ"	31				
"瞑"	"瞑"	"meŋ"	31				
"瞞"	"瞒"	"mø"	31				
"矛"	"矛"	"muɔ"	31				
"硭"	"硭"	"muɔ"	31				
"磨"	"磨"	"møy"	31				
"禖"	"禖"	"mai"	31				
"糜"	"糜"	"mei"	31				
"綿"	"绵"	"mi"	31				
"膜"	"膜"	"mo"	31				
"膜"	"膜"	"mu"	31				
"芒"	"芒"	"moŋ"	31				
"芒"	"芒"	"muɔ"	31				
"茅"	"茅"	"muɔ"	31				
"茗"	"茗"	"meŋ"	31				
"茫"	"茫"	"muɔ"	31				
"莓"	"莓"	"mai"	31				
"莽"	"莽"	"muɔ"	31	"～撞，魯莽"			
"蒙"	"蒙"	"moŋ"	31				
"蔓"	"蔓"	"ma"	31	"～菁"			
"蔴"	"蔴"	"mo"	31				
"虻"	"虻"	"muɔ"	31				
"蚊"	"蚊"	"maŋ"	31				
"蛑"	"蛑"	"moŋ"	31				
"蛑"	"蛑"	"mɜ"	31				
"蛾"	"蛾"	"mai"	31	"燈蛾"			
"蝥"	"蝥"	"muɔ"	31				
"螟"	"螟"	"meŋ"	31				
"蟆"	"蟆"	"mo"	31				
"蟊"	"蟊"	"muɔ"	31				
"蠓"	"蠓"	"moŋ"	31				
"蠻"	"蛮"	"ma"	31				
"謀"	"谋"	"mɜ"	31				
"謨"	"谟"	"mu"	31				
"謾"	"谩"	"mø"	31				
"貓"	"猫"	"muɔ"	31	"大～，老虎"			
"迷"	"迷"	"mei"	31				
"邙"	"邙"	"muɔ"	31				
"酕"	"酕"	"mɜ"	31				
"酩"	"酩"	"meŋ"	31				
"酶"	"酶"	"mai"	31				
"銘"	"铭"	"meŋ"	31				
"錨"	"锚"	"muɔ"	31				
"鍪"	"鍪"	"mɜ"	31				
"铓"	"铓"	"muɔ"	31				
"門"	"门"	"maŋ"	31				
"霾"	"霾"	"ma"	31				
"靡"	"靡"	"mei"	31				
"鞔"	"鞔"	"mø"	31	"～鼓"			
"顢"	"颟"	"mø"	31	"～頇"			
"饅"	"馒"	"mø"	31				
"髦"	"髦"	"mɜ"	31				
"髳"	"髳"	"mɜ"	31				
"魔"	"魔"	"møy"	31				
"鰻"	"鳗"	"mø"	31				
"鳴"	"鸣"	"meŋ"	31				
"麋"	"麋"	"mei"	31				
"麻"	"麻"	"mo"	31				
"黴"	"霉"	"mai"	31				
"□"	"□"	"niɛ"	31	"伸頭"			
"儂"	"侬"	"naŋ"	31	"人"			
"儺"	"傩"	"no"	31				
"南"	"南"	"nø"	31				
"呶"	"呶"	"nuɔ"	31				
"哪"	"哪"	"nuɔ"	31	"～吒，神名"			
"喃"	"喃"	"nø"	31				
"囊"	"囊"	"nuɔ"	31				
"囔"	"囔"	"nuɔ"	31				
"奴"	"奴"	"nøy"	31	"～才"			
"奴"	"奴"	"nɤu"	31				
"孥"	"孥"	"nɤu"	31				
"峱"	"峱"	"nɜ"	31				
"弩"	"弩"	"nɤu"	31				
"挪"	"挪"	"no"	31				
"挼"	"挼"	"nai"	31				
"捼"	"捼"	"ne"	31	"挼，揉按"			
"撓"	"挠"	"nuɔ"	31				
"楠"	"楠"	"nø"	31				
"濃"	"浓"	"noŋ"	31	"文"			
"猱"	"猱"	"nɜ"	31				
"男"	"男"	"nø"	31				
"能"	"能"	"naŋ"	31				
"膿"	"脓"	"noŋ"	31				
"蝻"	"蝻"	"nø"	31				
"農"	"农"	"noŋ"	31				
"鐃"	"铙"	"nuɔ"	31				
"難"	"难"	"na"	31				
"駑"	"驽"	"nɤu"	31				
"人"	"人"	"ȵaŋ"	31	"新孺人，新娘"			
"仁"	"仁"	"ȵaŋ"	31				
"任"	"任"	"ȵaŋ"	31				
"倪"	"倪"	"ȵi"	31				
"元"	"元"	"ȵy"	31				
"凝"	"凝"	"ȵaŋ"	31				
"危"	"危"	"ȵy"	31				
"原"	"原"	"ȵy"	31				
"吟"	"吟"	"ȵaŋ"	31				
"呢"	"呢"	"ȵi"	31				
"嚀"	"咛"	"ȵaŋ"	31				
"嚴"	"严"	"ȵi"	31				
"垠"	"垠"	"ȵaŋ"	31				
"堯"	"尧"	"ȵa"	31				
"壬"	"壬"	"ȵaŋ"	31				
"妍"	"妍"	"ȵi"	31				
"娘"	"娘"	"ȵi"	31				
"宜"	"宜"	"ȵi"	31				
"寧"	"宁"	"ȵaŋ"	31				
"尼"	"尼"	"ȵi"	31				
"尿"	"尿"	"ȵa"	31				
"嶢"	"嶢"	"ȵa"	31				
"年"	"年"	"ȵi"	31				
"怩"	"怩"	"ȵi"	31				
"愚"	"愚"	"ȵy"	31				
"扭"	"扭"	"ȵau"	31	"扭轉"			
"拈"	"拈"	"ȵi"	31				
"攆"	"撵"	"ȵi"	31				
"沂"	"沂"	"ȵi"	31				
"泥"	"泥"	"ȵi"	31				
"源"	"源"	"ȵy"	31				
"濃"	"浓"	"ȵyɔ"	31				
"猊"	"猊"	"ȵi"	31				
"獰"	"狞"	"ȵaŋ"	31				
"疑"	"疑"	"ȵi"	31				
"研"	"研"	"ȵi"	31				
"虞"	"虞"	"ȵy"	31				
"言"	"言"	"ȵi"	31				
"輗"	"輗"	"ȵi"	31				
"迎"	"迎"	"ȵaŋ"	31				
"釅"	"酽"	"ȵi"	31				
"銀"	"银"	"ȵaŋ"	31				
"隅"	"隅"	"ȵy"	31				
"霓"	"霓"	"ȵi"	31				
"饒"	"饶"	"ȵa"	31	"上～"			
"鯢"	"鲵"	"ȵi"	31				
"鯰"	"鲶"	"ȵi"	31				
"黿"	"鼋"	"ȵy"	31				
"伢"	"伢"	"ŋo"	31	"～郎，掮客"			
"俄"	"俄"	"ŋ"	31				
"兒"	"儿"	"ŋ"	31				
"卬"	"卬"	"ŋuɔ"	31				
"吪"	"吪"	"ŋ"	31				
"吳"	"吴"	"ŋ"	31				
"吾"	"吾"	"ŋ"	31				
"呆"	"呆"	"ŋe"	31				
"嗷"	"嗷"	"ŋɜ"	31				
"娛"	"娱"	"ŋ"	31				
"岈"	"岈"	"ŋo"	31				
"岩"	"岩"	"ŋa"	31				
"峨"	"峨"	"ŋ"	31				
"崖"	"崖"	"ŋa"	31				
"嵬"	"嵬"	"ŋai"	31				
"嶅"	"嶅"	"ŋɜ"	31				
"巍"	"巍"	"ŋai"	31				
"廒"	"廒"	"ŋɜ"	31				
"敖"	"敖"	"ŋɜ"	31				
"昂"	"昂"	"ŋuɔ"	31				
"梧"	"梧"	"ŋ"	31				
"涯"	"涯"	"ŋa"	31				
"漁"	"渔"	"ŋøy"	31				
"烄"	"烄"	"ŋuɔ"	31	"煎"			
"無"	"无"	"ŋ"	31				
"熬"	"熬"	"ŋɜ"	31				
"牙"	"牙"	"ŋo"	31				
"牛"	"牛"	"ŋau"	31				
"獒"	"獒"	"ŋɜ"	31				
"玩"	"玩"	"ŋø"	31				
"疑"	"疑"	"ŋ"	31	"疑心"			
"癌"	"癌"	"ŋa"	31				
"皚"	"皑"	"ŋe"	31				
"睚"	"睚"	"ŋa"	31				
"研"	"研"	"ŋa"	31	"～成粉"			
"翱"	"翱"	"ŋɜ"	31				
"聱"	"聱"	"ŋɜ"	31				
"芽"	"芽"	"ŋo"	31				
"蚜"	"蚜"	"ŋo"	31				
"蛾"	"蛾"	"ŋ"	31				
"螯"	"螯"	"ŋɜ"	31				
"衙"	"衙"	"ŋo"	31				
"訛"	"讹"	"ŋ"	31				
"譌"	"譌"	"ŋ"	31				
"遨"	"遨"	"ŋɜ"	31				
"隗"	"隗"	"ŋai"	31				
"顏"	"颜"	"ŋa"	31				
"騃"	"騃"	"ŋe"	31				
"魚"	"鱼"	"ŋøy"	31				
"鵝"	"鹅"	"ŋo"	31				
"鵝"	"鹅"	"ŋ"	31				
"鼇"	"鳌"	"ŋɜ"	31				
"□"	"□"	"la"	31	"～巾巫，不修邊幅；工作不認真"			
"□"	"□"	"lø"	31	"用刀割一圓圈"			
"令"	"令"	"leŋ"	31				
"伶"	"伶"	"leŋ"	31				
"來"	"来"	"lei"	31	"走～：回來"			
"來"	"来"	"le"	31				
"侖"	"仑"	"laŋ"	31				
"倈"	"倈"	"le"	31	"復數後綴"			
"倫"	"伦"	"laŋ"	31				
"僂"	"偻"	"lau"	31				
"僚"	"僚"	"liɛ"	31				
"儼"	"俨"	"le"	31				
"劉"	"刘"	"lɤu"	31				
"勞"	"劳"	"lɜ"	31				
"厘"	"厘"	"lei"	31				
"嘍"	"喽"	"lau"	31				
"嘮"	"唠"	"lɜ"	31				
"嘹"	"嘹"	"liɛ"	31				
"嚨"	"咙"	"loŋ"	31				
"圇"	"囵"	"laŋ"	31				
"圞"	"圞"	"lø"	31				
"奩"	"奁"	"li"	31				
"婁"	"娄"	"lau"	31				
"婪"	"婪"	"lø"	31				
"嫏"	"嫏"	"luɔ"	31				
"嫘"	"嫘"	"lai"	31				
"嫠"	"嫠"	"lei"	31				
"孌"	"娈"	"lø"	31				
"孿"	"孪"	"lø"	31				
"寥"	"寥"	"liɛ"	31				
"寮"	"寮"	"liɛ"	31				
"崍"	"崃"	"le"	31				
"嵐"	"岚"	"la"	31				
"嶗"	"崂"	"lɜ"	31				
"嶙"	"嶙"	"leŋ"	31				
"巒"	"峦"	"lø"	31				
"廉"	"廉"	"li"	31				
"廊"	"廊"	"luɔ"	31				
"廬"	"庐"	"løy"	31				
"憐"	"怜"	"li"	31				
"掄"	"抡"	"laŋ"	31				
"撈"	"捞"	"lɜ"	31				
"撩"	"撩"	"liɛ"	31				
"擂"	"擂"	"lai"	31	"～鼓"			
"攔"	"拦"	"la"	31				
"攣"	"挛"	"lø"	31				
"斕"	"斓"	"la"	31				
"晾"	"晾"	"luɔ"	31				
"朧"	"胧"	"loŋ"	31				
"林"	"林"	"leŋ"	31				
"梁"	"梁"	"li"	31				
"梨"	"梨"	"lei"	31				
"棶"	"棶"	"le"	31				
"楞"	"楞"	"laŋ"	31				
"榔"	"榔"	"luɔ"	31				
"榴"	"榴"	"lɤu"	31				
"樓"	"楼"	"lau"	31				
"櫳"	"栊"	"loŋ"	31				
"欄"	"栏"	"la"	31				
"欒"	"栾"	"lø"	31				
"泠"	"泠"	"leŋ"	31				
"流"	"流"	"lɤu"	31				
"涼"	"凉"	"li"	31				
"淋"	"淋"	"leŋ"	31				
"淩"	"凌"	"leŋ"	31				
"淪"	"沦"	"laŋ"	31				
"淶"	"涞"	"le"	31				
"漣"	"涟"	"li"	31				
"漻"	"漻"	"liɛ"	31				
"潦"	"潦"	"liɛ"	31				
"澇"	"涝"	"lɜ"	31				
"濂"	"濂"	"li"	31				
"瀏"	"浏"	"lɤu"	31				
"瀾"	"澜"	"la"	31				
"灤"	"滦"	"lø"	31	"開～"			
"燎"	"燎"	"liɛ"	31				
"爐"	"炉"	"løy"	31				
"牢"	"牢"	"lɜ"	31				
"犁"	"犁"	"lei"	31				
"狸"	"狸"	"lei"	31				
"狼"	"狼"	"luɔ"	31				
"獠"	"獠"	"liɛ"	31				
"玲"	"玲"	"leŋ"	31				
"琅"	"琅"	"luɔ"	31				
"琉"	"琉"	"lɤu"	31				
"琳"	"琳"	"leŋ"	31				
"璃"	"璃"	"lei"	31				
"瓏"	"珑"	"loŋ"	31				
"留"	"留"	"lɤu"	31				
"瘤"	"瘤"	"lɤu"	31				
"療"	"疗"	"liɛ"	31				
"癆"	"痨"	"lɜ"	31				
"盧"	"卢"	"løy"	31				
"硫"	"硫"	"lɤu"	31				
"磷"	"磷"	"leŋ"	31				
"礱"	"砻"	"loŋ"	31				
"稂"	"稂"	"luɔ"	31				
"窿"	"窿"	"loŋ"	31				
"簾"	"帘"	"li"	31				
"籃"	"篮"	"la"	31				
"籠"	"笼"	"loŋ"	31				
"籬"	"篱"	"lei"	31				
"籮"	"箩"	"lɤu"	31				
"粱"	"粱"	"li"	31				
"糧"	"粮"	"li"	31				
"綾"	"绫"	"leŋ"	31				
"縲"	"缧"	"lai"	31				
"繚"	"缭"	"liɛ"	31				
"纍"	"纍"	"lai"	31				
"羅"	"罗"	"lɤu"	31				
"羸"	"羸"	"lai"	31				
"耬"	"耧"	"lau"	31				
"聆"	"聆"	"leŋ"	31				
"聊"	"聊"	"liɛ"	31				
"聯"	"联"	"li"	31				
"聾"	"聋"	"loŋ"	31				
"腡"	"脶"	"lai"	31				
"膋"	"膋"	"liɛ"	31				
"臠"	"脔"	"lø"	31				
"臨"	"临"	"leŋ"	31				
"良"	"良"	"li"	31				
"苓"	"苓"	"leŋ"	31				
"菱"	"菱"	"leŋ"	31				
"萊"	"莱"	"le"	31				
"蓮"	"莲"	"li"	31				
"蔞"	"蒌"	"lau"	31				
"蕾"	"蕾"	"lai"	31				
"薐"	"薐"	"laŋ"	31	"菠～菜"			
"藍"	"蓝"	"la"	31				
"藜"	"藜"	"lei"	31				
"蘆"	"芦"	"løy"	31				
"蘭"	"兰"	"la"	31				
"蘺"	"蓠"	"lei"	31				
"蘿"	"萝"	"lo"	31	"～蔔"			
"蘿"	"萝"	"lɤu"	31				
"蛉"	"蛉"	"leŋ"	31				
"螂"	"螂"	"luɔ"	31				
"螺"	"螺"	"lɤu"	31				
"螻"	"蝼"	"lau"	31				
"蟟"	"蟟"	"liɛ"	31				
"襕"	"襕"	"la"	31				
"襤"	"褴"	"la"	31				
"論"	"论"	"lø"	31	"～語"			
"讕"	"谰"	"la"	31				
"蹽"	"蹽"	"liɛ"	31				
"輪"	"轮"	"laŋ"	31				
"輪"	"轮"	"leŋ"	31	"～到"			
"連"	"连"	"li"	31				
"遴"	"遴"	"leŋ"	31				
"遼"	"辽"	"liɛ"	31				
"郎"	"郎"	"luɔ"	31				
"鄰"	"邻"	"leŋ"	31				
"醪"	"醪"	"lɜ"	31				
"量"	"量"	"li"	31				
"鈴"	"铃"	"leŋ"	31				
"鋃"	"锒"	"luɔ"	31				
"鐐"	"镣"	"liɛ"	31				
"鐒"	"铹"	"lɜ"	31	"元素名"			
"鐮"	"镰"	"li"	31				
"鐳"	"镭"	"lai"	31				
"鑭"	"镧"	"la"	31	"元素名"			
"鑼"	"锣"	"lɤu"	31				
"鑾"	"銮"	"lø"	31				
"闌"	"阑"	"la"	31				
"陵"	"陵"	"leŋ"	31				
