"流水序"	"常用字"	"简体"	"声母"	"韵母"	"声调"	"例词"	"备注"
"03797"	"訥"	"讷"	"n"	"eh"			
"03798"	"許"	"许"	"h"	"ei"	2		
"03799"	"設"	"设"	"sh"	"ieh"			
"03800"	"訟"	"讼"	"z"	"ion"	3		
"03801"	"訛"	"讹"	"ng"	"ou"	1		
"03802"	"註"	"注"	"c"	"iu"	3	"註解"	
"03803"	"詠"	"咏"	"gh"	"ion"	3		
"03804"	"評"	"评"	"b"	"ieon"	1		
"03805"	"詞"	"词"	"z"	"y"	1		
"03806"							
"03807"	"詁"	"诂"	"k"	"u"	2		
"03808"	"詔"	"诏"	"c"	"iau"	3		
"03809"	"詛"	"诅"	"ts"	"u"	2		
"03810"	"詐"	"诈"	"ts"	"o"	3		
"03811"	"詆"	"诋"	"t"	"i"	2		
"03812"	"訴"	"诉"	"s"	"u"	3		
"03813"	"診"	"诊"	"c"	"in"	2		
"03814"	"詫"	"诧"	"tsh"	"o"	3		
"03815"	"該"	"该"	"k"	"ai"	1		
"03816"	"詳"	"详"	"z"	"ian"	1		
"03817"	"試"	"试"	"s"	"y"	3		
"03818"	"詩"	"诗"	"s"	"y"	1		
"03819"	"詰"	"诘"	"kh"	"ih"			
"03820"	"誇"	"夸"	"kh"	"uo"	1	"誇耀"	
"03821"	"詼"	"诙"	"kh"	"uei"	1		
"03822"	"詣"	"诣"	"ng"	"i"	3		
"03823"	"誠"	"诚"	"zh"	"ieon"	1		
"03824"	"話"	"话"	"gh"	"uo"	3		
"03825"	"誅"	"诛"	"c"	"iu"	1		
"03826"	"詭"	"诡"	"k"	"iu"	2		
"03827"	"詢"	"询"	"s"	"iuin"	1		
"03828"	"詮"	"诠"	"tsh"	"ioe"	1		
"03829"	"詬"	"诟"	"k"	"eu"	3		
"03830"	"詹"		"c"	"ie"	1		
"03831"	"誦"	"诵"	"z"	"ion"	3		
"03832"	"誌"	"志"	"ts"	"y"	3	"日誌"	
"03833"	"語"	"语"	"ng"	"ei"	2		
"03834"	"誣"	"诬"	"v"	"u"	1		
"03835"	"認"	"认"	"n"	"in"	3		
"03836"	"誡"	"诫"	"k"	"a"	3		
"03837"	"誓"		"zh"	"i"	3		
"03838"	"誤"	"误"	"ng"	"u"	3		
"03839"	"說"	"说"	"sh"	"ioeh"		"小說"	
	"說"	"说"	"sh"	"iu"	3	"遊說"	
"03840"	"誥"	"诰"	"k"	"au"	3		
"03841"	"誨"	"诲"	"h"	"uei"	3		
"03842"	"誘"	"诱"	"gh"	"ieu"	2		"【唐韻】與久切【集韻】【韻會】以九切【正韻】云九切，音酉。"
"03843"	"誑"	"诳"	"k"	"iaon"	3		"【唐韻】居況切【集韻】【韻會】【正韻】古況切"
"03844"	"誼"	"谊"	"ng"	"i"	3		
"03845"	"諒"	"谅"	"l"	"ian"	3		
"03846"	"談"	"谈"	"d"	"ae"	1		
"03847"	"諄"	"谆"	"c"	"iuin"	1		
"03848"	"誕"	"诞"	"d"	"ae"	2		
"03849"	"請"	"请"	"tsh"	"ieon"	2		
"03850"	"諸"	"诸"	"ts"	"y"	1		
"03851"	"課"	"课"	"kh"	"ou"	3		
"03852"	"諉"	"诿"	"n"	"iu"	3		"【唐韻】【集韻】【韻會】【正韻】女恚切，音㨅。"
"03853"	"諂"	"谄"	"ch"	"ie"	2		
"03854"	"調"	"调"	"d"	"iau"	1	"調節"	
	"調"	"调"	"d"	"iau"	3	"調任"	
"03855"	"誰"	"谁"	"zh"	"iu"	1		
"03856"	"論"	"论"	"l"	"en"	1	"論語"	
	"論"	"论"	"l"	"en"	3	"討論"	
"03857"	"諍"	"诤"	"ts"	"an"	3		"【唐韻】【集韻】【韻會】側迸切，爭去聲。"
"03858"	"諦"	"谛"	"t"	"i"	3		
"03859"	"諺"	"谚"	"ng"	"ie"	3		
"03860"	"諫"	"谏"	"k"	"ae"	3		
"03861"	"諱"	"讳"	"h"	"iu"	3		
"03862"	"謀"	"谋"	"m"	"eu"	1		
"03863"	"諜"	"谍"	"d"	"iaeh"			
"03864"	"諧"	"谐"	"gh"	"a"	1		
"03865"	"諮"	"咨"	"ts"	"y"	1		
"03866"	"諾"	"诺"	"n"	"aoh"			
"03867"	"謁"	"谒"		"ieh"			
"03868"	"謂"	"谓"	"gh"	"iu"	3		
"03869"	"諷"	"讽"	"f"	"on"	3		
"03870"	"諭"	"谕"	"gh"	"iu"	3		
"03871"	"謎"	"谜"	"m"	"i"	3		
"03872"	"謗"	"谤"	"p"	"aon"	3		
"03873"	"謙"	"谦"	"kh"	"iae"	1		
"03874"	"講"	"讲"	"k"	"aon"	2		
"03875"	"謊"	"谎"	"h"	"uaon"	2		
"03876"	"謠"	"谣"	"gh"	"iau"	1		
"03877"	"謝"	"谢"	"z"	"ia"	3		
"03878"	"謄"	"誊"	"d"	"eon"	1		
"03880"	"謹"	"谨"	"k"	"in"	2		
"03881"	"謬"	"谬"	"m"	"iau"	3		
"03883"	"譜"	"谱"	"p"	"u"	2		
"03884"	"識"	"识"	"sh"	"ieoh"		"識字"	
	"識"	"识"	"ts"	"y"	3	"標識"	
"03885"	"證"	"证"	"c"	"ieon"	3	"證明"	
"03886"	"譚"	"谭"	"d"	"ee"	1		
"03887"	"譎"	"谲"	"k"	"ioeh"			
"03888"	"譏"	"讥"	"k"	"i"	1		
"03889"	"議"	"议"	"ng"	"i"	3		
"03890"	"譬"		"ph"	"i"	3		
"03891"	"警"		"k"	"ieon"	2		
"03892"	"譯"	"译"	"gh"	"ieoh"			
"03893"	"譴"	"谴"	"kh"	"ie"	3		"【唐韻】去戰切【集韻】【韻會】【正韻】詰戰切，音繾"
"03894"	"護"	"护"	"gh"	"u"	3		
"03895"	"譽"	"誉"	"gh"	"i"	3		
"03896"	"讀"	"读"	"d"	"oh"		"讀書"	
	"讀"	"读"	"d"	"eu"	3	"句讀"	
"03897"	"變"	"变"	"p"	"ie"	3		
"03898"	"讓"	"让"	"n"	"ian"	3		
"03899"	"讒"	"谗"	"z"	"ae"	1		
"03900"	"讖"	"谶"	"tsh"	"en"	3		
"03901"	"讚"	"赞"	"ts"	"ae"	3	"讚美，讚揚"	
"03902"	"谷"		"k"	"oh"		"山谷"	
"03903"	"豁"						
"03904"	"谿"	"溪"	"kh"	"i"	1		
"03905"	"豆"		"d"	"eu"	3		
"03906"	"豈"	"岂"	"kh"	"i"	2		
"03907"	"豉"		"z"	"y"	3		
"03908"	"豌"			"uoe"	2		
"03909"	"豎"	"竖"	"zh"	"iu"	2		
"03910"	"豐"	"丰"	"f"	"on"	1	"豐收，豐滿"	
"03911"	"豔"	"艳"	"gh"	"ie"	3		
"03912"	"豕"		"s"	"y"	2		
"03913"	"豚"		"d"	"en"	1		
"03914"	"象"		"z"	"ian"	2		
"03915"	"豢"		"gh"	"uae"	3		
"03916"	"豪"		"gh"	"au"	1		
"03917"	"豬"	"猪"	"ts"	"y"	1		
"03918"	"豫"		"gh"	"i"	3		
"03919"	"豺"		"z"	"a"	1		
"03920"	"豹"		"p"	"au"	3		
"03921"	"貂"		"t"	"iau"	1		
"03922"	"貊"		"m"	"ah"			
"03923"	"貉"		"gh"	"aoh"		"一丘之貉"	
"03924"	"貍"		"l"	"i"	1		
"03925"	"貌"		"m"	"au"	3		
"03926"	"貓"	"猫"	"m"	"au"	1		
"03927"	"貝"	"贝"	"p"	"ei"	3		
"03928"	"貞"	"贞"	"c"	"ieon"	1		
"03929"	"負"	"负"	"v"	"u"	2		
"03930"	"財"	"财"	"z"	"ai"	1		
"03931"	"貢"	"贡"	"k"	"on"	3		
"03932"	"販"	"贩"	"f"	"ae"	3		
"03933"	"責"	"责"	"ts"	"ah"			
"03934"	"貫"	"贯"	"k"	"uoe"	3		
"03935"	"貨"	"货"	"h"	"ou"	3		
"03936"	"貪"	"贪"	"th"	"ee"	1		
"03937"	"貧"	"贫"	"b"	"in"	1		
"03938"	"貯"	"贮"	"ts"	"y"	2		
"03939"	"貼"	"贴"	"th"	"iaeh"			
"03940"	"貳"	"贰"	"n"	"i"	3		
"03941"	"貽"	"贻"	"gh"	"i"	1		
"03942"	"賁"	"贲"	"p"	"en"	1		"姓氏"
"03943"	"費"	"费"	"f"	"i"	3	"費用"	
	"費"	"费"	"v"	"i"	3		"姓氏"
"03944"	"賀"	"贺"	"gh"	"ou"	3		
"03945"	"貴"	"贵"	"k"	"iu"	3		
"03946"	"買"	"买"	"m"	"a"	2		
"03947"	"貶"	"贬"	"p"	"ie"	2		
"03948"	"貿"	"贸"	"m"	"eu"	3		
"03949"	"貸"	"贷"	"d"	"ai"	3		
"03950"	"賊"	"贼"	"z"	"eoh"			
"03951"	"資"	"资"	"ts"	"y"	1		
"03952"	"賈"	"贾"	"k"	"o"	2		"姓氏"
	"賈"	"贾"	"k"	"u"	2	"商賈"	
"03953"	"賄"	"贿"	"h"	"uei"	3		
"03954"	"貲"	"赀"	"ts"	"y"	1		
"03955"	"賃"	"赁"	"n"	"in"	3		
"03956"	"賂"	"赂"	"l"	"u"	3		
"03957"	"賅"	"赅"	"k"	"ai"	1		
"03958"	"賓"	"宾"	"p"	"in"	1		
"03959"	"賑"	"赈"	"c"	"in"	3		
"03960"	"賒"	"赊"	"sh"	"ia"	1		
"03961"	"賠"	"赔"	"b"	"ei"	1		
"03962"	"賞"	"赏"	"sh"	"ian"	2		
"03963"	"賦"	"赋"	"f"	"u"	3		
"03964"	"賤"	"贱"	"z"	"ie"	3		
"03965"	"賬"	"账"	"c"	"ian"	3		
"03966"	"賭"	"赌"	"t"	"u"	2		
"03967"	"賢"	"贤"	"gh"	"iae"	1		
"03968"	"賣"	"卖"	"m"	"a"	3		
"03969"	"賜"	"赐"	"s"	"y"	3		
"03970"	"質"	"质"	"c"	"ih"			
"03971"	"賴"	"赖"	"l"	"a"	3		
"03972"	"賺"	"赚"	"dz"	"ae"	2		
"03973"	"賽"	"赛"	"s"	"ai"	3		
"03974"	"購"	"购"	"k"	"eu"	3		
"03975"	"贅"	"赘"	"c"	"iu"	3		
"03976"	"贈"	"赠"	"z"	"eon"	3		
"03977"	"贊"	"赞"	"ts"	"ae"	3	"贊助"	
"03978"	"贏"	"赢"	"gh"	"ieon"	1		
"03979"	"贍"	"赡"	"zh"	"ie"	3		
"03980"	"贓"	"赃"	"ts"	"aon"	1		
"03981"	"贖"	"赎"	"zh"	"ioh"			
"03982"	"贗"	"赝"	"ng"	"ae"	3		
"03983"	"贛"	"赣"	"k"	"ee"	3		
"03984"	"赤"		"ch"	"ieoh"			
"03985"	"赧"		"n"	"ae"	2		
"03986"	"赦"		"sh"	"ia"	3		
"03987"	"赫"		"h"	"ah"			
"03988"	"赭"		"c"	"ia"	2		
"03989"	"走"		"ts"	"eu"	2		
"03990"	"赴"		"f"	"u"	3		
"03991"	"赳"		"k"	"ieu"	2		"【廣韻】居黝切【集韻】【韻會】吉酉切【正韻】舉有切"
"03992"	"起"	"起"	"kh"	"i"	2		
"03993"	"越"		"gh"	"ioeh"			
"03994"	"超"		"ch"	"iau"	1		
"03995"	"趁"		"ch"	"in"	3		
"03996"	"趙"	"赵"	"j"	"iau"	2		
"03997"	"趕"	"赶"	"k"	"oe"	2		
"03998"	"趟"		"th"	"aon"	3		
"03999"	"趣"		"tsh"	"iu"	3		
"04000"	"趨"	"趋"	"tsh"	"iu"	1		
"04001"	"足"		"ts"	"ioh"			
"04002"	"趴"						
"04003"	"趾"		"ts"	"y"	2		
"04004"	"跎"		"d"	"ou"	1		
"04005"	"距"		"g"	"ei"	2		
"04006"	"跋"		"b"	"oeh"			
"04007"	"跚"	"跚"	"s"	"ae"	1		
"04008"	"跑"		"b"	"au"	1		
"04009"	"跌"		"t"	"iaeh"			
"04010"	"跛"		"p"	"ou"	2		
"04011"	"跆"		"d"	"ai"	1		
"04012"	"跡"	"迹"	"ts"	"ieoh"			
"04013"	"跟"		"k"	"en"	1		
"04014"	"跨"		"kh"	"uo"	3		
"04015"	"路"		"l"	"u"	3		
"04016"	"跳"		"th"	"iau"	3		
"04017"	"跺"		"t"	"ou"	3		
"04018"	"跪"		"g"	"iu"	2		
"04019"	"跼"	"局"	"g"	"ioh"			
"04020"	"踫"		"b"	"ae"	1		
"04021"	"踐"	"践"	"z"	"ie"	3		
"04022"	"踝"		"gh"	"uo"	2		
"04023"	"踢"		"th"	"ieoh"			
"04024"	"踏"		"d"	"eeh"			
"04025"	"踩"		"tsh"	"ai"	2		
"04026"	"踟"		"dz"	"y"	1		
"04027"	"蹄"		"d"	"i"	1		
"04028"	"踱"		"d"	"aoh"			
"04029"	"踴"	"踊"	"gh"	"ion"	2		
"04030"	"蹂"		"n"	"ieu"	1		
"04031"	"踹"		"zh"	"ioe"	2		
"04032"	"踵"		"c"	"ion"	2		
"04033"	"蹉"		"tsh"	"ou"	1		
"04034"	"蹋"		"th"	"eeh"			
"04035"	"蹈"		"d"	"au"	3		
"04036"	"蹊"		"gh"	"i"	1		
"04037"	"蹙"		"ts"	"ioh"			
"04038"	"蹣"	"蹒"	"b"	"oe"	1		
"04039"	"蹦"		"p"	"on"	3		
"04040"	"蹤"	"踪"	"ts"	"ion"	1		
"04041"	"蹼"		"ph"	"oh"			
"04042"	"蹲"		"t"	"en"	1		
"04043"	"躇"		"dz"	"y"	1		
"04044"	"蹶"		"k"	"ioeh"			
"04045"	"蹬"		"t"	"eon"	1		
"04046"	"蹺"	"跷"	"kh"	"iau"	1		
"04047"	"躉"	"趸"	"t"	"en"	2		
"04048"	"躁"		"tsh"	"au"	3		
"04049"	"躅"		"j"	"ioh"			
"04050"	"躂"	"跶"	"th"	"aeh"			
"04051"	"躊"	"踌"	"j"	"ieu"	1		
"04052"	"躍"	"跃"	"gh"	"iah"			
"04053"	"躑"	"踯"	"j"	"ieoh"			
"04054"	"躡"	"蹑"	"n"	"ieh"			
"04055"	"躪"	"躏"	"l"	"in"	3		
"04056"	"身"		"sh"	"in"	1		
"04057"	"躬"		"k"	"ion"	1		
"04058"	"躲"		"t"	"ou"	2		
"04059"	"躺"		"th"	"aon"	2		
"04060"	"軀"	"躯"	"kh"	"iu"	1		
"04061"	"車"	"车"	"ch"	"ia"	1	"火車"	
	"車"	"车"	"k"	"ei"	1		"象棋棋子"
"04062"	"軋"	"轧"	"g"	"aeh"			
"04063"	"軍"	"军"	"k"	"iuin"	1		
"04064"	"軌"	"轨"	"k"	"iu"	2		
"04065"	"軒"	"轩"	"h"	"ie"	1		
"04066"	"軔"	"轫"	"n"	"in"	3		
"04067"	"軛"	"轭"		"ah"			
"04068"	"軟"	"软"	"n"	"ioe"	2		
"04069"	"軻"	"轲"	"kh"	"ou"	1		
"04070"	"軸"	"轴"	"g"	"ioh"			"惯用音"
"04071"	"軼"	"轶"	"gh"	"ih"			
"04072"	"較"	"较"	"k"	"au"	3		
"04073"	"載"	"载"	"ts"	"ai"	2	"三年五載"	
	"載"	"载"	"ts"	"ai"	3	"裝載，記載"	
"04074"	"軾"	"轼"	"sh"	"ieoh"			
"04075"	"輊"	"轾"	"ts"	"y"	3		
"04076"	"輔"	"辅"	"v"	"u"	2		
"04077"	"輒"	"辄"	"c"	"ieh"			
"04078"	"輕"	"轻"	"kh"	"ieon"	1		
"04079"	"輓"	"挽"	"v"	"ae"	2	"輓歌"	
	"輓"	"挽"	"m"	"ae"	2		"口语音，切割"
"04080"	"輝"	"辉"	"h"	"iu"	1		
"04081"	"輛"	"辆"	"l"	"ian"	3		
"04082"	"輟"	"辍"	"c"	"ioeh"			
"04083"	"輩"	"辈"	"p"	"ei"	3		
"04084"	"輦"	"辇"	"l"	"ie"	2		
"04085"	"輪"	"轮"	"l"	"iuin"	1		"可念作lin或len"
"04086"	"輜"	"辎"	"ts"	"y"	1		
"04087"	"輻"	"辐"	"f"	"oh"			
"04088"	"輯"	"辑"	"tsh"	"ih"			"惯用音"
"04089"	"輸"	"输"	"sh"	"iu"	1		
"04090"	"轄"	"辖"	"gh"	"aeh"		"直轄"	
	"轄"	"辖"	"h"	"uaeh"			"惯用音"
"04091"	"輾"	"辗"	"c"	"ie"	2		
"04092"	"轂"	"毂"	"k"	"oh"			
"04093"	"轅"	"辕"	"gh"	"ioe"	1		
"04094"	"輿"	"舆"	"gh"	"i"	1		
"04095"	"轉"	"转"	"c"	"ioe"	2		
"04096"	"轍"	"辙"	"j"	"ieh"			
"04097"	"轔"	"辚"	"l"	"in"	1		
"04098"	"轎"	"轿"	"g"	"iau"	3		
"04099"	"轟"	"轰"	"h"	"uan"	1		
"04100"	"轡"	"辔"	"p"	"i"	3		
"04101"	"辛"		"s"	"in"	1		
"04102"	"辜"		"k"	"u"	1		
"04103"	"辟"		"p"	"ieoh"		"復辟"	
	"辟"		"ph"	"ieoh"		"鞭辟入裡"	
"04104"	"辣"		"l"	"aeh"			
"04105"	"辨"		"b"	"ie"	2		
"04106"	"辦"	"办"	"b"	"ae"	3		
"04107"	"辭"	"辞"	"z"	"y"	1		
"04108"	"辯"	"辩"	"b"	"ie"	2		
"04109"	"辰"		"zh"	"in"	1		
"04110"	"辱"		"n"	"ioh"			
"04111"	"農"	"农"	"n"	"on"	1		
"04112"	"迂"	"迂"		"iu"	1		
"04114"	"迅"		"s"	"in"	3		
"04115"	"迄"		"kh"	"ih"			
"04116"	"巡"		"z"	"iuin"	1		
"04117"	"迎"		"ng"	"ieon"	1		
"04118"	"返"		"f"	"ae"	2		
"04119"	"近"		"g"	"in"	2		
"04120"	"述"		"zh"	"iuih"			
"04121"	"迦"		"k"	"o"	1		
"04122"	"迢"		"d"	"iau"	1		
"04123"	"迪"		"d"	"ieoh"			
"04124"	"迥"		"gh"	"ion"	2		
"04125"	"迭"		"d"	"iaeh"			
"04126"	"迫"		"p"	"ah"			
"04127"	"送"		"s"	"on"	3		
"04128"	"逆"		"ng"	"ieoh"			
"04129"	"迷"		"m"	"i"	1		
"04130"	"退"		"th"	"ei"	3		
"04131"	"迺"		"n"	"ai"	2		
"04132"	"迴"	"回"	"gh"	"uei"	1	"迂迴"	
"04133"	"逃"		"d"	"au"	1		
"04134"	"追"		"c"	"iu"	1		
"04135"	"逅"		"gh"	"eu"	3		
"04137"	"逍"		"s"	"iau"	1		
"04138"	"通"		"th"	"on"	1		
"04139"	"逗"		"d"	"eu"	3		
"04140"	"連"	"连"	"l"	"ie"	1		
"04141"	"速"		"s"	"oh"			
"04142"	"逝"		"zh"	"i"	3		
"04143"	"逐"		"j"	"ioh"			
"04144"	"逕"	"迳"	"k"	"ieon"	3		
"04145"	"逞"		"ch"	"ieon"	2		
"04146"	"造"		"z"	"au"	2	"造化，製造"	
	"造"		"tsh"	"au"	3	"造訪，造詣，登峰造極"	
"04147"	"透"		"th"	"eu"	3		
"04148"	"逢"		"v"	"on"	1		
"04149"	"逖"		"th"	"ieoh"			
"04150"	"逛"		"g"	"iaon"	3		
"04151"	"途"		"d"	"u"	1		
"04152"	"逮"		"d"	"ai"	3		
"04153"	"逵"		"g"	"iu"	1		
"04154"	"週"	"周"	"c"	"ieu"	1	"週年，週末"	
"04155"	"逸"		"gh"	"ih"			
"04156"	"進"	"进"	"ts"	"in"	3		
"04157"	"運"	"运"	"gh"	"iuin"	3		
"04158"	"遊"	"游"	"gh"	"ieu"	1	"遊行，旅遊"	
"04159"	"道"		"d"	"au"	2		
"04160"	"遂"		"z"	"iu"	3		
"04161"	"達"	"达"	"d"	"aeh"			
"04162"	"逼"		"p"	"ieoh"			
"04163"	"違"	"违"	"gh"	"iu"	1		
"04164"	"遐"		"gh"	"o"	1		
"04165"	"遇"		"ng"	"iu"	3		
"04166"	"遏"			"oeh"			
"04167"	"過"	"过"	"k"	"ou"	3		
	"過"	"过"	"k"	"ou"	1		"姓氏"
"04168"	"遍"		"p"	"iae"	3		
"04169"	"遑"		"gh"	"uaon"	1		
"04170"	"逾"		"gh"	"iu"	1		
"04171"	"遁"		"d"	"en"	3		
"04172"	"遠"	"远"	"gh"	"ioe"	2		
	"遠"	"远"	"gh"	"ioe"	3	"避而遠之"	"動詞，古漢語音"
"04173"	"遘"		"k"	"eu"	3		
"04174"	"遜"	"逊"	"s"	"en"	3		
"04175"	"遣"		"kh"	"ie"	2		
"04176"	"遙"	"遥"	"gh"	"iau"	1		
"04177"	"遞"	"递"	"d"	"i"	3		
"04178"	"適"	"适"	"sh"	"ieoh"			
"04179"	"遮"		"c"	"ia"	1		
"04180"	"遨"		"ng"	"au"	1		
"04181"	"遭"		"ts"	"au"	1		
"04182"	"遷"	"迁"	"tsh"	"ie"	1		
"04183"	"遵"		"ts"	"en"	1		
"04184"	"遴"		"l"	"in"	1		
"04185"	"選"	"选"	"s"	"ioe"	2		
"04186"	"遲"	"迟"	"dz"	"y"	1		
"04187"	"遼"	"辽"	"l"	"iau"	1		
"04188"	"遺"	"遗"	"gh"	"iu"	1	"遺失，遺漏"	
	"遺"	"遗"	"gh"	"iu"	3		"馈赠，古汉语音"
"04189"	"避"		"b"	"i"	3		
"04190"	"遽"		"g"	"iu"	3		
"04191"	"還"	"还"	"gh"	"uae"	1	"歸還"	
	"還"	"还"	"gh"	"a"	1	"還有"	"口语音"
"04192"	"邁"	"迈"	"m"	"a"	3		
"04193"	"邂"		"gh"	"a"	3		
"04194"	"邀"			"iau"	1		
"04195"	"邇"	"迩"	"n"	"i"	2		
"04196"	"邊"	"边"	"p"	"iae"	1		
"04197"	"邐"	"逦"	"l"	"i"	2		
"04198"	"邏"	"逻"	"l"	"ou"	1		
"04199"	"邑"			"ih"			
"04200"	"邕"			"ion"	1		
"04201"	"邢"		"gh"	"ieon"	1		
"04202"	"邪"		"z"	"ia"	1		
"04203"	"邦"		"p"	"aon"	1		
"04204"	"那"		"n"	"ou"	1		"唐韻】【廣韻】諾何切【集韻】【韻會】囊何切【正韻】奴何切"
"04205"	"邵"		"zh"	"iau"	3		
"04206"	"邸"		"t"	"i"	2		
"04207"	"邱"		"kh"	"ieu"	1		
"04208"	"郊"		"k"	"au"	1		
"04209"	"郎"		"l"	"aon"	1		
"04210"	"郁"			"ioh"			"姓氏"
"04211"	"郡"		"g"	"iuin"	3		
"04212"	"部"		"b"	"u"	2		
"04213"	"郭"		"k"	"uaoh"			
"04214"	"都"		"t"	"u"	1		
"04215"	"鄂"		"ng"	"aoh"			
"04216"	"郵"	"邮"	"gh"	"ieu"	1		
"04217"	"鄉"	"乡"	"h"	"ian"	1		
"04218"	"鄒"	"邹"	"ts"	"eu"	1		
"04219"	"鄙"		"p"	"i"	2		
"04220"	"鄰"	"邻"	"l"	"in"	1		
"04221"	"鄭"	"郑"	"j"	"ieon"	3		
"04222"	"鄧"	"邓"	"d"	"eon"	3		
"04223"	"鄱"		"b"	"ou"	1		
"04225"	"酉"		"gh"	"ieu"	2		
"04226"	"酋"		"z"	"ieu"	1		
"04227"	"酊"		"t"	"ieon"	1		"医学用字"
	"酊"		"t"	"ieon"	2	"酩酊大醉"	
"04228"	"酒"		"ts"	"ieu"	2		
"04229"	"配"		"ph"	"ei"	3		
"04230"	"酌"		"c"	"iah"			
"04231"	"酗"		"h"	"iu"	3		
"04232"	"酣"		"gh"	"ee"	1		
"04233"	"酥"		"s"	"u"	1		
"04234"	"酬"		"j"	"ieu"	1		"【集韻】留切【正韻】除留切"
"04235"	"酪"		"l"	"aoh"			
"04236"	"酩"		"m"	"ieon"	2		
"04237"	"酵"		"k"	"au"	3		
"04238"	"酸"		"s"	"oe"	1		
"04239"	"酷"		"kh"	"oh"			
"04240"	"醇"		"zh"	"iuin"	1		
"04241"	"醉"		"ts"	"iu"	3		
"04242"	"醋"		"tsh"	"u"	3		
"04243"	"醃"	"腌"		"ie"	1		
"04244"	"醒"		"s"	"ieon"	2		
"04245"	"醣"		"d"	"aon"	1		
"04246"	"醞"	"酝"		"iuin"	3		
"04247"	"醜"	"丑"	"ch"	"ieu"	2	"醜陋"	
"04248"	"醫"	"医"		"i"	1		
"04249"	"醬"	"酱"	"ts"	"ian"	3		
"04250"	"醺"		"h"	"iuin"	1		
"04251"	"釀"	"酿"	"n"	"ian"	3		
"04252"	"釁"	"衅"	"h"	"in"	3		
"04253"	"采"		"tsh"	"ai"	2	"風采"	
	"采"		"tsh"	"ai"	3	"采邑"	
"04254"	"釉"		"gh"	"ieu"	3		
"04255"	"釋"	"释"	"sh"	"ieoh"			
"04256"	"里"		"l"	"i"	2	"公里，鄉里"	
"04257"	"重"		"j"	"ion"	1	"重慶，重複"	
	"重"		"j"	"ion"	2	"輕重"	
"04258"	"野"		"gh"	"ia"	2		
"04259"	"量"		"l"	"ian"	1	"測量"	"动词"
	"量"		"l"	"ian"	3	"產量"	"名词"
"04260"	"釐"	"厘"	"l"	"i"	1		
"04261"	"金"		"k"	"in"	1		
"04262"	"釘"	"钉"	"t"	"ieon"	1	"鐵釘"	"名词"
	"釘"	"钉"	"t"	"ieon"	3		"动词"
"04263"	"針"	"针"	"c"	"in"	1		
"04264"	"釗"	"钊"	"c"	"iau"	1		
"04265"	"釜"		"v"	"u"	2		
"04266"	"釵"	"钗"	"tsh"	"a"	1		
"04267"	"釦"	"扣"	"kh"	"eu"	3		
"04268"	"釣"	"钓"	"t"	"iau"	3		
"04269"	"釧"	"钏"	"ch"	"ioe"	3		
"04270"	"鈔"	"钞"	"tsh"	"au"	1		
"04271"	"鈣"	"钙"	"k"	"ai"	3		
"04272"	"鈕"	"钮"	"n"	"ieu"	2		
"04273"	"鈉"	"钠"	"n"	"eeh"			
"04274"	"鈞"	"钧"	"k"	"iuin"	1		
"04275"	"鈍"	"钝"	"d"	"en"	3		
"04276"	"鈐"	"钤"	"g"	"ie"	1		
"04277"	"鈷"	"钴"	"k"	"u"	2		
"04278"	"鉗"	"钳"	"g"	"ie"	1		
"04279"	"鈸"	"钹"	"b"	"oeh"			
"04280"	"鈽"	"钸"	"p"	"u"	1		"金属板"
	"鈽"	"钸"	"p"	"u"	3		"金属元素pu"
"04281"	"鉀"	"钾"	"k"	"aeh"			
"04282"	"鈾"	"铀"	"gh"	"ieu"	1		
"04283"	"鉛"	"铅"	"kh"	"ae"	1		"惯用音"
	"鉛"	"铅"	"gh"	"ie"	1	"铅山"	
"04284"	"鉋"	"铇"	"b"	"au"	3		"木工工具，名词"
"04285"	"鉤"	"钩"	"k"	"eu"	1		
"04286"	"鉑"	"铂"	"b"	"ah"			
"04287"	"鈴"	"铃"	"l"	"ieon"	1		
"04288"	"鉸"	"铰"	"k"	"au"	2		
"04289"	"銬"	"铐"	"kh"	"au"	3		
"04290"	"銀"	"银"	"ng"	"in"	1		
"04291"	"銅"	"铜"	"d"	"on"	1		
"04292"	"銘"	"铭"	"m"	"ieon"	1		
"04293"	"銖"	"铢"	"zh"	"iu"	1	"錙銖"	"【唐韻】市朱切【集韻】【韻會】慵朱切"
"04294"	"鉻"	"铬"	"k"	"aoh"			"金属元素Cr"
"04295"	"銓"	"铨"	"tsh"	"ioe"	1		
"04296"	"銜"	"衔"	"gh"	"ae"	1		
"04297"	"鋅"	"锌"	"s"	"in"	1		
"04298"	"銻"	"锑"	"th"	"i"	1		
"04299"	"銷"	"销"	"s"	"iau"	1		
"04300"	"鋪"	"铺"	"ph"	"u"	1	"鋪張"	
	"鋪"	"铺"	"ph"	"u"	3	"商鋪"	"又作“舖”"
"04301"	"鋤"	"锄"	"z"	"u"	1		
"04302"	"鋁"	"铝"	"l"	"i"	2		
"04303"	"銳"	"锐"	"gh"	"uei"	3		
"04304"	"銼"	"锉"	"tsh"	"ou"	3		
"04305"	"鋒"	"锋"	"f"	"on"	1		
"04306"	"錠"	"锭"	"d"	"ieon"	3		
"04307"	"錶"	"表"	"p"	"iau"	2	"手錶"	
"04308"	"鋸"	"锯"	"k"	"ei"	3		
"04309"	"錳"	"锰"	"m"	"an"	2		
"04310"	"錯"	"错"	"tsh"	"ou"	3		
