"繁體"	"簡體"	"拼音"	"音標"
"誦"	"誦"	"yao6"	"jɔ˨˨"
"王"	"王"	"yao6"	"jɔ˨˨"
"用"	"用"	"yao6"	"jɔ˨˨"
"杯"	"杯"	"pai1"	"pai˧˧"
"卑"	"卑"	"pai1"	"pai˧˧"
"悲"	"悲"	"pai1"	"pai˧˧"
"碑"	"碑"	"pai1"	"pai˧˧"
"貝"	"貝"	"pai5"	"pai˥˨"
"背"	"背"	"pai5"	"pai˥˨"
"狽"	"狽"	"pai5"	"pai˥˨"
"褙"	"褙"	"pai5"	"pai˥˨"
"輩"	"輩"	"pai5"	"pai˥˨"
"簸"	"簸"	"pai5"	"pai˥˨"
"北"	"北"	"pai7"	"pai˨˩˧"
"不"	"不"	"pai7"	"pai˨˩˧"
"胚"	"胚"	"phai1"	"pʰai˧˧"
"坯"	"坯"	"phai1"	"pʰai˧˧"
"沛"	"沛"	"phai5"	"pʰai˥˨"
"配"	"配"	"phai5"	"pʰai˥˨"
"徘"	"徘"	"bai2"	"bai˧˩"
"陪"	"陪"	"bai2"	"bai˧˩"
"培"	"培"	"bai2"	"bai˧˩"
"裴"	"裴"	"bai2"	"bai˧˩"
"賠"	"賠"	"bai2"	"bai˧˩"
"倍"	"倍"	"bai4"	"bai˧˥"
"培"	"培"	"bai4"	"bai˧˥"
"背"	"背"	"bai6"	"bai˨˨"
"悖"	"悖"	"bai6"	"bai˨˨"
"焙"	"焙"	"bai6"	"bai˨˨"
"佩"	"佩"	"bai6"	"bai˨˨"
"妹"	"妹"	"mai1"	"mai˧˧"
"蛾"	"蛾"	"mai2"	"mai˧˩"
"玫"	"玫"	"mai2"	"mai˧˩"
"枚"	"枚"	"mai2"	"mai˧˩"
"莓"	"莓"	"mai2"	"mai˧˩"
"梅"	"梅"	"mai2"	"mai˧˩"
"媒"	"媒"	"mai2"	"mai˧˩"
"煤"	"煤"	"mai2"	"mai˧˩"
"每"	"每"	"mai4"	"mai˧˥"
"妹"	"妹"	"mai6"	"mai˨˨"
"昧"	"昧"	"mai6"	"mai˨˨"
"面"	"面"	"mai6"	"mai˨˨"
"墨"	"墨"	"mai8"	"mai˨˩˧"
"默"	"默"	"mai8"	"mai˨˩˧"
"物"	"物"	"mai8"	"mai˨˩˧"
"灰"	"灰"	"fai1"	"fai˧˧"
"揮"	"揮"	"fai1"	"fai˧˧"
"詼"	"詼"	"fai1"	"fai˧˧"
"麾"	"麾"	"fai1"	"fai˧˧"
"徽"	"徽"	"fai1"	"fai˧˧"
"悔"	"悔"	"fai3"	"fai˧˥"
"賄"	"賄"	"fai3"	"fai˧˥"
"燴"	"燴"	"fai3"	"fai˧˥"
"悔"	"悔"	"fai5"	"fai˥˨"
"晦"	"晦"	"fai5"	"fai˥˨"
"喙"	"喙"	"fai5"	"fai˥˨"
"誨"	"誨"	"fai5"	"fai˥˨"
"燴"	"燴"	"fai5"	"fai˥˨"
"沸"	"沸"	"fai7"	"fai˨˩˧"
"佛"	"佛"	"fai7"	"fai˨˩˧"
"弗"	"弗"	"fai7"	"fai˨˩˧"
"拂"	"拂"	"fai7"	"fai˨˩˧"
"勿"	"勿"	"fai7"	"fai˨˩˧"
"煨"	"煨"	"Vai1"	"ʔvai˧˧"
"畏"	"畏"	"Vai5"	"ʔvai˥˨"
"徊"	"徊"	"Vai2"	"vai˧˩"
"回"	"回"	"Vai2"	"vai˧˩"
"茴"	"茴"	"Vai2"	"vai˧˩"
"回"	"回"	"Vai2"	"vai˧˩"
"蛔"	"蛔"	"Vai2"	"vai˧˩"
"巍"	"巍"	"Vai2"	"vai˧˩"
"桅"	"桅"	"Vai2"	"vai˧˩"
"嵬"	"嵬"	"Vai2"	"vai˧˩"
"匯"	"匯"	"Vai4"	"vai˧˥"
"匯"	"匯"	"Vai6"	"vai˨˨"
"會"	"會"	"Vai6"	"vai˨˨"
"潰"	"潰"	"Vai6"	"vai˨˨"
"魏"	"魏"	"Vai6"	"vai˨˨"
"佛"	"佛"	"Vai8"	"vai˨˩˧"
"惑"	"惑"	"Vai8"	"vai˨˩˧"
"物"	"物"	"Vai8"	"vai˨˩˧"
"堆"	"堆"	"tai1"	"tai˧˧"
"兌"	"兌"	"tai5"	"tai˥˨"
"碓"	"碓"	"tai5"	"tai˥˨"
"對"	"對"	"tai5"	"tai˥˨"
"咄"	"咄"	"tai7"	"tai˨˩˧"
"推"	"推"	"thai1"	"tʰai˧˧"
"腿"	"腿"	"thai3"	"tʰai˧˥"
"退"	"退"	"thai5"	"tʰai˥˨"
"蛻"	"蛻"	"thai5"	"tʰai˥˨"
"褪"	"褪"	"thai5"	"tʰai˥˨"
"唾"	"唾"	"thai5"	"tʰai˥˨"
"脫"	"脫"	"thai7"	"tʰai˨˩˧"
"頹"	"頹"	"dai2"	"dai˧˩"
"頹"	"頹"	"dai2"	"dai˧˩"
"兌"	"兌"	"dai6"	"dai˨˨"
"隊"	"隊"	"dai6"	"dai˨˨"
"奪"	"奪"	"dai8"	"dai˨˩˧"
"挪"	"挪"	"nai1"	"nai˧˧"
"餒"	"餒"	"nai4"	"nai˧˥"
"內"	"內"	"nai6"	"nai˨˨"
"累"	"累"	"lai1"	"lai˧˧"
"雷"	"雷"	"lai2"	"lai˧˩"
"蕾"	"蕾"	"lai2"	"lai˧˩"
"累"	"累"	"lai2"	"lai˧˩"
"擂"	"擂"	"lai2"	"lai˧˩"
"腡"	"腡"	"lai2"	"lai˧˩"
"磊"	"磊"	"lai4"	"lai˧˥"
"儡"	"儡"	"lai4"	"lai˧˥"
"壘"	"壘"	"lai4"	"lai˧˥"
"累"	"累"	"lai4"	"lai˧˥"
"裸"	"裸"	"lai4"	"lai˧˥"
"瘰"	"瘰"	"lai4"	"lai˧˥"
"淚"	"淚"	"lai6"	"lai˨˨"
"擂"	"擂"	"lai6"	"lai˨˨"
"捋"	"捋"	"lai8"	"lai˨˩˧"
"最"	"最"	"tsai1"	"tsai˧˧"
"最"	"最"	"tsai5"	"tsai˥˨"
"醉"	"醉"	"tsai5"	"tsai˥˨"
"汁"	"汁"	"tsai7"	"tsai˨˩˧"
"執"	"執"	"tsai7"	"tsai˨˩˧"
"窒"	"窒"	"tsai7"	"tsai˨˩˧"
"質"	"質"	"tsai7"	"tsai˨˩˧"
"卒"	"卒"	"tsai7"	"tsai˨˩˧"
"崔"	"崔"	"tshai1"	"tsʰai˧˧"
"催"	"催"	"tshai1"	"tsʰai˧˧"
"摧"	"摧"	"tshai1"	"tsʰai˧˧"
"衰"	"衰"	"tshai1"	"tsʰai˧˧"
"脆"	"脆"	"tshai3"	"tsʰai˧˥"
"脆"	"脆"	"tshai5"	"tsʰai˥˨"
"翠"	"翠"	"tshai5"	"tsʰai˥˨"
"撮"	"撮"	"tshai7"	"tsʰai˨˩˧"
"緝"	"緝"	"tshai7"	"tsʰai˨˩˧"
"輯"	"輯"	"tshai7"	"tsʰai˨˩˧"
"七"	"七"	"tshai7"	"tsʰai˨˩˧"
"柒"	"柒"	"tshai7"	"tsʰai˨˩˧"
"漆"	"漆"	"tshai7"	"tsʰai˨˩˧"
"摧"	"摧"	"dzai2"	"dzai˧˩"
"侄"	"侄"	"dzai8"	"dzai˨˩˧"
"秩"	"秩"	"dzai8"	"dzai˨˩˧"
"衰"	"衰"	"sai1"	"sai˧˧"
"細"	"細"	"sai3"	"sai˧˥"
"碎"	"碎"	"sai5"	"sai˥˨"
"細"	"細"	"sai5"	"sai˥˨"
"率"	"率"	"sai7"	"sai˨˩˧"
"瑟"	"瑟"	"sai7"	"sai˨˩˧"
"失"	"失"	"sai7"	"sai˨˩˧"
"虱"	"虱"	"sai7"	"sai˨˩˧"
"獅"	"獅"	"sai7"	"sai˨˩˧"
"濕"	"濕"	"sai7"	"sai˨˩˧"
"室"	"室"	"sai7"	"sai˨˩˧"
"摔"	"摔"	"sai7"	"sai˨˩˧"
"蟀"	"蟀"	"sai7"	"sai˨˩˧"
"膝"	"膝"	"sai7"	"sai˨˩˧"
"罪"	"罪"	"zai4"	"zai˧˥"
"悴"	"悴"	"zai6"	"zai˨˨"
"粹"	"粹"	"zai6"	"zai˨˨"
"芮"	"芮"	"zai6"	"zai˨˨"
"鋭"	"鋭"	"zai6"	"zai˨˨"
"鋭"	"鋭"	"zai6"	"zai˨˨"
"睡"	"睡"	"zai6"	"zai˨˨"
"疾"	"疾"	"zai8"	"zai˨˩˧"
"集"	"集"	"zai8"	"zai˨˩˧"
"嫉"	"嫉"	"zai8"	"zai˨˩˧"
"輯"	"輯"	"zai8"	"zai˨˩˧"
"日"	"日"	"zai8"	"zai˨˩˧"
"入"	"入"	"zai8"	"zai˨˩˧"
"什"	"什"	"zai8"	"zai˨˩˧"
"十"	"十"	"zai8"	"zai˨˩˧"
"拾"	"拾"	"zai8"	"zai˨˩˧"
"實"	"實"	"zai8"	"zai˨˩˧"
"習"	"習"	"zai8"	"zai˨˩˧"
"襲"	"襲"	"zai8"	"zai˨˩˧"
"革"	"革"	"cai7"	"tɕai˨˩˧"
"給"	"給"	"cai7"	"tɕai˨˩˧"
"激"	"激"	"cai7"	"tɕai˨˩˧"
"擊"	"擊"	"cai7"	"tɕai˨˩˧"
"吉"	"吉"	"cai7"	"tɕai˨˩˧"
"汲"	"汲"	"cai7"	"tɕai˨˩˧"
"急"	"急"	"cai7"	"tɕai˨˩˧"
"級"	"級"	"cai7"	"tɕai˨˩˧"
"棘"	"棘"	"cai7"	"tɕai˨˩˧"
"戟"	"戟"	"cai7"	"tɕai˨˩˧"
"桔"	"桔"	"cai7"	"tɕai˨˩˧"
"橘"	"橘"	"cai7"	"tɕai˨˩˧"
"吃"	"吃"	"chai7"	"tɕʰai˨˩˧"
"乞"	"乞"	"chai7"	"tɕʰai˨˩˧"
"迄"	"迄"	"chai7"	"tɕʰai˨˩˧"
"泣"	"泣"	"chai7"	"tɕʰai˨˩˧"
"訖"	"訖"	"chai7"	"tɕʰai˨˩˧"
"隙"	"隙"	"chai7"	"tɕʰai˨˩˧"
"圾"	"圾"	"jai8"	"dʑai˨˩˧"
"屐"	"屐"	"jai8"	"dʑai˨˩˧"
"及"	"及"	"jai8"	"dʑai˨˩˧"
"極"	"極"	"jai8"	"dʑai˨˩˧"
"劇"	"劇"	"jai8"	"dʑai˨˩˧"
"掘"	"掘"	"jai8"	"dʑai˨˩˧"
"逆"	"逆"	"gnai8"	"ȵai˨˩˧"
"匿"	"匿"	"gnai8"	"ȵai˨˩˧"
"溺"	"溺"	"gnai8"	"ȵai˨˩˧"
"日"	"日"	"gnai8"	"ȵai˨˩˧"
"吸"	"吸"	"shai7"	"ɕai˨˩˧"
"一"	"一"	"yai7"	"ʔjai˨˩˧"
"揖"	"揖"	"yai7"	"ʔjai˨˩˧"
"壹"	"壹"	"yai7"	"ʔjai˨˩˧"
"乙"	"乙"	"yai7"	"ʔjai˨˩˧"
"抑"	"抑"	"yai7"	"ʔjai˨˩˧"
"邑"	"邑"	"yai7"	"ʔjai˨˩˧"
"益"	"益"	"yai7"	"ʔjai˨˩˧"
"溢"	"溢"	"yai7"	"ʔjai˨˩˧"
"液"	"液"	"yai8"	"jai˨˩˧"
"腋"	"腋"	"yai8"	"jai˨˩˧"
"亦"	"亦"	"yai8"	"jai˨˩˧"
"易"	"易"	"yai8"	"jai˨˩˧"
"逸"	"逸"	"yai8"	"jai˨˩˧"
"翼"	"翼"	"yai8"	"jai˨˩˧"
"繹"	"繹"	"yai8"	"jai˨˩˧"
"譯"	"譯"	"yai8"	"jai˨˩˧"
"驛"	"驛"	"yai8"	"jai˨˩˧"
"規"	"規"	"kai1"	"kai˧˧"
"瑰"	"瑰"	"kai1"	"kai˧˧"
"歸"	"歸"	"kai1"	"kai˧˧"
"蓋"	"蓋"	"kai5"	"kai˥˨"
"個"	"個"	"kai5"	"kai˥˨"
"瑰"	"瑰"	"kai5"	"kai˥˨"
"劊"	"劊"	"kai5"	"kai˥˨"
"劊"	"劊"	"kai5"	"kai˥˨"
"會"	"會"	"kai5"	"kai˥˨"
"檜"	"檜"	"kai5"	"kai˥˨"
"繪"	"繪"	"kai5"	"kai˥˨"
"蟈"	"蟈"	"kai7"	"kai˨˩˧"
"國"	"國"	"kai7"	"kai˨˩˧"
"恢"	"恢"	"khai1"	"kʰai˧˧"
"詼"	"詼"	"khai1"	"kʰai˧˧"
"盔"	"盔"	"khai1"	"kʰai˧˧"
"虧"	"虧"	"khai1"	"kʰai˧˧"
"奎"	"奎"	"khai1"	"kʰai˧˧"
"魁"	"魁"	"khai1"	"kʰai˧˧"
"傀"	"傀"	"khai3"	"kʰai˧˥"
"劊"	"劊"	"khai5"	"kʰai˥˨"
"塊"	"塊"	"khai5"	"kʰai˥˨"
"愧"	"愧"	"khai5"	"kʰai˥˨"
"磕"	"磕"	"khai7"	"kʰai˨˩˧"
"潰"	"潰"	"ɡai6"	"ɡai˨˨"
"巍"	"巍"	"ngai2"	"ŋai˧˩"
"嵬"	"嵬"	"ngai2"	"ŋai˧˩"
"餓"	"餓"	"ngai6"	"ŋai˨˨"
"魏"	"魏"	"ngai6"	"ŋai˨˨"
"屄"	"屄"	"pei1"	"pei˧˧"
"比"	"比"	"pei3"	"pei˧˥"
"彼"	"彼"	"pei3"	"pei˧˥"
"鄙"	"鄙"	"pei3"	"pei˧˥"
"斃"	"斃"	"pei3"	"pei˧˥"
"鄙"	"鄙"	"pei5"	"pei˥˨"
"庇"	"庇"	"pei5"	"pei˥˨"
"閉"	"閉"	"pei5"	"pei˥˨"
"痹"	"痹"	"pei5"	"pei˥˨"
"蔽"	"蔽"	"pei5"	"pei˥˨"
"箅"	"箅"	"pei5"	"pei˥˨"
"轡"	"轡"	"pei5"	"pei˥˨"
"丕"	"丕"	"phei1"	"pʰei˧˧"
"批"	"批"	"phei1"	"pʰei˧˧"
"披"	"披"	"phei1"	"pʰei˧˧"
"譬"	"譬"	"phei3"	"pʰei˧˥"
"屁"	"屁"	"phei5"	"pʰei˥˨"
"譬"	"譬"	"phei5"	"pʰei˥˨"
"便"	"便"	"bei2"	"bei˧˩"
"肥"	"肥"	"bei2"	"bei˧˩"
"皮"	"皮"	"bei2"	"bei˧˩"
"疲"	"疲"	"bei2"	"bei˧˩"
"埤"	"埤"	"bei2"	"bei˧˩"
"琵"	"琵"	"bei2"	"bei˧˩"
"脾"	"脾"	"bei2"	"bei˧˩"
"被"	"被"	"bei4"	"bei˧˥"
"俾"	"俾"	"bei4"	"bei˧˥"
"陛"	"陛"	"bei4"	"bei˧˥"
"婢"	"婢"	"bei4"	"bei˧˥"
"痞"	"痞"	"bei4"	"bei˧˥"
"備"	"備"	"bei6"	"bei˨˨"
"鐾"	"鐾"	"bei6"	"bei˨˨"
"比"	"比"	"bei6"	"bei˨˨"
"敝"	"敝"	"bei6"	"bei˨˨"
"弊"	"弊"	"bei6"	"bei˨˨"
"幣"	"幣"	"bei6"	"bei˨˨"
"篦"	"篦"	"bei6"	"bei˨˨"
"避"	"避"	"bei6"	"bei˨˨"
"斃"	"斃"	"bei6"	"bei˨˨"
"吠"	"吠"	"bei6"	"bei˨˨"
"鼻"	"鼻"	"bei8"	"bei˨˩˧"
"眯"	"眯"	"mei1"	"mei˧˧"
"眉"	"眉"	"mei2"	"mei˧˩"
"楣"	"楣"	"mei2"	"mei˧˩"
"媚"	"媚"	"mei2"	"mei˧˩"
"迷"	"迷"	"mei2"	"mei˧˩"
"糜"	"糜"	"mei2"	"mei˧˩"
"彌"	"彌"	"mei2"	"mei˧˩"
"靡"	"靡"	"mei2"	"mei˧˩"
"美"	"美"	"mei4"	"mei˧˥"
"靡"	"靡"	"mei4"	"mei˧˥"
"米"	"米"	"mei4"	"mei˧˥"
"尾"	"尾"	"mei4"	"mei˧˥"
"寐"	"寐"	"mei6"	"mei˨˨"
"媚"	"媚"	"mei6"	"mei˨˨"
"謎"	"謎"	"mei6"	"mei˨˨"
"未"	"未"	"mei6"	"mei˨˨"
"味"	"味"	"mei6"	"mei˨˨"
"妃"	"妃"	"fei1"	"fei˧˧"
"非"	"非"	"fei1"	"fei˧˧"
"飛"	"飛"	"fei1"	"fei˧˧"
"菲"	"菲"	"fei1"	"fei˧˧"
"菲"	"菲"	"fei3"	"fei˧˥"
"匪"	"匪"	"fei3"	"fei˧˥"
"榧"	"榧"	"fei3"	"fei˧˥"
"誹"	"誹"	"fei3"	"fei˧˥"
"廢"	"廢"	"fei5"	"fei˥˨"
"肺"	"肺"	"fei5"	"fei˥˨"
"費"	"費"	"fei5"	"fei˥˨"
"痱"	"痱"	"fei5"	"fei˥˨"
"肥"	"肥"	"Vei2"	"vei˧˩"
"微"	"微"	"Vei2"	"vei˧˩"
"薇"	"薇"	"Vei2"	"vei˧˩"
"吠"	"吠"	"Vei4"	"vei˧˥"
"尾"	"尾"	"Vei4"	"vei˧˥"
"吠"	"吠"	"Vei6"	"vei˨˨"
"未"	"未"	"Vei6"	"vei˨˨"
"味"	"味"	"Vei6"	"vei˨˨"
"低"	"低"	"tei1"	"tei˧˧"
"爹"	"爹"	"tei1"	"tei˧˧"
"抵"	"抵"	"tei3"	"tei˧˥"
"底"	"底"	"tei3"	"tei˧˥"
"帝"	"帝"	"tei5"	"tei˥˨"
"締"	"締"	"tei5"	"tei˥˨"
"渧"	"渧"	"tei5"	"tei˥˨"
"得"	"得"	"tei7"	"tei˨˩˧"
"的"	"的"	"tei7"	"tei˨˩˧"
"滴"	"滴"	"tei7"	"tei˨˩˧"
"嫡"	"嫡"	"tei7"	"tei˨˩˧"
"摘"	"摘"	"tei7"	"tei˨˩˧"
"梯"	"梯"	"thei1"	"tʰei˧˧"
"剃"	"剃"	"thei5"	"tʰei˥˨"
"涕"	"涕"	"thei5"	"tʰei˥˨"
"替"	"替"	"thei5"	"tʰei˥˨"
"剔"	"剔"	"thei7"	"tʰei˨˩˧"
"踢"	"踢"	"thei7"	"tʰei˨˩˧"
"惕"	"惕"	"thei7"	"tʰei˨˩˧"
"堤"	"堤"	"dei2"	"dei˧˩"
"提"	"提"	"dei2"	"dei˧˩"
"啼"	"啼"	"dei2"	"dei˧˩"
"蹄"	"蹄"	"dei2"	"dei˧˩"
"題"	"題"	"dei2"	"dei˧˩"
"弟"	"弟"	"dei4"	"dei˧˥"
"大"	"大"	"dei6"	"dei˨˨"
"地"	"地"	"dei6"	"dei˨˨"
"第"	"第"	"dei6"	"dei˨˨"
"遞"	"遞"	"dei6"	"dei˨˨"
"裏"	"裏"	"li1"	"li˧˧"
"來"	"來"	"lei2"	"lei˧˩"
"厘"	"厘"	"lei2"	"lei˧˩"
"狸"	"狸"	"lei2"	"lei˧˩"
"梨"	"梨"	"lei2"	"lei˧˩"
"犁"	"犁"	"lei2"	"lei˧˩"
"璃"	"璃"	"lei2"	"lei˧˩"
"黎"	"黎"	"lei2"	"lei˧˩"
"離"	"離"	"lei2"	"lei˧˩"
"籬"	"籬"	"lei2"	"lei˧˩"
"麗"	"麗"	"lei2"	"lei˧˩"
"李"	"李"	"lei4"	"lei˧˥"
"俚"	"俚"	"lei4"	"lei˧˥"
"理"	"理"	"lei4"	"lei˧˥"
"裏"	"裏"	"lei4"	"lei˧˥"
"禮"	"禮"	"lei4"	"lei˧˥"
"鯉"	"鯉"	"lei4"	"lei˧˥"
"累"	"累"	"lei6"	"lei˨˨"
"淚"	"淚"	"lei6"	"lei˨˨"
"離"	"離"	"lei6"	"lei˨˨"
"吏"	"吏"	"lei6"	"lei˨˨"
"利"	"利"	"lei6"	"lei˨˨"
"荔"	"荔"	"lei6"	"lei˨˨"
"莉"	"莉"	"lei6"	"lei˨˨"
"痢"	"痢"	"lei6"	"lei˨˨"
"厲"	"厲"	"lei6"	"lei˨˨"
"勵"	"勵"	"lei6"	"lei˨˨"
"隸"	"隸"	"lei6"	"lei˨˨"
"麗"	"麗"	"lei6"	"lei˨˨"
"力"	"力"	"lei8"	"lei˨˩˧"
"立"	"立"	"lei8"	"lei˨˩˧"
"笠"	"笠"	"lei8"	"lei˨˩˧"
"曆"	"曆"	"lei8"	"lei˨˩˧"
"曆"	"曆"	"lei8"	"lei˨˩˧"
"瀝"	"瀝"	"lei8"	"lei˨˩˧"
"礫"	"礫"	"lei8"	"lei˨˩˧"
"靂"	"靂"	"lei8"	"lei˨˩˧"
"遮"	"遮"	"tsei1"	"tsei˧˧"
"支"	"支"	"tsei1"	"tsei˧˧"
"枝"	"枝"	"tsei1"	"tsei˧˧"
"肢"	"肢"	"tsei1"	"tsei˧˧"
"梔"	"梔"	"tsei1"	"tsei˧˧"
"豬"	"豬"	"tsei1"	"tsei˧˧"
"姐"	"姐"	"tsei3"	"tsei˧˥"
"紙"	"紙"	"tsei3"	"tsei˧˥"
"煮"	"煮"	"tsei3"	"tsei˧˥"
"擠"	"擠"	"tsei5"	"tsei˥˨"
"祭"	"祭"	"tsei5"	"tsei˥˨"
"際"	"際"	"tsei5"	"tsei˥˨"
"漈"	"漈"	"tsei5"	"tsei˥˨"
"穄"	"穄"	"tsei5"	"tsei˥˨"
"劑"	"劑"	"tsei5"	"tsei˥˨"
"濟"	"濟"	"tsei5"	"tsei˥˨"
"借"	"借"	"tsei5"	"tsei˥˨"
"蔗"	"蔗"	"tsei5"	"tsei˥˨"
"制"	"制"	"tsei5"	"tsei˥˨"
"制"	"制"	"tsei5"	"tsei˥˨"
"著"	"著"	"tsei5"	"tsei˥˨"
"側"	"側"	"tsei7"	"tsei˨˩˧"
"積"	"積"	"tsei7"	"tsei˨˩˧"
"瘠"	"瘠"	"tsei7"	"tsei˨˩˧"
"脊"	"脊"	"tsei7"	"tsei˨˩˧"
"稷"	"稷"	"tsei7"	"tsei˨˩˧"
"績"	"績"	"tsei7"	"tsei˨˩˧"
"鯽"	"鯽"	"tsei7"	"tsei˨˩˧"
"磧"	"磧"	"tsei7"	"tsei˨˩˧"
"載"	"載"	"tsei7"	"tsei˨˩˧"
"浙"	"浙"	"tsei7"	"tsei˨˩˧"
"只"	"只"	"tsei7"	"tsei˨˩˧"
"織"	"織"	"tsei7"	"tsei˨˩˧"
"職"	"職"	"tsei7"	"tsei˨˩˧"
"炙"	"炙"	"tsei7"	"tsei˨˩˧"
"車"	"車"	"tshei1"	"tsʰei˧˧"
"妻"	"妻"	"tshei1"	"tsʰei˧˧"
"棲"	"棲"	"tshei1"	"tsʰei˧˧"
"笡"	"笡"	"tshei1"	"tsʰei˧˧"
"蛆"	"蛆"	"tshei1"	"tsʰei˧˧"
"扯"	"扯"	"tshei3"	"tsʰei˧˥"
"杵"	"杵"	"tshei3"	"tsʰei˧˥"
"且"	"且"	"tshei3"	"tsʰei˧˥"
"鼠"	"鼠"	"tshei3"	"tsʰei˧˥"
"刺"	"刺"	"tshei5"	"tsʰei˥˨"
"尺"	"尺"	"tshei7"	"tsʰei˨˩˧"
"斥"	"斥"	"tshei7"	"tsʰei˨˩˧"
"赤"	"赤"	"tshei7"	"tsʰei˨˩˧"
"飭"	"飭"	"tshei7"	"tsʰei˨˩˧"
"刺"	"刺"	"tshei7"	"tsʰei˨˩˧"
"戚"	"戚"	"tshei7"	"tsʰei˨˩˧"
"砌"	"砌"	"tshei7"	"tsʰei˨˩˧"
"池"	"池"	"dzei2"	"dzei˧˩"
"舐"	"舐"	"dzei4"	"dzei˧˥"
"苧"	"苧"	"dzei4"	"dzei˧˥"
"滯"	"滯"	"dzei6"	"dzei˨˨"
"箸"	"箸"	"dzei6"	"dzei˨˨"
"蟄"	"蟄"	"dzei8"	"dzei˨˩˧"
"直"	"直"	"dzei8"	"dzei˨˩˧"
"值"	"值"	"dzei8"	"dzei˨˩˧"
"植"	"植"	"dzei8"	"dzei˨˩˧"
"殖"	"殖"	"dzei8"	"dzei˨˩˧"
"擲"	"擲"	"dzei8"	"dzei˨˩˧"
"鰓"	"鰓"	"sei1"	"sei˧˧"
"奢"	"奢"	"sei1"	"sei˧˧"
"賒"	"賒"	"sei1"	"sei˧˧"
"西"	"西"	"sei1"	"sei˧˧"
"犀"	"犀"	"sei1"	"sei˧˧"
"些"	"些"	"sei1"	"sei˧˧"
"舍"	"舍"	"sei3"	"sei˧˥"
"舍"	"舍"	"sei3"	"sei˧˥"
"髓"	"髓"	"sei3"	"sei˧˥"
"洗"	"洗"	"sei3"	"sei˧˥"
"銑"	"銑"	"sei3"	"sei˧˥"
"璽"	"璽"	"sei3"	"sei˧˥"
"寫"	"寫"	"sei3"	"sei˧˥"
"賜"	"賜"	"sei5"	"sei˥˨"
"賽"	"賽"	"sei5"	"sei˥˨"
"赦"	"赦"	"sei5"	"sei˥˨"
"施"	"施"	"sei5"	"sei˥˨"
"世"	"世"	"sei5"	"sei˥˨"
"勢"	"勢"	"sei5"	"sei˥˨"
"細"	"細"	"sei5"	"sei˥˨"
"卸"	"卸"	"sei5"	"sei˥˨"
"瀉"	"瀉"	"sei5"	"sei˥˨"
"婿"	"婿"	"sei5"	"sei˥˨"
"婿"	"婿"	"sei5"	"sei˥˨"
"設"	"設"	"sei7"	"sei˨˩˧"
"攝"	"攝"	"sei7"	"sei˨˩˧"
"識"	"識"	"sei7"	"sei˨˩˧"
"式"	"式"	"sei7"	"sei˨˩˧"
"拭"	"拭"	"sei7"	"sei˨˩˧"
"飾"	"飾"	"sei7"	"sei˨˩˧"
"釋"	"釋"	"sei7"	"sei˨˩˧"
"昔"	"昔"	"sei7"	"sei˨˩˧"
"析"	"析"	"sei7"	"sei˨˩˧"
"息"	"息"	"sei7"	"sei˨˩˧"
"悉"	"悉"	"sei7"	"sei˨˩˧"
"惜"	"惜"	"sei7"	"sei˨˩˧"
"晰"	"晰"	"sei7"	"sei˨˩˧"
"熄"	"熄"	"sei7"	"sei˨˩˧"
"錫"	"錫"	"sei7"	"sei˨˩˧"
"媳"	"媳"	"sei7"	"sei˨˩˧"
"泄"	"泄"	"sei7"	"sei˨˩˧"
"薛"	"薛"	"sei7"	"sei˨˩˧"
"葉"	"葉"	"sei7"	"sei˨˩˧"
"齊"	"齊"	"zei2"	"zei˧˩"
"臍"	"臍"	"zei2"	"zei˧˩"
"佘"	"佘"	"zei2"	"zei˧˩"
"蛇"	"蛇"	"zei2"	"zei˧˩"
"匙"	"匙"	"zei2"	"zei˧˩"
"薯"	"薯"	"zei2"	"zei˧˩"
"邪"	"邪"	"zei2"	"zei˧˩"
"斜"	"斜"	"zei2"	"zei˧˩"
"徐"	"徐"	"zei2"	"zei˧˩"
"借"	"借"	"zei4"	"zei˧˥"
"惹"	"惹"	"zei4"	"zei˧˥"
"社"	"社"	"zei4"	"zei˧˥"
"隨"	"隨"	"zei4"	"zei˧˥"
"射"	"射"	"zei6"	"zei˨˨"
"麝"	"麝"	"zei6"	"zei˨˨"
"逝"	"逝"	"zei6"	"zei˨˨"
"誓"	"誓"	"zei6"	"zei˨˨"
"榭"	"榭"	"zei6"	"zei˨˨"
"謝"	"謝"	"zei6"	"zei˨˨"
"借"	"借"	"zei8"	"zei˨˩˧"
"籍"	"籍"	"zei8"	"zei˨˩˧"
"寂"	"寂"	"zei8"	"zei˨˩˧"
"射"	"射"	"zei8"	"zei˨˩˧"
"石"	"石"	"zei8"	"zei˨˩˧"
"食"	"食"	"zei8"	"zei˨˩˧"
"蝕"	"蝕"	"zei8"	"zei˨˩˧"
"碩"	"碩"	"zei8"	"zei˨˩˧"
"夕"	"夕"	"zei8"	"zei˨˩˧"
"席"	"席"	"zei8"	"zei˨˩˧"
"去"	"去"	"khei5"	"kʰei˥˨"
"兜"	"兜"	"tau1"	"tau˧˧"
"抖"	"抖"	"tau3"	"tau˧˥"
"陡"	"陡"	"tau3"	"tau˧˥"
"蚪"	"蚪"	"tau3"	"tau˧˥"
"鬥"	"鬥"	"tau5"	"tau˥˨"
"偷"	"偷"	"thau1"	"tʰau˧˧"
